addd6d67eca2db8e4d1e37fbe1719df1892a8ecf3aaecabae8388aa5e631e8c1,769f1a9ee58c2c156c9ac373d6d039d287648ce9bbcdd6298b6b28b0479a1670,16289018a2ad21f4f6cb4c02bdffb36e108f51bfd716a31862a90bfc354baa2c,52951a0c7b755b4fc5a8182b111b0da68c16d7f5e6bb52ef0abeee7b9579e832,076031140fd0b4644fffa58e02723201e5d1a535a11fa2dbeb81529afb5bd1d4,a67bb16839d66b7d683dc34687c42381ad7a7491c3dd343d638badd969dc814c,b5a2bb8e2932353143f4bbc12d817c1a7074bb038919a3b14cc39de3d609aa74
"401305506","0","401305505","0","0","野豬雙胞胎 第1階段 單人模式","401305507"
"401305606","0","401305605","0","0","野豬雙胞胎 第2階段 單人模式","401305607"
"401305706","0","401305705","0","0","野豬雙胞胎 第3階段 單人模式","401305707"
"401307106","0","401307104","0","0","泰坦龍龜 第1階段","401307107"
"401307206","0","401307204","0","0","泰坦龍龜 第2階段","401307207"
"401307306","0","401307304","0","0","泰坦龍龜 第3階段","401307307"
"401307406","0","401307404","0","0","泰坦龍龜 第4階段","401307407"
"401307506","0","401307504","0","0","泰坦龍龜 第1階段 單人模式","401307507"
"401307606","0","401307604","0","0","泰坦龍龜 第2階段 單人模式","401307607"
"401307706","0","401307704","0","0","泰坦龍龜 第3階段 單人模式","401307707"
"401309106","0","401309105","401309108","0","大胃王 第1階段","401309107"
"401309206","0","401309205","401309208","0","大胃王 第2階段","401309207"
"401309306","0","401309305","401309308","0","大胃王 第3階段","401309307"
"401309406","0","401309405","401309408","0","大胃王 第4階段","401309407"
"401309506","0","401309505","401309508","0","大胃王 第1階段 單人模式","401309507"
"401309606","0","401309605","401309608","0","大胃王 第2階段 單人模式","401309607"
"401309706","0","401309705","401309708","0","大胃王 第3階段 單人模式","401309707"
"401310105","0","401310104","401310107","0","黑曜飛龍 第1階段","401310106"
"401310205","0","401310204","401310207","0","黑曜飛龍 第2階段","401310206"
"401310305","0","401310304","401310307","0","黑曜飛龍 第3階段","401310306"
"401310405","0","401310404","401310407","0","黑曜飛龍 第4階段","401310406"
"401310505","0","401310504","401310507","0","黑曜飛龍 第1階段 單人模式","401310506"
"401310605","0","401310604","401310607","0","黑曜飛龍 第2階段 單人模式","401310606"
"401310705","0","401310704","401310707","0","黑曜飛龍 第3階段 單人模式","401310706"
"401311106","0","401311105","0","0","人馬座 第1階段","401311107"
"401311206","0","401311205","0","0","人馬座 第2階段","401311207"
"401311306","0","401311305","0","0","人馬座 第3階段","401311307"
"401311406","0","401311405","0","0","人馬座 第4階段","401311407"
"401311506","0","401311505","0","0","人馬座 第1階段 單人模式","401311507"
"401311606","0","401311605","0","0","人馬座 第2階段 單人模式","401311607"
"401311706","0","401311705","0","0","人馬座 第3階段 單人模式","401311707"
"401312105","0","401312104","401312107","0","三重岩 第1階段","401312106"
"401312205","0","401312204","401312207","0","三重岩 第2階段","401312206"
"401312305","0","401312304","401312307","0","三重岩 第3階段","401312306"
"401312405","0","401312404","401312407","0","三重岩 第4階段","401312406"
"401312505","0","401312504","401312507","0","三重岩 第5階段","401312506"
"401312605","0","401312604","401312607","0","三重岩 第1階段 單人模式","401312606"
"401312705","0","401312704","401312707","0","三重岩 第2階段 單人模式","401312706"
"401312805","0","401312804","401312807","0","三重岩 第3階段 單人模式","401312806"
"401401106","0","401401105","0","0","水之里歐斯 第1階段","401401107"
"401401206","0","401401205","0","0","水之里歐斯 第2階段","401401207"
"401401306","0","401401305","0","0","水之里歐斯 第3階段","401401307"
"401401406","0","401401405","0","0","水之里歐斯 第4階段","401401407"
"401401506","0","401401505","0","0","水之里歐斯 第5階段","401401507"
"401401606","0","401401605","0","0","水之里歐斯 第1階段 單人模式","401401607"
"401401706","0","401401705","0","0","水之里歐斯 第2階段 單人模式","401401707"
"401401806","0","401401805","0","0","水之里歐斯 第3階段 單人模式","401401807"
"401403105","0","401403104","401403107","0","黑曜飛龍 第1階段","401403106"
"401403205","0","401403204","401403207","0","黑曜飛龍 第2階段","401403206"
"401403305","0","401403304","401403307","0","黑曜飛龍 第3階段","401403306"
"401403405","0","401403404","401403407","0","黑曜飛龍 第4階段","401403406"
"401403505","0","401403504","401403507","0","黑曜飛龍 第5階段","401403506"
"401403605","0","401403604","401403607","0","黑曜飛龍 第1階段 單人模式","401403606"
"401403705","0","401403704","401403707","0","黑曜飛龍 第2階段 單人模式","401403706"
"401403805","0","401403804","401403807","0","黑曜飛龍 第3階段 單人模式","401403806"
"401404105","0","401404104","0","0","泰坦龍龜 第1階段","401404106"
"401404205","0","401404204","0","0","泰坦龍龜 第2階段","401404206"
"401404305","0","401404304","0","0","泰坦龍龜 第3階段","401404306"
"401404405","0","401404404","0","0","泰坦龍龜 第4階段","401404406"
"401404505","0","401404504","0","0","泰坦龍龜 第5階段","401404506"
"401404605","0","401404604","0","0","泰坦龍龜 第1階段 單人模式","401404606"
"401404705","0","401404704","0","0","泰坦龍龜 第2階段 單人模式","401404706"
"401404805","0","401404804","0","0","泰坦龍龜 第3階段 單人模式","401404806"
"401405106","0","401405105","401405108","401405109","野豬雙胞胎 第1階段","401405107"
"401405206","0","401405205","401405208","401405209","野豬雙胞胎 第2階段","401405207"
"401405306","0","401405305","401405308","401405309","野豬雙胞胎 第3階段","401405307"
"401405406","0","401405405","401405408","401405409","野豬雙胞胎 第4階段","401405407"
"401405506","0","401405505","401405508","401405509","野豬雙胞胎 第5階段","401405507"
"401405606","0","401405605","401405608","401405609","野豬雙胞胎 第1階段 單人模式","401405607"
"401405706","0","401405705","401405708","401405709","野豬雙胞胎 第2階段 單人模式","401405707"
"401405806","0","401405805","401405808","401405809","野豬雙胞胎 第3階段 單人模式","401405807"
"401406105","0","401406104","401406107","0","三重岩 第1階段","401406106"
"401406205","0","401406204","401406207","0","三重岩 第2階段","401406206"
"401406305","0","401406304","401406307","0","三重岩 第3階段","401406306"
"401406405","0","401406404","401406407","0","三重岩 第4階段","401406406"
"401406505","0","401406504","401406507","0","三重岩 第5階段","401406506"
"401406605","0","401406604","401406607","0","三重岩 第1階段 單人模式","401406606"
"401406705","0","401406704","401406707","0","三重岩 第2階段 單人模式","401406706"
"401406805","0","401406804","401406807","0","三重岩 第3階段 單人模式","401406806"
"401407106","0","401407105","401407108","0","奧爾獅 第1階段","401407107"
"401407206","0","401407205","401407208","0","奧爾獅 第2階段","401407207"
"401407306","0","401407305","401407308","0","奧爾獅 第3階段","401407307"
"401407406","0","401407405","401407408","0","奧爾獅 第4階段","401407407"
"401407506","0","401407505","401407508","0","奧爾獅 第5階段","401407507"
"401407606","0","401407605","401407608","0","奧爾獅 第1階段 單人模式","401407607"
"401407706","0","401407705","401407708","0","奧爾獅 第2階段 單人模式","401407707"
"401407806","0","401407805","401407808","0","奧爾獅 第3階段 單人模式","401407807"
"401408105","0","401408104","401408107","0","劍蛇 第1階段","401408106"
"401408205","0","401408204","401408207","0","劍蛇 第2階段","401408206"
"401408305","0","401408304","401408307","0","劍蛇 第3階段","401408306"
"401408405","0","401408404","401408407","0","劍蛇 第4階段","401408406"
"401408505","0","401408504","401408507","0","劍蛇 第5階段","401408506"
"401408605","0","401408604","401408607","0","劍蛇 第1階段 單人模式","401408606"
"401408705","0","401408704","401408707","0","劍蛇 第2階段 單人模式","401408706"
"401408805","0","401408804","401408807","0","劍蛇 第3階段 單人模式","401408806"
"401409106","0","401409105","401409108","0","大胃王 第1階段","401409107"
"401409206","0","401409205","401409208","0","大胃王 第2階段","401409207"
"401409306","0","401409305","401409308","0","大胃王 第3階段","401409307"
"401409406","0","401409405","401409408","0","大胃王 第4階段","401409407"
"401409506","0","401409505","401409508","0","大胃王 第5階段","401409507"
"401409606","0","401409605","401409608","0","大胃王 第1階段 單人模式","401409607"
"401409706","0","401409705","401409708","0","大胃王 第2階段 單人模式","401409707"
"401409806","0","401409805","401409808","0","大胃王 第3階段 單人模式","401409807"
"401411106","0","401411105","0","0","人馬座 第1階段","401411107"
"401411206","0","401411205","0","0","人馬座 第2階段","401411207"
"401411306","0","401411305","0","0","人馬座 第3階段","401411307"
"401411406","0","401411405","0","0","人馬座 第4階段","401411407"
"401411506","0","401411505","0","0","人馬座 第5階段","401411507"
"401411606","0","401411605","0","0","人馬座 第1階段 單人模式","401411607"
"401411706","0","401411705","0","0","人馬座 第2階段 單人模式","401411707"
"401411806","0","401411805","0","0","人馬座 第3階段 單人模式","401411807"
"401412105","0","401412104","401412107","0","黑曜飛龍 第1階段","401412106"
"401412205","0","401412204","401412207","0","黑曜飛龍 第2階段","401412206"
"401412305","0","401412304","401412307","0","黑曜飛龍 第3階段","401412306"
"401412405","0","401412404","401412407","0","黑曜飛龍 第4階段","401412406"
"401412505","0","401412504","401412507","0","黑曜飛龍 第5階段","401412506"
"401412605","0","401412604","401412607","0","黑曜飛龍 第1階段 單人模式","401412606"
"401412705","0","401412704","401412707","0","黑曜飛龍 第2階段 單人模式","401412706"
"401412805","0","401412804","401412807","0","黑曜飛龍 第3階段 單人模式","401412806"
"401501106","0","401501105","0","0","水之里歐斯 第1階段","401501107"
"401501206","0","401501205","0","0","水之里歐斯 第2階段","401501207"
"401501306","0","401501305","0","0","水之里歐斯 第3階段","401501307"
"401501406","0","401501405","0","0","水之里歐斯 第4階段","401501407"
"401501506","0","401501505","0","0","水之里歐斯 第5階段","401501507"
"401501606","0","401501605","0","0","水之里歐斯 第1階段 單人模式","401501607"
"401501706","0","401501705","0","0","水之里歐斯 第2階段 單人模式","401501707"
"401501806","0","401501805","0","0","水之里歐斯 第3階段 單人模式","401501807"
"401503105","0","401503104","401503107","0","三重岩 第1階段","401503106"
"401503205","0","401503204","401503207","0","三重岩 第2階段","401503206"
"401503305","0","401503304","401503307","0","三重岩 第3階段","401503306"
"401503405","0","401503404","401503407","0","三重岩 第4階段","401503406"
"401503505","0","401503504","401503507","0","三重岩 第5階段","401503506"
"401503605","0","401503604","401503607","0","三重岩 第1階段 單人模式","401503606"
"401503705","0","401503704","401503707","0","三重岩 第2階段 單人模式","401503706"
"401503805","0","401503804","401503807","0","三重岩 第3階段 單人模式","401503806"
"401504105","0","401504104","401504107","0","劍蛇 第1階段","401504106"
"401504205","0","401504204","401504207","0","劍蛇 第2階段","401504206"
"401504305","0","401504304","401504307","0","劍蛇 第3階段","401504306"
"401504405","0","401504404","401504407","0","劍蛇 第4階段","401504406"
"401504505","0","401504504","401504507","0","劍蛇 第5階段","401504506"
"401504605","0","401504604","401504607","0","劍蛇 第1階段 單人模式","401504606"
"401504705","0","401504704","401504707","0","劍蛇 第2階段 單人模式","401504706"
"401504805","0","401504804","401504807","0","劍蛇 第3階段 單人模式","401504806"
"401505106","0","401505105","401505108","401505109","野豬雙胞胎 第1階段","401505107"
"401505206","0","401505205","401505208","401505209","野豬雙胞胎 第2階段","401505207"
"401505306","0","401505305","401505308","401505309","野豬雙胞胎 第3階段","401505307"
"401505406","0","401505405","401505408","401505409","野豬雙胞胎 第4階段","401505407"
"401505506","0","401505505","401505508","401505509","野豬雙胞胎 第5階段","401505507"
"401505606","0","401505605","401505608","401505609","野豬雙胞胎 第1階段 單人模式","401505607"
"401505706","0","401505705","401505708","401505709","野豬雙胞胎 第2階段 單人模式","401505707"
"401505806","0","401505805","401505808","401505809","野豬雙胞胎 第3階段 單人模式","401505807"
"401506105","0","401506104","401506107","0","黑曜飛龍 第1階段","401506106"
"401506205","0","401506204","401506207","0","黑曜飛龍 第2階段","401506206"
"401506305","0","401506304","401506307","0","黑曜飛龍 第3階段","401506306"
"401506405","0","401506404","401506407","0","黑曜飛龍 第4階段","401506406"
"401506505","0","401506504","401506507","0","黑曜飛龍 第5階段","401506506"
"401506605","0","401506604","401506607","0","黑曜飛龍 第1階段 單人模式","401506606"
"401506705","0","401506704","401506707","0","黑曜飛龍 第2階段 單人模式","401506706"
"401506805","0","401506804","401506807","0","黑曜飛龍 第3階段 單人模式","401506806"
"401507106","0","401507105","401507108","0","奧爾獅 第1階段","401507107"
"401507206","0","401507205","401507208","0","奧爾獅 第2階段","401507207"
"401507306","0","401507305","401507308","0","奧爾獅 第3階段","401507307"
"401507406","0","401507405","401507408","0","奧爾獅 第4階段","401507407"
"401507506","0","401507505","401507508","0","奧爾獅 第5階段","401507507"
"401507606","0","401507605","401507608","0","奧爾獅 第1階段 單人模式","401507607"
"401507706","0","401507705","401507708","0","奧爾獅 第2階段 單人模式","401507707"
"401507806","0","401507805","401507808","0","奧爾獅 第3階段 單人模式","401507807"
"401508105","0","401508104","401508107","0","泰坦龍龜 第1階段","401508106"
"401508205","0","401508204","401508207","0","泰坦龍龜 第2階段","401508206"
"401508305","0","401508304","401508307","0","泰坦龍龜 第3階段","401508306"
"401508405","0","401508404","401508407","0","泰坦龍龜 第4階段","401508406"
"401508505","0","401508504","401508507","0","泰坦龍龜 第5階段","401508506"
"401508605","0","401508604","401508607","0","泰坦龍龜 第1階段 單人模式","401508606"
"401508705","0","401508704","401508707","0","泰坦龍龜 第2階段 單人模式","401508706"
"401508805","0","401508804","401508807","0","泰坦龍龜 第3階段 單人模式","401508806"
"401509103","0","401509102","0","0","哥布林騎兵 第1階段","401509104"
"401509108","0","401509107","401509110","0","大胃王 第1階段","401509109"
"401509203","0","401509202","0","0","哥布林騎兵 第2階段","401509204"
"401509208","0","401509207","401509210","0","大胃王 第2階段","401509209"
"401509303","0","401509302","0","0","哥布林騎兵 第3階段","401509304"
"401509308","0","401509307","401509310","0","大胃王 第3階段","401509309"
"401509403","0","401509402","0","0","哥布林騎兵 第4階段","401509404"
"401509408","0","401509407","401509410","0","大胃王 第4階段","401509409"
"401509503","0","401509502","0","0","哥布林騎兵 第5階段","401509504"
"401509508","0","401509507","401509510","0","大胃王 第5階段","401509509"
"401509603","0","401509602","0","0","哥布林騎兵 第1階段 單人模式","401509604"
"401509608","0","401509607","401509610","0","大胃王 第1階段 單人模式","401509609"
"401509703","0","401509702","0","0","哥布林騎兵 第2階段 單人模式","401509704"
"401509708","0","401509707","401509710","0","大胃王 第2階段 單人模式","401509709"
"401509803","0","401509802","0","0","哥布林騎兵 第3階段 單人模式","401509804"
"401509808","0","401509807","401509810","0","大胃王 第3階段 單人模式","401509809"
"401510105","0","401510104","401510107","0","三重岩 第1階段","401510106"
"401510205","0","401510204","401510207","0","三重岩 第2階段","401510206"
"401510305","0","401510304","401510307","0","三重岩 第3階段","401510306"
"401510405","0","401510404","401510407","0","三重岩 第4階段","401510406"
"401510505","0","401510504","401510507","0","三重岩 第5階段","401510506"
"401510605","0","401510604","401510607","0","三重岩 第1階段 單人模式","401510606"
"401510705","0","401510704","401510707","0","三重岩 第2階段 單人模式","401510706"
"401510805","0","401510804","401510807","0","三重岩 第3階段 單人模式","401510806"
"401511106","0","401511105","0","0","人馬座 第1階段","401511107"
"401511206","0","401511205","0","0","人馬座 第2階段","401511207"
"401511306","0","401511305","0","0","人馬座 第3階段","401511307"
"401511406","0","401511405","0","0","人馬座 第4階段","401511407"
"401511506","0","401511505","0","0","人馬座 第5階段","401511507"
"401511606","0","401511605","0","0","人馬座 第1階段 單人模式","401511607"
"401511706","0","401511705","0","0","人馬座 第2階段 單人模式","401511707"
"401511806","0","401511805","0","0","人馬座 第3階段 單人模式","401511807"
"401512103","0","401512102","0","0","哥布林騎兵 第1階段","401512104"
"401512203","0","401512202","0","0","哥布林騎兵 第2階段","401512204"
"401512303","0","401512302","0","0","哥布林騎兵 第3階段","401512304"
"401512403","0","401512402","0","0","哥布林騎兵 第4階段","401512404"
"401512503","0","401512502","0","0","哥布林騎兵 第5階段","401512504"
"401512603","0","401512602","0","0","哥布林騎兵 第1階段 單人模式","401512604"
"401512703","0","401512702","0","0","哥布林騎兵 第2階段 單人模式","401512704"
"401512803","0","401512802","0","0","哥布林騎兵 第3階段 單人模式","401512804"
"401601106","0","401601105","0","0","水之里歐斯 第1階段","401601107"
"401601206","0","401601205","0","0","水之里歐斯 第2階段","401601207"
"401601306","0","401601305","0","0","水之里歐斯 第3階段","401601307"
"401601406","0","401601405","0","0","水之里歐斯 第4階段","401601407"
"401601606","0","401601605","0","0","水之里歐斯 第1階段 單人模式","401601607"
"401601706","0","401601705","0","0","水之里歐斯 第2階段 單人模式","401601707"
"401601806","0","401601805","0","0","水之里歐斯 第3階段 單人模式","401601807"
"401602105","0","401602104","401602107","0","劍蛇 第1階段","401602106"
"401602205","0","401602204","401602207","0","劍蛇 第2階段","401602206"
"401602305","0","401602304","401602307","0","劍蛇 第3階段","401602306"
"401602405","0","401602404","401602407","0","劍蛇 第4階段","401602406"
"401602605","0","401602604","401602607","0","劍蛇 第1階段 單人模式","401602606"
"401602705","0","401602704","401602707","0","劍蛇 第2階段 單人模式","401602706"
"401602805","0","401602804","401602807","0","劍蛇 第3階段 單人模式","401602806"
"401603104","0","401603103","401603106","0","雷電 第1階段","401603105"
"401603204","0","401603203","401603206","0","雷電 第2階段","401603205"
"401603304","0","401603303","401603306","0","雷電 第3階段","401603305"
"401603404","0","401603403","401603406","0","雷電 第4階段","401603405"
"401603604","0","401603603","401603606","0","雷電 第1階段 單人模式","401603605"
"401603704","0","401603703","401603706","0","雷電 第2階段 單人模式","401603705"
"401603804","0","401603803","401603806","0","雷電 第3階段 單人模式","401603805"
"401604103","0","401604102","0","0","哥布林騎兵 第1階段","401604104"
"401604107","0","401604106","401604109","0","黑曜飛龍 第1階段","401604108"
"401604203","0","401604202","0","0","哥布林騎兵 第2階段","401604204"
"401604207","0","401604206","401604209","0","黑曜飛龍 第2階段","401604208"
"401604303","0","401604302","0","0","哥布林騎兵 第3階段","401604304"
"401604307","0","401604306","401604309","0","黑曜飛龍 第3階段","401604308"
"401604403","0","401604402","0","0","哥布林騎兵 第4階段","401604404"
"401604407","0","401604406","401604409","0","黑曜飛龍 第4階段","401604408"
"401604503","0","401604502","0","0","哥布林騎兵 第1階段 單人模式","401604504"
"401604507","0","401604506","401604509","0","黑曜飛龍 第1階段 單人模式","401604508"
"401604603","0","401604602","0","0","哥布林騎兵 第2階段 單人模式","401604604"
"401604607","0","401604606","401604609","0","黑曜飛龍 第2階段 單人模式","401604608"
"401604703","0","401604702","0","0","哥布林騎兵 第3階段 單人模式","401604704"
"401604707","0","401604706","401604709","0","黑曜飛龍 第3階段 單人模式","401604708"
"401605106","0","401605105","401605108","401605109","野豬雙胞胎 第1階段","401605107"
"401605206","0","401605205","401605208","401605209","野豬雙胞胎 第2階段","401605207"
"401605306","0","401605305","401605308","401605309","野豬雙胞胎 第3階段","401605307"
"401605406","0","401605405","401605408","401605409","野豬雙胞胎 第4階段","401605407"
"401605506","0","401605505","401605508","401605509","野豬雙胞胎 第1階段 單人模式","401605507"
"401605606","0","401605605","401605608","401605609","野豬雙胞胎 第2階段 單人模式","401605607"
"401605706","0","401605705","401605708","401605709","野豬雙胞胎 第3階段 單人模式","401605707"
"401606105","0","401606104","401606107","0","涅普堤利昂 第1階段","401606106"
"401606205","0","401606204","401606207","0","涅普堤利昂 第2階段","401606206"
"401606305","0","401606304","401606307","0","涅普堤利昂 第3階段","401606306"
"401606405","0","401606404","401606407","0","涅普堤利昂 第4階段","401606406"
"401606505","0","401606504","401606507","0","涅普堤利昂 第1階段 單人模式","401606506"
"401606605","0","401606604","401606607","0","涅普堤利昂 第2階段 單人模式","401606606"
"401606705","0","401606704","401606707","0","涅普堤利昂 第3階段 單人模式","401606706"
"401607103","0","401607102","0","0","哥布林騎兵 第1階段","401607104"
"401607108","0","401607107","401607110","0","奧爾獅 第1階段","401607109"
"401607203","0","401607202","0","0","哥布林騎兵 第2階段","401607204"
"401607208","0","401607207","401607210","0","奧爾獅 第2階段","401607209"
"401607303","0","401607302","0","0","哥布林騎兵 第3階段","401607304"
"401607308","0","401607307","401607310","0","奧爾獅 第3階段","401607309"
"401607403","0","401607402","0","0","哥布林騎兵 第4階段","401607404"
"401607408","0","401607407","401607410","0","奧爾獅 第4階段","401607409"
"401607503","0","401607502","0","0","哥布林騎兵 第1階段 單人模式","401607504"
"401607508","0","401607507","401607510","0","奧爾獅 第1階段 單人模式","401607509"
"401607603","0","401607602","0","0","哥布林騎兵 第2階段 單人模式","401607604"
"401607608","0","401607607","401607610","0","奧爾獅 第2階段 單人模式","401607609"
"401607703","0","401607702","0","0","哥布林騎兵 第3階段 單人模式","401607704"
"401607708","0","401607707","401607710","0","奧爾獅 第3階段 單人模式","401607709"
"401608105","0","401608104","401608107","0","泰坦龍龜 第1階段","401608106"
"401608205","0","401608204","401608207","0","泰坦龍龜 第2階段","401608206"
"401608305","0","401608304","401608307","0","泰坦龍龜 第3階段","401608306"
"401608405","0","401608404","401608407","0","泰坦龍龜 第4階段","401608406"
"401608505","0","401608504","401608507","0","泰坦龍龜 第1階段 單人模式","401608506"
"401608605","0","401608604","401608607","0","泰坦龍龜 第2階段 單人模式","401608606"
"401608705","0","401608704","401608707","0","泰坦龍龜 第3階段 單人模式","401608706"
"401609102","0","401609101","401609104","0","冰霜獵犬 第1階段","401609103"
"401609109","0","401609108","401609111","0","大胃王 第1階段","401609110"
"401609202","0","401609201","401609204","0","冰霜獵犬 第2階段","401609203"
"401609209","0","401609208","401609211","0","大胃王 第2階段","401609210"
"401609302","0","401609301","401609304","0","冰霜獵犬 第3階段","401609303"
"401609309","0","401609308","401609311","0","大胃王 第3階段","401609310"
"401609402","0","401609401","401609404","0","冰霜獵犬 第4階段","401609403"
"401609409","0","401609408","401609411","0","大胃王 第4階段","401609410"
"401609502","0","401609501","401609504","0","冰霜獵犬 第1階段 單人模式","401609503"
"401609509","0","401609508","401609511","0","大胃王 第1階段 單人模式","401609510"
"401609602","0","401609601","401609604","0","冰霜獵犬 第2階段 單人模式","401609603"
"401609609","0","401609608","401609611","0","大胃王 第2階段 單人模式","401609610"
"401609702","0","401609701","401609704","0","冰霜獵犬 第3階段 單人模式","401609703"
"401609709","0","401609708","401609711","0","大胃王 第3階段 單人模式","401609710"
"401610105","0","401610104","401610107","0","劍蛇 第1階段","401610106"
"401610205","0","401610204","401610207","0","劍蛇 第2階段","401610206"
"401610305","0","401610304","401610307","0","劍蛇 第3階段","401610306"
"401610405","0","401610404","401610407","0","劍蛇 第4階段","401610406"
"401610505","0","401610504","401610507","0","劍蛇 第1階段 單人模式","401610506"
"401610605","0","401610604","401610607","0","劍蛇 第2階段 單人模式","401610606"
"401610705","0","401610704","401610707","0","劍蛇 第3階段 單人模式","401610706"
"401611105","0","401611104","401611107","0","三重岩 第1階段","401611106"
"401611109","0","401611108","0","0","人馬座 第1階段","401611110"
"401611205","0","401611204","401611207","0","三重岩 第2階段","401611206"
"401611209","0","401611208","0","0","人馬座 第2階段","401611210"
"401611305","0","401611304","401611307","0","三重岩 第3階段","401611306"
"401611309","0","401611308","0","0","人馬座 第3階段","401611310"
"401611405","0","401611404","401611407","0","三重岩 第4階段","401611406"
"401611409","0","401611408","0","0","人馬座 第4階段","401611410"
"401611505","0","401611504","401611507","0","三重岩 第1階段 單人模式","401611506"
"401611509","0","401611508","0","0","人馬座 第1階段 單人模式","401611510"
"401611605","0","401611604","401611607","0","三重岩 第2階段 單人模式","401611606"
"401611609","0","401611608","0","0","人馬座 第2階段 單人模式","401611610"
"401611705","0","401611704","401611707","0","三重岩 第3階段 單人模式","401611706"
"401611709","0","401611708","0","0","人馬座 第3階段 單人模式","401611710"
"401612102","0","401612101","401612104","0","冰霜獵犬 第1階段","401612103"
"401612106","0","401612105","0","0","哥布林騎兵 第1階段","401612107"
"401612202","0","401612201","401612204","0","冰霜獵犬 第2階段","401612203"
"401612206","0","401612205","0","0","哥布林騎兵 第2階段","401612207"
"401612302","0","401612301","401612304","0","冰霜獵犬 第3階段","401612303"
"401612306","0","401612305","0","0","哥布林騎兵 第3階段","401612307"
"401612402","0","401612401","401612404","0","冰霜獵犬 第4階段","401612403"
"401612406","0","401612405","0","0","哥布林騎兵 第4階段","401612407"
"401612502","0","401612501","401612504","0","冰霜獵犬 第1階段 單人模式","401612503"
"401612506","0","401612505","0","0","哥布林騎兵 第1階段 單人模式","401612507"
"401612602","0","401612601","401612604","0","冰霜獵犬 第2階段 單人模式","401612603"
"401612606","0","401612605","0","0","哥布林騎兵 第2階段 單人模式","401612607"
"401612702","0","401612701","401612704","0","冰霜獵犬 第3階段 單人模式","401612703"
"401612706","0","401612705","0","0","哥布林騎兵 第3階段 單人模式","401612707"
"401701104","0","401701103","401701106","0","雷電 第1階段","401701105"
"401701109","0","401701108","0","0","水之里歐斯 第1階段","401701110"
"401701204","0","401701203","401701206","0","雷電 第2階段","401701205"
"401701209","0","401701208","0","0","水之里歐斯 第2階段","401701210"
"401701304","0","401701303","401701306","0","雷電 第3階段","401701305"
"401701309","0","401701308","0","0","水之里歐斯 第3階段","401701310"
"401701404","0","401701403","401701406","0","雷電 第4階段","401701405"
"401701409","0","401701408","0","0","水之里歐斯 第4階段","401701410"
"401701504","0","401701503","401701506","0","雷電 第1階段 單人模式","401701505"
