ac26f917f19b15ca6c20d7e84b17c8cb4a64797233ea0712f62f6ce66c0732af,922c3237cfcba1b7f6f093041436bf2b4a4ee81a64a495a7ccc481b49f70f43a,c9894fec5217b306c0e6d56eedc83669a912ff0b779083bebee492f100b08f18,69331bc5ca488cc78f29f2af60d4caf77fed5c065c6f2db7760f0221b25575b7,cbd8bb509b1b96d07dae8170329ee64461df45efd63e2ed016d4b86b5e8eddad,ffdb0f2f0899efc7c8a3ce0c2be5e761a04e1cd5046d5aab0c758d70181be236,f2fc5cfd02ab5001461e402a78d2823bb8f9739af725d99df64d8e3b8b7a6367,f4a6b7f60ae2e5dc946bff5ffe6c14e490977a8e7f5db61304e24c2696e53e58,abedecc73ca7863a8875fd3a459b4d87b3d6eafa50e87d2d080bd17e17db80f3,ddc4f9d667394e9c700bd32d793ee02c72fb1231bdf9f9b881bfbfadc51d50ba,4819264f7f60e5853dcb25ef83e2686a5bb52a4c1af0e668e2e8f19cd412741e,dcc2ff2a3a69818be2f3abf95c6ec3855919e90a29a6f78b8c8dae55ac41183f,6df196e09b9c2ef962797b6d70f03cb8828452a5e3ccd81eebd8dfcd2e0ebdfb,c5aba38a5781a4d59f0879c10dcf146598e5a869a580c93867e0d53df80ec00a,46559970f284f4779a65a94e69322d641d72dd84dc6059aa5e750b1b9b25f634,eaf618508e09b28e63490c08f3e982646c99c530833759792b9dfa0dbe1c1dea,65118fffd00e3a1f7919890faec59f0ffc57c595334c0a57bf3999eae6b7777a
"18001016","0","在 18:00～隔天早晨 04:59 之間登入遊戲","18001004","0","8001","180000","2020/01/21 05:00:00","1","45959","0","2020/02/10 04:59:59","0","106","1","1","0"
"18001017","0","在 12:00～隔天早晨 04:59 之間登入遊戲","18001001","0","8001","120000","2020/02/10 05:00:00","1","45959","0","2020/06/22 04:59:59","0","106","1","1","0"
"18001018","0","在 18:00～隔天早晨 04:59 之間登入遊戲","18001002","0","8001","180000","2020/02/10 05:00:00","1","45959","0","2020/06/22 04:59:59","0","106","1","1","0"
"18001019","0","在 12:00～隔天早晨 04:59 之間登入遊戲","18001003","0","8001","120000","2020/06/22 05:00:00","1","45959","0","2020/07/08 04:59:59","0","106","1","1","0"
"18001020","0","在 18:00～隔天早晨 04:59 之間登入遊戲","18001004","0","8001","180000","2020/06/22 05:00:00","1","45959","0","2020/07/08 04:59:59","0","106","1","1","0"
"18001021","0","在 12:00～隔天早晨 04:59 之間登入遊戲","18001001","0","8001","120000","2020/07/08 05:00:00","1","45959","0","2020/08/03 04:59:59","0","106","1","1","0"
"18001022","0","在 18:00～隔天早晨 04:59 之間登入遊戲","18001002","0","8001","180000","2020/07/08 05:00:00","1","45959","0","2020/08/03 04:59:59","0","106","1","1","0"
"18001023","0","在 12:00～隔天早晨 04:59 之間登入遊戲","18001003","0","8001","120000","2020/08/03 05:00:00","1","45959","0","2020/08/18 04:59:59","0","106","1","1","0"
"18001024","0","在 18:00～隔天早晨 04:59 之間登入遊戲","18001004","0","8001","180000","2020/08/03 05:00:00","1","45959","0","2020/08/18 04:59:59","0","106","1","1","0"
"18001025","0","在 12:00～隔天早晨 04:59 之間登入遊戲","18001001","0","8001","120000","2020/08/18 05:00:00","1","45959","0","2020/10/22 04:59:59","0","106","1","1","0"
"18001026","0","在 18:00～隔天早晨 04:59 之間登入遊戲","18001002","0","8001","180000","2020/08/18 05:00:00","1","45959","0","2020/10/22 04:59:59","0","106","1","1","0"
"18001027","0","在 12:00～隔天早晨 04:59 之間登入遊戲","18001003","0","8001","120000","2020/10/22 05:00:00","1","45959","0","2020/11/01 04:59:59","0","106","1","1","0"
"18001028","0","在 18:00～隔天早晨 04:59 之間登入遊戲","18001004","0","8001","180000","2020/10/22 05:00:00","1","45959","0","2020/11/01 04:59:59","0","106","1","1","0"
"18001029","0","在 12:00～隔天早晨 04:59 之間登入遊戲","18001001","0","8001","120000","2020/11/01 05:00:00","1","45959","0","2021/02/09 04:59:59","0","106","1","1","0"
"18001030","0","在 18:00～隔天早晨 04:59 之間登入遊戲","18001002","0","8001","180000","2020/11/01 05:00:00","1","45959","0","2021/02/09 04:59:59","0","106","1","1","0"
"18001031","0","在 12:00～隔天早晨 04:59 之間登入遊戲","18001003","0","8001","120000","2021/02/09 05:00:00","1","45959","0","2021/02/26 04:59:59","0","106","1","1","0"
"18001032","0","在 18:00～隔天早晨 04:59 之間登入遊戲","18001004","0","8001","180000","2021/02/09 05:00:00","1","45959","0","2021/02/26 04:59:59","0","106","1","1","0"
"18001033","0","在 12:00～隔天早晨 04:59 之間登入遊戲","18001001","0","8001","120000","2021/02/26 05:00:00","1","45959","0","2021/04/16 04:59:59","0","106","1","1","0"
"18001034","0","在 18:00～隔天早晨 04:59 之間登入遊戲","18001002","0","8001","180000","2021/02/26 05:00:00","1","45959","0","2021/04/16 04:59:59","0","106","1","1","0"
"18001035","0","在 12:00～隔天早晨 04:59 之間登入遊戲","18001003","0","8001","120000","2021/04/16 05:00:00","1","45959","0","2021/04/28 04:59:59","0","106","1","1","0"
"18001036","0","在 18:00～隔天早晨 04:59 之間登入遊戲","18001004","0","8001","180000","2021/04/16 05:00:00","1","45959","0","2021/04/28 04:59:59","0","106","1","1","0"
"18001037","0","在 12:00～隔天早晨 04:59 之間登入遊戲","18001001","0","8001","120000","2021/04/28 05:00:00","1","45959","0","2021/08/01 04:59:59","0","106","1","1","0"
"18001038","0","在 18:00～隔天早晨 04:59 之間登入遊戲","18001002","0","8001","180000","2021/04/28 05:00:00","1","45959","0","2021/08/01 04:59:59","0","106","1","1","0"
"18001039","0","在 12:00～隔天早晨 04:59 之間登入遊戲","18001003","0","8001","120000","2021/08/01 05:00:00","1","45959","0","2021/08/24 04:59:59","0","106","1","1","0"
"18001040","0","在 18:00～隔天早晨 04:59 之間登入遊戲","18001004","0","8001","180000","2021/08/01 05:00:00","1","45959","0","2021/08/24 04:59:59","0","106","1","1","0"
"18001041","0","在 12:00～隔天早晨 04:59 之間登入遊戲","18001001","0","8001","120000","2021/08/24 05:00:00","1","45959","0","2021/09/01 04:59:59","0","106","1","1","0"
"18001042","0","在 18:00～隔天早晨 04:59 之間登入遊戲","18001002","0","8001","180000","2021/08/24 05:00:00","1","45959","0","2021/09/01 04:59:59","0","106","1","1","0"
"18001043","0","在 12:00～隔天早晨 04:59 之間登入遊戲","18001003","0","8001","120000","2021/09/01 05:00:00","1","45959","0","2021/09/10 04:59:59","0","106","1","1","0"
"18001044","0","在 18:00～隔天早晨 04:59 之間登入遊戲","18001004","0","8001","180000","2021/09/01 05:00:00","1","45959","0","2021/09/10 04:59:59","0","106","1","1","0"
"18001045","0","在 12:00～隔天早晨 04:59 之間登入遊戲","18001001","0","8001","120000","2021/09/10 05:00:00","1","45959","0","2022/02/01 04:59:59","0","106","1","1","0"
"18001046","0","在 18:00～隔天早晨 04:59 之間登入遊戲","18001002","0","8001","180000","2021/09/10 05:00:00","1","45959","0","2022/02/01 04:59:59","0","106","1","1","0"
"18001047","0","在 12:00～隔天早晨 04:59 之間登入遊戲","18001003","0","8001","120000","2022/02/01 05:00:00","1","45959","0","2022/02/18 04:59:59","0","106","1","1","0"
"18001048","0","在 18:00～隔天早晨 04:59 之間登入遊戲","18001004","0","8001","180000","2022/02/01 05:00:00","1","45959","0","2022/02/18 04:59:59","0","106","1","1","0"
"18001049","0","在 12:00～隔天早晨 04:59 之間登入遊戲","18001001","0","8001","120000","2022/02/18 05:00:00","1","45959","0","2022/08/01 04:59:59","0","106","1","1","0"
"18001050","0","在 18:00～隔天早晨 04:59 之間登入遊戲","18001002","0","8001","180000","2022/02/18 05:00:00","1","45959","0","2022/08/01 04:59:59","0","106","1","1","0"
"18001055","0","在 12:00～隔天早晨 04:59 之間登入遊戲","18001003","0","8001","120000","2022/08/01 05:00:00","1","45959","0","2022/08/15 04:59:59","0","106","1","1","0"
"18001056","0","在 18:00～隔天早晨 04:59 之間登入遊戲","18001004","0","8001","180000","2022/08/01 05:00:00","1","45959","0","2022/08/15 04:59:59","0","106","1","1","0"
"18001057","0","在 12:00～隔天早晨 04:59 之間登入遊戲","18001001","0","8001","120000","2022/08/15 05:00:00","1","45959","0","2022/09/09 04:59:59","0","106","1","1","0"
"18001058","0","在 18:00～隔天早晨 04:59 之間登入遊戲","18001002","0","8001","180000","2022/08/15 05:00:00","1","45959","0","2022/09/09 04:59:59","0","106","1","1","0"
"18001059","0","在 12:00～隔天早晨 04:59 之間登入遊戲","18001003","0","8001","120000","2022/09/09 05:00:00","1","45959","0","2022/09/20 04:59:59","0","106","1","1","0"
"18001060","0","在 18:00～隔天早晨 04:59 之間登入遊戲","18001004","0","8001","180000","2022/09/09 05:00:00","1","45959","0","2022/09/20 04:59:59","0","106","1","1","0"
"18001061","0","在 12:00～隔天早晨 04:59 之間登入遊戲","18001001","0","8001","120000","2022/09/20 05:00:00","1","45959","0","2023/01/16 04:59:59","0","106","1","1","0"
"18001062","0","在 18:00～隔天早晨 04:59 之間登入遊戲","18001002","0","8001","180000","2022/09/20 05:00:00","1","45959","0","2023/01/16 04:59:59","0","106","1","1","0"
"18001063","0","在 12:00～隔天早晨 04:59 之間登入遊戲","18001003","0","8001","120000","2023/01/16 05:00:00","1","45959","0","2023/02/02 04:59:59","0","106","1","1","0"
"18001064","0","在 18:00～隔天早晨 04:59 之間登入遊戲","18001004","0","8001","180000","2023/01/16 05:00:00","1","45959","0","2023/02/02 04:59:59","0","106","1","1","0"
"18001065","0","在 12:00～隔天早晨 04:59 之間登入遊戲","18001001","0","8001","120000","2023/02/02 05:00:00","1","45959","0","2023/04/17 04:59:59","0","106","1","1","0"
"18001066","0","在 18:00～隔天早晨 04:59 之間登入遊戲","18001002","0","8001","180000","2023/02/02 05:00:00","1","45959","0","2023/04/17 04:59:59","0","106","1","1","0"
"18001071","0","在 12:00～隔天早晨 04:59 之間登入遊戲","18001003","0","8001","120000","2023/04/17 05:00:00","1","45959","0","2023/04/25 04:59:59","0","106","1","1","0"
"18001072","0","在 18:00～隔天早晨 04:59 之間登入遊戲","18001004","0","8001","180000","2023/04/17 05:00:00","1","45959","0","2023/04/25 04:59:59","0","106","1","1","0"
"18001073","0","在 12:00～隔天早晨 04:59 之間登入遊戲","18001001","0","8001","120000","2023/04/25 05:00:00","1","45959","0","2023/08/01 04:59:59","0","106","1","1","0"
"18001074","0","在 18:00～隔天早晨 04:59 之間登入遊戲","18001002","0","8001","180000","2023/04/25 05:00:00","1","45959","0","2023/08/01 04:59:59","0","106","1","1","0"
"18001075","0","在 12:00～隔天早晨 04:59 之間登入遊戲","18001005","0","8001","120000","2023/08/01 05:00:00","1","45959","0","2023/08/15 04:59:59","0","106","1","1","0"
"18001076","0","在 18:00～隔天早晨 04:59 之間登入遊戲","18001006","0","8001","180000","2023/08/01 05:00:00","1","45959","0","2023/08/15 04:59:59","0","106","1","1","0"
"18001077","0","在 12:00～隔天早晨 04:59 之間登入遊戲","18001003","0","8001","120000","2023/08/15 05:00:00","1","45959","0","2023/08/26 04:59:59","0","106","1","1","0"
"18001078","0","在 18:00～隔天早晨 04:59 之間登入遊戲","18001004","0","8001","180000","2023/08/15 05:00:00","1","45959","0","2023/08/26 04:59:59","0","106","1","1","0"
"18001079","0","在 12:00～隔天早晨 04:59 之間登入遊戲","18001001","0","8001","120000","2023/08/26 05:00:00","1","45959","0","2023/09/16 04:59:59","0","106","1","1","0"
"18001080","0","在 18:00～隔天早晨 04:59 之間登入遊戲","18001002","0","8001","180000","2023/08/26 05:00:00","1","45959","0","2023/09/16 04:59:59","0","106","1","1","0"
"18001081","0","在 12:00～隔天早晨 04:59 之間登入遊戲","18001003","0","8001","120000","2023/09/16 05:00:00","1","45959","0","2023/10/01 04:59:59","0","106","1","1","0"
"18001082","0","在 18:00～隔天早晨 04:59 之間登入遊戲","18001004","0","8001","180000","2023/09/16 05:00:00","1","45959","0","2023/10/01 04:59:59","0","106","1","1","0"
"18001083","0","在 12:00～隔天早晨 04:59 之間登入遊戲","18001001","0","8001","120000","2023/10/01 05:00:00","1","45959","0","2024/02/07 04:59:59","0","106","1","1","0"
"18001084","0","在 18:00～隔天早晨 04:59 之間登入遊戲","18001002","0","8001","180000","2023/10/01 05:00:00","1","45959","0","2024/02/07 04:59:59","0","106","1","1","0"
"18001085","0","在 12:00～隔天早晨 04:59 之間登入遊戲","18001003","0","8001","120000","2024/02/07 05:00:00","1","45959","0","2024/02/24 04:59:59","0","106","1","1","0"
"18001086","0","在 18:00～隔天早晨 04:59 之間登入遊戲","18001004","0","8001","180000","2024/02/07 05:00:00","1","45959","0","2024/02/24 04:59:59","0","106","1","1","0"
"18001087","0","在 12:00～隔天早晨 04:59 之間登入遊戲","18001001","0","8001","120000","2024/02/24 05:00:00","1","45959","0","2024/05/15 04:59:59","0","106","1","1","0"
"18001088","0","在 18:00～隔天早晨 04:59 之間登入遊戲","18001002","0","8001","180000","2024/02/24 05:00:00","1","45959","0","2024/05/15 04:59:59","0","106","1","1","0"
"18001089","0","在 12:00～隔天早晨 04:59 之間登入遊戲","18001003","0","8001","120000","2024/05/15 05:00:00","1","45959","0","2024/05/26 04:59:59","0","106","1","1","0"
"18001090","0","在 18:00～隔天早晨 04:59 之間登入遊戲","18001004","0","8001","180000","2024/05/15 05:00:00","1","45959","0","2024/05/26 04:59:59","0","106","1","1","0"
"18001091","0","在 12:00～隔天早晨 04:59 之間登入遊戲","18001001","0","8001","120000","2024/05/26 05:00:00","1","45959","0","2024/08/15 04:59:59","0","106","1","1","0"
"18001092","0","在 18:00～隔天早晨 04:59 之間登入遊戲","18001002","0","8001","180000","2024/05/26 05:00:00","1","45959","0","2024/08/15 04:59:59","0","106","1","1","0"
"18001093","0","在 12:00～隔天早晨 04:59 之間登入遊戲","18001003","0","8001","120000","2024/08/15 05:00:00","1","45959","0","2024/08/30 04:59:59","0","106","1","1","0"
"18001094","0","在 18:00～隔天早晨 04:59 之間登入遊戲","18001004","0","8001","180000","2024/08/15 05:00:00","1","45959","0","2024/08/30 04:59:59","0","106","1","1","0"
"18001095","0","在 12:00～隔天早晨 04:59 之間登入遊戲","18001001","0","8001","120000","2024/08/30 05:00:00","1","45959","0","2024/10/15 04:59:59","0","106","1","1","0"
"18001096","0","在 18:00～隔天早晨 04:59 之間登入遊戲","18001002","0","8001","180000","2024/08/30 05:00:00","1","45959","0","2024/10/15 04:59:59","0","106","1","1","0"
"18001097","0","在 12:00～隔天早晨 04:59 之間登入遊戲","18001003","0","8001","120000","2024/10/15 05:00:00","1","45959","0","2024/10/30 04:59:59","0","106","1","1","0"
"18001098","0","在 18:00～隔天早晨 04:59 之間登入遊戲","18001004","0","8001","180000","2024/10/15 05:00:00","1","45959","0","2024/10/30 04:59:59","0","106","1","1","0"
"18001099","0","在 12:00～隔天早晨 04:59 之間登入遊戲","18001001","0","8001","120000","2024/10/30 05:00:00","1","45959","0","2030/02/15 04:59:59","0","106","1","1","0"
"18001100","0","在 18:00～隔天早晨 04:59 之間登入遊戲","18001002","0","8001","180000","2024/10/30 05:00:00","1","45959","0","2030/02/15 04:59:59","0","106","1","1","0"
"18004001","0","購買 1 次瑪那","18004001","0","8004","0","2015/04/01 15:00:00","4","0","0","2099/04/01 14:59:59","208","404","1","1","0"
