a4a8bbfa307819a60676e0d0a0928ee885b61931f1d3d32d8e496f1828d7497f,7d2eb419ed01c2d585c79345b9e123f5b1c4ad2d9aea0518228702f0af8c134b,bced4201410e8583a7ab55b015516f84c208853881b0c3f11f801b397ca37e3f,b12156eb8904bc3361f80d5892facf330cbb5732753f9c4467906d5b03cb00b1,47406ff4148f7cd11e824a9562a307c3b32901a9eb994f69a1e494e6fd46ca61,089eb00cf6e4ae115099e140f936d06c5d65dcc059d3687877bb34e2e9b6e809,27a04e4dc6562757790554c38ead4cfaa9c219ab137e86484b3b67f75b8f6299,b9bb3bbe009ceb9897586937aa87d687151541b5311f4abcbc2b6139b8570722,be5ca928ed77615e07b01e2bd070d5df69c53331f5be796befce6eafd834f43c,e0ba9fdc06b5a1ff9ccb9268437866cd648eb1820c4a3063de53b35a33a48915
"0","1","春秋無義戰","0","金榜題名時","0","他鄉遇故知","久旱逢甘霖","2110056","0"
"0","1","百","0","萬 ","0","千","十","2110058","0"
"0","1","十","0","七","0","八","九","2110060","0"
"0","1","神奇真步魔法靈咕嚕靈波～","0","與真步的羈絆","0","常保童話之心的公主","咕嚕靈波～","2111001","0"
"0","1","嘟嚕嚕嚕嚕～★","0","夢想成為超級巨星☆☆★","0","太讚了吧☆","切嚕～☆","2111002","0"
"0","1","尖尖的長耳","0","頭部有雙角","0","人口最多","有獸耳及獸尾","2111003","0"
"0","1","哞哞","0","哇哇","0","嗡嗡","咕咕","2111004","0"
"0","1","綜合莓果蛋糕","0","大天使之淚","0","蘋果派","心型吉拿棒","2111005","0"
"0","1","Pillar","0","Pliers","0","Screwdriver","Hammer","2120002","0"
"0","1","Balustrate","0","Cottage","0","Building","House","2120004","0"
"0","1","PTSD","0","SARS","0","ADSL","AIDS","2120005","0"
"0","1","TD","0","TY","0","STS","TS","2120006","0"
"0","1","醜","0","酉","0","酒","愧","2120009","0"
"0","1","不知變通","0","無可奈何","0","委曲求全","因時制宜","2120011","0"
"0","1","電報","0","電燈","0","電源","電車","2120012","0"
"0","1","味醂","0","味噌","0","醋","醬油","2120013","0"
"0","1","itinerary","0","harmonious","0","bankrupt","refrigerator","2120014","0"
"0","1","勤奮求學","0","四季分明","0","風景秀麗","節儉","2120016","0"
"0","1","老年人精神煥發","0","老人生氣的樣子","0","老但樣貌年輕","老人顏貌俊美","2120017","0"
"0","1","Freeway","0","Railway","0","Fly Away","Long Way","2120018","0"
"0","1","吹糠見米","0","枉費心機","0","無濟於事","徒勞無功","2120021","0"
"0","1","地不愛寶","0","錙銖必較","0","葛屨履霜","瘠人肥己","2120022","0"
"0","1","口若懸河","0","白費口舌","0","雞同鴨講","對牛彈琴","2120023","0"
"0","1","魑魅魍魎","0","天方夜譚","0","鐵樹開花","海底撈月","2120025","0"
"0","1","恆河沙數","0","微乎其微","0","寥寥無幾","屈指可數","2120026","0"
"0","1","一朝一夕","0","一兆一億","0","一長一短","一鳥一石","2120027","0"
"0","1","４個","0","８個","0","６個","２個","2120028","0"
"0","1","Hello","0","Harro","0","Herro","Hallo","2120029","0"
"0","1","優柔寡斷","0","日新月異","0","一進一退","埋頭苦幹","2120031","0"
"0","1","星期五","0","星期一","0","星期日","星期四","2120033","0"
"0","1","星期三","0","星期二","0","星期四","星期五","2120034","0"
"0","1","Dying Message","0","Diving Message","0","Dancing Message","Dubbing Message","2120035","0"
"0","1","馬","0","虎","0","狗","牛","2120036","0"
"0","1","廁所","0","廚房","0","衣櫃","河川","2120037","0"
"0","1","奔","0","工","0","烘","牛","2120038","0"
"0","1","暄","0","宣","0","渲","喧","2120039","0"
"0","1","喧","0","宣","0","渲","暄","2120042","0"
"0","1","「朝」三暮四","0","「朝」野","0","「朝」向","「朝」天闕","2120045","0"
"0","1","「難」民","0","艱「難」","0","「難」受","「難」過","2120046","0"
"0","1","弊","0","硬","0","兌","鈔","2120047","0"
"0","1","九死一生","0","五顏六色","0","四分五裂","八面六臂","2120048","0"
"0","1","千載一遇","0","一網打盡","0","八方受敵","百發百中","2120049","0"
"0","1","謀求","0","測量","0","計劃","陰謀","2120050","0"
"0","1","從事","0","依附","0","靠近","抵達","2120051","0"
"0","1","青色","0","白色","0","黑色","紅色","2120053","0"
"0","1","不知死活","0","神仙難救","0","中飽私囊","祭天拜地","2120054","0"
"0","1","敵人","0","師徒","0","情侶","家人","2120055","0"
"0","1","竹筍","0","蘆筍","0","香菇","松茸","2120056","0"
"0","1","無法無天","0","頂上無光","0","天女散花","阿彌陀佛","2120057","0"
"0","1","高明","0","言不及義","0","登高望遠","一步登天","2120058","0"
"0","1","一場空","0","緊攔慢擋","0","覆水難收","足不出戶","2120059","0"
"0","1","龜","0","貓","0","狗","鶴","2120060","0"
"0","1","狐","0","兔","0","貓","狸","2120061","0"
"0","1","邊緣人掰掰團","0","一直打工團","0","我們的防衛團","跌倒冒險團","2121001","0"
"0","1","沉醉麥酒的快樂女孩","0","麥酒的想像訓練","0","麥酒最棒啦！","最棒的一杯","2121002","0"
"0","1","絕對妻君","0","兇猛女君","0","聖夜女君","誓約女君","2121003","0"
"0","1","暝","0","姬","0","疾","風","2121004","0"
"0","1","1000000","0","100000000","0","1000","10000000","2121005","0"
"0","1","Sophisticated","0","Senior","0","Aged","Outdated","2130004","0"
"0","1","Ostracize","0","Exonerate","0","Outside","Exempt","2130005","0"
"0","1","故國的哀思 ","0","飢荒的悲嘆","0","喪子的悲痛","運蹇的無奈","2130006","0"
"0","1","地「氈」／「饘」粥糊口","0","「鵪」鶉／「閹」然媚世","0","「岈」然／驚「訝」不已","「佚」名／瓜「瓞」綿綿","2130007","0"
"0","1","水果刀","0","鵝蛋臉","0","老爺車","牛肉麵","2130008","0"
"0","1","床","0","尾","0","原","病","2130009","0"
"0","1","南","0","北","0","西","東","2130011","0"
"0","1","廚房","0","儲物間","0","客廳","廁所","2130014","0"
"0","1","九","0","八","0","六","七","2130015","0"
"0","1","花生醬恐懼症","0","廁所恐懼症","0","衣服恐懼症","香蕉恐懼症","2130016","0"
"0","1","天衣無逢","0","馬耳東風","0","千變萬化","三番五次","2130018","0"
"0","1","詠絮之才／不櫛進士 ","0","折節下士／櫛風沐雨","0","虛與委蛇／緣木求魚","絕妙好辭／鉤章棘句","2130019","0"
"0","1","秋荼春「薺」／光風「霽」月","0","修「葺」補漏／擊「楫」中流","0","不「悱」不發／「蜚」短流長","狼「嗥」鬼叫／「皋」魚之泣","2130020","0"
"0","1","羊頭苦肉","0","洗刷汙名","0","光吃不做","泛而不精","2130021","0"
"0","1","Accent","0","Overwhelm","0","Overlook","Consent","2130022","0"
"0","1","Mediocre","0","Extreme","0","Occasion","Superb","2130023","0"
"0","1","Conference","0","Consumption","0","Contention","Conservation","2130024","0"
"0","1","Desirable","0","Attempt","0","Obsession","Addiction","2130025","0"
"0","1","木乃伊","0","乃伊木","0","木伊乃","伊乃木","2130026","0"
"0","1","Confine","0","Austere","0","Precise","Stern","2130027","0"
"0","1","啟發","0","讓其迎向光明","0","讓其減輕","讓其發亮","2130028","0"
"0","1","嬌小的","0","可憎的","0","舒服的","漂亮的","2130029","0"
"0","1","過於謹慎","0","平凡","0","疏失","大膽","2130030","0"
"0","1","圍棋","0","雙六棋","0","麻將","將棋","2130031","0"
"0","1","釣魚","0","女性","0","飲食","賭博","2130033","0"
"0","1","寬敞的","0","特別的","0","有嫌疑的","太空的","2130034","0"
"0","1","Straight","0","Stretch","0","Strict","Strength","2130035","0"
"0","1","蓮","0","百合","0","薔薇","菊花","2130036","0"
"0","1","Descent","0","Desiccant","0","Descend","Descant","2130037","0"
"0","1","Lessen","0","Lissen","0","Lesion","Listen","2130039","0"
"0","1","Waste","0","Wreck","0","Write","Wrist","2130041","0"
"0","1","Vain","0","Vent","0","Vine","Van","2130044","0"
"0","1","使頭髮蓬鬆","0","修剪","0","使分散","使髒亂","2130045","0"
"0","1","心如木石","0","堅定不移","0","心如鐵石","欺霜傲雪","2130046","0"
"0","1","標新立異","0","滌故更新","0","破舊立新","自我作古","2130047","0"
"0","1","苔","0","芽","0","草","黴","2130048","0"
"0","1","明哲保身","0","趁人之危","0","暗箭傷人","落井下石","2130049","0"
"0","1","翼","0","獅","0","車","刀","2130050","0"
"0","1","全身遠害","0","謹言慎行","0","如臨深淵","如履薄冰","2130052","0"
"0","1","火山矽肺症","0","嚴重急性呼吸道症候群","0","嚴重特殊傳染性肺炎","非典型肺炎","2130053","0"
"0","1","青陽","0","玄英","0","素節","朱明","2130054","0"
"0","1","詩人","0","寫詩","0","詩","詩集","2130055","0"
"0","1","高商","0","陽中","0","安寧","昊天","2130058","0"
"0","1","孫","0","父","0","兄","子","2130059","0"
"0","1","指鹿為馬","0","張牙舞爪","0","指手畫腳","指天畫地","2130061","0"
"0","1","藍","0","灰","0","黃","紅","2131001","0"
"0","1","666","0","999","0","888","777","2131002","0"
"0","1","公雞報喜","0","百人一首","0","氣數已盡","互不來往","2131003","0"
"0","1","本命任務","0","訴說愛意","0","勞動工作","絢爛煙火","2131004","0"
"0","1","露營","0","賽跑","0","戰鬥","巡遊","2131005","0"
"0","1","蝌蚪","0","日本大龍蝨","0","水蠆","日本錦蛇","2210001","0"
"0","1","角","0","耳","0","尾巴","翼","2210003","0"
"0","1","蚱蜢","0","蟬","0","蜻蜓","蟋蟀","2210004","0"
"0","1","烏鴉","0","鸚鵡","0","東方白鸛","鵜鶘","2210005","0"
"0","1","薑汁","0","薑黃","0","洋蔥","大蒜","2210006","0"
"0","1","酪梨","0","紅毛丹","0","榴槤","芒果","2210007","0"
"0","1","香菜","0","派西","0","珍珠","三色堇","2210008","0"
"0","1","紅蘿蔔","0","黃瓜","0","大白菜","青椒","2210009","0"
"0","1","魚類","0","爬蟲類","0","鳥類","哺乳類","2210011","0"
"0","1","免疫","0","自我防衛","0","習慣","罷免","2210012","0"
"0","1","耳朵","0","眼睛","0","嘴","鼻子","2210013","0"
"0","1","鼬科","0","貓科","0","犬科","松鼠科","2210015","0"
"0","1","媽媽","0","奶奶","0","爺爺","爸爸","2210016","0"
"0","1","鼻子","0","眼睛","0","耳朵","嘴","2210018","0"
"0","1","大馬哈魚","0","鯉魚","0","香魚","鯖魚","2210019","0"
"0","1","駱駝","0","猩猩","0","綿羊","貓熊","2210020","0"
"0","1","獵豹","0","老虎","0","獅子","鴕鳥","2210021","0"
"0","1","鸚鵡","0","貓頭鷹","0","啄木鳥","大杜鵑","2210022","0"
"0","1","智齒","0","虎牙","0","不知世事","不懂感情","2210024","0"
"0","1","孔雀","0","雷鳥","0","東方白鸛","紅鸛","2210025","0"
"0","1","鱈場蟹","0","日本絨螯蟹","0","高腳蟹","松葉蟹","2210026","0"
"0","1","葡萄糖","0","草莓糖","0","檸檬糖","橘子糖","2210027","0"
"0","1","袖長","0","舞菇","0","香菇","松茸","2210029","0"
"0","1","松露","0","肉豆蔻","0","魚子醬","肥肝","2210030","0"
"0","1","軟體動物","0","變體動物","0","解體動物","剛體動物","2210032","0"
"0","1","青椒","0","高麗菜","0","萵苣","豆芽菜","2210034","0"
"0","1","蠶豆","0","黑豆","0","刀豆","豌豆","2210035","0"
"0","1","上臂二頭肌","0","上臂五頭肌","0","比目魚肌","上臂一頭肌","2210037","0"
"0","1","紅色","0","綠色","0","黃色","藍色","2210040","0"
"0","1","一隻","0","十隻","0","五隻","二十隻","2210041","0"
"0","1","耳朵","0","尾巴","0","前線","鼻子","2210042","0"
"0","1","海","0","池塘","0","湖","河川","2210045","0"
"0","1","喙會膨脹","0","啄樹木來挖洞","0","頭會360度旋轉","在地表高速奔跑","2210046","0"
"0","1","貝殼","0","小石子","0","民宿","珊瑚","2210047","0"
"0","1","櫻花","0","菊花","0","茶梅","牽牛花","2210048","0"
"0","1","打呼","0","打哈欠","0","打噴嚏","打嗝","2210049","0"
"0","1","頭蓋骨","0","頭空骨","0","頭挨骨","頭頭骨","2210050","0"
"0","1","36℃左右","0","56℃左右","0","46℃左右","26℃左右","2210051","0"
"0","1","變色龍","0","日本虎甲蟲","0","灶馬","螽斯","2210052","0"
"0","1","山椒魚","0","七味辣椒魚","0","塔巴斯科辣椒魚","胡椒魚","2210054","0"
"0","1","黑啄木鳥","0","棕熊","0","亞洲黑熊","北極熊","2210056","0"
"0","1","燙","0","甜","0","鹹","苦","2210057","0"
"0","1","螢火蟲","0","蜜蜂","0","蜻蜓","蟬","2210058","0"
"0","1","Bulldog","0","Corn Dog","0","Hot Dog","Salty Dog","2210059","0"
"0","1","銀杏","0","野漆","0","杜鵑花","日本紅楓","2210060","0"
"0","1","優妮","0","美美","0","鏡華","禊","2211001","0"
"0","1","二","0","一","0","三","四","2211002","0"
"0","1","凱留","0","雪菲","0","可可蘿","貪吃佩可","2211003","0"
"0","1","小伊緒","0","伊緒大人","0","伊緒老師","伊緒寶","2211004","0"
"0","1","美空","0","普蕾西亞","0","可璃亞","莉莉","2211005","0"
"0","1","小丑魚","0","墨魚","0","儒艮","木魚","2220001","0"
"0","1","茶梅","0","牽牛花","0","繡球花","蒲公英","2220002","0"
"0","1","８隻","0","12隻","0","６隻","10隻","2220005","0"
"0","1","茄科","0","瓜科","0","芸香科","薔薇科","2220006","0"
"0","1","棱皮龜","0","婆婆龜","0","殿下龜","爺爺龜","2220007","0"
"0","1","奇異","0","芒果","0","鳳梨","木瓜","2220008","0"
"0","1","蘆葦","0","鼠尾草","0","龍舌蘭","蘆薈","2220009","0"
"0","1","沒有功用","0","解毒","0","製造血液","消化食物","2220010","0"
"0","1","日本獼猴","0","紅毛猩猩","0","黑猩猩","猩猩","2220012","0"
"0","1","鯡魚","0","鱸魚","0","鯖魚","鮭魚","2220015","0"
"0","1","赫克力士大兜蟲","0","柏修斯大兜蟲","0","亞馬遜大兜蟲","阿基里斯大兜蟲","2220016","0"
"0","1","４個","0","沒有區分","0","３個","２個","2220017","0"
"0","1","北極熊","0","美洲黑熊","0","棕熊","亞洲黑熊","2220018","0"
"0","1","螳螂","0","蟬","0","瓢蟲","鍬形蟲","2220019","0"
"0","1","頰囊","0","頰冠","0","儲頰","肌頰","2220020","0"
"0","1","蝴蝶蘭","0","牡丹金梅草","0","鹿子百合","紅龍吐珠","2220021","0"
"0","1","細胞","0","棍棒","0","心房","脂肪","2220022","0"
"0","1","蟋蟀","0","螞蟻","0","蝗蟲","螽斯","2220023","0"
"0","1","河豚","0","虎鯨","0","鯊魚","鮟鱇","2220024","0"
"0","1","疣","0","耳","0","眼","手","2220025","0"
"0","1","水母","0","章魚","0","烏賊","海膽","2220026","0"
"0","1","海膽","0","章魚","0","烏賊","水母","2220027","0"
"0","1","牛","0","駱駝","0","羊","狗","2220028","0"
"0","1","蛹","0","樹葉","0","腐木","卵","2220030","0"
"0","1","鱷魚","0","河馬","0","變色龍","蛇","2220031","0"
"0","1","阿拉伯狒狒","0","紅毛猩猩","0","黑猩猩","猩猩","2220033","0"
"0","1","鍬形蟲","0","螳螂","0","金龜子","獨角仙","2220034","0"
"0","1","七年後","0","七天後","0","七週後","七個月後","2220038","0"
"0","1","梅","0","波斯菊","0","繡球花","向日葵","2220040","0"
"0","1","腳","0","腰","0","頭部","手","2220042","0"
"0","1","學名","0","實名","0","俗名","本名","2220043","0"
"0","1","智人","0","直立人","0","巧人","猿人","2220044","0"
"0","1","蜻蜓","0","鈴蟲","0","獨角仙","蟬","2220046","0"
"0","1","種子植物","0","芥子植物","0","束子植物","玻璃植物","2220047","0"
"0","1","毛細血管","0","毛深血管","0","毛頭血管","毛樣血管","2220048","0"
"0","1","貝殼類","0","魚類","0","兩生類","鳥類","2220049","0"
"0","1","水母","0","藤壺","0","螃蟹","蝦子","2220050","0"
"0","1","犰狳","0","大食蟻獸","0","豪豬","刺蝟","2220051","0"
"0","1","水","0","碳水化合物","0","脂質","蛋白質","2220052","0"
"0","1","台灣野豬","0","鴛鴦","0","黑面琵鷺","石虎","2220054","0"
"0","1","皮膚","0","脂肪","0","骨頭","毛","2220056","0"
"0","1","呼吸系統","0","消化系統","0","泌尿系統","循環系統","2220057","0"
"0","1","海膽","0","蝦子","0","烏賊","章魚","2220058","0"
"0","1","孢子","0","豆子","0","種子","莢子","2220059","0"
"0","1","木質部","0","木栓層","0","綠皮層","韌皮部","2220060","0"
"0","1","美美","0","祈梨","0","莉莉","鏡華","2221001","0"
"0","1","虎虎","0","虎獅","0","三重岩","鱈虎","2221002","0"
"0","1","怪奇怪靈","0","怪其怪靈","0","怪奇怪鈴","怪奇怪零","2221003","0"
"0","1","宮子","0","胡桃","0","美咲","智","2221004","0"
"0","1","泥巴鱷","0","奉鱷","0","鱷魚泥巴巴","鱷魚龍","2221005","0"
"0","1","碳酸鈣粉","0","矽酸鈣粉","0","磷酸鈣粉","硫酸鈣粉","2230001","0"
"0","1","Shivering","0","Shirring","0","Traveling","Idling","2230003","0"
"0","1","胰臟","0","心臟","0","腎臟","肝臟","2230005","0"
"0","1","Peahen","0","Peach","0","Peanut","Peeler","2230007","0"
"0","1","紅血球","0","巨噬细胞","0","T細胞","白血球","2230008","0"
"0","1","鼠鯊科","0","真鯊科","0","狗鯊科","虎鯊目","2230010","0"
"0","1","迷迭香","0","迷蝶香","0","彌迭香","謎迭香","2230012","0"
"0","1","頰囊","0","硬頰","0","顴骨","眉骨","2230013","0"
"0","1","繡球花","0","枝垂櫻","0","藤花","菫","2230014","0"
"0","1","果實","0","莖","0","根","葉子","2230015","0"
"0","1","火龍果","0","山竹","0","鳳梨","奇異果","2230016","0"
"0","1","細胞壁","0","細胞質","0","細胞膜","細胞核","2230017","0"
"0","1","鱗片大","0","尾鰭深分叉","0","橢圓形","體側扁","2230018","0"
"0","1","一樣多","0","個體間有所差距","0","人類較多","長頸鹿較多","2230019","0"
"0","1","靈貓科","0","靈馬科","0","靈熊科","靈犬科","2230021","0"
"0","1","唇形科","0","禾本科","0","繖形科","菊科","2230022","0"
"0","1","白色","0","紅色","0","棕色","黑色","2230023","0"
"0","1","水豚","0","絨毛絲鼠","0","海狸鼠","河狸","2230024","0"
"0","1","皇帶魚","0","鮪魚","0","大西洋鯡魚","鰻魚","2230026","0"
"0","1","麝香貓","0","台灣黑熊","0","石虎","水獺","2230027","0"
"0","1","家蠶","0","鍬形","0","獨角仙","蜻蜓","2230028","0"
"0","1","鰻魚","0","鮪魚","0","鰆魚","櫻鱒","2230029","0"
"0","1","３顆","0","５顆","0","１顆","２顆","2230030","0"
"0","1","腔棘魚","0","擬態章魚","0","大白鯊","魔鬼魚","2230031","0"
"0","1","斜方肌","0","正圓肌","0","正方肌","斜圓肌","2230032","0"
"0","1","鱗片","0","嘴","0","尾鰭","眼睛","2230033","0"
"0","1","XY","0","XZ","0","YY","XX","2230034","0"
"0","1","０根","0","23根","0","７根","15根","2230036","0"
"0","1","象魚","0","鯉魚","0","鯨魚","鯊魚","2230037","0"
"0","1","鼬科","0","貓科","0","犬科","松鼠科","2230038","0"
"0","1","犬科","0","靈貓科","0","豬科","貓科","2230040","0"
"0","1","孑孓","0","蟻蛉","0","水蠆","毛毛蟲","2230043","0"
"0","1","螳螂","0","鍬形蟲","0","獨角仙","蜘蛛","2230044","0"
"0","1","抽筋","0","縮肌","0","增肌","拉筋","2230045","0"
"0","1","禾本科","0","百合科","0","堇菜科","杜鵑花科","2230046","0"
"0","1","落葉樹","0","常綠樹","0","闊葉樹","針葉樹","2230048","0"
"0","1","Chlorophyll","0","Lycopene","0","Anthocyanidin","Lutein","2230049","0"
"0","1","貓頭鷹","0","鴿子","0","公雞","大杜鵑","2230050","0"
"0","1","月見草","0","星夜草","0","星見草","月夜草","2230051","0"
"0","1","鸚鵡螺","0","麻雀螺","0","樹鶯螺","烏鴉螺","2230052","0"
"0","1","電鈴","0","煙火","0","電影","動漫","2230053","0"
"0","1","比目魚肌","0","鮪魚肌","0","鰹魚肌","蝗蟲肌","2230055","0"
"0","1","脂肪","0","夢","0","石油","水","2230058","0"
"0","1","貓","0","狐狸","0","狸貓","狗","2230059","0"
"0","1","刺山柑","0","山蘇","0","過山貓","椪柑","2230061","0"
"0","1","聖女假面","0","白銀面具","0","聖誕淑女","面具‧D‧純","2231001","0"
"0","1","碧","0","伊莉亞","0","可可蘿","綾音","2231002","0"
"0","1","鈴鼓","0","沙鈴","0","響板","太鼓","2231003","0"
"0","1","優妮","0","碧","0","克蘿依","琪愛兒","2231004","0"
"0","1","鈴奈","0","凱留","0","妮諾","惠理子","2231005","0"
"0","1","１","0","0.5","0","２","０","2310002","0"
"0","1","月球","0","水星","0","火星","太陽","2310003","0"
"0","1","土星","0","金星","0","火星","水星","2310005","0"
"0","1","紅寶石","0","珍珠","0","綠松石","綠寶石","2310006","0"
"0","1","熱帶低氣壓","0","乾燥帶低氣壓","0","寒帶低氣壓","溫帶低氣壓","2310009","0"
"0","1","分貝","0","公斤","0","毫巴","百帕斯卡","2310010","0"
"0","1","卡路里","0","公升","0","公斤","公尺","2310011","0"
"0","1","6","0","9","0","24","12","2310012","0"
"0","1","24小時","0","48小時","0","36小時","12小時","2310014","0"
"0","1","一樣重","0","1公斤的棉花","0","1公斤的沙子","1公斤的鐵","2310015","0"
"0","1","1440分鐘","0","1600分鐘","0","1520分鐘","1360分鐘","2310016","0"
"0","1","M","0","W","0","E","N","2310017","0"
"0","1","白晝","0","紅晝","0","黃晝","黑晝","2310018","0"
"0","1","黑色","0","粉紅色","0","白色","紅色","2310019","0"
"0","1","45度","0","90度","0","60度","30度","2310020","0"
"0","1","黑洞","0","白洞","0","藍洞","紅洞","2310021","0"
"0","1","720度","0","540度","0","360度","180度","2310023","0"
"0","1","21","0","23","0","22","20","2310024","0"
"0","1","天河","0","運河","0","泥河","熱河","2310025","0"
"0","1","樸素","0","碳","0","氫","氮","2310026","0"
"0","1","0.01公尺","0","100公尺","0","10公尺","0.1公尺","2310027","0"
"0","1","赫茲","0","哇茲","0","帕茲","瓦茲","2310028","0"
"0","1","颮","0","颱風","0","豪大雨","颶風","2310030","0"
"0","1","與隕石相撞","0","在地表發生的爆炸","0","與人工衛星相撞","與火箭相撞","2310031","0"
"0","1","365.24天","0","465.24天","0","165.24天","265.24天","2310032","0"
"0","1","約29.5天","0","約59.5天","0","約49.5天","約39.5天","2310034","0"
"0","1","斷層","0","高層","0","割層","切層","2310035","0"
"0","1","沸騰","0","液化","0","氧化","爆炸","2310036","0"
"0","1","冰點","0","冷點","0","寒點","固點","2310037","0"
"0","1","２公斤","0","８公斤","0","６公斤","４公斤","2310038","0"
"0","1","0","0","-500","0","5050","50","2310039","0"
"0","1","日全食","0","全日食","0","日環食","日偏食","2310041","0"
"0","1","電阻","0","對立","0","反推","反抗","2310042","0"
"0","1","線圈","0","美甲","0","英里","金屬箔","2310043","0"
"0","1","公釐","0","公秉","0","分升","毫升","2310044","0"
"0","1","200","0","155","0","150","160","2310045","0"
"0","1","３×２","0","２＋３","0","３÷２","３＋２","2310047","0"
"0","1","滿月","0","新月","0","娥眉月","半月","2310049","0"
"0","1","錢","0","鐵","0","銅","銀","2310051","0"
"0","1","半導體","0","中緣體","0","未絕體","不導體","2310052","0"
"0","1","P波","0","S波","0","R波","Q波","2310053","0"
"0","1","１公升的水","0","100萬日圓份量的１萬日圓鈔票","0","１合的米","１日元硬幣100枚","2310054","0"
"0","1","乾潮","0","滿潮","0","黑潮","赤潮","2310056","0"
"0","1","圓周率","0","２","0","高度","底邊","2310059","0"
"0","1","霜","0","冰雹","0","霰","雷","2310060","0"
"0","1","1200","0","1000","0","1100","1480","2311001","0"
"0","1","630","0","540","0","700","460","2311002","0"
"0","1","6400","0","7980","0","5400","1600","2311003","0"
"0","1","蘭德索爾","0","珊托魯斯","0","東國","大間","2311004","0"
"0","1","1100盧幣","0","950盧幣","0","1150盧幣","1000盧幣","2311005","0"
"0","1","90度","0","360度","0","180度","０度","2320001","0"
"0","1","５根","0","９根","0","７根","２根","2320004","0"
"0","1","心宿二","0","軒轅十四","0","南河三","畢宿五","2320005","0"
"0","1","魯米諾","0","二苯蒽","0","石蕊","壬烯醛","2320006","0"
"0","1","6000℃","0","60000℃","0","600℃","60℃","2320008","0"
"0","1","澱粉","0","糖精","0","胺基酸","葡萄糖漿","2320009","0"
