5f929dc4fb1f5bebd632e3aac81ab560dd1336ab537976366db907958b17bc15,ec7b721b9c7f9ffc1a4d9d5fad284912d162bed6cb3cba271d866dd09e1db9c6,df986e8a1a87e85ccd4ce9714f2a0c56984817dde12a86052a230789dba7cdda,8abe4985558069e1423cf8fdfe9bde5f8a9d33c9fa392e74d035d1993f2d700b,be681f3ebe790afb9e2399d76cd31cd90570e268c2567abf6e6a5baa022c82df,d6cc5f5c2d172f7f30362ea675d7b83082f687557be0ab45d72b4b882886fceb,a879a5aa4c0e0aef327ccf0e776ce24c1cf2127e263699c56aaf44365295cea2,3775dd965e401e25a0fdca5ed528f65e071827a7142266722c7784ae096b7cfe,20947478298e405aa63749c4f077f8cee8b64ada5da8733fd02b4df3360bd76c,e3ec5ceb5d0fbc7e4d7e2946d1dc67f3396bcf08f079058e7b7c3f6bb6c90914,2c0c55a66d4a06192e879c2b7998a2a4b4f2fc3a48ae18f12178364ea2d7e96e,955e3695006b8494ad4decebe4f6cda831beb10051f5efd293a99bbe5e2e9537,1419e4d160333d649320728dbef461cf6ef9cb837de2f63ae07197239bca92aa,0ac660126cb7dd877669f215c355f0da8d882119550b29b05ef010d90c048445,ad5625d661f5f18b9dfe831bb6bf94bb066cd13a752df38ca378269e4b77c08d,9cece4a325269735651dfc4b300c28e8c0481c6b18ccadd835172ac73efd7cf4,eda157aad033317d99b657696b388d7dd10cccff217fec8665a0d210f63f55a0,976a583f2ccf88b8f1f2e3a9fdbea6d7b003c6be4a5d5ef0f39d2cccd8de1027,8d9dc96d5e5eb65b5c20e7ca370176d74a3daca3d8f4c84a5462bc7daa8080fc,766e39da38acb4269827d054c2f4e270decf90e7d74066213ec90383c199afe0,ec5780a087c8e4bf04c3ba8562e55e6d89458c0b66322d976ed7653ca4c56b4d,02268403c90bdee562cee234f4bc85428243c1bf002dda369c493ee7e9c3e72e,adefa39c0006df61280764184b3a69a032e232973bd200302f3a06d33ef06ff2,be73f0be39ab6729ab28765b6b3cf2d0bb2d70f264fdb08986e27f568ae55257
"0","6","101101","101101","1.97","0","0","0","璃乃","450","101101","1","璃乃","8","0","8","2015/04/01 15:00:00","101101","0","0","3","2030/12/31 15:00:00","700","【物理】能從後衛降下箭雨，是一名妹妹屬性的弓箭手。\n擁有能提高自己的暴擊率的一般技能，\n還能使傷害次數較高的必殺技，擁有更顯著的效果。"
"0","9","101201","101201","2.07","0","0","0","初音","450","101201","2","初音","7","0","7","2015/04/01 15:00:00","101201","0","0","3","2030/12/31 15:00:00","755","【魔法】位於後衛，擅長對付物理攻擊型敵軍，\n是一位超能力少女。\n因為能對物理攻擊型的敵軍發揮真正的價值，\n因此可將物理攻擊型的敵軍給一網打盡。"
"0","9","101301","101301","2.07","0","0","0","七七香","450","101301","2","七七香","7","0","7","2019/03/27 16:00:00","101301","0","0","2","2030/12/31 15:00:00","740","【魔法】從後衛位置施放多采多姿的魔法，是一名魔法宅少女。\n針對體力最多的對象所使用的必殺技或技能，\n是會依敵人的 HP 狀況改變攻擊目標的高威力魔法攻擊。"
"0","9","101401","101401","2.27","0","0","0","霞","450","101401","2","霞","21","0","7","2019/07/15 16:00:00","101401","0","0","3","2030/12/31 15:00:00","730","【魔法】位於後衛，特別強化於妨礙對手行動的名偵探。\n能以造成束縛與混亂的技能來使對手的行動遭受妨礙，\n並展開降低魔法防禦力的領域來解決對手。"
"0","9","101501","101501","2.27","0","0","0","美里","450","101501","2","美里","9","0","7","2015/04/01 15:00:00","101501","0","0","2","2030/12/31 15:00:00","735","【魔法】位於後衛支援使用魔法的角色，是大家的老師。\n負責必殺技的 HP 恢復及提升魔法防禦，持續恢復前方角色 HP，大幅提升己方的持久度。"
"0","15","101601","101601","1.97","0","0","0","鈴奈","450","101601","1","鈴奈","8","0","8","2015/04/01 15:00:00","101601","0","0","2","2030/12/31 15:00:00","705","【物理】會從後衛進行暴擊攻擊的超級名模。\n暴擊的傷害不僅能使傷害增倍，\n再加上還能靠技能提升攻擊力，使破壞力更甚。"
"0","4","101701","101701","2.17","0","0","0","香織","450","101701","1","香織","1","0","1","2015/04/01 15:00:00","101701","0","0","2","2030/12/31 15:00:00","145","【物理】在最前線利用累積技能賺傷害的南國少女。\n一旦發動「精神統一」技能，香織的攻擊會隨次數\n對敵人累積效果，後續的攻擊會逐漸增加。"
"0","15","101801","101801","2.6","0","0","0","伊緒","450","101801","2","伊緒","5","0","5","2015/04/01 15:00:00","101801","0","0","3","2030/12/31 15:00:00","715","【魔法】在後方誘惑全體敵人的性感老師。\n以奪取敵人ＴＰ技能使其必殺技延遲發動，\n或施放誘惑的必殺技，使戰場陷入大混亂。"
"0","13","102001","102001","2.125","0","0","0","美美","450","102001","1","美美","5","0","5","2015/04/01 15:00:00","102001","0","0","2","2030/12/31 15:00:00","360","【物理】位於中衛，崩毀敵方前衛，是一隻小兔兔女孩。\n必殺技為，在給予離自己最近的敵人大幅傷害後，\n能順便攻擊到該對象旁邊的敵軍，能有效早期攻略敵人的前衛。"
"0","3","102101","102101","1.675","0","0","0","胡桃","450","102101","1","胡桃","3","0","3","2015/04/01 15:00:00","102101","0","0","1","2030/12/31 15:00:00","240","【物理】位於前衛，能守護己方，是一名極度害羞的女孩子。\n技能能提高自己周圍的物理、魔法防禦力，\n並且能使接近的敵方暈眩難以靠近。"
"0","14","102201","102201","2.19","0","0","0","依里","450","102201","2","依里","6","0","6","2015/04/01 15:00:00","102201","0","0","1","2030/12/31 15:00:00","575","【魔法】位於中衛，發散強力的魔法，是雙胞胎中的姊姊。\n可以犧牲自身的 HP，來增強魔法攻擊力，\n能使得必殺技與技能的威力更上一層樓。"
"0","3","102301","102301","1.425","0","0","0","綾音","450","102301","1","綾音","3","0","3","2015/04/01 15:00:00","102301","0","0","2","2030/12/31 15:00:00","210","【物理】位於前衛，能使戰場混亂，是一個熊孩子。\n在以必殺技將對手吹飛的同時，以暈眩及給予大幅度的傷害使敵方陣形大亂。"
"0","3","102501","102501","2.27","0","0","0","鈴莓","450","102501","2","鈴莓","7","0","7","2015/04/01 15:00:00","102501","0","0","1","2030/12/31 15:00:00","720","【魔法】位於後衛，同時擅長恢復擊攻擊的冒失女僕。\n可一邊恢復己方 HP 一邊提高物理攻擊力的技能，適合與負責攻擊的中衛、後衛搭配。"
"0","3","102601","102601","2.34","0","0","0","鈴","450","102601","1","鈴","6","0","6","2015/04/01 15:00:00","102601","0","0","2","2030/12/31 15:00:00","550","【物理】中衛，能加強物理攻擊的怕麻煩的少女。\n能同時提升己方的物理攻擊力及魔法防禦，能同時支援隊伍的攻守兩方。"
"0","11","102701","102701","1.425","0","0","0","惠理子","450","102701","1","惠理子","3","0","3","2015/04/01 15:00:00","102701","0","0","2","2030/12/31 15:00:00","230","【物理】位於前衛，以毒技能粉碎敵人，通稱破壞者。\n擁有最頂級的攻擊力，用必殺技給予敵人致命一擊時，\n攻擊力會一次次地向上提升。"
"0","3","102801","102801","2.09","0","0","0","咲戀","450","102801","1","咲戀","4","0","4","2015/04/01 15:00:00","102801","0","0","3","2030/12/31 15:00:00","430","【物理】位於中衛，能瞬間翻轉局勢，大家的咲戀媽媽。\n有著ＨＰ越低，傷害力就越高的必殺技，\n和可以恢復己方的技能，一口氣逆轉局勢。"
"0","10","102901","102901","1.965","0","0","0","望","450","102901","1","望","4","0","4","2015/04/01 15:00:00","102901","0","0","3","2030/12/31 15:00:00","160","【物理】位於前衛，成為大家的防護的偶像望望。\n當她立於舞台上時，能夠大大提升己方的物理攻擊力，\n並且還可以一人擔下敵方的注意。"
"0","12","103001","103001","2.25","0","0","0","妮諾","450","103001","1","妮諾","5","0","5","2015/04/01 15:00:00","103001","0","0","3","2030/12/31 15:00:00","415","【物理】位於中衛，能反覆操作強力的範圍攻擊，是擅用忍法的熟手。\n當範圍攻擊的技能將敵人擊敗時，可大幅地累積 TP，\n發動強力必殺技的頻率也隨之提高。"
"0","14","103101","103101","2.25","0","0","0","忍","450","103101","1","忍","5","0","5","2015/04/01 15:00:00","103101","0","0","2","2030/12/31 15:00:00","365","【物理】位於中衛，能召喚父親的骷髏頭戰鬥的通靈少女。\n召喚來的父親除了能和自己分開攻擊之外，\n還能夠替自己抵擋傷害。"
"0","8","103201","103201","2.125","0","0","0","秋乃","450","103201","1","秋乃","5","0","5","2015/04/01 15:00:00","103201","0","0","3","2030/12/31 15:00:00","180","【物理】位於前衛，能大鬧攻擊，是一名千金小姐劍士。\n能夠在自身周遭創造出能使夥伴恢復的領域。而挺身佇立前線的無畏身影，更不負身為名家之名。"
"0","5","103301","103301","2.34","0","0","0","真陽","450","103301","1","真陽","6","0","6","2015/04/01 15:00:00","103301","0","0","2","2030/12/31 15:00:00","395","【物理】位於中衛，可擾亂敵人動作的牧場主人。\n能將敵方的前衛擊退，進而崩壞敵方陣形，逼迫其他敵人成為對象攻擊範圍。"
"0","8","103401","103401","2.4","0","0","0","優花梨","450","103401","1","優花梨","5","0","5","2015/04/01 15:00:00","103401","0","0","1","2030/12/31 15:00:00","405","【物理】位於中衛，能以屏障和恢復守護己方的曾經的聖戰士。\n能夠操作受傷的己方角色恢復 HP 與 TP 的技能，進而在你來我往的消耗戰中，給出相當關鍵的支援。"
"0","0","103601","103601","2.07","0","0","0","鏡華","450","103601","2","鏡華","7","0","7","2015/04/01 15:00:00","103601","0","0","3","2030/12/31 15:00:00","810","【魔法】位於後衛，能施以強力魔法攻擊的小小優等生。\n藉由技能，能瞬間提高魔法攻擊力後施放必殺技，\n對敵方單體的威力卓越。"
"0","2","103701","103701","1.965","0","0","0","智","450","103701","1","智","4","0","4","2019/01/09 16:00:00","103701","0","0","3","2030/12/31 15:00:00","220","【物理】在前線施展快速斬擊屠殺敵人的劍術少女。\n必殺技則是使自己的攻擊力和行動速度上升，\n將其他攻擊技能的殲滅能力提高到極限來輾壓敵人。"
"0","5","103801","103801","1.97","0","0","0","栞","450","103801","1","栞","8","0","8","2015/04/01 15:00:00","103801","0","0","2","2030/12/31 15:00:00","710","【物理】從最後方連續施展高火力技能的狙擊手。\n擁有造成傷害後接著恢復ＴＰ的技能，\n可以快速發動強力的必殺技。"
"0","9","104001","104001","1.97","0","0","0","碧","450","104001","1","碧","8","0","8","2015/04/01 15:00:00","104001","0","0","1","2030/12/31 15:00:00","785","【物理】從最後方射出異常狀態之箭，孤獨的射手。\n透過和傷害共同施加的毒或麻痺等追加效果，\n就算是防御力高的敵人也能確實地削減其ＨＰ。"
"0","10","104201","104201","2.27","0","0","0","千歌","450","104201","2","千歌","7","0","7","2015/04/01 15:00:00","104201","0","0","2","2030/12/31 15:00:00","790","【魔法】位於後衛，能支持前衛戰鬥的唱喚士。\n能以必殺技，唱喚能幫助夥伴恢復，\n以及攻擊敵人的精靈到最前線。"
"0","4","104301","104301","2.125","0","0","0","真琴","450","104301","1","真琴","5","0","5","2015/04/01 15:00:00","104301","0","0","3","2030/12/31 15:00:00","165","【物理】位於前衛，能削弱對手的防禦力，是一名正義的獸人。\n能夠降低敵方的防禦力，並且確確實實地給予傷害，\n以便盡早突破敵方防守。"
"0","12","104401","104401","1.425","0","0","0","伊莉亞","450","104401","2","伊莉亞","3","0","3","2018/10/22 16:00:00","104401","0","0","3","2030/12/31 15:00:00","425","【魔法】位於中衛，削弱生命來攻擊的「統御黑夜之人」。\n以自己 HP 交換而發出的技能擁有高度殲滅能力，範圍攻擊的威力無人能及。"
"0","12","104501","104501","2.375","0","0","0","空花","450","104501","1","空花","2","0","2","2015/04/01 15:00:00","104501","0","0","2","2030/12/31 15:00:00","130","【物理】在前方擔任誘餌，吸收攻擊後瘋狂爆發的超Ｍ少女。\n透過必殺技對自己張開魔法屏障，\n吸收敵人的魔法攻擊來恢復ＨＰ。"
"0","8","104601","104601","2.25","0","0","0","珠希","450","104601","1","珠希","2","0","2","2015/04/01 15:00:00","104601","0","0","2","2030/12/31 15:00:00","215","【物理】位於前衛，擅長魔法隊伍的隨心所欲的貓娘。\n專門攻擊「魔法攻擊力最高」的敵人，\n以降低傷害及魔法攻擊力，並吸收 TP。"
"0","2","104701","104701","2.125","0","0","0","純","450","104701","1","純","5","0","5","2015/04/01 15:00:00","104701","0","0","3","2030/12/31 15:00:00","135","【物理】在最前方施展完全防禦技能的騎士團長。\n必殺技則可展開任何傷害都能吸收的屏障。\n尤其以長期戰中的壓倒性防禦能力自豪。"
"0","8","104801","104801","2.19","0","0","0","美冬","450","104801","1","美冬","6","0","6","2015/04/01 15:00:00","104801","0","0","2","2030/12/31 15:00:00","420","【物理】位於中衛，擁有暈眩與恢復的技能的傭兵戰士。\n擁有高度防禦能力及自我恢復能力，\n能使中衛的防守更為堅固，支撐整個隊伍。"
"0","6","104901","104901","2.375","0","0","0","靜流","450","104901","1","靜流","5","0","5","2015/04/01 15:00:00","104901","0","0","3","2030/12/31 15:00:00","285","【物理】位於前衛，可守護己方免於物理攻擊，\n是一位姊姊。\n一般技能可以展開物理無效的屏障，不僅能夠保護同伴全員\n還能再於自身添加物理吸收屏障，進而挺身討伐敵方前衛。"
"0","15","105001","105001","2.07","0","0","0","美咲","450","105001","2","美咲","7","0","7","2015/04/01 15:00:00","105001","0","0","1","2030/12/31 15:00:00","760","【魔法】位於後衛，能施放範圍攻擊的淑女小魔女。\n擁有能多次範圍攻擊的技能，\n以及能攻擊敵方全體的必殺技，擅長範圍殲滅。"
"0","11","105101","105101","2.25","0","0","0","深月","450","105101","1","深月","5","0","5","2015/04/01 15:00:00","105101","0","0","2","2030/12/31 15:00:00","565","【物理】位於中衛，能弱化敵方領域，是一位獨眼惡魔。\n領域的持續時間雖然不長，\n但卻能大幅度減少範圍內的敵方之物理防禦力。"
"0","5","105201","105201","2.215","0","0","0","莉瑪","450","105201","1","莉瑪","4","0","4","2015/04/01 15:00:00","105201","0","0","1","2030/12/31 15:00:00","105","【物理】在最前方守護夥伴的戀愛少女。\n戰鬥開始後不久就會朝最前線突進，\n挺身擋在敵人眼前。"
"0","12","105301","105301","2.24","0","0","0","莫妮卡","450","105301","1","莫妮卡","4","0","4","2015/04/01 15:00:00","105301","0","0","3","2030/12/31 15:00:00","410","【物理】位於中衛，能鼓舞己方進攻，是一位女軍人。\n不僅能大幅度增加全體的物理、魔法攻擊力，\n就連攻擊速度都能提升，使戰鬥得以盡早結束。"
"0","10","105401","105401","2.42","0","0","0","紡希","450","105401","1","紡希","1","0","1","2018/11/08 16:00:00","105401","0","0","2","2030/12/31 15:00:00","195","【物理】位於前衛，特化妨礙敵人技能的裁縫師女孩。\n除了可強制移動敵人使敵方陣形瓦解，\n還可降低對手的移動速度、行動速度，使其反擊變得遲緩。"
"0","12","105501","105501","2.34","0","0","0","步未","450","105501","1","步未","48","0","48","2019/07/26 16:00:00","105501","0","0","1","2030/12/31 15:00:00","510","【物理】位於中衛，竄來竄去地對敵人來干擾的純情少女。\n除了能造成敵人暈眩的技能以外，必殺技更是能夠使對方\n造成黑暗與混亂狀態，進而來造成敵人的麻煩。"
"0","2","105601","105601","1.965","0","0","0","流夏","450","105601","1","流夏","4","0","4","2019/03/13 16:00:00","105601","0","0","3","2030/12/31 15:00:00","158","【物理】在前方為夥伴揮劍的豪氣大姊。\n擁有能夠反擊對手的挑釁招數，\n降低敵人防禦力的必殺技，在攻防兩面都能發揮實力。"
"0","4","105701","170101","1.965","0","0","0","吉塔","450","105701","1","吉塔","4","0","4","2015/04/01 15:00:00","105701","0","0","3","2030/12/31 15:00:00","245","【物理】位於前衛，可先發制人施展大招的騎空士。\n藉由技能可回復ＴＰ，加快必殺技的發動。\n從戰鬥初期就能對敵方前衛造成大傷害。"
"0","1","105801","105801","2.25","0","0","0","貪吃佩可","450","105801","1","貪吃佩可","5","0","5","2015/04/01 15:00:00","105801","0","0","1","2030/12/31 15:00:00","155","【物理】位於前衛，全力保護同伴，是一位貪吃的劍士。\n能夠增加 HP，也能恢復自己的 HP，\n擔任己方的保護牆的角色。"
"0","1","105901","105901","2.34","0","0","0","可可蘿","450","105901","1","可可蘿","6","0","6","2015/04/01 15:00:00","105901","0","0","1","2030/12/31 15:00:00","500","【物理】位於中衛，無論是輔助還是攻擊皆能支援，是一位負責指引迷津的巫女。\n必殺技能增加己方全體的攻擊力，\n且有使自己恢復的功能，因此能持續支援。"
"0","1","106001","106001","2.07","0","0","0","凱留","450","106001","2","凱留","7","0","7","2015/04/01 15:00:00","106001","0","0","1","2030/12/31 15:00:00","750","【魔法】位於後衛，能施以強力的全體攻擊，是一隻頑強的貓娘。\n技能可以使敵人的物理、魔法防禦力雙雙減弱，\n對於綜合編成隊伍的戰鬥中有著奇效。"
"0","7","106101","106101","1.8","0","1","0","矛依未","450","106101","1","矛依未","2","0","2","2025/02/26 16:00:00","106101","0","0","3","2025/03/01 15:59:59","162","【物理】位於前衛，揮舞著傳說之劍「天樓霸斷劍」的少女。\n使著那輕攻擊的通常戰鬥風格於轉眼之間，在必殺技發動\n後所執起的那把「天樓霸斷劍」，能將敵人一掃而空。"
"0","1","106301","106301","1.97","0","0","0","亞里莎","450","106301","1","亞里莎","8","0","8","2015/04/01 15:00:00","106301","0","0","3","2030/12/31 15:00:00","625","【物理】位於後衛，擅長長期戰的森林守護者見習生。\n能藉由恢復 TP 迅速發動必殺技。\n並且由於使用後技能效果會上升，具有高度的殲滅能力。"
"0","1","106401","106401","1.84","0","0","0","雪菲","450","106401","1","雪菲","4","0","4","2021/06/19 16:00:00","106401","0","0","3","2030/12/31 15:00:00","368","【物理】位於中衛，操縱冰雪冰凍消滅敵人的冰龍少女。\n消耗發動必殺技所獲得的【冰龍之印】，\n增幅技能的效果，以清廉的劍技斬殺敵人。"
"0","17","106501","106501","2.17","0","0","0","嘉夜","450","106501","1","嘉夜","1","0","1","2020/03/19 16:00:00","106501","0","0","3","2030/12/31 15:00:00","168","【物理】位於前衛，用拳頭痛毆敵人的龍人族打手。\n先以技能提升自己的物理攻擊力，再全神貫注所釋放\n而出的第一發必殺技，擁有著引以為傲的超大破壞力。"
"0","17","106601","106601","1.55","0","0","0","祈梨","450","106601","1","祈梨","3","0","3","2020/09/16 16:00:00","106601","0","0","3","2030/12/31 15:00:00","197","【物理】位於前衛，擅長範圍攻擊與嘴上功夫的龍人少女。\n必殺技能夠將範圍內的敵人一同擊飛，\n打亂敵人陣型後將敵人一口氣燒之殆盡。"
"0","17","106701","106701","2.27","0","1","0","帆稀","450","106701","2","帆稀","21","0","7","2025/02/26 16:00:00","106701","0","0","3","2025/03/01 15:59:59","727","【魔法】位於後衛，以無窮魔力支配一切的龍之首領。\n能以龍眼掌握阻擋的敵人，使用多樣的技能來降低敵人\n對魔法攻擊的耐力，並使出雷霆，一擊將敵人化為灰燼。"
"0","6","106801","106801","1.55","0","1","0","拉比林斯達","450","106801","1","拉比林斯達","4","0","4","2025/02/26 16:00:00","106801","0","0","3","2025/03/01 15:59:59","560","【物理】位於中衛，能自在創造萬物的「迷宮女王」。\n解放七冠權能的必殺技能夠極大幅度強化自身，\n釋放無以比擬的攻擊力殲滅敵對之人。"
"0","1","106901","106901","2","0","1","0","霸瞳皇帝","450","106901","1","霸瞳皇帝","0","0","45","2023/03/15 16:00:00","106901","0","0","3","2030/12/31 15:00:00","660","【物理】位於後衛，眼裡寄宿著天上明星，朝霸道前進的\n霸皇。能解放權能來解除敵方全體的護盾與所有能力提升\n效果，然後以降低耐力的技能、涵蓋複數敵人的\n廣範圍攻擊來殲滅敵方。"
"0","1","107001","107001","2","0","1","0","似似花","450","107001","2","似似花","0","0","0","2025/02/26 16:00:00","107001","0","0","3","2025/03/01 15:59:59","660","【魔法】位於後衛，創造分身來凌駕敵人的變貌大妃。\n分身將施展出與似似花本人相同的技能對敵人進行攻擊。\n那攻擊次數的密度與壓制力的高度，使人望塵莫及。"
"0","2","107101","107101","2","0","1","0","克莉絲提娜","450","107101","1","克莉絲提娜","10","0","4","2025/02/26 16:00:00","107101","0","0","3","2025/03/01 15:59:59","290","【物理】在前方擁有絕對壓制力的『誓約女君』。\n同時擁有攻防一體超大破壞力的必殺技，\n以及可將其加速發動的ＴＰ上升技能。"
"0","1","107501","107501","2.125","0","1","0","貪吃佩可（夏日）","450","107501","1","貪吃佩可（夏日）","5","0","5","2024/10/22 16:00:00","107501","0","0","3","2024/10/27 15:59:59","235","【物理】位於前衛，可施展強烈的範圍攻擊，是海岸邊的公主。\n吃了刨冰一口氣提升物理攻擊力後，\n可施展必殺技消滅前方的敵人。"
"0","1","107601","107601","2.34","0","1","0","可可蘿（夏日）","450","107601","1","可可蘿（夏日）","6","0","6","2018/12/03 16:00:00","107601","0","0","1","2030/12/31 15:00:00","535","【物理】位於中衛，是位可為物理角色進行輔助的治癒巫女。\n擁有為ＨＰ最少的我方單體進行特大幅度恢復的技能，\n可瞬間治癒我方瀕死的角色。"
"0","3","107701","107701","2.07","0","1","0","鈴莓（夏日）","450","107701","2","鈴莓（夏日）","7","0","7","2024/10/22 16:00:00","107701","0","0","3","2024/10/27 15:59:59","775","【魔法】位於後衛擁有優秀的防衛能力，夏天的冒失女僕。\n除可提升我方全體的防禦力及施加持續恢復HP的狀態外，\n更可呼叫如城牆般的魔像，替戰線帶來支援。"
"0","1","107801","107801","1.92","0","1","0","凱留（夏日）","450","107801","2","凱留（夏日）","7","0","7","2024/10/22 16:00:00","107801","0","0","3","2024/10/27 15:59:59","780","【魔法】位於後衛，可施展強力單體攻擊的盛夏貓娘。\n以技能降低敵人的魔法防禦力後，\n不斷對敵方單體施放魔法攻擊，能夠帶來大量的傷害。"
"0","8","107901","107901","2","0","1","0","珠希（夏日）","450","107901","1","珠希（夏日）","2","0","2","2024/10/22 16:00:00","107901","0","0","3","2024/10/27 15:59:59","225","【物理】位於前衛施放連續攻擊，是海邊的隨性貓娘。\n可隨機對敵方造成總計４次單體攻擊的必殺技，\n雖然目標是隨機的但威力卻相當出色。"
"0","8","108001","108001","2.19","0","1","0","美冬（夏日）","450","108001","1","美冬（夏日）","6","0","6","2019/01/03 16:00:00","108001","0","0","1","2030/12/31 15:00:00","495","【物理】位於中衛，熟稔攻擊與輔助的海之傭兵。\n必殺技的效果能夠提升我方全體的物理攻擊力，\n在物理攻擊隊伍的能力提升上可出一份力。"
