d50beb6b83e11e56ebb1452fbe22d7789e8884591fe6c2a4ea55358063f7ee48,1b0acb4fba9185cd4193c099d22c301721ebb2b9a9e69376fd01bbe5cfdefac7,8718f7d92de1f3dea43775159badc7378e540ce2e58c43b070d74610b1481bb6,b71c88b8f14ba3019b247a634e6594d6376329270d6e61f692be180c1915f684,3836bf1eff22bedd7ad7798fc1c21510b36fa089c1d3df425bca7100d4160616,f428855863dcb04269032beeb64dfa6847d6852c4a860cbe8ebb759c2f3fc1b0,49dd514b4b9fbf376c7caf9b02cd7cdb42fd118db08bd4177515f7811d94548a,24f432811cbfd6d0703e50266575c992e5a7cc3ce33cc52d8bcba887aa681076,c48166743a3995fb754112620e96357a1d119ffc50d7490b4985871de935b620,82a70bbcd67af42e51049515c9eb3b9b06ef886cd35dc715f92b74ba9ac29d42,d6450321ab024f85569430499de86c1be18d35ca123a4833ca9d6be584c414ec,fe679b2e2da8d0f4ce41fb2a002350977d9552c1bfb5a78c5903721466d67d77,35ac81296981976e0a027999df6ee552ad25302193924e3800e082bad27cef81,10173d88bf98e7e13d34c88384171da837944b617d4ad5dd309c62179f92eec1,3a7e40b06cfc48c1af6d82f58a6f3bce464c169d119c72963e3ff84db1d53141,2526c01e616a8bfd3eb42937022fc3187975132b7d5e9a740d53353f9feb2530,3267311bec88859fc8dc7fce284834dd8aaf620a8c9a69144249d8b1e77ea0db,9116eee0a9d9fab815ddc4790a39ca2e9f11e7c233260487eca2a78efc7f1783,7963fb1a806788ce04a231e67a5b45bd522d4623b1ea18b2e0b51722b9eeb962
"abyss_reward_icon_piece_p_heart","0","0","0","140001","92409","240920","0","0","70000000000","4","0","0","0","0","0","0","0","50"
"abyss_reward_icon_masterpieces_piece","1000","25015","2","25102","92410","241001","200","1000","1000000000","2","2","2","25021","0","25014","0","0","10"
"abyss_reward_icon_astralshard","1000","25013","2","25021","92410","241002","1000","1000","2000000000","2","2","2","25011","0","25012","0","0","300"
"abyss_reward_icon_masterpieces_piece","1000","25015","2","25102","92410","241003","500","1000","3000000000","2","2","2","25021","0","25014","0","0","10"
"abyss_reward_icon_astralshard","1000","25013","2","25021","92410","241004","1000","1000","4000000000","2","2","2","25011","0","25012","0","0","500"
"abyss_reward_icon_masterpieces_piece","1000","25015","2","25102","92410","241005","1000","1000","5000000000","2","2","2","25021","0","25014","0","0","10"
"abyss_reward_icon_astralshard","1000","25013","2","25021","92410","241006","1000","1000","6000000000","2","2","2","25011","0","25012","0","0","1000"
"abyss_reward_icon_masterpieces_piece","3000","25015","2","25102","92410","241007","1000","3000","7000000000","2","2","2","25021","0","25014","0","0","10"
"abyss_reward_icon_astralshard","3000","25013","2","25021","92410","241008","3000","3000","8000000000","2","2","2","25011","0","25012","0","0","1000"
"abyss_reward_icon_masterpieces_piece","3000","25015","2","25102","92410","241009","1000","3000","9000000000","2","2","2","25021","0","25014","0","0","10"
"abyss_reward_icon_masterpieces_piece","3000","25012","2","25102","92410","241010","1000","3000","10000000000","2","2","2","25021","0","25011","0","0","10"
"abyss_reward_icon_masterpieces_piece","3000","25015","2","25102","92410","241011","1000","3000","12000000000","2","2","2","25021","0","25013","0","0","10"
"abyss_reward_icon_astralshard","3000","25014","2","25021","92410","241012","3000","3000","16000000000","2","2","2","25011","0","25012","0","0","1000"
"abyss_reward_icon_astralshard","3000","25015","2","25021","92410","241013","3000","3000","20000000000","2","2","2","25013","0","25014","0","0","1000"
"abyss_reward_icon_astralshard","3000","25013","2","25021","92410","241014","3000","3000","25000000000","2","2","2","25011","0","25012","0","0","1000"
"abyss_reward_icon_hiseki","0","0","0","90005","92410","241015","0","0","30000000000","2","0","0","0","0","0","0","0","10"
"abyss_reward_icon_hiseki","0","0","0","90005","92410","241016","0","0","35000000000","2","0","0","0","0","0","0","0","20"
"abyss_reward_icon_hiseki","0","0","0","90005","92410","241017","0","0","40000000000","2","0","0","0","0","0","0","0","30"
"abyss_reward_icon_hiseki","0","0","0","90005","92410","241018","0","0","50000000000","2","0","0","0","0","0","0","0","50"
"abyss_reward_icon_piece_p_heart","0","0","0","140001","92410","241019","0","0","60000000000","4","0","0","0","0","0","0","0","50"
"abyss_reward_icon_piece_p_heart","0","0","0","140001","92410","241020","0","0","70000000000","4","0","0","0","0","0","0","0","50"
"abyss_reward_icon_masterpieces_piece","1000","25015","2","25102","92411","241101","200","1000","1000000000","2","2","2","25021","0","25014","0","0","10"
"abyss_reward_icon_astralshard","1000","25013","2","25021","92411","241102","1000","1000","2000000000","2","2","2","25011","0","25012","0","0","300"
"abyss_reward_icon_masterpieces_piece","1000","25015","2","25102","92411","241103","500","1000","3000000000","2","2","2","25021","0","25014","0","0","10"
"abyss_reward_icon_astralshard","1000","25013","2","25021","92411","241104","1000","1000","4000000000","2","2","2","25011","0","25012","0","0","500"
"abyss_reward_icon_masterpieces_piece","1000","25015","2","25102","92411","241105","1000","1000","5000000000","2","2","2","25021","0","25014","0","0","10"
"abyss_reward_icon_astralshard","1000","25013","2","25021","92411","241106","1000","1000","6000000000","2","2","2","25011","0","25012","0","0","1000"
"abyss_reward_icon_masterpieces_piece","3000","25015","2","25102","92411","241107","1000","3000","7000000000","2","2","2","25021","0","25014","0","0","10"
"abyss_reward_icon_astralshard","3000","25013","2","25021","92411","241108","3000","3000","8000000000","2","2","2","25011","0","25012","0","0","1000"
"abyss_reward_icon_masterpieces_piece","3000","25015","2","25102","92411","241109","1000","3000","9000000000","2","2","2","25021","0","25014","0","0","10"
"abyss_reward_icon_masterpieces_piece","3000","25012","2","25102","92411","241110","1000","3000","10000000000","2","2","2","25021","0","25011","0","0","10"
"abyss_reward_icon_masterpieces_piece","3000","25015","2","25102","92411","241111","1000","3000","12000000000","2","2","2","25021","0","25013","0","0","10"
"abyss_reward_icon_astralshard","3000","25014","2","25021","92411","241112","3000","3000","16000000000","2","2","2","25011","0","25012","0","0","1000"
"abyss_reward_icon_astralshard","3000","25015","2","25021","92411","241113","3000","3000","20000000000","2","2","2","25013","0","25014","0","0","1000"
"abyss_reward_icon_astralshard","3000","25013","2","25021","92411","241114","3000","3000","25000000000","2","2","2","25011","0","25012","0","0","1000"
"abyss_reward_icon_hiseki","0","0","0","90005","92411","241115","0","0","30000000000","2","0","0","0","0","0","0","0","10"
"abyss_reward_icon_hiseki","0","0","0","90005","92411","241116","0","0","35000000000","2","0","0","0","0","0","0","0","20"
"abyss_reward_icon_hiseki","0","0","0","90005","92411","241117","0","0","40000000000","2","0","0","0","0","0","0","0","30"
"abyss_reward_icon_hiseki","0","0","0","90005","92411","241118","0","0","50000000000","2","0","0","0","0","0","0","0","50"
"abyss_reward_icon_piece_p_heart","0","0","0","140001","92411","241119","0","0","60000000000","4","0","0","0","0","0","0","0","50"
"abyss_reward_icon_piece_p_heart","0","0","0","140001","92411","241120","0","0","70000000000","4","0","0","0","0","0","0","0","50"
