88571b3782f7490697fa209a4e9f21c08e20f2806e3ee425aa52f931d6e078ea,ffff5c531ca5e6a0248d8391ee967a2e7b146934014d68fe1644d3f70bc8cdbf,e29ea6e5d2544c12484eb3ad639f10b664bae016958e87bc0c381ec2eb601bd2,a153579198fc9a5b98a62f63f2ed15d404fa237ed51d13712267a4f7e402f6f2,25597321e62856ea612d23101d35c10b0f978b8de976479aed606c631c232d34,70fc89f4f87e5afc899d81709e6208d620cb8e2e02eee385f5db6a77da3bb579,b1c09a20d2e2d9c4813cd4f848aec5cdf57ef4c07c890aa156b034d4959561ee,98a023fdf432655217c1ac3f8f72feeb43c56e9eca1baf2672a0261f25d022d1,3018a444b7bc7cc8db4a64f96f69c1b1dab1c3d6c7c10462139016caac14b300,01143b5226c37e4aa98c9f2f153b8b2ae8a38b1e1804315cb3b51afc452cfa66,396d355a0c30ab3e2a1e485aee20c152327fcf84178fca758178a2064e5dc901,7a043f086dd4d4cccbefaa572b5390fec906588668d09cd80ada7854c0b4a1e4,b3e8a89f50a937714b55365774a6737dbdc8ac75c1c0c3c9075e9b2b764d6ae9,432f89055cd8992c0c2b71a9e8ef87032730ccce569fe55355273922f1149135,cfdac6e768136faed25e8cf0e4cd02dff343b60aef994607ad8691b17aabe9a7,a768381f045487ef0c173e42015cbcccbbe017c161ca71eacdc3cd56355a52eb,94fdf954c73907934a9b3bbe242b8651a09fe11e55714f82a3fef4b059197a66,21458f9501585aabdf160768ff795af2ee65860a99a7122c6aa24f7fc16a19cb,9d12fadb46b2d97ad4a1de5377ab6b7e4f4c4b2aba1de082ea8d0faa4bb0996d,bee26d3d8e45f7a6c527c5f87fd87bdd349fc8bdeff01990c9806aa2ab388a4c
"12","0","0","20015","0","0","0","15000","0","0","1001901","0","讓信賴度達到100吧","0","94002","0","0","0","100","1"
"12","0","0","20015","0","0","0","37500","0","0","1001902","0","讓信賴度達到200吧","0","94002","0","0","0","200","1"
"8","0","0","20015","0","0","0","75","0","0","1001903","0","讓信賴度達到500吧","0","91002","0","0","0","500","1"
"12","0","0","20015","0","0","0","75000","0","0","1001904","0","讓信賴度達到800吧","0","94002","0","0","0","800","1"
"8","0","0","20015","0","0","0","150","0","0","1001905","0","讓信賴度達到MAX吧","0","91002","0","0","0","1000","1"
"12","0","0","20015","0","0","0","15000","0","0","1001906","0","讓信賴度達到100吧","0","94002","0","0","0","100","2"
"12","0","0","20015","0","0","0","37500","0","0","1001907","0","讓信賴度達到200吧","0","94002","0","0","0","200","2"
"8","0","0","20015","0","0","0","75","0","0","1001908","0","讓信賴度達到500吧","0","91002","0","0","0","500","2"
"12","0","0","20015","0","0","0","75000","0","0","1001909","0","讓信賴度達到800吧","0","94002","0","0","0","800","2"
"8","0","0","20015","0","0","0","150","0","0","1001910","0","讓信賴度達到MAX吧","0","91002","0","0","0","1000","2"
"12","0","0","20017","0","0","0","10000","0","0","1002301","0","讓信賴度達到100吧","0","94002","0","0","0","100","1"
"12","0","0","20017","0","0","0","25000","0","0","1002302","0","讓信賴度達到200吧","0","94002","0","0","0","200","1"
"8","0","0","20017","0","0","0","50","0","0","1002303","0","讓信賴度達到500吧","0","91002","0","0","0","500","1"
"12","0","0","20017","0","0","0","50000","0","0","1002304","0","讓信賴度達到800吧","0","94002","0","0","0","800","1"
"8","0","0","20017","0","0","0","100","0","0","1002305","0","讓信賴度達到MAX吧","0","91002","0","0","0","1000","1"
"12","0","0","20017","0","0","0","10000","0","0","1002306","0","讓信賴度達到100吧","0","94002","0","0","0","100","2"
"12","0","0","20017","0","0","0","25000","0","0","1002307","0","讓信賴度達到200吧","0","94002","0","0","0","200","2"
"8","0","0","20017","0","0","0","50","0","0","1002308","0","讓信賴度達到500吧","0","91002","0","0","0","500","2"
"12","0","0","20017","0","0","0","50000","0","0","1002309","0","讓信賴度達到800吧","0","94002","0","0","0","800","2"
"8","0","0","20017","0","0","0","100","0","0","1002310","0","讓信賴度達到MAX吧","0","91002","0","0","0","1000","2"
"12","0","0","20017","0","0","0","10000","0","0","1002311","0","讓信賴度達到100吧","0","94002","0","0","0","100","3"
"12","0","0","20017","0","0","0","25000","0","0","1002312","0","讓信賴度達到200吧","0","94002","0","0","0","200","3"
"8","0","0","20017","0","0","0","50","0","0","1002313","0","讓信賴度達到500吧","0","91002","0","0","0","500","3"
"12","0","0","20017","0","0","0","50000","0","0","1002314","0","讓信賴度達到800吧","0","94002","0","0","0","800","3"
"8","0","0","20017","0","0","0","100","0","0","1002315","0","讓信賴度達到MAX吧","0","91002","0","0","0","1000","3"
"12","0","0","20018","0","0","0","10000","0","0","1002501","0","讓信賴度達到100吧","0","94002","0","0","0","100","1"
"12","0","0","20018","0","0","0","25000","0","0","1002502","0","讓信賴度達到200吧","0","94002","0","0","0","200","1"
"8","0","0","20018","0","0","0","50","0","0","1002503","0","讓信賴度達到500吧","0","91002","0","0","0","500","1"
"12","0","0","20018","0","0","0","50000","0","0","1002504","0","讓信賴度達到800吧","0","94002","0","0","0","800","1"
"8","0","0","20018","0","0","0","100","0","0","1002505","0","讓信賴度達到MAX吧","0","91002","0","0","0","1000","1"
"12","0","0","20018","0","0","0","10000","0","0","1002506","0","讓信賴度達到100吧","0","94002","0","0","0","100","2"
"12","0","0","20018","0","0","0","25000","0","0","1002507","0","讓信賴度達到200吧","0","94002","0","0","0","200","2"
"8","0","0","20018","0","0","0","50","0","0","1002508","0","讓信賴度達到500吧","0","91002","0","0","0","500","2"
"12","0","0","20018","0","0","0","50000","0","0","1002509","0","讓信賴度達到800吧","0","94002","0","0","0","800","2"
"8","0","0","20018","0","0","0","100","0","0","1002510","0","讓信賴度達到MAX吧","0","91002","0","0","0","1000","2"
"12","0","0","20018","0","0","0","10000","0","0","1002511","0","讓信賴度達到100吧","0","94002","0","0","0","100","3"
"12","0","0","20018","0","0","0","25000","0","0","1002512","0","讓信賴度達到200吧","0","94002","0","0","0","200","3"
"8","0","0","20018","0","0","0","50","0","0","1002513","0","讓信賴度達到500吧","0","91002","0","0","0","500","3"
"12","0","0","20018","0","0","0","50000","0","0","1002514","0","讓信賴度達到800吧","0","94002","0","0","0","800","3"
"8","0","0","20018","0","0","0","100","0","0","1002515","0","讓信賴度達到MAX吧","0","91002","0","0","0","1000","3"
"12","0","0","20019","0","0","0","10000","0","0","1002701","0","讓信賴度達到100吧","0","94002","0","0","0","100","1"
"12","0","0","20019","0","0","0","25000","0","0","1002702","0","讓信賴度達到200吧","0","94002","0","0","0","200","1"
"8","0","0","20019","0","0","0","50","0","0","1002703","0","讓信賴度達到500吧","0","91002","0","0","0","500","1"
"12","0","0","20019","0","0","0","50000","0","0","1002704","0","讓信賴度達到800吧","0","94002","0","0","0","800","1"
"8","0","0","20019","0","0","0","100","0","0","1002705","0","讓信賴度達到MAX吧","0","91002","0","0","0","1000","1"
"12","0","0","20019","0","0","0","10000","0","0","1002706","0","讓信賴度達到100吧","0","94002","0","0","0","100","2"
"12","0","0","20019","0","0","0","25000","0","0","1002707","0","讓信賴度達到200吧","0","94002","0","0","0","200","2"
"8","0","0","20019","0","0","0","50","0","0","1002708","0","讓信賴度達到500吧","0","91002","0","0","0","500","2"
"12","0","0","20019","0","0","0","50000","0","0","1002709","0","讓信賴度達到800吧","0","94002","0","0","0","800","2"
"8","0","0","20019","0","0","0","100","0","0","1002710","0","讓信賴度達到MAX吧","0","91002","0","0","0","1000","2"
"12","0","0","20020","0","0","0","10000","0","0","1002901","0","讓信賴度達到100吧","0","94002","0","0","0","100","1"
"12","0","0","20020","0","0","0","25000","0","0","1002902","0","讓信賴度達到200吧","0","94002","0","0","0","200","1"
"8","0","0","20020","0","0","0","50","0","0","1002903","0","讓信賴度達到500吧","0","91002","0","0","0","500","1"
"12","0","0","20020","0","0","0","50000","0","0","1002904","0","讓信賴度達到800吧","0","94002","0","0","0","800","1"
"8","0","0","20020","0","0","0","100","0","0","1002905","0","讓信賴度達到MAX吧","0","91002","0","0","0","1000","1"
"12","0","0","20020","0","0","0","10000","0","0","1002906","0","讓信賴度達到100吧","0","94002","0","0","0","100","2"
"12","0","0","20020","0","0","0","25000","0","0","1002907","0","讓信賴度達到200吧","0","94002","0","0","0","200","2"
"8","0","0","20020","0","0","0","50","0","0","1002908","0","讓信賴度達到500吧","0","91002","0","0","0","500","2"
"12","0","0","20020","0","0","0","50000","0","0","1002909","0","讓信賴度達到800吧","0","94002","0","0","0","800","2"
"8","0","0","20020","0","0","0","100","0","0","1002910","0","讓信賴度達到MAX吧","0","91002","0","0","0","1000","2"
"12","0","0","20020","0","0","0","10000","0","0","1002911","0","讓信賴度達到100吧","0","94002","0","0","0","100","3"
"12","0","0","20020","0","0","0","25000","0","0","1002912","0","讓信賴度達到200吧","0","94002","0","0","0","200","3"
"8","0","0","20020","0","0","0","50","0","0","1002913","0","讓信賴度達到500吧","0","91002","0","0","0","500","3"
"12","0","0","20020","0","0","0","50000","0","0","1002914","0","讓信賴度達到800吧","0","94002","0","0","0","800","3"
"8","0","0","20020","0","0","0","100","0","0","1002915","0","讓信賴度達到MAX吧","0","91002","0","0","0","1000","3"
"12","0","0","20022","0","0","0","10000","0","0","1003301","0","讓信賴度達到100吧","0","94002","0","0","0","100","1"
"12","0","0","20022","0","0","0","25000","0","0","1003302","0","讓信賴度達到200吧","0","94002","0","0","0","200","1"
"8","0","0","20022","0","0","0","50","0","0","1003303","0","讓信賴度達到500吧","0","91002","0","0","0","500","1"
"12","0","0","20022","0","0","0","50000","0","0","1003304","0","讓信賴度達到800吧","0","94002","0","0","0","800","1"
"8","0","0","20022","0","0","0","100","0","0","1003305","0","讓信賴度達到MAX吧","0","91002","0","0","0","1000","1"
"12","0","0","20022","0","0","0","10000","0","0","1003306","0","讓信賴度達到100吧","0","94002","0","0","0","100","2"
"12","0","0","20022","0","0","0","25000","0","0","1003307","0","讓信賴度達到200吧","0","94002","0","0","0","200","2"
"8","0","0","20022","0","0","0","50","0","0","1003308","0","讓信賴度達到500吧","0","91002","0","0","0","500","2"
"12","0","0","20022","0","0","0","50000","0","0","1003309","0","讓信賴度達到800吧","0","94002","0","0","0","800","2"
"8","0","0","20022","0","0","0","100","0","0","1003310","0","讓信賴度達到MAX吧","0","91002","0","0","0","1000","2"
"12","0","0","20023","0","0","0","10000","0","0","1003801","0","讓信賴度達到100吧","0","94002","0","0","0","100","1"
"12","0","0","20023","0","0","0","25000","0","0","1003802","0","讓信賴度達到200吧","0","94002","0","0","0","200","1"
"8","0","0","20023","0","0","0","50","0","0","1003803","0","讓信賴度達到500吧","0","91002","0","0","0","500","1"
"12","0","0","20023","0","0","0","50000","0","0","1003804","0","讓信賴度達到800吧","0","94002","0","0","0","800","1"
"8","0","0","20023","0","0","0","100","0","0","1003805","0","讓信賴度達到MAX吧","0","91002","0","0","0","1000","1"
"12","0","0","20023","0","0","0","10000","0","0","1003806","0","讓信賴度達到100吧","0","94002","0","0","0","100","2"
"12","0","0","20023","0","0","0","25000","0","0","1003807","0","讓信賴度達到200吧","0","94002","0","0","0","200","2"
"8","0","0","20023","0","0","0","50","0","0","1003808","0","讓信賴度達到500吧","0","91002","0","0","0","500","2"
"12","0","0","20023","0","0","0","50000","0","0","1003809","0","讓信賴度達到800吧","0","94002","0","0","0","800","2"
"8","0","0","20023","0","0","0","100","0","0","1003810","0","讓信賴度達到MAX吧","0","91002","0","0","0","1000","2"
"12","0","0","20023","0","0","0","10000","0","0","1003811","0","讓信賴度達到100吧","0","94002","0","0","0","100","3"
"12","0","0","20023","0","0","0","25000","0","0","1003812","0","讓信賴度達到200吧","0","94002","0","0","0","200","3"
"8","0","0","20023","0","0","0","50","0","0","1003813","0","讓信賴度達到500吧","0","91002","0","0","0","500","3"
"12","0","0","20023","0","0","0","50000","0","0","1003814","0","讓信賴度達到800吧","0","94002","0","0","0","800","3"
"8","0","0","20023","0","0","0","100","0","0","1003815","0","讓信賴度達到MAX吧","0","91002","0","0","0","1000","3"
"12","0","0","20024","0","0","0","7500","0","0","1004001","0","讓信賴度達到100吧","0","94002","0","0","0","100","1"
"12","0","0","20024","0","0","0","17500","0","0","1004002","0","讓信賴度達到200吧","0","94002","0","0","0","200","1"
"8","0","0","20024","0","0","0","30","0","0","1004003","0","讓信賴度達到500吧","0","91002","0","0","0","500","1"
"12","0","0","20024","0","0","0","40000","0","0","1004004","0","讓信賴度達到800吧","0","94002","0","0","0","800","1"
"8","0","0","20024","0","0","0","90","0","0","1004005","0","讓信賴度達到MAX吧","0","91002","0","0","0","1000","1"
"12","0","0","20024","0","0","0","7500","0","0","1004006","0","讓信賴度達到100吧","0","94002","0","0","0","100","2"
"12","0","0","20024","0","0","0","17500","0","0","1004007","0","讓信賴度達到200吧","0","94002","0","0","0","200","2"
"8","0","0","20024","0","0","0","30","0","0","1004008","0","讓信賴度達到500吧","0","91002","0","0","0","500","2"
"12","0","0","20024","0","0","0","40000","0","0","1004009","0","讓信賴度達到800吧","0","94002","0","0","0","800","2"
"8","0","0","20024","0","0","0","90","0","0","1004010","0","讓信賴度達到MAX吧","0","91002","0","0","0","1000","2"
"12","0","0","20024","0","0","0","7500","0","0","1004011","0","讓信賴度達到100吧","0","94002","0","0","0","100","3"
"12","0","0","20024","0","0","0","17500","0","0","1004012","0","讓信賴度達到200吧","0","94002","0","0","0","200","3"
"8","0","0","20024","0","0","0","30","0","0","1004013","0","讓信賴度達到500吧","0","91002","0","0","0","500","3"
"12","0","0","20024","0","0","0","40000","0","0","1004014","0","讓信賴度達到800吧","0","94002","0","0","0","800","3"
"8","0","0","20024","0","0","0","90","0","0","1004015","0","讓信賴度達到MAX吧","0","91002","0","0","0","1000","3"
"12","0","0","20024","0","0","0","7500","0","0","1004016","0","讓信賴度達到100吧","0","94002","0","0","0","100","4"
"12","0","0","20024","0","0","0","17500","0","0","1004017","0","讓信賴度達到200吧","0","94002","0","0","0","200","4"
"8","0","0","20024","0","0","0","30","0","0","1004018","0","讓信賴度達到500吧","0","91002","0","0","0","500","4"
"12","0","0","20024","0","0","0","40000","0","0","1004019","0","讓信賴度達到800吧","0","94002","0","0","0","800","4"
"8","0","0","20024","0","0","0","90","0","0","1004020","0","讓信賴度達到MAX吧","0","91002","0","0","0","1000","4"
"12","0","0","20025","0","0","0","7500","0","0","1004201","0","讓信賴度達到100吧","0","94002","0","0","0","100","1"
"12","0","0","20025","0","0","0","17500","0","0","1004202","0","讓信賴度達到200吧","0","94002","0","0","0","200","1"
"8","0","0","20025","0","0","0","30","0","0","1004203","0","讓信賴度達到500吧","0","91002","0","0","0","500","1"
"12","0","0","20025","0","0","0","40000","0","0","1004204","0","讓信賴度達到800吧","0","94002","0","0","0","800","1"
"8","0","0","20025","0","0","0","90","0","0","1004205","0","讓信賴度達到MAX吧","0","91002","0","0","0","1000","1"
"12","0","0","20025","0","0","0","7500","0","0","1004206","0","讓信賴度達到100吧","0","94002","0","0","0","100","2"
"12","0","0","20025","0","0","0","17500","0","0","1004207","0","讓信賴度達到200吧","0","94002","0","0","0","200","2"
"8","0","0","20025","0","0","0","30","0","0","1004208","0","讓信賴度達到500吧","0","91002","0","0","0","500","2"
"12","0","0","20025","0","0","0","40000","0","0","1004209","0","讓信賴度達到800吧","0","94002","0","0","0","800","2"
"8","0","0","20025","0","0","0","90","0","0","1004210","0","讓信賴度達到MAX吧","0","91002","0","0","0","1000","2"
"12","0","0","20025","0","0","0","7500","0","0","1004211","0","讓信賴度達到100吧","0","94002","0","0","0","100","3"
"12","0","0","20025","0","0","0","17500","0","0","1004212","0","讓信賴度達到200吧","0","94002","0","0","0","200","3"
"8","0","0","20025","0","0","0","30","0","0","1004213","0","讓信賴度達到500吧","0","91002","0","0","0","500","3"
"12","0","0","20025","0","0","0","40000","0","0","1004214","0","讓信賴度達到800吧","0","94002","0","0","0","800","3"
"8","0","0","20025","0","0","0","90","0","0","1004215","0","讓信賴度達到MAX吧","0","91002","0","0","0","1000","3"
"12","0","0","20025","0","0","0","7500","0","0","1004216","0","讓信賴度達到100吧","0","94002","0","0","0","100","4"
"12","0","0","20025","0","0","0","17500","0","0","1004217","0","讓信賴度達到200吧","0","94002","0","0","0","200","4"
"8","0","0","20025","0","0","0","30","0","0","1004218","0","讓信賴度達到500吧","0","91002","0","0","0","500","4"
"12","0","0","20025","0","0","0","40000","0","0","1004219","0","讓信賴度達到800吧","0","94002","0","0","0","800","4"
"8","0","0","20025","0","0","0","90","0","0","1004220","0","讓信賴度達到MAX吧","0","91002","0","0","0","1000","4"
"12","0","0","20025","0","0","0","7500","0","0","1004221","0","讓信賴度達到100吧","0","94002","0","0","0","100","5"
"12","0","0","20025","0","0","0","17500","0","0","1004222","0","讓信賴度達到200吧","0","94002","0","0","0","200","5"
"8","0","0","20025","0","0","0","30","0","0","1004223","0","讓信賴度達到500吧","0","91002","0","0","0","500","5"
"12","0","0","20025","0","0","0","40000","0","0","1004224","0","讓信賴度達到800吧","0","94002","0","0","0","800","5"
"8","0","0","20025","0","0","0","90","0","0","1004225","0","讓信賴度達到MAX吧","0","91002","0","0","0","1000","5"
"12","0","0","20026","0","0","0","10000","0","0","1004401","0","讓信賴度達到100吧","0","94002","0","0","0","100","1"
"12","0","0","20026","0","0","0","25000","0","0","1004402","0","讓信賴度達到200吧","0","94002","0","0","0","200","1"
"8","0","0","20026","0","0","0","50","0","0","1004403","0","讓信賴度達到500吧","0","91002","0","0","0","500","1"
"12","0","0","20026","0","0","0","50000","0","0","1004404","0","讓信賴度達到800吧","0","94002","0","0","0","800","1"
"8","0","0","20026","0","0","0","100","0","0","1004405","0","讓信賴度達到MAX吧","0","91002","0","0","0","1000","1"
"12","0","0","20026","0","0","0","10000","0","0","1004406","0","讓信賴度達到100吧","0","94002","0","0","0","100","2"
"12","0","0","20026","0","0","0","25000","0","0","1004407","0","讓信賴度達到200吧","0","94002","0","0","0","200","2"
"8","0","0","20026","0","0","0","50","0","0","1004408","0","讓信賴度達到500吧","0","91002","0","0","0","500","2"
"12","0","0","20026","0","0","0","50000","0","0","1004409","0","讓信賴度達到800吧","0","94002","0","0","0","800","2"
"8","0","0","20026","0","0","0","100","0","0","1004410","0","讓信賴度達到MAX吧","0","91002","0","0","0","1000","2"
"12","0","0","20026","0","0","0","10000","0","0","1004411","0","讓信賴度達到100吧","0","94002","0","0","0","100","3"
"12","0","0","20026","0","0","0","25000","0","0","1004412","0","讓信賴度達到200吧","0","94002","0","0","0","200","3"
"8","0","0","20026","0","0","0","50","0","0","1004413","0","讓信賴度達到500吧","0","91002","0","0","0","500","3"
"12","0","0","20026","0","0","0","50000","0","0","1004414","0","讓信賴度達到800吧","0","94002","0","0","0","800","3"
"8","0","0","20026","0","0","0","100","0","0","1004415","0","讓信賴度達到MAX吧","0","91002","0","0","0","1000","3"
"12","0","0","20028","0","0","0","15000","0","0","1004801","0","讓信賴度達到100吧","0","94002","0","0","0","100","1"
"12","0","0","20028","0","0","0","37500","0","0","1004802","0","讓信賴度達到200吧","0","94002","0","0","0","200","1"
"8","0","0","20028","0","0","0","75","0","0","1004803","0","讓信賴度達到500吧","0","91002","0","0","0","500","1"
"12","0","0","20028","0","0","0","75000","0","0","1004804","0","讓信賴度達到800吧","0","94002","0","0","0","800","1"
"8","0","0","20028","0","0","0","150","0","0","1004805","0","讓信賴度達到MAX吧","0","91002","0","0","0","1000","1"
"12","0","0","20028","0","0","0","15000","0","0","1004806","0","讓信賴度達到100吧","0","94002","0","0","0","100","2"
"12","0","0","20028","0","0","0","37500","0","0","1004807","0","讓信賴度達到200吧","0","94002","0","0","0","200","2"
"8","0","0","20028","0","0","0","75","0","0","1004808","0","讓信賴度達到500吧","0","91002","0","0","0","500","2"
"12","0","0","20028","0","0","0","75000","0","0","1004809","0","讓信賴度達到800吧","0","94002","0","0","0","800","2"
"8","0","0","20028","0","0","0","150","0","0","1004810","0","讓信賴度達到MAX吧","0","91002","0","0","0","1000","2"
"12","0","0","20029","0","0","0","10000","0","0","1005001","0","讓信賴度達到100吧","0","94002","0","0","0","100","1"
"12","0","0","20029","0","0","0","25000","0","0","1005002","0","讓信賴度達到200吧","0","94002","0","0","0","200","1"
"8","0","0","20029","0","0","0","50","0","0","1005003","0","讓信賴度達到500吧","0","91002","0","0","0","500","1"
"12","0","0","20029","0","0","0","50000","0","0","1005004","0","讓信賴度達到800吧","0","94002","0","0","0","800","1"
"8","0","0","20029","0","0","0","100","0","0","1005005","0","讓信賴度達到MAX吧","0","91002","0","0","0","1000","1"
"12","0","0","20029","0","0","0","10000","0","0","1005006","0","讓信賴度達到100吧","0","94002","0","0","0","100","2"
"12","0","0","20029","0","0","0","25000","0","0","1005007","0","讓信賴度達到200吧","0","94002","0","0","0","200","2"
"8","0","0","20029","0","0","0","50","0","0","1005008","0","讓信賴度達到500吧","0","91002","0","0","0","500","2"
"12","0","0","20029","0","0","0","50000","0","0","1005009","0","讓信賴度達到800吧","0","94002","0","0","0","800","2"
"8","0","0","20029","0","0","0","100","0","0","1005010","0","讓信賴度達到MAX吧","0","91002","0","0","0","1000","2"
"12","0","0","20029","0","0","0","10000","0","0","1005011","0","讓信賴度達到100吧","0","94002","0","0","0","100","3"
"12","0","0","20029","0","0","0","25000","0","0","1005012","0","讓信賴度達到200吧","0","94002","0","0","0","200","3"
"8","0","0","20029","0","0","0","50","0","0","1005013","0","讓信賴度達到500吧","0","91002","0","0","0","500","3"
"12","0","0","20029","0","0","0","50000","0","0","1005014","0","讓信賴度達到800吧","0","94002","0","0","0","800","3"
"8","0","0","20029","0","0","0","100","0","0","1005015","0","讓信賴度達到MAX吧","0","91002","0","0","0","1000","3"
"12","0","0","20030","0","0","0","15000","0","0","1005201","0","讓信賴度達到100吧","0","94002","0","0","0","100","1"
"12","0","0","20030","0","0","0","37500","0","0","1005202","0","讓信賴度達到200吧","0","94002","0","0","0","200","1"
"8","0","0","20030","0","0","0","75","0","0","1005203","0","讓信賴度達到500吧","0","91002","0","0","0","500","1"
"12","0","0","20030","0","0","0","75000","0","0","1005204","0","讓信賴度達到800吧","0","94002","0","0","0","800","1"
"8","0","0","20030","0","0","0","150","0","0","1005205","0","讓信賴度達到MAX吧","0","91002","0","0","0","1000","1"
"12","0","0","20030","0","0","0","15000","0","0","1005206","0","讓信賴度達到100吧","0","94002","0","0","0","100","2"
"12","0","0","20030","0","0","0","37500","0","0","1005207","0","讓信賴度達到200吧","0","94002","0","0","0","200","2"
"8","0","0","20030","0","0","0","75","0","0","1005208","0","讓信賴度達到500吧","0","91002","0","0","0","500","2"
"12","0","0","20030","0","0","0","75000","0","0","1005209","0","讓信賴度達到800吧","0","94002","0","0","0","800","2"
"8","0","0","20030","0","0","0","150","0","0","1005210","0","讓信賴度達到MAX吧","0","91002","0","0","0","1000","2"
"12","0","0","20031","0","0","0","15000","0","0","1005401","0","讓信賴度達到100吧","0","94002","0","0","0","100","1"
"12","0","0","20031","0","0","0","37500","0","0","1005402","0","讓信賴度達到200吧","0","94002","0","0","0","200","1"
"8","0","0","20031","0","0","0","75","0","0","1005403","0","讓信賴度達到500吧","0","91002","0","0","0","500","1"
"12","0","0","20031","0","0","0","75000","0","0","1005404","0","讓信賴度達到800吧","0","94002","0","0","0","800","1"
"8","0","0","20031","0","0","0","150","0","0","1005405","0","讓信賴度達到MAX吧","0","91002","0","0","0","1000","1"
"12","0","0","20031","0","0","0","15000","0","0","1005406","0","讓信賴度達到100吧","0","94002","0","0","0","100","2"
"12","0","0","20031","0","0","0","37500","0","0","1005407","0","讓信賴度達到200吧","0","94002","0","0","0","200","2"
"8","0","0","20031","0","0","0","75","0","0","1005408","0","讓信賴度達到500吧","0","91002","0","0","0","500","2"
"12","0","0","20031","0","0","0","75000","0","0","1005409","0","讓信賴度達到800吧","0","94002","0","0","0","800","2"
"8","0","0","20031","0","0","0","150","0","0","1005410","0","讓信賴度達到MAX吧","0","91002","0","0","0","1000","2"
"12","0","0","20032","0","0","0","6000","0","0","1005601","0","讓信賴度達到100吧","0","94002","0","0","0","100","1"
"12","0","0","20032","0","0","0","15000","0","0","1005602","0","讓信賴度達到200吧","0","94002","0","0","0","200","1"
"8","0","0","20032","0","0","0","30","0","0","1005603","0","讓信賴度達到500吧","0","91002","0","0","0","500","1"
"12","0","0","20032","0","0","0","30000","0","0","1005604","0","讓信賴度達到800吧","0","94002","0","0","0","800","1"
"8","0","0","20032","0","0","0","60","0","0","1005605","0","讓信賴度達到MAX吧","0","91002","0","0","0","1000","1"
