632eb6bd63aecd87c86477486325944e3551cef4723ae2acda845c54489fe138,2626eab18d5649c038150632c0bc82fc4fb63e533f799793b2a77a9c40d47c22,4cf7a21f433ac958837a70be441ec62c1d9a0c220a2151b9b6936d4fe8bead77,414f090a02eb417df751f7fb7828a432822abd2ff38334c9632ad6ffa3e524de,1b6ff69102a5aeb3098bb5bed2adb60f15169f86055033dcaf71c23aee5dea81,9585939855de991a1b7d4bf344cdba4070ca9357a52d8248cdd5012c91a18c81,58edf864054a2f018ff5e4cbb7412b44b272f3e06089dc624e06a56f82af3cf6,1e6d7d63a4f8d30d2549ca5198c944781af5c9f3c9dc6bb2ce6b942499cf7578,e8050f2de4ddb142ed56a1b5f97c3b334dbfe168941d13886e5c947cc642f4f4,63b7e22135ad7c165d290d1ec666931dbc0f090861edc02315b3d91319f978a8,c62a954773e3cd11ce8e1f49f51c28e42cd8fa835d8b8266df562ddd02b83a0a,3f25076e5bd1dfd4bdf509d6f6bd78943bdd98412587aa8bf89cc30dad5b8104,dc3f7546e42f157b3683050b9d02cd8140072c204d43bfa686f27b7a40bb407b,2436cbcb36b1dc708ad81d00b299aee436cd06d0d89ac41c73a2bf1c6d3a85d8,00ac85a3e90400f0571c19b58b42f3f472ebde2c5779827e5cdc8653830465db
"16","0","0","610134009","0","1","102312003","0","0","61013401","0","0","610134504","0","0"
"16","0","0","610136004","0","1","102401001","0","0","61013601","0","0","610136404","0","0"
"16","0","0","610136005","0","1","102401002","0","0","61013601","0","0","610136405","0","0"
"16","0","0","610136006","0","1","102401003","0","0","61013601","0","0","610136406","0","0"
"16","0","0","610136007","0","1","102401004","0","0","61013601","0","0","610136504","0","0"
"16","0","0","610136008","0","1","102401005","0","0","61013601","0","0","610136505","0","0"
"16","0","0","610136009","0","1","102401006","0","0","61013601","0","0","610136506","0","0"
"16","0","0","610137007","0","1","102401007","0","0","61013601","0","0","610137504","0","0"
"16","0","0","610137008","0","1","102401008","0","0","61013601","0","0","610137504","0","0"
"16","0","0","610137009","0","1","102401009","0","0","61013601","0","0","610137504","0","0"
"16","0","0","610140007","0","1","102402001","0","0","61014001","0","0","610140504","0","0"
"16","0","0","610140008","0","1","102402002","0","0","61014001","0","0","610140504","0","0"
"16","0","0","610140009","0","1","102402003","0","0","61014001","0","0","610140504","0","0"
"16","0","0","610142004","0","1","102403001","0","0","61014201","0","0","610142404","0","0"
"16","0","0","610142005","0","1","102403002","0","0","61014201","0","0","610142405","0","0"
"16","0","0","610142006","0","1","102403003","0","0","61014201","0","0","610142406","0","0"
"16","0","0","610142007","0","1","102403004","0","0","61014201","0","0","610142504","0","0"
"16","0","0","610142008","0","1","102403005","0","0","61014201","0","0","610142505","0","0"
"16","0","0","610142009","0","1","102403006","0","0","61014201","0","0","610142506","0","0"
"16","0","0","610144004","0","1","102404001","0","0","61014401","0","0","610144404","0","0"
"16","0","0","610144005","0","1","102404002","0","0","61014401","0","0","610144405","0","0"
"16","0","0","610144006","0","1","102404003","0","0","61014401","0","0","610144406","0","0"
"16","0","0","610144007","0","1","102404004","0","0","61014401","0","0","610144504","0","0"
"16","0","0","610144008","0","1","102404005","0","0","61014401","0","0","610144505","0","0"
"16","0","0","610144009","0","1","102404006","0","0","61014401","0","0","610144506","0","0"
"16","0","0","610146004","0","1","102405001","0","0","61014601","0","0","610146404","0","0"
"16","0","0","610146005","0","1","102405002","0","0","61014601","0","0","610146405","0","0"
"16","0","0","610146006","0","1","102405003","0","0","61014601","0","0","610146406","0","0"
"16","0","0","610146007","0","1","102405004","0","0","61014601","0","0","610146504","0","0"
"16","0","0","610146008","0","1","102405005","0","0","61014601","0","0","610146505","0","0"
"16","0","0","610146009","0","1","102405006","0","0","61014601","0","0","610146506","0","0"
"16","0","0","610148004","0","1","102406001","0","0","61014801","0","0","610148404","0","0"
"16","0","0","610148005","0","1","102406002","0","0","61014801","0","0","610148405","0","0"
"16","0","0","610148006","0","1","102406003","0","0","61014801","0","0","610148406","0","0"
"16","0","0","610148007","0","1","102406004","0","0","61014801","0","0","610148504","0","0"
"16","0","0","610148008","0","1","102406005","0","0","61014801","0","0","610148505","0","0"
"16","0","0","610148009","0","1","102406006","0","0","61014801","0","0","610148506","0","0"
"16","0","0","610150004","0","4","102407001","0","0","61015001","0","0","610150404","0","0"
"16","0","0","610150005","0","4","102407002","0","0","61015001","0","0","610150405","0","0"
"16","0","0","610150006","0","4","102407003","0","0","61015001","0","0","610150406","0","0"
"16","0","0","610150007","0","4","102407004","0","0","61015001","0","0","610150504","0","0"
"16","0","0","610150008","0","4","102407005","0","0","61015001","0","0","610150505","0","0"
"16","0","0","610150009","0","4","102407006","0","0","61015001","0","0","610150506","0","0"
"16","0","0","610152004","0","4","102408001","0","0","61015201","0","0","610152404","0","0"
"16","0","0","610152005","0","4","102408002","0","0","61015201","0","0","610152405","0","0"
"16","0","0","610152006","0","4","102408003","0","0","61015201","0","0","610152406","0","0"
"16","0","0","610152007","0","4","102408004","0","0","61015201","0","0","610152504","0","0"
"16","0","0","610152008","0","4","102408005","0","0","61015201","0","0","610152505","0","0"
"16","0","0","610152009","0","4","102408006","0","0","61015201","0","0","610152506","0","0"
"16","0","0","610154004","0","4","102409001","0","0","61015401","0","0","610154404","0","0"
"16","0","0","610154005","0","4","102409002","0","0","61015401","0","0","610154405","0","0"
"16","0","0","610154006","0","4","102409003","0","0","61015401","0","0","610154406","0","0"
"16","0","0","610154007","0","4","102409004","0","0","61015401","0","0","610154504","0","0"
"16","0","0","610154008","0","4","102409005","0","0","61015401","0","0","610154505","0","0"
"16","0","0","610154009","0","4","102409006","0","0","61015401","0","0","610154506","0","0"
"16","0","0","610156004","0","4","102410001","0","0","61015501","0","0","610156404","0","0"
"16","0","0","610156005","0","4","102410002","0","0","61015501","0","0","610156405","0","0"
"16","0","0","610156006","0","4","102410003","0","0","61015501","0","0","610156406","0","0"
"16","0","0","610156007","0","4","102410004","0","0","61015501","0","0","610156504","0","0"
"16","0","0","610156008","0","4","102410005","0","0","61015501","0","0","610156505","0","0"
"16","0","0","610156009","0","4","102410006","0","0","61015501","0","0","610156506","0","0"
"16","0","0","610158004","0","4","102411001","0","0","61015801","0","0","610158404","0","0"
"16","0","0","610158005","0","4","102411002","0","0","61015801","0","0","610158405","0","0"
"16","0","0","610158006","0","4","102411003","0","0","61015801","0","0","610158406","0","0"
"16","0","0","610158007","0","4","102411004","0","0","61015801","0","0","610158504","0","0"
"16","0","0","610158008","0","4","102411005","0","0","61015801","0","0","610158505","0","0"
"16","0","0","610158009","0","4","102411006","0","0","61015801","0","0","610158506","0","0"
"16","0","0","610160004","0","4","102412001","0","0","61016001","0","0","610160404","0","0"
"16","0","0","610160005","0","4","102412002","0","0","61016001","0","0","610160405","0","0"
"16","0","0","610160006","0","4","102412003","0","0","61016001","0","0","610160406","0","0"
"16","0","0","610160007","0","4","102412004","0","0","61016001","0","0","610160504","0","0"
"16","0","0","610160008","0","4","102412005","0","0","61016001","0","0","610160505","0","0"
"16","0","0","610160009","0","4","102412006","0","0","61016001","0","0","610160506","0","0"
"57","0","0","610201101","0","4","102501001","0","0","61016201","0","0","610201102","0","0"
"58","0","0","610201102","0","4","102501002","0","0","61016201","0","0","610201204","0","0"
"58","0","0","610201103","0","4","102501003","0","0","61016201","0","0","610201205","0","0"
"58","0","0","610201104","0","4","102501004","0","0","61016201","0","0","610201206","0","0"
"58","0","0","610201105","0","4","102501005","0","0","61016201","0","0","610201304","0","0"
"58","0","0","610201106","0","4","102501006","0","0","61016201","0","0","610201305","0","0"
"58","0","0","610201107","0","4","102501007","0","0","61016201","0","0","610201306","0","0"
"57","0","0","610201151","0","4","102501011","0","0","61016201","0","0","610201152","0","0"
"58","0","0","610201152","0","4","102501012","0","0","61016201","0","0","610201254","0","0"
"58","0","0","610201153","0","4","102501013","0","0","61016201","0","0","610201255","0","0"
"58","0","0","610201154","0","4","102501014","0","0","61016201","0","0","610201256","0","0"
"58","0","0","610201155","0","4","102501015","0","0","61016201","0","0","610201354","0","0"
"58","0","0","610201156","0","4","102501016","0","0","61016201","0","0","610201355","0","0"
"58","0","0","610201157","0","4","102501017","0","0","61016201","0","0","610201356","0","0"
"57","0","0","610202101","0","4","102502001","0","0","61016401","0","0","610202102","0","0"
"58","0","0","610202102","0","4","102502002","0","0","61016401","0","0","610202204","0","0"
"58","0","0","610202103","0","4","102502003","0","0","61016401","0","0","610202205","0","0"
"58","0","0","610202104","0","4","102502004","0","0","61016401","0","0","610202206","0","0"
"58","0","0","610202105","0","4","102502005","0","0","61016401","0","0","610202304","0","0"
"58","0","0","610202106","0","4","102502006","0","0","61016401","0","0","610202305","0","0"
"58","0","0","610202107","0","4","102502007","0","0","61016401","0","0","610202306","0","0"
"57","0","0","610203101","0","4","102503001","0","0","61016601","0","0","610203102","0","0"
"58","0","0","610203102","0","4","102503002","0","0","61016601","0","0","610203204","0","0"
"58","0","0","610203103","0","4","102503003","0","0","61016601","0","0","610203205","0","0"
"58","0","0","610203104","0","4","102503004","0","0","61016601","0","0","610203206","0","0"
"58","0","0","610203105","0","4","102503005","0","0","61016601","0","0","610203304","0","0"
"58","0","0","610203106","0","4","102503006","0","0","61016601","0","0","610203305","0","0"
"58","0","0","610203107","0","4","102503007","0","0","61016601","0","0","610203306","0","0"
"57","0","0","610204101","0","4","102504001","0","0","61016801","0","0","610204102","0","0"
"58","0","0","610204102","0","4","102504002","0","0","61016801","0","0","610204204","0","0"
"58","0","0","610204103","0","4","102504003","0","0","61016801","0","0","610204205","0","0"
"58","0","0","610204104","0","4","102504004","0","0","61016801","0","0","610204206","0","0"
"58","0","0","610204105","0","4","102504005","0","0","61016801","0","0","610204304","0","0"
"58","0","0","610204106","0","4","102504006","0","0","61016801","0","0","610204305","0","0"
"58","0","0","610204107","0","4","102504007","0","0","61016801","0","0","610204306","0","0"
"57","0","0","610205101","0","4","102505001","0","0","61017001","0","0","610205102","0","0"
"58","0","0","610205102","0","4","102505002","0","0","61017001","0","0","610205204","0","0"
"58","0","0","610205103","0","1","102505003","0","0","61017001","0","0","610205205","0","0"
"58","0","0","610205104","0","4","102505004","0","0","61017001","0","0","610205206","0","0"
"58","0","0","610205105","0","4","102505005","0","0","61017001","0","0","610205304","0","0"
"58","0","0","610205106","0","1","102505006","0","0","61017001","0","0","610205305","0","0"
"58","0","0","610205107","0","4","102505007","0","0","61017001","0","0","610205306","0","0"
"57","0","0","610206101","0","4","102506001","0","0","61017201","0","0","610206102","0","0"
"58","0","0","610206102","0","4","102506002","0","0","61017201","0","0","610206204","0","0"
"58","0","0","610206103","0","4","102506003","0","0","61017201","0","0","610206205","0","0"
"58","0","0","610206104","0","4","102506004","0","0","61017201","0","0","610206206","0","0"
"58","0","0","610206105","0","4","102506005","0","0","61017201","0","0","610206304","0","0"
"58","0","0","610206106","0","4","102506006","0","0","61017201","0","0","610206305","0","0"
"58","0","0","610206107","0","4","102506007","0","0","61017201","0","0","610206306","0","0"
"57","0","0","610207101","0","4","102507001","0","0","61017401","0","0","610207102","0","0"
"58","0","0","610207102","0","4","102507002","0","0","61017401","0","0","610207204","0","0"
"58","0","0","610207103","0","4","102507003","0","0","61017401","0","0","610207205","0","0"
"58","0","0","610207104","0","4","102507004","0","0","61017401","0","0","610207206","0","0"
"58","0","0","610207105","0","4","102507005","0","0","61017401","0","0","610207304","0","0"
"58","0","0","610207106","0","4","102507006","0","0","61017401","0","0","610207305","0","0"
"58","0","0","610207107","0","4","102507007","0","0","61017401","0","0","610207306","0","0"
"57","0","0","610208101","0","1","102508001","0","0","61017601","0","0","610208102","0","0"
"58","0","0","610208102","0","4","102508002","0","0","61017601","0","0","610208204","0","0"
"58","0","0","610208103","0","4","102508003","0","0","61017601","0","0","610208205","0","0"
"58","0","0","610208104","0","1","102508004","0","0","61017601","0","0","610208206","0","0"
"58","0","0","610208105","0","4","102508005","0","0","61017601","0","0","610208304","0","0"
"58","0","0","610208106","0","4","102508006","0","0","61017601","0","0","610208305","0","0"
"58","0","0","610208107","0","1","102508007","0","0","61017601","0","0","610208306","0","0"
"57","0","0","610209101","0","4","102509001","0","0","61017801","0","0","610209102","0","0"
"58","0","0","610209102","0","4","102509002","0","0","61017801","0","0","610209204","0","0"
"58","0","0","610209103","0","4","102509003","0","0","61017801","0","0","610209205","0","0"
"58","0","0","610209104","0","4","102509004","0","0","61017801","0","0","610209206","0","0"
"58","0","0","610209105","0","4","102509005","0","0","61017801","0","0","610209304","0","0"
"58","0","0","610209106","0","4","102509006","0","0","61017801","0","0","610209305","0","0"
"58","0","0","610209107","0","4","102509007","0","0","61017801","0","0","610209306","0","0"
"57","0","0","610210101","0","4","102510001","0","0","61018001","0","0","610210102","0","0"
"58","0","0","610210102","0","4","102510002","0","0","61018001","0","0","610210204","0","0"
"58","0","0","610210103","0","4","102510003","0","0","61018001","0","0","610210205","0","0"
"58","0","0","610210104","0","4","102510004","0","0","61018001","0","0","610210206","0","0"
"58","0","0","610210105","0","4","102510005","0","0","61018001","0","0","610210304","0","0"
"58","0","0","610210106","0","4","102510006","0","0","61018001","0","0","610210305","0","0"
"58","0","0","610210107","0","4","102510007","0","0","61018001","0","0","610210306","0","0"
"57","0","0","610211101","0","4","102511001","0","0","61018201","0","0","610211102","0","0"
"58","0","0","610211102","0","4","102511002","0","0","61018201","0","0","610211204","0","0"
"58","0","0","610211103","0","4","102511003","0","0","61018201","0","0","610211205","0","0"
"58","0","0","610211104","0","4","102511004","0","0","61018201","0","0","610211206","0","0"
"58","0","0","610211105","0","4","102511005","0","0","61018201","0","0","610211304","0","0"
"58","0","0","610211106","0","4","102511006","0","0","61018201","0","0","610211305","0","0"
"58","0","0","610211107","0","4","102511007","0","0","61018201","0","0","610211306","0","0"
"57","0","0","610212101","0","4","102512001","0","0","61018401","0","0","610212102","0","0"
"58","0","0","610212102","0","4","102512002","0","0","61018401","0","0","610212204","0","0"
"58","0","0","610212103","0","4","102512003","0","0","61018401","0","0","610212205","0","0"
"58","0","0","610212104","0","4","102512004","0","0","61018401","0","0","610212206","0","0"
"58","0","0","610212105","0","4","102512005","0","0","61018401","0","0","610212304","0","0"
"58","0","0","610212106","0","4","102512006","0","0","61018401","0","0","610212305","0","0"
"58","0","0","610212107","0","4","102512007","0","0","61018401","0","0","610212306","0","0"
"16","0","0","610062004","0","1","102512501","0","0","0","0","0","610062701","0","0"
"16","0","0","610062005","0","1","102512502","0","0","0","0","0","610062702","0","0"
"16","0","0","610062006","0","1","102512503","0","0","0","0","0","610062703","0","0"
"16","0","0","610063004","0","1","102512504","0","0","0","0","0","610063441","0","0"
"16","0","0","610063005","0","1","102512505","0","0","0","0","0","610063442","0","0"
"16","0","0","610063006","0","1","102512506","0","0","0","0","0","610063443","0","0"
"57","0","0","610213101","0","4","102513001","0","0","61018601","0","0","610213104","0","0"
"58","0","0","610213102","0","4","102513002","0","0","61018601","0","0","610213210","0","0"
"58","0","0","610213103","0","4","102513003","0","0","61018601","0","0","610213211","0","0"
"58","0","0","610213104","0","4","102513004","0","0","61018601","0","0","610213212","0","0"
"58","0","0","610213105","0","4","102513005","0","0","61018601","0","0","610213310","0","0"
"58","0","0","610213106","0","4","102513006","0","0","61018601","0","0","610213311","0","0"
"58","0","0","610213107","0","4","102513007","0","0","61018601","0","0","610213312","0","0"
"57","0","0","610213151","0","2","102513051","0","0","61018601","0","0","610213152","0","0"
"58","0","0","610213152","0","2","102513052","0","0","61018601","0","0","610213254","0","0"
"58","0","0","610213153","0","2","102513053","0","0","61018601","0","0","610213255","0","0"
"58","0","0","610213154","0","2","102513054","0","0","61018601","0","0","610213256","0","0"
"58","0","0","610213155","0","2","102513055","0","0","61018601","0","0","610213354","0","0"
"58","0","0","610213156","0","2","102513056","0","0","61018601","0","0","610213355","0","0"
"58","0","0","610213157","0","2","102513057","0","0","61018601","0","0","610213356","0","0"
"57","0","0","610214101","0","4","102514051","0","0","61018801","0","0","610214102","0","0"
"58","0","0","610214102","0","4","102514052","0","0","61018801","0","0","610214204","0","0"
"58","0","0","610214103","0","4","102514053","0","0","61018801","0","0","610214205","0","0"
"58","0","0","610214104","0","4","102514054","0","0","61018801","0","0","610214206","0","0"
"58","0","0","610214105","0","4","102514055","0","0","61018801","0","0","610214304","0","0"
"58","0","0","610214106","0","4","102514056","0","0","61018801","0","0","610214305","0","0"
"58","0","0","610214107","0","4","102514057","0","0","61018801","0","0","610214306","0","0"
"0","0","0","120690033","0","1","102691001","0","0","0","0","0","102690311","0","0"
"0","0","0","120700033","0","1","102701001","0","0","0","0","0","102700311","0","0"
"0","0","0","120710033","0","1","102711001","0","0","0","0","0","102710311","0","0"
"0","0","0","120720033","0","1","102721001","0","0","0","0","0","102720311","0","0"
"0","0","0","120730033","0","1","102731001","0","0","0","0","0","102730311","0","0"
"0","0","0","120740033","0","1","102741001","0","0","0","0","0","102740311","0","0"
"0","0","0","120760033","0","1","102761001","0","0","0","0","0","102760311","0","0"
"0","0","0","120770033","0","1","102771001","0","0","0","0","0","102770311","0","0"
"0","0","0","120780033","0","1","102781001","0","0","0","0","0","102780311","0","0"
"0","0","0","120790033","0","1","102791001","0","0","0","0","0","102790311","0","0"
"39","0","0","150780021","0","1","390078001","0","0","0","0","0","105780202","0","0"
"39","0","0","150780041","0","1","390078002","0","0","0","0","0","105780402","0","0"
"39","0","0","150780061","0","1","390078003","0","0","0","0","0","105780602","0","0"
"39","0","0","150790021","0","1","390079001","0","0","0","0","0","105790202","0","0"
"39","0","0","150790041","0","1","390079002","0","0","0","0","0","105790402","0","0"
"39","0","0","150790061","0","1","390079003","0","0","0","0","0","105790602","0","0"
"39","0","0","150800011","0","1","390080001","0","0","0","0","0","105800102","0","0"
"9","0","0","401705101","0","1","401705101","0","0","0","0","0","401705112","0","0"
"9","0","0","401705102","0","1","401705102","0","0","0","0","0","401705113","0","0"
"9","0","0","401705105","0","1","401705105","0","0","0","0","0","401705114","0","0"
"9","0","0","401705106","0","1","401705106","0","0","0","0","0","401705115","0","0"
"9","0","0","401705107","0","1","401705107","0","0","0","0","0","401705116","0","0"
"9","0","0","401705201","0","1","401705201","0","0","0","0","0","401705212","0","0"
"9","0","0","401705202","0","1","401705202","0","0","0","0","0","401705213","0","0"
"9","0","0","401705205","0","1","401705205","0","0","0","0","0","401705214","0","0"
"9","0","0","401705206","0","1","401705206","0","0","0","0","0","401705215","0","0"
"9","0","0","401705207","0","1","401705207","0","0","0","0","0","401705216","0","0"
"9","0","0","401705301","0","1","401705301","0","0","0","0","0","401705312","0","0"
"9","0","0","401705302","0","1","401705302","0","0","0","0","0","401705313","0","0"
"9","0","0","401705305","0","1","401705305","0","0","0","0","0","401705314","0","0"
"9","0","0","401705306","0","1","401705306","0","0","0","0","0","401705315","0","0"
"9","0","0","401705307","0","1","401705307","0","0","0","0","0","401705316","0","0"
"9","0","0","401705401","0","1","401705401","0","0","0","0","0","401705412","0","0"
"9","0","0","401705402","0","1","401705402","0","0","0","0","0","401705413","0","0"
"9","0","0","401705405","0","1","401705405","0","0","0","0","0","401705414","0","0"
"9","0","0","401705406","0","1","401705406","0","0","0","0","0","401705415","0","0"
"9","0","0","401705407","0","1","401705407","0","0","0","0","0","401705416","0","0"
"9","0","0","401705501","0","1","401705501","0","0","0","0","0","401705512","0","0"
"9","0","0","401705502","0","1","401705502","0","0","0","0","0","401705513","0","0"
"9","0","0","401705505","0","1","401705505","0","0","0","0","0","401705514","0","0"
"9","0","0","401705506","0","1","401705506","0","0","0","0","0","401705515","0","0"
"9","0","0","401705507","0","1","401705507","0","0","0","0","0","401705516","0","0"
"9","0","0","401705601","0","1","401705601","0","0","0","0","0","401705612","0","0"
"9","0","0","401705602","0","1","401705602","0","0","0","0","0","401705613","0","0"
"9","0","0","401705605","0","1","401705605","0","0","0","0","0","401705614","0","0"
"9","0","0","401705606","0","1","401705606","0","0","0","0","0","401705615","0","0"
"9","0","0","401705607","0","1","401705607","0","0","0","0","0","401705616","0","0"
"9","0","0","401705701","0","1","401705701","0","0","0","0","0","401705712","0","0"
"9","0","0","401705702","0","1","401705702","0","0","0","0","0","401705713","0","0"
"9","0","0","401705705","0","1","401705705","0","0","0","0","0","401705714","0","0"
"9","0","0","401705706","0","1","401705706","0","0","0","0","0","401705715","0","0"
"9","0","0","401705707","0","1","401705707","0","0","0","0","0","401705716","0","0"
"9","0","0","401706101","0","1","401706101","0","0","0","0","0","401706109","0","0"
"9","0","0","401706102","0","1","401706102","0","0","0","0","0","401706110","0","0"
"9","0","0","401706103","0","1","401706103","0","0","0","0","0","401706111","0","0"
"9","0","0","401706104","0","1","401706104","0","0","0","0","0","401706112","0","0"
"9","0","0","401706108","0","1","401706108","0","0","0","0","0","401706113","0","0"
"9","0","0","401706201","0","1","401706201","0","0","0","0","0","401706209","0","0"
"9","0","0","401706202","0","1","401706202","0","0","0","0","0","401706210","0","0"
"9","0","0","401706203","0","1","401706203","0","0","0","0","0","401706211","0","0"
"9","0","0","401706204","0","1","401706204","0","0","0","0","0","401706212","0","0"
"9","0","0","401706208","0","1","401706208","0","0","0","0","0","401706213","0","0"
"9","0","0","401706301","0","1","401706301","0","0","0","0","0","401706309","0","0"
"9","0","0","401706302","0","1","401706302","0","0","0","0","0","401706310","0","0"
"9","0","0","401706303","0","1","401706303","0","0","0","0","0","401706311","0","0"
"9","0","0","401706304","0","1","401706304","0","0","0","0","0","401706312","0","0"
"9","0","0","401706308","0","1","401706308","0","0","0","0","0","401706313","0","0"
"9","0","0","401706401","0","1","401706401","0","0","0","0","0","401706409","0","0"
"9","0","0","401706402","0","1","401706402","0","0","0","0","0","401706410","0","0"
"9","0","0","401706403","0","1","401706403","0","0","0","0","0","401706411","0","0"
"9","0","0","401706404","0","1","401706404","0","0","0","0","0","401706412","0","0"
"9","0","0","401706408","0","1","401706408","0","0","0","0","0","401706413","0","0"
"9","0","0","401706501","0","1","401706501","0","0","0","0","0","401706509","0","0"
"9","0","0","401706502","0","1","401706502","0","0","0","0","0","401706510","0","0"
"9","0","0","401706503","0","1","401706503","0","0","0","0","0","401706511","0","0"
"9","0","0","401706504","0","1","401706504","0","0","0","0","0","401706512","0","0"
"9","0","0","401706508","0","1","401706508","0","0","0","0","0","401706513","0","0"
"9","0","0","401706601","0","1","401706601","0","0","0","0","0","401706609","0","0"
"9","0","0","401706602","0","1","401706602","0","0","0","0","0","401706610","0","0"
"9","0","0","401706603","0","1","401706603","0","0","0","0","0","401706611","0","0"
"9","0","0","401706604","0","1","401706604","0","0","0","0","0","401706612","0","0"
"9","0","0","401706608","0","1","401706608","0","0","0","0","0","401706613","0","0"
"9","0","0","401706701","0","1","401706701","0","0","0","0","0","401706709","0","0"
"9","0","0","401706702","0","1","401706702","0","0","0","0","0","401706710","0","0"
"9","0","0","401706703","0","1","401706703","0","0","0","0","0","401706711","0","0"
"9","0","0","401706704","0","1","401706704","0","0","0","0","0","401706712","0","0"
"9","0","0","401706708","0","1","401706708","0","0","0","0","0","401706713","0","0"
"9","0","0","401707101","0","4","401707101","0","0","0","0","0","401707109","0","0"
"9","0","0","401707102","0","4","401707102","0","0","0","0","0","401707110","0","0"
"9","0","0","401707103","0","4","401707103","0","0","0","0","0","401707111","0","0"
"9","0","0","401707104","0","4","401707104","0","0","0","0","0","401707112","0","0"
"9","0","0","401707105","0","4","401707105","0","0","0","0","0","401707113","0","0"
"9","0","0","401707201","0","4","401707201","0","0","0","0","0","401707209","0","0"
"9","0","0","401707202","0","4","401707202","0","0","0","0","0","401707210","0","0"
"9","0","0","401707203","0","4","401707203","0","0","0","0","0","401707211","0","0"
"9","0","0","401707204","0","4","401707204","0","0","0","0","0","401707212","0","0"
"9","0","0","401707205","0","4","401707205","0","0","0","0","0","401707213","0","0"
"9","0","0","401707301","0","4","401707301","0","0","0","0","0","401707309","0","0"
"9","0","0","401707302","0","4","401707302","0","0","0","0","0","401707310","0","0"
"9","0","0","401707303","0","4","401707303","0","0","0","0","0","401707311","0","0"
"9","0","0","401707304","0","4","401707304","0","0","0","0","0","401707312","0","0"
"9","0","0","401707305","0","4","401707305","0","0","0","0","0","401707313","0","0"
"9","0","0","401707401","0","4","401707401","0","0","0","0","0","401707409","0","0"
"9","0","0","401707402","0","4","401707402","0","0","0","0","0","401707410","0","0"
"9","0","0","401707403","0","4","401707403","0","0","0","0","0","401707411","0","0"
"9","0","0","401707404","0","4","401707404","0","0","0","0","0","401707412","0","0"
"9","0","0","401707405","0","4","401707405","0","0","0","0","0","401707413","0","0"
"9","0","0","401707501","0","4","401707501","0","0","0","0","0","401707509","0","0"
"9","0","0","401707502","0","4","401707502","0","0","0","0","0","401707510","0","0"
"9","0","0","401707503","0","4","401707503","0","0","0","0","0","401707511","0","0"
"9","0","0","401707504","0","4","401707504","0","0","0","0","0","401707512","0","0"
"9","0","0","401707505","0","4","401707505","0","0","0","0","0","401707513","0","0"
"9","0","0","401707601","0","4","401707601","0","0","0","0","0","401707609","0","0"
"9","0","0","401707602","0","4","401707602","0","0","0","0","0","401707610","0","0"
"9","0","0","401707603","0","4","401707603","0","0","0","0","0","401707611","0","0"
"9","0","0","401707604","0","4","401707604","0","0","0","0","0","401707612","0","0"
"9","0","0","401707605","0","4","401707605","0","0","0","0","0","401707613","0","0"
