786c1c566b2aab50926ac24b87023ab28c6413632d9c2fa081669af1a591f04d,b3c2ed1cb2c158c3794d82299eaf4404c9af703088ac1e0c5b19641b9b881a9c,1700f59ba40ba502f4d12623e3c50ef3db1f284d92ce35b65a63e1ff1ba4a4ab,21d0a2243bc594aba7d83adda0ad3e31cbc65a7093ab116f0d700418cd5d0ad0,a2d66a0f772df1c18f9db6aee4f2727c612403eb3645f3f2e44730230875d7e8,deaee71f4ec00a7ea5919c5c55f3ef81558aec6c188e39f293fb4709dcee34f6,b496a845e7787a4f1ee9d0aa393b1890132bd57fcda74dab886449136301b33b,e2bec2b49dc12ca0de19d88bc061123d16bf64f5b22e909ee2906474d6850b04,26d3d548662bbad466e88ffe35bcbf415eb569ab62675f6803c6f063853772b6,9a93fd4df20c244550f16e0c3a88ef77beef68fa38b86be2e0dfa0a270b7424d,54207fb42173a5b1032ad6adfe1496966a2bf1b1ed272cb919a6aec773abacdf,3c3306cda707fcb52833654b4b9297543460f7f7ce71a749a773db4a1808c65d,0627e9e8ee995f6311f606b99076c892e8cbf78bb092b9d03d3c6e6c32d06cf9,60a142115f064031696359f5f25920e81be19ba51b30aeb36afbfcf37a074a90,3f568f223b1757cbfb4b88542044f5ca678001b5820f8fa6a30594bf987853c9,d5e7ac389f667488e9cbf8f66925af1b4f7ff836042a72e6c65ed15276ffc813,761d3e603d8c6b9c74c11e9e405fd6dc542815d66f49ede5f0a3c540c79c489e
"1","2020/07/08 04:59:59","1","106","在 18:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2020/06/22 05:00:00","0","18001004","18001020","180000","0","1","0"
"1","2020/08/03 04:59:59","1","106","在 12:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2020/07/08 05:00:00","0","18001001","18001021","120000","0","1","0"
"1","2020/08/03 04:59:59","1","106","在 18:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2020/07/08 05:00:00","0","18001002","18001022","180000","0","1","0"
"1","2020/08/18 04:59:59","1","106","在 12:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2020/08/03 05:00:00","0","18001003","18001023","120000","0","1","0"
"1","2020/08/18 04:59:59","1","106","在 18:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2020/08/03 05:00:00","0","18001004","18001024","180000","0","1","0"
"1","2020/10/22 04:59:59","1","106","在 12:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2020/08/18 05:00:00","0","18001001","18001025","120000","0","1","0"
"1","2020/10/22 04:59:59","1","106","在 18:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2020/08/18 05:00:00","0","18001002","18001026","180000","0","1","0"
"1","2020/11/01 04:59:59","1","106","在 12:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2020/10/22 05:00:00","0","18001003","18001027","120000","0","1","0"
"1","2020/11/01 04:59:59","1","106","在 18:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2020/10/22 05:00:00","0","18001004","18001028","180000","0","1","0"
"1","2021/02/09 04:59:59","1","106","在 12:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2020/11/01 05:00:00","0","18001001","18001029","120000","0","1","0"
"1","2021/02/09 04:59:59","1","106","在 18:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2020/11/01 05:00:00","0","18001002","18001030","180000","0","1","0"
"1","2021/02/26 04:59:59","1","106","在 12:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2021/02/09 05:00:00","0","18001003","18001031","120000","0","1","0"
"1","2021/02/26 04:59:59","1","106","在 18:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2021/02/09 05:00:00","0","18001004","18001032","180000","0","1","0"
"1","2021/04/16 04:59:59","1","106","在 12:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2021/02/26 05:00:00","0","18001001","18001033","120000","0","1","0"
"1","2021/04/16 04:59:59","1","106","在 18:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2021/02/26 05:00:00","0","18001002","18001034","180000","0","1","0"
"1","2021/04/28 04:59:59","1","106","在 12:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2021/04/16 05:00:00","0","18001003","18001035","120000","0","1","0"
"1","2021/04/28 04:59:59","1","106","在 18:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2021/04/16 05:00:00","0","18001004","18001036","180000","0","1","0"
"1","2021/08/01 04:59:59","1","106","在 12:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2021/04/28 05:00:00","0","18001001","18001037","120000","0","1","0"
"1","2021/08/01 04:59:59","1","106","在 18:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2021/04/28 05:00:00","0","18001002","18001038","180000","0","1","0"
"1","2021/08/24 04:59:59","1","106","在 12:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2021/08/01 05:00:00","0","18001003","18001039","120000","0","1","0"
"1","2021/08/24 04:59:59","1","106","在 18:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2021/08/01 05:00:00","0","18001004","18001040","180000","0","1","0"
"1","2021/09/01 04:59:59","1","106","在 12:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2021/08/24 05:00:00","0","18001001","18001041","120000","0","1","0"
"1","2021/09/01 04:59:59","1","106","在 18:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2021/08/24 05:00:00","0","18001002","18001042","180000","0","1","0"
"1","2021/09/10 04:59:59","1","106","在 12:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2021/09/01 05:00:00","0","18001003","18001043","120000","0","1","0"
"1","2021/09/10 04:59:59","1","106","在 18:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2021/09/01 05:00:00","0","18001004","18001044","180000","0","1","0"
"1","2022/02/01 04:59:59","1","106","在 12:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2021/09/10 05:00:00","0","18001001","18001045","120000","0","1","0"
"1","2022/02/01 04:59:59","1","106","在 18:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2021/09/10 05:00:00","0","18001002","18001046","180000","0","1","0"
"1","2022/02/18 04:59:59","1","106","在 12:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2022/02/01 05:00:00","0","18001003","18001047","120000","0","1","0"
"1","2022/02/18 04:59:59","1","106","在 18:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2022/02/01 05:00:00","0","18001004","18001048","180000","0","1","0"
"1","2022/08/01 04:59:59","1","106","在 12:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2022/02/18 05:00:00","0","18001001","18001049","120000","0","1","0"
"1","2022/08/01 04:59:59","1","106","在 18:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2022/02/18 05:00:00","0","18001002","18001050","180000","0","1","0"
"1","2022/08/15 04:59:59","1","106","在 12:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2022/08/01 05:00:00","0","18001003","18001055","120000","0","1","0"
"1","2022/08/15 04:59:59","1","106","在 18:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2022/08/01 05:00:00","0","18001004","18001056","180000","0","1","0"
"1","2022/09/09 04:59:59","1","106","在 12:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2022/08/15 05:00:00","0","18001001","18001057","120000","0","1","0"
"1","2022/09/09 04:59:59","1","106","在 18:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2022/08/15 05:00:00","0","18001002","18001058","180000","0","1","0"
"1","2022/09/20 04:59:59","1","106","在 12:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2022/09/09 05:00:00","0","18001003","18001059","120000","0","1","0"
"1","2022/09/20 04:59:59","1","106","在 18:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2022/09/09 05:00:00","0","18001004","18001060","180000","0","1","0"
"1","2023/01/16 04:59:59","1","106","在 12:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2022/09/20 05:00:00","0","18001001","18001061","120000","0","1","0"
"1","2023/01/16 04:59:59","1","106","在 18:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2022/09/20 05:00:00","0","18001002","18001062","180000","0","1","0"
"1","2023/02/02 04:59:59","1","106","在 12:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2023/01/16 05:00:00","0","18001003","18001063","120000","0","1","0"
"1","2023/02/02 04:59:59","1","106","在 18:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2023/01/16 05:00:00","0","18001004","18001064","180000","0","1","0"
"1","2023/04/17 04:59:59","1","106","在 12:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2023/02/02 05:00:00","0","18001001","18001065","120000","0","1","0"
"1","2023/04/17 04:59:59","1","106","在 18:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2023/02/02 05:00:00","0","18001002","18001066","180000","0","1","0"
"1","2023/04/25 04:59:59","1","106","在 12:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2023/04/17 05:00:00","0","18001003","18001071","120000","0","1","0"
"1","2023/04/25 04:59:59","1","106","在 18:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2023/04/17 05:00:00","0","18001004","18001072","180000","0","1","0"
"1","2023/08/01 04:59:59","1","106","在 12:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2023/04/25 05:00:00","0","18001001","18001073","120000","0","1","0"
"1","2023/08/01 04:59:59","1","106","在 18:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2023/04/25 05:00:00","0","18001002","18001074","180000","0","1","0"
"1","2023/08/15 04:59:59","1","106","在 12:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2023/08/01 05:00:00","0","18001005","18001075","120000","0","1","0"
"1","2023/08/15 04:59:59","1","106","在 18:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2023/08/01 05:00:00","0","18001006","18001076","180000","0","1","0"
"1","2023/08/26 04:59:59","1","106","在 12:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2023/08/15 05:00:00","0","18001003","18001077","120000","0","1","0"
"1","2023/08/26 04:59:59","1","106","在 18:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2023/08/15 05:00:00","0","18001004","18001078","180000","0","1","0"
"1","2023/09/16 04:59:59","1","106","在 12:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2023/08/26 05:00:00","0","18001001","18001079","120000","0","1","0"
"1","2023/09/16 04:59:59","1","106","在 18:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2023/08/26 05:00:00","0","18001002","18001080","180000","0","1","0"
"1","2023/10/01 04:59:59","1","106","在 12:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2023/09/16 05:00:00","0","18001003","18001081","120000","0","1","0"
"1","2023/10/01 04:59:59","1","106","在 18:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2023/09/16 05:00:00","0","18001004","18001082","180000","0","1","0"
"1","2024/02/07 04:59:59","1","106","在 12:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2023/10/01 05:00:00","0","18001001","18001083","120000","0","1","0"
"1","2024/02/07 04:59:59","1","106","在 18:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2023/10/01 05:00:00","0","18001002","18001084","180000","0","1","0"
"1","2024/02/24 04:59:59","1","106","在 12:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2024/02/07 05:00:00","0","18001003","18001085","120000","0","1","0"
"1","2024/02/24 04:59:59","1","106","在 18:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2024/02/07 05:00:00","0","18001004","18001086","180000","0","1","0"
"1","2024/05/15 04:59:59","1","106","在 12:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2024/02/24 05:00:00","0","18001001","18001087","120000","0","1","0"
"1","2024/05/15 04:59:59","1","106","在 18:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2024/02/24 05:00:00","0","18001002","18001088","180000","0","1","0"
"1","2024/05/26 04:59:59","1","106","在 12:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2024/05/15 05:00:00","0","18001003","18001089","120000","0","1","0"
"1","2024/05/26 04:59:59","1","106","在 18:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2024/05/15 05:00:00","0","18001004","18001090","180000","0","1","0"
"1","2024/08/15 04:59:59","1","106","在 12:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2024/05/26 05:00:00","0","18001001","18001091","120000","0","1","0"
"1","2024/08/15 04:59:59","1","106","在 18:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2024/05/26 05:00:00","0","18001002","18001092","180000","0","1","0"
"1","2024/08/30 04:59:59","1","106","在 12:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2024/08/15 05:00:00","0","18001003","18001093","120000","0","1","0"
"1","2024/08/30 04:59:59","1","106","在 18:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2024/08/15 05:00:00","0","18001004","18001094","180000","0","1","0"
"1","2024/10/15 04:59:59","1","106","在 12:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2024/08/30 05:00:00","0","18001001","18001095","120000","0","1","0"
"1","2024/10/15 04:59:59","1","106","在 18:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2024/08/30 05:00:00","0","18001002","18001096","180000","0","1","0"
"1","2024/10/30 04:59:59","1","106","在 12:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2024/10/15 05:00:00","0","18001003","18001097","120000","0","1","0"
"1","2024/10/30 04:59:59","1","106","在 18:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2024/10/15 05:00:00","0","18001004","18001098","180000","0","1","0"
"1","2025/02/12 04:59:59","1","106","在 12:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2024/10/30 05:00:00","0","18001001","18001099","120000","0","1","0"
"1","2025/02/12 04:59:59","1","106","在 18:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2024/10/30 05:00:00","0","18001002","18001100","180000","0","1","0"
"1","2025/03/01 04:59:59","1","106","在 12:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2025/02/12 05:00:00","0","18001003","18001101","120000","0","1","0"
"1","2025/03/01 04:59:59","1","106","在 18:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2025/02/12 05:00:00","0","18001004","18001102","180000","0","1","0"
"1","2030/02/15 04:59:59","1","106","在 12:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2025/03/01 05:00:00","0","18001001","18001103","120000","0","1","0"
"1","2030/02/15 04:59:59","1","106","在 18:00～隔天早晨 04:59 之間登入遊戲","0","45959","0","8001","2025/03/01 05:00:00","0","18001002","18001104","180000","0","1","0"
"1","2099/04/01 14:59:59","4","404","購買 1 次瑪那","0","0","208","8004","2015/04/01 15:00:00","0","18004001","18004001","0","0","1","0"
