d0a13187a4cfe4d3abb95df4080694887a692c99a3d9b41b6a4d70239b4203e1,2220a97dd9c204cb0bd2b2661b789012df1fe9c937220f61563e59b55013bd30,47da4d861a03ab14ad344600b80a70844fce5127bfc0c7b0953abff060b102e0,c39d21b7488653601bab808d3f7c7e67a43f406837ef8ec2fb628d92c312ef6f,16adc7dc9b1dca9b1fec6262b0417dc0342fc2c55086ecc2a75d0d5140646f7c,42f40ced29700926d6353fbcd3d85d64c865134ed0913009b139ae301475dbba,471111c23ee7ddf6cb23c5849d99b64c3534745e11a73c4607292a97a3f80ae1,b38007ed19eb5a5b87ae975708625be9970d683792000b0ca1354ff5f6420f17,aeac22d4a33360fc9e15296afa0f9406894898dd223495c6d61aa9eeb1eae832,0cd016841b32d82537a3e1418e6fe848069ea1562af9bdd988af38b123093c50,97a53b94ce15f803a620993dde674511c799bf3b540925ac8009b5390d050ddf,0b16651f7aaa0893a16cc1e0d3d35d7feac6619acae707d5cce44e476d807eb8,9303a36d50e6ecffa0fd87b7cb396f07784891a577a254b8d88f004925c00c31,1ee7a162976c1b72c98d01e7f056ead17ebe277a9b9c1741fac4ce587b642b41,162d3beb1c4590285a9dcf684c6ef588d09890240ff8986fb2f19008b07f3c67,a0b888dfc33b9dccfa9dd27e795e794f1fd6d66f3f231b796ac0de10e594ebfb,214e40b91fa55316fe4316f591b728255ff6912cf272bf4b9880c0fdc7a29014,e5434f307c81e13e336fd6ff27441a63b7dfded0db65de945db3f5e5339f1112,1d160515ec5f7834932fb3423977f82891c6f577e91dda7959b576e72efd5aec,82f9fdc8f7d0f2c9794e94b6b014c3e2d37aef0ab5c3171f088347c2357bec13,b5e32552d1bdf5fd51c7094f295f7e7148b1c2c9f9f266bcf23955210bfa2c1b,73ba3b7689cc7f7881cf44e3a8296837c368f4a96ad3dbba723ded2cd12ff378,78bd23fa09d945c870eb067293214c7fc38013cf7aa1a21a05859731253a5288,d35fb598cc1dce5a35d20063648b09e7c3e14398b5a609d45ac613ad9f380276,4aff58b9d41c446016a7c64852259534e81b4c73191cdef320245439eddc9699,69045519f83a15c9f63d48938608da237cc2e614be15e0388fce6cf31efef2ef,bced36bc2afbd4af657be1d1b6d8ee229572fcb17980dcacbf52122358a74b36,2fc1ecd6c67587e4631bed69afa692b989ef67c25fd703778393eeb4ca8eecee,872e0b4ba8e96d108e6532f226ac19723e06fa8eb00fcf77dcadac73263d2111,89176625367fb719da85f95d9a7d98fc18abef09502e56f0a47c9cc4923b918e,44a467aa8bed707be849594990e0f250590f9900d1829c735736e06cdb698888,27523bef98b754b88a0dfb631f1500edc0eb71fcca6bd05205d9881e3665a9b8,36dae9b684a474957d447ad731cf0f9ecb1936c2a4a065355fc82c0bcc7c4283,48ea6b6d6efed96c212b1f0dc4d427432b433dbf022895d84e6536c291968056,06e431618f16d42a73a35e72708528c5cc965d65a950676415dedfc402182775,c1f72dd8088248187af18aa404a7e525b5ea3ea8f61a1ec62162e5ed2e6e7e0e,b02dcbaafad726cf031ae6898115a38ad8525758bbe8e7a63a56c7d27f8c34fe,1aae0aeb29a8941f0de73168c9701d845691cd3fdcef9141bb6bdf16cc74306e,92c52b40f74998ee095d6a7e7dd2a303500ab0cbef8e4d998206e3a2dc1fa7da,71eeb77137bab7a487ce489ce12831f1f88a71154676a218c4a7974ca5a57ee0,b6070107d884715a70243a21ae6c843956dc1220a10d4c96a9592fba908a40cb,6397a18ffa33dfa14b02ec06e503be748213593b2dfa140c88d8d2f4903d72f7,7b6554515b0f521c4ae4e8ba42e45e698411bb67c429c7861ce828b11ca315eb,c765c52a552d820455e9f3d8f8abd7d516645f9cff86e07320bf58f812bfe633,44bbc7c8339f53d697d9eea67f8bad9284c2e81cd69ab63c0c9eae1945390ed1,92629bc2c76c6dc674c06867649b8e3d408c8cf0aeaa660d0294bf190d22c953,507cbd6fb8f40451626ead4d0ff2bced44a007e0f8f5e92bff82e6168eac0fce,10769f61a1e50684bb309762b27bd1261a969de0f1dd20cc83bf1e10de821e99,9d8bc8a9fe256487b353b63c1d21ff6ecb4a56a7e65d6d117788869cada294da,7d560e466ca4f71b8847ca5dbe78cbf9f85c25cb1910ae817b1900143f8ed235,d611d907c9a91815f5f4197a8132b07a2419e930fad6dee3661a7235f1cb244f,a883d6484863b6d04634252a2086d862d51701abdbe008a888fa28fef65528d0,f4bcdb7ea706a17c727e7fac92377c86af2ccaad0df596b8c5134c75a65c0be2,95b3e7ffc64267fb27673b6cda7902f7abd9c76f93a54092ee8fee7a8cc79b14,730ca9c6b87e4eb4fb5dbc0f214cc1c00031753f962c472ddf7fa4f4c3162df7,24e7d0b8180663ec15e17e4ee7f3c46904877b98a6a28b805a3e92b8326b69d8,7d9e9c2b876e98033546465ea93946fc67ca14b3b6973362c78d7fe8dffeb187,132926af2201cd36ba011dc7f1d9638aea8e7411714f4a64bf7bbdb6c72f6f21,088b55e56b3b9358719d25826982cbf18516c50eeed1e474287112c69dd282d0,133e60602b58c9cf53e6662107530fef9a26729939b01a24d9cec1ccbf1c65ef,77d65e5e3aed72a402f0ac75fce66f2487627ee05bd2fd10385c06e13c72298d,ee82957e72d33e8d6eeb5c83f9dc05914ff847ac705499a2d83be1a6ee19d616,4466175ba56e83bed9549bda310232dc4434814d7e33e27c99ea9e7342c0dd49,3d425bd7fe460b4425c56337fa75362c331053d898207645ba8533598bfb9597,ba4988c200a5ef306ed631afe610a242f403c3054983e71e63be1b247763db9a,abe91822fc984a3e3592f41237a83bccb6bf166351f22cccc734d3be707416d7,daf2f191dde3dbe5d0620867b409708cfec1c017113148141cffd05f586113de
"0.7","732804903","166","7328001","99","-335","0.7","0.7","102052","140001","102053","0.7","-335","20","50","20","732804902","-101","90","73280490","333","732804901","5","99002","20","0.7","333","20","20","20","0.7","20","0.7","20","102052","0","0.7","20","299","102051","0.7","0","0","0.7","-168","-168","bgm_M127","2300015","600","20","0.7","-301","0.7","166","0.7","-1","-1","20","50","20","20","20","50","0","0.7","0","20"
"0.7","732905003","166","7329001","99","-335","0.7","0.7","102052","140001","102053","0.7","-335","20","50","20","732905002","-101","90","73290500","333","732905001","5","99002","20","0.7","333","20","20","20","0.7","20","0.7","20","102052","0","0.7","20","299","102051","0.7","0","0","0.7","-168","-168","bgm_M127","2300016","600","20","0.7","-301","0.7","166","0.7","-1","-1","20","50","20","20","20","50","0","0.7","0","20"
"0.7","733005103","166","7330001","99","-335","0.7","0.7","102052","140001","102053","0.7","-335","20","50","20","733005102","-101","90","73300510","333","733005101","5","99002","20","0.7","333","20","20","20","0.7","20","0.7","20","102052","0","0.7","20","299","102051","0.7","0","0","0.7","-168","-168","bgm_M127","2300017","600","20","0.7","-301","0.7","166","0.7","-1","-1","20","50","20","20","20","50","0","0.7","0","20"
"0.7","733105203","166","7331001","99","-335","0.7","0.7","102052","140001","102053","0.7","-335","20","50","20","733105202","-101","90","73310520","333","733105201","5","99002","20","0.7","333","20","20","20","0.7","20","0.7","20","102052","0","0.7","20","299","102051","0.7","0","0","0.7","-168","-168","bgm_M127","2300018","600","20","0.7","-301","0.7","166","0.7","-1","-1","20","50","20","20","20","50","0","0.7","0","20"
"0.7","733205303","166","7332001","99","-335","0.7","0.7","102052","140001","102053","0.7","-335","20","50","20","733205302","-101","90","73320530","333","733205301","5","99002","20","0.7","333","20","20","20","0.7","20","0.7","20","102052","0","0.7","20","299","102051","0.7","0","0","0.6","-168","-168","bgm_M127","2300019","600","20","0.7","-301","0.7","166","0.7","-1","-1","20","50","20","20","20","50","0","0.7","0","20"
"0.7","733305403","166","7333001","99","-335","0.7","0.7","102052","140001","102053","0.7","-335","20","50","20","733305402","-101","90","73330540","333","733305401","5","99002","20","0.7","333","20","20","20","0.7","20","0.7","20","102052","0","0.7","20","299","102051","0.7","0","0","0.7","-168","-168","bgm_M127","2300020","600","20","0.7","-301","0.7","166","0.7","-1","-1","20","50","20","20","20","50","0","0.7","0","20"
"0.7","733405503","166","7334001","99","-335","0.7","0.7","102052","140001","102053","0.7","-335","20","50","20","733405502","-101","90","73340550","333","733405501","5","99002","20","0.7","333","20","20","20","0.7","20","0.7","20","102052","0","0.7","20","299","102051","0.7","0","0","0.7","-168","-168","bgm_M127","2300021","600","20","0.7","-301","0.6","166","0.7","-1","-1","20","50","20","20","20","50","0","0.7","0","20"
"0.7","733505603","166","7335001","99","-335","0.7","0.7","102052","140001","102053","0.7","-335","20","50","20","733505602","-101","90","73350560","333","733505601","5","99002","20","0.7","333","20","20","20","0.7","20","0.7","20","102052","0","0.7","20","299","102051","0.7","0","0","0.7","-168","-168","bgm_M127","2300022","600","20","0.7","-301","0.7","166","0.7","-1","-1","20","50","20","20","20","50","0","0.7","0","20"
"0.7","733605703","166","7336001","99","-335","0.7","0.7","102052","140001","102053","0.6","-335","20","50","20","733605702","-101","90","73360570","333","733605701","5","99002","20","0.7","333","20","20","20","0.7","20","0.7","20","102052","0","0.7","20","299","102051","0.7","0","0","0.7","-168","-168","bgm_M127","2300023","600","20","0.7","-301","0.7","166","0.7","-1","-1","20","50","20","20","20","50","0","0.7","0","20"
"0.7","733705803","166","7337001","99","-335","0.7","0.7","102052","140001","102053","0.7","-335","20","50","20","733705802","-101","90","73370580","333","733705801","5","99002","20","0.7","333","20","20","20","0.7","20","0.7","20","102052","0","0.7","20","299","102051","0.7","0","0","0.6","-168","-168","bgm_M127","2300024","600","20","0.7","-301","0.7","166","0.7","-1","-1","20","50","20","20","20","50","0","0.7","0","20"
"0.7","733805903","166","7338001","99","-335","0.7","0.7","102052","140001","102053","0.7","-335","20","50","20","733805902","-101","90","73380590","333","733805901","5","99002","20","0.7","333","20","20","20","0.7","20","0.7","20","102052","0","0.7","20","299","102051","0.7","0","0","0.6","-168","-168","bgm_M127","2300025","600","20","0.7","-301","0.7","166","0.7","-1","-1","20","50","20","20","20","50","0","0.7","0","20"
"0.7","733906003","166","7339001","99","-335","0.7","0.7","102052","140001","102053","0.7","-335","20","50","20","733906002","-101","90","73390600","333","733906001","5","99002","20","0.7","333","20","20","20","0.7","20","0.7","20","102052","0","0.7","20","299","102051","0.7","0","0","0.7","-168","-168","bgm_M127","2300026","600","20","0.7","-301","0.7","166","0.7","-1","-1","20","50","20","20","20","50","0","0.7","0","20"
"0.7","734006103","166","7340001","99","-335","0.7","0.7","102052","140001","102053","0.7","-335","20","50","20","734006102","-101","90","73400610","333","734006101","5","99002","20","0.7","333","20","20","20","0.7","20","0.7","20","102052","0","0.7","20","299","102051","0.7","0","0","0.7","-168","-168","bgm_M127","2300027","600","20","0.7","-301","0.7","166","0.7","-1","-1","20","50","20","20","20","50","0","0.7","0","20"
"0.7","734106203","166","7341001","99","-335","0.7","0.7","102052","140001","102053","0.7","-335","20","50","20","734106202","-101","90","73410620","333","734106201","5","99002","20","0.7","333","20","20","20","0.7","20","0.7","20","102052","0","0.7","20","299","102051","0.7","0","0","0.7","-168","-168","bgm_M127","2300028","600","20","0.7","-301","0.7","166","0.7","-1","-1","20","50","20","20","20","50","0","0.7","0","20"
"0.7","734206303","166","7342001","99","-335","0.7","0.7","102052","140001","102053","0.7","-335","20","50","20","734206302","-101","90","73420630","333","734206301","5","99002","20","0.7","333","20","20","20","0.7","20","0.7","20","102052","0","0.7","20","299","102051","0.7","0","0","0.7","-168","-168","bgm_M127","2300029","600","20","0.7","-301","0.7","166","0.7","-1","-1","20","50","20","20","20","50","0","0.7","0","20"
"0.7","734306403","166","7343001","99","-335","0.7","0.7","102052","140001","102053","0.7","-335","20","50","20","734306402","-101","90","73430640","333","734306401","5","99002","20","0.7","333","20","20","20","0.7","20","0.7","20","102052","0","0.7","20","299","102051","0.7","0","0","0.7","-168","-168","bgm_M127","2300030","600","20","0.7","-301","0.7","166","0.7","-1","-1","20","50","20","20","20","50","0","0.7","0","20"
"0.7","734406503","166","7344001","99","-335","0.7","0.7","102052","140001","102053","0.7","-335","20","50","20","734406502","-101","90","73440650","333","734406501","5","99002","20","0.7","333","20","20","20","0.7","20","0.7","20","102052","0","0.7","20","299","102051","0.7","0","0","0.7","-168","-168","bgm_M127","2300031","600","20","0.7","-301","0.7","166","0.7","-1","-1","20","50","20","20","20","50","0","0.7","0","20"
"0.7","734506603","166","7345001","99","-335","0.7","0.7","102052","140001","102053","0.7","-335","20","50","20","734506602","-101","90","73450660","333","734506601","5","99002","20","0.7","333","20","20","20","0.7","20","0.7","20","102052","0","0.7","20","299","102051","0.7","0","0","0.7","-168","-168","bgm_M127","2300032","600","20","0.7","-301","0.7","166","0.7","-1","-1","20","50","20","20","20","50","0","0.7","0","20"
"0.7","734606703","166","7346001","99","-335","0.7","0.7","102052","140001","102053","0.7","-335","20","50","20","734606702","-101","90","73460670","333","734606701","5","99002","20","0.7","333","20","20","20","0.7","20","0.7","20","102052","0","0.7","20","299","102051","0.7","0","0","0.7","-168","-168","bgm_M127","2300033","600","20","0.7","-301","0.7","166","0.7","-1","-1","20","50","20","20","20","50","0","0.7","0","20"
"0.7","734706803","166","7347001","99","-335","0.7","0.7","102052","140001","102053","0.7","-335","20","50","20","734706802","-101","90","73470680","333","734706801","5","99002","20","0.7","333","20","20","20","0.7","20","0.7","20","102052","0","0.7","20","299","102051","0.7","0","0","0.7","-168","-168","bgm_M127","2300034","600","20","0.7","-301","0.7","166","0.7","-1","-1","20","50","20","20","20","50","0","0.7","0","20"
"0.7","734806903","166","7348001","99","-335","0.7","0.7","102052","140001","102053","0.7","-335","20","50","20","734806902","-101","90","73480690","333","734806901","5","99002","20","0.7","333","20","20","20","0.7","20","0.7","20","102052","0","0.7","20","299","102051","0.7","0","0","0.7","-168","-168","bgm_M127","2300035","600","20","0.7","-301","0.7","166","0.7","-1","-1","20","50","20","20","20","50","0","0.7","0","20"
"0.7","734907003","166","7349001","99","-335","0.7","0.7","102052","140001","102053","0.7","-335","20","50","20","734907002","-101","90","73490700","333","734907001","5","99002","20","0.7","333","20","20","20","0.7","20","0.7","20","102052","0","0.7","20","299","102051","0.7","0","0","0.7","-168","-168","bgm_M127","2300036","600","20","0.7","-301","0.7","166","0.7","-1","-1","20","50","20","20","20","50","0","0.7","0","20"
"0.7","735007103","166","7350001","99","-335","0.7","0.7","102052","140001","102053","0.7","-335","20","50","20","735007102","-101","90","73500710","333","735007101","5","99002","20","0.7","333","20","20","20","0.7","20","0.7","20","102052","0","0.7","20","299","102051","0.7","0","0","0.7","-168","-168","bgm_M127","2300037","600","20","0.7","-301","0.7","166","0.7","-1","-1","20","50","20","20","20","50","0","0.7","0","20"
"0.7","735107203","166","7351001","99","-335","0.7","0.7","102052","140001","102053","0.7","-335","20","50","20","735107202","-101","90","73510720","333","735107201","5","99002","20","0.7","333","20","20","20","0.7","20","0.7","20","102052","0","0.7","20","299","102051","0.7","0","0","0.7","-168","-168","bgm_M127","2300038","600","20","0.7","-301","0.7","166","0.7","-1","-1","20","50","20","20","20","50","0","0.7","0","20"
"0.7","735207303","166","7352001","99","-335","0.7","0.7","102052","140001","102053","0.7","-335","20","50","20","735207302","-101","90","73520730","333","735207301","5","99002","20","0.7","333","20","20","20","0.7","20","0.7","20","102052","0","0.7","20","299","102051","0.7","0","0","0.7","-168","-168","bgm_M127","2300039","600","20","0.7","-301","0.7","166","0.7","-1","-1","20","50","20","20","20","50","0","0.7","0","20"
"0.7","735307403","166","7353001","99","-335","0.7","0.7","102052","140001","102053","0.7","-335","20","50","20","735307402","-101","90","73530740","333","735307401","5","99002","20","0.7","333","20","20","20","0.7","20","0.7","20","102052","0","0.7","20","299","102051","0.7","0","0","0.7","-168","-168","bgm_M127","2300040","600","20","0.7","-301","0.7","166","0.7","-1","-1","20","50","20","20","20","50","0","0.7","0","20"
"0.7","735407503","166","7354001","99","-335","0.7","0.7","102052","140001","102053","0.7","-335","20","50","20","735407502","-101","90","73540750","333","735407501","5","99002","20","0.7","333","20","20","20","0.7","20","0.7","20","102052","0","0.7","20","299","102051","0.7","0","0","0.7","-168","-168","bgm_M127","2300041","600","20","0.7","-301","0.7","166","0.7","-1","-1","20","50","20","20","20","50","0","0.7","0","20"
"0.7","735507603","166","7355001","99","-335","0.7","0.7","102052","140001","102053","0.7","-335","20","50","20","735507602","-101","90","73550760","333","735507601","5","99002","20","0.7","333","20","20","20","0.7","20","0.7","20","102052","0","0.7","20","299","102051","0.7","0","0","0.7","-168","-168","bgm_M127","2300042","600","20","0.7","-301","0.7","166","0.7","-1","-1","20","50","20","20","20","50","0","0.7","0","20"
