c85f7a44820c5cff489b0e00fb6ffc903fa130c77e42164fcd98e95b121d04e8,b69b66d7b95405de48042337dcc4859e82bf5d64231d02c3921ed770008c17cc,985579f03b877c3387d4434cf9aa44347a15964bd3f9b006c879bace251b156b,57893a3ff6e13c36ec7689543609fd1135fd93d745fb44de88238fefffa3e1ac,065273fd6e48c2ad23b70357df041e1dfd269ffd2e532dcb2fd7bfff81024119,747ee087caf63813d3f6a7a8b3e17790b7aae9066d6769b131c4c189695f3070,7f4101cdfd510d31d36977263185c08fc3ff3e6cfa50e895a7a784703b771e36,e170abbe9b1891bde34c71329e2bdb9b82b7056ba917e6868b790f7b52d96be0,9ee41836889ed63428705a951e38ec8e03035e6612ba416f0f38be8a90b81c8f,bbd405b6af8c9c202c5e8267ed1406b034a56809a9a309d89f8d612f6b6694da,fc5800f8ab7ae02fd80b4fdb9973dfc40e13286c82b5ad92de0c68d1cd2e07ac,46cb3fad8b5becbd9e8aef72c8dfcad6c1ce7c43d3a3ec51b0d3eb216b5bc049,4c825683ed3325327ff49e0f3749edb13926d228983a103bd76cfa597bfc2243,f26b385a37d0350ff125f84d33ecbc3ebf6c06e4b7667bf38d5ab05aecc81c0d,35855eb13bd8e8bc6cef7b328d57ee5f29c5b929569b647ad54d1cda07a06d09,82dbccb2db633edd35f4cef5d0881e154a9d53062dbe59b939505c030153160d,5f1f48af09c1e6a8013f6fbf59f31786b70ffcd01587f2ee5cf86df374cac531,60d9bfc2f20380362861bf610bd0d7228dfebf5d69d0d0fa3476cfc78b48424e,a7871009dabcda1c8c4e338e71770dbc40281f34d61d543b0c1c5756b780b093,0310bec14932c95ece13c46b82c4f0134f81c0304dd2e76296fe8996703a3ec8,274c6e26945cd44d514e2a0491de6932af9333d6adf6f0475ea087263a3b86b7,e966bec88f502afc5f700681cb756305ebe641502dff8ef54f602d1c521ff730,d2895aab49633e5979fd26d7137081cbafc8355a7bb9055ae095925b7d80f5c3,2c5a73c60b24b4ed6f46e303a745672b361af402f7d08b32d7de15df7aa5b95b,60a8aa719a4ebae836fd8a298b241ca879866ed2d1f987589845bbfc1d940735,18e0907b86b6ad28bd41e22c54d0221687c2bc1f7f2e2de0c701edf9b03945bc,87afba6577bed9ce0e0c443aa039700245216c34075d54dcf2e10324cd06125b,ae45a69114978c0bb8ee8156ee89b10c9bd2af072cc726f66a3169cfd40a6381,3620a3e06484338eb6284508f9f8f27ce0803e34218aa1cf3dd5c2900241241b,99b715ecdd1be3c7231f1e5fcdbe065ff7819d44fe06a1d4b744e2adb4598cfe,d2cadce08aefa3f9c13854ec02bc6afcdead5fc415d2b40215668b23644b758c,dade84067c25b17f00a2cdc578fc1a489313da4a2ac9aff8d032a6d4ffb038f6,c1dacd7b6f8a78086581226bc9647655d4f926650c5b11324f82d17af6776b29,83b3d6a94241e49b1cb00bf9c2ed2a7d027016aa436fe031333252b7ef8ab7ce,8e3af34208a06fcdd2e13ea803092d3607ce6775181dbc40bc68935abc978f22,046ccaa3b5688c70265ea100101d945ca637193b0d2bb39f83bc05d235109d0f,977886054c29ae2f6d2fd50d38ace136a4922997039c7e9714c439300175da12
"0","31155","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100044","1","0","0","0","0","0","0","0","0","0","1","0","0"
"31138","31137","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100045","1","0","0","0","0","0","0","0","0","0","1","0","0"
"31083","31081","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100046","1","0","0","0","0","0","0","0","0","0","1","0","0"
"0","31106","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100047","1","0","0","0","0","0","0","0","0","0","1","0","0"
"0","31139","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100048","1","0","0","0","0","0","0","0","0","0","1","0","0"
"0","31111","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100049","1","0","0","0","0","0","0","0","0","0","1","0","0"
"31143","31142","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100050","1","0","0","0","0","0","0","0","0","0","1","0","0"
"31086","31084","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100051","1","0","0","0","0","0","0","0","0","0","1","0","0"
"0","31144","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100052","1","0","0","0","0","0","0","0","0","0","1","0","0"
"0","31115","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100053","1","0","0","0","0","0","0","0","0","0","1","0","0"
"31150","31118","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100054","1","0","0","0","0","0","0","0","0","0","1","0","0"
"31087","31088","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100055","1","0","0","0","0","0","0","0","0","0","1","0","0"
"31119","31120","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100056","1","0","0","0","0","0","0","0","0","0","1","0","0"
"0","31155","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100057","1","0","0","0","0","0","0","0","0","0","1","0","0"
"0","31170","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100058","1","0","0","0","0","0","0","0","0","0","1","0","0"
"31808","31181","31801","0","31061","0","0","0","0","200000","31070","0","9","31805","0","0","10","31068","5","31067","31803","31804","0","100059","1","0","0","0","0","31807","31071","31802","0","0","1","0","31806"
"31075","31078","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100060","1","0","0","0","0","0","0","0","0","0","1","0","0"
"31160","31159","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100061","1","0","0","0","0","0","0","0","0","0","1","0","0"
"0","31172","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100062","1","0","0","0","0","0","0","0","0","0","1","0","0"
"0","31091","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100063","1","0","0","0","0","0","0","0","0","0","1","0","0"
"31163","31162","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100064","1","0","0","0","0","0","0","0","0","0","1","0","0"
"0","31180","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100065","1","0","0","0","0","0","0","0","0","0","1","0","0"
"31166","31165","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100066","1","0","0","0","0","0","0","0","0","0","1","0","0"
"0","31177","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100067","1","0","0","0","0","0","0","0","0","0","1","0","0"
"31169","31167","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100068","1","0","0","0","0","0","0","0","0","0","1","0","0"
"0","31199","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100069","1","0","0","0","0","0","0","0","0","0","1","0","0"
"0","31170","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100070","1","0","0","0","0","0","0","0","0","0","1","0","0"
"31209","31207","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100071","1","0","0","0","0","0","0","0","0","0","1","0","0"
"31077","31079","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100072","1","0","0","0","0","0","0","0","0","0","1","0","0"
"31100","31103","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100073","1","0","0","0","0","0","0","0","0","0","1","0","0"
"0","31172","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100074","1","0","0","0","0","0","0","0","0","0","1","0","0"
"31211","31210","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100075","1","0","0","0","0","0","0","0","0","0","1","0","0"
"31134","31131","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100076","1","0","0","0","0","0","0","0","0","0","1","0","0"
"31104","31106","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100077","1","0","0","0","0","0","0","0","0","0","1","0","0"
"31809","31230","31803","0","31804","0","0","0","0","200001","31805","0","10","31068","0","31061","10","31806","5","31181","31067","31802","0","100078","1","0","0","31071","0","31808","31070","31801","0","0","1","0","31807"
"0","31180","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100079","1","0","0","0","0","0","0","0","0","0","1","0","0"
"0","31177","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100080","1","0","0","0","0","0","0","0","0","0","1","0","0"
"31083","31081","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100081","1","0","0","0","0","0","0","0","0","0","1","0","0"
"31139","31111","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100082","1","0","0","0","0","0","0","0","0","0","1","0","0"
"0","31215","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100083","1","0","0","0","0","0","0","0","0","0","1","0","0"
"31075","31078","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100084","1","0","0","0","0","0","0","0","0","0","1","0","0"
"31086","31084","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100085","1","0","0","0","0","0","0","0","0","0","1","0","0"
"0","31199","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100086","1","0","0","0","0","0","0","0","0","0","1","0","0"
"31144","31115","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100087","1","0","0","0","0","0","0","0","0","0","1","0","0"
"31209","31207","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100088","1","0","0","0","0","0","0","0","0","0","1","0","0"
"31118","31120","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","31119","31088","0","0","100089","1","0","0","0","0","31150","0","0","0","0","1","0","31087"
"31213","31164","31222","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","31223","5","31214","31220","0","0","100090","1","0","0","0","0","31216","0","0","0","0","1","0","31219"
"31227","31226","31242","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","31231","31237","0","0","100091","1","0","0","0","0","31232","0","0","0","0","1","0","31239"
"31211","31210","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","31155","0","0","0","100092","1","0","0","0","0","31091","0","0","0","0","1","0","0"
"0","31225","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100093","1","0","0","0","0","0","0","0","0","0","1","0","0"
"31810","31182","31067","0","31802","0","0","0","0","200001","31068","0","10","31806","0","31804","10","31807","5","31230","31181","31801","0","100094","1","0","31071","31070","0","31809","31805","31803","0","31061","1","0","31808"
"0","31229","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100095","1","0","0","0","0","0","0","0","0","0","1","0","0"
"0","31215","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100096","1","0","0","0","0","0","0","0","0","0","1","0","0"
"0","31233","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100097","1","0","0","0","0","0","0","0","0","0","1","0","0"
"0","31236","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100098","1","0","0","0","0","0","0","0","0","0","1","0","0"
"0","31238","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100099","1","0","0","0","0","0","0","0","0","0","1","0","0"
"0","31240","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100100","1","0","0","0","0","0","0","0","0","0","1","0","0"
"31245","31246","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100101","1","0","0","0","0","0","0","0","0","0","1","0","0"
"0","31225","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100102","1","0","0","0","0","0","0","0","0","0","1","0","0"
"31078","31075","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","31103","0","0","0","100103","1","0","0","0","0","31100","0","0","0","0","1","0","0"
"0","31229","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100104","1","0","0","0","0","0","0","0","0","0","1","0","0"
"31250","31248","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100105","1","0","0","0","0","0","0","0","0","0","1","0","0"
"31079","31077","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","31106","0","0","0","100106","1","0","0","0","0","31104","0","0","0","0","1","0","0"
"31170","31172","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","31131","0","0","0","100107","1","0","0","0","0","31134","0","0","0","0","1","0","0"
"31264","31265","31181","0","31801","0","31071","0","0","200001","31806","0","10","31807","0","31802","10","31808","5","31182","31230","31803","0","100108","1","0","31070","31805","0","31810","31068","31067","31061","31804","1","0","31809"
"31233","31180","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100109","1","0","0","0","0","0","0","0","0","0","1","0","0"
"0","31200","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100110","1","0","0","0","0","0","0","0","0","0","1","0","0"
"0","31236","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100111","1","0","0","0","0","0","0","0","0","0","1","0","0"
"31083","31081","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","31111","31177","0","0","100112","1","0","0","0","0","31139","0","0","0","0","1","0","0"
"0","31253","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100113","1","0","0","0","0","0","0","0","0","0","1","0","0"
"0","31238","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100114","1","0","0","0","0","0","0","0","0","0","1","0","0"
"31256","31255","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100115","1","0","0","0","0","0","0","0","0","0","1","0","0"
"0","31240","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100116","1","0","0","0","0","0","0","0","0","0","1","0","0"
"31086","31084","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","31115","31199","0","0","100117","1","0","0","0","0","31144","0","0","0","0","1","0","0"
"0","31262","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100118","1","0","0","0","0","0","0","0","0","0","1","0","0"
"31245","31246","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100119","1","0","0","0","0","0","0","0","0","0","1","0","0"
"31155","31091","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100120","1","0","0","0","0","0","0","0","0","0","1","0","0"
"31150","31118","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","31207","0","0","0","100121","1","0","0","0","0","31209","0","0","0","0","1","0","0"
"31250","31248","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100122","1","0","0","0","0","0","0","0","0","0","1","0","0"
"0","31266","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100123","1","0","0","0","0","0","0","0","0","0","1","0","0"
"31211","31210","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100124","1","0","0","0","0","0","0","0","0","0","1","0","0"
"31811","31290","31230","0","31803","0","31070","0","0","200001","31807","0","10","31808","31061","31801","10","31809","5","31265","31182","31067","0","100125","1","0","31805","31068","0","31264","31806","31181","31804","31802","1","31071","31810"
"31087","31088","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","31120","0","0","0","100126","1","0","0","0","0","31119","0","0","0","0","1","0","0"
"31271","31269","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100127","1","0","0","0","0","0","0","0","0","0","1","0","0"
"0","31200","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100128","1","0","0","0","0","0","0","0","0","0","1","0","0"
"0","31272","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100129","1","0","0","0","0","0","0","0","0","0","1","0","0"
"0","31215","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100130","1","0","0","0","0","0","0","0","0","0","1","0","0"
"0","31253","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100131","1","0","0","0","0","0","0","0","0","0","1","0","0"
"0","31275","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100132","1","0","0","0","0","0","0","0","0","0","1","0","0"
"31256","31255","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100133","1","0","0","0","0","0","0","0","0","0","1","0","0"
"0","31279","0","0","0","0","0","0","0","100000","0","0","5","0","0","0","10","0","5","0","0","0","0","100134","1","0","0","0","0","0","0","0","0","0","1","0","0"
