5ed3ff18647dc91aaeb3e1362701e4d14007f33d7ceef91e1fe935ddff3cd03d,6dd457fd98c84fb3a780eca21f74b1f1d93da7f6fc2ee09d860bfa272440aa0d,6b09362201a02a61198c23c4f3b6e10507c70326ce7c10340443654d016fa286,872ec8da6e9933c639e035aa78c727d6c55f37da69c88f6eca39031cd9f6fc21,d2de65bdd8f15f57f156feba0345a92600feaa9902a1f99adc65302a15076aac,bcb1b73b351d8c541d56d6e7a059516cbe9b383c7a455ddf424d75fcac67c4b2,a29afc8ace36c0fc75ae1f8ba9852b494dfc3792dae23edf67e3d866762ef1b6,9c7f77a5a9d23ceabd38e1d841ae0852f748ebff59890768b6fa98c5a06af85d,21104038f74cb8254b395cee3d97afbe7d7cbb51f18eaaf68b9d5c449f93e8a3,8379bde0493b5184b88e992319d99e1a7716cd4580e3f7a026697b39c3b8f5df,22fbee69e8469a234c155a25c8fabe1a64575c30ca8f461f986e1f43c0734371,82a655bc8c5179f68509bc237b5b51770d6a671060b75f81e553ad7a44901d83,bc29abeb2dfd1e768aed462fa5ecd69b4b2a4f4eb24221aedbc24c7aa4325a33,abbeaf63b5e7b72aad2acf684e9b363b05987789ae33f60525f1122e153f1787,b6a439992f196d79f5e4080993c6ae656f29bc1b92d1b235ff636b051f74fc00,4ca8dc398a5e2c1da97e199118a959376024da37ab85f71dd644220531a4625d,1e06d320817b49a67160cacba7832baaba1da250556729102a977382daf9f541,46a4beee1a3786471fe9342add53426a8673bf695d1a57c6c47379d7977eb1a4,06e9cf18a3cab9f94b764cff15792c7247991393800992a1b29e5bab1481f5cd,94debfb8946aee8f3f989574a83b2a634a4d0ffeb836e5564c0d5a8487949717,f187b039acb782888910750742e19dfcdb4c0a5fe7c99365ab6594240b511d15
"0","0","0","0","0","0","湛藍之血","0","0","27","0","2","0","60","0","0","劍","0","0","0","102013"
"0","0","0","0","0","0","極光之劍","0","0","27","1","2","1","0","0","0","劍","0","0","0","102014"
"0","0","0","0","0","0","彎月刀","0","0","30","0","2","0","35","0","0","刀","0","0","0","102041"
"0","0","0","0","5","0","野戰小刀","0","0","13","0","2","0","0","0","0","短劍","0","0","0","102071"
"0","0","0","0","10","0","皮製指虎","0","0","27","0","2","0","0","0","0","拳套","0","0","0","102101"
"0","0","0","0","0","0","水晶之弓","0","0","27","0","2","1","0","0","0","弓","0","0","0","102131"
"0","0","0","0","0","0","三叉戟","0","0","12","1","2","0","0","0","0","戟","0","0","0","102162"
"0","0","0","0","0","0","火焰之矛","0","0","20","3","2","0","0","0","0","戟","0","0","0","102163"
"0","0","0","0","0","0","金屬戰斧","0","0","16","0","2","0","0","0","0","斧","0","0","0","102191"
"0","0","0","0","0","0","精鋼斧","0","0","34","0","2","0","0","0","0","斧","0","0","0","102192"
"0","0","0","0","0","0","綠意之杖","0","0","0","0","2","0","0","0","0","攻擊法杖","16","0","0","102221"
"0","0","0","0","0","0","雛龍之杖","0","0","0","0","2","0","0","0","0","攻擊法杖","34","0","0","102222"
"0","0","0","0","0","0","醫生掰掰法杖","0","0","0","0","2","1","0","0","0","回復法杖","13","0","0","102251"
"0","0","0","0","0","0","獨角獸的慈愛","0","0","0","0","2","1","0","0","0","回復法杖","27","0","0","102252"
"0","0","0","0","0","0","智慧之服","0","0","5","0","2","0","90","0","0","輕型鎧甲","0","0","0","102281"
"0","0","0","0","0","0","輕板甲","0","0","7","1","2","1","150","0","0","輕型鎧甲","0","0","0","102282"
"0","0","0","0","0","0","鱗甲","0","0","0","1","2","0","95","0","0","重型鎧甲","0","0","0","102311"
"0","0","0","0","0","0","精鋼鎧甲","0","0","0","2","2","1","180","0","0","重型鎧甲","0","0","0","102312"
"0","0","0","0","0","0","民俗服飾","0","0","6","0","2","0","90","0","0","衣服","0","0","0","102341"
"0","0","0","0","0","0","忍者裝扮","110","0","7","1","2","1","120","0","0","衣服","0","0","0","102342"
"0","0","0","0","0","0","春日長袍","0","0","0","0","2","1","65","0","0","魔法服","4","0","0","102371"
"0","0","0","0","0","0","北國長袍","0","0","0","1","2","2","120","0","0","魔法服","7","0","0","102372"
"0","0","0","0","0","0","塔盾","0","0","7","3","2","0","135","0","0","盾","0","0","0","102401"
"0","0","0","0","0","0","小丑靴","0","0","2","1","2","0","30","0","1","鞋","0","0","0","102431"
"0","0","0","0","0","0","狩獵靴","0","0","3","2","2","1","60","0","2","鞋","0","0","0","102432"
"0","0","0","0","0","0","女巫靴","0","0","0","0","2","1","30","0","0","魔法鞋","8","0","0","102461"
"0","0","0","0","0","0","可愛報童帽","0","0","3","1","2","0","90","0","0","頭盔","0","0","0","102491"
"0","0","0","0","0","0","羅馬軍團盔","0","0","0","1","2","1","90","0","0","頭盔","0","0","0","102493"
"0","0","0","0","0","10","修女兜帽","0","0","0","1","2","3","0","0","0","魔法帽","7","0","0","102521"
"0","0","0","0","5","0","勇氣寶珠","30","0","11","0","2","0","0","0","0","攻擊配件","0","0","0","102551"
"0","0","0","0","10","5","尖刺手環","0","0","20","1","2","0","0","0","0","攻擊配件","0","0","0","102552"
"0","0","0","0","0","0","仁愛寶珠","25","0","0","1","2","1","55","0","0","防禦配件","0","0","0","102581"
"0","0","0","0","0","0","勝利的編織手環","0","0","0","2","2","2","120","0","0","防禦配件","0","0","0","102582"
"0","0","0","0","0","0","魔法眼鏡","0","0","0","0","2","1","0","0","0","魔法配件","11","0","0","102611"
"0","0","0","0","5","0","智慧寶珠","25","0","0","0","2","0","0","0","0","魔法配件","10","0","0","102612"
"0","0","0","0","0","0","魔法單眼鏡","0","0","0","0","2","2","0","0","0","魔法配件","24","0","0","102613"
"0","0","0","0","10","0","圖紋手鐲","0","0","0","0","2","1","0","0","0","魔法配件","20","0","0","102614"
"0","0","0","0","0","0","閃耀之劍","0","0","13.4","0","3","0","30","0","0","劍","0","0","0","103011"
"0","0","0","0","0","0","龍紋劍","0","0","17.7","0","3","0","38.4","0","0","劍","0","0","0","103012"
"0","0","0","0","0","0","羽刃之劍","0","0","20.4","0","3","0","45","0","0","劍","0","0","0","103013"
"0","0","0","0","0","0","月光刀","0","0","19.4","0","3","0","21.7","0","0","刀","0","0","0","103041"
"0","0","0","0","0","0","雷神刀","0","0","22.7","0","3","0","25","0","0","刀","0","0","0","103042"
"0","0","0","0","5","0","鉑金小刀","0","0","13.4","0","3","0","0","0","0","短劍","0","0","0","103071"
"0","0","0","0","0","0","吸血鬼匕首","0","0","20.4","0","3","0","0","0","0","短劍","0","0","1","103072"
"0","0","0","0","5","0","龍牙之爪","0","0","17.7","0","3","0","0","0","0","指虎","0","0","0","103101"
"0","0","0","0","0","0","邱比特之弓","0","0","17.7","0","3","1","0","0","0","弓","0","0","0","103131"
"0","0","0","0","0","0","惡魔之弓","0","0","20.4","0","3","1","0","0","0","弓","0","0","0","103132"
"0","0","0","0","0","0","騎士的驕傲","0","0","11.7","1","3","0","0","0","0","戟","0","0","0","103161"
"0","0","0","0","0","0","絕對之矛","0","0","15.4","1.7","3","0","0","0","0","戟","0","0","0","103162"
"0","0","0","0","0","0","天球斧","0","0","16.7","0","3","0","0","0","0","斧","0","0","0","103191"
"0","0","0","0","0","0","麗花戰斧","0","0","22","0","3","0","0","0","0","斧","0","0","0","103192"
"0","0","0","0","0","0","閃電之斧","0","0","25.7","0","3","0","0","0","0","斧","0","0","0","103193"
"0","0","0","0","0","0","芒刺血杖","0","0","0","0","3","0","0","0","0","攻擊法杖","16.7","0","0","103221"
"0","0","0","0","0","0","惡魔之角","0","0","0","0","3","0","0","0","0","攻擊法杖","25.7","0","0","103222"
"0","0","0","0","0","0","天球的守護","0","0","0","0","3","0.7","0","0","0","回復法杖","13.4","0","0","103251"
"0","0","0","0","0","0","花蕾之杖","0","0","0","0","3","1","0","0","0","回復法杖","17.7","0","0","103252"
"0","0","0","0","0","0","時尚盔甲","0","0","3.7","0.4","3","0.4","81.7","0","0","輕型鎧甲","0","0","0","103281"
"0","0","0","0","0","0","戰陣鎧衣","0","0","5","0.7","3","0.7","108.4","0","0","輕型鎧甲","0","0","0","103282"
"0","0","0","0","0","0","重金屬盔甲","0","0","5.7","0.7","3","0.7","126.7","0","0","輕型鎧甲","0","0","0","103283"
"0","0","0","0","0","0","華麗盔甲","0","0","0","1","3","0.7","81.7","0","0","重型鎧甲","0","0","0","103311"
"0","0","0","0","0","0","多層次服飾","53.4","0","3.4","0.4","3","0.4","60","0","0","衣服","0","0","0","103341"
"0","0","0","0","0","0","宮廷服飾","70","0","4.4","0.7","3","0.4","78.4","0","0","衣服","0","0","0","103342"
"0","0","0","0","0","0","玻斯菊服飾","123.4","0","5","0.7","3","0.7","68.4","0","0","衣服","0","0","0","103343"
"0","0","0","0","0","0","邱比特長袍","0","0","0","0.7","3","1.4","78.4","0","0","魔法服","4.4","0","0","103371"
"0","0","0","0","0","1.7","哲學家長袍","0","0","0","0.7","3","1.4","81.7","0","0","魔法服","4.7","0","0","103372"
"0","0","0","0","0","0","石榴石之盾","0","0","2.7","2","3","0","96.7","0","0","盾","0","0","0","103401"
"0","0","0","0","0","0","忍者鞋","0","0","1.7","0.7","3","0.4","30","0","1","鞋","0","0","0","103431"
"0","0","0","0","0","0","擊劍之靴","0","0","8.7","0","3","0","38.4","0","1.4","鞋","0","0","0","103432"
"0","0","0","0","0","0","女巫宮廷靴","0","0","0","1","3","1.4","38.4","0","0","魔法鞋","6.7","0","0","103461"
"0","0","0","0","0","0","黑龍頭盔","0","0","0","1.7","3","1.4","78.4","0","0","頭盔","0","0","0","103491"
"0","0","0","0","0","0","女巫髮箍","0","0","0","0","3","1.4","30","0","0","魔法帽","6.7","0","0","103521"
"0","0","0","0","0","0","女巫帽","0","0","0","0","3","2","38.4","0","0","魔法帽","8.7","0","0","103522"
"0","0","0","0","0","0","蛋白石耳環","30","0","11","1","3","0","0","0","0","攻擊配件","0","0","0","103551"
"0","0","0","0","0","0","獅鷲之羽飾","78.4","0","14.7","0.7","3","0","0","0","0","攻擊配件","0","0","0","103552"
"0","0","0","0","0","0","緋紅鑽石","0","0","18","1.4","3","0","23.4","0","0","攻擊配件","0","0","0","103553"
"0","0","0","0","0","0","綠寶石耳環","0","0","0","1","3","1","60","0","0","防禦配件","0","0","0","103581"
"0","0","0","0","0","0","八芒星墜飾","0","0","8.7","1.7","3","1.4","0","0","0","防禦配件","0","0","0","103582"
"0","0","0","0","0","0","獅子王的守護","0","0","0","1.7","3","1.7","90","0","0","防禦配件","0","0","0","103583"
"0","0","0","0","8.4","0","綠松石耳環","0","0","0","0","3","0","0","0","0","魔法配件","10","0","0","103611"
"0","0","0","0","0","5","珍珠耳環","0","0","0","0","3","1.7","0","0","0","魔法配件","3.4","0","0","103612"
"0","0","0","0","11.7","0","魔法使眼鏡","0","0","0","0","3","0","0","0","0","魔法配件","13","0","0","103613"
"0","0","0","0","0","5","月桂樹的悲悽","0","0","0","0","3","1","0","0","0","魔法配件","15.4","0","0","103614"
"0","0","0","0","0","0","天使之劍","0","0","14.6","0","4","0","33","0","0","劍","0","0","0","104011"
"0","0","0","0","3","0","太陽劍","0","0","16","0","4","0","14","0","0","劍","0","0","0","104012"
"0.8","0","0","0","0","0","冰之大劍","0","0","19","0","4","0","0","0","0","劍","0","2","0","104013"
"0","0","0","0","0","0","渾沌之劍","0","0","19","0","4","0","28","0","0","剣","0","0","0.4","104014"
"0","0","0","0","0","0","妖蝶之刀","0","0","14.6","0","4","0","16","0","0","刀","0","0","0.4","104041"
"1.6","0","0","0","0","0","光輝之劍","0","0","20.8","0","4","0","0","0","0","刀","0","0","0","104042"
"0","0","0","0","0","0","鷹神之煌劍","0","0","21","0","4","0","0","0","0","刀","0","3","0","104043"
"0","0","0","0","0","0","鳳凰刀","20","0","22","0","4","0","0","0","0","刀","0","2","0","104044"
"0","0","0","0","5","0","祕寶匕首","0","0","14.6","0","4","0","0","0","0","短劍","0","0","0","104071"
"0","0","0","0","0","0","公主懷劍","60","0","15","0","4","0","10","0","0","短劍","0","0","0","104072"
"0","0","0","0","0","0","暗黑物質短劍","30","0","16","0","4","1","0","0","0","短劍","0","0","0","104073"
"0","1","0","0","0","0","獨角獸匕首","30","0","16.8","0","4","0","20","0","0","短剣","0","0","0","104074"
"0","0","0","0","5","0","火焰拳套","0","0","14.6","0","4","0","0","0","0","指虎","0","0","0","104101"
"1.8","0","0","0","0","0","獅子王手套","0","0","22.2","0","4","0","0","0","0","指虎","0","2","0","104102"
"0","0","0","0","0","0","暴雪之爪","0","0","18","0","4","0","0","1","0","指虎","0","2","0","104103"
"0","0","0","0","0","0","蒼雷拳","0","0","20","0","4","0.8","0","0","0","指虎","0","2","0","104104"
"0","0","0","0","0","0","雷光弓","0","0","14.6","0","4","0.8","0","0","0","弓","0","0","0","104131"
"0.8","0","0","0","0","0","天使之弓","24","0","15","0","4","0.8","0","0","0","弓","0","0","0","104132"
"0","0","0","0","0","0","月亮女神之弓","0","0","15","0","4","1.2","0","0","0","弓","0","3","0","104133"
"0","1","0","0","0","0","精靈樹之弓","12","0","16","0","4","0.8","0","0","0","弓","0","0","0","104134"
"0","0","0","0","0","0","緋龍戟","0","0","12.8","1.2","4","0","0","0","0","戟","0","0","0","104161"
"0","0","0","0","0","0","皇后之矛","0","0","13.6","1","4","0.4","0","0","0","戟","0","0","0","104162"
"0","0","0","0","0","0","暴風權杖","0","0","17","0.6","4","0.4","0","0","0","戟","0","1","0","104163"
"0.6","0","0","0","0","0","蓋亞戰斧","0","0","16","0.6","4","0.4","0","0","0","槍","0","0","0","104164"
"0","0","0","0","0","0","紫龍斧","0","0","18.2","0","4","0","0","0","0","斧","0","0","0","104191"
"0","0","0","0","0","0","地獄火之斧","0","0","19.4","0","4","0","0","0","0","斧","0","0","0","104192"
"0","0","0","0","0","0","戰女王之烈斧","0","0","22.8","0","4","0","0","0","0","斧","0","0","0","104193"
"0","0","0","0","0","0","水靈破壞者","0","0","24","0","4","0","0","0","0","斧","0","2","0","104194"
"0","0","0","0","0","0","狂怒之杖","0","0","0","0","4","0","0","0","0","攻擊法杖","18.2","0","0","104221"
"0","0","0","0","0","0","太陽之杖","0","0","0","0","4","0","0","0","0","攻擊法杖","18.4","0","0.2","104222"
"0","0","0","1","0","0","司法之神的錫杖","0","0","0","0","4","0","0","0","0","攻擊法杖","20.8","0","0","104223"
"0","0","0","1","0","0","大惡魔法杖","20","0","0","0","4","0","0","0","0","攻撃杖","21.6","0","0.2","104224"
"0","0","0","0","0","0","月光之杖","0","0","0","0","4","0.8","0","0","0","回復法杖","14.6","0","0","104251"
"0","0","0","0","0","3","生命之杖","0","0","0","0","4","0.8","0","0","0","回復法杖","13.4","0","0","104252"
"0","0","0","0","0","0","不死鳥之杖","0","0","0","0","4","0.8","0","1","0","回復法杖","15.4","0","0","104253"
"0","0","0","0","0","1","大天使之杖","20","0","0","0","4","0.8","0","0","0","回復杖","17.2","0","0","104254"
"0","0","0","0","0","0","隱身鎧衣","0","0","4","0.4","4","0.4","90","0","0","輕型鎧甲","0","0","0","104281"
"0","0","0","0","5","0","祕銀脛甲","0","0","5","0.6","4","0.4","50","0","0","輕型鎧甲","0","0","0","104282"
"0","0","0","0","0","0","十字軍板甲","0","0","7","1","4","0.8","30","0","0","輕型鎧甲","0","2","0","104283"
"0","0","0","0","0","0","緋紅鎧甲","0","0","8.8","0.8","4","0.6","32","0","0","輕型鎧甲","0","2","0","104284"
"0","0","0","0","0","0","天使盔甲","0","0","0","1","4","0.8","90","0","0","重型鎧甲","0","0","0","104311"
"0","0","0","0","0","0","朱紅鎧甲","80","0","0","0.8","4","0.8","60","0","0","重型鎧甲","0","0","0","104312"
"0","0","0","0","0","0","紫羅蘭盔甲","0","0","0","0.8","4","2","60","0","0","重型鎧甲","0","0","0","104313"
"0","0","0","0","0","0","龍威戰甲","0","0","0","1.4","4","2","20","0","0","重型鎧甲","0","0","0.2","104314"
"0","0","0","0","0","0","月下之法衣","65","0","2","0.4","4","0.4","72","0","0","衣服","0","0","0","104341"
"0","0","0","0","0","0","隱者服飾","0","0","7","1","4","0.6","36","0","0.2","衣服","0","0","0","104342"
"0","0","0","0","0","0","蒼天長袍","0","0","9","0.6","4","0.4","40","0","0","衣服","0","2","0","104343"
"0","0","0","0","0","0","暗黑懼袍","50","0","6","1.4","4","0","40","0","0","衣服","0","0","0","104344"
"0.8","0","0","0","0","0","大魔導師長袍","0","0","0","0.4","4","0.8","33","0","0","魔法服","9.4","0","0","104371"
"0","0","0","0","0","1","聖者長袍","0","0","0","0.4","4","0.8","48","0","0","魔法服","7.4","0","0","104372"
"0","0","0","0","0","0.6","翠綠靈衣","0","0","0","0.8","4","1.2","40","0","0","魔法服","5","0","0","104373"
"0","0","0","0","0","0","女帝之盾","0","0","3.6","0.8","4","0.8","33","0","0","盾","0","0","0.8","104401"
"0","0","0","0","0","0","守護者之盾","0","0","10","0.8","4","0.8","0","0","0","盾","0","0","0.6","104402"
"0","0","0","0","0","0","聖騎士脛甲","0","0","1.8","0.8","4","0.4","33","0","1.2","鞋","0","0","0","104431"
"0","0","0","0","0","3","天使之靴","0","0","0","0.6","4","0.6","44","0","1","鞋","0","0","0","104432"
"0","0","0","0","0","2","妖精護靴","0","0","7.6","0","4","0.6","0","0","1","鞋","0","0","0","104433"
"0","0","0","0","0","0","巫師靴","0","0","0","0.8","4","1.2","33","0","0","魔法鞋","5.4","0","0","104461"
"0","0","0","0","0","0","死靈術士之靴","40","0","0","0.2","4","2.4","20","0","0","魔法鞋","3","0","0","104462"
"0","0","0","1.4","0","0","寶瓶之靴","0","0","0","0","4","1","8","0.4","0","魔法鞋","10","0","0","104463"
"0","0","0","0","0","0","羽翼圓舞曲","0","0","3.6","0.8","4","0","98","0","0","頭盔","0","0","0","104491"
"0","0","0","0","0","0","巫師兜帽","0","0","0","0","4","1.6","33","0","0","魔法帽","7.4","0","0","104521"
"0","0","0","1","4","0","法王兜帽","0","0","0","0","4","0.8","18","0","0","魔法帽","9","0","0","104522"
"0","0","0","1","0","0","福音之冠","0","0","0","0.6","4","1","20","0","0","魔法帽","9","0","0","104523"
"1","0","0","0","0","0","元素之心","0","0","13.2","0.4","4","0","0","0","0","攻擊配件","0","2","0","104551"
"0","0","0","0","0","2","太陽的護身符","0","0","14","0","4","0.4","0","0","0","攻擊配件","0","2","0","104552"
"0","0","0","0","0","0","焰帝的戒指","0","0","14.8","0","4","0","40","0","0","攻擊配件","0","2.4","0","104553"
"0","2","0","0","0","0","貓神的項墜","0","0","10.8","0","4","0","0","0","0.4","命中アクセサリ","0","1.6","0","104554"
"1","0","0","0","0","0","替身手環","0","0","0","1","4","1.2","26","0","0","防禦配件","2","0","0","104581"
"0","0","0","0","0","0","月之手鍊","0","0","0","1.8","4","1","60","0","0","防禦配件","0","0","0","104582"
"0","0","0","0","0","2","聖信徒的項墜","0","0","0","1.2","4","1.2","40","0","0","防禦配件","0","0","0","104583"
"1","0","0","1.2","3","0","新月的嘆息","0","0","0","0","4","0","10","0","0","魔法配件","9.2","0","0","104611"
"0","0","0","1.6","0","0","龍之淚","24","0","0","0","4","0","24","0","0","魔法配件","14","0","0","104612"
"0","0","0","2","3.2","0","大賢者的寶珠","0","0","0","0","4","0","0","0","0","魔法配件","16","0","0","104613"
"0","0.6","0","0","0","0","雷霆神鋒","0","0","21","0","5","0","24","0","0","劍","0","2","0","105011"
"0","0.6","0","0","0","0","天開之聖劍","0","0","23","0","5","0","24","0","0","剣","0","0","0","105012"
"0","0","0","0","1.6","0","罪過之大劍","0","0","24","0","5","0","28","0","0","剣","0","0","0","105013"
"0","0","0","0","0","0","神湊劍水之統治者","0","0","26.4","0","5","0","32","0","0","剣","0","0.8","0","105014"
"0","0","0","0","0","0","霸王光龍劍","0","0","29","0","5","0","12","0","0","剣","0","2","0","105015"
"0","0","0","0","0","0","星核劍艾爾茲修奈德","0","0","30.6","0","5","0","16","0","0","剣","0","2.8","0","105016"
"0","0","0","0","0","0","神兔之大劍","0","0","33.4","0","5","0","12","0","0","剣","0","3.2","0","105017"
"0","0.6","0","0","0","0","百華白櫻刀","0","0","23.6","0","5","0","0","0","0","刀","0","2.4","0","105041"
"0","0","0","0","0","1.2","流禍之蒼刃","0","0","24","0","5","0","0","0","0","刀","0","2.4","0","105042"
"0","0","0","0","0","0","妖刀血鴉","0","0","25","0","5","0","0","0","0","刀","0","2.8","0.4","105043"
"0","0","0","0","0","0","焰神刀伊格尼斯","0","0","26.8","0","5","0","16","0","0","刀","0","3.2","0","105044"
"0","0","0","0","0","0","翠風神之太刀","0","0","24","0.8","5","0","20","0","0","刀","0","2","0","105045"
"0","0.4","0","0","0","0","迎神的枝刃刀","0","0","30","0","5","0","0","0","0","刀","0","5","0","105046"
"0","0","0","0","0","0","旺鯉之神刀","0","0","34.4","0","5","0","0","0","0","刀","0","4","0","105047"
"0","0","0","0","0","0","翡翠匕首","30","0","20","0","5","0","24","0","0","短劍","0","4","0","105071"
"0.4","0","0","0","0","0","熔岩烈鋒","0","0","23","0","5","0","8","0","0","短剣","0","4","0","105072"
"0","0","0","0","0","0","常春國短劍","24","0","24","0","5","0","12","0","0","短剣","0","3.2","0","105073"
"0","0","0","0","1.2","0","天雷之雙神劍","0","0","24.8","0","5","0","22","0","0","短剣","0","4","0","105074"
"0","0","0","0","0","0","天黑劍奧比修斯","0","0","29.2","0","5","0","0","0","0","短剣","0","4","0","105075"
"0","0","0","0","0","0","獄炎龍爪刃","0","0","32.2","0","5","0","0","0","0","短剣","0","2.8","0","105076"
"0","0.8","0","0","0","0","冥刃‧鴉天狗","0","0","30.6","0","5","0","0","0","0","短剣","0","6","0","105077"
"0","0.6","0","0","0","0","月之拳套","0","0","24","0","5","0","0","0","0","拳","0","1.2","0","105101"
"0","0","0","0","0","0","深紅之爪","0","0","26","0","5","0","0","0","0","拳","0","3.2","0","105102"
"0","0","0","0","0","0","冥河之爪","0","0","24","0.6","5","0","0","0","0","拳","0","2.8","0","105103"
"0","0","0","0","0","0","嵐神風暴護手","0","0","24.8","0.8","5","0","0","0","0","拳","0","3.2","0","105104"
"0","0","0","0","0","0","極闇爪血腥嚎叫","0","0","22.2","0","5","1.2","0","0","0","拳","0","6","0","105105"
"0","0","0","0","0","0","星核拳艾爾茲羅亞","0","0","30.8","0","5","0","0","0","0","拳","0","6","0","105106"
"0","0","0","0","0","0","通天手甲‧犀打","0","0","26.6","0.8","5","0.6","0","0","0","拳","0","5.6","0","105107"
"0.4","0","0","0","0","0","白銀大翼弓","0","0","20","0","5","0.8","0","0","0","弓","0","0.8","0","105131"
"0","0","0","0","0","0","深淵之弓","0","0","22","0","5","0.6","0","0","0","弓","0","1.4","0.4","105132"
"0","0.6","0","0","0","0","紅天弓","0","0","25.2","0","5","0","0","0","0","弓","0","3","0","105133"
"0","0","0","0","0","0","裝號弓天帝殞落","0","0","26.4","0.4","5","0.4","0","0","0","弓","0","0","0","105134"
"0","0","0","0","0","0","冰淚弓寒霜之淚","0","0","27.4","0.6","5","0.2","0","0","0","弓","0","0","0","105135"
"0","0","0","0","0","0","星核弓艾爾茲波根","0","0","27.8","0.8","5","0.4","0","0","0","弓","0","0","0","105136"
"0","0","0","0","0","0","天穿之隼弓","0","0","32","0","5","0.4","0","0","0","弓","0","4.4","0","105137"
"0","0","0","0","0","0","零霜之槍","0","0","19.6","0.8","5","0.4","0","0","0","槍","0","2","0","105161"
"0","0","0","0","0","0","雄風刺針","0","0","18.4","0.8","5","0.6","0","0","0.4","槍","0","0","0","105162"
"0","0","0","0","0","0","護天之聖槍","0","0","20.4","0.8","5","0.8","0","0","0","槍","0","0","0","105163"
"0","0","0","0","0","0","冥神槍毀滅苦痛","0","0","22.6","0.6","5","0.6","0","0","0","槍","0","0","0.4","105164"
"0","0","0","0","0","0","豪炎槍日珥","0","0","28.2","0","5","0.6","0","0","0","槍","0","0","0","105165"
"0","0","0","0","0","0","星核槍艾爾茲柏格","0","0","25.4","1","5","0","30","0","0","槍","0","0","0","105166"
"0","0","0","0","0","0","聖鹿槍阿爾瑪貝納德","0","0","27.8","0.6","5","0","50","0","0","弓","0","0","0","105167"
"0","0.2","0","0","0","0","死靈之斧","0","0","24","0","5","0","0","0","0","斧","0","0","0.4","105191"
"0.6","0","0","0","0","0","神判之聖斧","0","0","24","0","5","0","0","0","0","斧","0","2","0","105192"
