a425a86aa4bda2a68d058ef59a8ba012e4390b52fbc7e6755e2b1be5563e626e,855238174527c8aae1706c509a8a37bbf8d59e22264cf8e4b7dfd817db36bea5,541a66f00ccfb3379935b9246f46be6819a8493f3120d3843e3742e9c2afdaea,fb018fb004c60dfc3e8f51003d8fb399eab460c1d83d79c92709b3b19bccfa3d,f3a105901ca40cfe768f467b3d04c8c5b59b33977f8aa85b70d77ff0d89401c7,7d10e738c758c6f82c38c710e5b4b8208b3bcd2a7c227b20d1c2c4beb445d6da,6b83b081879a27389b1e06001a845876c8f3f694f6fd2694643e0ca57a5d3005,7a17e777d10e1629e7a9b1016357e58761f906e7febe88c001dae4a105f25f9d,fd3625e42aeea981d79e9824ae1e3d0d2cfc316a359cd523e3dfaa90f9614231,b19ed7f26dc4c7d47e2a3df87b7241d69ee2b278cf1083d1344bf71207fadd92,09df8450ec17e1fff30857921a227251e475999fd2ea6591e0b4d6a2cd162e38
"49008","0","2020/08/03 05:00:00","2周年紀念登入獎勵（前半）","10","4","0","4","80002","0","2020/08/18 04:59:59"
"49009","0","2020/08/18 05:00:00","2周年紀念登入獎勵（後半）","10","4","0","4","80002","0","2020/08/31 04:59:59"
"49010","0","2020/11/02 05:00:00","感謝的禮物-每日登入獎勵寶石","10","0","0","4","500160","0","2020/11/15 04:59:00"
"49011","0","2020/12/24 05:00:00","歡慶聖誕","10","0","0","4","500160","0","2021/01/06 04:59:00"
"49012","0","2021/01/13 05:00:00","2.5周年預熱","10","0","0","4","500160","0","2021/01/25 04:59:00"
"49013","0","2021/04/16 05:00:00","歡慶IP合作","10","2","0","4","40007","0","2021/04/28 04:59:00"
"49014","0","2021/09/17 05:00:00","歡慶中秋","10","2","0","4","500160","0","2021/10/01 04:59:00"
"49015","0","2021/10/18 05:00:00","秋季贈禮","10","2","0","4","500160","0","2021/11/01 04:59:00"
"49016","0","2021/12/24 05:00:00","歡慶聖誕&迎接新年到來","10","2","0","4","500160","0","2022/01/06 04:59:00"
"49017","0","2022/10/17 05:00:00","秋季贈禮","10","2","0","4","500160","0","2022/11/01 04:59:00"
"49018","0","2022/12/24 05:00:00","歡慶聖誕&迎接新年到來","10","2","0","4","500160","0","2023/01/06 04:59:59"
"49019","0","2023/01/21 05:00:00","迎接春節來到","10","2","0","4","500160","0","2023/02/06 04:59:59"
"49020","0","2023/05/06 05:00:00","每日登入獎勵","10","2","0","4","501470","0","2023/06/05 04:59:59"
"49021","0","2023/12/31 05:00:00","迎接2024特別禮物","1","2","0","4","500160","0","2024/01/02 04:59:59"
"60000","0","2019/05/07 05:00:00","公主祭典紀念登入抽籤","7","0","1","6","500160","0","2019/05/17 04:59:59"
"60001","0","2020/05/05 05:00:00","謹賀新年 新年登入獎勵","7","0","1","6","500553","0","2020/05/15 04:59:59"
"60002","0","2021/05/04 05:00:00","謹賀新年 新年登入獎勵","7","0","1","6","500553","0","2021/05/14 04:59:59"
"60003","0","2022/05/03 05:00:00","謹賀新年 新年登入獎勵","7","0","1","6","500553","0","2022/05/13 04:59:59"
"60004","0","2023/05/02 05:00:00","謹賀新年 新年登入獎勵","7","0","1","6","500553","0","2023/05/14 04:59:59"
"60005","0","2024/05/01 05:00:00","謹賀新年 新年登入獎勵","7","0","1","6","500553","0","2024/05/11 04:59:59"
"60006","0","2025/05/01 05:00:00","謹賀新年 新年登入獎勵","5","0","1","6","500553","0","2025/05/11 04:59:59"
"70004","0","2021/04/23 05:00:00","聖誕節登入獎勵","2","0","0","7","500160","1","2021/04/25 04:59:59"
"70005","0","2021/05/04 05:00:00","元旦紀念特別登入獎勵","3","0","0","7","500160","2","2021/05/07 04:59:59"
"70006","0","2022/04/24 05:00:00","聖誕節登入獎勵","2","0","0","7","500160","1","2022/04/26 04:59:59"
"70007","0","2022/05/03 05:00:00","元旦紀念特別登入獎勵","3","0","0","7","500160","2","2022/05/06 04:59:59"
"70008","0","2023/04/24 05:00:00","聖誕節登入獎勵","2","0","0","7","500160","1","2023/04/26 04:59:59"
"70009","0","2023/05/02 05:00:00","元旦紀念特別登入獎勵","1","0","0","7","500160","2","2023/05/05 04:59:59"
"70010","0","2024/04/04 05:00:00","連假快樂特別禮物1","1","2","0","4","500160","0","2024/04/06 04:59:59"
"70011","0","2024/05/01 05:00:00","勞動節限定特別登入獎勵","1","2","0","4","500160","0","2024/05/04 04:59:59"
"70012","0","2024/04/06 05:00:00","連假快樂特別禮物2","1","2","0","4","500160","0","2024/04/08 04:59:59"
"70013","0","2025/05/01 05:00:00","勞動節限定特別登入獎勵","1","0","0","7","500160","2","2025/05/05 04:59:59"
"70014","0","2025/04/03 05:00:00","聖誕節登入獎勵","1","0","0","7","500160","1","2025/04/04 04:59:59"
"70015","0","2025/04/04 05:00:00","聖誕節登入獎勵","1","0","0","7","500160","1","2025/04/05 04:59:59"
"70016","0","2025/08/01 16:00:00","觀看「勇氣與邊緣人！ 巨型克蘿茜」MV","1","0","0","7","500160","1","2025/08/24 04:59:59"
"80003","1","2021/01/25 05:00:00","2.5周年倒數登入獎勵","15","0","0","8","0","0","2021/02/09 04:59:59"
"80004","1","2021/07/17 05:00:00","3周年倒數登入獎勵","17","0","0","10","0","1","2021/08/03 04:59:59"
"80005","1","2022/01/18 05:00:00","三周年半倒數登入獎勵","15","0","0","8","0","0","2022/02/02 04:59:59"
"80006","1","2022/07/16 05:00:00","4th Year Anniversary倒數登入獎勵","17","0","0","10","0","1","2022/08/02 04:59:59"
"80007","1","2023/01/06 05:00:00","四周年半倒數登入獎勵","15","0","0","10","0","1","2023/01/21 04:59:59"
"80008","1","2023/07/17 05:00:00","5周年倒數登入獎勵","16","0","0","10","0","1","2023/08/02 04:59:59"
"80009","1","2024/01/24 05:00:00","5.5 Year Anniversary 倒數登入獎勵","15","0","0","10","0","1","2024/02/08 04:59:59"
"80010","1","2024/07/17 05:00:00","6周年倒數登入獎勵","16","0","0","10","0","1","2024/08/02 04:59:59"
"80011","1","2025/01/18 05:00:00","6.5 Year Anniversary 倒數登入獎勵","15","0","0","10","0","1","2025/02/02 04:59:59"
"80012","1","2025/07/24 05:00:00","7th Year Anniversary 倒數登入獎勵","8","0","0","10","0","1","2025/08/01 04:59:59"
