a9d175c553289a3f98d96ebd7952a97ad5b7ce647b7e5e9f7522c7a30330aa73,97a029d5ed4013ac8ef6dab9b2a95e6201d7f2ca36e59ec9142f837d7e781694,0b1a06c48b79179965dcad37d51b051249143b65053c2ea107c4da8aab2f9816,bf37f34d91f3c153ed8c4dcaf88fb8995b5d1815046323041417a4e8709ffb27,1c6af9fd7124072aa9a9bc6ef72d1ae0bc5687da2d8f9ed1ae2eaf9a5291bb91,30f6ff162261a6b678a181589effc1327cd72e608ae9f2a0556e4467e28543cb,df73557e4183545d5547564e104a4b9c01e99e335338fede16a5bc9d7bc44d9d,88c5bef26f4ff6e51f788a8423c2bb5bfd50e6cf499611cb57e3341f757f44a6,b75a3a704e5c05c8223f4a3bedd940768e8999dc62127fb6dbc5bcb05b1c7a9f,c55e2ab0503dde72ce039614292b3970e69b82216caf671286910527c0947079,76c45f1af41752f4044f0a21001eb18520f302fdb18cea63e6519dc3a2290783,3cd16cc2837a185938e31c921f1e76bfe06f3f6e75f521225a2d530544dca9be,bc737560baaa966944c5930d3c24a7795ac6e2033cb9414213900d07c5439cae,c564785200bff6d6e7d4e2cbf7831a6b759dfe8253e193216259fc232c523a6c
"0","0","6004","1","完成活動任務1-11 (NORMAL)","10001111","2018/08/28 16:00:00","71001011","71001011","10001","102","9003","2018/09/19 15:59:59","601"
"0","0","6004","1","完成活動任務1-12 (NORMAL)","10001112","2018/08/28 16:00:00","71001012","71001012","10001","102","9003","2018/09/19 15:59:59","601"
"0","0","6004","1","完成活動任務1-13 (NORMAL)","10001113","2018/08/28 16:00:00","71001013","71001013","10001","102","9003","2018/09/19 15:59:59","601"
"0","0","6004","1","完成活動任務1-14 (NORMAL)","10001114","2018/08/28 16:00:00","71001014","71001014","10001","102","9003","2018/09/19 15:59:59","601"
"0","0","6004","1","完成活動任務1-15 (NORMAL)","10001115","2018/08/28 16:00:00","71001015","71001015","10001","102","9003","2018/09/19 15:59:59","601"
"0","0","6005","1","完成活動任務1-1 (HARD)","10001201","2018/08/28 16:00:00","71001016","71001016","10001","103","9003","2018/09/19 15:59:59","601"
"0","0","6005","1","完成活動任務1-2 (HARD)","10001202","2018/08/28 16:00:00","71001017","71001017","10001","103","9003","2018/09/19 15:59:59","601"
"0","0","6005","1","完成活動任務1-3 (HARD)","10001203","2018/08/28 16:00:00","71001018","71001018","10001","103","9003","2018/09/19 15:59:59","601"
"0","0","6005","1","完成活動任務1-4 (HARD)","10001204","2018/08/28 16:00:00","71001019","71001019","10001","103","9003","2018/09/19 15:59:59","601"
"0","0","6005","1","完成活動任務1-5 (HARD)","10001205","2018/08/28 16:00:00","71001020","71001020","10001","103","9003","2018/09/19 15:59:59","601"
"0","0","6002","1","將討伐證交換的獎賞一覽重置1次","0","2018/08/28 16:00:00","71001021","71001021","10001","104","9006","2018/09/19 15:59:59","601"
"0","0","6002","2","將討伐證交換的獎賞一覽重置2次","0","2018/08/28 16:00:00","71001022","71001022","10001","104","9006","2018/09/19 15:59:59","601"
"0","0","6002","3","將討伐證交換的獎賞一覽重置3次","0","2018/08/28 16:00:00","71001023","71001023","10001","104","9006","2018/09/19 15:59:59","601"
"0","0","6002","4","將討伐證交換的獎賞一覽重置4次","0","2018/08/28 16:00:00","71001024","71001024","10001","104","9006","2018/09/19 15:59:59","601"
"0","0","6008","5","打倒5隻席茲（NORMAL、HARD共通）","0","2018/08/28 16:00:00","71001025","71001025","10001","105","9011","2018/09/19 15:59:59","601"
"0","0","6008","10","打倒10隻席茲（NORMAL、HARD共通）","0","2018/08/28 16:00:00","71001026","71001026","10001","105","9011","2018/09/19 15:59:59","601"
"0","0","6008","15","打倒15隻席茲（NORMAL、HARD共通）","0","2018/08/28 16:00:00","71001027","71001027","10001","105","9011","2018/09/19 15:59:59","601"
"0","0","6008","20","打倒20隻席茲（NORMAL、HARD共通）","0","2018/08/28 16:00:00","71001028","71001028","10001","105","9011","2018/09/19 15:59:59","601"
"0","0","6008","25","打倒25隻席茲（NORMAL、HARD共通）","0","2018/08/28 16:00:00","71001029","71001029","10001","105","9011","2018/09/19 15:59:59","601"
"0","0","6008","30","打倒30隻席茲（NORMAL、HARD共通）","0","2018/08/28 16:00:00","71001030","71001030","10001","105","9011","2018/09/19 15:59:59","601"
"0","0","6004","1","完成活動任務1-1 (NORMAL)","10002101","2018/10/03 16:00:00","71002001","71002001","10002","102","9003","2018/10/28 15:59:59","601"
"0","0","6004","1","完成活動任務1-2 (NORMAL)","10002102","2018/10/03 16:00:00","71002002","71002002","10002","102","9003","2018/10/28 15:59:59","601"
"0","0","6004","1","完成活動任務1-3 (NORMAL)","10002103","2018/10/03 16:00:00","71002003","71002003","10002","102","9003","2018/10/28 15:59:59","601"
"0","0","6004","1","完成活動任務1-4 (NORMAL)","10002104","2018/10/03 16:00:00","71002004","71002004","10002","102","9003","2018/10/28 15:59:59","601"
"0","0","6004","1","完成活動任務1-5 (NORMAL)","10002105","2018/10/03 16:00:00","71002005","71002005","10002","102","9003","2018/10/28 15:59:59","601"
"0","0","6004","1","完成活動任務1-6 (NORMAL)","10002106","2018/10/03 16:00:00","71002006","71002006","10002","102","9003","2018/10/28 15:59:59","601"
"0","0","6004","1","完成活動任務1-7 (NORMAL)","10002107","2018/10/03 16:00:00","71002007","71002007","10002","102","9003","2018/10/28 15:59:59","601"
"0","0","6004","1","完成活動任務1-8 (NORMAL)","10002108","2018/10/03 16:00:00","71002008","71002008","10002","102","9003","2018/10/28 15:59:59","601"
"0","0","6004","1","完成活動任務1-9 (NORMAL)","10002109","2018/10/03 16:00:00","71002009","71002009","10002","102","9003","2018/10/28 15:59:59","601"
"0","0","6004","1","完成活動任務1-10 (NORMAL)","10002110","2018/10/03 16:00:00","71002010","71002010","10002","102","9003","2018/10/28 15:59:59","601"
"0","0","6004","1","完成活動任務1-11 (NORMAL)","10002111","2018/10/03 16:00:00","71002011","71002011","10002","102","9003","2018/10/28 15:59:59","601"
"0","0","6004","1","完成活動任務1-12 (NORMAL)","10002112","2018/10/03 16:00:00","71002012","71002012","10002","102","9003","2018/10/28 15:59:59","601"
"0","0","6004","1","完成活動任務1-13 (NORMAL)","10002113","2018/10/03 16:00:00","71002013","71002013","10002","102","9003","2018/10/28 15:59:59","601"
"0","0","6004","1","完成活動任務1-14 (NORMAL)","10002114","2018/10/03 16:00:00","71002014","71002014","10002","102","9003","2018/10/28 15:59:59","601"
"0","0","6004","1","完成活動任務1-15 (NORMAL)","10002115","2018/10/03 16:00:00","71002015","71002015","10002","102","9003","2018/10/28 15:59:59","601"
"0","0","6005","1","完成活動任務1-1 (HARD)","10002201","2018/10/03 16:00:00","71002016","71002016","10002","103","9003","2018/10/28 15:59:59","601"
"0","0","6005","1","完成活動任務1-2 (HARD)","10002202","2018/10/03 16:00:00","71002017","71002017","10002","103","9003","2018/10/28 15:59:59","601"
"0","0","6005","1","完成活動任務1-3 (HARD)","10002203","2018/10/03 16:00:00","71002018","71002018","10002","103","9003","2018/10/28 15:59:59","601"
"0","0","6005","1","完成活動任務1-4 (HARD)","10002204","2018/10/03 16:00:00","71002019","71002019","10002","103","9003","2018/10/28 15:59:59","601"
"0","0","6005","1","完成活動任務1-5 (HARD)","10002205","2018/10/03 16:00:00","71002020","71002020","10002","103","9003","2018/10/28 15:59:59","601"
"0","0","6002","1","將討伐證交換的獎賞一覽重置1次","0","2018/10/03 16:00:00","71002021","71002021","10002","104","9006","2018/10/28 15:59:59","601"
"0","0","6002","2","將討伐證交換的獎賞一覽重置2次","0","2018/10/03 16:00:00","71002022","71002022","10002","104","9006","2018/10/28 15:59:59","601"
"0","0","6002","3","將討伐證交換的獎賞一覽重置3次","0","2018/10/03 16:00:00","71002023","71002023","10002","104","9006","2018/10/28 15:59:59","601"
"0","0","6002","4","將討伐證交換的獎賞一覽重置4次","0","2018/10/03 16:00:00","71002024","71002024","10002","104","9006","2018/10/28 15:59:59","601"
"0","0","6008","5","打倒5隻阿爾瑪（NORMAL、HARD共通）","0","2018/10/03 16:00:00","71002025","71002025","10002","105","9011","2018/10/28 15:59:59","601"
"0","0","6008","10","打倒10隻阿爾瑪（NORMAL、HARD共通）","0","2018/10/03 16:00:00","71002026","71002026","10002","105","9011","2018/10/28 15:59:59","601"
"0","0","6008","15","打倒15隻阿爾瑪（NORMAL、HARD共通）","0","2018/10/03 16:00:00","71002027","71002027","10002","105","9011","2018/10/28 15:59:59","601"
"0","0","6008","20","打倒20隻阿爾瑪（NORMAL、HARD共通）","0","2018/10/03 16:00:00","71002028","71002028","10002","105","9011","2018/10/28 15:59:59","601"
"0","0","6008","25","打倒25隻阿爾瑪（NORMAL、HARD共通）","0","2018/10/03 16:00:00","71002029","71002029","10002","105","9011","2018/10/28 15:59:59","601"
"0","0","6008","30","打倒30隻阿爾瑪（NORMAL、HARD共通）","0","2018/10/03 16:00:00","71002030","71002030","10002","105","9011","2018/10/28 15:59:59","601"
"0","0","6004","1","完成活動任務1-1 (NORMAL)","10003101","2018/11/01 15:59:59","71003001","71003001","10003","102","9003","2018/11/25 15:59:59","601"
"0","0","6004","1","完成活動任務1-2 (NORMAL)","10003102","2018/11/01 15:59:59","71003002","71003002","10003","102","9003","2018/11/25 15:59:59","601"
"0","0","6004","1","完成活動任務1-3 (NORMAL)","10003103","2018/11/01 15:59:59","71003003","71003003","10003","102","9003","2018/11/25 15:59:59","601"
"0","0","6004","1","完成活動任務1-4 (NORMAL)","10003104","2018/11/01 15:59:59","71003004","71003004","10003","102","9003","2018/11/25 15:59:59","601"
"0","0","6004","1","完成活動任務1-5 (NORMAL)","10003105","2018/11/01 15:59:59","71003005","71003005","10003","102","9003","2018/11/25 15:59:59","601"
"0","0","6004","1","完成活動任務1-6 (NORMAL)","10003106","2018/11/01 15:59:59","71003006","71003006","10003","102","9003","2018/11/25 15:59:59","601"
"0","0","6004","1","完成活動任務1-7 (NORMAL)","10003107","2018/11/01 15:59:59","71003007","71003007","10003","102","9003","2018/11/25 15:59:59","601"
"0","0","6004","1","完成活動任務1-8 (NORMAL)","10003108","2018/11/01 15:59:59","71003008","71003008","10003","102","9003","2018/11/25 15:59:59","601"
"0","0","6004","1","完成活動任務1-9 (NORMAL)","10003109","2018/11/01 15:59:59","71003009","71003009","10003","102","9003","2018/11/25 15:59:59","601"
"0","0","6004","1","完成活動任務1-10 (NORMAL)","10003110","2018/11/01 15:59:59","71003010","71003010","10003","102","9003","2018/11/25 15:59:59","601"
"0","0","6004","1","完成活動任務1-11 (NORMAL)","10003111","2018/11/01 15:59:59","71003011","71003011","10003","102","9003","2018/11/25 15:59:59","601"
"0","0","6004","1","完成活動任務1-12 (NORMAL)","10003112","2018/11/01 15:59:59","71003012","71003012","10003","102","9003","2018/11/25 15:59:59","601"
"0","0","6004","1","完成活動任務1-13 (NORMAL)","10003113","2018/11/01 15:59:59","71003013","71003013","10003","102","9003","2018/11/25 15:59:59","601"
"0","0","6004","1","完成活動任務1-14 (NORMAL)","10003114","2018/11/01 15:59:59","71003014","71003014","10003","102","9003","2018/11/25 15:59:59","601"
"0","0","6004","1","完成活動任務1-15 (NORMAL)","10003115","2018/11/01 15:59:59","71003015","71003015","10003","102","9003","2018/11/25 15:59:59","601"
"0","0","6005","1","完成活動任務1-1 (HARD)","10003201","2018/11/01 15:59:59","71003016","71003016","10003","103","9003","2018/11/25 15:59:59","601"
"0","0","6005","1","完成活動任務1-2 (HARD)","10003202","2018/11/01 15:59:59","71003017","71003017","10003","103","9003","2018/11/25 15:59:59","601"
"0","0","6005","1","完成活動任務1-3 (HARD)","10003203","2018/11/01 15:59:59","71003018","71003018","10003","103","9003","2018/11/25 15:59:59","601"
"0","0","6005","1","完成活動任務1-4 (HARD)","10003204","2018/11/01 15:59:59","71003019","71003019","10003","103","9003","2018/11/25 15:59:59","601"
"0","0","6005","1","完成活動任務1-5 (HARD)","10003205","2018/11/01 15:59:59","71003020","71003020","10003","103","9003","2018/11/25 15:59:59","601"
"0","0","6002","1","將討伐證交換的獎賞一覽重置1次","0","2018/11/01 15:59:59","71003021","71003021","10003","104","9006","2018/11/25 15:59:59","601"
"0","0","6002","2","將討伐證交換的獎賞一覽重置2次","0","2018/11/01 15:59:59","71003022","71003022","10003","104","9006","2018/11/25 15:59:59","601"
"0","0","6002","3","將討伐證交換的獎賞一覽重置3次","0","2018/11/01 15:59:59","71003023","71003023","10003","104","9006","2018/11/25 15:59:59","601"
"0","0","6002","4","將討伐證交換的獎賞一覽重置4次","0","2018/11/01 15:59:59","71003024","71003024","10003","104","9006","2018/11/25 15:59:59","601"
"0","0","6008","5","打倒5隻食屍巨狼（NORMAL、HARD共通）","0","2018/11/01 15:59:59","71003025","71003025","10003","105","9011","2018/11/25 15:59:59","601"
"0","0","6008","10","打倒10隻食屍巨狼（NORMAL、HARD共通）","0","2018/11/01 15:59:59","71003026","71003026","10003","105","9011","2018/11/25 15:59:59","601"
"0","0","6008","15","打倒15隻食屍巨狼（NORMAL、HARD共通）","0","2018/11/01 15:59:59","71003027","71003027","10003","105","9011","2018/11/25 15:59:59","601"
"0","0","6008","20","打倒20隻食屍巨狼（NORMAL、HARD共通）","0","2018/11/01 15:59:59","71003028","71003028","10003","105","9011","2018/11/25 15:59:59","601"
"0","0","6008","25","打倒25隻食屍巨狼（NORMAL、HARD共通）","0","2018/11/01 15:59:59","71003029","71003029","10003","105","9011","2018/11/25 15:59:59","601"
"0","0","6008","30","打倒30隻食屍巨狼（NORMAL、HARD共通）","0","2018/11/01 15:59:59","71003030","71003030","10003","105","9011","2018/11/25 15:59:59","601"
"0","0","6004","1","完成活動任務1-1 (NORMAL)","10004101","2018/12/01 16:00:00","71004001","71004001","10004","102","9003","2018/12/24 15:59:59","601"
"0","0","6004","1","完成活動任務1-2 (NORMAL)","10004102","2018/12/01 16:00:00","71004002","71004002","10004","102","9003","2018/12/24 15:59:59","601"
"0","0","6004","1","完成活動任務1-3 (NORMAL)","10004103","2018/12/01 16:00:00","71004003","71004003","10004","102","9003","2018/12/24 15:59:59","601"
"0","0","6004","1","完成活動任務1-4 (NORMAL)","10004104","2018/12/01 16:00:00","71004004","71004004","10004","102","9003","2018/12/24 15:59:59","601"
"0","0","6004","1","完成活動任務1-5 (NORMAL)","10004105","2018/12/01 16:00:00","71004005","71004005","10004","102","9003","2018/12/24 15:59:59","601"
"0","0","6004","1","完成活動任務1-6 (NORMAL)","10004106","2018/12/01 16:00:00","71004006","71004006","10004","102","9003","2018/12/24 15:59:59","601"
"0","0","6004","1","完成活動任務1-7 (NORMAL)","10004107","2018/12/01 16:00:00","71004007","71004007","10004","102","9003","2018/12/24 15:59:59","601"
"0","0","6004","1","完成活動任務1-8 (NORMAL)","10004108","2018/12/01 16:00:00","71004008","71004008","10004","102","9003","2018/12/24 15:59:59","601"
"0","0","6004","1","完成活動任務1-9 (NORMAL)","10004109","2018/12/01 16:00:00","71004009","71004009","10004","102","9003","2018/12/24 15:59:59","601"
"0","0","6004","1","完成活動任務1-10 (NORMAL)","10004110","2018/12/01 16:00:00","71004010","71004010","10004","102","9003","2018/12/24 15:59:59","601"
"0","0","6004","1","完成活動任務1-11 (NORMAL)","10004111","2018/12/01 16:00:00","71004011","71004011","10004","102","9003","2018/12/24 15:59:59","601"
"0","0","6004","1","完成活動任務1-12 (NORMAL)","10004112","2018/12/01 16:00:00","71004012","71004012","10004","102","9003","2018/12/24 15:59:59","601"
"0","0","6004","1","完成活動任務1-13 (NORMAL)","10004113","2018/12/01 16:00:00","71004013","71004013","10004","102","9003","2018/12/24 15:59:59","601"
"0","0","6004","1","完成活動任務1-14 (NORMAL)","10004114","2018/12/01 16:00:00","71004014","71004014","10004","102","9003","2018/12/24 15:59:59","601"
"0","0","6004","1","完成活動任務1-15 (NORMAL)","10004115","2018/12/01 16:00:00","71004015","71004015","10004","102","9003","2018/12/24 15:59:59","601"
"0","0","6005","1","完成活動任務1-1 (HARD)","10004201","2018/12/01 16:00:00","71004016","71004016","10004","103","9003","2018/12/24 15:59:59","601"
"0","0","6005","1","完成活動任務1-2 (HARD)","10004202","2018/12/01 16:00:00","71004017","71004017","10004","103","9003","2018/12/24 15:59:59","601"
"0","0","6005","1","完成活動任務1-3 (HARD)","10004203","2018/12/01 16:00:00","71004018","71004018","10004","103","9003","2018/12/24 15:59:59","601"
"0","0","6005","1","完成活動任務1-4 (HARD)","10004204","2018/12/01 16:00:00","71004019","71004019","10004","103","9003","2018/12/24 15:59:59","601"
"0","0","6005","1","完成活動任務1-5 (HARD)","10004205","2018/12/01 16:00:00","71004020","71004020","10004","103","9003","2018/12/24 15:59:59","601"
"0","0","6002","1","將討伐證交換的獎賞一覽重置1次","0","2018/12/01 16:00:00","71004021","71004021","10004","104","9006","2018/12/24 15:59:59","601"
"0","0","6002","2","將討伐證交換的獎賞一覽重置2次","0","2018/12/01 16:00:00","71004022","71004022","10004","104","9006","2018/12/24 15:59:59","601"
"0","0","6002","3","將討伐證交換的獎賞一覽重置3次","0","2018/12/01 16:00:00","71004023","71004023","10004","104","9006","2018/12/24 15:59:59","601"
"0","0","6002","4","將討伐證交換的獎賞一覽重置4次","0","2018/12/01 16:00:00","71004024","71004024","10004","104","9006","2018/12/24 15:59:59","601"
"0","0","6008","5","打倒5隻天塔帕斯（全難度共通）","0","2018/12/01 16:00:00","71004025","71004025","10004","105","9011","2018/12/24 15:59:59","601"
"0","0","6008","10","打倒10隻天塔帕斯（全難度共通）","0","2018/12/01 16:00:00","71004026","71004026","10004","105","9011","2018/12/24 15:59:59","601"
"0","0","6008","15","打倒15隻天塔帕斯（全難度共通）","0","2018/12/01 16:00:00","71004027","71004027","10004","105","9011","2018/12/24 15:59:59","601"
"0","0","6008","20","打倒20隻天塔帕斯（全難度共通）","0","2018/12/01 16:00:00","71004028","71004028","10004","105","9011","2018/12/24 15:59:59","601"
"0","0","6008","25","打倒25隻天塔帕斯（全難度共通）","0","2018/12/01 16:00:00","71004029","71004029","10004","105","9011","2018/12/24 15:59:59","601"
"0","0","6008","30","打倒30隻天塔帕斯（全難度共通）","0","2018/12/01 16:00:00","71004030","71004030","10004","105","9011","2018/12/24 15:59:59","601"
"0","0","6010","1","打倒1隻天塔帕斯(VERY HARD限定)","610004301","2018/12/01 16:00:00","71004031","71004031","10004","106","9001","2018/12/24 15:59:59","601"
"0","0","6004","1","完成活動任務1-1 (NORMAL)","10005101","2019/01/03 16:00:00","71005001","71005001","10005","102","9003","2019/01/25 15:59:59","601"
"0","0","6004","1","完成活動任務1-2 (NORMAL)","10005102","2019/01/03 16:00:00","71005002","71005002","10005","102","9003","2019/01/25 15:59:59","601"
"0","0","6004","1","完成活動任務1-3 (NORMAL)","10005103","2019/01/03 16:00:00","71005003","71005003","10005","102","9003","2019/01/25 15:59:59","601"
"0","0","6004","1","完成活動任務1-4 (NORMAL)","10005104","2019/01/03 16:00:00","71005004","71005004","10005","102","9003","2019/01/25 15:59:59","601"
"0","0","6004","1","完成活動任務1-5 (NORMAL)","10005105","2019/01/03 16:00:00","71005005","71005005","10005","102","9003","2019/01/25 15:59:59","601"
"0","0","6004","1","完成活動任務1-6 (NORMAL)","10005106","2019/01/03 16:00:00","71005006","71005006","10005","102","9003","2019/01/25 15:59:59","601"
"0","0","6004","1","完成活動任務1-7 (NORMAL)","10005107","2019/01/03 16:00:00","71005007","71005007","10005","102","9003","2019/01/25 15:59:59","601"
"0","0","6004","1","完成活動任務1-8 (NORMAL)","10005108","2019/01/03 16:00:00","71005008","71005008","10005","102","9003","2019/01/25 15:59:59","601"
"0","0","6004","1","完成活動任務1-9 (NORMAL)","10005109","2019/01/03 16:00:00","71005009","71005009","10005","102","9003","2019/01/25 15:59:59","601"
"0","0","6004","1","完成活動任務1-10 (NORMAL)","10005110","2019/01/03 16:00:00","71005010","71005010","10005","102","9003","2019/01/25 15:59:59","601"
"0","0","6004","1","完成活動任務1-11 (NORMAL)","10005111","2019/01/03 16:00:00","71005011","71005011","10005","102","9003","2019/01/25 15:59:59","601"
"0","0","6004","1","完成活動任務1-12 (NORMAL)","10005112","2019/01/03 16:00:00","71005012","71005012","10005","102","9003","2019/01/25 15:59:59","601"
"0","0","6004","1","完成活動任務1-13 (NORMAL)","10005113","2019/01/03 16:00:00","71005013","71005013","10005","102","9003","2019/01/25 15:59:59","601"
"0","0","6004","1","完成活動任務1-14 (NORMAL)","10005114","2019/01/03 16:00:00","71005014","71005014","10005","102","9003","2019/01/25 15:59:59","601"
"0","0","6004","1","完成活動任務1-15 (NORMAL)","10005115","2019/01/03 16:00:00","71005015","71005015","10005","102","9003","2019/01/25 15:59:59","601"
"0","0","6005","1","完成活動任務1-1 (HARD)","10005201","2019/01/03 16:00:00","71005016","71005016","10005","103","9003","2019/01/25 15:59:59","601"
"0","0","6005","1","完成活動任務1-2 (HARD)","10005202","2019/01/03 16:00:00","71005017","71005017","10005","103","9003","2019/01/25 15:59:59","601"
"0","0","6005","1","完成活動任務1-3 (HARD)","10005203","2019/01/03 16:00:00","71005018","71005018","10005","103","9003","2019/01/25 15:59:59","601"
"0","0","6005","1","完成活動任務1-4 (HARD)","10005204","2019/01/03 16:00:00","71005019","71005019","10005","103","9003","2019/01/25 15:59:59","601"
"0","0","6005","1","完成活動任務1-5 (HARD)","10005205","2019/01/03 16:00:00","71005020","71005020","10005","103","9003","2019/01/25 15:59:59","601"
"0","0","6002","1","將討伐證交換的獎賞一覽重置1次","0","2019/01/03 16:00:00","71005021","71005021","10005","104","9006","2019/01/25 15:59:59","601"
"0","0","6002","2","將討伐證交換的獎賞一覽重置2次","0","2019/01/03 16:00:00","71005022","71005022","10005","104","9006","2019/01/25 15:59:59","601"
"0","0","6002","3","將討伐證交換的獎賞一覽重置3次","0","2019/01/03 16:00:00","71005023","71005023","10005","104","9006","2019/01/25 15:59:59","601"
"0","0","6002","4","將討伐證交換的獎賞一覽重置4次","0","2019/01/03 16:00:00","71005024","71005024","10005","104","9006","2019/01/25 15:59:59","601"
"0","0","6008","5","打倒5隻島鯨（全難度共通）","0","2019/01/03 16:00:00","71005025","71005025","10005","105","9011","2019/01/25 15:59:59","601"
"0","0","6008","10","打倒10隻島鯨（全難度共通）","0","2019/01/03 16:00:00","71005026","71005026","10005","105","9011","2019/01/25 15:59:59","601"
"0","0","6008","15","打倒15隻島鯨（全難度共通）","0","2019/01/03 16:00:00","71005027","71005027","10005","105","9011","2019/01/25 15:59:59","601"
"0","0","6008","20","打倒20隻島鯨（全難度共通）","0","2019/01/03 16:00:00","71005028","71005028","10005","105","9011","2019/01/25 15:59:59","601"
"0","0","6008","25","打倒25隻島鯨（全難度共通）","0","2019/01/03 16:00:00","71005029","71005029","10005","105","9011","2019/01/25 15:59:59","601"
"0","0","6008","30","打倒30隻島鯨（全難度共通）","0","2019/01/03 16:00:00","71005030","71005030","10005","105","9011","2019/01/25 15:59:59","601"
"0","0","6010","1","打倒1隻島鯨(VERY HARD限定)","610005301","2019/01/03 16:00:00","71005031","71005031","10005","106","9001","2019/01/25 15:59:59","601"
"0","0","6004","1","完成活動任務1-1 (NORMAL)","10006101","2019/02/01 12:00:00","71006001","71006001","10006","102","9003","2019/02/22 15:59:59","601"
"0","0","6004","1","完成活動任務1-2 (NORMAL)","10006102","2019/02/01 12:00:00","71006002","71006002","10006","102","9003","2019/02/22 15:59:59","601"
"0","0","6004","1","完成活動任務1-3 (NORMAL)","10006103","2019/02/01 12:00:00","71006003","71006003","10006","102","9003","2019/02/22 15:59:59","601"
"0","0","6004","1","完成活動任務1-4 (NORMAL)","10006104","2019/02/01 12:00:00","71006004","71006004","10006","102","9003","2019/02/22 15:59:59","601"
"0","0","6004","1","完成活動任務1-5 (NORMAL)","10006105","2019/02/01 12:00:00","71006005","71006005","10006","102","9003","2019/02/22 15:59:59","601"
"0","0","6004","1","完成活動任務1-6 (NORMAL)","10006106","2019/02/01 12:00:00","71006006","71006006","10006","102","9003","2019/02/22 15:59:59","601"
"0","0","6004","1","完成活動任務1-7 (NORMAL)","10006107","2019/02/01 12:00:00","71006007","71006007","10006","102","9003","2019/02/22 15:59:59","601"
"0","0","6004","1","完成活動任務1-8 (NORMAL)","10006108","2019/02/01 12:00:00","71006008","71006008","10006","102","9003","2019/02/22 15:59:59","601"
"0","0","6004","1","完成活動任務1-9 (NORMAL)","10006109","2019/02/01 12:00:00","71006009","71006009","10006","102","9003","2019/02/22 15:59:59","601"
"0","0","6004","1","完成活動任務1-10 (NORMAL)","10006110","2019/02/01 12:00:00","71006010","71006010","10006","102","9003","2019/02/22 15:59:59","601"
"0","0","6004","1","完成活動任務1-11 (NORMAL)","10006111","2019/02/01 12:00:00","71006011","71006011","10006","102","9003","2019/02/22 15:59:59","601"
"0","0","6004","1","完成活動任務1-12 (NORMAL)","10006112","2019/02/01 12:00:00","71006012","71006012","10006","102","9003","2019/02/22 15:59:59","601"
"0","0","6004","1","完成活動任務1-13 (NORMAL)","10006113","2019/02/01 12:00:00","71006013","71006013","10006","102","9003","2019/02/22 15:59:59","601"
