5ebd70c1563b257dd041b679cb81b4f8694ec548ac0d44e410232a82f30f3674,1d5cac9ad6c6957c6b3c57fb2d36c2cce48f866b1b97def55466b0cebf8a5179,5ee13b055d0b84d115999cb336cd43761c4b46c5800f2e451787237d9d48fe10,d7cd34938a9775f272bb7cd98bed54b05ae20f6368aa84c69c9eabef2b9c7320,dca7c2a78c35f2ae33eb17721ebe8d7961b512506b2db0e182181b494147f2ab,1f0ecf85c6e9ed500ac7df32532fc96eda87a1535d7002589c00af87a4ef58bd,56b6c9b2896d308c8708d192dd666274658ac504003b072c30b89e5a353a1bbc,002519c2718e95544c11c8bf78c0b1e6a44f73e14ecef562f685778276195930,49bd432f9415bf704efeaa36f0d31fef0e53c0faa1bc8a4ae5531da52234ff34,5d58e5be60892332eece8a946caabffb63118e7f6a5bac9c44df8204cffaa51a
"0","1","0","0","0","10070","2020/09/04 16:00:00","1","2020/09/11 15:59:59","302"
"0","1","0","90011","0","10071","2020/10/26 16:00:00","1","2020/11/02 15:59:59","302"
"0","1","0","0","0","10072","2020/09/16 16:00:00","1","2020/09/24 15:59:59","302"
"0","1","0","0","0","10073","2020/09/24 16:00:00","1","2020/09/30 15:59:59","302"
"0","1","0","0","0","10074","2020/11/05 16:00:00","1","2020/11/13 15:59:59","302"
"0","1","0","0","0","10075","2020/11/18 16:00:00","1","2020/11/26 15:59:59","302"
"0","1","0","90012","0","10076","2020/11/26 16:00:00","1","2020/12/01 15:59:59","302"
"0","1","0","0","0","10077","2020/12/04 16:00:00","1","2020/12/14 15:59:59","302"
"0","1","0","90013","0","10078","2020/12/14 16:00:00","1","2020/12/18 15:59:59","302"
"0","1","0","0","0","10079","2020/12/26 16:00:00","1","2021/01/06 15:59:59","302"
"0","1","0","0","0","10080","2021/01/06 16:00:00","1","2021/01/14 15:59:59","302"
"0","1","0","90014","0","10081","2021/01/15 16:00:00","1","2021/01/20 15:59:59","302"
"0","1","0","0","0","10082","2021/01/20 16:00:00","1","2021/02/01 15:59:59","302"
"0","1","0","0","0","10083","2021/02/01 16:00:00","1","2021/02/11 15:59:59","302"
"0","1","0","90015","0","10084","2021/02/15 16:00:00","1","2021/02/19 15:59:59","302"
"0","1","0","0","0","10085","2021/02/19 16:00:00","1","2021/03/02 15:59:59","302"
"0","1","0","90016","0","10086","2021/03/12 16:00:00","1","2021/03/17 15:59:59","302"
"0","1","0","0","0","10087","2021/03/02 16:00:00","1","2021/03/12 15:59:59","302"
"0","1","0","90017","0","10088","2021/04/16 16:00:00","1","2021/04/27 15:59:59","302"
"0","1","0","0","0","10089","2021/03/28 16:00:00","1","2021/04/06 15:59:59","302"
"0","1","0","0","0","10090","2021/04/06 16:00:00","1","2021/04/16 15:59:59","302"
"0","1","0","90018","0","10091","2021/03/17 16:00:00","1","2021/03/28 15:59:59","302"
"0","1","0","0","0","10092","2021/04/27 16:00:00","1","2021/05/07 15:59:59","302"
"0","1","0","0","0","10093","2021/05/07 16:00:00","1","2021/05/16 15:59:59","302"
"0","1","0","90019","0","10094","2021/05/16 16:00:00","1","2021/05/21 15:59:59","302"
"0","1","0","90020","0","10095","2021/05/21 16:00:00","1","2021/05/26 15:59:59","302"
"0","1","0","0","0","10096","2021/05/26 16:00:00","1","2021/06/02 15:59:59","302"
"0","1","0","0","0","10097","2021/06/04 16:00:00","1","2021/06/14 15:59:59","302"
"0","1","0","90021","0","10098","2021/06/14 16:00:00","1","2021/06/19 15:59:59","302"
"0","1","0","0","0","10099","2021/06/19 16:00:00","1","2021/06/27 15:59:59","302"
"30118","1","0","0","0","10100","2021/06/27 16:00:00","1","2021/07/02 15:59:59","302"
"30117","1","0","0","0","10101","2021/06/27 16:00:00","1","2021/07/02 15:59:59","302"
"30120","1","0","0","0","10102","2021/07/05 16:00:00","1","2021/07/14 15:59:59","302"
"30121","1","0","90022","0","10103","2021/08/09 16:00:00","1","2021/08/25 15:59:59","302"
"30122","1","0","0","0","10104","2021/07/14 16:00:00","1","2021/07/24 15:59:59","302"
"30123","1","0","0","0","10105","2021/07/21 16:00:00","1","2021/07/30 15:59:59","302"
"30125","1","0","0","0","10106","2021/08/01 16:00:00","1","2021/08/09 15:59:59","302"
"0","1","0","90023","0","10107","2021/07/14 16:00:00","1","2021/07/21 15:59:59","302"
"30127","1","0","0","0","10108","2021/08/25 16:00:00","1","2021/09/01 15:59:59","302"
"30128","1","0","0","0","10109","2021/08/25 16:00:00","1","2021/08/31 15:59:59","302"
"0","1","0","0","0","10110","2021/09/01 16:00:00","1","2021/09/12 15:59:59","302"
"0","1","0","90024","0","10111","2021/09/12 16:00:00","1","2021/09/22 15:59:59","302"
"0","1","0","0","0","10112","2021/09/22 16:00:00","1","2021/10/02 15:59:59","302"
"0","1","0","0","0","10113","2021/10/02 16:00:00","1","2021/10/11 15:59:59","302"
"0","1","0","90025","0","10114","2021/10/11 16:00:00","1","2021/10/18 15:59:59","302"
"30137","1","0","0","0","10115","2021/10/18 16:00:00","1","2021/10/26 15:59:59","302"
"30136","1","0","90026","0","10116","2021/10/18 16:00:00","1","2021/10/22 15:59:59","302"
"30138","1","0","90027","0","10117","2021/10/22 16:00:00","1","2021/10/26 15:59:59","302"
"0","1","0","0","0","10118","2021/10/26 16:00:00","1","2021/11/01 15:59:59","302"
"0","1","0","0","0","10119","2021/11/04 16:00:00","1","2021/11/13 15:59:59","302"
"0","1","0","0","0","10120","2021/11/09 16:00:00","1","2021/11/16 15:59:59","302"
"30144","1","0","0","0","10121","2021/11/16 16:00:00","1","2021/11/24 15:59:59","302"
"30143","1","0","90028","0","10122","2021/11/16 16:00:00","1","2021/11/20 15:59:59","302"
"30145","1","0","0","0","10123","2021/11/20 16:00:00","1","2021/11/25 15:59:59","302"
"30146","1","0","90029","0","10124","2021/11/25 16:00:00","1","2021/12/02 15:59:59","302"
"0","1","0","0","0","10125","2021/12/02 16:00:00","1","2021/12/11 15:59:59","302"
"0","1","0","0","0","10126","2021/12/10 16:00:00","1","2021/12/17 15:59:59","302"
"40005","1","0","0","0","10127","2021/12/17 16:00:00","1","2021/12/25 15:59:59","302"
"0","1","0","0","0","10128","2021/12/25 16:00:00","1","2022/01/02 15:59:59","302"
"0","1","0","0","0","10129","2022/01/05 16:00:00","1","2022/01/10 15:59:59","302"
"0","1","0","90030","0","10130","2022/01/10 16:00:00","1","2022/01/15 15:59:59","302"
"0","1","0","0","0","10131","2022/01/15 16:00:00","1","2022/01/20 15:59:59","302"
"0","1","0","0","0","10132","2022/01/20 16:00:00","1","2022/01/26 15:59:59","302"
"30157","1","0","0","0","10133","2022/01/26 16:00:00","1","2022/02/01 15:59:59","302"
"30156","1","0","90031","0","10134","2022/01/26 16:00:00","1","2022/02/01 15:59:59","302"
"0","1","0","0","0","10135","2022/02/04 16:00:00","1","2022/02/12 15:59:59","302"
"0","1","0","0","0","10136","2022/02/12 16:00:00","1","2022/02/19 15:59:59","302"
"0","1","0","0","0","10137","2022/02/19 16:00:00","1","2022/02/26 15:59:59","302"
"0","1","0","0","0","10138","2022/02/26 16:00:00","1","2022/03/07 15:59:59","302"
"0","1","0","0","0","10139","2022/03/07 16:00:00","1","2022/03/15 15:59:59","302"
"0","1","0","90032","0","10140","2022/03/15 16:00:00","1","2022/03/20 15:59:59","302"
"0","1","0","0","0","10141","2022/03/20 16:00:00","1","2022/03/28 15:59:59","302"
"0","1","0","90033","0","10142","2022/03/28 16:00:00","1","2022/04/03 15:59:59","302"
"0","1","0","0","0","10143","2022/04/03 16:00:00","1","2022/04/11 15:59:59","302"
"0","1","0","0","0","10144","2022/04/11 16:00:00","1","2022/04/18 15:59:59","302"
"0","1","0","0","0","10145","2022/04/18 16:00:00","1","2022/04/25 15:59:59","302"
"0","1","0","0","0","10146","2022/04/25 16:00:00","1","2022/05/04 15:59:59","302"
"0","1","0","0","0","10147","2022/05/07 16:00:00","1","2022/05/15 15:59:59","302"
"0","1","0","90034","0","10148","2022/05/15 16:00:00","1","2022/05/19 15:59:59","302"
"0","1","0","0","0","10149","2022/05/19 16:00:00","1","2022/05/28 15:59:59","302"
"0","1","0","90035","0","10150","2022/05/28 16:00:00","1","2022/05/31 15:59:59","302"
"0","1","0","90036","0","10151","2022/05/31 16:00:00","1","2022/06/04 15:59:59","302"
"0","1","0","0","0","10152","2022/06/04 16:00:00","1","2022/06/12 15:59:59","302"
"0","1","0","0","0","10153","2022/06/12 16:00:00","1","2022/06/19 15:59:59","302"
"40007","1","0","0","0","10154","2022/06/19 16:00:00","1","2022/06/28 15:59:59","302"
"30180","1","0","0","0","10155","2022/06/19 16:00:00","1","2022/06/28 15:59:59","302"
"0","1","0","0","0","10156","2022/06/28 16:00:00","1","2022/07/02 15:59:59","302"
"30184","1","0","0","0","10157","2022/07/05 16:00:00","1","2022/07/13 15:59:59","302"
"30185","1","0","90037","0","10158","2022/07/10 16:00:00","1","2022/07/13 15:59:59","302"
"0","1","0","90038","0","10159","2022/07/13 16:00:00","1","2022/07/17 15:59:59","302"
"0","1","0","0","0","10160","2022/07/17 16:00:00","1","2022/07/26 15:59:59","302"
"0","1","0","0","0","10161","2022/07/26 16:00:00","1","2022/07/30 15:59:59","302"
"0","1","0","0","0","10162","2022/08/10 16:00:00","1","2022/08/13 15:59:59","302"
"0","1","0","0","0","10163","2022/08/02 16:00:00","1","2022/08/10 15:59:59","302"
"0","1","0","90040","0","10164","2022/08/13 16:00:00","1","2022/08/17 15:59:59","302"
"0","1","0","0","0","10165","2022/08/17 16:00:00","1","2022/08/24 15:59:59","302"
"0","1","0","0","0","10166","2022/08/24 16:00:00","1","2022/09/01 15:59:59","302"
"0","1","0","0","0","10167","2022/09/04 16:00:00","1","2022/09/12 15:59:59","302"
"0","1","0","90041","0","10168","2022/09/12 16:00:00","1","2022/09/16 15:59:59","302"
"0","1","0","0","0","10169","2022/09/16 16:00:00","1","2022/09/25 15:59:59","302"
"0","1","0","0","0","10170","2022/09/25 16:00:00","1","2022/09/29 15:59:59","302"
"0","1","0","0","0","10171","2022/10/02 16:00:00","1","2022/10/11 15:59:59","302"
"0","1","0","90043","0","10172","2022/10/11 16:00:00","1","2022/10/17 15:59:59","302"
"0","1","0","0","0","10173","2022/10/17 16:00:00","1","2022/10/26 15:59:59","302"
"0","1","0","0","0","10174","2022/10/26 16:00:00","1","2022/11/01 15:59:59","302"
"0","1","0","0","0","10175","2022/11/01 16:00:00","1","2022/11/09 15:59:59","302"
"0","1","0","0","0","10176","2022/11/09 16:00:00","1","2022/11/12 15:59:59","302"
"0","1","0","90044","0","10177","2022/11/12 16:00:00","1","2022/11/16 15:59:59","302"
"0","1","0","0","0","10178","2022/11/16 16:00:00","1","2022/11/26 15:59:59","302"
"0","1","0","90045","0","10179","2022/11/26 16:00:00","1","2022/11/29 15:59:59","302"
"0","1","0","90046","0","10180","2022/11/29 16:00:00","1","2022/12/02 15:59:59","302"
"0","1","0","0","0","10181","2022/12/02 16:00:00","1","2022/12/11 15:59:59","302"
"0","1","0","0","0","10182","2022/12/11 16:00:00","1","2022/12/14 15:59:59","302"
"0","1","0","90047","0","10183","2022/12/14 16:00:00","1","2022/12/17 15:59:59","302"
"40008","1","0","0","0","10184","2022/12/17 16:00:00","1","2022/12/25 15:59:59","302"
"0","1","0","90048","0","10185","2022/12/25 16:00:00","1","2022/12/28 15:59:59","302"
"0","1","0","90049","0","10186","2022/12/28 16:00:00","1","2023/01/02 15:59:59","302"
"0","1","0","0","0","10187","2023/01/05 16:00:00","1","2023/01/14 15:59:59","302"
"0","1","0","0","0","10188","2023/01/14 16:00:00","1","2023/01/17 15:59:59","302"
"0","1","0","0","0","10189","2023/01/17 16:00:00","1","2023/01/24 15:59:59","302"
"0","1","0","0","0","10190","2023/01/24 16:00:00","1","2023/02/01 15:59:59","302"
"0","1","0","0","0","10191","2023/02/01 16:00:00","1","2023/02/12 15:59:59","302"
"0","1","0","0","0","10192","2023/02/12 16:00:00","1","2023/02/16 15:59:59","302"
"0","1","0","0","0","10193","2023/02/16 16:00:00","1","2023/02/26 15:59:59","302"
"0","1","0","90050","0","10194","2023/02/26 16:00:00","1","2023/03/01 15:59:59","302"
"0","1","0","90051","0","10195","2023/03/01 16:00:00","1","2023/03/04 15:59:59","302"
"0","1","0","0","0","10196","2023/03/04 16:00:00","1","2023/03/12 15:59:59","302"
"0","1","0","0","0","10197","2023/03/12 16:00:00","1","2023/03/15 15:59:59","302"
"0","1","0","90052","0","10198","2023/03/15 16:00:00","1","2023/03/19 15:59:59","302"
"0","1","0","0","0","10199","2023/03/19 16:00:00","1","2023/03/28 15:59:59","302"
"0","1","0","90054","0","10200","2023/03/31 16:00:00","1","2023/04/03 15:59:59","302"
"0","1","0","0","0","10201","2023/04/03 16:00:00","1","2023/04/12 15:59:59","302"
"0","1","0","0","0","10202","2023/04/12 16:00:00","1","2023/04/19 15:59:59","302"
"0","1","0","90055","0","10203","2023/04/19 16:00:00","1","2023/04/26 15:59:59","302"
"0","1","0","0","0","10204","2023/04/26 16:00:00","1","2023/05/04 15:59:59","302"
"30238","1","0","0","0","10205","2023/05/07 16:00:00","1","2023/05/16 15:59:59","302"
"0","1","0","90056","0","10206","2023/05/16 16:00:00","1","2023/05/20 15:59:59","302"
"0","1","0","0","0","10207","2023/05/20 16:00:00","1","2023/05/28 15:59:59","302"
"0","1","0","0","0","10208","2023/05/28 16:00:00","1","2023/06/04 15:59:59","302"
"0","1","0","0","0","10209","2023/06/04 16:00:00","1","2023/06/15 15:59:59","302"
"0","1","0","0","0","10210","2023/06/15 16:00:00","1","2023/06/17 15:59:59","302"
"0","1","0","0","0","10211","2023/06/17 16:00:00","1","2023/06/19 15:59:59","302"
"40009","1","0","0","0","10212","2023/06/19 16:00:00","1","2023/06/28 15:59:59","302"
"30245","1","0","0","0","10213","2023/06/19 16:00:00","1","2023/06/26 15:59:59","302"
"0","1","0","0","0","10214","2023/06/28 16:00:00","1","2023/07/02 15:59:59","302"
"0","1","0","0","0","10215","2023/07/05 16:00:00","1","2023/07/12 15:59:59","302"
"0","1","0","0","0","10216","2023/07/12 16:00:00","1","2023/07/19 15:59:59","302"
"0","1","0","0","0","10217","2023/07/19 16:00:00","1","2023/07/29 15:59:59","302"
"0","1","0","0","0","10218","2023/07/29 16:00:00","1","2023/08/01 15:59:59","302"
"0","1","0","0","0","10219","2023/08/01 16:00:00","1","2023/08/09 15:59:59","302"
"0","1","0","0","0","10220","2023/08/09 16:00:00","1","2023/08/12 15:59:59","302"
"0","1","0","0","0","10221","2023/08/12 16:00:00","1","2023/08/19 15:59:59","302"
"0","1","0","0","0","10222","2023/08/19 16:00:00","1","2023/08/27 15:59:59","302"
"0","1","0","0","0","10223","2023/08/27 16:00:00","1","2023/09/01 15:59:59","302"
"0","1","0","0","0","10224","2023/09/01 16:00:00","1","2023/09/11 15:59:59","302"
"0","1","0","0","0","10225","2023/09/11 16:00:00","1","2023/09/16 15:59:59","302"
"0","1","0","0","0","10226","2023/09/16 16:00:00","1","2023/09/25 15:59:59","302"
"0","1","0","0","0","10227","2023/09/28 16:00:00","1","2023/10/02 15:59:59","302"
"0","1","0","0","0","10228","2023/10/02 16:00:00","1","2023/10/11 15:59:59","302"
"0","1","0","0","0","10229","2023/10/11 16:00:00","1","2023/10/17 15:59:59","302"
"0","1","0","0","0","10230","2023/10/17 16:00:00","1","2023/10/25 15:59:59","302"
"0","1","0","90057","0","10231","2023/10/25 16:00:00","1","2023/11/01 15:59:59","302"
"0","1","0","0","0","10232","2023/11/04 16:00:00","1","2023/11/13 15:59:59","302"
"0","1","0","0","0","10233","2023/11/13 16:00:00","1","2023/11/16 15:59:59","302"
"0","1","0","0","0","10234","2023/11/16 16:00:00","1","2023/11/26 15:59:59","302"
"0","1","0","0","0","10235","2023/11/26 16:00:00","1","2023/12/01 15:59:59","302"
"0","1","0","0","0","10236","2023/12/01 16:00:00","1","2023/12/10 15:59:59","302"
"0","1","0","0","0","10237","2023/12/10 16:00:00","1","2023/12/13 15:59:59","302"
"0","1","0","90058","0","10238","2023/12/13 16:00:00","1","2023/12/16 15:59:59","302"
"40010","1","0","0","0","10239","2023/12/16 16:00:00","1","2023/12/23 15:59:59","302"
"0","1","0","0","0","10240","2023/12/23 16:00:00","1","2023/12/27 15:59:59","302"
"0","1","0","0","0","10241","2023/12/27 16:00:00","1","2024/01/01 15:59:59","302"
"0","1","0","0","0","10242","2024/01/04 16:00:00","1","2024/01/14 15:59:59","302"
"0","1","0","90059","0","10243","2024/01/14 16:00:00","1","2024/01/17 15:59:59","302"
"0","1","0","0","0","10244","2024/01/17 16:00:00","1","2024/01/27 15:59:59","302"
"0","1","0","0","0","10245","2024/01/27 16:00:00","1","2024/02/01 15:59:59","302"
"0","1","0","0","0","10246","2024/02/01 16:00:00","1","2024/02/10 15:59:59","302"
"0","1","0","0","0","10247","2024/02/21 16:00:00","1","2024/02/26 15:59:59","302"
"0","1","0","0","0","10248","2024/02/13 16:00:00","1","2024/02/21 15:59:59","302"
"0","1","0","0","0","10249","2024/02/26 16:00:00","1","2024/02/29 15:59:59","302"
"0","1","0","0","0","10250","2024/02/29 16:00:00","1","2024/03/05 15:59:59","302"
"0","1","0","0","0","10251","2024/03/05 16:00:00","1","2024/03/15 15:59:59","302"
"0","1","0","0","0","10252","2024/03/15 16:00:00","1","2024/03/20 15:59:59","302"
"0","1","0","0","0","10253","2024/03/20 16:00:00","1","2024/03/29 15:59:59","302"
"0","1","0","90060","0","10254","2024/03/29 16:00:00","1","2024/04/01 15:59:59","302"
"0","1","0","0","0","10255","2024/04/01 16:00:00","1","2024/04/12 15:59:59","302"
"0","1","0","0","0","10256","2024/04/12 16:00:00","1","2024/04/16 15:59:59","302"
"0","1","0","0","0","10257","2024/04/16 16:00:00","1","2024/04/23 15:59:59","302"
"0","1","0","0","0","10258","2024/04/23 16:00:00","1","2024/04/28 15:59:59","302"
"0","1","0","0","0","10259","2024/04/28 16:00:00","1","2024/05/02 15:59:59","302"
"0","1","0","0","0","10260","2024/05/05 16:00:00","1","2024/05/14 15:59:59","302"
"0","1","0","90061","0","10261","2024/05/14 16:00:00","1","2024/05/17 15:59:59","302"
"0","1","0","0","0","10262","2024/05/17 16:00:00","1","2024/05/24 15:59:59","302"
"0","1","0","90062","0","10263","2024/05/24 16:00:00","1","2024/05/28 15:59:59","302"
"0","1","0","0","0","10264","2024/05/28 16:00:00","1","2024/06/02 15:59:59","302"
"0","1","0","0","0","10265","2024/06/02 16:00:00","1","2024/06/15 15:59:59","302"
"30306","1","0","0","0","10266","2024/06/15 16:00:00","1","2024/06/17 15:59:59","302"
"30305","1","0","90063","0","10267","2024/06/15 16:00:00","1","2024/06/17 15:59:59","302"
"0","1","0","0","0","10268","2024/06/17 16:00:00","1","2024/06/24 15:59:59","302"
"0","1","0","90064","0","10269","2024/06/24 16:00:00","1","2024/07/01 15:59:59","302"
"0","1","0","0","0","10270","2024/07/04 16:00:00","1","2024/07/12 15:59:59","302"
"0","1","0","0","0","10271","2024/07/12 16:00:00","1","2024/07/19 15:59:59","302"
"30313","1","0","0","0","10272","2024/07/19 16:00:00","1","2024/07/29 15:59:59","302"
"30312","1","0","90065","0","10273","2024/07/19 16:00:00","1","2024/07/23 15:59:59","302"
"30314","1","0","0","0","10274","2024/07/23 16:00:00","1","2024/07/29 15:59:59","302"
"0","1","0","0","0","10275","2024/07/29 16:00:00","1","2024/08/01 15:59:59","302"
"0","1","0","0","0","10276","2024/08/01 16:00:00","1","2024/08/13 15:59:59","302"
"30318","1","0","0","0","10277","2024/08/13 16:00:00","1","2024/08/16 15:59:59","302"
"30317","1","0","0","0","10278","2024/08/13 16:00:00","1","2024/08/16 15:59:59","302"
"0","1","0","0","0","10279","2024/08/16 16:00:00","1","2024/08/28 15:59:59","302"
"0","1","0","0","0","10280","2024/08/28 16:00:00","1","2024/09/01 15:59:59","302"
"30322","1","0","0","0","10281","2024/09/04 16:00:00","1","2024/09/16 15:59:59","302"
"30323","1","0","90066","0","10282","2024/09/11 16:00:00","1","2024/09/16 15:59:59","302"
"0","1","0","0","0","10283","2024/09/16 16:00:00","1","2024/09/28 15:59:59","302"
"0","1","0","0","0","10284","2024/09/28 16:00:00","1","2024/10/01 15:59:59","302"
"0","1","0","0","0","10285","2024/10/01 16:00:00","1","2024/10/11 15:59:59","302"
"0","1","0","0","0","10286","2024/10/11 16:00:00","1","2024/10/16 15:59:59","302"
"0","1","0","0","0","10287","2024/10/16 16:00:00","1","2024/10/27 15:59:59","302"
"0","1","0","0","0","10288","2024/10/22 16:00:00","1","2024/10/27 15:59:59","302"
