f99603c50f949e408c2a9e6647f8816228d7f1d88ce01e043323c8d7a34d34e9,c2912093e17e76555a6813edd248d80ada36e290bbaaf17833f23d708463405c,8613ca3e3c91891995a2814f8fdf30e96de6446de7b29a35d1e54d4efff9f63a,6e2fbf888f0f493ac941a20ec30c42002f4605c68e3f676cd2409cc1477ba8ae,a57037024f6f61b295c27cd4372f63985cf014dcc8f388a04f4a6f9988f91df4,0938ad7442e2b42e10be8319cd8f6aab2c05ab6c89250aed8977fa4e07ebd5ee,552abcca59a306d7925c43c8d96893a2ce587f96551aa2a4343d011c3517f940,9ea4e57c4482ba4e104b442bfee639a94feddea48af84e527772a76b8ed3940b
"bgm_M374","34.迪克斯提亞岩崖‧西壁","bgm_M374","2030/12/17 14:59:59","102","34.迪克斯提亞\n　　　　　岩崖‧西壁","2020/08/17 16:00:00","11034"
"bgm_M374","35.迪克斯提亞岩崖‧東壁","bgm_M374","2030/12/17 14:59:59","102","35.迪克斯提亞\n　　　　　岩崖‧東壁","2020/09/14 16:00:00","11035"
"bgm_M392","36.維娜湖畔道‧南部","bgm_M392","2030/12/17 14:59:59","102","36.維娜\n　　　　　湖畔道‧南部","2020/11/13 16:00:00","11036"
"bgm_M392","37.維娜湖畔道‧北部","bgm_M392","2030/12/17 14:59:59","102","37.維娜\n　　　　　湖畔道‧北部","2020/12/14 16:00:00","11037"
"bgm_M411","38.拉圖斯斷崖‧南部","bgm_M411","2030/12/17 14:59:59","102","38.拉圖斯\n　　　　　斷崖‧南部","2021/01/15 16:00:00","11038"
"bgm_M411","39.拉圖斯斷崖‧北部","bgm_M411","2030/12/17 14:59:59","102","39.拉圖斯\n　　　　　斷崖‧北部","2021/02/09 16:00:00","11039"
"bgm_M411_E40","40.斯卡普山系‧西麓","bgm_M411","2030/12/17 14:59:59","102","40.斯卡普\n　　　　　山系‧西麓","2021/03/15 16:00:00","11040"
"bgm_M411_E40","41.斯卡普山系‧東麓","bgm_M411","2030/12/17 14:59:59","102","41.斯卡普\n　　　　　山系‧東麓","2021/04/16 16:00:00","11041"
"bgm_M411_E40","42.佩克托斯冰峰‧西壁","bgm_M411","2030/12/17 14:59:59","102","42.佩克托斯\n　　　　　冰峰‧西壁","2021/05/17 16:00:00","11042"
"bgm_M411_E40","43.佩克托斯冰峰‧東壁","bgm_M411","2030/12/17 14:59:59","102","43.佩克托斯\n　　　　　冰峰‧東壁","2021/06/16 16:00:00","11043"
"bgm_M411_E40","44.斯夸瑪冰脈‧西壁","bgm_M411","2030/12/17 14:59:59","102","44.斯夸瑪\n　　　　　冰脈‧西壁","2021/07/16 16:00:00","11044"
"bgm_M411_E40","45.斯夸瑪冰脈‧東壁","bgm_M411","2030/12/17 14:59:59","102","45.斯夸瑪\n　　　　　冰脈‧東壁","2021/08/17 16:00:00","11045"
"bgm_M483_E46","46.拉泰里山脈‧崖上","bgm_M483","2030/12/17 14:59:59","102","46.拉泰里\n　　　　　山脈‧崖上","2021/09/16 16:00:00","11046"
"bgm_M483_E46","47.拉泰里山脈‧崖下","bgm_M483","2030/12/17 14:59:59","102","47.拉泰里\n　　　　　山脈‧崖下","2021/10/15 16:00:00","11047"
"bgm_M483_E46","48.埃斯塔荒野‧南部","bgm_M483","2030/12/17 14:59:59","102","48.埃斯塔\n　　　　　荒野‧南部","2021/11/15 16:00:00","11048"
"bgm_M483_E46","49.埃斯塔荒野‧北部","bgm_M483","2030/12/17 14:59:59","102","49.埃斯塔\n　　　　　荒野‧北部","2021/12/15 16:00:00","11049"
"bgm_M483_E50","50.涅羅礁岩‧西部","bgm_M483","2030/12/17 14:59:59","102","50.涅羅\n　　　　　礁岩‧西部","2015/12/17 15:00:00","11050"
"bgm_M483_E50","51.涅羅礁岩‧東部","bgm_M483","2030/12/17 14:59:59","102","51.涅羅\n　　　　　礁岩‧東部","2015/12/17 15:00:00","11051"
"bgm_M483_E50","52.皮尼翁沿岸堤‧西岸","bgm_M483","2030/12/17 14:59:59","102","52.皮尼翁\n　　　　　沿岸堤‧西岸","2015/12/17 15:00:00","11052"
"bgm_M483_E50","53.皮尼翁沿岸堤‧東岸","bgm_M483","2030/12/17 14:59:59","102","53.皮尼翁\n　　　　　沿岸堤‧東岸","2015/12/17 15:00:00","11053"
"bgm_M483_E50","54.托塔提斯沙岸‧西部","bgm_M483","2030/12/17 14:59:59","102","54.托塔提斯沙岸\n　　　　　西部","2015/12/17 15:00:00","11054"
"bgm_M483_E50","55.托塔提斯沙岸‧東部","bgm_M483","2030/12/17 14:59:59","102","55.托塔提斯沙岸\n　　　　　東部","2022/06/15 16:00:00","11055"
"bgm_M483_E50","56.歐呂克斯沙島‧北部","bgm_M483","2030/12/17 14:59:59","102","56.歐呂克斯沙島\n　　　　　北部","2022/07/15 16:00:00","11056"
"bgm_M571","57.歐呂克斯沙島‧南部","bgm_M571","2030/12/17 14:59:59","102","57.歐呂克斯沙島\n　　　　　南部","2022/08/15 16:00:00","11057"
"bgm_M599A","58.克魯斯密林‧東部","bgm_M599A","2030/12/17 14:59:59","102","58.克魯斯\n　　　　　密林‧東部","2022/09/15 16:00:00","11058"
"bgm_M599A","59.克魯斯密林‧西部","bgm_M599A","2030/12/17 14:59:59","102","59.克魯斯\n　　　　　密林‧西部","2022/11/15 16:00:00","11059"
"bgm_M599A","60.考達海灘‧北部","bgm_M599A","2030/12/17 14:59:59","102","60.考達\n　　　　　海灘‧北部","2023/01/16 16:00:00","11060"
"bgm_M599A","61.考達海灘‧南部","bgm_M599A","2030/12/17 14:59:59","102","61.考達\n　　　　　海灘‧南部","2023/03/15 16:00:00","11061"
"bgm_M599A","62.普洛庇那海角","bgm_M599A","2030/12/17 14:59:59","102","62.普洛庇那海角","2023/05/15 16:00:00","11062"
"bgm_MC001","63.阿帕雷尤街道‧西側","bgm_MC001","2030/12/17 14:59:59","103","63.阿帕雷尤\n　　　　　街道‧西側","2023/07/14 16:00:00","11063"
"bgm_MC001","64.阿帕雷尤街道‧東側","bgm_MC001","2030/12/17 14:59:59","103","64.阿帕雷尤\n　　　　　街道‧東側","2023/09/15 16:00:00","11064"
"bgm_MC001","65.芭菲之城　城鎮","bgm_MC001","2030/12/17 14:59:59","103","65.芭菲之城\n　　　　　　城鎮","2023/11/15 16:00:00","11065"
"bgm_MC001","66.拉摩利爾平原","bgm_MC001","2030/12/17 14:59:59","103","66.拉摩利爾平原","2015/12/17 15:00:00","11066"
"bgm_MC079","67.渦炎密林","bgm_MC079","2030/12/17 14:59:59","104","67.渦炎密林","2015/12/17 15:00:00","11067"
"bgm_MC079","68.思索樹海","bgm_MC079","2030/12/17 14:59:59","104","68.思索樹海","2015/12/17 15:00:00","11068"
"bgm_MC079","69.鬼的跟前","bgm_MC079","2030/12/17 14:59:59","104","69.鬼的跟前","2015/12/17 15:00:00","11069"
"bgm_MC079","70.炎繩河","bgm_MC079","2030/12/17 14:59:59","104","70.炎繩河","2015/12/17 15:00:00","11070"
"bgm_MC079","71.崩豹山巔","bgm_MC079","2030/12/17 14:59:59","104","71.崩豹山巔","2015/12/17 15:00:00","11071"
"bgm_M61","1.朱諾平原","bgm_M61","2030/12/17 14:59:59","101","1.朱諾平原","2015/12/17 15:00:00","12001"
"bgm_M61_02","2.帕拉斯高原","bgm_M61","2030/12/17 14:59:59","101","2.帕拉斯高原","2015/12/17 15:00:00","12002"
"bgm_M61_03","3.赫柏丘陵","bgm_M61","2030/12/17 14:59:59","101","3.赫柏丘陵","2015/12/17 15:00:00","12003"
"bgm_M61_04","4.維斯塔溪谷","bgm_M61","2030/12/17 14:59:59","101","4.維斯塔溪谷","2015/12/17 15:00:00","12004"
"bgm_M62_01","5.刻瑞斯森林","bgm_M62","2030/12/17 14:59:59","101","5.刻瑞斯森林","2015/12/17 15:00:00","12005"
"bgm_M62_02","6.佛洛拉湖畔","bgm_M62","2030/12/17 14:59:59","101","6.佛洛拉湖畔","2015/12/17 15:00:00","12006"
"bgm_M62_03","7.墨提斯大瀑布","bgm_M62","2030/12/17 14:59:59","101","7.墨提斯大瀑布","2015/12/17 15:00:00","12007"
"bgm_M42_02","8.伊麗絲樹海","bgm_M42","2030/12/17 14:59:59","101","8.伊麗絲樹海","2015/12/17 15:00:00","12008"
"bgm_M58","9.弗麗嘉雪原","bgm_M58","2030/12/17 14:59:59","101","9.弗麗嘉雪原","2015/12/17 15:00:00","12009"
"bgm_M101","10.洛麗泰海岸","bgm_M101","2030/12/17 14:59:59","101","10.洛麗泰海岸","2018/10/05 16:00:00","12010"
"bgm_M93","11.蓋奴亞荒漠","bgm_M93","2030/12/17 14:59:59","101","11.蓋奴亞荒漠","2018/11/07 16:00:00","12011"
"bgm_M94","12.波諾尼亞砂丘","bgm_M94","2030/12/17 14:59:59","101","12.波諾尼亞砂丘","2018/12/07 16:00:00","12012"
"bgm_M118","13.朵羅西亞溼地","bgm_M118","2030/12/17 14:59:59","101","13.朵羅西亞濕地","2019/01/03 16:00:00","12013"
"bgm_M95","14.尤金尼亞熱地","bgm_M95","2030/12/17 14:59:59","101","14.尤金尼亞熱地","2019/01/30 16:00:00","12014"
"bgm_M96","15.塔利亞火山","bgm_M96","2030/12/17 14:59:59","101","15.塔利亞火山","2019/02/18 16:00:00","12015"
"bgm_M140","16.泰美斯銀嶺","bgm_M140","2030/12/17 14:59:59","101","16.泰美斯銀嶺","2019/03/21 16:00:00","12016"
"bgm_M141","17.菲得斯冰原","bgm_M141","2030/12/17 14:59:59","101","17.菲得斯冰原","2019/04/19 16:00:00","12017"
"bgm_M179","18.法艾頓草原","bgm_M179","2030/12/17 14:59:59","102","18.法艾頓\n　　　　　草原‧北部","2019/05/21 16:00:00","12018"
"bgm_M179","19.法艾頓草原‧南部","bgm_M179","2030/12/17 14:59:59","102","19.法艾頓\n　　　　　草原‧南部","2019/06/17 16:00:00","12019"
"bgm_M180","20.卡斯塔利亞樹林‧西部","bgm_M180","2030/12/17 14:59:59","102","20.卡斯塔利亞\n　　　　　樹林‧西部","2019/08/15 16:00:00","12020"
"bgm_M180","21.卡斯塔利亞樹林‧東部","bgm_M180","2030/12/17 14:59:59","102","21.卡斯塔利亞\n　　　　　樹林‧東部","2019/08/15 16:00:00","12021"
"bgm_M232","22.馬提爾德岩峰‧南部","bgm_M232","2030/12/17 14:59:59","102","22.馬提爾德\n　　　　　岩峰‧南部","2019/09/17 16:00:00","12022"
"bgm_M232","23.馬提爾德岩峰‧北部","bgm_M232","2030/12/17 14:59:59","102","23.馬提爾德\n　　　　　岩峰‧北部","2019/09/17 16:00:00","12023"
"bgm_M233","24.雷蒂烏斯群峰‧西麓","bgm_M233","2030/12/17 14:59:59","102","24.雷蒂烏斯\n　　　　　群峰‧西麓","2019/10/15 16:00:00","12024"
"bgm_M233","25.雷蒂烏斯群峰‧東麓","bgm_M233","2030/12/17 14:59:59","102","25.雷蒂烏斯\n　　　　　群峰‧東麓","2019/11/15 16:00:00","12025"
"bgm_M260","26.佩特羅大森林‧西部","bgm_M260","2030/12/17 14:59:59","102","26.佩特羅大森林‧西部","2019/12/13 16:00:00","12026"
"bgm_M260","27.佩特羅大森林‧東部","bgm_M260","2030/12/17 14:59:59","102","27.佩特羅大森林‧東部","2020/01/10 16:00:00","12027"
"bgm_M278_E28","28.迪茲塔爾河蝕岸‧北部","bgm_M278","2030/12/17 14:59:59","102","28.迪茲塔爾河\n　　　　　蝕岸‧北部","2020/02/14 16:00:00","12028"
"bgm_M278_E29","29.迪茲塔爾河蝕岸‧南部","bgm_M278","2030/12/17 14:59:59","102","29.迪茲塔爾河\n　　　　　蝕岸‧南部","2020/03/13 16:00:00","12029"
"bgm_M293","30.弗泰拉斷崖‧北部","bgm_M293","2030/12/17 14:59:59","102","30.弗泰拉斷崖‧北部","2020/04/14 16:00:00","12030"
"bgm_M293","31.弗泰拉斷崖‧南部","bgm_M293","2030/12/17 14:59:59","102","31.弗泰拉斷崖‧南部","2020/05/15 16:00:00","12031"
"bgm_M339","32.法斯奇亞森林‧南部","bgm_M339","2030/12/17 14:59:59","102","32.法斯奇亞\n　　　　　　森林‧南部","2020/06/15 16:00:00","12032"
"bgm_M339","33.法斯奇亞森林‧東部","bgm_M339","2030/12/17 14:59:59","102","33.法斯奇亞\n　　　　　　森林‧東部","2020/07/13 16:00:00","12033"
"bgm_M374","34.迪克斯提亞岩崖‧西壁","bgm_M374","2030/12/17 14:59:59","102","34.迪克斯提亞\n　　　　　岩崖‧西壁","2020/08/17 16:00:00","12034"
"bgm_M374","35.迪克斯提亞岩崖‧東壁","bgm_M374","2030/12/17 14:59:59","102","35.迪克斯提亞\n　　　　　岩崖‧東壁","2015/12/17 15:00:00","12035"
"bgm_M392","36.維娜湖畔道‧南部","bgm_M392","2030/12/17 14:59:59","102","36.維娜\n　　　　　湖畔道‧南部","2020/11/13 16:00:00","12036"
"bgm_M392","37.維娜湖畔道‧北部","bgm_M392","2030/12/17 14:59:59","102","37.維娜\n　　　　　湖畔道‧北部","2020/12/14 16:00:00","12037"
"bgm_M411","38.拉圖斯斷崖‧南部","bgm_M411","2030/12/17 14:59:59","102","38.拉圖斯\n　　　　　斷崖‧南部","2021/01/15 16:00:00","12038"
"bgm_M411","39.拉圖斯斷崖‧北部","bgm_M411","2030/12/17 14:59:59","102","39.拉圖斯\n　　　　　斷崖‧北部","2021/02/09 16:00:00","12039"
"bgm_M411_E40","40.斯卡普山系‧西麓","bgm_M411","2030/12/17 14:59:59","102","40.斯卡普\n　　　　　山系‧西麓","2021/03/15 16:00:00","12040"
"bgm_M411_E40","41.斯卡普山系‧東麓","bgm_M411","2030/12/17 14:59:59","102","41.斯卡普\n　　　　　山系‧東麓","2021/04/16 16:00:00","12041"
"bgm_M411_E40","42.佩克托斯冰峰‧西壁","bgm_M411","2030/12/17 14:59:59","102","42.佩克托斯\n　　　　　冰峰‧西壁","2021/05/17 16:00:00","12042"
"bgm_M411_E40","43.佩克托斯冰峰‧東壁","bgm_M411","2030/12/17 14:59:59","102","43.佩克托斯\n　　　　　冰峰‧東壁","2021/06/16 16:00:00","12043"
"bgm_M411_E40","44.斯夸瑪冰脈‧西壁","bgm_M411","2030/12/17 14:59:59","102","44.斯夸瑪\n　　　　　冰脈‧西壁","2021/07/16 16:00:00","12044"
"bgm_M411_E40","45.斯夸瑪冰脈‧東壁","bgm_M411","2030/12/17 14:59:59","102","45.斯夸瑪\n　　　　　冰脈‧東壁","2021/08/17 16:00:00","12045"
"bgm_M483_E46","46.拉泰里山脈‧崖上","bgm_M483","2030/12/17 14:59:59","102","46.拉泰里\n　　　　　山脈‧崖上","2021/09/16 16:00:00","12046"
"bgm_M483_E46","47.拉泰里山脈‧崖下","bgm_M483","2030/12/17 14:59:59","102","47.拉泰里\n　　　　　山脈‧崖下","2021/10/15 16:00:00","12047"
"bgm_M483_E46","48.埃斯塔荒野‧南部","bgm_M483","2030/12/17 14:59:59","102","48.埃斯塔\n　　　　　荒野‧南部","2021/11/15 16:00:00","12048"
"bgm_M483_E46","49.埃斯塔荒野‧北部","bgm_M483","2030/12/17 14:59:59","102","49.埃斯塔\n　　　　　荒野‧北部","2021/12/15 16:00:00","12049"
"bgm_M483_E50","50.涅羅礁岩‧西部","bgm_M483","2030/12/17 14:59:59","102","50.涅羅\n　　　　　礁岩‧西部","2022/01/17 16:00:00","12050"
"bgm_M483_E50","51.涅羅礁岩‧東部","bgm_M483","2030/12/17 14:59:59","102","51.涅羅\n　　　　　礁岩‧東部","2022/04/15 16:00:00","12051"
"bgm_M483_E50","52.皮尼翁沿岸堤‧西岸","bgm_M483","2030/12/17 14:59:59","102","52.皮尼翁\n　　　　　沿岸堤‧西岸","2022/06/15 16:00:00","12052"
"bgm_M483_E50","53.皮尼翁沿岸堤‧東岸","bgm_M483","2030/12/17 14:59:59","102","53.皮尼翁\n　　　　　沿岸堤‧東岸","2022/08/15 16:00:00","12053"
"bgm_M483_E50","54.托塔提斯沙岸‧西部","bgm_M483","2030/12/17 14:59:59","102","54.托塔提斯沙岸\n　　　　　西部","2022/10/14 16:00:00","12054"
"bgm_M483_E50","55.托塔提斯沙岸‧東部","bgm_M483","2030/12/17 14:59:59","102","55.托塔提斯沙岸\n　　　　　東部","2022/12/15 16:00:00","12055"
"bgm_M483_E50","56.歐呂克斯沙島‧北部","bgm_M483","2030/12/17 14:59:59","102","56.歐呂克斯沙島\n　　　　　北部","2023/02/15 16:00:00","12056"
"bgm_M571","57.歐呂克斯沙島‧南部","bgm_M571","2030/12/17 14:59:59","102","57.歐呂克斯沙島\n　　　　　南部","2023/04/14 16:00:00","12057"
"bgm_M599A","58.克魯斯密林‧東部","bgm_M599A","2030/12/17 14:59:59","102","58.克魯斯\n　　　　　密林‧東部","2023/06/15 16:00:00","12058"
"bgm_MC001","63.阿帕雷尤街道‧西側","bgm_MC001","2030/12/17 14:59:59","103","63.阿帕雷尤\n　　　　　街道‧西側","2023/08/15 16:00:00","12063"
"bgm_MC001","64.阿帕雷尤街道‧東側","bgm_MC001","2030/12/17 14:59:59","103","64.阿帕雷尤\n　　　　　街道‧東側","2023/10/16 16:00:00","12064"
"bgm_MC001","65.芭菲之城　城鎮","bgm_MC001","2030/12/17 14:59:59","103","65.芭菲之城\n　　　　　　城鎮","2015/12/17 15:00:00","12065"
"bgm_MC001","66.拉摩利爾平原","bgm_MC001","2030/12/17 14:59:59","103","66.拉摩利爾平原","2015/12/17 15:00:00","12066"
"bgm_MC079","67.渦炎密林","bgm_MC079","2030/12/17 14:59:59","104","67.渦炎密林","2015/12/17 15:00:00","12067"
"bgm_MC079","68.思索樹海","bgm_MC079","2030/12/17 14:59:59","104","68.思索樹海","2015/12/17 15:00:00","12068"
"bgm_MC079","69.鬼的跟前","bgm_MC079","2030/12/17 14:59:59","104","69.鬼的跟前","2015/12/17 15:00:00","12069"
"bgm_MC079","70.炎繩河","bgm_MC079","2030/12/17 14:59:59","104","70.炎繩河","2015/12/17 15:00:00","12070"
"bgm_M179","18.法艾頓草原‧北部","bgm_M179","2030/12/17 14:59:00","102","18.法艾頓\n　　　　　草原‧北部","2020/01/02 16:00:00","13018"
"bgm_M179","19.法艾頓草原‧南部","bgm_M179","2030/12/17 14:59:59","102","19.法艾頓\n　　　　　草原‧南部","2020/02/04 16:00:00","13019"
"bgm_M180","20.卡斯塔利亞樹林‧西部","bgm_M180","2030/12/17 14:59:59","102","20.卡斯塔利亞\n　　　　　樹林‧西部","2020/05/05 16:00:00","13020"
"bgm_M180","21.卡斯塔利亞樹林‧東部","bgm_M180","2030/12/17 14:59:59","102","21.卡斯塔利亞\n　　　　　樹林‧東部","2020/07/02 16:00:00","13021"
"bgm_M232","22.馬提爾德岩峰‧南部","bgm_M232","2030/12/17 14:59:59","102","22.馬提爾德\n　　　　　岩峰‧南部","2020/09/04 16:00:00","13022"
"bgm_M232","23.馬提爾德岩峰‧北部","bgm_M232","2030/12/17 14:59:59","102","23.馬提爾德\n　　　　　岩峰‧北部","2015/12/17 15:00:00","13023"
"bgm_M233","24.雷蒂烏斯群峰‧西麓","bgm_M233","2030/12/17 14:59:59","102","24.雷蒂烏斯\n　　　　　群峰‧西麓","2021/02/09 16:00:00","13024"
"bgm_M233","25.雷蒂烏斯群峰‧東麓","bgm_M233","2030/12/17 14:59:59","102","25.雷蒂烏斯\n　　　　　群峰‧東麓","2021/05/11 16:00:00","13025"
"bgm_M260","26.佩特羅大森林‧西部","bgm_M260","2030/12/17 14:59:59","102","26.佩特羅大森林‧西部","2015/12/17 15:00:00","13026"
"bgm_M260","27.佩特羅大森林‧東部","bgm_M260","2030/12/17 14:59:59","102","27.佩特羅大森林‧東部","2015/12/17 15:00:00","13027"
"bgm_M278_E28","28.迪茲塔爾河蝕岸‧北部","bgm_M278","2030/12/17 14:59:59","102","28.迪茲塔爾河\n　　　　　蝕岸‧北部","2015/12/17 15:00:00","13028"
"bgm_M278_E29","29.迪茲塔爾河蝕岸‧南部","bgm_M278","2030/12/17 14:59:59","102","29.迪茲塔爾河\n　　　　　蝕岸‧南部","2015/12/17 15:00:00","13029"
"bgm_M293","30.弗泰拉斷崖‧北部","bgm_M293","2030/12/17 14:59:59","102","30.弗泰拉斷崖‧北部","2020/04/14 16:00:00","13030"
"bgm_M293","31.弗泰拉斷崖‧南部","bgm_M293","2030/12/17 14:59:59","102","31.弗泰拉斷崖‧南部","2022/07/11 16:00:00","13031"
"bgm_M339","32.法斯奇亞森林‧南部","bgm_M339","2030/12/17 14:59:59","102","32.法斯奇亞\n　　　　　　森林‧南部","2022/10/11 16:00:00","13032"
"bgm_M339","33.法斯奇亞森林‧東部","bgm_M339","2030/12/17 14:59:59","102","33.法斯奇亞\n　　　　　　森林‧東部","2023/01/10 16:00:00","13033"
"bgm_M374","34.迪克斯提亞岩崖‧西壁","bgm_M374","2030/12/17 14:59:59","102","34.迪克斯提亞\n　　　　　岩崖‧西壁","2023/03/09 16:00:00","13034"
"bgm_M374","35.迪克斯提亞岩崖‧東壁","bgm_M374","2030/12/17 14:59:59","102","35.迪克斯提亞\n　　　　　岩崖‧東壁","2023/06/08 16:00:00","13035"
"bgm_MC001","63.阿帕雷尤街道‧西側","bgm_MC001","2030/12/17 14:59:59","103","63.阿帕雷尤\n　　　　　街道‧西側","2023/09/08 16:00:00","13063"
"bgm_MC001","64.阿帕雷尤街道‧東側","bgm_MC001","2030/12/17 14:59:59","103","64.阿帕雷尤\n　　　　　街道‧東側","2023/12/07 16:00:00","13064"
"bgm_MC001","65.芭菲之城　城鎮","bgm_MC001","2030/12/17 14:59:59","103","65.芭菲之城\n　　　　　　城鎮","2015/12/17 15:00:00","13065"
"bgm_MC079","67.渦炎密林","bgm_MC079","2030/12/17 14:59:59","104","67.渦炎密林","2015/12/17 15:00:00","13067"
"bgm_MC079","68.思索樹海","bgm_MC079","2030/12/17 14:59:59","104","68.思索樹海","2015/12/17 15:00:00","13068"
