3db44ed72ccb14a40ed4b84ebb88b714f3d4053ba28446ee504bd7d979b48e2e,743ca373917b6c6614203fcc8fde0089dceca9fd3bd06bf78d08ce1f2d642953,2f8d83e480d41e2d84c7e7fc8b2b2f860fe0ae980ea07e59445c8ec81ba4d5a4,380c56979dc1b7f795175552f7412bc95c5b9b33ba80bcbd3a8813ac6c8b77e2,d38d59514282734b49c3748fa8945c83f4e00b177d87d988eb0ff6ca32ef2d6f,16ff383c3327023b4e8c93b57abf8442ed4055cc76d11f1155e063069b489520,6da76d9674de20e8774e6cdc747f58ef622843bf12fda83a9e6d62f4c78d3eab,5e56f44161a9934a35df0b12f7b22967ee16da1842340294e89eab6bfa7b6044
"102","2021/12/15 16:00:00","11049","49.埃斯塔\n　　　　　荒野‧北部","2030/12/17 14:59:59","bgm_M483","bgm_M483_E46","49.埃斯塔荒野‧北部"
"102","2015/12/17 15:00:00","11050","50.涅羅\n　　　　　礁岩‧西部","2030/12/17 14:59:59","bgm_M483","bgm_M483_E50","50.涅羅礁岩‧西部"
"102","2015/12/17 15:00:00","11051","51.涅羅\n　　　　　礁岩‧東部","2030/12/17 14:59:59","bgm_M483","bgm_M483_E50","51.涅羅礁岩‧東部"
"102","2015/12/17 15:00:00","11052","52.皮尼翁\n　　　　　沿岸堤‧西岸","2030/12/17 14:59:59","bgm_M483","bgm_M483_E50","52.皮尼翁沿岸堤‧西岸"
"102","2015/12/17 15:00:00","11053","53.皮尼翁\n　　　　　沿岸堤‧東岸","2030/12/17 14:59:59","bgm_M483","bgm_M483_E50","53.皮尼翁沿岸堤‧東岸"
"102","2015/12/17 15:00:00","11054","54.托塔提斯沙岸\n　　　　　西部","2030/12/17 14:59:59","bgm_M483","bgm_M483_E50","54.托塔提斯沙岸‧西部"
"102","2022/06/15 16:00:00","11055","55.托塔提斯沙岸\n　　　　　東部","2030/12/17 14:59:59","bgm_M483","bgm_M483_E50","55.托塔提斯沙岸‧東部"
"102","2022/07/15 16:00:00","11056","56.歐呂克斯沙島\n　　　　　北部","2030/12/17 14:59:59","bgm_M483","bgm_M483_E50","56.歐呂克斯沙島‧北部"
"102","2022/08/15 16:00:00","11057","57.歐呂克斯沙島\n　　　　　南部","2030/12/17 14:59:59","bgm_M571","bgm_M571","57.歐呂克斯沙島‧南部"
"102","2022/09/15 16:00:00","11058","58.克魯斯\n　　　　　密林‧東部","2030/12/17 14:59:59","bgm_M599A","bgm_M599A","58.克魯斯密林‧東部"
"102","2022/11/15 16:00:00","11059","59.克魯斯\n　　　　　密林‧西部","2030/12/17 14:59:59","bgm_M599A","bgm_M599A","59.克魯斯密林‧西部"
"102","2023/01/16 16:00:00","11060","60.考達\n　　　　　海灘‧北部","2030/12/17 14:59:59","bgm_M599A","bgm_M599A","60.考達海灘‧北部"
"102","2023/03/15 16:00:00","11061","61.考達\n　　　　　海灘‧南部","2030/12/17 14:59:59","bgm_M599A","bgm_M599A","61.考達海灘‧南部"
"102","2023/05/15 16:00:00","11062","62.普洛庇那海角","2030/12/17 14:59:59","bgm_M599A","bgm_M599A","62.普洛庇那海角"
"103","2023/07/14 16:00:00","11063","63.阿帕雷尤\n　　　　　街道‧西側","2030/12/17 14:59:59","bgm_MC001","bgm_MC001","63.阿帕雷尤街道‧西側"
"103","2023/09/15 16:00:00","11064","64.阿帕雷尤\n　　　　　街道‧東側","2030/12/17 14:59:59","bgm_MC001","bgm_MC001","64.阿帕雷尤街道‧東側"
"103","2023/11/15 16:00:00","11065","65.芭菲之城\n　　　　　　城鎮","2030/12/17 14:59:59","bgm_MC001","bgm_MC001","65.芭菲之城　城鎮"
"103","2015/12/17 15:00:00","11066","66.拉摩利爾平原","2030/12/17 14:59:59","bgm_MC001","bgm_MC001","66.拉摩利爾平原"
"104","2015/12/17 15:00:00","11067","67.渦炎密林","2030/12/17 14:59:59","bgm_MC079","bgm_MC079","67.渦炎密林"
"104","2015/12/17 15:00:00","11068","68.思索樹海","2030/12/17 14:59:59","bgm_MC079","bgm_MC079","68.思索樹海"
"104","2015/12/17 15:00:00","11069","69.鬼的跟前","2030/12/17 14:59:59","bgm_MC079","bgm_MC079","69.鬼的跟前"
"104","2015/12/17 15:00:00","11070","70.炎繩河","2030/12/17 14:59:59","bgm_MC079","bgm_MC079","70.炎繩河"
"104","2015/12/17 15:00:00","11071","71.崩豹山巔","2030/12/17 14:59:59","bgm_MC079","bgm_MC079","71.崩豹山巔"
"104","2015/12/17 15:00:00","11072","72.怒錐山岳","2030/12/17 14:59:59","bgm_MC079","bgm_MC079","72.怒錐山岳"
"101","2015/12/17 15:00:00","12001","1.朱諾平原","2030/12/17 14:59:59","bgm_M61","bgm_M61","1.朱諾平原"
"101","2015/12/17 15:00:00","12002","2.帕拉斯高原","2030/12/17 14:59:59","bgm_M61","bgm_M61_02","2.帕拉斯高原"
"101","2015/12/17 15:00:00","12003","3.赫柏丘陵","2030/12/17 14:59:59","bgm_M61","bgm_M61_03","3.赫柏丘陵"
"101","2015/12/17 15:00:00","12004","4.維斯塔溪谷","2030/12/17 14:59:59","bgm_M61","bgm_M61_04","4.維斯塔溪谷"
"101","2015/12/17 15:00:00","12005","5.刻瑞斯森林","2030/12/17 14:59:59","bgm_M62","bgm_M62_01","5.刻瑞斯森林"
"101","2015/12/17 15:00:00","12006","6.佛洛拉湖畔","2030/12/17 14:59:59","bgm_M62","bgm_M62_02","6.佛洛拉湖畔"
"101","2015/12/17 15:00:00","12007","7.墨提斯大瀑布","2030/12/17 14:59:59","bgm_M62","bgm_M62_03","7.墨提斯大瀑布"
"101","2015/12/17 15:00:00","12008","8.伊麗絲樹海","2030/12/17 14:59:59","bgm_M42","bgm_M42_02","8.伊麗絲樹海"
"101","2015/12/17 15:00:00","12009","9.弗麗嘉雪原","2030/12/17 14:59:59","bgm_M58","bgm_M58","9.弗麗嘉雪原"
"101","2018/10/05 16:00:00","12010","10.洛麗泰海岸","2030/12/17 14:59:59","bgm_M101","bgm_M101","10.洛麗泰海岸"
"101","2018/11/07 16:00:00","12011","11.蓋奴亞荒漠","2030/12/17 14:59:59","bgm_M93","bgm_M93","11.蓋奴亞荒漠"
"101","2018/12/07 16:00:00","12012","12.波諾尼亞砂丘","2030/12/17 14:59:59","bgm_M94","bgm_M94","12.波諾尼亞砂丘"
"101","2019/01/03 16:00:00","12013","13.朵羅西亞濕地","2030/12/17 14:59:59","bgm_M118","bgm_M118","13.朵羅西亞溼地"
"101","2019/01/30 16:00:00","12014","14.尤金尼亞熱地","2030/12/17 14:59:59","bgm_M95","bgm_M95","14.尤金尼亞熱地"
"101","2019/02/18 16:00:00","12015","15.塔利亞火山","2030/12/17 14:59:59","bgm_M96","bgm_M96","15.塔利亞火山"
"101","2019/03/21 16:00:00","12016","16.泰美斯銀嶺","2030/12/17 14:59:59","bgm_M140","bgm_M140","16.泰美斯銀嶺"
"101","2019/04/19 16:00:00","12017","17.菲得斯冰原","2030/12/17 14:59:59","bgm_M141","bgm_M141","17.菲得斯冰原"
"102","2019/05/21 16:00:00","12018","18.法艾頓\n　　　　　草原‧北部","2030/12/17 14:59:59","bgm_M179","bgm_M179","18.法艾頓草原"
"102","2019/06/17 16:00:00","12019","19.法艾頓\n　　　　　草原‧南部","2030/12/17 14:59:59","bgm_M179","bgm_M179","19.法艾頓草原‧南部"
"102","2019/08/15 16:00:00","12020","20.卡斯塔利亞\n　　　　　樹林‧西部","2030/12/17 14:59:59","bgm_M180","bgm_M180","20.卡斯塔利亞樹林‧西部"
"102","2019/08/15 16:00:00","12021","21.卡斯塔利亞\n　　　　　樹林‧東部","2030/12/17 14:59:59","bgm_M180","bgm_M180","21.卡斯塔利亞樹林‧東部"
"102","2019/09/17 16:00:00","12022","22.馬提爾德\n　　　　　岩峰‧南部","2030/12/17 14:59:59","bgm_M232","bgm_M232","22.馬提爾德岩峰‧南部"
"102","2019/09/17 16:00:00","12023","23.馬提爾德\n　　　　　岩峰‧北部","2030/12/17 14:59:59","bgm_M232","bgm_M232","23.馬提爾德岩峰‧北部"
"102","2019/10/15 16:00:00","12024","24.雷蒂烏斯\n　　　　　群峰‧西麓","2030/12/17 14:59:59","bgm_M233","bgm_M233","24.雷蒂烏斯群峰‧西麓"
"102","2019/11/15 16:00:00","12025","25.雷蒂烏斯\n　　　　　群峰‧東麓","2030/12/17 14:59:59","bgm_M233","bgm_M233","25.雷蒂烏斯群峰‧東麓"
"102","2019/12/13 16:00:00","12026","26.佩特羅大森林‧西部","2030/12/17 14:59:59","bgm_M260","bgm_M260","26.佩特羅大森林‧西部"
"102","2020/01/10 16:00:00","12027","27.佩特羅大森林‧東部","2030/12/17 14:59:59","bgm_M260","bgm_M260","27.佩特羅大森林‧東部"
"102","2020/02/14 16:00:00","12028","28.迪茲塔爾河\n　　　　　蝕岸‧北部","2030/12/17 14:59:59","bgm_M278","bgm_M278_E28","28.迪茲塔爾河蝕岸‧北部"
"102","2020/03/13 16:00:00","12029","29.迪茲塔爾河\n　　　　　蝕岸‧南部","2030/12/17 14:59:59","bgm_M278","bgm_M278_E29","29.迪茲塔爾河蝕岸‧南部"
"102","2020/04/14 16:00:00","12030","30.弗泰拉斷崖‧北部","2030/12/17 14:59:59","bgm_M293","bgm_M293","30.弗泰拉斷崖‧北部"
"102","2020/05/15 16:00:00","12031","31.弗泰拉斷崖‧南部","2030/12/17 14:59:59","bgm_M293","bgm_M293","31.弗泰拉斷崖‧南部"
"102","2020/06/15 16:00:00","12032","32.法斯奇亞\n　　　　　　森林‧南部","2030/12/17 14:59:59","bgm_M339","bgm_M339","32.法斯奇亞森林‧南部"
"102","2020/07/13 16:00:00","12033","33.法斯奇亞\n　　　　　　森林‧東部","2030/12/17 14:59:59","bgm_M339","bgm_M339","33.法斯奇亞森林‧東部"
"102","2020/08/17 16:00:00","12034","34.迪克斯提亞\n　　　　　岩崖‧西壁","2030/12/17 14:59:59","bgm_M374","bgm_M374","34.迪克斯提亞岩崖‧西壁"
"102","2015/12/17 15:00:00","12035","35.迪克斯提亞\n　　　　　岩崖‧東壁","2030/12/17 14:59:59","bgm_M374","bgm_M374","35.迪克斯提亞岩崖‧東壁"
"102","2020/11/13 16:00:00","12036","36.維娜\n　　　　　湖畔道‧南部","2030/12/17 14:59:59","bgm_M392","bgm_M392","36.維娜湖畔道‧南部"
"102","2020/12/14 16:00:00","12037","37.維娜\n　　　　　湖畔道‧北部","2030/12/17 14:59:59","bgm_M392","bgm_M392","37.維娜湖畔道‧北部"
"102","2021/01/15 16:00:00","12038","38.拉圖斯\n　　　　　斷崖‧南部","2030/12/17 14:59:59","bgm_M411","bgm_M411","38.拉圖斯斷崖‧南部"
"102","2021/02/09 16:00:00","12039","39.拉圖斯\n　　　　　斷崖‧北部","2030/12/17 14:59:59","bgm_M411","bgm_M411","39.拉圖斯斷崖‧北部"
"102","2021/03/15 16:00:00","12040","40.斯卡普\n　　　　　山系‧西麓","2030/12/17 14:59:59","bgm_M411","bgm_M411_E40","40.斯卡普山系‧西麓"
"102","2021/04/16 16:00:00","12041","41.斯卡普\n　　　　　山系‧東麓","2030/12/17 14:59:59","bgm_M411","bgm_M411_E40","41.斯卡普山系‧東麓"
"102","2021/05/17 16:00:00","12042","42.佩克托斯\n　　　　　冰峰‧西壁","2030/12/17 14:59:59","bgm_M411","bgm_M411_E40","42.佩克托斯冰峰‧西壁"
"102","2021/06/16 16:00:00","12043","43.佩克托斯\n　　　　　冰峰‧東壁","2030/12/17 14:59:59","bgm_M411","bgm_M411_E40","43.佩克托斯冰峰‧東壁"
"102","2021/07/16 16:00:00","12044","44.斯夸瑪\n　　　　　冰脈‧西壁","2030/12/17 14:59:59","bgm_M411","bgm_M411_E40","44.斯夸瑪冰脈‧西壁"
"102","2021/08/17 16:00:00","12045","45.斯夸瑪\n　　　　　冰脈‧東壁","2030/12/17 14:59:59","bgm_M411","bgm_M411_E40","45.斯夸瑪冰脈‧東壁"
"102","2021/09/16 16:00:00","12046","46.拉泰里\n　　　　　山脈‧崖上","2030/12/17 14:59:59","bgm_M483","bgm_M483_E46","46.拉泰里山脈‧崖上"
"102","2021/10/15 16:00:00","12047","47.拉泰里\n　　　　　山脈‧崖下","2030/12/17 14:59:59","bgm_M483","bgm_M483_E46","47.拉泰里山脈‧崖下"
"102","2021/11/15 16:00:00","12048","48.埃斯塔\n　　　　　荒野‧南部","2030/12/17 14:59:59","bgm_M483","bgm_M483_E46","48.埃斯塔荒野‧南部"
"102","2021/12/15 16:00:00","12049","49.埃斯塔\n　　　　　荒野‧北部","2030/12/17 14:59:59","bgm_M483","bgm_M483_E46","49.埃斯塔荒野‧北部"
"102","2022/01/17 16:00:00","12050","50.涅羅\n　　　　　礁岩‧西部","2030/12/17 14:59:59","bgm_M483","bgm_M483_E50","50.涅羅礁岩‧西部"
"102","2022/04/15 16:00:00","12051","51.涅羅\n　　　　　礁岩‧東部","2030/12/17 14:59:59","bgm_M483","bgm_M483_E50","51.涅羅礁岩‧東部"
"102","2022/06/15 16:00:00","12052","52.皮尼翁\n　　　　　沿岸堤‧西岸","2030/12/17 14:59:59","bgm_M483","bgm_M483_E50","52.皮尼翁沿岸堤‧西岸"
"102","2022/08/15 16:00:00","12053","53.皮尼翁\n　　　　　沿岸堤‧東岸","2030/12/17 14:59:59","bgm_M483","bgm_M483_E50","53.皮尼翁沿岸堤‧東岸"
"102","2022/10/14 16:00:00","12054","54.托塔提斯沙岸\n　　　　　西部","2030/12/17 14:59:59","bgm_M483","bgm_M483_E50","54.托塔提斯沙岸‧西部"
"102","2022/12/15 16:00:00","12055","55.托塔提斯沙岸\n　　　　　東部","2030/12/17 14:59:59","bgm_M483","bgm_M483_E50","55.托塔提斯沙岸‧東部"
"102","2023/02/15 16:00:00","12056","56.歐呂克斯沙島\n　　　　　北部","2030/12/17 14:59:59","bgm_M483","bgm_M483_E50","56.歐呂克斯沙島‧北部"
"102","2023/04/14 16:00:00","12057","57.歐呂克斯沙島\n　　　　　南部","2030/12/17 14:59:59","bgm_M571","bgm_M571","57.歐呂克斯沙島‧南部"
"102","2023/06/15 16:00:00","12058","58.克魯斯\n　　　　　密林‧東部","2030/12/17 14:59:59","bgm_M599A","bgm_M599A","58.克魯斯密林‧東部"
"103","2023/08/15 16:00:00","12063","63.阿帕雷尤\n　　　　　街道‧西側","2030/12/17 14:59:59","bgm_MC001","bgm_MC001","63.阿帕雷尤街道‧西側"
"103","2023/10/16 16:00:00","12064","64.阿帕雷尤\n　　　　　街道‧東側","2030/12/17 14:59:59","bgm_MC001","bgm_MC001","64.阿帕雷尤街道‧東側"
"103","2015/12/17 15:00:00","12065","65.芭菲之城\n　　　　　　城鎮","2030/12/17 14:59:59","bgm_MC001","bgm_MC001","65.芭菲之城　城鎮"
"103","2015/12/17 15:00:00","12066","66.拉摩利爾平原","2030/12/17 14:59:59","bgm_MC001","bgm_MC001","66.拉摩利爾平原"
"104","2015/12/17 15:00:00","12067","67.渦炎密林","2030/12/17 14:59:59","bgm_MC079","bgm_MC079","67.渦炎密林"
"104","2015/12/17 15:00:00","12068","68.思索樹海","2030/12/17 14:59:59","bgm_MC079","bgm_MC079","68.思索樹海"
"104","2015/12/17 15:00:00","12069","69.鬼的跟前","2030/12/17 14:59:59","bgm_MC079","bgm_MC079","69.鬼的跟前"
"104","2015/12/17 15:00:00","12070","70.炎繩河","2030/12/17 14:59:59","bgm_MC079","bgm_MC079","70.炎繩河"
"104","2015/12/17 15:00:00","12071","71.崩豹山巔","2030/12/17 14:59:59","bgm_MC079","bgm_MC079","71.崩豹山巔"
"104","2015/12/17 15:00:00","12072","72.怒錐山岳","2030/12/17 14:59:59","bgm_MC079","bgm_MC079","72.怒錐山岳"
"102","2020/01/02 16:00:00","13018","18.法艾頓\n　　　　　草原‧北部","2030/12/17 14:59:00","bgm_M179","bgm_M179","18.法艾頓草原‧北部"
"102","2020/02/04 16:00:00","13019","19.法艾頓\n　　　　　草原‧南部","2030/12/17 14:59:59","bgm_M179","bgm_M179","19.法艾頓草原‧南部"
"102","2020/05/05 16:00:00","13020","20.卡斯塔利亞\n　　　　　樹林‧西部","2030/12/17 14:59:59","bgm_M180","bgm_M180","20.卡斯塔利亞樹林‧西部"
"102","2020/07/02 16:00:00","13021","21.卡斯塔利亞\n　　　　　樹林‧東部","2030/12/17 14:59:59","bgm_M180","bgm_M180","21.卡斯塔利亞樹林‧東部"
"102","2020/09/04 16:00:00","13022","22.馬提爾德\n　　　　　岩峰‧南部","2030/12/17 14:59:59","bgm_M232","bgm_M232","22.馬提爾德岩峰‧南部"
"102","2015/12/17 15:00:00","13023","23.馬提爾德\n　　　　　岩峰‧北部","2030/12/17 14:59:59","bgm_M232","bgm_M232","23.馬提爾德岩峰‧北部"
"102","2021/02/09 16:00:00","13024","24.雷蒂烏斯\n　　　　　群峰‧西麓","2030/12/17 14:59:59","bgm_M233","bgm_M233","24.雷蒂烏斯群峰‧西麓"
"102","2021/05/11 16:00:00","13025","25.雷蒂烏斯\n　　　　　群峰‧東麓","2030/12/17 14:59:59","bgm_M233","bgm_M233","25.雷蒂烏斯群峰‧東麓"
"102","2015/12/17 15:00:00","13026","26.佩特羅大森林‧西部","2030/12/17 14:59:59","bgm_M260","bgm_M260","26.佩特羅大森林‧西部"
"102","2015/12/17 15:00:00","13027","27.佩特羅大森林‧東部","2030/12/17 14:59:59","bgm_M260","bgm_M260","27.佩特羅大森林‧東部"
"102","2015/12/17 15:00:00","13028","28.迪茲塔爾河\n　　　　　蝕岸‧北部","2030/12/17 14:59:59","bgm_M278","bgm_M278_E28","28.迪茲塔爾河蝕岸‧北部"
"102","2015/12/17 15:00:00","13029","29.迪茲塔爾河\n　　　　　蝕岸‧南部","2030/12/17 14:59:59","bgm_M278","bgm_M278_E29","29.迪茲塔爾河蝕岸‧南部"
"102","2020/04/14 16:00:00","13030","30.弗泰拉斷崖‧北部","2030/12/17 14:59:59","bgm_M293","bgm_M293","30.弗泰拉斷崖‧北部"
"102","2022/07/11 16:00:00","13031","31.弗泰拉斷崖‧南部","2030/12/17 14:59:59","bgm_M293","bgm_M293","31.弗泰拉斷崖‧南部"
"102","2022/10/11 16:00:00","13032","32.法斯奇亞\n　　　　　　森林‧南部","2030/12/17 14:59:59","bgm_M339","bgm_M339","32.法斯奇亞森林‧南部"
"102","2023/01/10 16:00:00","13033","33.法斯奇亞\n　　　　　　森林‧東部","2030/12/17 14:59:59","bgm_M339","bgm_M339","33.法斯奇亞森林‧東部"
"102","2023/03/09 16:00:00","13034","34.迪克斯提亞\n　　　　　岩崖‧西壁","2030/12/17 14:59:59","bgm_M374","bgm_M374","34.迪克斯提亞岩崖‧西壁"
"102","2023/06/08 16:00:00","13035","35.迪克斯提亞\n　　　　　岩崖‧東壁","2030/12/17 14:59:59","bgm_M374","bgm_M374","35.迪克斯提亞岩崖‧東壁"
"103","2023/09/08 16:00:00","13063","63.阿帕雷尤\n　　　　　街道‧西側","2030/12/17 14:59:59","bgm_MC001","bgm_MC001","63.阿帕雷尤街道‧西側"
