308e0d0b6b7ec0be9fc23a95e48c8d18556bce5f2547c69843af2c3a43ca72e9,df662fba6f40f3ab9b856ddd3e7b9e42ce982a46b39157fca131df40824c90a2,99e1f25188c5107ca793c55d165e752455b607cd5ec26aaa71ff9f6f9a47bcda,dcc9b3a452627c566eec8a36e7d41b631f08bda0aedbc2620e6074733da8fe0b,07432492b65ee1112005420b158e4138f78803fb510cc8a49dd78d1b7b97fe0e,f041cd1c7bca0cb8411ad0f2eae89087c7cd2b110009005d7aa0383ed43acb30,bd5bcb975f80dc184e0397ce6fced57ae9deb057613bfb96a69d11f90eb521f6,17a1f01f00057ca85830b8541868f0b63e501674b6b5b62a6685b5db4fc6cdf9,048ab7583ada719f6ccab2d5294aaa4678e35616a343ebc7220b36486bd2e677,ab629e6af01db2e212673689931d510dbf14b14ad832de96a9971df7673c24b0,c028a1821d20962e3628a85c9057e6b88bb9f86657853c3b6e22ca27073b5b55
"0","70007","3","2","0","7","2022/05/03 05:00:00","元旦紀念特別登入獎勵","2022/05/06 04:59:59","0","500160"
"0","70008","2","1","0","7","2023/04/24 05:00:00","聖誕節登入獎勵","2023/04/26 04:59:59","0","500160"
"0","70009","1","2","0","7","2023/05/02 05:00:00","元旦紀念特別登入獎勵","2023/05/05 04:59:59","0","500160"
"0","70010","1","0","2","4","2024/04/04 05:00:00","連假快樂特別禮物1","2024/04/06 04:59:59","0","500160"
"0","70011","1","0","2","4","2024/05/01 05:00:00","勞動節限定特別登入獎勵","2024/05/04 04:59:59","0","500160"
"0","70012","1","0","2","4","2024/04/06 05:00:00","連假快樂特別禮物2","2024/04/08 04:59:59","0","500160"
"0","70013","1","2","0","7","2025/05/01 05:00:00","勞動節限定特別登入獎勵","2025/05/05 04:59:59","0","500160"
"0","70014","1","1","0","7","2025/04/03 05:00:00","聖誕節登入獎勵","2025/04/04 04:59:59","0","500160"
"0","70015","1","1","0","7","2025/04/04 05:00:00","聖誕節登入獎勵","2025/04/05 04:59:59","0","500160"
"1","80003","15","0","0","8","2021/01/25 05:00:00","2.5周年倒數登入獎勵","2021/02/09 04:59:59","0","0"
"1","80004","17","1","0","10","2021/07/17 05:00:00","3周年倒數登入獎勵","2021/08/03 04:59:59","0","0"
"1","80005","15","0","0","8","2022/01/18 05:00:00","三周年半倒數登入獎勵","2022/02/02 04:59:59","0","0"
"1","80006","17","1","0","10","2022/07/16 05:00:00","4th Year Anniversary倒數登入獎勵","2022/08/02 04:59:59","0","0"
"1","80007","15","1","0","10","2023/01/06 05:00:00","四周年半倒數登入獎勵","2023/01/21 04:59:59","0","0"
"1","80008","16","1","0","10","2023/07/17 05:00:00","5周年倒數登入獎勵","2023/08/02 04:59:59","0","0"
"1","80009","15","1","0","10","2024/01/24 05:00:00","5.5 Year Anniversary 倒數登入獎勵","2024/02/08 04:59:59","0","0"
"1","80010","16","1","0","10","2024/07/17 05:00:00","6周年倒數登入獎勵","2024/08/02 04:59:59","0","0"
"1","80011","15","1","0","10","2025/01/18 05:00:00","6.5 Year Anniversary 倒數登入獎勵","2025/02/02 04:59:59","0","0"
