ab629e6af01db2e212673689931d510dbf14b14ad832de96a9971df7673c24b0,99e1f25188c5107ca793c55d165e752455b607cd5ec26aaa71ff9f6f9a47bcda,308e0d0b6b7ec0be9fc23a95e48c8d18556bce5f2547c69843af2c3a43ca72e9,048ab7583ada719f6ccab2d5294aaa4678e35616a343ebc7220b36486bd2e677,df662fba6f40f3ab9b856ddd3e7b9e42ce982a46b39157fca131df40824c90a2,bd5bcb975f80dc184e0397ce6fced57ae9deb057613bfb96a69d11f90eb521f6,17a1f01f00057ca85830b8541868f0b63e501674b6b5b62a6685b5db4fc6cdf9,dcc9b3a452627c566eec8a36e7d41b631f08bda0aedbc2620e6074733da8fe0b,07432492b65ee1112005420b158e4138f78803fb510cc8a49dd78d1b7b97fe0e,c028a1821d20962e3628a85c9057e6b88bb9f86657853c3b6e22ca27073b5b55,f041cd1c7bca0cb8411ad0f2eae89087c7cd2b110009005d7aa0383ed43acb30
"0","10","0","2021/10/01 04:59:00","49014","2021/09/17 05:00:00","歡慶中秋","0","2","500160","4"
"0","10","0","2021/11/01 04:59:00","49015","2021/10/18 05:00:00","秋季贈禮","0","2","500160","4"
"0","10","0","2022/01/06 04:59:00","49016","2021/12/24 05:00:00","歡慶聖誕&迎接新年到來","0","2","500160","4"
"0","10","0","2022/11/01 04:59:00","49017","2022/10/17 05:00:00","秋季贈禮","0","2","500160","4"
"0","10","0","2023/01/06 04:59:59","49018","2022/12/24 05:00:00","歡慶聖誕&迎接新年到來","0","2","500160","4"
"0","10","0","2023/02/06 04:59:59","49019","2023/01/21 05:00:00","迎接春節來到","0","2","500160","4"
"0","10","0","2023/06/05 04:59:59","49020","2023/05/06 05:00:00","每日登入獎勵","0","2","501470","4"
"0","1","0","2024/01/02 04:59:59","49021","2023/12/31 05:00:00","迎接2024特別禮物","0","2","500160","4"
"1","7","0","2019/05/17 04:59:59","60000","2019/05/07 05:00:00","公主祭典紀念登入抽籤","0","0","500160","6"
"1","7","0","2020/05/15 04:59:59","60001","2020/05/05 05:00:00","謹賀新年 新年登入獎勵","0","0","500553","6"
"1","7","0","2021/05/14 04:59:59","60002","2021/05/04 05:00:00","謹賀新年 新年登入獎勵","0","0","500553","6"
"1","7","0","2022/05/13 04:59:59","60003","2022/05/03 05:00:00","謹賀新年 新年登入獎勵","0","0","500553","6"
"1","7","0","2023/05/14 04:59:59","60004","2023/05/02 05:00:00","謹賀新年 新年登入獎勵","0","0","500553","6"
"1","7","0","2024/05/11 04:59:59","60005","2024/05/01 05:00:00","謹賀新年 新年登入獎勵","0","0","500553","6"
"1","5","0","2025/05/11 04:59:59","60006","2025/05/01 05:00:00","謹賀新年 新年登入獎勵","0","0","500553","6"
"0","2","0","2021/04/25 04:59:59","70004","2021/04/23 05:00:00","聖誕節登入獎勵","1","0","500160","7"
"0","3","0","2021/05/07 04:59:59","70005","2021/05/04 05:00:00","元旦紀念特別登入獎勵","2","0","500160","7"
"0","2","0","2022/04/26 04:59:59","70006","2022/04/24 05:00:00","聖誕節登入獎勵","1","0","500160","7"
"0","3","0","2022/05/06 04:59:59","70007","2022/05/03 05:00:00","元旦紀念特別登入獎勵","2","0","500160","7"
"0","2","0","2023/04/26 04:59:59","70008","2023/04/24 05:00:00","聖誕節登入獎勵","1","0","500160","7"
"0","1","0","2023/05/05 04:59:59","70009","2023/05/02 05:00:00","元旦紀念特別登入獎勵","2","0","500160","7"
"0","1","0","2024/04/06 04:59:59","70010","2024/04/04 05:00:00","連假快樂特別禮物1","0","2","500160","4"
"0","1","0","2024/05/04 04:59:59","70011","2024/05/01 05:00:00","勞動節限定特別登入獎勵","0","2","500160","4"
"0","1","0","2024/04/08 04:59:59","70012","2024/04/06 05:00:00","連假快樂特別禮物2","0","2","500160","4"
"0","1","0","2025/05/05 04:59:59","70013","2025/05/01 05:00:00","勞動節限定特別登入獎勵","2","0","500160","7"
"0","1","0","2025/04/04 04:59:59","70014","2025/04/03 05:00:00","聖誕節登入獎勵","1","0","500160","7"
"0","1","0","2025/04/05 04:59:59","70015","2025/04/04 05:00:00","聖誕節登入獎勵","1","0","500160","7"
"0","15","1","2021/02/09 04:59:59","80003","2021/01/25 05:00:00","2.5周年倒數登入獎勵","0","0","0","8"
"0","17","1","2021/08/03 04:59:59","80004","2021/07/17 05:00:00","3周年倒數登入獎勵","1","0","0","10"
"0","15","1","2022/02/02 04:59:59","80005","2022/01/18 05:00:00","三周年半倒數登入獎勵","0","0","0","8"
"0","17","1","2022/08/02 04:59:59","80006","2022/07/16 05:00:00","4th Year Anniversary倒數登入獎勵","1","0","0","10"
"0","15","1","2023/01/21 04:59:59","80007","2023/01/06 05:00:00","四周年半倒數登入獎勵","1","0","0","10"
"0","16","1","2023/08/02 04:59:59","80008","2023/07/17 05:00:00","5周年倒數登入獎勵","1","0","0","10"
"0","15","1","2024/02/08 04:59:59","80009","2024/01/24 05:00:00","5.5 Year Anniversary 倒數登入獎勵","1","0","0","10"
"0","16","1","2024/08/02 04:59:59","80010","2024/07/17 05:00:00","6周年倒數登入獎勵","1","0","0","10"
"0","15","1","2025/02/02 04:59:59","80011","2025/01/18 05:00:00","6.5 Year Anniversary 倒數登入獎勵","1","0","0","10"
