e6871389e706350bee0ed4eb43119450c20ee1ca931e4b73798d93fa983b9316,a4f2a7bdf7a7486934a8f123764bb16fd0edc327febad7d5e8c982166b04a0b2,5c38025dcb9eddf3756d0e966465abad0c74b034ae2fc3a84bf450b378d359d3,526c9f7a3ba5f0cfd6442b16f2c85d0f970ca0968370bbf609f220bdfd0de016,58cf7db22e76364962b5421d8ba3b8afcce6225fd5fbfa33d86407962e7eab6c,57f4dea84f0d2a391656128848281e232ffbfa124be89d4390cc8ffb5e5e96dc,87d1deef289eb9353900331d64cddaf4411ebb14d079dda7b49d2e7312468e1c,a7eb3bd6ab5557ef06362d66eb47b5dc1fc20a3d792208f166531768963c245e,095b1edf925d468256d95130faec7af2f23570f4b44cb12e194ce68edabfcb89
"0","2","0","1","1","117","3","萬能的","3"
"0","2","0","1","1","118","3","新世代的","3"
"0","2","0","1","1","119","3","光榮的","3"
"0","2","0","1","1","120","3","大放異彩的","3"
"0","2","0","1","1","121","3","深藏不漏的","3"
"0","2","0","1","1","122","3","天下的","3"
"0","2","0","1","0","123","3","Let's Go","3"
"0","2","0","1","0","124","3","好的","3"
"0","2","1","1","0","125","3","小跳步的","3"
"0","2","2","1","0","126","3","有成長空間的","3"
"0","2","2","1","0","127","3","銅牌","3"
"0","2","0","1","0","128","3","期待的","3"
"0","2","2","1","0","129","3","跳躍的","3"
"0","2","0","1","0","130","3","新時代的","3"
"0","2","2","1","0","131","3","內行人才知道的","3"
