17012daa76bf75ac0afa10e9a98dbf07556c6d92c15ba0bed61655dd600ab24f,5d73efa9b74c0052495672dffe6f1df285ef8f1e6277b3b2e7fbad005aa76ea2,1370dc6c19116905ed75a72e16c428c853a4b879b66515fddc5a8fb257a00941,f874559ba70e3408fecaf73958e1effda7b5304f7b4387495ecdfd9711078170,7eea9a7c6202f00df647742f9501f309f9ee5da275b13ab90ef20bae6fdb99f7,192ca3f5d1969b4cf76f1507f61f44e1608ddf0737c3c7388c0db642137bf153,3e618317d29730e348fe970fe442d8f7c8154960a1a736d1cc18d95a3ccac9e6,fd27acc447961dca22757911fd3cb80a018960ae3e5e8841f364e9252756ec41,c79a11098003bdb60ff8714cce42671e0d048a98bf69d3c45b4a9a8a386fa94e,2fbbb528a60f33f78443f0e75cb89daf0ef91555a3b57b1794f7bd4a8d811203,a5063b736d43fb0ba760026c452aa99738819d876a744cece6f6715770270dcd,7c2c6c1a12489e0a21eaae91f81b9bd83df8750c1e7ff48fc165744b445c6c69,bf126f7e747a7747db67aa0daf7f7c968c15afc8909eb675bce98e363e1704a9,ea039e6a836b97ed734a922e2eee4ace29abe2dfdf6cd1dadb2abfe7b35c3fc6,1b7a3dc686db3af61e5d1a503a74b6920c042589f6caac18c08c8dbe90d68a95,5d675eaf04cf871bc9327514010ff30b4eb955a3d134e54535c8a7d5b3a772c5,cfca54b52d8a0cde0730bb846a74a6b6e912a5224edb9a6b283ac11bcf695685,e36ea8a418cbef623176da217cf79d0d9cc3b4572bddecc62cc610dd9c81deaa,d82659a8f677d35b80d7e59a1b5c208bc40681397c5e8b0713c23283c32d83e7,dd176c00bb849714778cb3e33eeaeff645b8a82779b2d70fd5965dbacf499efc
"0","0","0","0","0","1005006","1005","0","0","100500603","1","0","1","0","0","0","1005006","0","100511","0"
"0","0","1","0","0","0","1005","0","1","100500801","1","-840","0","0","0","0","1005008","0","0","0"
"0","0","0","0","0","1005011","1005","0","0","100501101","1","0","1","0","0","0","1005011","0","100531","0"
"0","0","0","0","0","1005011","1005","0","0","100501102","1","0","1","0","0","0","1005011","0","100531","0"
"0","0","0","0","0","0","1006","0","0","100600301","1","0","1","0","0","0","1006003","0","100611","0"
"0","0","1","0","0","0","1006","0","1","100600801","1","-840","0","0","0","0","1006008","0","0","0"
"0","0","0","0","0","0","1006","0","0","100601101","1","0","1","0","0","0","1006011","0","100631","0"
"0","0","0","0","0","0","1007","0","0","100700101","1","0","1","0","0","0","1007001","0","100711","0"
"0","0","1","0","0","0","1007","0","1","100700801","1","-800","0","0","0","0","1007008","0","0","0"
"0","0","0","0","0","1007011","1007","0","0","100701101","1","0","1","0","0","0","1007011","0","100731","0"
"0","0","0","0","0","1007011","1007","0","0","100701102","1","0","1","0","0","0","1007011","0","100731","0"
"0","0","0","0","0","1008001","1008","0","0","100800101","1","0","1","0","0","0","1008001","0","100811","0"
"0","0","0","0","0","1008001","1008","0","0","100800102","1","0","1","0","0","0","1008001","0","100811","0"
"0","0","1","0","0","0","1008","0","1","100800401","1","0","0","0","0","0","1008004","0","0","0"
"0","0","0","0","0","1008011","1008","0","0","100801101","1","0","1","0","0","0","1008011","0","100832","0"
"0","0","0","0","0","1008011","1008","0","0","100801102","1","0","1","0","0","0","1008011","0","100832","0"
"0","0","0","0","0","0","1009","0","0","100900101","1","0","1","0","0","0","1009001","0","100911","0"
"0","0","1","0","0","0","1009","0","1","100900801","1","-960","0","0","0","0","1009008","0","0","0"
"0","0","0","0","0","1009011","1009","0","0","100901101","1","0","1","0","0","0","1009011","100931","100011","0"
"0","0","0","0","0","1009011","1009","0","0","100901102","1","0","1","0","0","0","1009011","100931","100011","0"
"0","0","0","0","0","0","1010","0","0","101000601","1","0","1","0","0","0","1010006","0","101011","0"
"0","0","1","0","0","0","1010","0","1","101000801","1","-890","0","0","0","0","1010008","0","0","0"
"0","0","0","0","0","1010011","1010","0","0","101001101","1","0","1","0","0","0","1010011","0","101032","0"
"0","0","0","0","0","1010011","1010","0","0","101001102","1","0","1","0","0","0","1010011","0","101032","0"
"0","0","0","0","0","0","1011","0","0","101100501","1","0","1","0","0","0","1011005","0","101111","0"
"0","0","1","0","0","0","1011","0","0","101100801","1","-960","0","0","0","0","1011008","0","0","0"
"0","0","0","0","0","0","1011","0","0","101101101","1","0","1","0","0","0","1011011","0","101131","0"
"0","0","0","0","0","0","1012","0","0","101200301","1","0","1","0","0","0","1012003","103811","101211","0"
"0","0","1","0","0","0","1012","0","1","101200801","1","-960","0","0","0","0","1012008","0","0","0"
"0","0","0","0","0","1012011","1012","0","0","101201101","1","0","1","0","0","0","1012011","0","101231","0"
"0","0","0","0","0","1012011","1012","0","0","101201102","1","0","1","0","0","0","1012011","0","101231","0"
"0","0","0","0","0","1013002","1013","0","0","101300201","1","0","1","0","0","0","1013002","0","101311","0"
"0","0","0","0","0","1013002","1013","0","0","101300202","1","0","1","0","0","0","1013002","101311","811","0"
"0","0","1","0","0","0","1013","0","0","101300801","1","-960","0","0","0","0","1013008","0","0","0"
"0","0","0","0","0","1013011","1013","0","0","101301101","1","0","1","0","0","0","1013011","0","101332","0"
"0","0","0","0","0","1013011","1013","0","0","101301102","1","0","1","0","0","0","1013011","0","101332","0"
"0","0","0","0","0","1014004","1014","0","0","101400401","1","0","1","0","0","0","1014004","0","101411","0"
"0","0","0","0","0","1014004","1014","0","0","101400402","1","0","1","0","0","0","1014004","0","0","0"
"0","0","0","0","0","1014004","1014","0","0","101400403","1","0","1","0","0","0","1014004","0","101411","0"
"0","0","0","0","0","1014008","1014","0","0","101400801","1","0","1","0","0","0","1014008","0","101431","0"
"0","0","0","0","0","1014008","1014","0","0","101400802","1","0","1","0","0","0","1014008","0","101431","0"
"0","0","0","0","0","1014011","1014","0","0","101401101","1","0","1","0","0","0","1014011","101431","3731","0"
"0","0","0","0","0","1014011","1014","0","0","101401102","1","0","1","0","0","0","1014011","101431","3731","0"
"0","0","0","0","0","0","1015","0","0","101500201","1","0","1","0","0","0","1015002","0","101511","0"
"0","0","1","0","0","0","1015","0","0","101500801","1","-960","0","0","0","0","1015008","0","0","0"
"0","0","0","0","0","0","1015","0","0","101501101","1","0","1","0","0","0","1015011","0","101532","0"
"0","0","0","0","0","0","1016","0","0","101600101","1","0","1","0","0","0","1016001","0","101611","0"
"0","0","1","0","0","0","1016","0","1","101600501","1","-830","1","0","0","0","1016005","0","0","0"
"0","0","1","0","0","0","1016","0","0","101600801","1","-910","0","0","0","0","1016008","0","0","0"
"0","0","0","0","0","1016011","1016","0","0","101601101","1","0","1","0","0","0","1016011","0","101631","0"
"0","0","0","0","0","1016011","1016","0","0","101601102","1","0","1","0","0","0","1016011","0","101631","0"
"0","0","0","0","0","0","1017","0","0","101700201","1","0","1","0","0","0","1017002","0","101711","0"
"0","0","1","0","0","0","1017","0","0","101700801","1","-900","0","0","0","0","1017008","0","0","0"
"0","0","0","0","0","0","1017","0","0","101701101","1","0","1","0","0","0","1017011","0","101732","0"
"0","0","1","0","0","0","1018","0","1","101800101","1","-850","1","0","0","0","1018001","0","0","0"
"0","0","0","0","0","0","1018","0","0","101800201","1","0","1","0","0","0","1018002","0","101811","0"
"0","0","1","0","0","0","1018","0","0","101800401","1","-800","0","0","0","0","1018004","0","0","0"
"0","0","1","0","0","0","1018","0","0","101800801","1","-800","0","0","0","0","1018008","0","0","0"
"0","0","0","0","0","0","1018","0","0","101801101","1","0","1","0","0","0","1018011","0","101831","0"
"0","0","0","0","0","0","1020","0","0","102000301","1","0","1","0","0","0","1020003","0","102011","0"
"0","0","0","0","0","0","1020","0","0","102001101","1","0","1","0","0","0","1020011","0","102031","0"
"0","0","0","0","0","0","1021","0","0","102100101","1","0","1","0","0","0","1021001","0","102111","0"
"0","0","1","0","0","0","1021","0","0","102100801","1","-800","0","0","0","0","1021008","0","0","0"
"0","0","0","0","0","1021011","1021","0","0","102101101","1","0","1","0","0","0","1021011","0","102131","0"
"0","0","0","0","0","1021011","1021","0","0","102101102","1","0","1","0","0","0","1021011","0","102131","0"
"0","0","0","0","0","0","1022","0","0","102200301","1","0","1","0","0","0","1022003","0","102211","0"
"0","0","1","0","0","0","1022","0","0","102200801","1","-840","0","0","0","0","1022008","0","0","0"
"0","0","0","0","0","0","1022","0","0","102201101","1","0","1","0","0","0","1022011","0","102232","0"
"0","0","0","0","0","0","1023","0","0","102300301","1","0","1","0","0","0","1023003","0","102311","0"
"0","0","1","0","0","0","1023","0","0","102300801","1","-880","0","0","0","0","1023008","0","0","0"
"0","0","0","0","0","1023011","1023","0","0","102301101","1","0","1","0","0","0","1023011","0","102332","0"
"0","0","0","0","0","1023011","1023","0","0","102301102","1","0","1","0","0","0","1023011","0","102332","0"
"0","0","0","0","0","0","1025","0","0","102500301","1","0","1","0","0","0","1025003","0","102511","0"
"0","0","1","0","0","0","1025","0","0","102500801","1","-870","0","0","0","0","1025008","0","0","0"
"0","0","0","1","0","1025009","1025","0","0","102500901","1","0","0","0","0","0","1025009","0","0","0"
"0","0","0","1","0","1025009","1025","0","0","102500902","1","0","0","0","0","0","1025009","0","0","0"
"0","0","0","0","0","0","1025","0","0","102501101","1","0","1","0","0","0","1025011","0","102531","0"
"0","0","1","0","0","0","1026","0","0","102600401","1","-870","0","0","0","0","1026004","0","0","0"
"0","0","0","0","0","1026007","1026","0","0","102600701","1","0","1","0","0","0","1026007","0","102611","0"
"0","0","0","0","0","1026007","1026","0","0","102600702","1","0","1","0","0","0","1026007","0","102611","0"
"0","0","1","0","0","0","1026","0","0","102600801","1","-870","0","0","0","0","1026008","0","0","0"
"0","0","0","0","0","0","1026","0","0","102601101","1","0","1","0","0","0","1026011","0","102632","0"
"0","0","0","0","0","0","1027","0","0","102700101","1","0","1","0","0","0","1027001","0","102711","0"
"0","0","1","0","0","0","1027","0","0","102700401","1","-870","0","0","0","0","1027004","0","0","0"
"0","0","1","0","0","0","1027","0","0","102700801","1","-910","0","0","0","0","1027008","0","0","0"
"0","0","0","0","0","0","1027","0","0","102701101","1","0","1","0","0","0","1027011","0","102731","0"
"0","0","0","0","0","0","1028","0","0","102800601","1","0","1","0","0","0","1028006","0","0","0"
"0","0","1","0","0","0","1028","0","0","102800801","1","-950","0","0","0","0","1028008","0","0","0"
"0","0","0","0","0","1028011","1028","0","0","102801101","1","0","1","0","0","0","1028011","0","102832","0"
"0","0","0","0","0","1028011","1028","0","0","102801102","1","0","1","0","0","0","1028011","0","102832","0"
"0","0","0","0","0","0","1029","0","0","102900601","1","0","1","0","0","0","1029006","0","102912","0"
"0","0","1","0","0","0","1029","0","0","102900801","1","-870","0","0","0","0","1029008","0","0","0"
"0","0","0","0","0","0","1029","0","0","102901101","1","0","1","0","0","0","1029011","0","102931","0"
"0","0","0","0","0","0","1030","0","0","103000201","1","0","1","0","0","0","1030002","0","103011","0"
"0","0","1","0","0","0","1030","0","0","103000801","1","-810","0","0","0","0","1030008","0","0","0"
"0","0","0","0","0","1030011","1030","0","0","103001101","1","0","1","0","0","0","1030011","0","103031","0"
"0","0","0","0","0","1030011","1030","0","0","103001102","1","0","1","0","0","0","1030011","0","103031","0"
"0","0","0","0","0","0","1031","0","0","103100201","1","0","1","0","0","0","1031002","0","103111","0"
"0","0","1","0","0","0","1031","0","0","103100801","1","-850","0","0","0","0","1031008","0","0","0"
"0","0","0","0","0","0","1031","0","0","103101101","1","0","1","0","0","0","1031011","103131","1331","0"
"0","0","0","0","0","1032006","1032","0","0","103200601","1","0","1","0","0","0","1032006","0","103211","0"
"0","0","0","0","0","1032006","1032","0","0","103200602","1","0","1","0","0","0","1032006","0","0","0"
"0","0","1","0","0","0","1032","0","0","103200801","1","-840","0","0","0","0","1032008","0","0","0"
"0","0","0","0","0","1032011","1032","0","0","103201101","1","0","1","0","0","0","1032011","0","103231","0"
"0","0","0","0","0","1032011","1032","0","0","103201102","1","0","1","0","0","0","1032011","0","103231","0"
"0","0","0","0","0","0","1033","0","0","103300101","1","0","1","0","0","0","1033001","0","103311","0"
"0","0","1","0","0","0","1033","0","0","103300801","1","-850","0","0","0","0","1033008","0","0","0"
"0","0","0","0","0","0","1033","0","0","103301101","1","0","1","0","0","0","1033011","0","103332","0"
"0","0","0","0","0","0","1034","0","0","103400201","1","0","1","0","0","0","1034002","0","103411","0"
"0","0","1","0","0","0","1034","0","0","103400801","1","-910","0","0","0","0","1034008","0","0","0"
"0","0","0","0","0","1034011","1034","0","0","103401101","1","0","1","0","0","0","1034011","103431","100011","0"
"0","0","0","0","0","1034011","1034","0","0","103401102","1","0","1","0","0","0","1034011","103431","100011","0"
"0","0","0","0","0","1036007","1036","0","0","103600701","1","0","1","0","0","0","1036007","0","311","0"
"0","0","0","0","0","1036007","1036","0","0","103600702","1","0","1","0","0","0","1036007","0","311","0"
"0","0","1","0","0","0","1036","0","0","103600801","1","-870","0","0","0","0","1036008","0","0","0"
"0","0","0","0","0","1036011","1036","0","0","103601101","1","0","1","0","0","0","1036011","103631","1131","0"
"0","0","0","0","0","1036011","1036","0","0","103601102","1","0","1","0","0","0","1036011","103631","1131","0"
"0","0","0","0","0","1036011","1036","0","0","103601103","1","0","1","0","0","0","1036011","103631","1131","0"
"0","0","0","0","0","0","1037","0","0","103700401","1","0","1","0","0","0","1037004","0","0","0"
"0","0","1","0","0","0","1037","0","0","103700801","1","-870","0","0","0","0","1037008","0","0","0"
"0","0","0","0","0","1037011","1037","0","0","103701101","1","0","1","0","0","0","1037011","0","103731","0"
"0","0","0","0","0","1037011","1037","0","0","103701102","1","0","1","0","0","0","1037011","0","103731","0"
"0","0","0","0","0","0","1038","0","0","103800601","1","0","1","0","0","0","1038006","0","103811","0"
"0","0","1","0","0","0","1038","0","0","103800801","1","-700","0","0","0","0","1038008","0","0","0"
"0","0","0","0","0","1038011","1038","0","0","103801101","1","0","1","0","0","0","1038011","0","103831","0"
"0","0","0","0","0","1038011","1038","0","0","103801102","1","0","1","0","0","0","1038011","0","103831","0"
"0","0","0","0","0","1040007","1040","0","0","104000701","1","0","1","0","0","0","1040007","0","104011","0"
"0","0","0","0","0","1040007","1040","0","0","104000702","1","0","1","0","0","0","1040007","0","104011","0"
"0","0","0","0","0","1040007","1040","0","0","104000703","1","0","1","0","0","0","1040007","0","104011","0"
"0","0","1","0","0","0","1040","0","0","104000801","1","-830","0","0","0","0","1040008","0","0","0"
"0","0","0","0","0","1040011","1040","0","0","104001101","1","0","1","0","0","0","1040011","0","104032","0"
"0","0","0","0","0","1040011","1040","0","0","104001102","1","0","1","0","0","0","1040011","0","104032","0"
"0","0","0","0","0","0","1042","0","0","104200101","1","0","1","0","0","0","1042001","0","104211","0"
"0","0","1","0","0","0","1042","0","0","104200801","1","-860","0","0","0","0","1042008","0","0","0"
"0","0","0","0","0","1042011","1042","0","0","104201101","1","0","1","0","0","0","1042011","0","104232","0"
"0","0","0","0","0","1042011","1042","0","0","104201102","1","0","1","0","0","0","1042011","0","104232","0"
"0","0","0","0","0","0","1043","0","0","104300301","1","0","1","0","0","0","1043003","0","104311","0"
"0","0","1","0","0","0","1043","0","0","104300801","1","-910","0","0","0","0","1043008","0","0","0"
"0","0","0","0","0","0","1043","100011","0","104301101","1","0","1","0","104331","0","1043011","6832","6732","0"
"0","0","0","0","0","0","1044","0","0","104400101","1","0","1","0","0","0","1044001","0","104412","0"
"0","0","1","0","0","0","1044","0","0","104400801","1","-900","0","0","0","0","1044008","0","0","0"
"0","0","0","0","0","1044011","1044","0","0","104401101","1","0","1","0","0","0","1044011","0","104431","0"
"0","0","0","0","0","1044011","1044","0","0","104401102","1","0","1","0","0","0","1044011","0","104431","0"
"0","0","0","0","0","1044011","1044","0","0","104401103","1","0","1","0","0","0","1044011","0","104431","0"
"0","0","0","0","0","0","1045","0","0","104500101","1","0","1","0","0","0","1045001","0","104511","0"
"0","0","1","0","0","0","1045","0","0","104500801","1","-860","0","0","0","0","1045008","0","0","0"
"0","0","0","0","0","1045011","1045","0","0","104501101","1","0","1","0","0","0","1045011","0","104531","0"
"0","0","0","0","0","1045011","1045","0","0","104501102","1","0","1","0","0","0","1045011","0","104531","0"
"0","0","0","0","0","0","1046","0","0","104600101","1","0","1","0","0","0","1046001","0","104611","0"
"0","0","1","0","0","0","1046","0","0","104600801","1","-840","0","0","0","0","1046008","0","0","0"
"0","0","0","0","0","1046011","1046","0","0","104601101","1","0","1","0","0","0","1046011","0","104631","0"
"0","0","0","0","0","1046011","1046","0","0","104601102","1","0","1","0","0","0","1046011","0","104631","0"
"0","0","0","0","0","0","1047","0","0","104700601","0","0","1","0","0","0","1047006","0","104713","0"
"0","0","1","0","0","0","1047","0","0","104700801","0","-870","0","0","0","0","1047008","0","0","0"
"0","0","0","0","0","0","1047","0","0","104701101","0","0","1","0","0","0","1047011","0","104733","0"
"0","0","0","0","0","0","1048","0","0","104800201","1","0","1","0","0","0","1048002","0","104811","0"
"0","0","1","0","0","0","1048","0","0","104800801","1","-870","0","0","0","0","1048008","0","0","0"
"0","0","0","0","0","0","1048","0","0","104801101","1","0","1","0","0","0","1048011","0","104831","0"
"0","0","0","0","0","0","1049","0","0","104900301","1","0","1","0","0","0","1049003","0","104911","0"
"0","0","1","0","0","0","1049","0","0","104900801","1","-800","0","0","0","0","1049008","0","0","0"
"0","0","0","0","0","1049011","1049","0","0","104901101","1","0","1","0","0","0","1049011","0","104932","0"
"0","0","0","0","0","1049011","1049","0","0","104901102","1","0","1","0","0","0","1049011","0","104932","0"
"0","0","1","0","0","0","1050","0","0","105000401","1","-790","0","0","0","0","1050004","0","0","0"
"0","0","0","0","0","0","1050","0","0","105000601","1","0","1","0","0","0","1050006","0","105011","0"
"0","0","1","0","0","0","1050","0","0","105000801","1","-890","0","0","0","0","1050008","0","0","0"
"0","0","0","0","0","1050011","1050","0","0","105001101","1","0","1","0","0","0","1050011","0","105032","0"
"0","0","0","0","0","1050011","1050","0","0","105001102","1","0","1","0","0","0","1050011","0","105032","0"
"0","0","0","0","0","1051002","1051","0","0","105100201","1","0","1","0","0","0","1051002","0","105111","0"
"0","0","0","0","0","1051002","1051","0","0","105100202","1","0","1","0","0","0","1051002","0","105111","0"
"0","0","0","0","0","1051002","1051","0","0","105100203","1","0","1","0","0","0","1051002","0","105111","0"
"0","0","1","0","0","0","1051","0","0","105100401","1","-910","0","0","0","0","1051004","0","0","0"
"0","0","1","0","0","0","1051","0","0","105100801","1","-860","0","0","0","0","1051008","0","0","0"
"0","0","0","0","0","1051011","1051","0","0","105101101","1","0","1","0","0","0","1051011","0","105131","0"
"0","0","0","0","0","1051011","1051","0","0","105101102","1","0","1","0","0","0","1051011","0","105131","0"
"0","0","0","0","0","0","1052","0","0","105200601","1","0","1","0","0","0","1052006","0","105212","0"
"0","0","1","0","0","0","1052","0","0","105200801","1","-880","0","0","0","0","1052008","0","0","0"
"0","0","0","0","0","0","1052","0","0","105201101","1","0","1","0","0","0","1052011","0","105231","0"
"0","0","0","0","0","0","1053","0","0","105300201","1","0","1","0","0","0","1053002","0","105311","0"
"0","0","1","0","0","0","1053","0","0","105300801","1","-840","0","0","0","0","1053008","0","0","0"
"0","0","0","0","0","0","1053","0","0","105301101","1","0","1","0","0","0","1053011","0","105331","0"
"0","0","0","0","0","0","1054","0","0","105400301","1","0","1","0","0","0","1054003","0","105411","0"
"0","0","0","0","0","0","1054","0","0","105400701","1","0","1","0","0","0","1054007","0","105412","0"
"0","0","1","0","0","0","1054","0","0","105400801","1","-840","0","0","0","0","1054008","0","0","0"
"0","0","0","0","0","1054011","1054","0","0","105401101","1","0","1","0","0","0","1054011","0","105431","0"
"0","0","0","0","0","1054011","1054","0","0","105401102","1","0","1","0","0","0","1054011","0","105431","0"
"0","0","0","0","0","0","1055","0","0","105500301","1","0","1","0","0","0","1055003","0","105511","0"
"0","0","0","0","0","0","1055","0","0","105500801","1","0","1","0","0","0","1055008","0","105531","0"
"0","0","0","0","0","0","1055","0","0","105501101","1","0","1","0","0","0","1055011","0","105531","0"
"0","0","0","0","0","0","1056","0","0","105600101","1","0","1","0","0","0","1056001","0","105611","0"
"0","0","1","0","0","0","1056","0","0","105600801","1","-840","0","0","0","0","1056008","0","0","0"
"0","0","0","0","0","1056011","1056","0","0","105601101","1","0","1","0","0","0","1056011","105631","100011","0"
"0","0","0","0","0","1056011","1056","0","0","105601102","1","0","1","0","0","0","1056011","105631","100011","0"
"0","0","0","0","0","0","1057","0","0","105700201","1","0","1","0","0","0","1057002","0","105711","0"
"0","0","0","0","0","0","1057","0","0","105700701","1","0","1","0","0","0","1057007","0","0","0"
"0","0","1","0","0","0","1057","0","0","105700801","1","-880","0","0","0","0","1057008","0","0","0"
"0","0","0","0","0","1057011","1057","0","0","105701101","1","0","1","0","0","0","1057011","0","105731","0"
"0","0","0","0","0","1057011","1057","0","0","105701102","1","0","1","0","0","0","1057011","0","105731","0"
"0","0","0","0","0","0","1058","0","0","105800301","1","0","1","0","0","0","1058003","0","105812","0"
"0","0","0","0","0","0","1058","0","0","105800801","1","0","1","0","0","0","1058008","0","105831","0"
"0","0","0","0","0","1058011","1058","0","0","105801101","1","0","1","0","0","0","1058011","0","105831","0"
"0","0","0","0","0","1058011","1058","0","0","105801102","1","0","1","0","0","0","1058011","0","105831","0"
"0","0","0","0","0","0","1059","0","0","105900201","1","0","1","0","0","0","1059002","0","105913","0"
"0","0","0","0","0","0","1059","0","0","105900801","1","0","1","0","0","0","1059008","0","105931","0"
"0","0","0","0","0","0","1059","0","0","105901101","1","0","1","0","0","0","1059011","0","0","0"
"0","0","0","0","0","0","1060","0","0","106000701","1","0","1","0","0","0","1060007","0","106012","0"
"0","0","0","0","0","0","1060","0","0","106000801","1","0","1","0","0","0","1060008","0","106031","0"
"0","0","0","0","0","1060011","1060","0","0","106001101","1","0","1","0","0","0","1060011","0","106031","0"
"0","0","0","0","0","1060011","1060","0","0","106001102","1","0","1","0","0","0","1060011","0","106031","0"
"0","0","0","0","0","0","1061","0","0","106100201","1","0","1","0","0","0","1061002","106112","100011","0"
"0","0","0","0","0","0","1061","0","0","106100401","1","0","1","0","0","0","1061004","106211","106114","0"
"0","0","0","0","0","1061007","1061","0","0","106100701","1","0","1","0","0","0","1061007","0","106131","0"
"0","0","0","0","0","1061007","1061","0","0","106100702","1","0","1","0","0","0","1061007","0","106131","0"
"0","0","0","0","0","1061007","1061","0","0","106100703","1","0","1","0","0","0","1061007","0","106131","0"
"0","0","0","0","0","0","1063","0","0","106300401","1","0","1","0","0","0","1063004","0","106331","0"
"0","0","0","0","0","0","1063","0","0","106300801","1","0","1","0","0","0","1063008","0","106331","0"
"0","0","0","0","0","0","1063","0","0","106301101","1","0","1","0","0","0","1063011","106331","1231","0"
"0","0","0","0","0","0","1064","0","0","106400401","1","0","1","0","0","0","1064004","0","106431","0"
"0","0","0","0","0","0","1064","0","0","106400601","1","0","1","0","0","0","1064006","0","106414","0"
"0","0","0","0","0","1064011","1064","0","0","106401101","1","0","1","0","0","0","1064011","0","106432","0"
"0","0","0","0","0","1064011","1064","0","0","106401102","1","0","1","0","0","0","1064011","0","106432","0"
"0","0","0","0","0","1065002","1065","0","0","106500201","1","0","1","0","0","0","1065002","0","106511","0"
"0","0","0","0","0","1065002","1065","0","0","106500202","1","0","1","0","0","0","1065002","0","106511","0"
"0","0","0","0","0","1065002","1065","0","0","106500203","1","0","1","0","0","0","1065002","0","106511","0"
"0","0","0","0","0","1065008","1065","0","0","106500801","1","0","1","0","0","0","1065008","0","106531","0"
"0","0","0","0","0","1065008","1065","0","0","106500802","1","0","1","0","0","0","1065008","0","106531","0"
"0","0","0","0","0","1065008","1065","0","0","106500803","1","0","1","0","0","0","1065008","0","106531","0"
"0","0","0","0","0","1065011","1065","0","0","106501101","1","0","1","0","0","0","1065011","0","106531","0"
"0","0","0","0","0","1065011","1065","0","0","106501102","1","0","1","0","0","0","1065011","0","106531","0"
"0","0","0","0","0","1066002","1066","0","0","106600201","1","0","1","0","0","0","1066002","0","106611","0"
"0","0","0","0","0","1066002","1066","0","0","106600202","1","0","1","0","0","0","1066002","0","106611","0"
"0","0","0","0","0","0","1066","0","0","106600801","1","0","1","0","0","0","1066008","0","106631","0"
"0","0","0","0","0","1066011","1066","0","0","106601101","1","0","1","0","0","0","1066011","0","106631","0"
"0","0","0","0","0","1066011","1066","0","0","106601102","1","0","1","0","0","0","1066011","0","106631","0"
