da67cc34bd0527aa7d0f092188a8ec81347143bdd238464450d15fccb3d7d0eb,961a30391970ca45df636e75b4891297af87f529bbd5018405b1ec148b655c15,156a166bc940207810cd92180fb454b8dfae58e009d299fa32a46f276265c26d,41e1840dc634bf863726671664266e01a7dd78fd1145f8927ec668118c1ef798,6dcb4a14dbf4f32a876336722c0bef8efc2cc0e28fc101a5c7b33aa06073de7b,6e0edb1c584fa607a7e7fc59c8b35336d8485a96fba4124782ad5fde0b7cd4e9,32c0ca2eb929de3a957295cbaf726efb6789733fbf04b09609bc5a37700255d5,ecd94edf7deec1dc33e9aa49598e16fc277d5e5506bcd6635ac2a02097548b8c,bff85ed881003519e75f771c3f13b89d204fe83e5a54e4d7caeb7978b9450658,7ca5263f2b1f5db9fcc23343e8c177686aba2779555089e7ed30d5f36a17552b,a1a38e67a943b9116c9b3f7e3bc8841002456564e1258dc55b107c49b31a14a3,2b277df909778ac741b6654918ef62168f11fae19bfde644e45ef370df272020,dbe6feaec45f9d2dd4444576c425b6920e5dcba8ec5559f1f4043d6a11b4c179,28413f5b9113a4c83ca429b9f9ac115584ffcab5ff0004a15e2222e3e7f53cd1,8b4326d80cd476978ac815c2aadd30690383db025c46bfabb94bf13b4824d208,049a393bb7caa1c9e20f95ff202cf536723dde980d6162e415a0358abe5487dd,77eb35409c2cb33fbe5ba0b073453454e193e4e00132cee517729d2ed4a39aee,0da0a88569c51d92c7e6dfa32e8422636630f089d987e9abe14fef45c7f9d618
"11000","0","0","0","0","0","39","30","0","0","11000","91002","0","0","0","0","0","8"
"11100","0","0","0","0","0","40","30","0","0","11100","91002","0","0","0","0","0","8"
"11200","0","0","0","0","0","41","30","0","0","11200","91002","0","0","0","0","0","8"
"11300","0","0","0","0","0","42","30","0","0","11300","91002","0","0","0","0","0","8"
"11400","0","0","0","0","0","43","30","0","0","11400","91002","0","0","0","0","0","8"
"11500","0","0","0","0","0","44","30","0","0","11500","91002","0","0","0","0","0","8"
"11600","0","0","0","0","0","45","30","0","0","11600","91002","0","0","0","0","0","8"
"11700","0","0","0","0","0","46","30","0","0","11700","91002","0","0","0","0","0","8"
"11800","0","0","0","0","0","47","30","0","0","11800","91002","0","0","0","0","0","8"
"11900","0","0","0","0","0","48","30","0","0","11900","91002","0","0","0","0","0","8"
"12000","0","0","0","0","0","49","30","0","0","12000","91002","0","0","0","0","0","8"
"12100","0","0","0","0","0","50","30","0","0","12100","91002","0","0","0","0","0","8"
"12200","0","0","0","0","0","51","30","0","0","12200","91002","0","0","0","0","0","8"
"12300","0","0","0","0","0","52","30","0","0","12300","91002","0","0","0","0","0","8"
"12400","0","0","0","0","0","53","30","0","0","12400","91002","0","0","0","0","0","8"
"12500","0","0","0","0","0","54","30","0","0","12500","91002","0","0","0","0","0","8"
"12600","0","0","0","0","0","55","30","0","0","12600","91002","0","0","0","0","0","8"
"12700","0","0","0","0","0","56","30","0","0","12700","91002","0","0","0","0","0","8"
"12800","0","0","0","0","0","57","30","0","0","12800","91002","0","0","0","0","0","8"
"12900","0","0","0","0","0","58","30","0","0","12900","91002","0","0","0","0","0","8"
"13000","0","0","0","0","0","59","30","0","0","13000","91002","0","0","0","0","0","8"
"13100","0","0","0","0","0","60","30","0","0","13100","91002","0","0","0","0","0","8"
"13200","0","0","0","0","0","61","30","0","0","13200","91002","0","0","0","0","0","8"
"13300","0","0","0","0","0","62","30","0","0","13300","91002","0","0","0","0","0","8"
"13400","0","0","0","0","0","63","30","0","0","13400","91002","0","0","0","0","0","8"
"13500","0","0","0","0","0","64","30","0","0","13500","91002","0","0","0","0","0","8"
"13600","0","0","0","0","0","65","30","0","0","13600","91002","0","0","0","0","0","8"
"13700","0","0","0","0","0","66","30","0","0","13700","91002","0","0","0","0","0","8"
"13800","0","0","0","0","0","67","30","0","0","13800","91002","0","0","0","0","0","8"
"13900","0","0","0","0","0","68","30","0","0","13900","91002","0","0","0","0","0","8"
"14000","0","0","0","0","0","69","30","0","0","14000","91002","0","0","0","0","0","8"
"14100","0","0","0","0","0","70","30","0","0","14100","91002","0","0","0","0","0","8"
"14200","0","0","0","0","0","71","30","0","0","14200","91002","0","0","0","0","0","8"
"14300","0","0","0","0","0","72","30","0","0","14300","91002","0","0","0","0","0","8"
"14400","0","0","0","0","0","73","30","0","0","14400","91002","0","0","0","0","0","8"
"14500","0","0","0","0","0","74","30","0","0","14500","91002","0","0","0","0","0","8"
"14600","0","0","0","0","0","75","30","0","0","14600","91002","0","0","0","0","0","8"
"14700","0","0","0","0","0","76","30","0","0","14700","91002","0","0","0","0","0","8"
"14800","0","0","0","0","0","77","30","0","0","14800","91002","0","0","0","0","0","8"
"14900","0","0","0","0","0","78","30","0","0","14900","91002","0","0","0","0","0","8"
"15000","0","0","0","0","0","79","30","0","0","15000","91002","0","0","0","0","0","8"
