3a16ea447be196b1e502628550291b0fb67ef45ee4fed26ae3eec3d585d62f06,d4246b498180fbc40ea3a556c3ea961ecb5505aadccd9e37388b7aec6fbe3fb9,5a20ec5ddb225398bd9f5596de60b83cdddfffc21f17f58240ab62de4d5964ce,e4ccdc12665da4be20d44d09682d82f14a9275fcf08f752c3879f095d28a4dcb,564f74ed536af2d233f4a79d2f950c91b60a75ca295a74744e25326de6c47276,a456f26b471628afcdf3938a960f1b55cb9761bfcbff27c0bc63fdeaa3cb1563,2d3e51c896054567d31daaf59089ab6b9824f4c0f59acf4782016603faf7726b,c88684c4a79d6c8a40170bc4d2d58b9190c7cdeddc7d2d8a73b673a3a8e7d3b6,9c9bbef8bdae6922f4b0898286209cee7371abf71b3f75be32137dcf02af8c05
"100209","1002","1","1002","1","2","0","100209","在NORMAL1難易度戰鬥1次"
"100210","1002","1","1003","1","2","0","100210","在NORMAL2難易度戰鬥1次"
"100211","1002","1","1004","1","2","0","100211","在NORMAL3難易度戰鬥1次"
"100212","1002","1","1001","1","3","10000","100212","在NORMAL難易度取得10000分"
"100213","1002","1","1001","1","3","20000","100213","在NORMAL難易度取得20000分"
"100214","1002","1","1001","1","3","30000","100214","在NORMAL難易度取得30000分"
"100215","1002","1","1002","2","4","0","100215","在HARD1難易度戰鬥1次"
"100216","1002","1","1003","2","4","0","100216","在HARD2難易度戰鬥1次"
"100217","1002","1","1004","2","4","0","100217","在HARD3難易度戰鬥1次"
"100218","1002","1","1001","2","5","15000","100218","在HARD難易度取得15000分"
"100219","1002","1","1001","2","5","30000","100219","在HARD難易度取得30000分"
"100220","1002","1","1001","2","5","45000","100220","在HARD難易度取得45000分"
"100221","1002","1","1002","3","6","0","100221","在EXTRA1難易度戰鬥1次"
"100222","1002","1","1003","3","6","0","100222","在EXTRA2難易度戰鬥1次"
"100223","1002","1","1004","3","6","0","100223","在EXTRA3難易度戰鬥1次"
"100224","1002","1","1001","3","7","20000","100224","在EXTRA難易度取得20000分"
"100225","1002","1","1001","3","7","40000","100225","在EXTRA難易度取得40000分"
"100226","1002","1","1001","3","7","60000","100226","在EXTRA難易度取得60000分"
"100301","1003","1","1001","0","0","10000","100301","全難易度合計取得10000分"
"100302","1003","1","1001","0","0","30000","100302","全難易度合計取得30000分"
"100303","1003","1","1001","0","0","50000","100303","全難易度合計取得50000分"
"100304","1003","1","1001","0","0","70000","100304","全難易度合計取得70000分"
"100305","1003","1","1001","0","1","90000","100305","全難易度合計取得90000分"
"100306","1003","1","1001","0","1","105000","100306","全難易度合計取得105000分"
"100307","1003","1","1001","0","1","120000","100307","全難易度合計取得120000分"
"100308","1003","1","1001","0","1","135000","100308","全難易度合計取得135000分"
"100309","1003","1","1002","1","2","0","100309","在NORMAL1難易度戰鬥1次"
"100310","1003","1","1003","1","2","0","100310","在NORMAL2難易度戰鬥1次"
"100311","1003","1","1004","1","2","0","100311","在NORMAL3難易度戰鬥1次"
"100312","1003","1","1001","1","3","10000","100312","在NORMAL難易度取得10000分"
"100313","1003","1","1001","1","3","20000","100313","在NORMAL難易度取得20000分"
"100314","1003","1","1001","1","3","30000","100314","在NORMAL難易度取得30000分"
"100315","1003","1","1002","2","4","0","100315","在HARD1難易度戰鬥1次"
"100316","1003","1","1003","2","4","0","100316","在HARD2難易度戰鬥1次"
"100317","1003","1","1004","2","4","0","100317","在HARD3難易度戰鬥1次"
"100318","1003","1","1001","2","5","15000","100318","在HARD難易度取得15000分"
"100319","1003","1","1001","2","5","30000","100319","在HARD難易度取得30000分"
"100320","1003","1","1001","2","5","45000","100320","在HARD難易度取得45000分"
"100321","1003","1","1002","3","6","0","100321","在EXTRA1難易度戰鬥1次"
"100322","1003","1","1003","3","6","0","100322","在EXTRA2難易度戰鬥1次"
"100323","1003","1","1004","3","6","0","100323","在EXTRA3難易度戰鬥1次"
"100324","1003","1","1001","3","7","20000","100324","在EXTRA難易度取得20000分"
"100325","1003","1","1001","3","7","40000","100325","在EXTRA難易度取得40000分"
"100326","1003","1","1001","3","7","60000","100326","在EXTRA難易度取得60000分"
"100401","1004","1","1001","0","0","10000","100401","全難易度合計取得10000分"
"100402","1004","1","1001","0","0","30000","100402","全難易度合計取得30000分"
"100403","1004","1","1001","0","0","50000","100403","全難易度合計取得50000分"
"100404","1004","1","1001","0","0","70000","100404","全難易度合計取得70000分"
"100405","1004","1","1001","0","1","90000","100405","全難易度合計取得90000分"
"100406","1004","1","1001","0","1","105000","100406","全難易度合計取得105000分"
"100407","1004","1","1001","0","1","120000","100407","全難易度合計取得120000分"
"100408","1004","1","1001","0","1","135000","100408","全難易度合計取得135000分"
"100409","1004","1","1002","1","2","0","100409","在NORMAL1難易度戰鬥1次"
"100410","1004","1","1003","1","2","0","100410","在NORMAL2難易度戰鬥1次"
"100411","1004","1","1004","1","2","0","100411","在NORMAL3難易度戰鬥1次"
"100412","1004","1","1001","1","3","10000","100412","在NORMAL難易度取得10000分"
"100413","1004","1","1001","1","3","20000","100413","在NORMAL難易度取得20000分"
"100414","1004","1","1001","1","3","30000","100414","在NORMAL難易度取得30000分"
"100415","1004","1","1002","2","4","0","100415","在HARD1難易度戰鬥1次"
"100416","1004","1","1003","2","4","0","100416","在HARD2難易度戰鬥1次"
"100417","1004","1","1004","2","4","0","100417","在HARD3難易度戰鬥1次"
"100418","1004","1","1001","2","5","15000","100418","在HARD難易度取得15000分"
"100419","1004","1","1001","2","5","30000","100419","在HARD難易度取得30000分"
"100420","1004","1","1001","2","5","45000","100420","在HARD難易度取得45000分"
"100421","1004","1","1002","3","6","0","100421","在EXTRA1難易度戰鬥1次"
"100422","1004","1","1003","3","6","0","100422","在EXTRA2難易度戰鬥1次"
"100423","1004","1","1004","3","6","0","100423","在EXTRA3難易度戰鬥1次"
"100424","1004","1","1001","3","7","20000","100424","在EXTRA難易度取得20000分"
"100425","1004","1","1001","3","7","40000","100425","在EXTRA難易度取得40000分"
"100426","1004","1","1001","3","7","60000","100426","在EXTRA難易度取得60000分"
"100501","1005","1","1001","0","0","10000","100501","全難易度合計取得10000分"
"100502","1005","1","1001","0","0","30000","100502","全難易度合計取得30000分"
"100503","1005","1","1001","0","0","50000","100503","全難易度合計取得50000分"
"100504","1005","1","1001","0","0","70000","100504","全難易度合計取得70000分"
"100505","1005","1","1001","0","1","90000","100505","全難易度合計取得90000分"
"100506","1005","1","1001","0","1","105000","100506","全難易度合計取得105000分"
"100507","1005","1","1001","0","1","120000","100507","全難易度合計取得120000分"
"100508","1005","1","1001","0","1","135000","100508","全難易度合計取得135000分"
"100509","1005","1","1002","1","2","0","100509","在NORMAL1難易度戰鬥1次"
"100510","1005","1","1003","1","2","0","100510","在NORMAL2難易度戰鬥1次"
"100511","1005","1","1004","1","2","0","100511","在NORMAL3難易度戰鬥1次"
"100512","1005","1","1001","1","3","10000","100512","在NORMAL難易度取得10000分"
"100513","1005","1","1001","1","3","20000","100513","在NORMAL難易度取得20000分"
"100514","1005","1","1001","1","3","30000","100514","在NORMAL難易度取得30000分"
"100515","1005","1","1002","2","4","0","100515","在HARD1難易度戰鬥1次"
"100516","1005","1","1003","2","4","0","100516","在HARD2難易度戰鬥1次"
"100517","1005","1","1004","2","4","0","100517","在HARD3難易度戰鬥1次"
"100518","1005","1","1001","2","5","15000","100518","在HARD難易度取得15000分"
"100519","1005","1","1001","2","5","30000","100519","在HARD難易度取得30000分"
"100520","1005","1","1001","2","5","45000","100520","在HARD難易度取得45000分"
"100521","1005","1","1002","3","6","0","100521","在EXTRA1難易度戰鬥1次"
"100522","1005","1","1003","3","6","0","100522","在EXTRA2難易度戰鬥1次"
"100523","1005","1","1004","3","6","0","100523","在EXTRA3難易度戰鬥1次"
"100524","1005","1","1001","3","7","20000","100524","在EXTRA難易度取得20000分"
"100525","1005","1","1001","3","7","40000","100525","在EXTRA難易度取得40000分"
"100526","1005","1","1001","3","7","60000","100526","在EXTRA難易度取得60000分"
"100601","1006","1","1001","0","0","10000","100601","全難易度合計取得10000分"
"100602","1006","1","1001","0","0","30000","100602","全難易度合計取得30000分"
"100603","1006","1","1001","0","0","50000","100603","全難易度合計取得50000分"
"100604","1006","1","1001","0","0","70000","100604","全難易度合計取得70000分"
"100605","1006","1","1001","0","1","90000","100605","全難易度合計取得90000分"
"100606","1006","1","1001","0","1","105000","100606","全難易度合計取得105000分"
"100607","1006","1","1001","0","1","120000","100607","全難易度合計取得120000分"
"100608","1006","1","1001","0","1","135000","100608","全難易度合計取得135000分"
"100609","1006","1","1002","1","2","0","100609","在NORMAL1難易度戰鬥1次"
"100610","1006","1","1003","1","2","0","100610","在NORMAL2難易度戰鬥1次"
"100611","1006","1","1004","1","2","0","100611","在NORMAL3難易度戰鬥1次"
"100612","1006","1","1001","1","3","10000","100612","在NORMAL難易度取得10000分"
"100613","1006","1","1001","1","3","20000","100613","在NORMAL難易度取得20000分"
"100614","1006","1","1001","1","3","30000","100614","在NORMAL難易度取得30000分"
"100615","1006","1","1002","2","4","0","100615","在HARD1難易度戰鬥1次"
"100616","1006","1","1003","2","4","0","100616","在HARD2難易度戰鬥1次"
"100617","1006","1","1004","2","4","0","100617","在HARD3難易度戰鬥1次"
"100618","1006","1","1001","2","5","15000","100618","在HARD難易度取得15000分"
"100619","1006","1","1001","2","5","30000","100619","在HARD難易度取得30000分"
"100620","1006","1","1001","2","5","45000","100620","在HARD難易度取得45000分"
"100621","1006","1","1002","3","6","0","100621","在EXTRA1難易度戰鬥1次"
"100622","1006","1","1003","3","6","0","100622","在EXTRA2難易度戰鬥1次"
"100623","1006","1","1004","3","6","0","100623","在EXTRA3難易度戰鬥1次"
"100624","1006","1","1001","3","7","20000","100624","在EXTRA難易度取得20000分"
"100625","1006","1","1001","3","7","40000","100625","在EXTRA難易度取得40000分"
"100626","1006","1","1001","3","7","60000","100626","在EXTRA難易度取得60000分"
"100701","1007","1","1001","0","0","10000","100701","全難易度合計取得10000分"
"100702","1007","1","1001","0","0","30000","100702","全難易度合計取得30000分"
"100703","1007","1","1001","0","0","50000","100703","全難易度合計取得50000分"
"100704","1007","1","1001","0","0","70000","100704","全難易度合計取得70000分"
"100705","1007","1","1001","0","1","90000","100705","全難易度合計取得90000分"
"100706","1007","1","1001","0","1","105000","100706","全難易度合計取得105000分"
"100707","1007","1","1001","0","1","120000","100707","全難易度合計取得120000分"
"100708","1007","1","1001","0","1","135000","100708","全難易度合計取得135000分"
"100709","1007","1","1002","1","2","0","100709","在NORMAL1難易度戰鬥1次"
"100710","1007","1","1003","1","2","0","100710","在NORMAL2難易度戰鬥1次"
"100711","1007","1","1004","1","2","0","100711","在NORMAL3難易度戰鬥1次"
"100712","1007","1","1001","1","3","10000","100712","在NORMAL難易度取得10000分"
"100713","1007","1","1001","1","3","20000","100713","在NORMAL難易度取得20000分"
"100714","1007","1","1001","1","3","30000","100714","在NORMAL難易度取得30000分"
"100715","1007","1","1002","2","4","0","100715","在HARD1難易度戰鬥1次"
"100716","1007","1","1003","2","4","0","100716","在HARD2難易度戰鬥1次"
"100717","1007","1","1004","2","4","0","100717","在HARD3難易度戰鬥1次"
"100718","1007","1","1001","2","5","15000","100718","在HARD難易度取得15000分"
"100719","1007","1","1001","2","5","30000","100719","在HARD難易度取得30000分"
"100720","1007","1","1001","2","5","45000","100720","在HARD難易度取得45000分"
"100721","1007","1","1002","3","6","0","100721","在EXTRA1難易度戰鬥1次"
"100722","1007","1","1003","3","6","0","100722","在EXTRA2難易度戰鬥1次"
"100723","1007","1","1004","3","6","0","100723","在EXTRA3難易度戰鬥1次"
"100724","1007","1","1001","3","7","20000","100724","在EXTRA難易度取得20000分"
"100725","1007","1","1001","3","7","40000","100725","在EXTRA難易度取得40000分"
"100726","1007","1","1001","3","7","60000","100726","在EXTRA難易度取得60000分"
"100801","1008","1","1001","0","0","10000","100801","全難易度合計取得10000分"
"100802","1008","1","1001","0","0","30000","100802","全難易度合計取得30000分"
"100803","1008","1","1001","0","0","50000","100803","全難易度合計取得50000分"
"100804","1008","1","1001","0","0","70000","100804","全難易度合計取得70000分"
"100805","1008","1","1001","0","1","90000","100805","全難易度合計取得90000分"
"100806","1008","1","1001","0","1","105000","100806","全難易度合計取得105000分"
"100807","1008","1","1001","0","1","120000","100807","全難易度合計取得120000分"
"100808","1008","1","1001","0","1","135000","100808","全難易度合計取得135000分"
"100809","1008","1","1002","1","2","0","100809","在NORMAL1難易度戰鬥1次"
"100810","1008","1","1003","1","2","0","100810","在NORMAL2難易度戰鬥1次"
"100811","1008","1","1004","1","2","0","100811","在NORMAL3難易度戰鬥1次"
"100812","1008","1","1001","1","3","10000","100812","在NORMAL難易度取得10000分"
"100813","1008","1","1001","1","3","20000","100813","在NORMAL難易度取得20000分"
"100814","1008","1","1001","1","3","30000","100814","在NORMAL難易度取得30000分"
"100815","1008","1","1002","2","4","0","100815","在HARD1難易度戰鬥1次"
"100816","1008","1","1003","2","4","0","100816","在HARD2難易度戰鬥1次"
"100817","1008","1","1004","2","4","0","100817","在HARD3難易度戰鬥1次"
"100818","1008","1","1001","2","5","15000","100818","在HARD難易度取得15000分"
"100819","1008","1","1001","2","5","30000","100819","在HARD難易度取得30000分"
"100820","1008","1","1001","2","5","45000","100820","在HARD難易度取得45000分"
"100821","1008","1","1002","3","6","0","100821","在EXTRA1難易度戰鬥1次"
"100822","1008","1","1003","3","6","0","100822","在EXTRA2難易度戰鬥1次"
"100823","1008","1","1004","3","6","0","100823","在EXTRA3難易度戰鬥1次"
"100824","1008","1","1001","3","7","20000","100824","在EXTRA難易度取得20000分"
"100825","1008","1","1001","3","7","40000","100825","在EXTRA難易度取得40000分"
"100826","1008","1","1001","3","7","60000","100826","在EXTRA難易度取得60000分"
"100901","1009","1","1001","0","0","10000","100901","全難易度合計取得10000分"
"100902","1009","1","1001","0","0","30000","100902","全難易度合計取得30000分"
"100903","1009","1","1001","0","0","50000","100903","全難易度合計取得50000分"
"100904","1009","1","1001","0","0","70000","100904","全難易度合計取得70000分"
"100905","1009","1","1001","0","1","90000","100905","全難易度合計取得90000分"
"100906","1009","1","1001","0","1","105000","100906","全難易度合計取得105000分"
"100907","1009","1","1001","0","1","120000","100907","全難易度合計取得120000分"
"100908","1009","1","1001","0","1","135000","100908","全難易度合計取得135000分"
"100909","1009","1","1002","1","2","0","100909","在NORMAL1難易度戰鬥1次"
"100910","1009","1","1003","1","2","0","100910","在NORMAL2難易度戰鬥1次"
"100911","1009","1","1004","1","2","0","100911","在NORMAL3難易度戰鬥1次"
"100912","1009","1","1001","1","3","10000","100912","在NORMAL難易度取得10000分"
"100913","1009","1","1001","1","3","20000","100913","在NORMAL難易度取得20000分"
"100914","1009","1","1001","1","3","30000","100914","在NORMAL難易度取得30000分"
"100915","1009","1","1002","2","4","0","100915","在HARD1難易度戰鬥1次"
"100916","1009","1","1003","2","4","0","100916","在HARD2難易度戰鬥1次"
"100917","1009","1","1004","2","4","0","100917","在HARD3難易度戰鬥1次"
"100918","1009","1","1001","2","5","15000","100918","在HARD難易度取得15000分"
"100919","1009","1","1001","2","5","30000","100919","在HARD難易度取得30000分"
"100920","1009","1","1001","2","5","45000","100920","在HARD難易度取得45000分"
"100921","1009","1","1002","3","6","0","100921","在EXTRA1難易度戰鬥1次"
"100922","1009","1","1003","3","6","0","100922","在EXTRA2難易度戰鬥1次"
"100923","1009","1","1004","3","6","0","100923","在EXTRA3難易度戰鬥1次"
"100924","1009","1","1001","3","7","20000","100924","在EXTRA難易度取得20000分"
"100925","1009","1","1001","3","7","40000","100925","在EXTRA難易度取得40000分"
"100926","1009","1","1001","3","7","60000","100926","在EXTRA難易度取得60000分"
