6781daedf30eac79ede6d789ad7dd3eb587914b8f26f334abfb19b2d147c4c92,fca0657727d33d6dd5180791f7d3cf28bafc8c3ef7b1e630932e8b5c8b084b8c,4c6c6ce759e857206a3176e1d5e38cd11d7acfaff1093edc9de195ea0dc98675,938e70b23554d9f3267f43114f710d7f3012c2f7105094ecd49c24554918876d,5a99cf7c8d00990443dba1f14e51c14e81ca075dbe54945a549b5d4051a5a350,989498a6e887078e7df0cbe2642a48c30465ea39e4930b5e28edefbb6467cc1f,7f35c1f7f044bdd684402c350f36e3eace57044532b23904e8fb75c4879161a5,4adaa80d17d70103a5be0ff936fb756ef9fe38faa7cf104721cf89f850672c98,e4341aa9de0c6a0435ebcbe672e749b9ebb2f70e6de2dfe68da38dfe2a997c6d,0c5bf428dbebc0fdbd0f694e1db76df5354f35d31d1b0d2df82d10fdebabdf6f,f6491eddbb90de4844e7fd7c4ea2b4d8cb229372ddcf4343534e8dee4ab74d24
"0.2","2","","2032","","","3","1","","119931","psy_miyako_anger1"
"","2","","2033","","","21","0","0","vo_minigame_1008","vo_minigame_1008_drama_0302"
"0","2","0","2034","0","1","11","4","1","119931","擅自進來的人是妳喲，\n宮子沒有錯。\n不要妨礙宮子來的……嗯？\n妳……"
"","2","","2035","","","93","","","8","1"
"0.2","2","","2036","","","3","1","","119931","psy_miyako_thinking2"
"","2","","2037","","","91","","","2034",""
"","2","","2038","","","22","","","0","0"
"0.2","2","","2039","","","3","1","","106011","psy_talk_sad"
"","2","","2040","","","21","0","0","vo_minigame_1008","vo_minigame_1008_drama_0308"
"0","2","0","2041","0","0.5","11","9","1","106011","幹、幹什麼……"
"","2","","2042","","","91","","","0",""
"0.2","2","","2043","","","3","1","","106011","psy_idle_sad"
"0.2","2","","2044","","","3","1","","119931","psy_miyako_run"
"","2","","2045","0","","2","-200","2","119931","0"
"","2","","2046","","","93","","","2",""
"0.2","2","","2047","","","3","1","","119931","psy_miyako_thinking2"
"","2","","2048","","","21","0","0","vo_minigame_1008","vo_minigame_1008_drama_0303"
"0","2","0","2049","0","1","11","5","1","119931","嗯嗯嗯嗯嗯……\n總覺得妳很美味來的……"
"","2","","2050","","","91","","","0",""
"","2","","2051","","","22","","","0","0"
"","2","","2052","","","93","","","0.5",""
"0.2","2","","2053","","","3","1","","106011","psy_talk_sad"
"","2","","2054","","","21","0","0","vo_minigame_1008","vo_minigame_1008_drama_0309"
"0","2","0","2055","0","0.5","11","4","1","106011","啥？"
"","2","","2056","","","91","","","0",""
"0.2","2","","2057","","","3","1","","106011","psy_idle_sad"
"","2","","2058","","","21","0","0","vo_minigame_1008","vo_minigame_1008_drama_0304"
"0","2","0","2059","0","0.5","11","5","1","119931","人家要把妳變成布丁喲～～！！"
"","2","","2060","","","93","","","0.5","1"
"0.2","2","0","2061","1","","3","0","psy_miyako_attack_loop","119931","psy_miyako_attack_in"
"","2","","2062","","","93","","","0.2","1"
"0.2","2","0.2","2063","1","","3","0","psy_idle_surprise2","106011","psy_surprise"
"","2","","2064","","","91","","","2059",""
"","2","","2065","","","22","","","0","0"
"0.2","2","","2066","","","3","1","","106011","psy_talk_surprise2"
"","2","","2067","","","21","0","0","vo_minigame_1008","vo_minigame_1008_drama_0310"
"0","2","0","2068","0","0.5","11","7","1","106011","搞、搞什麼呀這間店～～！！"
"","2","","2069","","","91","","","0",""
"","2","","2070","","","4","","","106011","0"
"0.2","2","","2071","","","3","1","","106011","psy_run_shy"
"0.2","2","","2072","","","3","1","","119931","psy_miyako_attack_loop_move"
"","2","","2073","0","","2","-220","3","106011","1000"
"","2","","2074","0","","2","-220","5","119931","1000"
"","2","","2075","","","93","","","3.5",""
"","2","","2076","","","22","","","0","0"
"","2","","2077","","","91","","","0",""
"1.65","3","1","3001","-150","psy_miyako_gasagoso_B","1","100","-250","1","119931"
"1.7","3","1","3002","-180","psy_walk","1","100","340","1","105511"
"1","3","","3003","1","","31","0","0","1","11"
"1.7","3","0","3004","-220","psy_smoke_start","5","101","-300","1","1"
"","3","","3005","0","","2","-180","2","105511","225"
"","3","","3006","","","93","","","2",""
"0.2","3","","3007","","","3","1","","105511","psy_talk_wish"
"","3","","3008","","","21","0","0","vo_minigame_1008","vo_minigame_1008_drama_0203"
"0","3","0","3009","0","0.5","11","7","1","105511","這、這裡就是前輩工作的地方吧？"
"","3","","3010","","","91","","","0",""
"0.2","3","0","3011","1","","3","0","psy_ayumi_kyoro_loop","105511","psy_ayumi_kyoro_in"
"","3","","3012","","","93","","","1.8",""
"0.2","3","","3013","","","3","1","","105511","psy_talk_joy1"
"","3","","3014","","","21","0","0","vo_minigame_1008","vo_minigame_1008_drama_0204"
"0","3","0","3015","0","0.5","11","6","1","105511","哇～好多看起來很美味的甜點\n擺在那邊呢……前輩做的甜點\n是不是也在裡面呢？"
"","3","","3016","","","91","","","0",""
"0.2","3","","3017","","","3","1","","105511","psy_talk_call"
"","3","","3018","","","21","0","0","vo_minigame_1008","vo_minigame_1008_drama_0205"
"0","3","0","3019","0","0.5","11","7","1","105511","那個……請給我一份這個甜點。\n那個～不好意思～\n沒聽到我的聲音嗎？"
"","3","","3020","","","93","","","3","1"
"0","3","0","3021","0","0","12","0.8","1","119931","5"
"","3","","3022","","","4","","","119931","0"
"0","3","","3023","","","3","1","","119931","psy_miyako_idle_thinking"
"","3","","3024","","","93","","","1.5","1"
"","3","","3025","","","4","","","119931","1"
"0","3","","3026","","","3","1","","119931","psy_miyako_gasagoso_B"
"","3","","3027","","","93","","","0.5","1"
"0.2","3","","3028","","","3","1","","105511","psy_talk_sad"
"","3","","3029","","","91","","","3019",""
"0.2","3","","3030","","","3","1","","105511","psy_talk_wish"
"","3","","3031","","","21","0","0","vo_minigame_1008","vo_minigame_1008_drama_0206"
"0","3","0","3032","0","0.5","11","6","1","105511","總、總之我把錢放在這裡了，\n再見！"
"","3","","3033","","","93","","","2","1"
"0.2","3","","3034","","","3","1","","105511","psy_gasagoso_B2"
"","3","","3035","","","93","","","1","1"
"0.2","3","0.2","3036","1","","3","0","psy_idle_normal","105511","psy_pekori"
"","3","","3037","","","91","","","3032",""
"","3","","3038","","","4","","","105511","0"
"0.2","3","","3039","","","3","1","","105511","psy_run"
"","3","","3040","0","","2","-180","3","105511","1000"
"","3","","3041","","","93","","","3",""
"","3","","3042","","","93","","","0.5",""
"0","3","","3043","","","3","1","","119931","psy_miyako_idle_thinking"
"","3","","3044","","","93","","","2",""
"","3","","3045","","","4","","","119931","0"
"0.2","3","","3046","","","3","1","","119931","psy_miyako_run"
"","3","","3047","0","","2","-165","2","119931","0"
"","3","","3048","","","93","","","2",""
"0.2","3","","3049","","","3","1","","119931","psy_miyako_thinking4"
"","3","","3050","","","21","0","0","vo_minigame_1008","vo_minigame_1008_drama_0201"
"0","3","0","3051","0","0.5","11","4","1","119931","……？\n不知不覺出現了錢幣喲！\n剛才明明沒看到來的！\n好可怕！該不會有幽靈吧？"
"","3","","3052","","","93","","","4","1"
"0.2","3","","3053","","","3","1","","119931","psy_miyako_panic1"
"","3","","3054","","","91","","","3051",""
"","3","","3055","","","22","","","0","0"
"0.2","3","0","3056","1","","3","0","psy_miyako_surprise2_loop","119931","psy_miyako_surprise2_in"
"","3","","3057","","","21","0","0","vo_minigame_1008","vo_minigame_1008_drama_0202"
"0","3","0","3058","0","1","11","4","1","119931","……！\n突然想到了布丁的靈感喲！\n不過腦海中浮現出的臉，宮子沒有印象。\n這傢伙…………是誰來的？"
"","3","","3059","","","93","","","4","1"
"0.2","3","","3060","","","3","1","","119931","psy_miyako_thinking4"
"","3","","3061","","","91","","","3058",""
"","3","","3062","","","22","","","0","0"
"","3","","3063","","","93","","","1",""
"","3","","3064","","","91","","","0",""
"1.7","4","0","4001","-200","psy_miyako_start","1","100","-300","1","119931"
"1.7","4","1","4002","-220","psy_walk","1","100","300","1","107131"
"1","4","","4003","1","","31","0","0","1","11"
"1.7","4","0","4004","-200","psy_smoke_start","5","101","-300","1","1"
"","4","","4005","0","","2","-220","2","107131","185"
"","4","","4006","","","93","","","2",""
"0.2","4","0.2","4007","1","","3","0","psy_talk_doya_loop","107131","psy_talk_doya"
"","4","","4008","","","21","0","0","vo_minigame_1008","vo_minigame_1008_drama_0405"
"0","4","0","4009","0","0.5","11","6","1","107131","聽說這間店蔚為話題，\n克莉絲提娜我便來拜訪了唷☆"
"","4","","4010","","","91","","","0",""
"0.2","4","","4011","","","3","1","","107131","psy_idle_doya"
"0.2","4","","4012","","","3","1","","107131","psy_talk_sad"
"","4","","4013","","","21","0","0","vo_minigame_1008","vo_minigame_1008_drama_0406"
"0","4","0","4014","0","0.5","11","6","1","107131","……嗯？這不是沒人在嗎？\n難得我來替慈樂之音\n買點慰勞品。\n喂，有沒有人在啊？"
"","4","","4015","","","93","","","6","1"
"0.2","4","","4016","","","3","1","","107131","psy_talk_call"
"","4","","4017","","","91","","","4014",""
"0.2","4","","4018","","","3","1","","107131","psy_idle_arm_crossed"
"0","4","0.2","4019","1","","3","0","psy_miyako_talk_joy1","119931","psy_miyako_appear"
"0","4","0","4020","0","","3","0","psy_smoke_start","1","psy_smoke_appear"
"","4","","4021","","","21","0","0","vo_minigame_1008","vo_minigame_1008_drama_0401"
"0","4","0","4022","0","0.5","11","5","1","119931","啊！妳是！\n給人家巨大布丁的傢伙來的！\n又要送布丁給宮子了嗎？"
"","4","","4023","","","91","","","0",""
"","4","","4024","","","22","","","0","0"
"0.2","4","","4025","","","3","1","","119931","psy_miyako_idle"
"0.2","4","","4026","","","3","1","","107131","psy_talk_normal"
"","4","","4027","","","21","0","0","vo_minigame_1008","vo_minigame_1008_drama_0407"
"0","4","0","4028","0","0.5","11","6","1","107131","妳是……哦，之前\n在聖誕節有碰過面呢。\n今天我不是聖誕老人，\n而是作為客人過來的。"
"","4","","4029","","","91","","","0",""
"0.2","4","","4030","","","3","1","","107131","psy_idle_normal"
"0.2","4","","4031","","","3","1","","119931","psy_miyako_sad1"
"","4","","4032","","","21","0","0","vo_minigame_1008","vo_minigame_1008_drama_0402"
"0","4","0","4033","0","0.5","11","4","1","119931","人家沒空理不給布丁的人喲。\n老奶奶也不在家，\n快滾吧。"
"","4","","4034","","","93","","","5","1"
"0.2","4","","4035","","","3","1","","119931","psy_miyako_talk4"
"","4","","4036","","","91","","","4033",""
"","4","","4037","","","22","","","0","0"
"0.2","4","","4038","","","3","1","","119931","psy_miyako_idle2"
"0.2","4","0.2","4039","1","","3","0","psy_ahaha_loop","107131","psy_ahaha_in"
"","4","","4040","","","21","0","0","vo_minigame_1008","vo_minigame_1008_drama_0408"
"0","4","0","4041","0","0.5","11","5","1","107131","哈哈哈！\n對我克莉絲提娜竟然如此\n口無遮攔。真是有趣☆"
"","4","","4042","","","93","","","1.7","1"
"0.2","4","","4043","","","3","1","","107131","psy_talk_joy1"
"","4","","4044","","","91","","","4041",""
"0.2","4","0.2","4045","1","","3","0","psy_talk_doya_loop","107131","psy_talk_doya"
"","4","","4046","","","21","0","0","vo_minigame_1008","vo_minigame_1008_drama_0409"
"0","4","0","4047","0","0.5","11","6","1","107131","這下無論如何我都要\n買到妳的甜點了。"
"","4","","4048","","","91","","","0",""
"0.2","4","","4049","","","3","1","","107131","psy_idle_wish"
"0.2","4","","4050","","","3","1","","119931","psy_miyako_panic1"
"","4","","4051","","","21","0","0","vo_minigame_1008","vo_minigame_1008_drama_0403"
"0","4","0","4052","0","0.5","11","5","1","119931","為什麼會變成這樣！？\n趕快回去來的！"
"","4","","4053","","","91","","","0",""
"","4","","4054","","","22","","","0","0"
"0.2","4","","4055","","","3","1","","119931","psy_miyako_idle_panic"
"0.2","4","0","4056","1","","3","0","psy_cris_approach_loop","107131","psy_cris_approach_in"
"","4","","4057","","","21","0","0","vo_minigame_1008","vo_minigame_1008_drama_0410"
"0","4","0","4058","0","0.5","11","7","1","107131","哦？這不是有\n做到一半的布丁嗎？\n嗯……親手製作的慰勞品\n應該也蠻讓人高興的吧。"
"","4","","4059","","","93","","","4","1"
"0.2","4","0","4060","1","","3","0","psy_talk_arm_crossed_loop","107131","psy_talk_arm_crossed"
"","4","","4061","","","91","","","4058",""
"0.2","4","","4062","","","3","1","","107131","psy_talk_joy1"
"","4","","4063","","","21","0","0","vo_minigame_1008","vo_minigame_1008_drama_0411"
"0","4","0","4064","0","0.5","11","5","1","107131","好！我就來做布丁吧！\n妳也來幫忙，\n還我聖誕節的人情吧。"
"","4","","4065","","","91","","","0",""
"0.2","4","","4066","","","3","1","","107131","psy_idle_joy1"
"0.2","4","","4067","","","3","1","","119931","psy_miyako_anger2"
"","4","","4068","","","21","0","0","vo_minigame_1008","vo_minigame_1008_drama_0404"
"0","4","0","4069","0","0.5","11","6","1","119931","為、為什麼會變成那樣──！？"
"","4","","4070","","","93","","","4",""
"","4","","4071","","","91","","","0",""
"1.7","5","0","5001","-200","psy_miyako_start","1","100","-300","1","119931"
"1.7","5","1","5002","-220","psy_walk","1","100","300","1","104931"
"1","5","","5003","1","","31","0","0","1","11"
"1.7","5","0","5004","-200","psy_smoke_start","5","101","-300","1","1"
"","5","","5005","0","","2","-220","2","104931","185"
"","5","","5006","","","93","","","2",""
"0.2","5","","5007","","","3","1","","104931","psy_talk_wish"
"","5","","5008","","","21","0","0","vo_minigame_1008","vo_minigame_1008_drama_0504"
"0","5","0","5009","0","0.5","11","5","1","104931","弟弟和璃乃\n就是在這間甜點店幫忙吧！\n弟弟！姐姐來找你了唷！！"
"","5","","5010","","","93","","","4.3","1"
"0.2","5","","5011","","","3","1","","104931","psy_talk_joy1"
"","5","","5012","","","91","","","5009",""
"0.2","5","","5013","","","3","1","","104931","psy_idle_joy1"
"0","5","0.2","5014","1","","3","0","psy_miyako_talk3","119931","psy_miyako_appear"
"0","5","0","5015","0","","3","0","psy_smoke_start","1","psy_smoke_appear"
"","5","","5016","","","21","0","0","vo_minigame_1008","vo_minigame_1008_drama_0501"
"0","5","0","5017","0","0.5","11","5","1","119931","吵死了喲。\n突然喊什麼喊啊？"
"","5","","5018","","","91","","","0",""
"","5","","5019","","","22","","","0","0"
"0.2","5","","5020","","","3","1","","119931","psy_miyako_idle"
"0.2","5","","5021","","","3","1","","104931","psy_talk_joy1"
"","5","","5022","","","21","0","0","vo_minigame_1008","vo_minigame_1008_drama_0505"
"0","5","0","5023","0","0.5","11","6","1","104931","啊！妳就是宮子吧？\n我有聽璃乃提過妳！\n初次見面，我是弟弟的姐姐唷！"
"","5","","5024","","","93","","","4",""
"0.2","5","","5025","","","3","1","","104931","psy_talk_wish"
"","5","","5026","","","91","","","5023",""
"","5","","5027","","","91","","","0",""
"0.2","5","","5028","","","3","1","","104931","psy_idle_wish"
"0.2","5","","5029","","","3","1","","119931","psy_miyako_anger3"
"","5","","5030","","","21","0","0","vo_minigame_1008","vo_minigame_1008_drama_0502"
"0","5","0","5031","0","0.5","11","4","1","119931","妳是不是那傢伙的姐姐\n都與人家無關喲。\n宮子正在忙著做布丁喲。"
"","5","","5032","","","93","","","5","1"
"0.2","5","0","5033","1]","","3","0","psy_miyako_arm_crossed_loop","119931","psy_miyako_arm_crossed_in"
"","5","","5034","","","91","","","5031",""
"","5","","5035","","","22","","","0","0"
"0.2","5","","5036","","","3","1","","119931","psy_miyako_arm_crossed_idle"
"0.2","5","","5037","","","3","1","","104931","psy_talk_wish"
"","5","","5038","","","21","0","0","vo_minigame_1008","vo_minigame_1008_drama_0506"
"0","5","0","5039","0","0.5","11","7","1","104931","第一次遇到這種無所謂的反應，\n姐姐還是有點受傷的！\n畢竟愛的相反\n聽說就是漠不關心呢！"
"","5","","5040","","","91","","","0",""
"0.2","5","","5041","","","3","1","","104931","psy_talk_joy2"
"","5","","5042","","","21","0","0","vo_minigame_1008","vo_minigame_1008_drama_0507"
"0","5","0","5043","0","0.5","11","7","1","104931","好～！\n我現在馬上來向宮子獻上\n關於弟弟與姐姐，\n愛與命運交織的故事吧！"
"","5","","5044","","","91","","","0",""
"0.2","5","","5045","","","3","1","","104931","psy_talk_memory"
"","5","","5046","","","21","0","0","vo_minigame_1008","vo_minigame_1008_drama_0508"
"0","5","0","5047","0","0.5","11","8","1","104931","首先從命運的相遇聽我娓娓道來……"
"","5","","5048","","","91","","","0",""
"0.2","5","","5049","","","3","1","","104931","psy_idle_memory"
"0.2","5","","5050","","","3","1","","119931","psy_miyako_sad1"
"","5","","5051","","","21","0","0","vo_minigame_1008","vo_minigame_1008_drama_0503"
"0","5","0","5052","0","0.5","11","5","1","119931","（好像有什麼開始了……\n因為很麻煩宮子要消失……）"
"","5","","5053","","","91","","","0",""
"","5","","5054","","","22","","","0","0"
"0.2","5","","5055","","","3","0","","119931","psy_miyako_hide"
"0","5","0","5056","0","","3","0","psy_smoke_start","1","psy_smoke_hide"
"","5","","5057","","","93","","","2",""
"","5","","5058","","","91","","","0",""
"1.7","6","1","6001","-200","psy_miyako_idle_thinking","1","100","-300","1","119931"
"1.7","6","1","6002","-220","psy_walk","1","100","300","1","103131"
"1","6","","6003","1","","31","0","0","1","11"
"0","6","0","6004","0","0","12","2","0","119931","17"
"","6","","6005","0","","2","-220","2","103131","185"
"","6","","6006","","","93","","","2",""
"0.2","6","","6007","","","3","1","","103131","psy_talk_wish"
"","6","","6008","","","21","0","0","vo_minigame_1008","vo_minigame_1008_drama_0605"
"0","6","0","6009","0","0.5","11","4","1","103131","午安，\n我聽說宮子在甜點店幫忙，\n就過來看看了。"
"","6","","6010","","","91","","","0",""
"0.2","6","","6011","","","3","1","","103131","psy_idle_wish"
"","6","","6012","","","4","","","119931","0"
"0.2","6","0.2","6013","1","","3","0","psy_miyako_talk_joy2","119931","psy_miyako_surprise2_in"
"","6","","6014","","","93","","","1",""
"","6","","6015","","","21","0","0","vo_minigame_1008","vo_minigame_1008_drama_0601"
"0","6","0","6016","0","0.5","11","5","1","119931","忍！妳來得正好！\n宮子現在遇到了一點麻煩喲！"
"","6","","6017","","","93","","","3","1"
"0.2","6","","6018","","","3","1","","119931","psy_miyako_talk2"
"","6","","6019","","","91","","","6016",""
"","6","","6020","","","22","","","0","0"
"0.2","6","","6021","","","3","1","","119931","psy_miyako_idle_sad"
"0.2","6","","6022","","","3","1","","103131","psy_talk_sad"
"","6","","6023","","","21","0","0","vo_minigame_1008","vo_minigame_1008_drama_0606"
"0","6","0","6024","0","0.5","11","6","1","103131","怎麼了嗎？\n啊，難道妳把要賣的布丁\n不小心吃掉了嗎？\n那麼我們一起道歉吧。"
"","6","","6025","","","91","","","0",""
"0.2","6","","6026","","","3","1","","103131","psy_idle_sad"
"0.2","6","","6027","","","3","1","","119931","psy_miyako_panic3"
"","6","","6028","","","21","0","0","vo_minigame_1008","vo_minigame_1008_drama_0602"
"0","6","0","6029","0","0.5","11","3","1","119931","不是啦！宮子現在打算做出\n究極的布丁喲！\n不過，想不到什麼\n好點子……"
"","6","","6030","","","93","","","5.5","1"
"0.2","6","","6031","","","3","1","","119931","psy_miyako_sad2"
"","6","","6032","","","91","","","6029",""
"","6","","6033","","","22","","","0","0"
"0.2","6","","6034","","","3","1","","119931","psy_miyako_idle_sad"
"0.2","6","0.2","6035","1","","3","0","psy_talk_surprise1","103131","psy_surprise"
"","6","","6036","","","21","0","0","vo_minigame_1008","vo_minigame_1008_drama_0607"
"0","6","0","6037","0","0.5","11","6","1","103131","宮子……自己……\n做布丁……"
"","6","","6038","","","91","","","0",""
"0.2","6","","6039","","","3","1","","103131","psy_idle_surprise1"
"0.2","6","","6040","","","3","1","","119931","psy_miyako_talk2"
"","6","","6041","","","21","0","0","vo_minigame_1008","vo_minigame_1008_drama_0603"
"0","6","0","6042","0","0.5","11","5","1","119931","妳怎麼了？"
"","6","","6043","","","91","","","0",""
"","6","","6044","","","22","","","0","0"
"0.2","6","","6045","","","3","1","","119931","psy_miyako_idle"
"0.2","6","","6046","","","3","1","","103131","psy_talk_joy1"
"","6","","6047","","","21","0","0","vo_minigame_1008","vo_minigame_1008_drama_0608"
"0","6","0","6048","0","0.5","11","5","1","103131","呵呵，不，沒事。\n雖然不知道我能不能派上用場，\n我會盡全力幫忙的。"
"","6","","6049","","","93","","","4","1"
"0.2","6","","6050","","","3","1","","103131","psy_talk_wish"
"","6","","6051","","","91","","","6048",""
"0.2","6","","6052","","","3","1","","103131","psy_idle_wish"
"0.2","6","","6053","","","3","1","","119931","psy_miyako_joy1"
"","6","","6054","","","21","0","0","vo_minigame_1008","vo_minigame_1008_drama_0604"
"0","6","0","6055","0","0.5","11","5","1","119931","謝謝妳喲！\n只要忍跟宮子一起就是最強的！\n絕對能夠做出\n好吃的布丁喲！"
"","6","","6056","","","93","","","5","1"
"0.2","6","0","6057","1","","3","0","psy_miyako_guts1_loop","119931","psy_miyako_guts1_in"
"","6","","6058","","","91","","","6055",""
"","6","","6059","","","22","","","0","0"
"","6","","6060","","","93","","","1.5",""
"","6","","6061","","","91","","","0",""
"1.7","7","0","7001","-200","psy_miyako_idle","1","100","-200","1","119931"
"1.7","7","0","7002","-220","psy_fairy_idle","5","100","125","1","1"
"1","7","","7003","1","","31","0","0","1","11"
"","7","","7004","","","93","","","2",""
"0.2","7","","7005","","","3","1","","1","psy_fairy_talk"
"","7","","7006","","","21","0","0","vo_minigame_1008","vo_minigame_1008_drama_9902"
