2ce3488ce545733147a9ad5d3c5e63720330f65d43e7737984a51d3b3779fee1,6ec23e48ce73e329121c9c19fd6800ce10a812839a3db3fb682c80306eb84a24,24408a0d2276861ededc96d225f0c333c949aa5f44f9f65794a5ef235f8bada8,a399c32365e86f00e67aa4129507e89b9b18b5873d0f40d70a03578a62f05c4b,1690a8a99c0ac7ec445625d562d85fbaf5ac1f183f6459f10b97881d9fec9565,c75567e6930735766b5ffdb1f208cab75262e4f106c30a7e209eda27efefdf60,ca32b1576065d5f944916819a3b79f02cf49c703d859356e5e7b719d449d7d84,7e7dd7bcb2e3e0f3e5aba8cba501521c8c1de2b55b3296f442b86bc001b9514b,650e63d5e7c5eefb6fe81c99e086b817e99912cbc8fd470071bbcdc9fd340963,56fff89a1ceccbbc8ba002505eeecfbfff3d7ebafe1cfcba585d1b395aa30784,318485a9f042d1dca8348b0da9041d100406125c994a7ee16b8bc0ae21131064,49f37dd8b54a85e76bcaf667008e1c4eedf96c8fd0c73a2b5cb82c39cab9a68b
"3001","3","1","2023/04/17 16:00:00","7005","31001112","5000000","2023/04/24 15:59:59","11","31001112","在1場戰鬥中對黑之王賈巴沃克造成500萬傷害","1001"
"3002","3","5000000","2023/04/17 16:00:00","7004","31001201","0","2023/04/24 15:59:59","20","31001201","對失控的純潔之弓造成500萬累積傷害","1001"
"3002","3","7500000","2023/04/17 16:00:00","7004","31001202","0","2023/04/24 15:59:59","20","31001202","對失控的純潔之弓造成750萬累積傷害","1001"
"3002","3","10000000","2023/04/17 16:00:00","7004","31001203","0","2023/04/24 15:59:59","20","31001203","對失控的純潔之弓造成1000萬累積傷害","1001"
"3002","3","1","2023/04/17 16:00:00","7005","31001211","2500000","2023/04/24 15:59:59","21","31001211","在1場戰鬥中對失控的純潔之弓造成250萬傷害","1001"
"3002","3","1","2023/04/17 16:00:00","7005","31001212","5000000","2023/04/24 15:59:59","21","31001212","在1場戰鬥中對失控的純潔之弓造成500萬傷害","1001"
"3003","3","5000000","2023/04/17 16:00:00","7004","31001301","0","2023/04/24 15:59:59","30","31001301","對幻影男爵造成500萬累積傷害","1001"
"3003","3","7500000","2023/04/17 16:00:00","7004","31001302","0","2023/04/24 15:59:59","30","31001302","對幻影男爵造成750萬累積傷害","1001"
"3003","3","10000000","2023/04/17 16:00:00","7004","31001303","0","2023/04/24 15:59:59","30","31001303","對幻影男爵造成1000萬累積傷害","1001"
"3003","3","1","2023/04/17 16:00:00","7005","31001311","2500000","2023/04/24 15:59:59","31","31001311","在1場戰鬥中對幻影男爵造成250萬傷害","1001"
"3003","3","1","2023/04/17 16:00:00","7005","31001312","5000000","2023/04/24 15:59:59","31","31001312","在1場戰鬥中對幻影男爵造成500萬傷害","1001"
"3004","3","5000000","2023/04/17 16:00:00","7004","31001401","0","2023/04/24 15:59:59","40","31001401","對天塔帕斯造成500萬累積傷害","1001"
"3004","3","7500000","2023/04/17 16:00:00","7004","31001402","0","2023/04/24 15:59:59","40","31001402","對天塔帕斯造成750萬累積傷害","1001"
"3004","3","10000000","2023/04/17 16:00:00","7004","31001403","0","2023/04/24 15:59:59","40","31001403","對天塔帕斯造成1000萬累積傷害","1001"
"3004","3","1","2023/04/17 16:00:00","7005","31001411","2500000","2023/04/24 15:59:59","41","31001411","在1場戰鬥中對天塔帕斯造成250萬傷害","1001"
"3004","3","1","2023/04/17 16:00:00","7005","31001412","5000000","2023/04/24 15:59:59","41","31001412","在1場戰鬥中對天塔帕斯造成500萬傷害","1001"
"3005","3","5000000","2023/04/17 16:00:00","7004","31002101","0","2023/04/24 15:59:59","10","31002101","對豪紳造成500萬累積傷害","1002"
"3005","3","7500000","2023/04/17 16:00:00","7004","31002102","0","2023/04/24 15:59:59","10","31002102","對豪紳造成750萬累積傷害","1002"
"3005","3","10000000","2023/04/17 16:00:00","7004","31002103","0","2023/04/24 15:59:59","10","31002103","對豪紳造成1000萬累積傷害","1002"
"3005","3","110000000","2023/04/17 16:00:00","7004","31002104","0","2023/04/24 15:59:59","10","31002104","對豪紳造成1億1000萬累積傷害","1002"
"3005","3","1","2023/04/17 16:00:00","7005","31002111","2500000","2023/04/24 15:59:59","11","31002111","在1場戰鬥中對豪紳造成250萬傷害","1002"
"3005","3","1","2023/04/17 16:00:00","7005","31002112","5000000","2023/04/24 15:59:59","11","31002112","在1場戰鬥中對豪紳造成500萬傷害","1002"
"3005","3","1","2023/04/17 16:00:00","7005","31002113","22000000","2023/04/24 15:59:59","11","31002113","在1場戰鬥中對豪紳造成2200萬傷害","1002"
"3006","3","5000000","2023/04/17 16:00:00","7004","31003101","0","2023/04/24 15:59:59","10","31003101","對阿爾瑪＆奧拉姆造成500萬累積傷害","1003"
"3006","3","7500000","2023/04/17 16:00:00","7004","31003102","0","2023/04/24 15:59:59","10","31003102","對阿爾瑪＆奧拉姆造成750萬累積傷害","1003"
"3006","3","10000000","2023/04/17 16:00:00","7004","31003103","0","2023/04/24 15:59:59","10","31003103","對阿爾瑪＆奧拉姆造成1000萬累積傷害","1003"
"3006","3","100000000","2023/04/17 16:00:00","7004","31003104","0","2023/04/24 15:59:59","10","31003104","對阿爾瑪＆奧拉姆造成1億累積傷害","1003"
"3006","3","1","2023/04/17 16:00:00","7005","31003111","2500000","2023/04/24 15:59:59","11","31003111","在1場戰鬥中對阿爾瑪＆奧拉姆造成250萬傷害","1003"
"3006","3","1","2023/04/17 16:00:00","7005","31003112","5000000","2023/04/24 15:59:59","11","31003112","在1場戰鬥中對阿爾瑪＆奧拉姆造成500萬傷害","1003"
"3006","3","1","2023/04/17 16:00:00","7005","31003113","20000000","2023/04/24 15:59:59","11","31003113","在1場戰鬥中對阿爾瑪＆奧拉姆造成2000萬傷害","1003"
"3007","3","5000000","2023/04/17 16:00:00","7004","31003201","0","2023/04/24 15:59:59","20","31003201","對好朋友X＆無名的藝術造成500萬累積傷害","1003"
"3007","3","7500000","2023/04/17 16:00:00","7004","31003202","0","2023/04/24 15:59:59","20","31003202","對好朋友X＆無名的藝術造成750萬累積傷害","1003"
"3007","3","10000000","2023/04/17 16:00:00","7004","31003203","0","2023/04/24 15:59:59","20","31003203","對好朋友X＆無名的藝術造成1000萬累積傷害","1003"
"3007","3","120000000","2023/04/17 16:00:00","7004","31003204","0","2023/04/24 15:59:59","20","31003204","對好朋友X＆無名的藝術造成1億2000萬累積傷害","1003"
"3007","3","1","2023/04/17 16:00:00","7005","31003211","2500000","2023/04/24 15:59:59","21","31003211","在1場戰鬥中對好朋友X＆無名的藝術造成250萬傷害","1003"
"3007","3","1","2023/04/17 16:00:00","7005","31003212","5000000","2023/04/24 15:59:59","21","31003212","在1場戰鬥中對好朋友X＆無名的藝術造成500萬傷害","1003"
"3007","3","1","2023/04/17 16:00:00","7005","31003213","24000000","2023/04/24 15:59:59","21","31003213","在1場戰鬥中對好朋友X＆無名的藝術造成2400萬傷害","1003"
