6789b1116f2326862fe891c508d756ed76d91e8e6377d814607ddd5bb15aefd1,8c5e3c52224b9be3d9da431a1fdddbd54f0a1035451023244927751c6f70f9fc,62348dda261170e11492102ced120acb706a0e515d103c27b332aa7e310064dc,fb0df23d5967cf2b9bb9dc773b3220804c20ba3bd0143375a3ad7f35ff9fedc1,df24f488238b6c7297ad2a0b8e54cf24bb2b0c1d82ba84b9b79fbb573e8351e2,fadd1e390cfd7837f87712edcf3a9ae6be3aa28dee1a0d9332bae0320c740797,3f70be6f119ab7c9d411c8cb32d129b3ce56851829a7504b49ef908b4447212c,da8297d338f27ab9d7457bb0daaf213c5875ebfda48e51bc25fca8608294e713,6abef51af88ac9d2898150792cc68defe6fd07dc7aca8b8e294406e1705ab5f7,22c768ef9a8c98daf63a5528c899853e6fbf215a8660f8673632ad721cb26ca4,1c96b41a1c45249359d85d1311cc86fe0f8a8be1a9c3dbff95632de51a99548c,353b7f4e85cf221ef083bee85490b1219d009d780e5950a237a63f3755e9ca19,410385652b4340c1ab61b45ecc91b4c886b4d1c996357928fbc73916c4132d1b,a030617003ffdb9a2108d0cf9d2f44f46f6058c0c4eab9b756a83cb4740cd721,9043bf302bdaefb062f63d7aacac65fcb9526ca16cf339def767c63b8f8c2735,172bfefb5cfdbd6407e7207493eaf776d6d7b97bea10bb88ed57bed8c0bbc6d9,8ac436f568658c10d8d90634f15a7a048775b617c11eed8598c3aff07c814970,805f4bfcb190d44ef1418735f903f655df3964a6a721163be4d4dadb6e2c7d38
"8","0","0","91002","0","0","0","0","0","0","0","0","5100","0","0","5100","50","19"
"8","0","0","91002","0","0","0","0","0","0","0","0","5200","0","0","5200","50","20"
"8","0","0","91002","0","0","0","0","0","0","0","0","5300","0","0","5300","50","21"
"8","0","0","91002","0","0","0","0","0","0","0","0","5400","0","0","5400","50","22"
"8","0","0","91002","0","0","0","0","0","0","0","0","5500","0","0","5500","50","23"
"8","0","0","91002","0","0","0","0","0","0","0","0","5600","0","0","5600","50","24"
"8","0","0","91002","0","0","0","0","0","0","0","0","5700","0","0","5700","50","25"
"8","0","0","91002","0","0","0","0","0","0","0","0","5800","0","0","5800","50","26"
"8","0","0","91002","0","0","0","0","0","0","0","0","5900","0","0","5900","50","27"
"8","0","0","91002","0","0","0","0","0","0","0","0","6000","0","0","6000","50","28"
"8","0","0","91002","0","0","0","0","0","0","0","0","6100","0","0","6100","50","29"
"8","0","0","91002","0","0","0","0","0","0","0","0","6200","0","0","6200","50","30"
"8","0","0","91002","0","0","0","0","0","0","0","0","6300","0","0","6300","50","31"
"8","0","0","91002","0","0","0","0","0","0","0","0","6400","0","0","6400","50","32"
"8","0","0","91002","0","0","0","0","0","0","0","0","6500","0","0","6500","50","33"
"8","0","0","91002","0","0","0","0","0","0","0","0","6600","0","0","6600","50","34"
"8","0","0","91002","0","0","0","0","0","0","0","0","6700","0","0","6700","50","35"
"8","0","0","91002","0","0","0","0","0","0","0","0","6800","0","0","6800","50","36"
"8","0","0","91002","0","0","0","0","0","0","0","0","6900","0","0","6900","50","37"
"8","0","0","91002","0","0","0","0","0","0","0","0","7000","0","0","7000","50","38"
"8","0","0","91002","0","0","0","0","0","0","0","0","7100","0","0","7100","50","39"
"8","0","0","91002","0","0","0","0","0","0","0","0","7200","0","0","7200","50","40"
"8","0","0","91002","0","0","0","0","0","0","0","0","7300","0","0","7300","50","41"
"8","0","0","91002","0","0","0","0","0","0","0","0","7400","0","0","7400","50","42"
"8","0","0","91002","0","0","0","0","0","0","0","0","7500","0","0","7500","50","43"
"8","0","0","91002","0","0","0","0","0","0","0","0","7600","0","0","7600","50","44"
"8","0","0","91002","0","0","0","0","0","0","0","0","7700","0","0","7700","50","45"
"8","0","0","91002","0","0","0","0","0","0","0","0","7800","0","0","7800","50","46"
"8","0","0","91002","0","0","0","0","0","0","0","0","7900","0","0","7900","50","47"
"8","0","0","91002","0","0","0","0","0","0","0","0","8000","0","0","8000","50","48"
"8","0","0","91002","0","0","0","0","0","0","0","0","8100","0","0","8100","15","49"
"8","0","0","91002","0","0","0","0","0","0","0","0","8200","0","0","8200","15","50"
"8","0","0","91002","0","0","0","0","0","0","0","0","8300","0","0","8300","15","51"
"8","0","0","91002","0","0","0","0","0","0","0","0","8400","0","0","8400","15","52"
"8","0","0","91002","0","0","0","0","0","0","0","0","8500","0","0","8500","15","53"
"8","0","0","91002","0","0","0","0","0","0","0","0","8600","0","0","8600","15","54"
"8","0","0","91002","0","0","0","0","0","0","0","0","8700","0","0","8700","15","55"
"8","0","0","91002","0","0","0","0","0","0","0","0","8800","0","0","8800","15","56"
"8","0","0","91002","0","0","0","0","0","0","0","0","8900","0","0","8900","15","57"
"8","0","0","91002","0","0","0","0","0","0","0","0","9000","0","0","9000","15","58"
"8","0","0","91002","0","0","0","0","0","0","0","0","9100","0","0","9100","15","59"
"8","0","0","91002","0","0","0","0","0","0","0","0","9200","0","0","9200","15","60"
"8","0","0","91002","0","0","0","0","0","0","0","0","9300","0","0","9300","15","61"
"8","0","0","91002","0","0","0","0","0","0","0","0","9400","0","0","9400","15","62"
"8","0","0","91002","0","0","0","0","0","0","0","0","9500","0","0","9500","15","63"
"8","0","0","91002","0","0","0","0","0","0","0","0","9600","0","0","9600","15","64"
"8","0","0","91002","0","0","0","0","0","0","0","0","9700","0","0","9700","15","65"
"8","0","0","91002","0","0","0","0","0","0","0","0","9800","0","0","9800","15","66"
"8","0","0","91002","0","0","0","0","0","0","0","0","9900","0","0","9900","15","67"
"8","0","0","91002","0","0","0","0","0","0","0","0","10000","0","0","10000","15","68"
"8","0","0","91002","0","0","0","0","0","0","0","0","10100","0","0","10100","15","69"
"8","0","0","91002","0","0","0","0","0","0","0","0","10200","0","0","10200","15","70"
"8","0","0","91002","0","0","0","0","0","0","0","0","10300","0","0","10300","15","71"
"8","0","0","91002","0","0","0","0","0","0","0","0","10400","0","0","10400","15","72"
"8","0","0","91002","0","0","0","0","0","0","0","0","10500","0","0","10500","15","73"
"8","0","0","91002","0","0","0","0","0","0","0","0","10600","0","0","10600","15","74"
"8","0","0","91002","0","0","0","0","0","0","0","0","10700","0","0","10700","15","75"
"8","0","0","91002","0","0","0","0","0","0","0","0","10800","0","0","10800","15","76"
"8","0","0","91002","0","0","0","0","0","0","0","0","10900","0","0","10900","15","77"
"8","0","0","91002","0","0","0","0","0","0","0","0","11000","0","0","11000","15","78"
"8","0","0","91002","0","0","0","0","0","0","0","0","11100","0","0","11100","15","79"
"8","0","0","91002","0","0","0","0","0","0","0","0","11200","0","0","11200","15","80"
"8","0","0","91002","0","0","0","0","0","0","0","0","11300","0","0","11300","15","81"
"8","0","0","91002","0","0","0","0","0","0","0","0","11400","0","0","11400","15","82"
"8","0","0","91002","0","0","0","0","0","0","0","0","11500","0","0","11500","15","83"
"8","0","0","91002","0","0","0","0","0","0","0","0","11600","0","0","11600","15","84"
"8","0","0","91002","0","0","0","0","0","0","0","0","11700","0","0","11700","15","85"
"8","0","0","91002","0","0","0","0","0","0","0","0","11800","0","0","11800","15","86"
"8","0","0","91002","0","0","0","0","0","0","0","0","11900","0","0","11900","15","87"
"8","0","0","91002","0","0","0","0","0","0","0","0","12000","0","0","12000","15","88"
"8","0","0","91002","0","0","0","0","0","0","0","0","12100","0","0","12100","15","89"
"8","0","0","91002","0","0","0","0","0","0","0","0","12200","0","0","12200","15","90"
"8","0","0","91002","0","0","0","0","0","0","0","0","12300","0","0","12300","15","91"
"8","0","0","91002","0","0","0","0","0","0","0","0","12400","0","0","12400","15","92"
"8","0","0","91002","0","0","0","0","0","0","0","0","12500","0","0","12500","15","93"
"8","0","0","91002","0","0","0","0","0","0","0","0","12600","0","0","12600","15","94"
"8","0","0","91002","0","0","0","0","0","0","0","0","12700","0","0","12700","15","95"
"8","0","0","91002","0","0","0","0","0","0","0","0","12800","0","0","12800","15","96"
"8","0","0","91002","0","0","0","0","0","0","0","0","12900","0","0","12900","15","97"
"8","0","0","91002","0","0","0","0","0","0","0","0","13000","0","0","13000","15","98"
"8","0","0","91002","0","0","0","0","0","0","0","0","13100","0","0","13100","15","99"
"8","0","0","91002","0","0","0","0","0","0","0","0","13200","0","0","13200","15","100"
"8","0","0","91002","0","0","0","0","0","0","0","0","13300","0","0","13300","15","101"
"8","0","0","91002","0","0","0","0","0","0","0","0","13400","0","0","13400","15","102"
"8","0","0","91002","0","0","0","0","0","0","0","0","13500","0","0","13500","15","103"
"8","0","0","91002","0","0","0","0","0","0","0","0","13600","0","0","13600","15","104"
"8","0","0","91002","0","0","0","0","0","0","0","0","13700","0","0","13700","15","105"
"8","0","0","91002","0","0","0","0","0","0","0","0","13800","0","0","13800","15","106"
"8","0","0","91002","0","0","0","0","0","0","0","0","13900","0","0","13900","15","107"
"8","0","0","91002","0","0","0","0","0","0","0","0","14000","0","0","14000","15","108"
"8","0","0","91002","0","0","0","0","0","0","0","0","14100","0","0","14100","15","109"
"8","0","0","91002","0","0","0","0","0","0","0","0","14200","0","0","14200","15","110"
"8","0","0","91002","0","0","0","0","0","0","0","0","14300","0","0","14300","15","111"
"8","0","0","91002","0","0","0","0","0","0","0","0","14400","0","0","14400","15","112"
"8","0","0","91002","0","0","0","0","0","0","0","0","14500","0","0","14500","15","113"
"8","0","0","91002","0","0","0","0","0","0","0","0","14600","0","0","14600","15","114"
"8","0","0","91002","0","0","0","0","0","0","0","0","14700","0","0","14700","15","115"
"8","0","0","91002","0","0","0","0","0","0","0","0","14800","0","0","14800","15","116"
"8","0","0","91002","0","0","0","0","0","0","0","0","14900","0","0","14900","15","117"
"8","0","0","91002","0","0","0","0","0","0","0","0","15000","0","0","15000","15","118"
