056fbde23af32ac586d463ebcee680816e9bfb18232782e395b5fdf4c2cd7cc2,2c91b8aff5910d090ece010ac254e2d715eff7a1b07fb8aa0e5aeccb4e213bdb,f97f4c08088d65304039230cf637cdc03210cab42c0ad52c597edf72de9092f7,3be39494c2939f9cc6aa4ad132d3f0bcb14c9787f0a4b398534557745a20b530,7be83e134dfaf6c850e83c369d5a10f11fc0354bb9d635caa14b123891d27879,b51840d77b429f8bb72c2150a75055d352a4e3c4d460ae4990e2758747380bf8,517380012855babaed73189a78c3d54987f806a6ff4bc4066722c3518725895d,7717797f16b06a5302d80dbe7f13f77c0ce1faabfd7053f104ce336388751aa1,683c084a7d82be5334af3549eb4b124f8432fa5368627f73cf8fca0e41dc7330
"25","80000","12","14001001","1","-1","2021/02/09 04:59:59","2018/01/01 05:00:00","94002"
"26","2","2","14001001","1","-1","2021/02/09 04:59:59","2018/01/01 05:00:00","20003"
"27","50","5","14003001","1","-1","2021/02/09 04:59:59","2018/01/01 05:00:00","0"
"28","140000","12","14003001","1","-1","2021/02/09 04:59:59","2018/01/01 05:00:00","94002"
"29","4","2","14003001","1","-1","2021/02/09 04:59:59","2018/01/01 05:00:00","22002"
"30","30","8","21001001","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"31","2000","12","21001001","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","94002"
"33","30","8","21001002","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"34","2","2","21001002","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","22001"
"36","30","8","21001003","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"37","1","2","21001003","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","22002"
"39","30","8","21001004","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"40","1","2","21001004","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","22003"
"42","90","8","21001005","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"43","2","2","21001005","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","22003"
"45","60","8","21002001","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"46","4000","12","21002001","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","94002"
"48","60","8","21002002","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"49","4","2","21002002","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","22001"
"51","60","8","21002003","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"52","2","2","21002003","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","22002"
"54","60","8","21002004","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"55","2","2","21002004","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","22003"
"57","50","8","21003001","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"58","100","8","28002001","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"59","1000","2","28002001","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","90007"
"60","100","8","28002002","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"61","1500","2","28002002","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","90007"
"62","100","8","28002003","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"63","1500","2","28002003","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","90007"
"64","100","8","28002004","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"65","1500","2","28002004","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","90007"
"66","100","8","28002005","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"67","1500","2","28002005","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","90007"
"68","100","8","28002006","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"69","1500","2","28002006","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","90007"
"70","100","8","28002007","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"71","1500","2","28002007","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","90007"
"72","100","8","28002008","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"73","1500","2","28002008","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","90007"
"74","100","8","28002009","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"75","1500","2","28002009","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","90007"
"76","100","8","28002010","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"77","1500","2","28002010","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","90007"
"78","100","8","28002011","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"79","1500","2","28002011","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","90007"
"80","100","8","28002012","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"81","1500","2","28002012","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","90007"
"82","100","8","28002013","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"83","1500","2","28002013","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","90007"
"84","100","8","28002014","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"85","1500","2","28002014","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","90007"
"86","30","8","26001001","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"87","50","8","26003001","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"88","50","8","26008001","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"89","50","8","24002001","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"90","50","8","24004001","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"91","100","8","21005001","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"92","100","8","21005002","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"93","100","8","21005003","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"94","100","8","21005004","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"95","100","8","21005005","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"96","100","8","21005006","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"97","100","8","21005007","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"98","30","8","21005018","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"99","30","8","21005028","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"100","40","8","21005038","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"101","50","8","26002001","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"102","50","8","26002002","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"103","50","8","26002003","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"104","50","8","26002004","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"105","50","8","26002005","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"106","50","8","26002006","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"107","50","8","26002007","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"108","50","8","26002008","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"109","50","8","26002009","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"110","50","8","26002010","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"111","100","8","26005001","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"112","100","8","26005002","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"113","50","8","21007001","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"115","1000","8","28006001","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"116","20","5","28005001","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","0"
"117","10","2","28005001","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","20001"
"118","1500","12","15005001","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","94002"
"119","200","6","18001003","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","93001"
"120","200","6","18001004","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","93001"
"121","20","5","11101001","1","-1","2021/02/09 04:59:59","2018/01/01 05:00:00","0"
"122","2","2","11101001","1","-1","2021/02/09 04:59:59","2018/01/01 05:00:00","20003"
"123","50","8","21102001","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"124","100","8","21103001","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"128","30","5","11001002","1","-1","2021/02/09 04:59:59","2018/01/01 05:00:00","0"
"129","30000","12","11001002","1","-1","2021/02/09 04:59:59","2018/01/01 05:00:00","94002"
"130","6","2","11001002","1","-1","2021/02/09 04:59:59","2018/01/01 05:00:00","23001"
"131","100","6","28007001","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","93001"
"132","100","6","28007002","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","93001"
"133","100","6","28007003","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","93001"
"134","30","8","26013001","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"135","50","8","26014001","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"136","80","8","21011001","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"137","2","2","21011001","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","22003"
"138","50","8","26015001","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"139","10","8","26015002","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"140","100","8","21102002","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"141","400","8","28002015","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"142","500000","12","28002015","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","94002"
"143","1500","2","28002015","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","90007"
"144","400","8","28002016","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"145","500000","12","28002016","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","94002"
"146","1500","2","28002016","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","90007"
"147","400","8","28002017","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"148","3000000","12","28002017","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","94002"
"149","1500","2","28002017","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","90007"
"150","600","8","28002018","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"151","3000000","12","28002018","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","94002"
"152","1500","2","28002018","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","90007"
"153","600","8","28002019","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"154","3000000","12","28002019","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","94002"
"155","1500","2","28002019","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","90007"
"156","600","8","28002020","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"157","5000000","12","28002020","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","94002"
"158","1500","2","28002020","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","90007"
"159","600","8","28002021","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"160","5000000","12","28002021","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","94002"
"161","1500","2","28002021","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","90007"
"162","600","8","28002022","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"163","5000000","12","28002022","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","94002"
"164","1500","2","28002022","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","90007"
"165","600","8","28002023","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"166","5000000","12","28002023","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","94002"
"167","1500","2","28002023","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","90007"
"168","600","8","28002024","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"169","5000000","12","28002024","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","94002"
"170","1500","2","28002024","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","90007"
"171","1100","8","28002025","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"172","7500000","12","28002025","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","94002"
"173","1500","2","28002025","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","90007"
"174","1100","8","28002026","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"175","7500000","12","28002026","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","94002"
"176","1500","2","28002026","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","90007"
"177","1100","8","28002027","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"178","7500000","12","28002027","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","94002"
"179","1500","2","28002027","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","90007"
"180","1100","8","28002028","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"181","10000000","12","28002028","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","94002"
"182","1500","2","28002028","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","90007"
"183","1100","8","28002029","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"184","10000000","12","28002029","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","94002"
"185","1500","2","28002029","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","90007"
"186","1100","8","28002030","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"187","10000000","12","28002030","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","94002"
"188","1500","2","28002030","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","90007"
"189","1100","8","28002031","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"190","10000000","12","28002031","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","94002"
"191","1500","2","28002031","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","90007"
"192","1100","8","28002032","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"193","10000000","12","28002032","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","94002"
"194","1500","2","28002032","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","90007"
"195","1100","8","28002033","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"196","15000000","12","28002033","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","94002"
"197","1500","2","28002033","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","90007"
"198","1100","8","28002034","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"199","15000000","12","28002034","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","94002"
"200","1500","2","28002034","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","90007"
"201","1100","8","28002035","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"202","15000000","12","28002035","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","94002"
"203","1500","2","28002035","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","90007"
"204","1100","8","28002036","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"205","15000000","12","28002036","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","94002"
"206","1500","2","28002036","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","90007"
"207","1100","8","28002037","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"208","15000000","12","28002037","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","94002"
"209","1500","2","28002037","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","90007"
"210","1100","8","28002038","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"211","15000000","12","28002038","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","94002"
"212","1500","2","28002038","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","90007"
"213","50","8","26003002","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"214","10000","12","26003002","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","94002"
"215","50","8","26003003","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"216","10000","12","26003003","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","94002"
"217","50","8","26003004","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"218","10000","12","26003004","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","94002"
"219","50","8","26003005","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"220","50000","12","26003005","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","94002"
"221","50","8","26003006","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"222","50000","12","26003006","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","94002"
"223","50","8","26003007","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"224","100000","12","26003007","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","94002"
"225","50","8","26003008","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"226","100000","12","26003008","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","94002"
"227","50","8","26003009","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"228","100000","12","26003009","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","94002"
"229","50","8","26003010","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"230","100000","12","26003010","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","94002"
"231","50","8","26003011","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"232","200000","12","26003011","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","94002"
"233","50","8","26003012","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"234","200000","12","26003012","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","94002"
"235","50","8","26003013","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"236","200000","12","26003013","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","94002"
"237","50","8","26003014","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"238","500000","12","26003014","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","94002"
"239","50","8","26003015","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"240","500000","12","26003015","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","94002"
"241","50","8","26003016","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"242","500000","12","26003016","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","94002"
"243","50","8","26003017","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"244","500000","12","26003017","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","94002"
"245","50","8","26003018","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"246","500000","12","26003018","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","94002"
"247","50","8","26003019","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"248","500000","12","26003019","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","94002"
"249","50","8","26003020","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"250","500000","12","26003020","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","94002"
"251","50","8","26003021","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"252","750000","12","26003021","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","94002"
"253","50","8","26003022","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"254","750000","12","26003022","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","94002"
"255","50","8","26003023","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"256","750000","12","26003023","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","94002"
"257","50","8","26003024","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"258","750000","12","26003024","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","94002"
"259","50","8","26003025","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"260","750000","12","26003025","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","94002"
"261","50","8","26003026","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"262","750000","12","26003026","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","94002"
"263","50","8","26003027","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"264","750000","12","26003027","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","94002"
"265","350","8","26002011","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"266","350","8","26002012","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"267","350","8","26002013","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"268","350","8","26002014","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"269","550","8","26002015","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"270","550","8","26002016","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"271","550","8","26002017","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"272","550","8","26002018","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"273","550","8","26002019","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"274","800","8","26002020","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"275","800","8","26002021","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"276","800","8","26002022","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"277","800","8","26002023","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"278","800","8","26002024","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"279","800","8","26002025","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"280","800","8","26002026","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"281","800","8","26002027","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"282","800","8","26002028","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"283","800","8","26002029","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"284","1000","8","26002030","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"285","1000","8","26002031","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"286","100","5","28012001","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","0"
"287","100000","12","28012001","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","94002"
"288","100","5","27004001","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","0"
"289","100000","12","27004001","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","94002"
"290","100","5","27004002","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","0"
"291","100000","12","27004002","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","94002"
"292","10","8","11402001","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"293","60","5","15004001","1","199","2030/12/31 23:59:59","2023/04/17 05:00:00","0"
"294","100","2","15004001","1","199","2030/12/31 23:59:59","2023/04/17 05:00:00","90007"
"295","30","5","15004001","200","-1","2030/12/31 23:59:59","2023/04/17 05:00:00","0"
"296","100","2","15004001","200","-1","2030/12/31 23:59:59","2023/04/17 05:00:00","90007"
"297","100","8","21005039","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
"298","1100","8","28002039","1","-1","2030/12/31 23:59:59","2018/01/01 05:00:00","91002"
