a98e3c29d57b4e56939244e97ab6df69bf1af8c4ba52530581d879087fb895e9,f8c73a3fb584de8ae5ea7cf77ca612ea904f6236ebc1fcb8048e3474980d9531,2bc7c8da5d8f76b3d31d06d1c34f22a8913a1e15d108531a61fa0af7f284e864,b7b677f3846982c755964edf64ffbce29b28a0fb51aab41d907aab2b2b5dd22c,b7d8ca1ba9fbf224362f6c6e084732285415a83f5418bfce26d45a16461139b4,717fc62ccbf06d4e9e61ac99c317fed358819e80a4209b3a082612ffe2232507
"8","43","0","50","56011030","91002"
"15","44","1001","1","56011031","10201031"
"15","45","1002","1","56011032","10201032"
"15","46","1003","1","56011033","10201033"
"8","47","0","50","56011033","91002"
"15","48","1001","1","56011034","10201034"
"15","49","1002","1","56011035","10201035"
"15","50","1003","1","56011036","10201036"
"8","51","0","50","56011036","91002"
"15","52","1001","1","56011037","10201037"
"15","53","1002","1","56011038","10201038"
"15","54","1003","1","56011039","10201039"
"8","55","0","50","56011039","91002"
"15","56","1001","1","56011040","10201040"
"15","57","1002","1","56011041","10201041"
"15","58","1003","1","56011042","10201042"
"8","59","0","50","56011042","91002"
"15","60","1001","1","56011043","10201043"
"15","61","1002","1","56011044","10201044"
"15","62","1003","1","56011045","10201045"
"8","63","0","50","56011045","91002"
"15","64","1001","1","56011046","10201046"
"15","65","1002","1","56011047","10201047"
"15","66","1003","1","56011048","10201048"
"8","67","0","50","56011048","91002"
"15","68","1001","1","56011049","10201049"
"15","69","1002","1","56011050","10201050"
"15","70","1003","1","56011051","10201051"
"8","71","0","50","56011051","91002"
"15","72","1001","1","56011052","10201052"
"15","73","1002","1","56011053","10201053"
"15","74","1003","1","56011054","10201054"
"8","75","0","50","56011054","91002"
"15","76","1001","1","56011055","10201055"
"15","77","1002","1","56011056","10201056"
"15","78","1003","1","56011057","10201057"
"8","79","0","50","56011057","91002"
"15","80","1001","1","56011058","10201058"
"15","81","1002","1","56011059","10201059"
"15","82","1003","1","56011060","10201060"
"8","83","0","50","56011060","91002"
"15","84","1001","1","56011061","10201061"
"15","85","1002","1","56011062","10201062"
"15","86","1003","1","56011063","10201063"
"8","87","0","50","56011063","91002"
"15","88","1001","1","56011064","10201064"
"15","89","1002","1","56011065","10201065"
"15","90","1003","1","56011066","10201066"
"8","91","0","50","56011066","91002"
"15","92","1001","1","56011067","10201067"
"15","93","1002","1","56011068","10201068"
"15","94","1003","1","56011069","10201069"
"8","95","0","50","56011069","91002"
"15","96","1001","1","56011070","10201070"
"15","97","1002","1","56011071","10201071"
"15","98","1003","1","56011072","10201072"
"8","99","0","50","56011072","91002"
"15","100","1001","1","56011073","10201073"
"15","101","1002","1","56011074","10201074"
"15","102","1003","1","56011075","10201075"
"8","103","0","50","56011075","91002"
"15","104","1001","1","56011076","10201076"
"15","105","1002","1","56011077","10201077"
"15","106","1003","1","56011078","10201078"
"8","107","0","50","56011078","91002"
"15","108","1001","1","56011079","10201079"
"15","109","1002","1","56011080","10201080"
"15","110","1003","1","56011081","10201081"
"8","111","0","50","56011081","91002"
"15","112","1001","1","56011082","10201082"
"15","113","1002","1","56011083","10201083"
"15","114","1003","1","56011084","10201084"
"8","115","0","50","56011084","91002"
"15","116","1001","1","56011085","10201085"
"15","117","1002","1","56011086","10201086"
"15","118","1003","1","56011087","10201087"
"8","119","0","50","56011087","91002"
"15","120","1001","1","56011088","10201088"
"15","121","1002","1","56011089","10201089"
"15","122","1003","1","56011090","10201090"
"8","123","0","50","56011090","91002"
"15","124","1001","1","56011091","10201091"
"15","125","1002","1","56011092","10201092"
"15","126","1003","1","56011093","10201093"
"8","127","0","50","56011093","91002"
"15","128","1001","1","56011094","10201094"
"15","129","1002","1","56011095","10201095"
"15","130","1003","1","56011096","10201096"
"8","131","0","50","56011096","91002"
"15","132","1001","1","56011097","10201097"
"15","133","1002","1","56011098","10201098"
"15","134","1003","1","56011099","10201099"
"8","135","0","50","56011099","91002"
"15","136","1001","1","56011100","10201100"
"15","137","1002","1","56011101","10201101"
"15","138","1003","1","56011102","10201102"
"8","139","0","50","56011102","91002"
"15","140","1001","1","56011103","10201103"
"15","141","1002","1","56011104","10201104"
"15","142","1003","1","56011105","10201105"
"8","143","0","50","56011105","91002"
"15","144","1001","1","56011106","10201106"
"15","145","1002","1","56011107","10201107"
"15","146","1003","1","56011108","10201108"
"8","147","0","50","56011108","91002"
"15","148","1001","1","56011109","10201109"
"15","149","1002","1","56011110","10201110"
"15","150","1003","1","56011111","10201111"
"8","151","0","50","56011111","91002"
"15","152","1001","1","56011112","10201112"
"15","153","1002","1","56011113","10201113"
"15","154","1003","1","56011114","10201114"
"8","155","0","50","56011114","91002"
"15","156","1001","1","56011115","10201115"
"15","157","1002","1","56011116","10201116"
"15","158","1003","1","56011117","10201117"
"8","159","0","50","56011117","91002"
"15","160","1001","1","56011118","10201118"
"15","161","1002","1","56011119","10201119"
"15","162","1003","1","56011120","10201120"
"8","163","0","50","56011120","91002"
"15","164","1001","1","56011121","10201121"
"15","165","1002","1","56011122","10201122"
"15","166","1003","1","56011123","10201123"
"8","167","0","50","56011123","91002"
"15","168","1001","1","56011124","10201124"
"15","169","1002","1","56011125","10201125"
"15","170","1003","1","56011126","10201126"
"8","171","0","50","56011126","91002"
"15","172","1001","1","56011127","10201127"
"15","173","1002","1","56011128","10201128"
"15","174","1003","1","56011129","10201129"
"8","175","0","50","56011129","91002"
"15","176","1001","1","56011130","10201130"
"15","177","1002","1","56011131","10201131"
"15","178","1003","1","56011132","10201132"
"8","179","0","50","56011132","91002"
"15","180","1001","1","56011133","10201133"
"15","181","1002","1","56011134","10201134"
"15","182","1003","1","56011135","10201135"
"8","183","0","50","56011135","91002"
"15","184","1001","1","56011136","10201136"
"15","185","1002","1","56011137","10201137"
"15","186","1003","1","56011138","10201138"
"8","187","0","50","56011138","91002"
"15","188","1001","1","56011139","10201139"
"15","189","1002","1","56011140","10201140"
"15","190","1003","1","56011141","10201141"
"8","191","0","50","56011141","91002"
"15","192","1001","1","56011142","10201142"
"15","193","1002","1","56011143","10201143"
"15","194","1003","1","56011144","10201144"
"8","195","0","50","56011144","91002"
"15","196","1001","1","56011145","10201145"
"15","197","1002","1","56011146","10201146"
"15","198","1003","1","56011147","10201147"
"8","199","0","50","56011147","91002"
"15","200","1001","1","56011148","10201148"
"15","201","1002","1","56011149","10201149"
"15","202","1003","1","56011150","10201150"
"8","203","0","50","56011150","91002"
"15","204","1001","1","56011151","10201151"
"15","205","1002","1","56011152","10201152"
"15","206","1003","1","56011153","10201153"
"8","207","0","50","56011153","91002"
"15","208","1001","1","56011154","10201154"
"15","209","1002","1","56011155","10201155"
"15","210","1003","1","56011156","10201156"
"8","211","0","50","56011156","91002"
"15","212","1001","1","56011157","10201157"
"15","213","1002","1","56011158","10201158"
"15","214","1003","1","56011159","10201159"
"8","215","0","50","56011159","91002"
"15","216","1001","1","56011160","10201160"
"15","217","1002","1","56011161","10201161"
"15","218","1003","1","56011162","10201162"
"8","219","0","50","56011162","91002"
"15","220","1001","1","56011163","10201163"
"15","221","1002","1","56011164","10201164"
"15","222","1003","1","56011165","10201165"
"8","223","0","50","56011165","91002"
"15","224","1001","1","56011166","10201166"
"15","225","1002","1","56011167","10201167"
"15","226","1003","1","56011168","10201168"
"8","227","0","50","56011168","91002"
"15","228","1001","1","56011169","10201169"
"15","229","1002","1","56011170","10201170"
"15","230","1003","1","56011171","10201171"
"8","231","0","50","56011171","91002"
"15","232","1001","1","56011172","10201172"
"15","233","1002","1","56011173","10201173"
"15","234","1003","1","56011174","10201174"
"8","235","0","50","56011174","91002"
"15","236","1001","1","56011175","10201175"
"15","237","1002","1","56011176","10201176"
"15","238","1003","1","56011177","10201177"
"8","239","0","50","56011177","91002"
"15","240","1001","1","56011178","10201178"
"15","241","1002","1","56011179","10201179"
"15","242","1003","1","56011180","10201180"
"8","243","0","50","56011180","91002"
"15","244","1001","1","56011181","10201181"
"15","245","1002","1","56011182","10201182"
"15","246","1003","1","56011183","10201183"
"8","247","0","50","56011183","91002"
"15","248","1001","1","56011184","10201184"
"15","249","1002","1","56011185","10201185"
"15","250","1003","1","56011186","10201186"
"8","251","0","50","56011186","91002"
"15","252","1001","1","56011187","10201187"
"15","253","1002","1","56011188","10201188"
"15","254","1003","1","56011189","10201189"
"8","255","0","50","56011189","91002"
"15","256","1001","1","56011190","10201190"
"15","257","1002","1","56011191","10201191"
"15","258","1003","1","56011192","10201192"
"8","259","0","50","56011192","91002"
"15","260","1001","1","56011193","10201193"
"15","261","1002","1","56011194","10201194"
"15","262","1003","1","56011195","10201195"
"8","263","0","50","56011195","91002"
"15","264","1001","1","56011196","10201196"
"15","265","1002","1","56011197","10201197"
"15","266","1003","1","56011198","10201198"
"8","267","0","50","56011198","91002"
"15","268","1001","1","56011199","10201199"
"15","269","1002","1","56011200","10201200"
"15","270","1003","1","56011201","10201201"
"8","271","0","50","56011201","91002"
"15","272","1001","1","56011202","10201202"
"15","273","1002","1","56011203","10201203"
"15","274","1003","1","56011204","10201204"
"8","275","0","50","56011204","91002"
"15","276","1001","1","56011205","10201205"
"15","277","1002","1","56011206","10201206"
"15","278","1003","1","56011207","10201207"
"8","279","0","50","56011207","91002"
"15","280","1001","1","56011208","10201208"
"15","281","1002","1","56011209","10201209"
"15","282","1003","1","56011210","10201210"
"8","283","0","50","56011210","91002"
"15","284","1001","1","56011211","10201211"
"15","285","1002","1","56011212","10201212"
"15","286","1003","1","56011213","10201213"
"8","287","0","50","56011213","91002"
"15","288","1001","1","56011214","10201214"
"15","289","1002","1","56011215","10201215"
"15","290","1003","1","56011216","10201216"
"8","291","0","50","56011216","91002"
"15","292","1001","1","56011217","10201217"
"15","293","1002","1","56011218","10201218"
"15","294","1003","1","56011219","10201219"
"8","295","0","50","56011219","91002"
"15","296","1001","1","56011220","10201220"
"15","297","1002","1","56011221","10201221"
"15","298","1003","1","56011222","10201222"
"8","299","0","50","56011222","91002"
"15","300","1001","1","56011223","10201223"
"15","301","1002","1","56011224","10201224"
"15","302","1003","1","56011225","10201225"
"8","303","0","50","56011225","91002"
"15","304","1001","1","56011226","10201226"
"15","305","1002","1","56011227","10201227"
"15","306","1003","1","56011228","10201228"
"8","307","0","50","56011228","91002"
"15","308","1001","1","56011229","10201229"
"15","309","1002","1","56011230","10201230"
"15","310","1003","1","56011231","10201231"
"8","311","0","50","56011231","91002"
"15","312","1001","1","56011232","10201232"
"15","313","1002","1","56011233","10201233"
"15","314","1003","1","56011234","10201234"
"8","315","0","50","56011234","91002"
"15","316","1003","1","56012001","10202001"
"15","317","1003","1","56012002","10202002"
"15","318","1003","1","56012003","10202003"
"15","319","1003","1","56012004","10202004"
"15","320","1003","1","56012005","10202005"
"15","321","1003","1","56012006","10202006"
"15","322","1003","1","56012007","10202007"
"15","323","1003","1","56012008","10202008"
"15","324","1003","1","56012009","10202009"
"15","325","1003","1","56012010","10202010"
"15","326","1003","1","56012011","10202011"
"15","327","1003","1","56012012","10202012"
"15","328","1003","1","56012013","10202013"
"15","329","1003","1","56012014","10202014"
"15","330","1003","1","56012015","10202015"
"15","447","1001","1","54002001","10501001"
"8","448","0","50","54002001","91002"
"15","449","1002","1","54002002","10501002"
"8","450","0","50","54002002","91002"
"15","451","1003","1","54002003","10501003"
"8","452","0","50","54002003","91002"
"15","453","1001","1","54004001","10502001"
"8","454","0","50","54004001","91002"
"15","455","1002","1","54004002","10502002"
"8","456","0","50","54004002","91002"
"15","457","1003","1","54004003","10502003"
"8","458","0","50","54004003","91002"
"15","459","1001","1","55006001","10601001"
"8","460","0","10","55006001","91002"
"15","461","1002","1","55006002","10601002"
"8","462","0","30","55006002","91002"
"15","463","1003","1","55006003","10601003"
"8","464","0","50","55006003","91002"
"15","465","1001","1","56011235","10201235"
"15","466","1002","1","56011236","10201236"
"15","467","1003","1","56011237","10201237"
"8","468","0","50","56011237","91002"
"15","469","1001","1","56011238","10201238"
"15","470","1002","1","56011239","10201239"
"15","471","1003","1","56011240","10201240"
"8","472","0","50","56011240","91002"
"15","473","1001","1","56011241","10201241"
"15","474","1002","1","56011242","10201242"
"15","475","1003","1","56011243","10201243"
"8","476","0","50","56011243","91002"
"15","477","1001","1","56011244","10201244"
"15","478","1002","1","56011245","10201245"
"15","479","1003","1","56011246","10201246"
"8","480","0","50","56011246","91002"
"15","481","1001","1","56011247","10201247"
"15","482","1002","1","56011248","10201248"
"15","483","1003","1","56011249","10201249"
"8","484","0","50","56011249","91002"
"15","485","1001","1","56011250","10201250"
"15","486","1002","1","56011251","10201251"
"15","487","1003","1","56011252","10201252"
"8","488","0","50","56011252","91002"
"15","489","1001","1","56011253","10201253"
"15","490","1002","1","56011254","10201254"
"15","491","1003","1","56011255","10201255"
"8","492","0","50","56011255","91002"
"15","493","1001","1","56011256","10201256"
"15","494","1002","1","56011257","10201257"
"15","495","1003","1","56011258","10201258"
"8","496","0","50","56011258","91002"
"15","497","1001","1","56011259","10201259"
"15","498","1002","1","56011260","10201260"
"15","499","1003","1","56011261","10201261"
"8","500","0","50","56011261","91002"
"15","501","1001","1","56011262","10201262"
"15","502","1002","1","56011263","10201263"
"15","503","1003","1","56011264","10201264"
"8","504","0","50","56011264","91002"
"15","505","1001","1","56011265","10201265"
"15","506","1002","1","56011266","10201266"
"15","507","1003","1","56011267","10201267"
"8","508","0","50","56011267","91002"
"15","509","1001","1","56011268","10201268"
"15","510","1002","1","56011269","10201269"
"15","511","1003","1","56011270","10201270"
"8","512","0","50","56011270","91002"
"15","513","1003","1","56011271","10201271"
"8","514","0","100","56011271","91002"
"15","515","1003","1","56011272","10201272"
"8","516","0","100","56011272","91002"
"15","517","1003","1","56011273","10201273"
"8","518","0","100","56011273","91002"
"15","519","1001","1","56011274","10201274"
"15","520","1002","1","56011275","10201275"
"15","521","1003","1","56011276","10201276"
"8","522","0","50","56011276","91002"
"15","523","1001","1","56011277","10201277"
"15","524","1002","1","56011278","10201278"
"15","525","1003","1","56011279","10201279"
"8","526","0","50","56011279","91002"
"15","527","1001","1","56011280","10201280"
"15","528","1002","1","56011281","10201281"
"15","529","1003","1","56011282","10201282"
"8","530","0","50","56011282","91002"
"15","531","1001","1","56011283","10201283"
"15","532","1002","1","56011284","10201284"
"15","533","1003","1","56011285","10201285"
"8","534","0","50","56011285","91002"
"15","535","1003","1","56011286","10201286"
"8","536","0","100","56011286","91002"
"15","537","1001","1","56014001","11101001"
"8","538","0","10","56014001","91002"
"15","539","1002","1","56014002","11101002"
"8","540","0","20","56014002","91002"
"15","541","1003","1","56014003","11101003"
"8","542","0","50","56014003","91002"
"15","543","1001","1","56015001","11201001"
"8","544","0","50","56015001","91002"
"15","545","1002","1","56015002","11201002"
"8","546","0","50","56015002","91002"
"15","547","1003","1","56015003","11201003"
"8","548","0","50","56015003","91002"
"15","549","1001","1","56011287","10201287"
"15","550","1002","1","56011288","10201288"
"15","551","1003","1","56011289","10201289"
"8","552","0","50","56011289","91002"
"15","553","1001","1","56011290","10201290"
"15","554","1002","1","56011291","10201291"
"15","555","1003","1","56011292","10201292"
"8","556","0","50","56011292","91002"
"15","557","1003","1","56011293","10201293"
"8","558","0","100","56011293","91002"
"15","559","1001","1","56011294","10201294"
"15","560","1002","1","56011295","10201295"
"15","561","1003","1","56011296","10201296"
"8","562","0","50","56011296","91002"
"15","563","1001","1","56011297","10201297"
"15","564","1002","1","56011298","10201298"
"15","565","1003","1","56011299","10201299"
"8","566","0","50","56011299","91002"
"15","567","1001","1","56011300","10201300"
"15","568","1002","1","56011301","10201301"
"15","569","1003","1","56011302","10201302"
"8","570","0","50","56011302","91002"
"15","571","1003","1","56011303","10201303"
"8","572","0","100","56011303","91002"
"15","573","1001","1","56011304","10201304"
"15","574","1002","1","56011305","10201305"
"15","575","1003","1","56011306","10201306"
"8","576","0","50","56011306","91002"
"15","577","1003","1","58008015","10301015"
"8","578","0","50","58008015","91002"
"15","579","1001","1","56011307","10201307"
"15","580","1002","1","56011308","10201308"
"15","581","1003","1","56011309","10201309"
"8","582","0","50","56011309","91002"
"15","583","1001","1","56011310","10201310"
"15","584","1002","1","56011311","10201311"
"15","585","1003","1","56011312","10201312"
"8","586","0","50","56011312","91002"
"15","587","1003","1","56011313","10201313"
"8","588","0","100","56011313","91002"
"15","589","1001","1","56011314","10201314"
"15","590","1002","1","56011315","10201315"
"15","591","1003","1","56011316","10201316"
"8","592","0","50","56011316","91002"
"15","593","1001","1","56011317","10201317"
"15","594","1002","1","56011318","10201318"
"15","595","1003","1","56011319","10201319"
"8","596","0","50","56011319","91002"
"15","597","1001","1","56011320","10201320"
"15","598","1002","1","56011321","10201321"
"15","599","1003","1","56011322","10201322"
"8","600","0","50","56011322","91002"
"15","601","1003","1","56011323","10201323"
"8","602","0","100","56011323","91002"
"15","603","1001","1","56011324","10201324"
"15","604","1002","1","56011325","10201325"
"15","605","1003","1","56011326","10201326"
"8","606","0","50","56011326","91002"
"15","607","1001","1","56011327","10201327"
"15","608","1002","1","56011328","10201328"
"15","609","1003","1","56011329","10201329"
"8","610","0","50","56011329","91002"
"15","611","1001","1","56011330","10201330"
"15","612","1002","1","56011331","10201331"
"15","613","1003","1","56011332","10201332"
"8","614","0","50","56011332","91002"
"15","615","1003","1","56011333","10201333"
"8","616","0","100","56011333","91002"
"15","617","1003","1","56011334","10201334"
"8","618","0","100","56011334","91002"
"15","619","1003","1","56011335","10201335"
"8","620","0","100","56011335","91002"
"15","621","1003","1","56012100","10202100"
"15","622","1001","1","56011336","10201336"
"15","623","1002","1","56011337","10201337"
"15","624","1003","1","56011338","10201338"
"8","625","0","50","56011338","91002"
"15","626","1001","1","56011339","10201339"
"15","627","1002","1","56011340","10201340"
"15","628","1003","1","56011341","10201341"
"8","629","0","50","56011341","91002"
"15","630","1003","1","56012016","10202016"
"15","631","1003","1","56011342","10201342"
"8","632","0","100","56011342","91002"
"15","633","1001","1","56011343","10201343"
"15","634","1002","1","56011344","10201344"
"15","635","1003","1","56011345","10201345"
"8","636","0","50","56011345","91002"
"15","637","1001","1","56011346","10201346"
"15","638","1002","1","56011347","10201347"
"15","639","1003","1","56011348","10201348"
"8","640","0","50","56011348","91002"
"15","641","1003","1","56011349","10201349"
"8","642","0","100","56011349","91002"
"15","643","1001","1","55008001","10603001"
"8","644","0","50","55008001","91002"
"15","645","1001","1","55008002","10603002"
"8","646","0","50","55008002","91002"
"15","647","1002","1","55008003","10603003"
"8","648","0","50","55008003","91002"
"15","649","1002","1","55008004","10603004"
"8","650","0","50","55008004","91002"
"15","651","1003","1","55008005","10603005"
"8","652","0","50","55008005","91002"
"15","653","1003","1","55008006","10603006"
"8","654","0","50","55008006","91002"
"15","655","1001","1","56011350","10201350"
"15","656","1002","1","56011351","10201351"
"15","657","1003","1","56011352","10201352"
"8","658","0","50","56011352","91002"
"15","659","1001","1","56011353","10201353"
"15","660","1002","1","56011354","10201354"
"15","661","1003","1","56011355","10201355"
"8","662","0","50","56011355","91002"
"15","663","1001","1","56011356","10201356"
"15","664","1002","1","56011357","10201357"
"15","665","1003","1","56011358","10201358"
"8","666","0","50","56011358","91002"
"15","667","1003","1","56011359","10201359"
"8","668","0","100","56011359","91002"
"15","669","1001","1","56011360","10201360"
"15","670","1002","1","56011361","10201361"
"15","671","1003","1","56011362","10201362"
"8","672","0","50","56011362","91002"
"15","673","1001","1","56011363","10201363"
"15","674","1002","1","56011364","10201364"
"15","675","1003","1","56011365","10201365"
"8","676","0","50","56011365","91002"
"15","677","1003","1","56012017","10202017"
"15","678","1001","1","56011366","10201366"
"15","679","1002","1","56011367","10201367"
"15","680","1003","1","56011368","10201368"
"8","681","0","50","56011368","91002"
"15","682","1001","1","56011369","10201369"
"15","683","1002","1","56011370","10201370"
"15","684","1003","1","56011371","10201371"
"8","685","0","50","56011371","91002"
"15","686","1003","1","56011372","10201372"
"8","687","0","100","56011372","91002"
"15","688","1001","1","56011373","10201373"
"15","689","1002","1","56011374","10201374"
"15","690","1003","1","56011375","10201375"
"8","691","0","50","56011375","91002"
"15","692","1001","1","56011376","10201376"
"15","693","1002","1","56011377","10201377"
"15","694","1003","1","56011378","10201378"
"8","695","0","50","56011378","91002"
"15","696","1001","1","56011379","10201379"
"15","697","1002","1","56011380","10201380"
"15","698","1003","1","56011381","10201381"
"8","699","0","50","56011381","91002"
"15","700","1001","1","56011382","10201382"
"15","701","1002","1","56011383","10201383"
"15","702","1003","1","56011384","10201384"
"8","703","0","50","56011384","91002"
"15","704","1003","1","56011385","10201385"
"8","705","0","100","56011385","91002"
"15","706","1001","1","56011386","10201386"
"15","707","1002","1","56011387","10201387"
"15","708","1003","1","56011388","10201388"
"8","709","0","50","56011388","91002"
"15","710","1001","1","56011389","10201389"
"15","711","1002","1","56011390","10201390"
"15","712","1003","1","56011391","10201391"
"8","713","0","50","56011391","91002"
"15","714","1001","1","56011392","10201392"
"15","715","1002","1","56011393","10201393"
"15","716","1003","1","56011394","10201394"
"8","717","0","50","56011394","91002"
"15","718","1003","1","56011395","10201395"
"8","719","0","100","56011395","91002"
"15","720","1003","1","56011396","10201396"
"8","721","0","100","56011396","91002"
"15","722","1001","1","56011397","10201397"
"15","723","1002","1","56011398","10201398"
"15","724","1003","1","56011399","10201399"
"8","725","0","50","56011399","91002"
"15","726","1001","1","56011400","10201400"
"15","727","1002","1","56011401","10201401"
"15","728","1003","1","56011402","10201402"
"8","729","0","50","56011402","91002"
"15","730","1001","1","56011403","10201403"
"15","731","1002","1","56011404","10201404"
"15","732","1003","1","56011405","10201405"
"8","733","0","50","56011405","91002"
"15","734","1003","1","56011406","10201406"
"8","735","0","100","56011406","91002"
"15","736","1001","1","56011407","10201407"
"15","737","1002","1","56011408","10201408"
"15","738","1003","1","56011409","10201409"
"8","739","0","50","56011409","91002"
"15","740","1001","1","56011410","10201410"
"15","741","1002","1","56011411","10201411"
"15","742","1003","1","56011412","10201412"
"8","743","0","50","56011412","91002"
"15","744","1003","1","56011413","10201413"
"8","745","0","100","56011413","91002"
"15","746","1001","1","56011414","10201414"
"15","747","1002","1","56011415","10201415"
"15","748","1003","1","56011416","10201416"
"8","749","0","50","56011416","91002"
"15","750","1001","1","56011417","10201417"
"15","751","1002","1","56011418","10201418"
"15","752","1003","1","56011419","10201419"
"8","753","0","50","56011419","91002"
"15","754","1001","1","56011420","10201420"
"15","755","1002","1","56011421","10201421"
"15","756","1003","1","56011422","10201422"
"8","757","0","50","56011422","91002"
"15","758","1003","1","56011423","10201423"
"8","759","0","100","56011423","91002"
"15","760","1001","1","56011424","10201424"
"15","761","1002","1","56011425","10201425"
"15","762","1003","1","56011426","10201426"
"8","763","0","50","56011426","91002"
"15","764","1001","1","56011427","10201427"
"15","765","1002","1","56011428","10201428"
"15","766","1003","1","56011429","10201429"
"8","767","0","50","56011429","91002"
"15","768","1001","1","56011430","10201430"
"15","769","1002","1","56011431","10201431"
"15","770","1003","1","56011432","10201432"
"8","771","0","50","56011432","91002"
"15","772","1001","1","56011433","10201433"
"15","773","1002","1","56011434","10201434"
"15","774","1003","1","56011435","10201435"
"8","775","0","50","56011435","91002"
"15","776","1003","1","56011436","10201436"
"8","777","0","100","56011436","91002"
"15","778","1001","1","56011437","10201437"
"15","779","1002","1","56011438","10201438"
"15","780","1003","1","56011439","10201439"
"8","781","0","50","56011439","91002"
"15","782","1001","1","56011440","10201440"
"15","783","1002","1","56011441","10201441"
"15","784","1003","1","56011442","10201442"
"8","785","0","50","56011442","91002"
"15","786","1001","1","56011443","10201443"
"15","787","1002","1","56011444","10201444"
"15","788","1003","1","56011445","10201445"
"8","789","0","50","56011445","91002"
"15","790","1003","1","56011446","10201446"
"8","791","0","100","56011446","91002"
"15","792","1001","1","56011447","10201447"
"15","793","1002","1","56011448","10201448"
"15","794","1003","1","56011449","10201449"
"8","795","0","50","56011449","91002"
"15","796","1001","1","56011450","10201450"
"15","797","1002","1","56011451","10201451"
"15","798","1003","1","56011452","10201452"
"8","799","0","50","56011452","91002"
"15","800","1001","1","56011453","10201453"
"15","801","1002","1","56011454","10201454"
"15","802","1003","1","56011455","10201455"
"8","803","0","50","56011455","91002"
"15","804","1001","1","56011456","10201456"
"15","805","1002","1","56011457","10201457"
"15","806","1003","1","56011458","10201458"
"8","807","0","50","56011458","91002"
"15","808","1001","1","56011459","10201459"
"15","809","1002","1","56011460","10201460"
"15","810","1003","1","56011461","10201461"
"8","811","0","50","56011461","91002"
"15","812","1003","1","56011462","10201462"
"8","813","0","100","56011462","91002"
"15","814","1003","1","56011463","10201463"
"8","815","0","100","56011463","91002"
"15","816","1003","1","56011464","10201464"
"8","817","0","100","56011464","91002"
"15","818","1001","1","56011465","10201465"
"15","819","1002","1","56011466","10201466"
"15","820","1003","1","56011467","10201467"
"8","821","0","50","56011467","91002"
"15","822","1001","1","56011468","10201468"
"15","823","1002","1","56011469","10201469"
"15","824","1003","1","56011470","10201470"
"8","825","0","50","56011470","91002"
"15","826","1003","1","56011471","10201471"
"8","827","0","100","56011471","91002"
"15","828","1001","1","56011472","10201472"
"15","829","1002","1","56011473","10201473"
"15","830","1003","1","56011474","10201474"
"8","831","0","50","56011474","91002"
"15","832","1001","1","56011475","10201475"
"15","833","1002","1","56011476","10201476"
"15","834","1003","1","56011477","10201477"
"8","835","0","50","56011477","91002"
"15","836","1003","1","56011484","10201484"
"8","837","0","100","56011484","91002"
"15","838","1001","1","56011485","10201485"
"15","839","1002","1","56011486","10201486"
"15","840","1003","1","56011487","10201487"
"8","841","0","50","56011487","91002"
"15","842","1001","1","56011488","10201488"
"15","843","1002","1","56011489","10201489"
"15","844","1003","1","56011490","10201490"
"8","845","0","50","56011490","91002"
"15","846","1001","1","56011491","10201491"
