65f1e5731842061de75cbd5554cec0ff311f23e6e31525ab15cd9ec6ddc08b7e,01074a1c90c407d96b8a96bd694d606e90113ea80d0d24864740d306e2ac344c,b306882176aca80e3781430f02f18495d7cffa46a4b775bb9bf7fddd6761f0cf,089168f45cd41f80559d5b377d5e4444b50f95a26f683ea050e0667840dc966b,743232f9f3143af83146c53711db3016507f1c17bcb4e90836d6496be05368e3,1a2a7dc4956aa9d45aa630317353c7352b8cc22a1887d7214eba5f10b0417ac2,f1dc5d9e9ba16158424e1f4f3c140131fb3b1241762b91c44d10a66ed5324710,8db246b0f5cf04735758a4ba3c9e4387ab2462838cb2005fd4322f68d25f256e,c7464aa9e16cfd2117016bc2bae30327b2a73bcc1e5f4e70f5ac08f840ab695f,fa8f3fe6a56f05bef97ac59994af0db6df526fff322abbc6c04338bdaf557562,f20fa0f9c3bf28fe8d8adb06eb0a8f6dd9739e4d549a77f440628d7ae1205e24,38a1bae590bdecf7ba8825b8f64496ce548f6ed1134ea83a7bc6a491091ea4c9,0d0ba24d64e0dd3626007adf8a05dfb7de8e88205d2208f7040c1d719608ae7e,35b7213cbc15d160f0f84556cbfa3825a48b58266629f2e52022ebec16bc4c48,88461fe6832f05b09f5743ffaa5cf1bb958bd391372f0db233b15a43e28c7f68,66f3b40a2c116cadc6b7612c0311f05f97c32c5c24e8dc01ae778eb3b4451614,ec7a95ee12203313be4b5db33ddb649a3625b8b7206713a1ddabe0c8792f8ae1,e5f75f08f24de4c15fa29858b14c75496ba4adf21f08d2e4fa18912f8d2c7610,bc127b70b4bc4d0dcbda774c15a226e0bfdd37a8797ac2a03b33b519b1b449a1,8b515916ae101af1b9d9c0797aeb1949765e03c12707d85f3f94e45d2edb7091,ce3ccd43e9e1da2645761dfc5e85b5b5b58ba8b7f4a1460c943ab8c90b3cdc60,a2e3c0e5c3e2a3742a8cda2e36317da3a267be9f4857c42843dab6fba5d3c90c,c4e9a14719e35689a65e59872454beb0a064f4521f3df7e76974e701be530862,f9d34af7477a28b300b3ef2da3b65585d71dbd8ab5e20929c6c2278c1558a4e9,f0c52accad2ea43e8ccd91a58174784ad54e39a0fcf6ef4dd41380d8b547f9f2,2f236ce85b3625341ebb6480f05e76f168619084a1b0cfc89a715ba2ce2871f7,fdbc32eb2d7f31b505e4aed81ee68d4705075d294cc05bd8cba9566643730526,e2ebcb32cedc26c9aa3c8115646c0296cde3585b6fd83efe415e89945d0a4ad2,08b931a5fd26315cc991d9bddcca0f24b371ccc18778e826c143065d21640328,232cdd72a0eb0b1678095e720d7f0b2f1a437e5710b321abc4887454f23da2a8,9597904f1198412d5ddf0b915e345888f49315fbb25b7489c7f2401756ce369c,cb70dda00f8e64651c15e7e84bfef2b81106da27bde2f817a0010567ee7e42f6,9b6bcd13f60b131daac94c5ef3bb0aef4c12c9fd7019106297d6db11b9034e62,05ed02ffd44c9bfbf523f2b3d8d503316f46dd0e29548947c9004342e55e37b7,3b4a43f49b7312c537b4297ce12b3a11a5f130e65749437b257757a9c467060f,1dc188216cea8ba17edfc61b9293a8d2d21be20a5de3ebcd06d63862aac3282f,7c6da90ff6d891dc30d0a9ff0db22704a2099e21c95e9c7f3de9fb78e6991873,52d6d213882cce8452f6b773c8207775267463065232530aa9b477b07a841d7b,9b0c4683133afde60b5064ca42a75dae13492c2b1bc9c0d5e5055901ad8466fc,5bb2b2c8195ece459fa6316a3ccfe22800a80a77258dacf1463fc1de6cc16b99,8bb553ac74ffac879b260eedfc2d360ca5db556197d64c227ba25ce7490f580a,c84056c35fe5f1b74f905b69594ab2d3a880cfa71395aa8610eba70c6d694a81,c52caec98a784653b86cc1ec6048ce993613e7edf8035b1001e6facd8b21f944,cf7578cf3c0dfe50128e07591b2c7737c5f3616cca0f11a9452910cca7d7b0e2
"0","0","0","0","750000904","0","2000000","1","0","0","0","0","0","0","0","0","0","0","0","0","0","300","300","0","0","300000008","0","0","0","0","1","0","0","0","374","0","0","0","0","僕役‧洛克斯（複部位）","60","0","0","309601"
"100","0","0","0","750000905","0","1000000","1","0","0","0","9000","0","0","0","0","0","0","0","0","0","0","0","0","0","300000008","100","0","0","250","1","0","150","0","500","0","0","100","0","爆裂敵人","100","0","0","217300"
"50000","130","50000","0","750001001","50000","90000000","1","0","0","0","0","0","0","0","0","0","0","0","0","0","200","200","65000","0","300000008","0","0","0","0","1","0","0","0","377","0","0","50000","0","美空","60","0","0","313708"
"0","0","0","0","750001002","25000","50000000","1","0","0","0","0","0","0","0","0","0","0","0","0","0","5000","5000","35000","0","200000011","0","0","0","0","1","0","0","0","320","0","0","0","0","怪奇怪靈","60","0","0","210701"
"100","0","0","0","750001003","0","1000000","1","0","0","0","9000","0","0","0","0","0","0","0","0","0","0","0","0","0","300000008","100","0","0","250","1","0","150","0","500","0","0","100","0","爆裂敵人","100","0","0","217300"
"50000","180","50000","0","750001101","50000","180000000","1","0","0","0","0","0","0","0","0","0","0","0","50000","0","2000","2000","30000","0","300000025","50000","0","0","0","1","0","0","0","380","0","0","50000","0","哀執的植物羊","60","0","0","316507"
"200","0","0","0","750001102","0","1000000","1","0","0","0","9000","0","0","0","0","0","0","0","0","0","0","0","0","0","300000008","50","0","0","250","1","0","150","0","500","0","0","200","0","爆裂敵人","100","0","0","217300"
"50000","180","50000","0","750001201","50000","150000000","1","0","0","0","50000","0","0","0","0","0","0","0","50000","0","6000","6000","25000","0","300000008","50000","0","0","0","1","0","0","0","383","0","0","50000","0","阿澤爾德","60","0","0","313802"
"50000","0","0","0","750001202","50000","1500000","1","0","0","0","0","0","0","0","0","0","0","0","0","0","200","200","25000","0","200000001","0","0","0","0","1","0","0","0","323","0","0","400","0","萬能人偶","60","0","0","210803"
"50000","0","0","0","750001203","50000","3000000","1","0","0","0","0","0","0","0","0","0","0","0","0","0","200","200","25000","0","200000001","0","0","0","0","1","0","0","0","323","0","0","400","0","萬能人偶","60","0","0","210804"
"50000","0","0","0","750001204","50000","6000000","1","0","0","0","0","0","0","0","0","0","0","0","0","0","200","200","25000","0","200000001","0","0","0","0","1","0","0","0","323","0","0","400","0","萬能人偶","60","0","0","210805"
"50000","0","0","0","750001205","50000","3000000","1","0","0","0","0","0","0","0","0","0","0","0","0","0","200","200","25000","0","200000001","0","0","0","0","1","0","0","0","323","0","0","400","0","萬能人偶","60","0","0","210803"
"50000","0","0","0","750001206","50000","6000000","1","0","0","0","0","0","0","0","0","0","0","0","0","0","200","200","25000","0","200000001","0","0","0","0","1","0","0","0","323","0","0","400","0","萬能人偶","60","0","0","210804"
"50000","0","0","0","750001207","50000","12000000","1","0","0","0","0","0","0","0","0","0","0","0","0","0","200","200","25000","0","200000001","0","0","0","0","1","0","0","0","323","0","0","400","0","萬能人偶","60","0","0","210805"
"50000","0","0","0","750001208","50000","4500000","1","0","0","0","0","0","0","0","0","0","0","0","0","0","200","200","25000","0","200000001","0","0","0","0","1","0","0","0","323","0","0","400","0","萬能人偶","60","0","0","210803"
"50000","0","0","0","750001209","50000","9000000","1","0","0","0","0","0","0","0","0","0","0","0","0","0","200","200","25000","0","200000001","0","0","0","0","1","0","0","0","323","0","0","400","0","萬能人偶","60","0","0","210804"
"50000","0","0","0","750001210","50000","18000000","1","0","0","0","0","0","0","0","0","0","0","0","0","0","200","200","25000","0","200000001","0","0","0","0","1","0","0","0","323","0","0","400","0","萬能人偶","60","0","0","210805"
"100","0","0","0","750001211","0","1000000","1","0","0","0","9000","0","0","0","0","0","0","0","0","0","0","0","0","0","300000008","100","0","0","250","1","0","150","0","500","0","0","100","0","爆裂敵人","100","0","0","217300"
"38000","30","38000","0","760100101","38000","40000000","1","0","0","0","0","0","0","0","0","0","0","0","0","0","360","360","34000","0","300000008","38000","34000","0","0","1","0","0","0","450","0","0","38000","0","霸瞳皇帝","100","0","0","309805"
"200","0","0","0","760100102","0","1000000","1","0","0","0","9000","0","0","0","0","0","0","0","0","0","0","0","0","0","300000009","100","0","0","250","1","0","150","0","500","0","0","200","0","爆裂敵人","100","0","0","217300"
"41000","30","41000","0","760100201","41000","60000000","1","0","0","0","0","0","0","0","0","0","0","0","0","0","420","420","38000","0","300000008","41000","38000","0","0","1","0","0","0","453","0","0","41000","0","霸瞳皇帝","100","0","0","309805"
"200","0","0","0","760100202","0","1000000","1","0","0","0","9000","0","0","0","0","0","0","0","0","0","0","0","0","0","300000009","100","0","0","250","1","0","150","0","500","0","0","200","0","爆裂敵人","100","0","0","217300"
"44000","30","44000","0","760100301","44000","80000000","1","0","0","0","0","0","0","0","0","0","0","0","0","0","480","480","42000","0","300000008","44000","42000","0","0","1","0","0","0","456","0","0","44000","0","霸瞳皇帝","100","0","0","309805"
"200","0","0","0","760100302","0","1000000","1","0","0","0","9000","0","0","0","0","0","0","0","0","0","0","0","0","0","300000009","100","0","0","250","1","0","150","0","500","0","0","200","0","爆裂敵人","100","0","0","217300"
"47000","30","47000","0","760100401","47000","100000000","1","0","0","0","0","0","0","0","0","0","0","0","0","0","540","540","46000","0","300000008","47000","46000","0","0","1","0","0","0","459","0","0","47000","0","霸瞳皇帝","100","0","0","309805"
"200","0","0","0","760100402","0","1000000","1","0","0","0","9000","0","0","0","0","0","0","0","0","0","0","0","0","0","300000009","100","0","0","250","1","0","150","0","500","0","0","200","0","爆裂敵人","100","0","0","217300"
"50000","30","50000","0","760100501","50000","120000000","1","0","0","0","0","0","0","0","0","0","0","0","0","0","600","600","50000","0","300000008","50000","50000","0","0","1","0","0","0","462","0","0","50000","0","霸瞳皇帝","100","0","0","309805"
"200","0","0","0","760100502","0","1000000","1","0","0","0","9000","0","0","0","0","0","0","0","0","0","0","0","0","0","300000009","100","0","0","250","1","0","150","0","500","0","0","200","0","爆裂敵人","100","0","0","217300"
"38000","60","38000","0","760200101","38000","50000000","1","0","0","0","38000","0","0","0","0","0","0","0","38000","0","360","360","7000","0","300000008","38000","0","0","0","1","0","0","0","450","0","0","38000","0","贊恩","100","0","0","313902"
"150","0","0","0","760200102","0","1000000","1","0","0","0","9000","0","0","0","0","0","0","0","0","0","0","0","0","0","300000009","50","0","0","250","1","0","150","0","500","0","0","150","0","爆裂敵人","100","0","0","217300"
"41000","60","41000","0","760200201","41000","65000000","1","0","0","0","41000","0","0","0","0","0","0","0","41000","0","420","420","9000","0","300000008","41000","0","0","0","1","0","0","0","453","0","0","41000","0","贊恩","100","0","0","313902"
"150","0","0","0","760200202","0","1000000","1","0","0","0","9000","0","0","0","0","0","0","0","0","0","0","0","0","0","300000009","50","0","0","250","1","0","150","0","500","0","0","150","0","爆裂敵人","100","0","0","217300"
"44000","60","44000","0","760200301","44000","80000000","1","0","0","0","44000","0","0","0","0","0","0","0","44000","0","480","480","11000","0","300000008","44000","0","0","0","1","0","0","0","456","0","0","44000","0","贊恩","100","0","0","313902"
"150","0","0","0","760200302","0","1000000","1","0","0","0","9000","0","0","0","0","0","0","0","0","0","0","0","0","0","300000009","50","0","0","250","1","0","150","0","500","0","0","150","0","爆裂敵人","100","0","0","217300"
"47000","60","47000","0","760200401","47000","95000000","1","0","0","0","47000","0","0","0","0","0","0","0","47000","0","540","540","13000","0","300000008","47000","0","0","0","1","0","0","0","459","0","0","47000","0","贊恩","100","0","0","313902"
"150","0","0","0","760200402","0","1000000","1","0","0","0","9000","0","0","0","0","0","0","0","0","0","0","0","0","0","300000009","50","0","0","250","1","0","150","0","500","0","0","150","0","爆裂敵人","100","0","0","217300"
"50000","60","50000","0","760200501","50000","110000000","1","0","0","0","50000","0","0","0","0","0","0","0","50000","0","600","600","15000","0","300000008","50000","0","0","0","1","0","0","0","462","0","0","50000","0","贊恩","100","0","0","313902"
"150","0","0","0","760200502","0","1000000","1","0","0","0","9000","0","0","0","0","0","0","0","0","0","0","0","0","0","300000009","50","0","0","250","1","0","150","0","500","0","0","150","0","爆裂敵人","100","0","0","217300"
