14bdc45896753e1f0582136d5823700b9b7de2a6964edacc6747b616d662f0ce,0d9685c66191307d91e42b53660d0ee7da1a1c2b809bc61d4cade83889da9016,fbf48c5707bdb8c3bc62582c121f874b95dc1daaa738df86ec2671e3d185e2d3,f890eca3195ff860bd8f9d9e3e9a2bf42e8e05292c0ee2aff5382b2b57828a1d,3cfe7425471655419a4bd0e93e9cbc68c2072989d8e253cb8c641b8961781702,44ec9add8b8515e1d96ab7cebfff28e1124a74ea5556d9f9930cac7a6e5615be,5217d310822904ecb4c9c5295a1521f68c4a1ede4a0003a84e068132936f8242,958d86bfd9de2aec4ff620a3b758c1dcf679826dbf949a04b770261cdb5caaff,cb0c1a46416d84a18b0c0dfe9e5729097c6e1d03d10839224020e1c15763be28,af8b07e526b8a1bb52ae79836e8e7a3ae5fe3f6b36bc91d023c8b02c7f843531,d7657bbd0b7bd23112faaaeebe834c4b9e6dd9fba6fb3e99307bc10e72e0e3d7,d3ff295d39dece79919ba14e0043224594c085d00d90061c5b3f1cc976c4ca81,95ba0abdbfe47b04daeb24b89b24084b08a317a3a7c7ce6e222e898d0085b7f1,11a1df35859282668c9fb59a5faede776d8993fb8dd24449b2496bfa27d9f06c,8a41c205bcc098c370fc62fb62120d44c99ba2e7edbf56e13068d21852997863
"2015/04/01 15:00:00","32001001","603","1","1st Round Clear！","2030/04/01 14:59:59","登頂1次特殊地下城","0","3200301","1","0","1004110","0","32003","80001"
"2015/04/01 15:00:00","32001002","603","1","2nd Round Clear！","2030/04/01 14:59:59","登頂2次特殊地下城","0","3200302","2","0","1004110","0","32003","80001"
"2015/04/01 15:00:00","32001003","603","1","3rd Round Clear！","2030/04/01 14:59:59","登頂3次特殊地下城","0","3200303","3","0","1004110","0","32003","80001"
"2015/04/01 15:00:00","32001004","603","1","4th Round Clear！","2030/04/01 14:59:59","登頂4次特殊地下城","0","3200304","4","0","1004110","0","32003","80001"
"2015/04/01 15:00:00","32001005","603","1","CONQUEST！","2030/04/01 14:59:59","登頂5次特殊地下城","0","3200305","5","0","1004110","0","32003","80001"
"2015/04/01 15:00:00","32001001","603","1","1st Round Clear！","2030/04/01 14:59:59","登頂1次特殊地下城","0","3200401","1","0","1004110","0","32004","80001"
"2015/04/01 15:00:00","32001002","603","1","2nd Round Clear！","2030/04/01 14:59:59","登頂2次特殊地下城","0","3200402","2","0","1004110","0","32004","80001"
"2015/04/01 15:00:00","32001003","603","1","3rd Round Clear！","2030/04/01 14:59:59","登頂3次特殊地下城","0","3200403","3","0","1004110","0","32004","80001"
"2015/04/01 15:00:00","32001004","603","1","4th Round Clear！","2030/04/01 14:59:59","登頂4次特殊地下城","0","3200404","4","0","1004110","0","32004","80001"
"2015/04/01 15:00:00","32001005","603","1","CONQUEST！","2030/04/01 14:59:59","登頂5次特殊地下城","0","3200405","5","0","1004110","0","32004","80001"
"2015/04/01 15:00:00","32001001","603","1","1st Round Clear！","2030/04/01 14:59:59","登頂1次特殊地下城","0","3200501","1","0","1004110","0","32005","80001"
"2015/04/01 15:00:00","32001002","603","1","2nd Round Clear！","2030/04/01 14:59:59","登頂2次特殊地下城","0","3200502","2","0","1004110","0","32005","80001"
"2015/04/01 15:00:00","32001003","603","1","3rd Round Clear！","2030/04/01 14:59:59","登頂3次特殊地下城","0","3200503","3","0","1004110","0","32005","80001"
"2015/04/01 15:00:00","32001004","603","1","4th Round Clear！","2030/04/01 14:59:59","登頂4次特殊地下城","0","3200504","4","0","1004110","0","32005","80001"
"2015/04/01 15:00:00","32001005","603","1","CONQUEST！","2030/04/01 14:59:59","登頂5次特殊地下城","0","3200505","5","0","1004110","0","32005","80001"
"2015/04/01 15:00:00","32001001","603","1","1st Round Clear！","2030/04/01 14:59:59","登頂1次特殊地下城","0","3200601","1","0","1004110","0","32006","80001"
"2015/04/01 15:00:00","32001002","603","1","2nd Round Clear！","2030/04/01 14:59:59","登頂2次特殊地下城","0","3200602","2","0","1004110","0","32006","80001"
"2015/04/01 15:00:00","32001003","603","1","3rd Round Clear！","2030/04/01 14:59:59","登頂3次特殊地下城","0","3200603","3","0","1004110","0","32006","80001"
"2015/04/01 15:00:00","32001004","603","1","4th Round Clear！","2030/04/01 14:59:59","登頂4次特殊地下城","0","3200604","4","0","1004110","0","32006","80001"
"2015/04/01 15:00:00","32001005","603","1","CONQUEST！","2030/04/01 14:59:59","登頂5次特殊地下城","0","3200605","5","0","1004110","0","32006","80001"
"2015/04/01 15:00:00","32001001","603","1","1st Round Clear！","2030/04/01 14:59:59","登頂1次特殊地下城","0","3200701","1","0","1004110","0","32007","80001"
"2015/04/01 15:00:00","32001002","603","1","2nd Round Clear！","2030/04/01 14:59:59","登頂2次特殊地下城","0","3200702","2","0","1004110","0","32007","80001"
"2015/04/01 15:00:00","32001003","603","1","3rd Round Clear！","2030/04/01 14:59:59","登頂3次特殊地下城","0","3200703","3","0","1004110","0","32007","80001"
"2015/04/01 15:00:00","32001004","603","1","4th Round Clear！","2030/04/01 14:59:59","登頂4次特殊地下城","0","3200704","4","0","1004110","0","32007","80001"
"2015/04/01 15:00:00","32001005","603","1","CONQUEST！","2030/04/01 14:59:59","登頂5次特殊地下城","0","3200705","5","0","1004110","0","32007","80001"
"2015/04/01 15:00:00","32001001","603","1","1st Round Clear！","2030/04/01 14:59:59","登頂1次特殊地下城","0","3200801","1","0","1004110","0","32008","80001"
"2015/04/01 15:00:00","32001002","603","1","2nd Round Clear！","2030/04/01 14:59:59","登頂2次特殊地下城","0","3200802","2","0","1004110","0","32008","80001"
"2015/04/01 15:00:00","32001003","603","1","3rd Round Clear！","2030/04/01 14:59:59","登頂3次特殊地下城","0","3200803","3","0","1004110","0","32008","80001"
"2015/04/01 15:00:00","32001004","603","1","4th Round Clear！","2030/04/01 14:59:59","登頂4次特殊地下城","0","3200804","4","0","1004110","0","32008","80001"
"2015/04/01 15:00:00","32001005","603","1","CONQUEST！","2030/04/01 14:59:59","登頂5次特殊地下城","0","3200805","5","0","1004110","0","32008","80001"
"2015/04/01 15:00:00","32001001","603","1","1st Round Clear！","2030/04/01 14:59:59","登頂1次特殊地下城","0","3200901","1","0","1004110","0","32009","80001"
"2015/04/01 15:00:00","32001002","603","1","2nd Round Clear！","2030/04/01 14:59:59","登頂2次特殊地下城","0","3200902","2","0","1004110","0","32009","80001"
"2015/04/01 15:00:00","32001003","603","1","3rd Round Clear！","2030/04/01 14:59:59","登頂3次特殊地下城","0","3200903","3","0","1004110","0","32009","80001"
"2015/04/01 15:00:00","32001004","603","1","4th Round Clear！","2030/04/01 14:59:59","登頂4次特殊地下城","0","3200904","4","0","1004110","0","32009","80001"
"2015/04/01 15:00:00","32001005","603","1","CONQUEST！","2030/04/01 14:59:59","登頂5次特殊地下城","0","3200905","5","0","1004110","0","32009","80001"
"2015/04/01 15:00:00","32001001","603","1","1st Round Clear！","2030/04/01 14:59:59","登頂1次特殊地下城","0","3201001","1","0","1004110","0","32010","80001"
"2015/04/01 15:00:00","32001002","603","1","2nd Round Clear！","2030/04/01 14:59:59","登頂2次特殊地下城","0","3201002","2","0","1004110","0","32010","80001"
"2015/04/01 15:00:00","32001003","603","1","3rd Round Clear！","2030/04/01 14:59:59","登頂3次特殊地下城","0","3201003","3","0","1004110","0","32010","80001"
"2015/04/01 15:00:00","32001004","603","1","4th Round Clear！","2030/04/01 14:59:59","登頂4次特殊地下城","0","3201004","4","0","1004110","0","32010","80001"
"2015/04/01 15:00:00","32001005","603","1","CONQUEST！","2030/04/01 14:59:59","登頂5次特殊地下城","0","3201005","5","0","1004110","0","32010","80001"
"2015/04/01 15:00:00","32001001","603","1","1st Round Clear！","2030/04/01 14:59:59","登頂1次特殊地下城","0","3201101","1","0","1004110","0","32011","80001"
"2015/04/01 15:00:00","32001002","603","1","2nd Round Clear！","2030/04/01 14:59:59","登頂2次特殊地下城","0","3201102","2","0","1004110","0","32011","80001"
"2015/04/01 15:00:00","32001003","603","1","3rd Round Clear！","2030/04/01 14:59:59","登頂3次特殊地下城","0","3201103","3","0","1004110","0","32011","80001"
"2015/04/01 15:00:00","32001004","603","1","4th Round Clear！","2030/04/01 14:59:59","登頂4次特殊地下城","0","3201104","4","0","1004110","0","32011","80001"
"2015/04/01 15:00:00","32001005","603","1","CONQUEST！","2030/04/01 14:59:59","登頂5次特殊地下城","0","3201105","5","0","1004110","0","32011","80001"
