30215c9e87750a0009491151f02faacdf257d647adf20603dfabb18da1e51636,411ddf67cebd80ae971a18146cb4b96867164b8286f54cb899e6bcba4a73ed05,67c0f9577d3583c57831a24751890a8e94bbca10c5854e3c75fca622b691ea33,fb241b2cac0b44fde84c5cc22562e1a74615159a982b2449a8fc9e3abc4469be,75ce1e55d6b072fc0e95b542f0abeb69b384d09faee71869a083324a05f9f2c3,c9c503629e30706c8fb97105d3e41ef90378a937ab35d9979c92b7a67dc68371,47445b2c433056990c5835aec3c7e90ea058f856762a425809852c24d6d2bf19,00c54314fd2dc8535916211a139a34a33bda35ec14d34cb68c4d81034044c0d1,4a68a22784f2c89a88e593aac53b6caad66a3d4055eb7ac48c72de37e02bd5a5,77a02d2565ed8770ed6e2ce96d46370fbc2f899ad44e1b834e4bae494c548d5e,f4d8921f86c0f2692330cd819d931aec9d3501197a494377a74301635e65db7e,3913801a7d0b935a54509cc4c34c52c2063492e2cf845749251b1524195b5d5c,8733f28873a76e3049ff6c826f4539337bd43162bbbdd93adafe2b1d01171be8,61f94880ab9232858a1ac235fc306e0c8c65c9ccd6c63ac2b37a8f7cd9d79216,7cc58e485187e78e66bee7e141fd7d3dcc5a2426141490786fe259e0fc9c5a84,28c7c540291963dab0b689250c6134fd3e2e58c936086d7369aad096d8df8a3f,04d99525dd9a45b68c76f46ad238dc4f54dfc4f5102f282a72ec15d7b186d9ca,83d252c1a0bfb3985dddfbd84a815ff53ea231e56619bc09a308cae285d3344b,e61f212eb2ea7efa1fc32cb10279c882326f447ffbf1defabb1b0cb9621441b1,f30ddd8779a7c6ffcf8e1d484b4022361cd56839bb8844f909a614388b73bbd6,769f2b327742fd7e441b4dc2adcfbbb550fc387cd285fd34b6aca336d87d030c,428b745446b1ec07a98684a82e77cbf6e08bad93d662a1563ea8cfdc6f00f8e6,1eb830cb5ef1dbfe72974e7f7dc5448331ddad368a0d78de7e8d7e9a3c0081ee,6754db95a6b200e0ae510e2624bd4f3214e3e2e8d6bc07b696d089a0cd9837d4,788f356688ed469d6fbc1e21c550710b4dda7320b91800b0b518dcd2a3716edf,b1b2ecf25bf14c71fea7314b5443d29e2de70a30aaf19100e12c997933f0c612,2ca88d018fadbd5308d019923f9e42472fefc2fe418a6e7f6062666afcb61395,c7f64b916003c3bd3d70b3b966385e55f4283964e8be3c5ee531cb5e5fa09454,188680b43716f49655b9eb34830cb00b00e821fc6435695ec20feee667d1515c,d0926d6965dc4379b72b4f27309f36fd2d5c6206e442270503a0600a810a44a3,78481b82e0f1f8a2bf35b06e347bde912c12987630faff39ac208aa535e9a957,d7816bf47b37c494cc8ff8b3ee81f40e8bddb29798fb78891e0eb18f42773473,dfb2f7c34bc74fa47681b5ec3546fe77320564021a46bd5313e09635cc82cc63,74a588ff190f494aebf4aec2f6d09eadc8fe90b3ca4270ab2a4cc550ca60305f,18e582f7dce85da4d701e6398ea7489594c89df1426f0d19d01ff2feb76f1f19,09ec87cf8a649a6b01efb1d4ede9f00387f6ac5ff25016f08a00c7a14f747903,01f922766312573aad475482c34e7997f19d9463c6b348205b9cd1cb42af0a16,46bb9bd966ac724999bd4fbd168f9db25468c78c6e412dc0d3bd6c3000fe821e,0afce0eb4377e2837ad4a4904ab1842d216ff9120d30b30b6e4d3f5169d31464,08e7cf6d835bd15427f51a036bbd883135583dd15cc9321f00f395c9fb7b8d8e,39173a6c133c082a28307644ae9f25268442b9e07a6dd6ae8d4af68c555c6e2a,5aceb9404ca47945e137a4a92b351e901b54b11601b150b8c29c1042a9ae49f5,69e81012c94b1bfafc51863ee3b18b4a28efa3d8cd7e7843859231f72e94ecb2,cb406d448c2fab28bf76436fb7f5d372c461cd6df7b18e18f6632c85a7049fa2
"0","0","0","0","0","10000","0","1","0","0","0","0","0","0","0","371","750000801","315407","10000","110","10000","1200","0","1200","5000","0","貪婪暴君‧賭場王","300000022","0","1","10000","0","0","0","0","0","10000","122000000","0","0","0","60","50000","0"
"0","0","0","0","0","9000","0","1","0","0","0","0","0","0","250","500","750000802","217300","100","0","0","0","0","0","0","0","爆裂敵人","300000008","150","1","0","0","100","0","0","0","100","1000000","0","0","0","100","0","0"
"0","0","0","0","0","300","0","1","0","0","0","0","0","0","0","374","750000901","309601","50000","130","300","0","0","0","50000","0","僕役‧洛克斯（複部位）","300000008","0","1","50000","0","50000","0","0","0","300","120000000","0","0","0","60","0","0"
"1000","0","0","0","0","0","0","1","0","0","0","0","0","0","0","374","750000902","309601","0","0","0","5000","0","5000","0","0","僕役‧洛克斯（複部位）","300000008","0","1","0","0","0","0","0","0","0","2000000","0","0","0","60","80000","0"
"0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","374","750000903","309601","0","0","0","1000","0","1000","0","0","僕役‧洛克斯（複部位）","300000008","0","1","0","0","0","0","0","0","0","3000000","0","0","0","60","0","0"
"0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","374","750000904","309601","0","0","0","300","0","300","0","0","僕役‧洛克斯（複部位）","300000008","0","1","0","0","0","0","0","0","0","2000000","0","0","0","60","0","0"
"0","0","0","0","0","9000","0","1","0","0","0","0","0","0","250","500","750000905","217300","100","0","0","0","0","0","0","0","爆裂敵人","300000008","150","1","0","0","100","0","0","0","100","1000000","0","0","0","100","0","0"
"0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","377","750001001","313708","50000","130","0","200","0","200","50000","0","美空","300000008","0","1","50000","0","50000","0","0","0","0","90000000","0","0","0","60","65000","0"
"0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","320","750001002","210701","0","0","0","5000","0","5000","25000","0","怪奇怪靈","200000011","0","1","0","0","0","0","0","0","0","50000000","0","0","0","60","35000","0"
"0","0","0","0","0","9000","0","1","0","0","0","0","0","0","250","500","750001003","217300","100","0","0","0","0","0","0","0","爆裂敵人","300000008","150","1","0","0","100","0","0","0","100","1000000","0","0","0","100","0","0"
"0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","380","750001101","316507","50000","180","50000","2000","0","2000","50000","0","哀執的植物羊","300000025","0","1","50000","0","50000","0","0","0","50000","180000000","0","0","0","60","30000","0"
"0","0","0","0","0","9000","0","1","0","0","0","0","0","0","250","500","750001102","217300","200","0","0","0","0","0","0","0","爆裂敵人","300000008","150","1","0","0","200","0","0","0","50","1000000","0","0","0","100","0","0"
"0","0","0","0","0","50000","0","1","0","0","0","0","0","0","0","383","750001201","313802","50000","180","50000","6000","0","6000","50000","0","阿澤爾德","300000008","0","1","50000","0","50000","0","0","0","50000","150000000","0","0","0","60","25000","0"
"0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","323","750001202","210803","400","0","0","200","0","200","50000","0","萬能人偶","200000001","0","1","0","0","50000","0","0","0","0","1500000","0","0","0","60","25000","0"
"0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","323","750001203","210804","400","0","0","200","0","200","50000","0","萬能人偶","200000001","0","1","0","0","50000","0","0","0","0","3000000","0","0","0","60","25000","0"
"0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","323","750001204","210805","400","0","0","200","0","200","50000","0","萬能人偶","200000001","0","1","0","0","50000","0","0","0","0","6000000","0","0","0","60","25000","0"
"0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","323","750001205","210803","400","0","0","200","0","200","50000","0","萬能人偶","200000001","0","1","0","0","50000","0","0","0","0","3000000","0","0","0","60","25000","0"
"0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","323","750001206","210804","400","0","0","200","0","200","50000","0","萬能人偶","200000001","0","1","0","0","50000","0","0","0","0","6000000","0","0","0","60","25000","0"
"0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","323","750001207","210805","400","0","0","200","0","200","50000","0","萬能人偶","200000001","0","1","0","0","50000","0","0","0","0","12000000","0","0","0","60","25000","0"
"0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","323","750001208","210803","400","0","0","200","0","200","50000","0","萬能人偶","200000001","0","1","0","0","50000","0","0","0","0","4500000","0","0","0","60","25000","0"
"0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","323","750001209","210804","400","0","0","200","0","200","50000","0","萬能人偶","200000001","0","1","0","0","50000","0","0","0","0","9000000","0","0","0","60","25000","0"
"0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","323","750001210","210805","400","0","0","200","0","200","50000","0","萬能人偶","200000001","0","1","0","0","50000","0","0","0","0","18000000","0","0","0","60","25000","0"
"0","0","0","0","0","9000","0","1","0","0","0","0","0","0","250","500","750001211","217300","100","0","0","0","0","0","0","0","爆裂敵人","300000008","150","1","0","0","100","0","0","0","100","1000000","0","0","0","100","0","0"
"34000","0","0","0","0","0","0","1","0","0","0","0","0","0","0","450","760100101","309805","38000","30","0","360","0","360","38000","0","霸瞳皇帝","300000008","0","1","38000","0","38000","0","0","0","38000","40000000","0","0","0","100","34000","0"
"0","0","0","0","0","9000","0","1","0","0","0","0","0","0","250","500","760100102","217300","200","0","0","0","0","0","0","0","爆裂敵人","300000009","150","1","0","0","200","0","0","0","100","1000000","0","0","0","100","0","0"
"38000","0","0","0","0","0","0","1","0","0","0","0","0","0","0","453","760100201","309805","41000","30","0","420","0","420","41000","0","霸瞳皇帝","300000008","0","1","41000","0","41000","0","0","0","41000","60000000","0","0","0","100","38000","0"
"0","0","0","0","0","9000","0","1","0","0","0","0","0","0","250","500","760100202","217300","200","0","0","0","0","0","0","0","爆裂敵人","300000009","150","1","0","0","200","0","0","0","100","1000000","0","0","0","100","0","0"
"42000","0","0","0","0","0","0","1","0","0","0","0","0","0","0","456","760100301","309805","44000","30","0","480","0","480","44000","0","霸瞳皇帝","300000008","0","1","44000","0","44000","0","0","0","44000","80000000","0","0","0","100","42000","0"
"0","0","0","0","0","9000","0","1","0","0","0","0","0","0","250","500","760100302","217300","200","0","0","0","0","0","0","0","爆裂敵人","300000009","150","1","0","0","200","0","0","0","100","1000000","0","0","0","100","0","0"
"46000","0","0","0","0","0","0","1","0","0","0","0","0","0","0","459","760100401","309805","47000","30","0","540","0","540","47000","0","霸瞳皇帝","300000008","0","1","47000","0","47000","0","0","0","47000","100000000","0","0","0","100","46000","0"
"0","0","0","0","0","9000","0","1","0","0","0","0","0","0","250","500","760100402","217300","200","0","0","0","0","0","0","0","爆裂敵人","300000009","150","1","0","0","200","0","0","0","100","1000000","0","0","0","100","0","0"
"50000","0","0","0","0","0","0","1","0","0","0","0","0","0","0","462","760100501","309805","50000","30","0","600","0","600","50000","0","霸瞳皇帝","300000008","0","1","50000","0","50000","0","0","0","50000","120000000","0","0","0","100","50000","0"
"0","0","0","0","0","9000","0","1","0","0","0","0","0","0","250","500","760100502","217300","200","0","0","0","0","0","0","0","爆裂敵人","300000009","150","1","0","0","200","0","0","0","100","1000000","0","0","0","100","0","0"
"0","0","0","0","0","38000","0","1","0","0","0","0","0","0","0","450","760200101","313902","38000","60","38000","360","0","360","38000","0","贊恩","300000008","0","1","38000","0","38000","0","0","0","38000","50000000","0","0","0","100","7000","0"
"0","0","0","0","0","9000","0","1","0","0","0","0","0","0","250","500","760200102","217300","150","0","0","0","0","0","0","0","爆裂敵人","300000009","150","1","0","0","150","0","0","0","50","1000000","0","0","0","100","0","0"
"0","0","0","0","0","41000","0","1","0","0","0","0","0","0","0","453","760200201","313902","41000","60","41000","420","0","420","41000","0","贊恩","300000008","0","1","41000","0","41000","0","0","0","41000","65000000","0","0","0","100","9000","0"
"0","0","0","0","0","9000","0","1","0","0","0","0","0","0","250","500","760200202","217300","150","0","0","0","0","0","0","0","爆裂敵人","300000009","150","1","0","0","150","0","0","0","50","1000000","0","0","0","100","0","0"
"0","0","0","0","0","44000","0","1","0","0","0","0","0","0","0","456","760200301","313902","44000","60","44000","480","0","480","44000","0","贊恩","300000008","0","1","44000","0","44000","0","0","0","44000","80000000","0","0","0","100","11000","0"
"0","0","0","0","0","9000","0","1","0","0","0","0","0","0","250","500","760200302","217300","150","0","0","0","0","0","0","0","爆裂敵人","300000009","150","1","0","0","150","0","0","0","50","1000000","0","0","0","100","0","0"
"0","0","0","0","0","47000","0","1","0","0","0","0","0","0","0","459","760200401","313902","47000","60","47000","540","0","540","47000","0","贊恩","300000008","0","1","47000","0","47000","0","0","0","47000","95000000","0","0","0","100","13000","0"
"0","0","0","0","0","9000","0","1","0","0","0","0","0","0","250","500","760200402","217300","150","0","0","0","0","0","0","0","爆裂敵人","300000009","150","1","0","0","150","0","0","0","50","1000000","0","0","0","100","0","0"
"0","0","0","0","0","50000","0","1","0","0","0","0","0","0","0","462","760200501","313902","50000","60","50000","600","0","600","50000","0","贊恩","300000008","0","1","50000","0","50000","0","0","0","50000","110000000","0","0","0","100","15000","0"
"0","0","0","0","0","9000","0","1","0","0","0","0","0","0","250","500","760200502","217300","150","0","0","0","0","0","0","0","爆裂敵人","300000009","150","1","0","0","150","0","0","0","50","1000000","0","0","0","100","0","0"
