57e55e2fbd3610510ccc5724cf48b7d426714ceb27e392cd68fbc53a79e053d1,197600f6385690575cff97fe8df1c2a04a21f3823e77ce8b8eea93ee636288b5,0d709e8227f2fc68c6b79aa9f8a8e92ad7b7dc15306b5839ac30e27fea0936bb,cb175dd7235b5e1de54952915c5d36ec424e2ef49b80e3c8c1b73ee584e6cea7,ede23212eb5c4d8ba215343fb8d990145d4a5137c80ee82048dc4ab392086551,83028b4a491903d133ac7cf7f019de638d933e703797122f951862cd6861b012,7fa5de611ef3ec2ca3ca98572cd5e9b2d994d9adace5145b56ec747d81fefa2b,0e38bf737c9daf20682de160db67be59775e0eb0d86f0467c1aa60e37bd97118,6ef0f97f283ad5fd241c794f815759c4bc1749019be73f80ee6ad83c2b13202e,ffd48447982d2e0a0f8cd3f178842007c4eec9f03d5e9a5e85f8e8593608d7b6,6f9a66d009fa069dafad3911c56bba0a59fb0e9f60de852aaa4ff64bc0b64872,b36315c550aa673d09a80ef27e931eedcc77b5b60a198950588ed2fb6f3c84c5,c2442d752d5745f3c2a84dc3cc9f3bacf096cefde6148ebcbd6b321ddd23c435,b50da6ab541ccd946cd6fc0a53c5dd72a8b23ca312d28604af70316d625fb685,f2580aca2ae063824640f32cf42c80b8367ac0e984095959a220e0a88f177af7,e2b6bb39ff29ac88efaa69ec420b2cad3e712a8746a2babca5eaef9901f3509c,7277426a8c65afbfb4e2dc12a803eb70865012d32310b93df4c43702c69cd82d,db930170886a8998aadbc254195e679e44cd1a2783988241a1d318d3950f268f,4862fcc742fd96686ef89c3494c7c055eb6cb7007ade5e91f21057f17a6c5c4c,605aa4b4375eabad127463f85e7ac097dcbdc5f54f4c2fbf54cc6e9682f998dc,efa0d256c55ed50b4b3d81f8b8c59584db1c20312ef54e2b4dd9b76d21f5619c,3fa63921d2ca756caab0ae56713b28186b17b5a0ee6ebb0f0cb6ca91019f186e,a37568e10e93b5b621fd1ba2387359fc2dd41a8773467a4ff3ea534bce059c32,7feef42e1dfb913eb5109ac3a16e9dad6e9190f6c4f3578622dcc2f1a6316952,750fad5aa3a8f0f73d5081d875d9300edf3653208dc72035a026e652784032d1,9ee1ad96f70401a8d49691f80a892e87f2ff032c4edae078b1c39913cc4669c6,a7fcb47552bd0397c06f718813b14eef07ba71406e9f1b51e815705c8b60f44f,13cedbcb50caebe209fc831eaff37bbaf2504a31873652aa36816764889ae5d6,12f76c8f80bc4cf5eecb73013b15ce87e8ea831f1a56483bacb34e4efbdf62c7,7e647450dd8208493826ffe1dc994c6f3b74fb45e1fcca2161a8d2e75f1484c9,71a68bdba9d2aac9816ea2d36781644bb543b8accc75d1e97d20b9920d20fd99,1f1a924818480930a4fae6c6cd8ed6662674e399cbdca34f9d7ad90c83d29039,48e6975452b269f293da27529175b5ab557b7911a7bef2159eb66867b9f70520,199257311d18f5ecf754f06f0a50134f62f5091d317396bca8c98a66c6ad5e0b,b081f3b132e236884f57d3aef7d7b9cf78aa7716f3f916ccbdcce3ae6d32759a,6c0a938203ae0ccc796cc90e09fdffa93378c0a42a734b2d77b8789df772dd22,9b405ca2ded3bff70f8dbe28aad65dd10037c1bb3567d072eae6a26d344b0d78,1df9a2a69e27f36c24d6839bd2745deba000eba88e0dd18afbe9220e84a21427,d3ccf64667b96fb14f083f1e6991527ba4b4e506ef80dc4397196733eb8d0235,1c0d5e00195758508b488d4b11f294b6dc32ed83531850ef5ed9534652545d1f,c208473b8e01485354d67e41146f793298dd41eb6b8d9c0de995e8bb60b0bfc6
"8","0","2","0","1","91002","1","140000","0","0","1","4","5","0","4","123311","13900","1","0","0","0","50001","0","4","0","0","0","2","0","12","6","1","20001","1","2100120","94002","0","0","1","0","100"
"4","0","0","0","1","123341","1","91002","0","0","1","12","14000","0","1","94002","4","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100121","20001","0","0","30","0","5"
"4","0","0","0","1","113342","1","91002","0","0","1","12","14100","0","1","94002","4","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100122","20001","0","0","30","0","5"
"4","0","0","0","1","123343","1","91002","0","0","1","12","14200","0","1","94002","4","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100123","20001","0","0","30","0","5"
"4","0","0","0","1","123371","1","91002","0","0","1","12","14300","0","1","94002","4","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100124","20001","0","0","30","0","5"
"4","0","0","0","1","113372","1","91002","0","0","1","12","14400","0","1","94002","4","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100125","20001","0","0","30","0","5"
"4","0","0","0","1","113401","1","91002","0","0","1","12","14500","0","1","94002","4","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100126","20001","0","0","30","0","5"
"4","0","0","0","1","113431","1","91002","0","0","1","12","14600","0","1","94002","4","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100127","20001","0","0","30","0","5"
"4","0","0","0","1","123432","1","91002","0","0","1","12","14700","0","1","94002","4","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100128","20001","0","0","30","0","5"
"4","0","0","0","1","123461","1","91002","0","0","1","12","14800","0","1","94002","4","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100129","20001","0","0","30","0","5"
"8","0","2","0","1","91002","1","140000","0","0","1","2","2","0","4","31032","14900","1","0","0","0","50001","0","4","0","0","0","2","0","12","6","1","20001","1","2100130","94002","0","0","1","0","100"
"4","0","0","0","1","123491","1","91002","0","0","1","12","15000","0","1","94002","5","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100131","20001","0","0","30","0","5"
"4","0","0","0","1","113521","1","91002","0","0","1","12","15100","0","1","94002","5","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100132","20001","0","0","30","0","5"
"4","0","0","0","1","113522","1","91002","0","0","1","12","15200","0","1","94002","5","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100133","20001","0","0","30","0","5"
"4","0","0","0","1","113551","1","91002","0","0","1","12","15300","0","1","94002","5","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100134","20001","0","0","30","0","5"
"4","0","0","0","1","113552","1","91002","0","0","1","12","15400","0","1","94002","5","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100135","20001","0","0","30","0","5"
"4","0","0","0","1","113553","1","91002","0","0","1","12","15500","0","1","94002","5","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100136","20001","0","0","30","0","5"
"4","0","0","0","1","113581","1","91002","0","0","1","12","15600","0","1","94002","5","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100137","20001","0","0","30","0","5"
"4","0","0","0","1","123582","1","91002","0","0","1","12","15700","0","1","94002","5","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100138","20001","0","0","30","0","5"
"4","0","0","0","1","113611","1","91002","0","0","1","12","15800","0","1","94002","5","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100139","20001","0","0","30","0","5"
"8","0","2","0","1","91002","1","140000","0","0","1","2","2","0","5","31023","15900","1","0","0","0","50001","0","4","0","0","0","2","0","12","6","1","20001","1","2100140","94002","0","0","1","0","100"
"4","0","0","0","1","123583","1","91002","0","0","1","12","16000","0","1","94002","5","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100141","20001","0","0","30","0","5"
"4","0","0","0","1","123612","1","91002","0","0","1","12","16100","0","1","94002","5","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100142","20001","0","0","30","0","5"
"4","0","0","0","1","113614","1","91002","0","0","1","12","16200","0","1","94002","5","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100143","20001","0","0","30","0","5"
"4","0","0","0","1","114222","1","91002","0","0","1","12","16300","0","1","94002","5","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100144","20001","0","0","30","0","5"
"4","0","0","0","1","124251","1","91002","0","0","1","12","16400","0","1","94002","5","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100145","20001","0","0","30","0","5"
"4","0","0","0","1","114252","1","91002","0","0","1","12","16500","0","1","94002","5","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100146","20001","0","0","30","0","5"
"4","0","0","0","1","114281","1","91002","0","0","1","12","16600","0","1","94002","5","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100147","20001","0","0","30","0","5"
"4","0","0","0","1","124311","1","91002","0","0","1","12","16700","0","1","94002","5","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100148","20001","0","0","30","0","5"
"4","0","0","0","1","114341","1","91002","0","0","1","12","16800","0","1","94002","5","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100149","20001","0","0","30","0","5"
"8","0","2","0","1","91002","1","140000","0","0","1","2","3","0","5","31049","16900","1","0","0","0","50001","0","4","0","0","0","2","0","12","6","1","20001","1","2100150","94002","0","0","1","0","100"
"4","0","0","0","1","124101","1","91002","0","0","1","12","17000","0","2","94002","8","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100151","20001","0","0","30","0","5"
"4","0","0","0","1","114102","1","91002","0","0","1","12","17100","0","2","94002","8","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100152","20001","0","0","30","0","5"
"4","0","0","0","1","124131","1","91002","0","0","1","12","17200","0","2","94002","8","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100153","20001","0","0","30","0","5"
"4","0","0","0","1","114132","1","91002","0","0","1","12","17300","0","2","94002","8","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100154","20001","0","0","30","0","5"
"4","0","0","0","1","124161","1","91002","0","0","1","12","17400","0","2","94002","8","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100155","20001","0","0","30","0","5"
"4","0","0","0","1","114162","1","91002","0","0","1","12","17500","0","2","94002","8","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100156","20001","0","0","30","0","5"
"4","0","0","0","1","114191","1","91002","0","0","1","12","17600","0","2","94002","8","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100157","20001","0","0","30","0","5"
"4","0","0","0","1","124192","1","91002","0","0","1","12","17700","0","2","94002","8","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100158","20001","0","0","30","0","5"
"4","0","0","0","1","114221","1","91002","0","0","1","12","17800","0","2","94002","8","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100159","20001","0","0","30","0","5"
"8","0","2","0","1","91002","1","140000","0","0","1","2","3","0","8","31053","17900","1","0","0","0","50001","0","4","0","0","0","2","0","12","6","2","20001","1","2100160","94002","0","0","1","0","100"
"4","0","0","0","1","124101","1","91002","0","0","1","12","18000","0","2","94002","8","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100161","20001","0","0","30","0","5"
"4","0","0","0","1","114102","1","91002","0","0","1","12","18100","0","2","94002","8","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100162","20001","0","0","30","0","5"
"4","0","0","0","1","124131","1","91002","0","0","1","12","18200","0","2","94002","8","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100163","20001","0","0","30","0","5"
"4","0","0","0","1","124071","1","91002","0","0","1","12","18300","0","2","94002","8","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100164","20001","0","0","30","0","5"
"4","0","0","0","1","114011","1","91002","0","0","1","12","18400","0","2","94002","8","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100165","20001","0","0","30","0","5"
"4","0","0","0","1","114072","1","91002","0","0","1","12","18500","0","2","94002","8","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100166","20001","0","0","30","0","5"
"4","0","0","0","1","114041","1","91002","0","0","1","12","18600","0","2","94002","8","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100167","20001","0","0","30","0","5"
"4","0","0","0","1","124042","1","91002","0","0","1","12","18700","0","2","94002","8","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100168","20001","0","0","30","0","5"
"4","0","0","0","1","114012","1","91002","0","0","1","12","18800","0","2","94002","8","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100169","20001","0","0","30","0","5"
"8","0","2","0","1","91002","1","140000","0","0","1","2","3","0","8","31011","18900","1","0","0","0","50001","0","4","0","0","0","2","0","12","6","2","20001","1","2100170","94002","0","0","1","0","100"
"4","0","0","0","1","124282","1","91002","0","0","1","12","19000","0","2","94002","8","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100171","20001","0","0","30","0","5"
"4","0","0","0","1","114222","1","91002","0","0","1","12","19100","0","2","94002","8","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100172","20001","0","0","30","0","5"
"4","0","0","0","1","124312","1","91002","0","0","1","12","19200","0","2","94002","8","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100173","20001","0","0","30","0","5"
"4","0","0","0","1","124342","1","91002","0","0","1","12","19300","0","2","94002","8","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100174","20001","0","0","30","0","5"
"4","0","0","0","1","114252","1","91002","0","0","1","12","19400","0","2","94002","8","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100175","20001","0","0","30","0","5"
"4","0","0","0","1","124372","1","91002","0","0","1","12","19500","0","2","94002","8","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100176","20001","0","0","30","0","5"
"4","0","0","0","1","114132","1","91002","0","0","1","12","19600","0","2","94002","8","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100177","20001","0","0","30","0","5"
"4","0","0","0","1","124432","1","91002","0","0","1","12","19700","0","2","94002","8","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100178","20001","0","0","30","0","5"
"4","0","0","0","1","124522","1","91002","0","0","1","12","19800","0","2","94002","8","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100179","20001","0","0","30","0","5"
"8","0","2","0","1","91002","1","140000","0","0","1","2","3","0","8","31036","19900","1","0","0","0","50001","0","4","0","0","0","2","0","12","6","2","20001","1","2100180","94002","0","0","1","0","100"
"4","0","0","0","1","114162","1","91002","0","0","1","12","20000","0","2","94002","8","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100181","20001","0","0","30","0","5"
"4","0","0","0","1","124042","1","91002","0","0","1","12","20100","0","2","94002","8","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100182","20001","0","0","30","0","5"
"4","0","0","0","1","114102","1","91002","0","0","1","12","20200","0","2","94002","8","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100183","20001","0","0","30","0","5"
"4","0","0","0","1","114072","1","91002","0","0","1","12","20300","0","2","94002","8","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100184","20001","0","0","30","0","5"
"4","0","0","0","1","124192","1","91002","0","0","1","12","20400","0","2","94002","8","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100185","20001","0","0","30","0","5"
"4","0","0","0","1","114012","1","91002","0","0","1","12","20500","0","2","94002","8","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100186","20001","0","0","30","0","5"
"4","0","0","0","1","124282","1","91002","0","0","1","12","20600","0","2","94002","8","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100187","20001","0","0","30","0","5"
"4","0","0","0","1","114222","1","91002","0","0","1","12","20700","0","2","94002","8","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100188","20001","0","0","30","0","5"
"4","0","0","0","1","124312","1","91002","0","0","1","12","20800","0","2","94002","8","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100189","20001","0","0","30","0","5"
"8","0","2","0","1","91002","1","140000","0","0","1","2","3","0","8","31044","20900","1","0","0","0","50001","0","4","0","0","0","2","0","12","6","2","20001","1","2100190","94002","0","0","1","0","100"
"4","0","0","0","1","124342","1","91002","0","0","1","12","21000","0","2","94002","8","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100191","20001","0","0","30","0","5"
"4","0","0","0","1","114252","1","91002","0","0","1","12","21100","0","2","94002","8","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100192","20001","0","0","30","0","5"
"4","0","0","0","1","124372","1","91002","0","0","1","12","21200","0","2","94002","8","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100193","20001","0","0","30","0","5"
"4","0","0","0","1","114132","1","91002","0","0","1","12","21300","0","2","94002","8","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100194","20001","0","0","30","0","5"
"4","0","0","0","1","124432","1","91002","0","0","1","12","21400","0","2","94002","8","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100195","20001","0","0","30","0","5"
"4","0","0","0","1","124522","1","91002","0","0","1","12","21500","0","2","94002","8","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100196","20001","0","0","30","0","5"
"4","0","0","0","1","114162","1","91002","0","0","1","12","21600","0","2","94002","8","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100197","20001","0","0","30","0","5"
"4","0","0","0","1","124042","1","91002","0","0","1","12","21700","0","2","94002","8","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100198","20001","0","0","30","0","5"
"4","0","0","0","1","114102","1","91002","0","0","1","12","21800","0","2","94002","8","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100199","20001","0","0","30","0","5"
"8","0","2","0","1","91002","1","140000","0","0","1","2","3","0","8","31023","21900","1","0","0","0","50001","0","4","0","0","0","2","0","12","6","2","20001","1","2100200","94002","0","0","1","0","100"
"4","0","0","0","1","114072","1","91002","0","0","1","12","22000","0","2","94002","8","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100201","20001","0","0","30","0","5"
"4","0","0","0","1","124192","1","91002","0","0","1","12","22100","0","2","94002","8","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100202","20001","0","0","30","0","5"
"4","0","0","0","1","114012","1","91002","0","0","1","12","22200","0","2","94002","8","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100203","20001","0","0","30","0","5"
"4","0","0","0","1","124282","1","91002","0","0","1","12","22300","0","2","94002","8","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100204","20001","0","0","30","0","5"
"4","0","0","0","1","114222","1","91002","0","0","1","12","22400","0","2","94002","8","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100205","20001","0","0","30","0","5"
"4","0","0","0","1","124312","1","91002","0","0","1","12","22500","0","2","94002","8","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100206","20001","0","0","30","0","5"
"4","0","0","0","1","124342","1","91002","0","0","1","12","22600","0","2","94002","8","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100207","20001","0","0","30","0","5"
"4","0","0","0","1","114252","1","91002","0","0","1","12","22700","0","2","94002","8","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100208","20001","0","0","30","0","5"
"4","0","0","0","1","124372","1","91002","0","0","1","12","22800","0","2","94002","8","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100209","20001","0","0","30","0","5"
"8","0","2","0","1","91002","1","140000","0","0","1","2","3","0","8","31037","22900","1","0","0","0","50001","0","4","0","0","0","2","0","12","6","2","20001","1","2100210","94002","0","0","1","0","100"
"4","0","0","0","1","114132","1","91002","0","0","1","12","23000","0","2","94002","8","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100211","20001","0","0","30","0","5"
"4","0","0","0","1","124432","1","91002","0","0","1","12","23100","0","2","94002","8","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100212","20001","0","0","30","0","5"
"4","0","0","0","1","124522","1","91002","0","0","1","12","23200","0","2","94002","8","0","0","0","0","0","0","8","0","0","0","2","0","2","1","0","50001","1","2100213","20001","0","0","30","0","5"
