a5df53e1bfd9983594614dbf25d275aaf23b7d4f980f1543fc5080648bcca976,3bb79b6a0c0bb37d76f763cb18b60134256560daa865e3184a9c650785d92533,bcdee6ba7cc669e244f314974a3f494ce871f8f439f60ae48e0b88c6323972b1,e6fb838b8840c675e3e376c70568c8098d5159e44735e11d45e2391ed0ceeab3,37fd5f57b7ba695ce4c7710c5bfa88b0c814f201dcab1051ca752d11698efbf6,0ab553debb5df258cab8b0acf7b252539aa0f835c847895ab8ddaf09414471d2,87f22c4f83eb306fdd9f3d5d25ebd02d2af8c41c722a128308d3fa4bec7db0e1,54dc62b122da45362985f41887b07e3cecd01a5371910845449a6843495fda09,663099c1319e683393788b187065df4681a4d317467aae8d037ca648ef312cf9,a644dcb878c3fd002c1cdb1a62ed511fb266ad88a7f1cbe964708b166d07b7dc,87f512f521935a7714db16449fa6d5af3ac552f4f21f84afb3bf8a210fdf9765,77973ee788f0d07008442e3576e71d435569e919fbfe78af201786a12aebe9b4,77256439dd3625a29c5fad4815b65db8ab6a12b53179654f5dbc0b7ba5a68b0c
"1","1301","1","0","11130101","重整心情！","0","0","0","2","vo_minigame_1012_incorrect_107","2","0"
"1","1301","1","0","11130102","也會有這種事啊！","0","0","0","9","vo_minigame_1012_incorrect_108","9","0"
"1","1301","1","0","11130103","那樣子不行喔！","0","0","0","4","vo_minigame_1012_incorrect_109","4","0"
"1","1302","1","20000","11130201","時間到了！","0","0","0","4","vo_minigame_1012_incorrect_116","4","-1"
"1","1302","1","20000","11130202","不是，你回答啊！","0","0","0","5","vo_minigame_1012_incorrect_117","5","-1"
"1","1303","1","0","11130301","好難啊……","0","6","0.01","3","vo_minigame_1012_incorrect_118","3","0"
"1","1303","1","0","11130302","難度真高……","0","0","0","4","vo_minigame_1012_incorrect_119","4","0"
"1","1304","1","0","11130401","不能忘記喔！","0","0","0","2","vo_minigame_1012_incorrect_123","2","0"
"1","1305","1","0","11130501","不是全錯呢！","0","0","0","1","vo_minigame_1012_incorrect_126","1","0"
"1","3001","1","10","11300101","呵呵，全都答對囉！\n你好像努力地學習了呢，\n真佩服♪","1","4","3.18","7","vo_minigame_1012_result_1000","8","10"
"1","3001","1","10","11300102","太厲害了……全部答對囉！\n不過，這也是當然的吧～\n因為是我教你的嘛♪","1","10","3.33","8","vo_minigame_1012_result_1001","7","10"
"1","3001","1","10","11300103","全對！拍手拍手拍手～♪\n這個難度已經很完美了吧？\n下次挑戰更難的題目吧！\n你一定可以的！","1","10","5.41","8","vo_minigame_1012_result_1002","1","10"
"1","3001","1","10","11300104","喔……選了很難的題目，\n但還能全對，很厲害嘛！！\n你實在太厲害了……！\n比完美還完美！","2","10","8.11","5","vo_minigame_1012_result_1003","8","10"
"1","3001","1","10","11300105","答對……答對……全部答對！\n題目這麼難還全對……！\n好驚訝……\n你是什麼時候讀了這麼多東西的！","2","0","1.31","10","vo_minigame_1012_result_1004","5","10"
"1","3001","1","10","11300106","看你完美地答對了這麼多題，\n讓我有點不甘心呢……！\n但我還是要坦率地讚美你！\n了不起，了不起，了不起～！","2","0","4.93","9","vo_minigame_1012_result_1005","8","10"
"1","3001","1","10","11300107","好厲害……你答得太完美了！\n保持這樣到下次考試，\n你拿學年第一可能也不是夢了！\n真令人期待～♪","3","4","2.99","5","vo_minigame_1012_result_1006","8","10"
"1","3001","1","10","11300108","滿分喔！呵呵。\n我已經沒東西能教你了……！\n反而希望你能教我呢！\n……好嗎，老師♪","3","4","8.37","8","vo_minigame_1012_result_1007","7","10"
"1","3001","1","10","11300109","全、部、答、對！\n裡面有超多難題耶，你好厲害……！\n難不成……\n你是天才！？","3","8","5.32","7","vo_minigame_1012_result_1008","5","10"
"1","3001","1","7","11300110","喔！分數很好看呢～！\n這下教你也有價值了♪\n好了，還要繼續學習喔！","1","4","4.77","7","vo_minigame_1012_result_1009","1","9"
"1","3001","1","7","11300111","嗯，拿到的分數很不錯！\n保持這個狀態，\n下次想看你拿滿分呢！","1","4","2.97","8","vo_minigame_1012_result_1010","7","9"
"1","3001","1","7","11300112","啊～好可惜！\n差一點就滿分了！\n下次一定可以很完美的！\n加油吧！","1","0","3.47","5","vo_minigame_1012_result_1011","1","9"
"1","3001","1","7","11300113","好厲害，你答對了很多喔！\n題目這麼難，你很行嘛！\n之後就以滿分為目標吧！","2","4","5.32","8","vo_minigame_1012_result_1012","7","9"
"1","3001","1","7","11300114","嗯，很不錯喔！\n看來完～全不用擔心你會不及格呢♪\n但還是不會讓你停止學習的！","2","10","6.49","8","vo_minigame_1012_result_1013","7","9"
"1","3001","1","7","11300115","啊～\n只差一點點就能全部答對的說！\n雖然題目很難但你沒問題的，\n下次可以以滿分為目標！","2","0","3.56","5","vo_minigame_1012_result_1014","1","9"
"1","3001","1","7","11300116","嗯，幾乎都答對囉！\n裡面這麼多困難的題目，\n你很厲害嘛！\n你果然不是個普通人！","3","10","5.67","8","vo_minigame_1012_result_1015","1","9"
"1","3001","1","7","11300117","感覺你很紮實地在進步嘛？\n如果是你的話，即使面對難題，\n總有一天搞不好也能拿滿分…………！","3","10","2.85","7","vo_minigame_1012_result_1016","1","9"
"1","3001","1","7","11300118","哇啊～好可惜！\n差一點就滿分了！\n不過連我也有不會的難題，\n你拿這個分數已經可以抬頭挺胸了！","3","0","3.88","5","vo_minigame_1012_result_1017","1","9"
"1","3001","1","4","11300119","答對率一半左右啊～\n是不差啦，\n不過是你的話，應該不只這樣吧？","1","0","4.12","3","vo_minigame_1012_result_1018","1","6"
"1","3001","1","4","11300120","嗯～我就老實說了，\n這分數很不上不下呢……\n不過沒關係！\n接下來要咻咻咻地提高分數喔！","1","0","4.34","9","vo_minigame_1012_result_1019","1","6"
"1","3001","1","4","11300121","嗯～老實說這分數有點讓人不滿意呢！\n我對你抱有很大的期待，\n再更加油一些吧！","1","0","3.15","3","vo_minigame_1012_result_1020","1","6"
"1","3001","1","4","11300122","答對率一半左右啊……\n題目很難所以也沒辦法呢……\n不過你一定能更進步的！\n因為有我陪著你！","2","0","5.3","9","vo_minigame_1012_result_1021","1","6"
"1","3001","1","4","11300123","嗯，答得還行嘛！\n繼續努力學習，\n以更高的分數為目標吧！","2","0","2.55","8","vo_minigame_1012_result_1022","1","6"
"1","3001","1","4","11300124","題目很難，\n但看這個答對率，\n算是有在讀書的吧！\n不過可不能滿足於這種程度喔！？","2","0","4.19","1","vo_minigame_1012_result_1023","7","6"
"1","3001","1","4","11300125","題目這麼難卻答對了一半左右，\n你很厲害嘛♪\n保持這個步調，\n繼續提升實力吧！","3","0","3.43","7","vo_minigame_1012_result_1024","1","6"
"1","3001","1","4","11300126","好，拿到了平均分數！\n看你好像有好好學習，\n那我就安心了～♪","3","0","0","1","vo_minigame_1012_result_1025","1","6"
"1","3001","1","4","11300127","裡面都是難題，\n這個答對率很不得了喔！\n不過，如果你還想拿更高的分數，\n那我可以陪你讀書！","3","0","3.72","8","vo_minigame_1012_result_1026","7","6"
"1","3001","1","1","11300128","原來如此……\n看來很值得教你呢，\n我會徹底鞭策你的，\n做好覺悟吧！","1","1","3.5","3","vo_minigame_1012_result_1027","2","3"
"1","3001","1","1","11300129","喂，\n你完全不行嘛！\n……你不會要跟我說\n你已經拿出真本事了吧～？","1","1","3.25","4","vo_minigame_1012_result_1028","2","3"
"1","3001","1","1","11300130","唔嗯……\n即使隨便回答，\n答對率也差不多是這樣吧？\n看來我得認真教你了……！","1","0","4.62","3","vo_minigame_1012_result_1029","2","3"
"1","3001","1","1","11300131","……也、也對啦，\n這題目對你來說可能太難了，\n慢慢來就行了，\n一起提升實力吧！","2","0","4.5","9","vo_minigame_1012_result_1030","1","3"
"1","3001","1","1","11300132","嗯……蠻多答錯的呢……\n要繼續作答也可以，\n但從簡單的題目重新來過，\n也是種選項喔～？","2","9","0.01","3","vo_minigame_1012_result_1031","3","3"
"1","3001","1","1","11300133","唉呀呀，這對你來說，\n有點太難了嗎……？\n再重來一次吧！","2","9","0.01","9","vo_minigame_1012_result_1032","9","3"
"1","3001","1","1","11300134","唔嗯……真是遺憾的結果……\n題目超難也無可奈何，\n不要勉強，從簡單的題目開始挑戰\n搞不好也不錯喔？","3","6","0.01","3","vo_minigame_1012_result_1033","3","3"
"1","3001","1","1","11300135","答對率很低呢……\n畢竟題目很難嘛……！\n我很欣賞你的挑戰精神喔！","3","0","2.97","3","vo_minigame_1012_result_1034","9","3"
"1","3001","1","1","11300136","總算是避免拿到0分了……\n不過裡面都是難題就是了，\n繼續加油吧！","3","0","3.1","3","vo_minigame_1012_result_1035","1","3"
"1","3001","1","0","11300137","……你啊，換個角度來想，\n要考0分也是很難的喔！？\n你應該不是\n故意考這樣的對吧～！？","1","1","4.31","6","vo_minigame_1012_result_1036","2","0"
"1","3001","1","0","11300138","0分是……\n你是來鬧的嗎！？\n不好好作答的話，\n就用電擊魔法伺候喔！？","1","1","0.1","2","vo_minigame_1012_result_1037","2","0"
"1","3001","1","0","11300139","搞不好你其實\n不適合讀書呢……\n……學習不是一切，\n就在其他方面努力吧！","1","9","4.23","9","vo_minigame_1012_result_1038","3","0"
"1","3001","1","0","11300140","我不會生氣，你說實話吧？\n……你是亂回答的對吧？\n快點，老實地……\n說、出、來、吧？","2","0","4.38","3","vo_minigame_1012_result_1039","2","0"
"1","3001","1","0","11300141","你的分數是～～\n……好！0分！！\n……呃，開什麼玩笑──！！！","2","0","3.58","8","vo_minigame_1012_result_1040","2","0"
"1","3001","1","0","11300142","0分是怎麼回事！？\n不是，從反面來看你很厲害喔！？\n畢竟閉著眼睛考，\n也能拿個1分啊！","2","1","2.02","4","vo_minigame_1012_result_1041","2","0"
"1","3001","1","0","11300143","唉呀……很遺憾，是0分喔。\n可能有點太難了吧……\n……不過也是會有這種事的！\n別太喪氣！","3","9","5.53","9","vo_minigame_1012_result_1042","1","0"
"1","3001","1","0","11300144","雖說題目相當難，\n但0分還是讓人有點落寞呢……\n不過要反向思考！\n你以後只會更加成長的！","3","9","4.4","3","vo_minigame_1012_result_1043","1","0"
"1","3001","1","0","11300145","0分啊……嗯，抱歉……\n我想不到要怎麼安慰你！\n……算了，還有下一次，\n來轉換心情吧！","3","0","5.35","3","vo_minigame_1012_result_1044","1","0"
"2","1201","1","0","12120101","OK！","0","0","0","8","vo_minigame_1012_correct_132","8","0"
"2","1201","1","0","12120102","對了！","0","0","0","7","vo_minigame_1012_correct_133","7","0"
"2","1201","1","0","12120103","很好！","0","0","0","7","vo_minigame_1012_correct_134","7","0"
"2","1202","1","0","12120201","真的假的！？","0","0","0","5","vo_minigame_1012_correct_135","5","3000"
"2","1202","1","0","12120202","哦～！","0","0","0","10","vo_minigame_1012_correct_136","10","3000"
"2","1202","1","3001","12120203","就是這樣！","0","0","0","7","vo_minigame_1012_correct_137","7","6000"
"2","1202","1","13333","12120204","要趕快囉！","0","0","0","1","vo_minigame_1012_correct_138","1","-1"
"2","1203","1","0","12120301","太厲害了！","0","0","0","5","vo_minigame_1012_correct_139","5","0"
"2","1204","1","0","12120401","輕鬆！","0","0","0","7","vo_minigame_1012_correct_141","7","0"
"2","1205","1","0","12120501","雪恥吧！","0","0","0","7","vo_minigame_1012_correct_140","7","0"
"2","1206","1","3","12120601","很好喔！","0","0","0","1","vo_minigame_1012_correct_142","1","-1"
"2","1207","1","3","12120701","還早得很！","0","0","0","2","vo_minigame_1012_correct_143","2","-1"
"2","1301","1","0","12130101","噗～！","0","0","0","2","vo_minigame_1012_incorrect_127","2","0"
"2","1301","1","0","12130102","不行～！","0","0","0","2","vo_minigame_1012_incorrect_128","2","0"
"2","1301","1","0","12130103","唉呀呀……！","0","0","0","9","vo_minigame_1012_incorrect_129","9","0"
"2","1302","1","0","12130201","不要急！","0","0","0","3","vo_minigame_1012_incorrect_130","3","3000"
"2","1302","1","0","12130202","慢慢來！","0","0","0","5","vo_minigame_1012_incorrect_131","5","3000"
"2","1302","1","3001","12130203","深呼吸！","0","0","0","2","vo_minigame_1012_incorrect_132","2","6000"
"2","1302","1","20000","12130204","好慢喔……！","0","0","0","3","vo_minigame_1012_incorrect_133","3","-1"
"2","1303","1","0","12130301","好難！","0","0","0","5","vo_minigame_1012_incorrect_134","5","0"
"2","1304","1","0","12130401","你忘了嗎？","0","0","0","6","vo_minigame_1012_incorrect_135","6","0"
"2","1305","1","0","12130501","下一題一定行！","0","0","0","2","vo_minigame_1012_incorrect_136","2","0"
"2","1701","1","20000","12170101","最後衝刺！","0","3","0.01","2","vo_minigame_1012_time_100","2","30000"
"2","1701","1","20000","12170102","馬上要結束了！","0","3","0.01","1","vo_minigame_1012_time_101","1","30000"
"2","3001","1","20","12300101","好，做得很好！\n你的基礎打得很完美了！\n下次也挑戰看看\n更難的題目吧！","1","10","3.74","7","vo_minigame_1012_result_1045","1","-1"
"2","3001","1","20","12300102","什麼嘛，\n你這是回答得欲罷不能嗎？\n簡單來說，你很厲害嘛！\n給你個獎勵小花！","1","0","3.85","1","vo_minigame_1012_result_1046","9","-1"
"2","3001","1","20","12300103","好厲害的分數……！\n你就是那種說自己沒讀書，\n其實偷偷拼命複習的類型吧！？","1","8","0.01","5","vo_minigame_1012_result_1047","5","-1"
"2","3001","1","20","12300104","讀書的成果，\n確實展現出來了嘛！\n身為你的老師，\n我也好驕傲呢～♪","2","4","2.86","8","vo_minigame_1012_result_1048","7","-1"
"2","3001","1","20","12300105","OK！已經很夠了！\n要是你再更加苦讀的話，\n我就沒必要教你了！","2","9","2.02","5","vo_minigame_1012_result_1049","3","-1"
"2","3001","1","20","12300106","你選了困難的題目，\n沒想到答對率這麼高……！\n不過還有更難的……\n下次就挑戰最難的吧！","2","0","4.46","5","vo_minigame_1012_result_1050","1","-1"
"2","3001","1","20","12300107","本來就覺得你很厲害了，\n沒想到你連學習都這麼完美……？\n難怪大家都對你著迷……\n不，什、什麼都沒有！！","3","7","6.85","5","vo_minigame_1012_result_1051","4","-1"
"2","3001","1","20","12300108","這個題目，\n是連我也要思考很久的超級難題……\n呵呵，那也只能稱讚你了！\n你做得很好喔！","3","0","3.79","5","vo_minigame_1012_result_1052","9","-1"
"2","3001","1","20","12300109","我才沒有臉紅！\n喜歡頭腦好的人……\n或覺得你很帥之類的……\n……我都沒這樣想喔！","3","7","0.01","4","vo_minigame_1012_result_1053","4","-1"
"2","3001","1","20","12300110","速度和答對率都很完美……\n無可挑剔的滿分！\n你未來會變成\n很不得了的人物吧！？","1","0","0","5","vo_minigame_1012_result_1054","5","-1"
"2","3001","1","20","12300112","速度和答對率都很完美……\n無可挑剔的滿分！\n你未來會變成\n很不得了的人物吧！？","2","0","0","5","vo_minigame_1012_result_1054","5","-1"
"2","3001","1","20","12300114","速度和答對率都很完美……\n無可挑剔的滿分！\n你未來會變成\n很不得了的人物吧！？","3","0","0","5","vo_minigame_1012_result_1054","5","-1"
"2","3001","1","15","12300116","喔喔～答對了很多呢！\n保持這個步調，\n以更好的分數為目標！","1","10","3","5","vo_minigame_1012_result_1056","7","19"
"2","3001","1","15","12300117","嗯，感覺很完美喔！\n看來你很認真讀書了，\n佩服佩服♪","1","10","0.01","8","vo_minigame_1012_result_1057","8","19"
"2","3001","1","15","12300118","咦？都拿這麼高分了，\n你還不滿足？\n那股上進心是怎麼回事……\n很好嘛！","1","0","4.01","5","vo_minigame_1012_result_1058","8","19"
"2","3001","1","15","12300119","速度和答對題數都很理想喔！\n喂喂，趁狀態這麼好，\n要不要以頂點為目標？","2","10","2.83","8","vo_minigame_1012_result_1059","7","19"
"2","3001","1","15","12300120","這種難度也能\n毫無阻礙地回答出來……\n你喔，\n真的是個狠角色……！","2","0","0","10","vo_minigame_1012_result_1060","10","19"
"2","3001","1","15","12300121","能回答出這麼多題目，\n讀書也變得很有趣吧♪\n來吧，還要繼續下去喔～！","2","4","3.66","8","vo_minigame_1012_result_1061","7","19"
"2","3001","1","15","12300122","你啊，考這個成績\n並不是僥倖吧……！\n能學會這麼多，\n真是不得了！","3","0","3.28","5","vo_minigame_1012_result_1062","8","19"
"2","3001","1","15","12300123","好厲害！成績非常好喔！\n對你來說，\n即使是這種難題也是輕而易舉？","3","0","2.7","8","vo_minigame_1012_result_1063","1","19"
"2","3001","1","15","12300124","你……\n該不會分數比我還高？\n我、我也得向你學習，\n好好讀書呢……！","3","9","3.98","5","vo_minigame_1012_result_1064","9","19"
"2","3001","1","10","12300131","嗯，分數很不錯喔！\n不過還能繼續努力吧？\n來，接著繼續吧！","1","0","2.51","7","vo_minigame_1012_result_1067","1","14"
"2","3001","1","10","12300132","雖然成績已經十分優秀了，\n但你一定能拿到更高分！\n來，努力念書吧！","1","0","4.16","1","vo_minigame_1012_result_1068","7","14"
"2","3001","1","10","12300133","嗯，不錯喔！\n保持這個步調，\n慢慢地增加答對題數吧！","1","0","2.07","8","vo_minigame_1012_result_1069","7","14"
"2","3001","1","10","12300134","裡面都是困難的題目，\n但成績還蠻不錯的嘛！\n你一定能達成目標的，\n可以對自己更有自信！","2","0","3.51","8","vo_minigame_1012_result_1070","1","14"
"2","3001","1","10","12300135","即使面對難題，基礎也很重要！\n保持這個狀態，\n繼續提升分數吧！","2","0","0","1","vo_minigame_1012_result_1071","1","14"
"2","3001","1","10","12300136","答對10題以上呢！\n咦？還不夠？\n呵呵，\n那要以更高分為目標嗎？","2","0","4.3","1","vo_minigame_1012_result_1072","7","14"
"2","3001","1","10","12300137","嗯，在這些難題下，\n拿到這個分數已經十分出色了！\n不過你的話，\n一定是以更高分為目標吧♪","3","0","4.47","8","vo_minigame_1012_result_1073","7","14"
"2","3001","1","10","12300138","好，辛苦了～\n分數還蠻不錯的嘛？\n……我也得多讀書了！","3","0","3.68","8","vo_minigame_1012_result_1074","9","14"
"2","3001","1","10","12300139","喔喔～\n答對了10題以上嘛！\n你果然不是等閒之輩～","3","0","3.34","5","vo_minigame_1012_result_1075","1","14"
"2","3001","1","10","12300141","嗯，答對率無懈可擊！\n只要再回答得更快，\n就能更提高分數喔！\n保持好狀態繼續加油吧！","1","0","6.58","1","vo_minigame_1012_result_1077","8","14"
"2","3001","1","10","12300143","嗯，答對率無懈可擊！\n只要再回答得更快，\n就能更提高分數喔！\n保持好狀態繼續加油吧！","2","0","6.58","1","vo_minigame_1012_result_1077","8","14"
"2","3001","1","10","12300145","嗯，答對率無懈可擊！\n只要再回答得更快，\n就能更提高分數喔！\n保持好狀態繼續加油吧！","3","0","6.58","1","vo_minigame_1012_result_1077","8","14"
"2","3001","1","5","12300146","喔～成績還不錯嘛。\n雖然不差……但我對你\n還抱有更多更多期待～","1","0","4.24","1","vo_minigame_1012_result_1078","7","9"
"2","3001","1","5","12300147","嗯，雖然很努力了……\n但說實話你能答對更多吧～？\n這分數對你來說只是及格！\n要不要以更高分為目標？","1","0","4.74","7","vo_minigame_1012_result_1079","1","9"
"2","3001","1","5","12300148","分數普普通通，\n對你來說這很棘手嗎？\n如果你覺得這樣不行的話，\n就表示還有成長空間呢！","1","0","0","1","vo_minigame_1012_result_1080","1","9"
"2","3001","1","5","12300149","嗯，還不錯的結果吧！\n但你應該能拿到更好的成績的！\n繼續努力吧！","2","0","2.21","8","vo_minigame_1012_result_1081","1","9"
"2","3001","1","5","12300150","嗯～說實話有點尷尬呢！\n算了，畢竟題目很難。\n只要繼續學習，\n分數一定會更提升的！","2","0","2.46","3","vo_minigame_1012_result_1082","1","9"
"2","3001","1","5","12300151","嗯～\n沒拿到10分啊～\n下次要不要以超過10分為目標，\n努力學習看看？","2","0","2.94","3","vo_minigame_1012_result_1083","1","9"
"2","3001","1","5","12300152","好，辛苦了～\n分數還馬馬虎虎吧！\n畢竟題目超難，你很努力了！","3","0","4.19","7","vo_minigame_1012_result_1084","1","9"
"2","3001","1","5","12300153","嗯，題目相當難，\n但你還是作答到最後了。\n要不要以更好的分數為目標？","3","0","0","1","vo_minigame_1012_result_1085","1","9"
"2","3001","1","5","12300154","失誤有點多呢～\n但把錯的地方好好複習，\n下次就會答對了～！","3","0","2.63","3","vo_minigame_1012_result_1086","1","9"
"2","3001","1","1","12300155","唉呀……分數不太好看呢～\n怎麼了，狀況不好嗎？\n下次再更努力一點吧！","1","0","5.53","3","vo_minigame_1012_result_1087","1","4"
"2","3001","1","1","12300156","嗯～\n答對題數讓人不滿意呢～\n再多增加點讀書的時間吧？","1","9","0.01","3","vo_minigame_1012_result_1088","3","4"
"2","3001","1","1","12300157","嗯……若是你的話，\n能拿到更高分吧～？\n再多努力點啊，\n我可是對你很期待的！","1","3","4.15","3","vo_minigame_1012_result_1089","1","4"
"2","3001","1","1","12300158","嗯～對現在的你而言，\n這個題目太難了嗎……\n挑戰較低的難度，\n也許是個好選擇喔～？","2","9","0.01","9","vo_minigame_1012_result_1090","9","4"
"2","3001","1","1","12300159","成績不太好看呢～\n畢竟是很難的題目也沒辦法。\n希望你下次更努力！","2","0","5.37","3","vo_minigame_1012_result_1091","1","4"
"2","3001","1","1","12300160","原來如此……\n不擅長的題型很多嗎？\n再挑戰一次\n試試看吧～","2","0","1.44","3","vo_minigame_1012_result_1092","1","4"
"2","3001","1","1","12300161","嗯嗯～題目太難了嗎？\n比起硬要繼續回答難題，\n降低難易度的話，\n搞不好讀書效率會更好喔～？","3","0","0","3","vo_minigame_1012_result_1093","3","4"
"2","3001","1","1","12300162","……拿到的分數很少呢。\n但這對我來說也很難，\n別那麼垂頭喪氣也沒問題！\n接著繼續加油吧！","3","3","2.91","3","vo_minigame_1012_result_1094","9","4"
"2","3001","1","1","12300163","抱歉，有點太難了嗎？\n再挑戰一次也行，\n降低難度也行，\n只要你有幹勁我就會陪你！","3","0","2.61","5","vo_minigame_1012_result_1095","1","4"
"2","3001","1","0","12300164","喂……\n你沒有幹勁吧～！？\n下次再考這種分數，\n我就要生氣囉！","1","1","3.63","4","vo_minigame_1012_result_1096","2","0"
"2","3001","1","0","12300165","唉……你知道自己\n考了幾分吧……？\n是0分喔，0分！你在小看考試嗎？","1","1","4.16","6","vo_minigame_1012_result_1097","2","0"
"2","3001","1","0","12300166","嗚嗚～頭好痛……\n都是你的錯！\n0分是什麼鬼啦！\n唉，這樣下去就要被當了……","1","6","0.01","3","vo_minigame_1012_result_1098","3","0"
"2","3001","1","0","12300167","喂，你是認真應考的嗎？\n不會是隨便回答的吧？\n……我明白了，\n再挑戰一次吧！","2","0","5.75","6","vo_minigame_1012_result_1099","2","0"
"2","3001","1","0","12300168","你……你啊，考了0分喔，0分……！\n我的教法不好嗎……？\n……我燃起鬥志了！\n我絕對要拉高你的實力！","2","1","5.64","4","vo_minigame_1012_result_1100","2","0"
"2","3001","1","0","12300169","等一下，可能是算錯分了……\n……不，是對的呢。好，0分。\n……呃，0分！？\n開什麼玩笑──！","2","8","5.73","8","vo_minigame_1012_result_1101","4","0"
"2","3001","1","0","12300170","唉呀呀……是0分喔。\n畢竟題目很難啦……\n……不過0分也太扯！\n至少答對一題吧！","3","1","5.32","5","vo_minigame_1012_result_1102","3","0"
"2","3001","1","0","12300171","很遺憾，是0分喔。\n但如果以積極的態度來看，\n你現在就是在底層喔！最底層！\n往後只會一直往上了！","3","9","2.37","3","vo_minigame_1012_result_1103","9","0"
"2","3001","1","0","12300172","……分數很不理想呢，\n稍微休息一下吧？\n讓自己重新振作，改變一下心情，\n再次努力吧！","3","3","4.25","9","vo_minigame_1012_result_1104","1","0"
"3","1001","1","0","13100101","好了，開始學習吧。","0","0","0","7","vo_minigame_1012_gamestart_100","7","0"
"3","1001","1","0","13100102","好，讓大家看看學習的成果吧！","0","0","0","1","vo_minigame_1012_gamestart_101","1","0"
"3","1001","1","0","13100103","那就開始考試吧，來，把課本闔上！","0","0","1.82","1","vo_minigame_1012_gamestart_102","7","0"
"3","1002","1","3","13100201","你很有幹勁嘛！","0","4","0.01","8","vo_minigame_1012_gamestart_103","8","-1"
"3","1002","1","3","13100202","好，那就再來一次囉！","0","0","0","1","vo_minigame_1012_gamestart_104","1","-1"
"3","1003","1","1","13100301","這只是普通的難度喔！","0","0","0","0","vo_minigame_1012_gamestart_105","0","1"
"3","1003","1","1","13100302","首先從基礎開始！","0","0","0","7","vo_minigame_1012_gamestart_106","7","1"
"3","1003","1","2","13100303","要挑戰困難的題目吧！","0","0","0","10","vo_minigame_1012_gamestart_107","10","2"
"3","1003","1","2","13100304","好，你的話一定辦得到的！","0","0","0.67","1","vo_minigame_1012_gamestart_108","8","2"
"3","1003","1","3","13100305","都是些我也覺得很棘手的題目喔……！","0","0","0","5","vo_minigame_1012_gamestart_109","5","3"
"3","1003","1","3","13100306","雖然超難的但是加油吧！","0","0","0","2","vo_minigame_1012_gamestart_110","2","3"
"3","1004","1","0","13100401","俗話說打鐵趁熱\n……對吧♪","0","0","0","7","vo_minigame_1012_gamestart_111","7","0"
"3","1004","1","0","13100402","好，再來一次喔！","0","0","0","1","vo_minigame_1012_gamestart_112","1","0"
"3","1005","1","0","13100501","鈴奈好像也很認真在讀書呢～","0","0","0","9","vo_minigame_1012_gamestart_113","9","0"
"3","1005","1","0","13100502","你要當鈴奈的老師？\n嗯──","0","0","0","3","vo_minigame_1012_gamestart_114","3","0"
"3","1101","1","0","13110101","題目！","0","0","0","1","vo_minigame_1012_start_100","1","0"
"3","1101","1","0","13110102","要上囉！","0","0","0","1","vo_minigame_1012_start_101","1","0"
"3","1101","1","0","13110103","答得出來嗎？","0","0","0","7","vo_minigame_1012_start_102","7","0"
"3","1102","1","0","13110201","下一題一定行！","0","0","0","2","vo_minigame_1012_start_103","2","0"
"3","1102","1","0","13110202","別放棄！","0","0","0","1","vo_minigame_1012_start_104","1","0"
