3fac22400c143359ef77e144220a34c6514daab1301da8533b7724f5c3eee1a5,4f6d2a446afd9eb4be6a6fca59e4bd03eaaf5d864f2eda4942731cbd2ba492de,17e5620beb9eddefd0c499721d67ff9094425bb23336b288f0a7be8f363cbbca,8a2bcd14ae1d57882199258d7482229303324a96d99cb7f3396381b4a4966104,1ff2d42c7986fdd1442daae5107412609fcf85d87ebbf8ba536d5ac02cb69a13,c09313bd7f323585722e667a34e53f02ead6cc6522489b41ff96bbf6c59065df,12a0231e3a67946ed083efce95aa24006c102854e2c9ee41547dc19a91024c0e,2a55b43fe2070478e2b1e8ca525da952e0d2115978722bd692f8455821bf6948,259990e0b4b8a29d2b676853e5fa35f5612fcd24f088f7d3bbc825031fe41425,d66dfc49b2bc232a81f652b2d32b8ec11997018d97a32c25ff867dadc813b057,2bd065d7b8353292f7a8f78fcb3b363b92cc3355c1d41eb24d7b9373ffebb595
"3","101","cgg_talk_surprise_dere","","106011","","1","101032","0.2","",""
"12","101","8","","106011","","1.4","101033","0.2","",""
"93","101","0","","3","","","101034","","",""
"3","101","cgg_idle_def","","106011","","1","101035","0.2","",""
"3","101","cgg_surprise1","1","1","","0","101036","0.2","cgg_idle_surprise1","0"
"12","101","4","","1","","1.4","101037","0.2","",""
"93","101","0","","3","","","101038","","",""
"101","101","0","","101026","","","101039","","",""
"22","101","0.5","","0","","","101040","","",""
"6","101","1","0","1","","1","101041","0.1","1","0"
"6","101","1","0","105811","","1","101042","0.1","1","0"
"6","101","1","0","106011","","1","101043","0.1","1","0"
"93","101","0","","0.1","","","101044","","",""
"3","101","cgg_idle_normal","","1","","1","101045","0","",""
"3","101","cgg_idle_def","","105811","","1","101046","0","",""
"3","101","cgg_idle_def","","106011","","1","101047","0","",""
"5","102","1","-230","1","cgg_idle_normal","100","102001","160","-420","0"
"1","102","105911","-230","1","cgg_idle_def","100","102002","1.6","375","1"
"1","102","106411","-230","1","cgg_idle_def","101","102003","1.6","490","1"
"6","102","1","1","1","","1","102004","0.1","1","0"
"6","102","1","1","105911","","1","102005","0.1","1","0"
"6","102","1","1","106411","","1","102006","0.1","1","0"
"93","102","0","","0.2","","","102007","","",""
"21","102","vo_minigame_1007_top_talk_2_003","","vo_minigame_1007","","0","102008","","0",""
"11","102","我們抵達\n演唱會會場了，\n這裡非常大，\n非常開闊呢……","0","105911","0","5","102009","0","0","0"
"3","102","cgg_idle_surprise1","","1","","1","102010","0.2","",""
"3","102","cgg_lookup","","105911","","0","102011","0.2","",""
"93","102","0","","2.6","","","102012","","",""
"3","102","cgg_talk_wish_surprise","","105911","","1","102013","0.2","",""
"91","102","","","102009","","","102014","","",""
"3","102","cgg_idle_def","","105911","","1","102015","0.4","",""
"21","102","vo_minigame_1007_top_talk_2_004","","vo_minigame_1007","","0","102016","","0",""
"11","102","慈樂之音的演唱會……\n呵呵，真令人期待呢。\n啊，我可以\n去看一下周邊嗎？","0","106411","0","4","102017","0","0","0"
"3","102","cgg_idle_reaction1","","1","","1","102018","0.2","",""
"3","102","cgg_talk_surprise1","","106411","","1","102019","0.2","",""
"93","102","0","","2.6","","","102020","","",""
"3","102","cgg_talk_nod","1","1","","0","102021","0.2","cgg_idle_nod","0"
"3","102","cgg_talk_joy3_blink","","106411","","1","102022","0.2","",""
"93","102","0","","3.2","","","102023","","",""
"3","102","cgg_idle_reaction5","","1","","1","102024","0.2","",""
"3","102","cgg_talk_normal","","106411","","1","102025","0.2","",""
"91","102","","","102017","","","102026","","",""
"93","102","0","","0.5","","","102027","","",""
"3","102","cgg_idle_def","","106411","","1","102028","0.2","",""
"3","102","cgg_idle_normal","","1","","1","102029","0.2","",""
"3","102","cgg_talk_joy3_blink","","105911","","1","102030","0.2","",""
"12","102","10","","105911","","1.4","102031","0.2","",""
"93","102","0","","3","","","102032","","",""
"3","102","cgg_idle_def","","105911","","1","102033","0.2","",""
"3","102","cgg_talk_joy1","","106411","","1","102034","0.2","",""
"12","102","11","","106411","","1.4","102035","0.2","",""
"93","102","0","","3","","","102036","","",""
"3","102","cgg_idle_def","","106411","","1","102037","0.2","",""
"3","102","cgg_idle_surprise3","","1","","1","102038","0.2","",""
"12","102","6","","1","","1.4","102039","0.2","",""
"93","102","0","","3","","","102040","","",""
"101","102","0","","102029","","","102041","","",""
"22","102","0.5","","0","","","102042","","",""
"6","102","1","0","1","","1","102043","0.1","1","0"
"6","102","1","0","105911","","1","102044","0.1","1","0"
"6","102","1","0","106411","","1","102045","0.1","1","0"
"93","102","0","","0.1","","","102046","","",""
"3","102","cgg_idle_normal","","1","","1","102047","0","",""
"3","102","cgg_idle_def","","105911","","1","102048","0","",""
"3","102","cgg_idle_def","","106411","","1","102049","0","",""
"5","103","1","-230","1","cgg_idle_normal","100","103001","160","-420","0"
"1","103","100211","-230","1","cgg_idle_def","100","103002","1.6","375","1"
"1","103","100111","-230","1","cgg_idle_def","101","103003","1.6","490","1"
"6","103","1","1","1","","1","103004","0.1","1","0"
"6","103","1","1","100211","","1","103005","0.1","1","0"
"6","103","1","1","100111","","1","103006","0.1","1","0"
"93","103","0","","0.2","","","103007","","",""
"21","103","vo_minigame_1007_top_talk_3_005","","vo_minigame_1007","","0","103008","","0",""
"11","103","下次會抽到什麼呢？\n讓人很期待呢，\n日和。","0","100211","0","5","103009","0","0","0"
"3","103","cgg_idle_surprise1","","1","","1","103010","0.2","",""
"3","103","cgg_talk_wish","","100211","","1","103011","0.2","",""
"93","103","0","","2.4","","","103012","","",""
"3","103","cgg_talk_joy3","","100211","","1","103013","0.2","",""
"91","103","","","103009","","","103014","","",""
"3","103","cgg_idle_def","","100211","","1","103015","0.2","",""
"21","103","vo_minigame_1007_top_talk_3_006","","vo_minigame_1007","","0","103016","","0",""
"11","103","就是說啊，優衣！\n好～\n來盡情地抽吧～！\n轉轉轉～♪","0","100111","0","4","103017","0","0","0"
"3","103","cgg_idle_reaction5","","1","","1","103018","0.2","",""
"3","103","cgg_talk_joy1","","100111","","1","103019","0.2","",""
"93","103","0","","2.5","","","103020","","",""
"3","103","cgg_talk_guts_NoBlink","1","100111","","0","103021","0.2","cgg_idle_guts","0"
"93","103","0","","4","","","103022","","",""
"3","103","cgg_joy","1","1","","0","103023","0.2","cgg_idle_reaction3","0.2"
"3","103","cgg_talk_joy2","","100111","","1","103024","0.2","",""
"91","103","","","103017","","","103025","","",""
"93","103","0","","0.7","","","103026","","",""
"3","103","cgg_idle_normal","","1","","1","103027","0.2","",""
"3","103","cgg_idle_def","","100111","","1","103028","0.2","",""
"3","103","cgg_idle_bitter3","","100211","","1","103029","0.2","",""
"12","103","1","","100211","","1.4","103030","0.2","",""
"93","103","0","","3","","","103031","","",""
"3","103","cgg_idle_def","","100211","","1","103032","0.2","",""
"3","103","cgg_talk_handsup","1","1","","0","103033","0.2","cgg_idle_reaction1","0.2"
"12","103","10","","1","","1.4","103034","0.2","",""
"93","103","0","","3","","","103035","","",""
"3","103","cgg_idle_normal","","1","","1","103036","0.2","",""
"3","103","cgg_idle_joy3","","100111","","1","103037","0.2","",""
"12","103","6","","100111","","1.4","103038","0.2","",""
"93","103","0","","3","","","103039","","",""
"101","103","0","","103028","","","103040","","",""
"22","103","0.5","","0","","","103041","","",""
"6","103","1","0","1","","1","103042","0.1","1","0"
"6","103","1","0","100211","","1","103043","0.1","1","0"
"6","103","1","0","100111","","1","103044","0.1","1","0"
"93","103","0","","0.1","","","103045","","",""
"3","103","cgg_idle_normal","","1","","1","103046","0","",""
"3","103","cgg_idle_def","","100211","","1","103047","0","",""
"3","103","cgg_idle_def","","100111","","1","103048","0","",""
"5","104","1","-230","1","cgg_idle_normal","100","104001","160","-420","0"
"1","104","100111","-230","1","cgg_idle_def","100","104002","1.6","375","1"
"1","104","100311","-230","1","cgg_idle_def","101","104003","1.6","490","1"
"6","104","1","1","1","","1","104004","0.1","1","0"
"6","104","1","1","100111","","1","104005","0.1","1","0"
"6","104","1","1","100311","","1","104006","0.1","1","0"
"93","104","0","","0.2","","","104007","","",""
"21","104","vo_minigame_1007_top_talk_4_007","","vo_minigame_1007","","0","104008","","0",""
"11","104","那個那個～怜，\n我可以再抽一次嗎？","0","100111","0","4","104009","0","0","0"
"3","104","cgg_idle_reaction2","","1","","1","104010","0.2","",""
"3","104","cgg_talk_joy3_dere","","100111","","1","104011","0.2","",""
"93","104","0","","2.7","","","104012","","",""
"3","104","cgg_talk_guts2","1","1","","0","104013","0.2","cgg_idle_guts2","0"
"3","104","cgg_talk_normal_dere2","","100111","","1","104014","0.2","",""
"91","104","","","104009","","","104015","","",""
"21","104","vo_minigame_1007_top_talk_4_008","","vo_minigame_1007","","0","104016","","0",""
"11","104","不可以喔，日和。\n因為接下來輪到我了。\n……呵呵，這意外地\n令人著迷呢。","0","100311","0","5","104017","0","0","0"
"3","104","cgg_idle_reaction2","","1","","1","104018","0.2","",""
"3","104","cgg_No","1","100311","","0","104019","0.2","cgg_idle_def","0"
"93","104","0","","0.8","","","104020","","",""
"3","104","cgg_idle_surprise2","","100111","","1","104021","0.2","",""
"93","104","0","","0.9","","","104022","","",""
"3","104","cgg_surprise2","1","1","","0","104023","0.2","cgg_idle_surprise2","0"
"3","104","cgg_talk_arm_crossed2","1","100311","","0","104024","0.2","cgg_idle_arm_crossed2","0"
"93","104","0","","2.5","","","104025","","",""
"3","104","cgg_idle_bitter","","100311","","1","104026","0.2","",""
"93","104","0","","2","","","104027","","",""
"3","104","cgg_talk_nod","1","1","","0","104028","0.2","cgg_idle_nod","0"
"91","104","","","104017","","","104029","","",""
"93","104","0","","0.5","","","104030","","",""
"3","104","cgg_idle_def","","100311","","1","104031","0.2","",""
"3","104","cgg_idle_normal","","1","","1","104032","0.2","",""
"3","104","cgg_idle_anger","","100111","","1","104033","0.2","",""
"12","104","17","","100111","","1.4","104034","0.2","",""
"93","104","0","","3","","","104035","","",""
"3","104","cgg_idle_def","","100111","","1","104036","0.2","",""
"3","104","cgg_idle_bitter4","","100311","","1","104037","0.2","",""
"12","104","2","","100311","","1.4","104038","0.2","",""
"93","104","0","","3","","","104039","","",""
"3","104","cgg_idle_def","","100311","","1","104040","0.2","",""
"3","104","cgg_idle_surprise2","","1","","1","104041","0.2","",""
"12","104","1","","1","","1.4","104042","0.2","",""
"93","104","0","","3","","","104043","","",""
"101","104","0","","104032","","","104044","","",""
"22","104","0.5","","0","","","104045","","",""
"6","104","1","0","1","","1","104046","0.1","1","0"
"6","104","1","0","100111","","1","104047","0.1","1","0"
"6","104","1","0","100311","","1","104048","0.1","1","0"
"93","104","0","","0.1","","","104049","","",""
"3","104","cgg_idle_normal","","1","","1","104050","0","",""
"3","104","cgg_idle_def","","100111","","1","104051","0","",""
"3","104","cgg_idle_def","","100311","","1","104052","0","",""
"5","105","1","-230","1","cgg_idle_normal","100","105001","160","-420","0"
"1","105","100211","-230","1","cgg_idle_def","100","105002","1.6","375","1"
"1","105","105811","-230","1","cgg_idle_def","101","105003","1.6","490","1"
"6","105","1","1","1","","1","105004","0.1","1","0"
"6","105","1","1","100211","","1","105005","0.1","1","0"
"6","105","1","1","105811","","1","105006","0.1","1","0"
"93","105","0","","0.2","","","105007","","",""
"21","105","vo_minigame_1007_top_talk_5_009","","vo_minigame_1007","","0","105008","","0",""
"11","105","因為周邊有很多種類，\n在集齊所有種類之前，\n我們要加油喔！","0","100211","0","6","105009","0","0","0"
"3","105","cgg_idle_reaction1","","1","","1","105010","0.2","",""
"3","105","cgg_talk_normal","","100211","","1","105011","0.2","",""
"93","105","0","","2.4","","","105012","","",""
"3","105","cgg_talk_joy3","","100211","","1","105013","0.2","",""
"93","105","0","","1.1","","","105014","","",""
"3","105","cgg_talk_handsup","1","1","","0","105015","0.2","cgg_idle_reaction1","0.2"
"91","105","","","105009","","","105016","","",""
"3","105","cgg_idle_def","","100211","","1","105017","0.2","",""
"21","105","vo_minigame_1007_top_talk_5_010","","vo_minigame_1007","","0","105018","","0",""
"11","105","蒐集到的周邊能裝飾\n在櫃子上，之後再來\n仔細鑑賞喔♪\n太讚了吧☆","0","105811","0","6","105019","0","0","0"
"3","105","cgg_talk_arm_crossed","0","1","","0","105020","0.2","cgg_idle_arm_crossed","0"
"3","105","cgg_talk_joy1","","105811","","1","105021","0.2","",""
"93","105","0","","5","","","105022","","",""
"3","105","cgg_talk_guts2","1","1","","0","105023","0.2","cgg_idle_guts2","0"
"3","105","cgg_jump_def_N","1","105811","","0","105024","0.2","cgg_idle_def","0.2"
"91","105","","","105019","","","105025","","",""
"93","105","0","","0.5","","","105026","","",""
"3","105","cgg_idle_normal","","1","","1","105027","0.2","",""
"3","105","cgg_talk_joy3","","100211","","1","105028","0.2","",""
"12","105","10","","100211","","1.4","105029","0.2","",""
"93","105","0","","3","","","105030","","",""
"3","105","cgg_idle_def","","100211","","1","105031","0.2","",""
"3","105","cgg_talk_guts_anger","1","105811","","0","105032","0.2","cgg_idle_guts_anger","0"
"12","105","4","","105811","","1.4","105033","0.2","",""
"93","105","0","","3","","","105034","","",""
"3","105","cgg_idle_def","","105811","","1","105035","0.2","",""
"3","105","cgg_talk_guts2","1","1","","0","105036","0.2","cgg_idle_guts2","0"
"12","105","7","","1","","1.4","105037","0.2","",""
"93","105","0","","3","","","105038","","",""
"101","105","0","","105027","","","105039","","",""
"22","105","0.5","","0","","","105040","","",""
"6","105","1","0","1","","1","105041","0.1","1","0"
"6","105","1","0","100211","","1","105042","0.1","1","0"
"6","105","1","0","105811","","1","105043","0.1","1","0"
"93","105","0","","0.1","","","105044","","",""
"3","105","cgg_idle_normal","","1","","1","105045","0","",""
"3","105","cgg_idle_def","","100211","","1","105046","0","",""
"3","105","cgg_idle_def","","105811","","1","105047","0","",""
"5","106","1","-230","1","cgg_idle_normal","100","106001","160","-420","0"
"1","106","110911","-230","1","cgg_idle_def","100","106002","1.6","420","1"
"6","106","1","1","1","","1","106003","0.1","1","0"
"6","106","1","1","110911","","1","106004","0.1","1","0"
"93","106","0","","0.2","","","106005","","",""
"21","106","vo_minigame_1007_top_talk_6_011","","vo_minigame_1007","","0","106006","","0",""
"11","106","咦……騙人的吧，\n學長……你居然還沒\n完全收齊慈樂之音的\n周邊，太扯了吧。","0","110911","0","5","106007","0","0","0"
"3","106","cgg_idle_reaction2","","1","","1","106008","0.2","",""
"3","106","cgg_shock","","110911","","0","106009","0.2","",""
"93","106","0","","1","","","106010","","",""
"3","106","cgg_idle_bitter2","","110911","","1","106011","0.2","",""
"93","106","0","","4.2","","","106012","","",""
"3","106","cgg_shock","1","1","","0","106013","0.2","cgg_idle_shock","0"
"91","106","","","106007","","","106014","","",""
"21","106","vo_minigame_1007_top_talk_6_012","","vo_minigame_1007","","0","106015","","0",""
"11","106","請你差不多一點，\n既然有空悠哉地和\n一般美少女聊天，\n還不趕快繼續抽啊！","0","110911","0","5","106016","0","0","0"
"3","106","cgg_talk_tsun_pain","1","110911","","1","106017","0.2","","0"
"93","106","0","","0.7","","","106018","","",""
"3","106","cgg_surprise2","1","1","","0","106019","0.2","cgg_idle_surprise2","0"
"93","106","0","","1.3","","","106020","","",""
"3","106","cgg_talk_joy1_sad","1","110911","","1","106021","0.2","","0"
"93","106","0","","3","","","106022","","",""
"3","106","cgg_talk_guts_anger","1","110911","","0","106023","0.2","cgg_idle_guts_anger",""
"93","106","0","","0.7","","","106024","","",""
"3","106","cgg_talk_guts2","1","1","","0","106025","0.2","cgg_idle_guts2","0"
"91","106","","","106016","","","106026","","",""
"93","106","0","","0.5","","","106027","","",""
"3","106","cgg_idle_def","","110911","","1","106028","0.2","",""
"3","106","cgg_talk_doya","1","1","","0","106029","0.2","cgg_idle_doya","0"
"12","106","6","","1","","1.4","106030","0.2","",""
"93","106","0","","3","","","106031","","",""
"3","106","cgg_idle_normal","","1","","1","106032","0.2","",""
"3","106","cgg_talk_guts_anger","1","110911","","0","106033","0.2","cgg_idle_guts_anger","0"
"12","106","11","","110911","","1.4","106034","0.2","",""
"93","106","0","","3","","","106035","","",""
"3","106","cgg_idle_def","","110911","","1","106036","0.2","",""
"3","106","cgg_surprise1","1","1","","0","106037","0.2","cgg_idle_surprise1","0"
"12","106","4","","1","","1.4","106038","0.2","",""
"93","106","0","","3","","","106039","","",""
"3","106","cgg_idle_normal","","1","","1","106040","0.2","",""
"3","106","cgg_talk_joy3_blink","","110911","","1","106041","0.2","",""
"12","106","10","","110911","","1.4","106042","0.2","",""
"93","106","0","","3","","","106043","","",""
"101","106","0","","106028","","","106044","","",""
"22","106","0.5","","0","","","106045","","",""
"6","106","1","0","1","","1","106046","0.1","1","0"
"6","106","1","0","110911","","1","106047","0.1","1","0"
"93","106","0","","0.1","","","106048","","",""
"3","106","cgg_idle_normal","","1","","1","106049","0","",""
"3","106","cgg_idle_def","","110911","","1","106050","0","",""
"5","201","1","-230","1","cgg_idle_normal","100","201001","160","-420","0"
"1","201","100411","-230","1","cgg_idle_def","100","201002","1.6","420","1"
"6","201","1","1","1","","1","201003","0.1","1","0"
"6","201","1","1","100411","","1","201004","0.1","1","0"
"93","201","0","","0.2","","","201005","","",""
"21","201","vo_minigame_1007_top_talk_7_013","","vo_minigame_1007","","0","201006","","0",""
"11","201","那個那個，哥哥！\n你蒐集到差不多\n一半的周邊囉！\n只差一點了呢！","0","100411","0","6","201007","0","0","0"
"3","201","cgg_idle_reaction2","","1","","1","201008","0.2","",""
"3","201","cgg_talk_joy1_normal","","100411","","1","201009","0.2","",""
"93","201","0","","1.3","","","201010","","",""
"3","201","cgg_talk_doya","1","1","","0","201011","0.2","cgg_idle_doya","0"
"3","201","cgg_talk_surprise_kira","","100411","","1","201012","0.2","",""
"93","201","0","","2.7","","","201013","","",""
"3","201","cgg_talk_handsup","1","1","","0","201014","0.2","cgg_idle_reaction1","0.2"
"3","201","cgg_talk_guts","1","100411","","0","201015","0.2","cgg_idle_guts","0"
"91","201","","","201007","","","201016","","",""
"93","201","0","","0.5","","","201017","","",""
"3","201","cgg_idle_def","","100411","","1","201018","0.2","",""
"3","201","cgg_idle_surprise3","","1","","1","201019","0.2","",""
"12","201","6","","1","","1.4","201020","0.2","",""
"93","201","0","","3","","","201021","","",""
"3","201","cgg_idle_normal","","1","","1","201022","0.2","",""
"3","201","cgg_talk_surprise_kira","","100411","","1","201023","0.2","",""
"12","201","7","","100411","","1.4","201024","0.2","",""
"93","201","0","","3","","","201025","","",""
"3","201","cgg_idle_def","","100411","","1","201026","0.2","",""
"3","201","cgg_talk_handsup","1","1","","0","201027","0.2","cgg_idle_reaction1","0"
"12","201","11","","1","","1.4","201028","0.2","",""
"93","201","0","","3","","","201029","","",""
"3","201","cgg_idle_normal","","1","","1","201030","0.2","",""
"3","201","cgg_talk_joy1","","100411","","1","201031","0.2","",""
"12","201","10","","100411","","1.4","201032","0.2","",""
"93","201","0","","3","","","201033","","",""
"101","201","0","","201018","","","201034","","",""
"22","201","0.5","","0","","","201035","","",""
"6","201","1","0","1","","1","201036","0.1","1","0"
"6","201","1","0","100411","","1","201037","0.1","1","0"
"93","201","0","","0.1","","","201038","","",""
"3","201","cgg_idle_normal","","1","","1","201039","0","",""
"3","201","cgg_idle_def","","100411","","1","201040","0","",""
"5","202","1","-230","1","cgg_idle_normal","100","202001","160","-420","0"
"1","202","102011","-230","1","cgg_idle_def","100","202002","1.6","420","1"
"6","202","1","1","1","","1","202003","0.1","1","0"
"6","202","1","1","102011","","1","202004","0.1","1","0"
"93","202","0","","0.2","","","202005","","",""
"21","202","vo_minigame_1007_top_talk_8_014","","vo_minigame_1007","","0","202006","","0",""
"11","202","好厲害喔～♪\n真想看看\n全部收齊的樣子～♪","0","102011","0","4","202007","0","0","0"
"3","202","cgg_idle_reaction1","","1","","1","202008","0.2","",""
"3","202","cgg_talk_joy3","","102011","","1","202009","0.2","",""
"93","202","0","","2","","","202010","","",""
"3","202","cgg_idle_nod","","1","","1","202011","0.2","",""
"3","202","cgg_talk_wish","","102011","","1","202012","0.2","",""
"91","202","","","202007","","","202013","","",""
"93","202","0","","0.5","","","202014","","",""
"3","202","cgg_idle_def","","102011","","1","202015","0.2","",""
"3","202","cgg_idle_reaction3","","1","","1","202016","0.2","",""
"12","202","6","","1","","1.4","202017","0.2","",""
"93","202","0","","3","","","202018","","",""
"3","202","cgg_idle_normal","","1","","1","202019","0.2","",""
"3","202","cgg_talk_joy1_normal","","102011","","1","202020","0.2","",""
"12","202","11","","102011","","1.4","202021","0.2","",""
"93","202","0","","3","","","202022","","",""
"3","202","cgg_idle_def","","102011","","1","202023","0.2","",""
"3","202","cgg_talk_guts2","1","1","","0","202024","0.2","cgg_idle_guts2","0"
"12","202","11","","1","","1.4","202025","0.2","",""
"93","202","0","","3","","","202026","","",""
"3","202","cgg_idle_normal","","1","","1","202027","0.2","",""
"3","202","cgg_talk_joy3","","102011","","1","202028","0.2","",""
"12","202","7","","102011","","1.4","202029","0.2","",""
"93","202","0","","3","","","202030","","",""
"101","202","0","","202015","","","202031","","",""
"22","202","0.5","","0","","","202032","","",""
"6","202","1","0","1","","1","202033","0.1","1","0"
"6","202","1","0","102011","","1","202034","0.1","1","0"
"93","202","0","","0.1","","","202035","","",""
"3","202","cgg_idle_normal","","1","","1","202036","0","",""
"3","202","cgg_idle_def","","102011","","1","202037","0","",""
"5","203","1","-230","1","cgg_idle_normal","100","203001","160","-420","0"
"1","203","103611","-230","1","cgg_idle_def","100","203002","1.6","420","1"
"6","203","1","1","1","","1","203003","0.1","1","0"
"6","203","1","1","103611","","1","203004","0.1","1","0"
"93","203","0","","0.2","","","203005","","",""
"21","203","vo_minigame_1007_top_talk_9_015","","vo_minigame_1007","","0","203006","","0",""
"11","203","只差一點了呢。\n要是全部集齊，\n我會誇獎你的。\n……請你加油。","0","103611","0","6","203007","0","0","0"
"3","203","cgg_talk_arm_crossed","1","1","","0","203008","0.2","cgg_idle_arm_crossed","0"
"3","203","cgg_talk_normal","","103611","","1","203009","0.2","",""
"93","203","0","","1.9","","","203010","","",""
"3","203","cgg_idle_surprise1","","1","","1","203011","0.2","",""
"3","203","cgg_talk_joy3_blink","","103611","","1","203012","0.2","",""
"93","203","0","","3.1","","","203013","","",""
"3","203","cgg_talk_guts2","1","1","","0","203014","0.2","cgg_idle_guts2","0"
"3","203","cgg_talk_surprise_dere","","103611","","1","203015","0.2","",""
"91","203","","","203007","","","203016","","",""
"93","203","0","","0.5","","","203017","","",""
"3","203","cgg_idle_def","","103611","","1","203018","0.2","",""
"3","203","cgg_talk_nod","1","1","","0","203019","0.2","cgg_idle_nod","0"
"12","203","6","","1","","1.4","203020","0.2","",""
"93","203","0","","3","","","203021","","",""
"3","203","cgg_idle_normal","","1","","1","203022","0.2","",""
"3","203","cgg_talk_joy1","","103611","","1","203023","0.2","",""
"12","203","10","","103611","","1.4","203024","0.2","",""
"93","203","0","","3","","","203025","","",""
"3","203","cgg_idle_def","","103611","","1","203026","0.2","",""
"3","203","cgg_talk_guts1","1","1","","0","203027","0.2","cgg_idle_guts1","0"
"12","203","4","","1","","1.4","203028","0.2","",""
"93","203","0","","3","","","203029","","",""
"3","203","cgg_idle_normal","","1","","1","203030","0.2","",""
"3","203","cgg_talk_joy3_dere","","103611","","1","203031","0.2","",""
"12","203","7","","103611","","1.4","203032","0.2","",""
"93","203","0","","3","","","203033","","",""
"101","203","0","","203018","","","203034","","",""
"22","203","0.5","","0","","","203035","","",""
"6","203","1","0","1","","1","203036","0.1","1","0"
"6","203","1","0","103611","","1","203037","0.1","1","0"
"93","203","0","","0.1","","","203038","","",""
"3","203","cgg_idle_normal","","1","","1","203039","0","",""
"3","203","cgg_idle_def","","103611","","1","203040","0","",""
"5","204","1","-230","1","cgg_idle_normal","100","204001","160","-420","0"
"1","204","102811","-230","1","cgg_idle_def","100","204002","1.6","420","1"
"6","204","1","1","1","","1","204003","0.1","1","0"
"6","204","1","1","102811","","1","204004","0.1","1","0"
"93","204","0","","0.2","","","204005","","",""
"21","204","vo_minigame_1007_top_talk_10_016","","vo_minigame_1007","","0","204006","","0",""
"11","204","你蒐集到這麼多\n周邊了？真厲害……\n我要不要\n也來試試呢？","0","102811","0","6","204007","0","0","0"
"3","204","cgg_talk_doya","1","1","","0","204008","0.2","cgg_idle_doya","0"
"3","204","cgg_surprise","1","102811","","0","204009","0.2","cgg_talk_surprise1","0"
"93","204","0","","2.5","","","204010","","",""
"3","204","cgg_idle_reaction5","","1","","1","204011","0.2","",""
"3","204","cgg_talk_bitter","","102811","","1","204012","0.2","",""
"91","204","","","204007","","","204013","","",""
"93","204","0","","0.5","","","204014","","",""
"3","204","cgg_idle_def","","102811","","1","204015","0.2","",""
"3","204","cgg_talk_doya","1","1","","0","204016","0.2","cgg_idle_doya","0"
"12","204","6","","1","","1.4","204017","0.2","",""
"93","204","0","","3","","","204018","","",""
"3","204","cgg_idle_normal","","1","","1","204019","0.2","",""
