7704279bce607235ef49880d54589926923fee843ce526c1027f068567de7710,e4f2f3767509ac304e1e44c98adb4453b2715e8fd4a31fcd22fc3243166c6acc,068d63fec0070b959a2cec5fe508ace7fd6fdc2ce46ebe4e17a82884c4e9bb11,4a4b13953bb93d27e94b082badd4c41c451bcf5c5dbf645e732c66a13a533b0e,a8879ea31b18009a3f4bf9773bbc44690c782177f4142ddcc9a97d5becae3330,da0a148510816ed4825a304e431f2b4e125ffdce2c21936f81d646e3e66e3188,58f8bcdcb173b2afb4bd06688f4e30fab34f33bcb4b1332a017a230e13b428b1,c259d33ab2c868da4785556640792d240eaa6739ed2fe11d18c50f1ea51ba5b0
"bgm_M599A","61.考達\n　　　　　海灘‧南部","2030/12/17 14:59:59","2023/03/15 16:00:00","bgm_M599A","61.考達海灘‧南部","102","11061"
"bgm_M599A","62.普洛庇那海角","2030/12/17 14:59:59","2023/05/15 16:00:00","bgm_M599A","62.普洛庇那海角","102","11062"
"bgm_MC001","63.阿帕雷尤\n　　　　　街道‧西側","2030/12/17 14:59:59","2023/07/14 16:00:00","bgm_MC001","63.阿帕雷尤街道‧西側","103","11063"
"bgm_MC001","64.阿帕雷尤\n　　　　　街道‧東側","2030/12/17 14:59:59","2023/09/15 16:00:00","bgm_MC001","64.阿帕雷尤街道‧東側","103","11064"
"bgm_MC001","65.芭菲之城\n　　　　　　城鎮","2030/12/17 14:59:59","2023/11/15 16:00:00","bgm_MC001","65.芭菲之城　城鎮","103","11065"
"bgm_MC001","66.拉摩利爾平原","2030/12/17 14:59:59","2015/12/17 15:00:00","bgm_MC001","66.拉摩利爾平原","103","11066"
"bgm_MC079","67.渦炎密林","2030/12/17 14:59:59","2015/12/17 15:00:00","bgm_MC079","67.渦炎密林","104","11067"
"bgm_MC079","68.思索樹海","2030/12/17 14:59:59","2015/12/17 15:00:00","bgm_MC079","68.思索樹海","104","11068"
"bgm_MC079","69.鬼的跟前","2030/12/17 14:59:59","2015/12/17 15:00:00","bgm_MC079","69.鬼的跟前","104","11069"
"bgm_MC079","70.炎繩河","2030/12/17 14:59:59","2015/12/17 15:00:00","bgm_MC079","70.炎繩河","104","11070"
"bgm_MC079","71.崩豹山巔","2030/12/17 14:59:59","2015/12/17 15:00:00","bgm_MC079","71.崩豹山巔","104","11071"
"bgm_MC079","72.怒錐山岳","2030/12/17 14:59:59","2015/12/17 15:00:00","bgm_MC079","72.怒錐山岳","104","11072"
"bgm_MC201","73.久遠冰河‧南端","2030/12/17 14:59:59","2015/12/17 15:00:00","bgm_MC201","73.久遠冰河‧南端","105","11073"
"bgm_MC201","74.幽魂濕地","2030/12/17 14:59:59","2015/12/17 15:00:00","bgm_MC201","74.幽魂濕地","105","11074"
"bgm_M61","1.朱諾平原","2030/12/17 14:59:59","2015/12/17 15:00:00","bgm_M61","1.朱諾平原","101","12001"
"bgm_M61","2.帕拉斯高原","2030/12/17 14:59:59","2015/12/17 15:00:00","bgm_M61_02","2.帕拉斯高原","101","12002"
"bgm_M61","3.赫柏丘陵","2030/12/17 14:59:59","2015/12/17 15:00:00","bgm_M61_03","3.赫柏丘陵","101","12003"
"bgm_M61","4.維斯塔溪谷","2030/12/17 14:59:59","2015/12/17 15:00:00","bgm_M61_04","4.維斯塔溪谷","101","12004"
"bgm_M62","5.刻瑞斯森林","2030/12/17 14:59:59","2015/12/17 15:00:00","bgm_M62_01","5.刻瑞斯森林","101","12005"
"bgm_M62","6.佛洛拉湖畔","2030/12/17 14:59:59","2015/12/17 15:00:00","bgm_M62_02","6.佛洛拉湖畔","101","12006"
"bgm_M62","7.墨提斯大瀑布","2030/12/17 14:59:59","2015/12/17 15:00:00","bgm_M62_03","7.墨提斯大瀑布","101","12007"
"bgm_M42","8.伊麗絲樹海","2030/12/17 14:59:59","2015/12/17 15:00:00","bgm_M42_02","8.伊麗絲樹海","101","12008"
"bgm_M58","9.弗麗嘉雪原","2030/12/17 14:59:59","2015/12/17 15:00:00","bgm_M58","9.弗麗嘉雪原","101","12009"
"bgm_M101","10.洛麗泰海岸","2030/12/17 14:59:59","2018/10/05 16:00:00","bgm_M101","10.洛麗泰海岸","101","12010"
"bgm_M93","11.蓋奴亞荒漠","2030/12/17 14:59:59","2018/11/07 16:00:00","bgm_M93","11.蓋奴亞荒漠","101","12011"
"bgm_M94","12.波諾尼亞砂丘","2030/12/17 14:59:59","2018/12/07 16:00:00","bgm_M94","12.波諾尼亞砂丘","101","12012"
"bgm_M118","13.朵羅西亞濕地","2030/12/17 14:59:59","2019/01/03 16:00:00","bgm_M118","13.朵羅西亞溼地","101","12013"
"bgm_M95","14.尤金尼亞熱地","2030/12/17 14:59:59","2019/01/30 16:00:00","bgm_M95","14.尤金尼亞熱地","101","12014"
"bgm_M96","15.塔利亞火山","2030/12/17 14:59:59","2019/02/18 16:00:00","bgm_M96","15.塔利亞火山","101","12015"
"bgm_M140","16.泰美斯銀嶺","2030/12/17 14:59:59","2019/03/21 16:00:00","bgm_M140","16.泰美斯銀嶺","101","12016"
"bgm_M141","17.菲得斯冰原","2030/12/17 14:59:59","2019/04/19 16:00:00","bgm_M141","17.菲得斯冰原","101","12017"
"bgm_M179","18.法艾頓\n　　　　　草原‧北部","2030/12/17 14:59:59","2019/05/21 16:00:00","bgm_M179","18.法艾頓草原","102","12018"
"bgm_M179","19.法艾頓\n　　　　　草原‧南部","2030/12/17 14:59:59","2019/06/17 16:00:00","bgm_M179","19.法艾頓草原‧南部","102","12019"
"bgm_M180","20.卡斯塔利亞\n　　　　　樹林‧西部","2030/12/17 14:59:59","2019/08/15 16:00:00","bgm_M180","20.卡斯塔利亞樹林‧西部","102","12020"
"bgm_M180","21.卡斯塔利亞\n　　　　　樹林‧東部","2030/12/17 14:59:59","2019/08/15 16:00:00","bgm_M180","21.卡斯塔利亞樹林‧東部","102","12021"
"bgm_M232","22.馬提爾德\n　　　　　岩峰‧南部","2030/12/17 14:59:59","2019/09/17 16:00:00","bgm_M232","22.馬提爾德岩峰‧南部","102","12022"
"bgm_M232","23.馬提爾德\n　　　　　岩峰‧北部","2030/12/17 14:59:59","2019/09/17 16:00:00","bgm_M232","23.馬提爾德岩峰‧北部","102","12023"
"bgm_M233","24.雷蒂烏斯\n　　　　　群峰‧西麓","2030/12/17 14:59:59","2019/10/15 16:00:00","bgm_M233","24.雷蒂烏斯群峰‧西麓","102","12024"
"bgm_M233","25.雷蒂烏斯\n　　　　　群峰‧東麓","2030/12/17 14:59:59","2019/11/15 16:00:00","bgm_M233","25.雷蒂烏斯群峰‧東麓","102","12025"
"bgm_M260","26.佩特羅大森林‧西部","2030/12/17 14:59:59","2019/12/13 16:00:00","bgm_M260","26.佩特羅大森林‧西部","102","12026"
"bgm_M260","27.佩特羅大森林‧東部","2030/12/17 14:59:59","2020/01/10 16:00:00","bgm_M260","27.佩特羅大森林‧東部","102","12027"
"bgm_M278","28.迪茲塔爾河\n　　　　　蝕岸‧北部","2030/12/17 14:59:59","2020/02/14 16:00:00","bgm_M278_E28","28.迪茲塔爾河蝕岸‧北部","102","12028"
"bgm_M278","29.迪茲塔爾河\n　　　　　蝕岸‧南部","2030/12/17 14:59:59","2020/03/13 16:00:00","bgm_M278_E29","29.迪茲塔爾河蝕岸‧南部","102","12029"
"bgm_M293","30.弗泰拉斷崖‧北部","2030/12/17 14:59:59","2020/04/14 16:00:00","bgm_M293","30.弗泰拉斷崖‧北部","102","12030"
"bgm_M293","31.弗泰拉斷崖‧南部","2030/12/17 14:59:59","2020/05/15 16:00:00","bgm_M293","31.弗泰拉斷崖‧南部","102","12031"
"bgm_M339","32.法斯奇亞\n　　　　　　森林‧南部","2030/12/17 14:59:59","2020/06/15 16:00:00","bgm_M339","32.法斯奇亞森林‧南部","102","12032"
"bgm_M339","33.法斯奇亞\n　　　　　　森林‧東部","2030/12/17 14:59:59","2020/07/13 16:00:00","bgm_M339","33.法斯奇亞森林‧東部","102","12033"
"bgm_M374","34.迪克斯提亞\n　　　　　岩崖‧西壁","2030/12/17 14:59:59","2020/08/17 16:00:00","bgm_M374","34.迪克斯提亞岩崖‧西壁","102","12034"
"bgm_M374","35.迪克斯提亞\n　　　　　岩崖‧東壁","2030/12/17 14:59:59","2015/12/17 15:00:00","bgm_M374","35.迪克斯提亞岩崖‧東壁","102","12035"
"bgm_M392","36.維娜\n　　　　　湖畔道‧南部","2030/12/17 14:59:59","2020/11/13 16:00:00","bgm_M392","36.維娜湖畔道‧南部","102","12036"
"bgm_M392","37.維娜\n　　　　　湖畔道‧北部","2030/12/17 14:59:59","2020/12/14 16:00:00","bgm_M392","37.維娜湖畔道‧北部","102","12037"
"bgm_M411","38.拉圖斯\n　　　　　斷崖‧南部","2030/12/17 14:59:59","2021/01/15 16:00:00","bgm_M411","38.拉圖斯斷崖‧南部","102","12038"
"bgm_M411","39.拉圖斯\n　　　　　斷崖‧北部","2030/12/17 14:59:59","2021/02/09 16:00:00","bgm_M411","39.拉圖斯斷崖‧北部","102","12039"
"bgm_M411","40.斯卡普\n　　　　　山系‧西麓","2030/12/17 14:59:59","2021/03/15 16:00:00","bgm_M411_E40","40.斯卡普山系‧西麓","102","12040"
"bgm_M411","41.斯卡普\n　　　　　山系‧東麓","2030/12/17 14:59:59","2021/04/16 16:00:00","bgm_M411_E40","41.斯卡普山系‧東麓","102","12041"
"bgm_M411","42.佩克托斯\n　　　　　冰峰‧西壁","2030/12/17 14:59:59","2021/05/17 16:00:00","bgm_M411_E40","42.佩克托斯冰峰‧西壁","102","12042"
"bgm_M411","43.佩克托斯\n　　　　　冰峰‧東壁","2030/12/17 14:59:59","2021/06/16 16:00:00","bgm_M411_E40","43.佩克托斯冰峰‧東壁","102","12043"
"bgm_M411","44.斯夸瑪\n　　　　　冰脈‧西壁","2030/12/17 14:59:59","2021/07/16 16:00:00","bgm_M411_E40","44.斯夸瑪冰脈‧西壁","102","12044"
"bgm_M411","45.斯夸瑪\n　　　　　冰脈‧東壁","2030/12/17 14:59:59","2021/08/17 16:00:00","bgm_M411_E40","45.斯夸瑪冰脈‧東壁","102","12045"
"bgm_M483","46.拉泰里\n　　　　　山脈‧崖上","2030/12/17 14:59:59","2021/09/16 16:00:00","bgm_M483_E46","46.拉泰里山脈‧崖上","102","12046"
"bgm_M483","47.拉泰里\n　　　　　山脈‧崖下","2030/12/17 14:59:59","2021/10/15 16:00:00","bgm_M483_E46","47.拉泰里山脈‧崖下","102","12047"
"bgm_M483","48.埃斯塔\n　　　　　荒野‧南部","2030/12/17 14:59:59","2021/11/15 16:00:00","bgm_M483_E46","48.埃斯塔荒野‧南部","102","12048"
"bgm_M483","49.埃斯塔\n　　　　　荒野‧北部","2030/12/17 14:59:59","2021/12/15 16:00:00","bgm_M483_E46","49.埃斯塔荒野‧北部","102","12049"
"bgm_M483","50.涅羅\n　　　　　礁岩‧西部","2030/12/17 14:59:59","2022/01/17 16:00:00","bgm_M483_E50","50.涅羅礁岩‧西部","102","12050"
"bgm_M483","51.涅羅\n　　　　　礁岩‧東部","2030/12/17 14:59:59","2022/04/15 16:00:00","bgm_M483_E50","51.涅羅礁岩‧東部","102","12051"
"bgm_M483","52.皮尼翁\n　　　　　沿岸堤‧西岸","2030/12/17 14:59:59","2022/06/15 16:00:00","bgm_M483_E50","52.皮尼翁沿岸堤‧西岸","102","12052"
"bgm_M483","53.皮尼翁\n　　　　　沿岸堤‧東岸","2030/12/17 14:59:59","2022/08/15 16:00:00","bgm_M483_E50","53.皮尼翁沿岸堤‧東岸","102","12053"
"bgm_M483","54.托塔提斯沙岸\n　　　　　西部","2030/12/17 14:59:59","2022/10/14 16:00:00","bgm_M483_E50","54.托塔提斯沙岸‧西部","102","12054"
"bgm_M483","55.托塔提斯沙岸\n　　　　　東部","2030/12/17 14:59:59","2022/12/15 16:00:00","bgm_M483_E50","55.托塔提斯沙岸‧東部","102","12055"
"bgm_M483","56.歐呂克斯沙島\n　　　　　北部","2030/12/17 14:59:59","2023/02/15 16:00:00","bgm_M483_E50","56.歐呂克斯沙島‧北部","102","12056"
"bgm_M571","57.歐呂克斯沙島\n　　　　　南部","2030/12/17 14:59:59","2023/04/14 16:00:00","bgm_M571","57.歐呂克斯沙島‧南部","102","12057"
"bgm_M599A","58.克魯斯\n　　　　　密林‧東部","2030/12/17 14:59:59","2023/06/15 16:00:00","bgm_M599A","58.克魯斯密林‧東部","102","12058"
"bgm_MC001","63.阿帕雷尤\n　　　　　街道‧西側","2030/12/17 14:59:59","2023/08/15 16:00:00","bgm_MC001","63.阿帕雷尤街道‧西側","103","12063"
"bgm_MC001","64.阿帕雷尤\n　　　　　街道‧東側","2030/12/17 14:59:59","2023/10/16 16:00:00","bgm_MC001","64.阿帕雷尤街道‧東側","103","12064"
"bgm_MC001","65.芭菲之城\n　　　　　　城鎮","2030/12/17 14:59:59","2015/12/17 15:00:00","bgm_MC001","65.芭菲之城　城鎮","103","12065"
"bgm_MC001","66.拉摩利爾平原","2030/12/17 14:59:59","2015/12/17 15:00:00","bgm_MC001","66.拉摩利爾平原","103","12066"
"bgm_MC079","67.渦炎密林","2030/12/17 14:59:59","2015/12/17 15:00:00","bgm_MC079","67.渦炎密林","104","12067"
"bgm_MC079","68.思索樹海","2030/12/17 14:59:59","2015/12/17 15:00:00","bgm_MC079","68.思索樹海","104","12068"
"bgm_MC079","69.鬼的跟前","2030/12/17 14:59:59","2015/12/17 15:00:00","bgm_MC079","69.鬼的跟前","104","12069"
"bgm_MC079","70.炎繩河","2030/12/17 14:59:59","2015/12/17 15:00:00","bgm_MC079","70.炎繩河","104","12070"
"bgm_MC079","71.崩豹山巔","2030/12/17 14:59:59","2015/12/17 15:00:00","bgm_MC079","71.崩豹山巔","104","12071"
"bgm_MC079","72.怒錐山岳","2030/12/17 14:59:59","2015/12/17 15:00:00","bgm_MC079","72.怒錐山岳","104","12072"
"bgm_MC201","73.久遠冰河‧南端","2030/12/17 14:59:59","2015/12/17 15:00:00","bgm_MC201","73.久遠冰河‧南端","105","12073"
"bgm_M179","18.法艾頓\n　　　　　草原‧北部","2030/12/17 14:59:00","2020/01/02 16:00:00","bgm_M179","18.法艾頓草原‧北部","102","13018"
"bgm_M179","19.法艾頓\n　　　　　草原‧南部","2030/12/17 14:59:59","2020/02/04 16:00:00","bgm_M179","19.法艾頓草原‧南部","102","13019"
"bgm_M180","20.卡斯塔利亞\n　　　　　樹林‧西部","2030/12/17 14:59:59","2020/05/05 16:00:00","bgm_M180","20.卡斯塔利亞樹林‧西部","102","13020"
"bgm_M180","21.卡斯塔利亞\n　　　　　樹林‧東部","2030/12/17 14:59:59","2020/07/02 16:00:00","bgm_M180","21.卡斯塔利亞樹林‧東部","102","13021"
"bgm_M232","22.馬提爾德\n　　　　　岩峰‧南部","2030/12/17 14:59:59","2020/09/04 16:00:00","bgm_M232","22.馬提爾德岩峰‧南部","102","13022"
"bgm_M232","23.馬提爾德\n　　　　　岩峰‧北部","2030/12/17 14:59:59","2015/12/17 15:00:00","bgm_M232","23.馬提爾德岩峰‧北部","102","13023"
"bgm_M233","24.雷蒂烏斯\n　　　　　群峰‧西麓","2030/12/17 14:59:59","2021/02/09 16:00:00","bgm_M233","24.雷蒂烏斯群峰‧西麓","102","13024"
"bgm_M233","25.雷蒂烏斯\n　　　　　群峰‧東麓","2030/12/17 14:59:59","2021/05/11 16:00:00","bgm_M233","25.雷蒂烏斯群峰‧東麓","102","13025"
"bgm_M260","26.佩特羅大森林‧西部","2030/12/17 14:59:59","2015/12/17 15:00:00","bgm_M260","26.佩特羅大森林‧西部","102","13026"
"bgm_M260","27.佩特羅大森林‧東部","2030/12/17 14:59:59","2015/12/17 15:00:00","bgm_M260","27.佩特羅大森林‧東部","102","13027"
"bgm_M278","28.迪茲塔爾河\n　　　　　蝕岸‧北部","2030/12/17 14:59:59","2015/12/17 15:00:00","bgm_M278_E28","28.迪茲塔爾河蝕岸‧北部","102","13028"
"bgm_M278","29.迪茲塔爾河\n　　　　　蝕岸‧南部","2030/12/17 14:59:59","2015/12/17 15:00:00","bgm_M278_E29","29.迪茲塔爾河蝕岸‧南部","102","13029"
"bgm_M293","30.弗泰拉斷崖‧北部","2030/12/17 14:59:59","2020/04/14 16:00:00","bgm_M293","30.弗泰拉斷崖‧北部","102","13030"
"bgm_M293","31.弗泰拉斷崖‧南部","2030/12/17 14:59:59","2022/07/11 16:00:00","bgm_M293","31.弗泰拉斷崖‧南部","102","13031"
"bgm_M339","32.法斯奇亞\n　　　　　　森林‧南部","2030/12/17 14:59:59","2022/10/11 16:00:00","bgm_M339","32.法斯奇亞森林‧南部","102","13032"
"bgm_M339","33.法斯奇亞\n　　　　　　森林‧東部","2030/12/17 14:59:59","2023/01/10 16:00:00","bgm_M339","33.法斯奇亞森林‧東部","102","13033"
"bgm_M374","34.迪克斯提亞\n　　　　　岩崖‧西壁","2030/12/17 14:59:59","2023/03/09 16:00:00","bgm_M374","34.迪克斯提亞岩崖‧西壁","102","13034"
