7704279bce607235ef49880d54589926923fee843ce526c1027f068567de7710,58f8bcdcb173b2afb4bd06688f4e30fab34f33bcb4b1332a017a230e13b428b1,068d63fec0070b959a2cec5fe508ace7fd6fdc2ce46ebe4e17a82884c4e9bb11,da0a148510816ed4825a304e431f2b4e125ffdce2c21936f81d646e3e66e3188,e4f2f3767509ac304e1e44c98adb4453b2715e8fd4a31fcd22fc3243166c6acc,4a4b13953bb93d27e94b082badd4c41c451bcf5c5dbf645e732c66a13a533b0e,c259d33ab2c868da4785556640792d240eaa6739ed2fe11d18c50f1ea51ba5b0,a8879ea31b18009a3f4bf9773bbc44690c782177f4142ddcc9a97d5becae3330
"bgm_M93","101","2030/12/17 14:59:59","11.蓋奴亞荒漠","11.蓋奴亞荒漠","2018/11/07 16:00:00","11011","bgm_M93"
"bgm_M94","101","2030/12/17 14:59:59","12.波諾尼亞砂丘","12.波諾尼亞砂丘","2018/12/07 16:00:00","11012","bgm_M94"
"bgm_M118","101","2030/12/17 14:59:59","13.朵羅西亞溼地","13.朵羅西亞濕地","2019/01/03 16:00:00","11013","bgm_M118"
"bgm_M95","101","2030/12/17 14:59:59","14.尤金尼亞熱地","14.尤金尼亞熱地","2019/01/30 16:00:00","11014","bgm_M95"
"bgm_M96","101","2030/12/17 14:59:59","15.塔利亞火山","15.塔利亞火山","2019/02/18 16:00:00","11015","bgm_M96"
"bgm_M140","101","2030/12/17 14:59:59","16.泰美斯銀嶺","16.泰美斯銀嶺","2019/03/21 16:00:00","11016","bgm_M140"
"bgm_M141","101","2030/12/17 14:59:59","17.菲得斯冰原","17.菲得斯冰原","2015/12/17 15:00:00","11017","bgm_M141"
"bgm_M179","102","2030/12/17 14:59:59","18.法艾頓草原","18.法艾頓\n　　　　　草原‧北部","2015/12/17 15:00:00","11018","bgm_M179"
"bgm_M179","102","2030/12/17 14:59:59","19.法艾頓草原‧南部","19.法艾頓\n　　　　　草原‧南部","2019/06/17 16:00:00","11019","bgm_M179"
"bgm_M180","102","2030/12/17 14:59:59","20.卡斯塔利亞樹林‧西部","20.卡斯塔利亞\n　　　　　樹林‧西部","2019/08/15 16:00:00","11020","bgm_M180"
"bgm_M180","102","2030/12/17 14:59:59","21.卡斯塔利亞樹林‧東部","21.卡斯塔利亞\n　　　　　樹林‧東部","2019/08/15 16:00:00","11021","bgm_M180"
"bgm_M232","102","2030/12/17 14:59:59","22.馬提爾德岩峰‧南部","22.馬提爾德\n　　　　　岩峰‧南部","2019/09/17 16:00:00","11022","bgm_M232"
"bgm_M232","102","2030/12/17 14:59:59","23.馬提爾德岩峰‧北部","23.馬提爾德\n　　　　　岩峰‧北部","2019/09/17 16:00:00","11023","bgm_M232"
"bgm_M233","102","2030/12/17 14:59:59","24.雷蒂烏斯群峰‧西麓","24.雷蒂烏斯\n　　　　　群峰‧西麓","2019/10/15 16:00:00","11024","bgm_M233"
"bgm_M233","102","2030/12/17 14:59:59","25.雷蒂烏斯群峰‧東麓","25.雷蒂烏斯\n　　　　　群峰‧東麓","2019/11/15 16:00:00","11025","bgm_M233"
"bgm_M260","102","2030/12/17 14:59:59","26.佩特羅大森林‧西部","26.佩特羅大森林‧西部","2019/12/13 16:00:00","11026","bgm_M260"
"bgm_M260","102","2030/12/17 14:59:59","27.佩特羅大森林‧東部","27.佩特羅大森林‧東部","2020/01/10 16:00:00","11027","bgm_M260"
"bgm_M278","102","2030/12/17 14:59:59","28.迪茲塔爾河蝕岸‧北部","28.迪茲塔爾河\n　　　　　蝕岸‧北部","2020/02/14 16:00:00","11028","bgm_M278_E28"
"bgm_M278","102","2030/12/17 14:59:59","29.迪茲塔爾河蝕岸‧南部","29.迪茲塔爾河\n　　　　　蝕岸‧南部","2020/03/13 16:00:00","11029","bgm_M278_E29"
"bgm_M293","102","2030/12/17 14:59:59","30.弗泰拉斷崖‧北部","30.弗泰拉斷崖‧北部","2020/04/14 16:00:00","11030","bgm_M293"
"bgm_M293","102","2030/12/17 14:59:59","31.弗泰拉斷崖‧南部","31.弗泰拉斷崖‧南部","2020/05/15 16:00:00","11031","bgm_M293"
"bgm_M339","102","2030/12/17 14:59:59","32.法斯奇亞森林‧南部","32.法斯奇亞\n　　　　　　森林‧南部","2020/06/15 16:00:00","11032","bgm_M339"
"bgm_M339","102","2030/12/17 14:59:59","33.法斯奇亞森林‧東部","33.法斯奇亞\n　　　　　　森林‧東部","2020/07/13 16:00:00","11033","bgm_M339"
"bgm_M374","102","2030/12/17 14:59:59","34.迪克斯提亞岩崖‧西壁","34.迪克斯提亞\n　　　　　岩崖‧西壁","2020/08/17 16:00:00","11034","bgm_M374"
"bgm_M374","102","2030/12/17 14:59:59","35.迪克斯提亞岩崖‧東壁","35.迪克斯提亞\n　　　　　岩崖‧東壁","2020/09/14 16:00:00","11035","bgm_M374"
"bgm_M392","102","2030/12/17 14:59:59","36.維娜湖畔道‧南部","36.維娜\n　　　　　湖畔道‧南部","2020/11/13 16:00:00","11036","bgm_M392"
"bgm_M392","102","2030/12/17 14:59:59","37.維娜湖畔道‧北部","37.維娜\n　　　　　湖畔道‧北部","2020/12/14 16:00:00","11037","bgm_M392"
"bgm_M411","102","2030/12/17 14:59:59","38.拉圖斯斷崖‧南部","38.拉圖斯\n　　　　　斷崖‧南部","2021/01/15 16:00:00","11038","bgm_M411"
"bgm_M411","102","2030/12/17 14:59:59","39.拉圖斯斷崖‧北部","39.拉圖斯\n　　　　　斷崖‧北部","2021/02/09 16:00:00","11039","bgm_M411"
"bgm_M411","102","2030/12/17 14:59:59","40.斯卡普山系‧西麓","40.斯卡普\n　　　　　山系‧西麓","2021/03/15 16:00:00","11040","bgm_M411_E40"
"bgm_M411","102","2030/12/17 14:59:59","41.斯卡普山系‧東麓","41.斯卡普\n　　　　　山系‧東麓","2021/04/16 16:00:00","11041","bgm_M411_E40"
"bgm_M411","102","2030/12/17 14:59:59","42.佩克托斯冰峰‧西壁","42.佩克托斯\n　　　　　冰峰‧西壁","2021/05/17 16:00:00","11042","bgm_M411_E40"
"bgm_M411","102","2030/12/17 14:59:59","43.佩克托斯冰峰‧東壁","43.佩克托斯\n　　　　　冰峰‧東壁","2021/06/16 16:00:00","11043","bgm_M411_E40"
"bgm_M411","102","2030/12/17 14:59:59","44.斯夸瑪冰脈‧西壁","44.斯夸瑪\n　　　　　冰脈‧西壁","2021/07/16 16:00:00","11044","bgm_M411_E40"
"bgm_M411","102","2030/12/17 14:59:59","45.斯夸瑪冰脈‧東壁","45.斯夸瑪\n　　　　　冰脈‧東壁","2021/08/17 16:00:00","11045","bgm_M411_E40"
"bgm_M483","102","2030/12/17 14:59:59","46.拉泰里山脈‧崖上","46.拉泰里\n　　　　　山脈‧崖上","2021/09/16 16:00:00","11046","bgm_M483_E46"
"bgm_M483","102","2030/12/17 14:59:59","47.拉泰里山脈‧崖下","47.拉泰里\n　　　　　山脈‧崖下","2021/10/15 16:00:00","11047","bgm_M483_E46"
"bgm_M483","102","2030/12/17 14:59:59","48.埃斯塔荒野‧南部","48.埃斯塔\n　　　　　荒野‧南部","2021/11/15 16:00:00","11048","bgm_M483_E46"
"bgm_M483","102","2030/12/17 14:59:59","49.埃斯塔荒野‧北部","49.埃斯塔\n　　　　　荒野‧北部","2021/12/15 16:00:00","11049","bgm_M483_E46"
"bgm_M483","102","2030/12/17 14:59:59","50.涅羅礁岩‧西部","50.涅羅\n　　　　　礁岩‧西部","2015/12/17 15:00:00","11050","bgm_M483_E50"
"bgm_M483","102","2030/12/17 14:59:59","51.涅羅礁岩‧東部","51.涅羅\n　　　　　礁岩‧東部","2015/12/17 15:00:00","11051","bgm_M483_E50"
"bgm_M483","102","2030/12/17 14:59:59","52.皮尼翁沿岸堤‧西岸","52.皮尼翁\n　　　　　沿岸堤‧西岸","2015/12/17 15:00:00","11052","bgm_M483_E50"
"bgm_M483","102","2030/12/17 14:59:59","53.皮尼翁沿岸堤‧東岸","53.皮尼翁\n　　　　　沿岸堤‧東岸","2015/12/17 15:00:00","11053","bgm_M483_E50"
"bgm_M483","102","2030/12/17 14:59:59","54.托塔提斯沙岸‧西部","54.托塔提斯沙岸\n　　　　　西部","2015/12/17 15:00:00","11054","bgm_M483_E50"
"bgm_M483","102","2030/12/17 14:59:59","55.托塔提斯沙岸‧東部","55.托塔提斯沙岸\n　　　　　東部","2022/06/15 16:00:00","11055","bgm_M483_E50"
"bgm_M483","102","2030/12/17 14:59:59","56.歐呂克斯沙島‧北部","56.歐呂克斯沙島\n　　　　　北部","2022/07/15 16:00:00","11056","bgm_M483_E50"
"bgm_M571","102","2030/12/17 14:59:59","57.歐呂克斯沙島‧南部","57.歐呂克斯沙島\n　　　　　南部","2022/08/15 16:00:00","11057","bgm_M571"
"bgm_M599A","102","2030/12/17 14:59:59","58.克魯斯密林‧東部","58.克魯斯\n　　　　　密林‧東部","2022/09/15 16:00:00","11058","bgm_M599A"
"bgm_M599A","102","2030/12/17 14:59:59","59.克魯斯密林‧西部","59.克魯斯\n　　　　　密林‧西部","2022/11/15 16:00:00","11059","bgm_M599A"
"bgm_M599A","102","2030/12/17 14:59:59","60.考達海灘‧北部","60.考達\n　　　　　海灘‧北部","2023/01/16 16:00:00","11060","bgm_M599A"
"bgm_M599A","102","2030/12/17 14:59:59","61.考達海灘‧南部","61.考達\n　　　　　海灘‧南部","2023/03/15 16:00:00","11061","bgm_M599A"
"bgm_M599A","102","2030/12/17 14:59:59","62.普洛庇那海角","62.普洛庇那海角","2023/05/15 16:00:00","11062","bgm_M599A"
"bgm_MC001","103","2030/12/17 14:59:59","63.阿帕雷尤街道‧西側","63.阿帕雷尤\n　　　　　街道‧西側","2023/07/14 16:00:00","11063","bgm_MC001"
"bgm_MC001","103","2030/12/17 14:59:59","64.阿帕雷尤街道‧東側","64.阿帕雷尤\n　　　　　街道‧東側","2023/09/15 16:00:00","11064","bgm_MC001"
"bgm_MC001","103","2030/12/17 14:59:59","65.芭菲之城　城鎮","65.芭菲之城\n　　　　　　城鎮","2023/11/15 16:00:00","11065","bgm_MC001"
"bgm_MC001","103","2030/12/17 14:59:59","66.拉摩利爾平原","66.拉摩利爾平原","2015/12/17 15:00:00","11066","bgm_MC001"
"bgm_MC079","104","2030/12/17 14:59:59","67.渦炎密林","67.渦炎密林","2015/12/17 15:00:00","11067","bgm_MC079"
"bgm_MC079","104","2030/12/17 14:59:59","68.思索樹海","68.思索樹海","2015/12/17 15:00:00","11068","bgm_MC079"
"bgm_MC079","104","2030/12/17 14:59:59","69.鬼的跟前","69.鬼的跟前","2015/12/17 15:00:00","11069","bgm_MC079"
"bgm_MC079","104","2030/12/17 14:59:59","70.炎繩河","70.炎繩河","2015/12/17 15:00:00","11070","bgm_MC079"
"bgm_MC079","104","2030/12/17 14:59:59","71.崩豹山巔","71.崩豹山巔","2015/12/17 15:00:00","11071","bgm_MC079"
"bgm_MC079","104","2030/12/17 14:59:59","72.怒錐山岳","72.怒錐山岳","2015/12/17 15:00:00","11072","bgm_MC079"
"bgm_MC201","105","2030/12/17 14:59:59","73.久遠冰河‧南端","73.久遠冰河‧南端","2015/12/17 15:00:00","11073","bgm_MC201"
"bgm_MC201","105","2030/12/17 14:59:59","74.幽魂濕地","74.幽魂濕地","2015/12/17 15:00:00","11074","bgm_MC201"
"bgm_M61","101","2030/12/17 14:59:59","1.朱諾平原","1.朱諾平原","2015/12/17 15:00:00","12001","bgm_M61"
"bgm_M61","101","2030/12/17 14:59:59","2.帕拉斯高原","2.帕拉斯高原","2015/12/17 15:00:00","12002","bgm_M61_02"
"bgm_M61","101","2030/12/17 14:59:59","3.赫柏丘陵","3.赫柏丘陵","2015/12/17 15:00:00","12003","bgm_M61_03"
"bgm_M61","101","2030/12/17 14:59:59","4.維斯塔溪谷","4.維斯塔溪谷","2015/12/17 15:00:00","12004","bgm_M61_04"
"bgm_M62","101","2030/12/17 14:59:59","5.刻瑞斯森林","5.刻瑞斯森林","2015/12/17 15:00:00","12005","bgm_M62_01"
"bgm_M62","101","2030/12/17 14:59:59","6.佛洛拉湖畔","6.佛洛拉湖畔","2015/12/17 15:00:00","12006","bgm_M62_02"
"bgm_M62","101","2030/12/17 14:59:59","7.墨提斯大瀑布","7.墨提斯大瀑布","2015/12/17 15:00:00","12007","bgm_M62_03"
"bgm_M42","101","2030/12/17 14:59:59","8.伊麗絲樹海","8.伊麗絲樹海","2015/12/17 15:00:00","12008","bgm_M42_02"
"bgm_M58","101","2030/12/17 14:59:59","9.弗麗嘉雪原","9.弗麗嘉雪原","2015/12/17 15:00:00","12009","bgm_M58"
"bgm_M101","101","2030/12/17 14:59:59","10.洛麗泰海岸","10.洛麗泰海岸","2018/10/05 16:00:00","12010","bgm_M101"
"bgm_M93","101","2030/12/17 14:59:59","11.蓋奴亞荒漠","11.蓋奴亞荒漠","2018/11/07 16:00:00","12011","bgm_M93"
"bgm_M94","101","2030/12/17 14:59:59","12.波諾尼亞砂丘","12.波諾尼亞砂丘","2018/12/07 16:00:00","12012","bgm_M94"
"bgm_M118","101","2030/12/17 14:59:59","13.朵羅西亞溼地","13.朵羅西亞濕地","2019/01/03 16:00:00","12013","bgm_M118"
"bgm_M95","101","2030/12/17 14:59:59","14.尤金尼亞熱地","14.尤金尼亞熱地","2019/01/30 16:00:00","12014","bgm_M95"
"bgm_M96","101","2030/12/17 14:59:59","15.塔利亞火山","15.塔利亞火山","2019/02/18 16:00:00","12015","bgm_M96"
"bgm_M140","101","2030/12/17 14:59:59","16.泰美斯銀嶺","16.泰美斯銀嶺","2019/03/21 16:00:00","12016","bgm_M140"
"bgm_M141","101","2030/12/17 14:59:59","17.菲得斯冰原","17.菲得斯冰原","2019/04/19 16:00:00","12017","bgm_M141"
"bgm_M179","102","2030/12/17 14:59:59","18.法艾頓草原","18.法艾頓\n　　　　　草原‧北部","2019/05/21 16:00:00","12018","bgm_M179"
"bgm_M179","102","2030/12/17 14:59:59","19.法艾頓草原‧南部","19.法艾頓\n　　　　　草原‧南部","2019/06/17 16:00:00","12019","bgm_M179"
"bgm_M180","102","2030/12/17 14:59:59","20.卡斯塔利亞樹林‧西部","20.卡斯塔利亞\n　　　　　樹林‧西部","2019/08/15 16:00:00","12020","bgm_M180"
"bgm_M180","102","2030/12/17 14:59:59","21.卡斯塔利亞樹林‧東部","21.卡斯塔利亞\n　　　　　樹林‧東部","2019/08/15 16:00:00","12021","bgm_M180"
"bgm_M232","102","2030/12/17 14:59:59","22.馬提爾德岩峰‧南部","22.馬提爾德\n　　　　　岩峰‧南部","2019/09/17 16:00:00","12022","bgm_M232"
"bgm_M232","102","2030/12/17 14:59:59","23.馬提爾德岩峰‧北部","23.馬提爾德\n　　　　　岩峰‧北部","2019/09/17 16:00:00","12023","bgm_M232"
"bgm_M233","102","2030/12/17 14:59:59","24.雷蒂烏斯群峰‧西麓","24.雷蒂烏斯\n　　　　　群峰‧西麓","2019/10/15 16:00:00","12024","bgm_M233"
"bgm_M233","102","2030/12/17 14:59:59","25.雷蒂烏斯群峰‧東麓","25.雷蒂烏斯\n　　　　　群峰‧東麓","2019/11/15 16:00:00","12025","bgm_M233"
"bgm_M260","102","2030/12/17 14:59:59","26.佩特羅大森林‧西部","26.佩特羅大森林‧西部","2019/12/13 16:00:00","12026","bgm_M260"
"bgm_M260","102","2030/12/17 14:59:59","27.佩特羅大森林‧東部","27.佩特羅大森林‧東部","2020/01/10 16:00:00","12027","bgm_M260"
"bgm_M278","102","2030/12/17 14:59:59","28.迪茲塔爾河蝕岸‧北部","28.迪茲塔爾河\n　　　　　蝕岸‧北部","2020/02/14 16:00:00","12028","bgm_M278_E28"
"bgm_M278","102","2030/12/17 14:59:59","29.迪茲塔爾河蝕岸‧南部","29.迪茲塔爾河\n　　　　　蝕岸‧南部","2020/03/13 16:00:00","12029","bgm_M278_E29"
"bgm_M293","102","2030/12/17 14:59:59","30.弗泰拉斷崖‧北部","30.弗泰拉斷崖‧北部","2020/04/14 16:00:00","12030","bgm_M293"
"bgm_M293","102","2030/12/17 14:59:59","31.弗泰拉斷崖‧南部","31.弗泰拉斷崖‧南部","2020/05/15 16:00:00","12031","bgm_M293"
"bgm_M339","102","2030/12/17 14:59:59","32.法斯奇亞森林‧南部","32.法斯奇亞\n　　　　　　森林‧南部","2020/06/15 16:00:00","12032","bgm_M339"
"bgm_M339","102","2030/12/17 14:59:59","33.法斯奇亞森林‧東部","33.法斯奇亞\n　　　　　　森林‧東部","2020/07/13 16:00:00","12033","bgm_M339"
"bgm_M374","102","2030/12/17 14:59:59","34.迪克斯提亞岩崖‧西壁","34.迪克斯提亞\n　　　　　岩崖‧西壁","2020/08/17 16:00:00","12034","bgm_M374"
"bgm_M374","102","2030/12/17 14:59:59","35.迪克斯提亞岩崖‧東壁","35.迪克斯提亞\n　　　　　岩崖‧東壁","2015/12/17 15:00:00","12035","bgm_M374"
"bgm_M392","102","2030/12/17 14:59:59","36.維娜湖畔道‧南部","36.維娜\n　　　　　湖畔道‧南部","2020/11/13 16:00:00","12036","bgm_M392"
"bgm_M392","102","2030/12/17 14:59:59","37.維娜湖畔道‧北部","37.維娜\n　　　　　湖畔道‧北部","2020/12/14 16:00:00","12037","bgm_M392"
"bgm_M411","102","2030/12/17 14:59:59","38.拉圖斯斷崖‧南部","38.拉圖斯\n　　　　　斷崖‧南部","2021/01/15 16:00:00","12038","bgm_M411"
"bgm_M411","102","2030/12/17 14:59:59","39.拉圖斯斷崖‧北部","39.拉圖斯\n　　　　　斷崖‧北部","2021/02/09 16:00:00","12039","bgm_M411"
"bgm_M411","102","2030/12/17 14:59:59","40.斯卡普山系‧西麓","40.斯卡普\n　　　　　山系‧西麓","2021/03/15 16:00:00","12040","bgm_M411_E40"
"bgm_M411","102","2030/12/17 14:59:59","41.斯卡普山系‧東麓","41.斯卡普\n　　　　　山系‧東麓","2021/04/16 16:00:00","12041","bgm_M411_E40"
"bgm_M411","102","2030/12/17 14:59:59","42.佩克托斯冰峰‧西壁","42.佩克托斯\n　　　　　冰峰‧西壁","2021/05/17 16:00:00","12042","bgm_M411_E40"
"bgm_M411","102","2030/12/17 14:59:59","43.佩克托斯冰峰‧東壁","43.佩克托斯\n　　　　　冰峰‧東壁","2021/06/16 16:00:00","12043","bgm_M411_E40"
"bgm_M411","102","2030/12/17 14:59:59","44.斯夸瑪冰脈‧西壁","44.斯夸瑪\n　　　　　冰脈‧西壁","2021/07/16 16:00:00","12044","bgm_M411_E40"
"bgm_M411","102","2030/12/17 14:59:59","45.斯夸瑪冰脈‧東壁","45.斯夸瑪\n　　　　　冰脈‧東壁","2021/08/17 16:00:00","12045","bgm_M411_E40"
"bgm_M483","102","2030/12/17 14:59:59","46.拉泰里山脈‧崖上","46.拉泰里\n　　　　　山脈‧崖上","2021/09/16 16:00:00","12046","bgm_M483_E46"
"bgm_M483","102","2030/12/17 14:59:59","47.拉泰里山脈‧崖下","47.拉泰里\n　　　　　山脈‧崖下","2021/10/15 16:00:00","12047","bgm_M483_E46"
"bgm_M483","102","2030/12/17 14:59:59","48.埃斯塔荒野‧南部","48.埃斯塔\n　　　　　荒野‧南部","2021/11/15 16:00:00","12048","bgm_M483_E46"
"bgm_M483","102","2030/12/17 14:59:59","49.埃斯塔荒野‧北部","49.埃斯塔\n　　　　　荒野‧北部","2021/12/15 16:00:00","12049","bgm_M483_E46"
"bgm_M483","102","2030/12/17 14:59:59","50.涅羅礁岩‧西部","50.涅羅\n　　　　　礁岩‧西部","2022/01/17 16:00:00","12050","bgm_M483_E50"
"bgm_M483","102","2030/12/17 14:59:59","51.涅羅礁岩‧東部","51.涅羅\n　　　　　礁岩‧東部","2022/04/15 16:00:00","12051","bgm_M483_E50"
"bgm_M483","102","2030/12/17 14:59:59","52.皮尼翁沿岸堤‧西岸","52.皮尼翁\n　　　　　沿岸堤‧西岸","2022/06/15 16:00:00","12052","bgm_M483_E50"
"bgm_M483","102","2030/12/17 14:59:59","53.皮尼翁沿岸堤‧東岸","53.皮尼翁\n　　　　　沿岸堤‧東岸","2022/08/15 16:00:00","12053","bgm_M483_E50"
"bgm_M483","102","2030/12/17 14:59:59","54.托塔提斯沙岸‧西部","54.托塔提斯沙岸\n　　　　　西部","2022/10/14 16:00:00","12054","bgm_M483_E50"
"bgm_M483","102","2030/12/17 14:59:59","55.托塔提斯沙岸‧東部","55.托塔提斯沙岸\n　　　　　東部","2022/12/15 16:00:00","12055","bgm_M483_E50"
"bgm_M483","102","2030/12/17 14:59:59","56.歐呂克斯沙島‧北部","56.歐呂克斯沙島\n　　　　　北部","2023/02/15 16:00:00","12056","bgm_M483_E50"
"bgm_M571","102","2030/12/17 14:59:59","57.歐呂克斯沙島‧南部","57.歐呂克斯沙島\n　　　　　南部","2023/04/14 16:00:00","12057","bgm_M571"
"bgm_M599A","102","2030/12/17 14:59:59","58.克魯斯密林‧東部","58.克魯斯\n　　　　　密林‧東部","2023/06/15 16:00:00","12058","bgm_M599A"
"bgm_MC001","103","2030/12/17 14:59:59","63.阿帕雷尤街道‧西側","63.阿帕雷尤\n　　　　　街道‧西側","2023/08/15 16:00:00","12063","bgm_MC001"
"bgm_MC001","103","2030/12/17 14:59:59","64.阿帕雷尤街道‧東側","64.阿帕雷尤\n　　　　　街道‧東側","2023/10/16 16:00:00","12064","bgm_MC001"
"bgm_MC001","103","2030/12/17 14:59:59","65.芭菲之城　城鎮","65.芭菲之城\n　　　　　　城鎮","2015/12/17 15:00:00","12065","bgm_MC001"
"bgm_MC001","103","2030/12/17 14:59:59","66.拉摩利爾平原","66.拉摩利爾平原","2015/12/17 15:00:00","12066","bgm_MC001"
"bgm_MC079","104","2030/12/17 14:59:59","67.渦炎密林","67.渦炎密林","2015/12/17 15:00:00","12067","bgm_MC079"
"bgm_MC079","104","2030/12/17 14:59:59","68.思索樹海","68.思索樹海","2015/12/17 15:00:00","12068","bgm_MC079"
"bgm_MC079","104","2030/12/17 14:59:59","69.鬼的跟前","69.鬼的跟前","2015/12/17 15:00:00","12069","bgm_MC079"
"bgm_MC079","104","2030/12/17 14:59:59","70.炎繩河","70.炎繩河","2015/12/17 15:00:00","12070","bgm_MC079"
"bgm_MC079","104","2030/12/17 14:59:59","71.崩豹山巔","71.崩豹山巔","2015/12/17 15:00:00","12071","bgm_MC079"
"bgm_MC079","104","2030/12/17 14:59:59","72.怒錐山岳","72.怒錐山岳","2015/12/17 15:00:00","12072","bgm_MC079"
"bgm_MC201","105","2030/12/17 14:59:59","73.久遠冰河‧南端","73.久遠冰河‧南端","2015/12/17 15:00:00","12073","bgm_MC201"
"bgm_MC201","105","2030/12/17 14:59:59","74.幽魂濕地","74.幽魂濕地","2015/12/17 15:00:00","12074","bgm_MC201"
"bgm_M179","102","2030/12/17 14:59:00","18.法艾頓草原‧北部","18.法艾頓\n　　　　　草原‧北部","2020/01/02 16:00:00","13018","bgm_M179"
"bgm_M179","102","2030/12/17 14:59:59","19.法艾頓草原‧南部","19.法艾頓\n　　　　　草原‧南部","2020/02/04 16:00:00","13019","bgm_M179"
"bgm_M180","102","2030/12/17 14:59:59","20.卡斯塔利亞樹林‧西部","20.卡斯塔利亞\n　　　　　樹林‧西部","2020/05/05 16:00:00","13020","bgm_M180"
"bgm_M180","102","2030/12/17 14:59:59","21.卡斯塔利亞樹林‧東部","21.卡斯塔利亞\n　　　　　樹林‧東部","2020/07/02 16:00:00","13021","bgm_M180"
"bgm_M232","102","2030/12/17 14:59:59","22.馬提爾德岩峰‧南部","22.馬提爾德\n　　　　　岩峰‧南部","2020/09/04 16:00:00","13022","bgm_M232"
"bgm_M232","102","2030/12/17 14:59:59","23.馬提爾德岩峰‧北部","23.馬提爾德\n　　　　　岩峰‧北部","2015/12/17 15:00:00","13023","bgm_M232"
"bgm_M233","102","2030/12/17 14:59:59","24.雷蒂烏斯群峰‧西麓","24.雷蒂烏斯\n　　　　　群峰‧西麓","2021/02/09 16:00:00","13024","bgm_M233"
"bgm_M233","102","2030/12/17 14:59:59","25.雷蒂烏斯群峰‧東麓","25.雷蒂烏斯\n　　　　　群峰‧東麓","2021/05/11 16:00:00","13025","bgm_M233"
"bgm_M260","102","2030/12/17 14:59:59","26.佩特羅大森林‧西部","26.佩特羅大森林‧西部","2015/12/17 15:00:00","13026","bgm_M260"
"bgm_M260","102","2030/12/17 14:59:59","27.佩特羅大森林‧東部","27.佩特羅大森林‧東部","2015/12/17 15:00:00","13027","bgm_M260"
"bgm_M278","102","2030/12/17 14:59:59","28.迪茲塔爾河蝕岸‧北部","28.迪茲塔爾河\n　　　　　蝕岸‧北部","2015/12/17 15:00:00","13028","bgm_M278_E28"
"bgm_M278","102","2030/12/17 14:59:59","29.迪茲塔爾河蝕岸‧南部","29.迪茲塔爾河\n　　　　　蝕岸‧南部","2015/12/17 15:00:00","13029","bgm_M278_E29"
"bgm_M293","102","2030/12/17 14:59:59","30.弗泰拉斷崖‧北部","30.弗泰拉斷崖‧北部","2020/04/14 16:00:00","13030","bgm_M293"
"bgm_M293","102","2030/12/17 14:59:59","31.弗泰拉斷崖‧南部","31.弗泰拉斷崖‧南部","2022/07/11 16:00:00","13031","bgm_M293"
"bgm_M339","102","2030/12/17 14:59:59","32.法斯奇亞森林‧南部","32.法斯奇亞\n　　　　　　森林‧南部","2022/10/11 16:00:00","13032","bgm_M339"
"bgm_M339","102","2030/12/17 14:59:59","33.法斯奇亞森林‧東部","33.法斯奇亞\n　　　　　　森林‧東部","2023/01/10 16:00:00","13033","bgm_M339"
"bgm_M374","102","2030/12/17 14:59:59","34.迪克斯提亞岩崖‧西壁","34.迪克斯提亞\n　　　　　岩崖‧西壁","2023/03/09 16:00:00","13034","bgm_M374"
