511dacd3f81fa59909aafe7e2c20c6e10a87ea4af14bf66fc248ff0fcb3506d4,80bbe7461010ec78c003d17374df2cfd69f578443cd089c89e29e81f20a81ab3,50b2a614d60587fbeaab99417d51777a3ba5f1962d7eeb1a19750a18a0ae86bd,8c922b12d8d4715a629c1eeca11dae1937cbf580b26cfce97ffcdd6eb29ca1ed,50fdab8fcb10ed69fc55d7c154d2ede379f338b27d2a8b2d1431b66eb385a325,db74c807dbbf4cc57211d57dd130f35f9cecff35b14f09888af7d2433c1fcaf6,25b05e8960c2ded38d3e53470ec6bac335e715b32fbf5974213d841406dd727d,8b61cc65481beb8f75ffbff7d88c9e2efdab6b3e54d56ba06f8d180e2498baa1,8fec13a626188cd3b251529365ec827688021022146e56dd0561af70b066a58b,409fa2e4a76c781f17163f3d7429b56020fa488fc30d983de60b24aef39f7714,aae6a3efc3b75b9b835260e259e1001c0f29bcfed66d71a9984588235942642f,38881650662da387d44934f47183c8f78c875f2a736b7a735a330da966ce176b
"0","0","0","54","11","0","55","360","1","2.161","1011611554","10116115"
"0","1","3.392","55","0","0","0","0","4","0","1011611555","10116115"
"vo_won_10116115_07","0","0","56","0","vo_won","0","0","2","0","1011611556","10116115"
"0","0","0","57","12","0","0","235","1","0.982","1011611557","10116115"
"0","1","1.563","58","0","0","0","0","4","0","1011611558","10116115"
"0","0","0","59","12","0","235","450","1","1.916","1011611559","10116115"
"0","1","0.8","1","0","0","0","0","4","0","1011612501","10116125"
"vo_won_10116125_01","0","0","2","0","vo_won","0","0","2","0","1011612502","10116125"
"0","0","0","3","1","0","0","262","1","2.458","1011612503","10116125"
"0","1","3.21","4","0","0","0","0","4","0","1011612504","10116125"
"0","0","0","5","1","0","262","450","1","1.255","1011612505","10116125"
"0","1","1.255","6","0","0","0","0","4","0","1011612506","10116125"
"0","0","0","7","2","0","0","155","1","1.63","1011612507","10116125"
"0","1","2.759","8","0","0","0","0","4","0","1011612508","10116125"
"vo_won_10116125_02","0","0","9","0","vo_won","0","0","2","0","1011612509","10116125"
"0","0","0","10","2","0","155","220","1","0.753","1011612510","10116125"
"0","1","1.229","11","0","0","0","0","4","0","1011612511","10116125"
"0","0","0","12","2","0","220","450","1","1.255","1011612512","10116125"
"0","1","1.255","13","0","0","0","0","4","0","1011612513","10116125"
"0","0","0","14","3","0","0","430","1","2.138","1011612514","10116125"
"0","1","2.985","15","0","0","0","0","4","0","1011612515","10116125"
"0","0","0","16","3","0","430","430","1","0.501","1011612516","10116125"
"0","1","0.501","17","0","0","0","0","4","0","1011612517","10116125"
"0","0","0","18","4","0","0","0","1","1.807","1011612518","10116125"
"0","1","2.584","19","0","0","0","0","4","0","1011612519","10116125"
"0","0","0","20","4","0","0","72","1","0.703","1011612520","10116125"
"0","1","1.405","21","0","0","0","0","4","0","1011612521","10116125"
"0","0","0","22","4","0","72","175","1","0.553","1011612522","10116125"
"0","1","0.553","23","0","0","0","0","4","0","1011612523","10116125"
"0","0","0","24","4","0","175","175","1","0.878","1011612524","10116125"
"0","1","1.279","25","0","0","0","0","4","0","1011612525","10116125"
"0","0","0","26","4","0","175","450","1","2.233","1011612526","10116125"
"0","1","3.38","27","0","0","0","0","4","0","1011612527","10116125"
"vo_won_10116125_03","0","0","28","0","vo_won","0","0","2","0","1011612528","10116125"
"0","0","0","29","5","0","0","255","1","2.307","1011612529","10116125"
"0","1","2.859","30","0","0","0","0","4","0","1011612530","10116125"
"0","0","0","31","5","0","255","450","1","1.405","1011612531","10116125"
"0","1","1.832","32","0","0","0","0","4","0","1011612532","10116125"
"0","0","0","33","6","0","0","400","1","3.426","1011612533","10116125"
"0","1","3.912","34","0","0","0","0","4","0","1011612534","10116125"
"vo_won_10116125_04","0","0","35","0","vo_won","0","0","2","0","1011612535","10116125"
"0","0","0","36","7","0","0","305","1","2.534","1011612536","10116125"
"0","1","3.311","37","0","0","0","0","4","0","1011612537","10116125"
"0","0","0","38","7","0","305","450","1","0.979","1011612538","10116125"
"0","1","1.394","39","0","0","0","0","4","0","1011612539","10116125"
"0","0","0","40","8","0","0","450","1","3.346","1011612540","10116125"
"0","1","3.346","41","0","0","0","0","4","0","1011612541","10116125"
"0","0","0","42","9","0","0","0","1","0.828","1011612542","10116125"
"0","1","2.361","43","0","0","0","0","4","0","1011612543","10116125"
"vo_won_10116125_05","0","0","44","0","vo_won","0","0","2","0","1011612544","10116125"
"0","0","0","45","9","0","0","260","1","3.221","1011612545","10116125"
"0","1","3.999","46","0","0","0","0","4","0","1011612546","10116125"
"0","0","0","47","9","0","260","420","1","0.727","1011612547","10116125"
"0","1","1.405","48","0","0","0","0","4","0","1011612548","10116125"
"0","0","0","49","10","0","0","175","1","2.085","1011612549","10116125"
"0","1","3.523","50","0","0","0","0","4","0","1011612550","10116125"
"vo_won_10116125_06","0","0","51","0","vo_won","0","0","2","0","1011612551","10116125"
"0","0","0","52","11","0","0","72","1","0.62","1011612552","10116125"
"0","1","1.355","53","0","0","0","0","4","0","1011612553","10116125"
"0","0","0","54","11","0","72","440","1","2.483","1011612554","10116125"
"0","1","3.03","55","0","0","0","0","4","0","1011612555","10116125"
"0","0","0","56","12","0","0","220","1","1.284","1011612556","10116125"
"0","1","0.8","1","0","0","0","0","4","0","1011613501","10116135"
"vo_won_10116135_01","0","0","2","0","vo_won","0","0","2","0","1011613502","10116135"
"0","0","0","3","1","0","0","210","1","2.046","1011613503","10116135"
"0","1","2.601","4","0","0","0","0","4","0","1011613504","10116135"
"0","0","0","5","1","0","210","450","1","1.646","1011613505","10116135"
"0","1","2.101","6","0","0","0","0","4","0","1011613506","10116135"
"0","0","0","7","2","0","0","410","1","2.992","1011613507","10116135"
"0","1","4.249","8","0","0","0","0","4","0","1011613508","10116135"
"vo_won_10116135_02","0","0","9","0","vo_won","0","0","2","0","1011613509","10116135"
"0","0","0","10","3","0","0","210","1","0.865","1011613510","10116135"
"0","1","1.349","11","0","0","0","0","4","0","1011613511","10116135"
"0","0","0","12","3","0","210","450","1","2.925","1011613512","10116135"
"0","1","2.925","13","0","0","0","0","4","0","1011613513","10116135"
"0","0","0","14","4","0","0","0","1","0.64","1011613514","10116135"
"0","1","1.089","15","0","0","0","0","4","0","1011613515","10116135"
"0","0","0","16","4","0","0","210","1","1.967","1011613516","10116135"
"0","1","3.198","17","0","0","0","0","4","0","1011613517","10116135"
"vo_won_10116135_03","0","0","18","0","vo_won","0","0","2","0","1011613518","10116135"
"0","0","0","19","4","0","210","450","1","1.26","1011613519","10116135"
"0","1","1.26","20","0","0","0","0","4","0","1011613520","10116135"
"0","0","0","21","5","0","0","54","1","1.394","1011613521","10116135"
"0","1","2.162","22","0","0","0","0","4","0","1011613522","10116135"
"0","0","0","23","5","0","54","210","1","2.355","1011613523","10116135"
"0","1","2.355","24","0","0","0","0","4","0","1011613524","10116135"
"0","0","0","25","5","0","210","450","1","1.323","1011613525","10116135"
"0","1","2","26","0","0","0","0","4","0","1011613526","10116135"
"0","0","0","27","6","0","0","166","1","1.323","1011613527","10116135"
"0","1","2.01","28","0","0","0","0","4","0","1011613528","10116135"
"vo_won_10116135_04","0","0","29","0","vo_won","0","0","2","0","1011613529","10116135"
"0","0","0","30","6","0","166","450","1","1.54","1011613530","10116135"
"0","1","2.182","31","0","0","0","0","4","0","1011613531","10116135"
"0","0","0","32","7","0","0","188","1","2.931","1011613532","10116135"
"0","1","4.229","33","0","0","0","0","4","0","1011613533","10116135"
"vo_won_10116135_05","0","0","34","0","vo_won","0","0","2","0","1011613534","10116135"
"0","0","0","35","7","0","188","450","1","0.876","1011613535","10116135"
"0","1","1.994","36","0","0","0","0","4","0","1011613536","10116135"
"vo_won_10116135_06","0","0","37","0","vo_won","0","0","2","0","1011613537","10116135"
"0","0","0","38","8","0","0","450","1","3.336","1011613538","10116135"
"0","1","3.882","39","0","0","0","0","4","0","1011613539","10116135"
"0","0","0","40","9","0","0","450","1","4.02399999999999","1011613540","10116135"
"0","1","5.214","41","0","0","0","0","4","0","1011613541","10116135"
"vo_won_10116135_07","0","0","42","0","vo_won","0","0","2","0","1011613542","10116135"
"0","0","0","43","10","0","0","120","1","0.536","1011613543","10116135"
"0","1","0.952","44","0","0","0","0","4","0","1011613544","10116135"
"0","0","0","45","10","0","120","450","1","1.989","1011613545","10116135"
"0","1","3.059","46","0","0","0","0","4","0","1011613546","10116135"
"vo_won_10116135_08","0","0","47","0","vo_won","0","0","2","0","1011613547","10116135"
"0","0","0","48","11","0","0","187","1","1.83600000000001","1011613548","10116135"
"0","1","1.83600000000001","49","0","0","0","0","4","0","1011613549","10116135"
"0","0","0","50","11","0","187","450","1","2.392","1011613550","10116135"
"0","1","3.659","51","0","0","0","0","4","0","1011613551","10116135"
"vo_won_10116135_09","0","0","52","0","vo_won","0","0","2","0","1011613552","10116135"
"0","0","0","53","12","0","0","54","1","0.558","1011613553","10116135"
"0","1","0.558","54","0","0","0","0","4","0","1011613554","10116135"
"0","0","0","55","12","0","54","255","1","2.208","1011613555","10116135"
"0","1","3.355","56","0","0","0","0","4","0","1011613556","10116135"
"vo_won_10116135_10","0","0","57","0","vo_won","0","0","2","0","1011613557","10116135"
"0","0","0","58","12","0","255","450","1","1.939","1011613558","10116135"
"0","1","1.939","59","0","0","0","0","4","0","1011613559","10116135"
"0","0","0","60","13","0","0","207","1","1.895","1011613560","10116135"
"0","1","3.56","61","0","0","0","0","4","0","1011613561","10116135"
"vo_won_10116135_11","0","0","62","0","vo_won","0","0","2","0","1011613562","10116135"
"0","0","0","63","13","0","207","450","1","1.826","1011613563","10116135"
"0","1","2.452","64","0","0","0","0","4","0","1011613564","10116135"
"vo_won_10116135_12","0","0","65","0","vo_won","0","0","2","0","1011613565","10116135"
"0","0","0","66","14","0","0","140","1","1.196","1011613566","10116135"
"0","1","1.679","67","0","0","0","0","4","0","1011613567","10116135"
"0","0","0","68","14","0","140","450","1","2.542","1011613568","10116135"
"0","1","0.8","1","0","0","0","0","4","0","1011621501","10116215"
"0","0","0","2","1","0","0","50","1","0.388","1011621502","10116215"
"0","1","0.388","3","0","0","0","0","4","0","1011621503","10116215"
"vo_won_10116215_01","0","0","4","0","vo_won","0","0","2","0","1011621504","10116215"
"0","0","0","5","1","0","50","320","1","2.36","1011621505","10116215"
"0","1","3.141","6","0","0","0","0","4","0","1011621506","10116215"
"vo_won_10116215_02","0","0","7","0","vo_won","0","0","2","0","1011621507","10116215"
"0","0","0","8","2","0","0","318","1","1.385","1011621508","10116215"
"0","1","1.9","9","0","0","0","0","4","0","1011621509","10116215"
"0","0","0","10","2","0","318","450","1","1.933","1011621510","10116215"
"0","1","1.933","11","0","0","0","0","4","0","1011621511","10116215"
"0","0","0","12","3","0","0","184","1","1.385","1011621512","10116215"
"0","1","1.9","13","0","0","0","0","4","0","1011621513","10116215"
"vo_won_10116215_03","0","0","14","0","vo_won","0","0","2","0","1011621514","10116215"
"0","0","0","15","3","0","184","440","1","2.347","1011621515","10116215"
"0","1","2.347","16","0","0","0","0","4","0","1011621516","10116215"
"0","0","0","17","4","0","0","0","1","1.01","1011621517","10116215"
"0","1","1.545","18","0","0","0","0","4","0","1011621518","10116215"
"0","0","0","19","4","0","0","230","1","1.84","1011621519","10116215"
"0","1","2.212","20","0","0","0","0","4","0","1011621520","10116215"
"0","0","0","21","4","0","230","440","1","2.516","1011621521","10116215"
"0","1","2.516","22","0","0","0","0","4","0","1011621522","10116215"
"0","0","0","23","5","0","0","94","1","0.416","1011621523","10116215"
"0","1","1.53","24","0","0","0","0","4","0","1011621524","10116215"
"vo_won_10116215_04","0","0","25","0","vo_won","0","0","2","0","1011621525","10116215"
"0","0","0","26","5","0","94","316","1","1.386","1011621526","10116215"
"0","1","1.878","27","0","0","0","0","4","0","1011621527","10116215"
"0","0","0","28","5","0","316","440","1","1.523","1011621528","10116215"
"0","1","1.523","29","0","0","0","0","4","0","1011621529","10116215"
"0","0","0","30","6","0","0","265","1","1.493","1011621530","10116215"
"0","1","2.416","31","0","0","0","0","4","0","1011621531","10116215"
"vo_won_10116215_05","0","0","32","0","vo_won","0","0","2","0","1011621532","10116215"
"0","0","0","33","7","0","0","95","1","0.341","1011621533","10116215"
"0","1","0.921","34","0","0","0","0","4","0","1011621534","10116215"
"0","0","0","35","7","0","95","450","1","3","1011621535","10116215"
"0","1","3","36","0","0","0","0","4","0","1011621536","10116215"
"0","0","0","37","8","0","0","72","1","0.701","1011621537","10116215"
"0","1","1.45","38","0","0","0","0","4","0","1011621538","10116215"
"vo_won_10116215_06","0","0","39","0","vo_won","0","0","2","0","1011621539","10116215"
"0","0","0","40","8","0","72","135","1","0.447","1011621540","10116215"
"0","1","1.219","41","0","0","0","0","4","0","1011621541","10116215"
"0","0","0","42","8","0","135","450","1","3","1011621542","10116215"
"0","1","3","43","0","0","0","0","4","0","1011621543","10116215"
"0","0","0","44","9","0","0","71","1","0.295","1011621544","10116215"
"0","1","0.769","45","0","0","0","0","4","0","1011621545","10116215"
"0","0","0","46","9","0","71","430","1","3.474","1011621546","10116215"
"0","1","4.818","47","0","0","0","0","4","0","1011621547","10116215"
"vo_won_10116215_07","0","0","48","0","vo_won","0","0","2","0","1011621548","10116215"
"0","0","0","49","10","0","0","328","1","2.628","1011621549","10116215"
"0","1","3.159","50","0","0","0","0","4","0","1011621550","10116215"
"0","0","0","51","10","0","328","450","1","1.2","1011621551","10116215"
"0","1","1.2","52","0","0","0","0","4","0","1011621552","10116215"
"0","0","0","53","11","0","0","230","1","1.254","1011621553","10116215"
"0","1","2.382","54","0","0","0","0","4","0","1011621554","10116215"
"vo_won_10116215_08","0","0","55","0","vo_won","0","0","2","0","1011621555","10116215"
"0","0","0","56","12","0","0","270","1","2.514","1011621556","10116215"
"0","1","3.089","57","0","0","0","0","4","0","1011621557","10116215"
"0","0","0","58","12","0","270","450","1","2","1011621558","10116215"
"0","1","2","59","0","0","0","0","4","0","1011621559","10116215"
"0","0","0","60","13","0","0","113","1","0.104","1011621560","10116215"
"0","1","0.494","61","0","0","0","0","4","0","1011621561","10116215"
"vo_won_10116215_09","0","0","62","0","vo_won","0","0","2","0","1011621562","10116215"
"0","0","0","63","13","0","113","190","1","0.799","1011621563","10116215"
"0","1","0.8","1","0","0","0","0","4","0","1011622501","10116225"
"vo_won_10116225_01","0","0","2","0","vo_won","0","0","2","0","1011622502","10116225"
"0","0","0","3","1","0","0","430","1","3.617","1011622503","10116225"
"0","1","3.913","4","0","0","0","0","4","0","1011622504","10116225"
"0","0","0","5","2","0","0","250","1","2.134","1011622505","10116225"
"0","1","2.83","6","0","0","0","0","4","0","1011622506","10116225"
"0","0","0","7","2","0","250","450","1","1.272","1011622507","10116225"
"0","1","1.697","8","0","0","0","0","4","0","1011622508","10116225"
"0","0","0","9","3","0","0","450","1","2.973","1011622509","10116225"
"0","1","4.106","10","0","0","0","0","4","0","1011622510","10116225"
"vo_won_10116225_02","0","0","11","0","vo_won","0","0","2","0","1011622511","10116225"
"0","0","0","12","4","0","0","430","1","3.799","1011622512","10116225"
"0","1","4.289","13","0","0","0","0","4","0","1011622513","10116225"
"0","0","0","14","5","0","0","370","1","3.027","1011622514","10116225"
"0","1","3.596","15","0","0","0","0","4","0","1011622515","10116225"
"0","0","0","16","6","0","0","420","1","2.979","1011622516","10116225"
"0","1","3.713","17","0","0","0","0","4","0","1011622517","10116225"
"0","0","0","18","7","0","0","450","1","3.625","1011622518","10116225"
"0","1","4.113","19","0","0","0","0","4","0","1011622519","10116225"
"0","0","0","20","8","0","0","450","1","4.389","1011622520","10116225"
"0","1","5.693","21","0","0","0","0","4","0","1011622521","10116225"
"vo_won_10116225_03","0","0","22","0","vo_won","0","0","2","0","1011622522","10116225"
"0","0","0","23","9","0","0","450","1","4.285","1011622523","10116225"
"0","1","4.285","24","0","0","0","0","4","0","1011622524","10116225"
"0","0","0","25","10","0","0","230","1","1.638","1011622525","10116225"
"0","1","2.675","26","0","0","0","0","4","0","1011622526","10116225"
"vo_won_10116225_04","0","0","27","0","vo_won","0","0","2","0","1011622527","10116225"
"0","0","0","28","11","0","0","450","1","2.181","1011622528","10116225"
"0","1","2.757","29","0","0","0","0","4","0","1011622529","10116225"
"0","0","0","30","12","0","0","50","1","0.688","1011622530","10116225"
"0","1","1.004","31","0","0","0","0","4","0","1011622531","10116225"
"0","0","0","32","12","0","50","450","1","4.031","1011622532","10116225"
"0","1","4.031","33","0","0","0","0","4","0","1011622533","10116225"
"0","0","0","34","13","0","0","280","1","1.989","1011622534","10116225"
"0","1","2.935","35","0","0","0","0","4","0","1011622535","10116225"
"vo_won_10116225_05","0","0","36","0","vo_won","0","0","2","0","1011622536","10116225"
"0","0","0","37","14","0","0","187","1","1.9","1011622537","10116225"
"0","1","2.389","38","0","0","0","0","4","0","1011622538","10116225"
"0","0","0","39","14","0","187","430","1","1.731","1011622539","10116225"
"0","1","0.8","1","0","0","0","0","4","0","1011623501","10116235"
"vo_won_10116235_01","0","0","2","0","vo_won","0","0","2","0","1011623502","10116235"
"0","0","0","3","1","0","0","450","1","3.959","1011623503","10116235"
"0","1","4.004","4","0","0","0","0","4","0","1011623504","10116235"
"0","0","0","5","2","0","0","275","1","3.661","1011623505","10116235"
"0","1","4.388","6","0","0","0","0","4","0","1011623506","10116235"
"0","0","0","7","2","0","275","450","1","2","1011623507","10116235"
"0","1","2","8","0","0","0","0","4","0","1011623508","10116235"
"0","0","0","9","3","0","0","207","1","2.078","1011623509","10116235"
"0","1","2.692","10","0","0","0","0","4","0","1011623510","10116235"
"0","0","0","11","3","0","207","450","1","1.878","1011623511","10116235"
"0","1","1.878","12","0","0","0","0","4","0","1011623512","10116235"
"0","0","0","13","4","0","0","450","1","1.877","1011623513","10116235"
"0","1","1.877","14","0","0","0","0","4","0","1011623514","10116235"
"0","0","0","15","4","0","450","450","1","0.508","1011623515","10116235"
"0","1","1.54","16","0","0","0","0","4","0","1011623516","10116235"
"vo_won_10116235_02","0","0","17","0","vo_won","0","0","2","0","1011623517","10116235"
"0","0","0","18","5","0","0","450","1","2.822","1011623518","10116235"
"0","1","2.822","19","0","0","0","0","4","0","1011623519","10116235"
"0","0","0","20","6","0","0","249","1","3.483","1011623520","10116235"
"0","1","3.483","21","0","0","0","0","4","0","1011623521","10116235"
"0","0","0","22","6","0","249","249","1","0.916","1011623522","10116235"
"0","1","1.779","23","0","0","0","0","4","0","1011623523","10116235"
"0","0","0","24","6","0","249","450","1","3.202","1011623524","10116235"
"0","1","3.202","25","0","0","0","0","4","0","1011623525","10116235"
"0","0","0","26","7","0","0","450","1","3.61","1011623526","10116235"
"0","1","4.249","27","0","0","0","0","4","0","1011623527","10116235"
"0","0","0","28","8","0","0","450","1","3.269","1011623528","10116235"
"0","1","3.269","29","0","0","0","0","4","0","1011623529","10116235"
"0","0","0","30","8","0","450","450","1","2.274","1011623530","10116235"
"0","1","2.643","31","0","0","0","0","4","0","1011623531","10116235"
"vo_won_10116235_03","0","0","32","0","vo_won","0","0","2","0","1011623532","10116235"
"0","0","0","33","9","0","0","255","1","3.522","1011623533","10116235"
"0","1","4.483","34","0","0","0","0","4","0","1011623534","10116235"
"0","0","0","35","9","0","255","450","1","1.346","1011623535","10116235"
"0","1","1.414","36","0","0","0","0","4","0","1011623536","10116235"
"0","0","0","37","10","0","0","210","1","1.345","1011623537","10116235"
"0","1","1.414","38","0","0","0","0","4","0","1011623538","10116235"
"0","0","0","39","10","0","210","380","1","1.702","1011623539","10116235"
