20fcc87d4fc0b881018a39984308d2f7e78d803cf75862d8c5bb297de23d3093,1a91b93d09708c9e77b54177ba0b93ed8f99116fe7c1740cb2d463c2882830cd,ee44c7a97665fb615cb4d2697231261cb278e2aa686bd0f6a6acea5db3aa1728,640a2298a99d7e734db3179bd930ba0d40324fe299b15a4ef15a1e867f4baa4b,4b178e92e3fdfa2fa1c6876b0e1db842baac86b3b9555a949fa02d375a3d8e19,34b530f413d92db7a448c2fa6ab21a3c8045dbb7b3c6852179e90e6fd6df7e55,c6c95365551f6dc6b3489d1a31530afea6770b1bca165b32519d7c2ff55994f8,e7fa01e7b47e2366de549080bd4722338385be821c703acad100c488b4791f3b
"獵殺動物的行為。","打獵","2","ㄧㄝ","10007","ㄚ","1","1000704"
"人類獵殺動物以取得資源的行為。","狩獵","2","ㄧㄝ","10007","ㄡ","1","1000705"
"在音樂上用來表示音高的記號。","音符","1","ㄨ","10008","ㄧㄣ","1","1000800"
"音樂中音符的流動。","旋律","1","ㄩ","10008","ㄩㄢ","1","1000801"
"將音階由低到高排列 3個。","ㄉㄡㄖㄨㄟㄇㄧ","2","ㄧ","10008","ㄡ","1","1000802"
"數個音符根據樂理結成的組合。","和弦","2","ㄧㄢ","10008","ㄜ","1","1000803"
"為了在畫上著色的材料。","顏料","1","ㄧㄠ","10009","ㄧㄢ","1","1000900"
"水性的顏料。","水彩","1","ㄞ","10009","ㄨㄟ","1","1000901"
"盛裝膏狀物的容器。","軟管","2","ㄨㄢ","10009","ㄨㄢ","1","1000902"
"藍色。或是憂鬱的顏色。","藍色","2","ㄜ","10009","ㄢ","1","1000903"
"以刀刃進行攻擊的武器總稱。","劍","1","ㄧㄢ","10010","ㄧㄢ","1","1001000"
"用於戰鬥的工具。","武器","2","ㄧ","10010","ㄨ","1","1001001"
"長度較短的劍。","短劍","2","ㄧㄢ","10010","ㄨㄢ","1","1001002"
"近身格鬥用的武器。","近戰武器","2","ㄧ","10010","ㄧㄣ","1","1001003"
"「貪吃佩可」的專用裝備。能帶給貪吃佩可更加強大的力量，「皇家裝備」真正的模樣。","公主之劍","3","ㄧㄢ","10010","ㄨㄥ","1","1001004"
"為了補正視力，在眼睛周邊戴在身上的道具。","眼鏡","1","ㄧㄥ","10011","ㄧㄢ","1","1001100"
"用在眼鏡或各式東西上，折射光線用的透明物體。","鏡片","2","ㄧㄢ","10011","ㄧㄥ","1","1001101"
"只知道念書並對其餘事情一竅不通的人。","書呆子","2","ㄗ","10011","ㄨ","1","1001102"
"用來變裝，拿下後原來是美女的眼鏡。","扮裝道具","2","ㄩ","10011","ㄢ","1","1001103"
"公會小屋的管理員「花凜」戴著的眼鏡。","花凜的眼鏡","3","ㄧㄥ","10011","ㄨㄚ","1","1001104"
"為了把小東西放大觀看用的道具。","放大鏡","1","ㄧㄥ","10012","ㄤ","1","1001200"
"用在放大鏡或各式物品上，讓光線曲折用的透明物體。","鏡片","1","ㄧㄢ","10012","ㄧㄥ","1","1001201"
"具有放大效果的透鏡。","凸透鏡","2","ㄧㄥ","10012","ㄨ","1","1001202"
"名偵探「霞」愛用的偵探道具之一。","偵探必備的物品","3","ㄧㄣ","10012","ㄣ","1","1001203"
"拿去烤就會噗滋地流出肉汁，是很棒的食材。","肉","1","ㄡ","10013","ㄡ","1","1001300"
"食材經過巧手烹飪後的完美傑作，讓人忍不住要品嚐美味。","料理","2","ㄧ","10013","ㄧㄠ","1","1001301"
"帶骨的肉。或是以該狀態料理的食物。光是帶骨就看起來莫名的美味。","帶骨肉","2","ㄡ","10013","ㄞ","1","1001302"
"這麼棒的帶骨肉，該不會是傳說中存在於艾爾皮斯島上的「龍」吧。","龍肉","3","ㄡ","10013","ㄨㄥ","1","1001303"
"在夜空中閃耀著金黃色的美麗星球。","月亮","1","ㄧㄤ","10014","ㄩㄝ","1","1001400"
"渾圓的閃耀著的月亮。","滿月","1","ㄩㄝ","10014","ㄢ","1","1001401"
"「月亮」的拉丁文讀音。","露娜","2","ㄚ","10014","ㄨ","1","1001402"
"農曆八月十五號。","中秋節","2","ㄧㄝ","10014","ㄨㄥ","1","1001403"
"繞著行星公轉的天體。","衛星","2","ㄧㄥ","10014","ㄨㄟ","1","1001404"
"少數會飛行的哺乳類。雖然給人會吸血的印象，但是會吸血的品種非常少。","蝙蝠","1","ㄨ","10015","ㄧㄢ","1","1001500"
"著名的吸血鬼。","德古拉","2","ㄚ","10015","ㄜ","1","1001501"
"一份簡單的工作，只要摸摸女孩的頭，或抱抱她就好。","伊莉亞的眷屬","3","ㄨ","10015","ㄧ","1","1001502"
"全身覆滿著羽毛，用翅膀飛翔的物種的統稱。","鳥類","1","ㄟ","10016","ㄧㄠ","1","1001600"
"在蘭德索爾全境裡出現的怪物總稱。","魔物","2","ㄨ","10016","ㄛ","1","1001601"
"現代鳥類的始祖。","始祖鳥","2","ㄧㄠ","10016","ㄕ","1","1001602"
"具有攻擊性的鳥類。","猛禽","2","ㄧㄣ","10016","ㄥ","1","1001603"
"被封印在書中的鳥型魔物。是初音、栞所擊退的。","席茲","3","ㄗ","10016","ㄧ","1","1001604"
"穿在腳上之物。能保護腳底免於碰到小石頭或口香糖之類的文明頂端之物。","鞋子","1","ㄗ","10017","ㄧㄝ","1","1001700"
"能夠保護到腳踝的鞋子。","短靴","1","ㄩㄝ","10017","ㄨㄢ","1","1001701"
"從大叔到女高中生的廣泛客層都愛用的流行物品。不過很可惜，煮了也不能吃。","皮鞋","2","ㄧㄝ","10017","ㄧ","1","1001702"
"包住腳的長靴。尤其編織款的時尚度無人可及。","靴子","2","ㄗ","10017","ㄩㄝ","1","1001703"
"提供防護效果的衣物。","防具","2","ㄩ","10017","ㄤ","1","1001704"
"貓科的哺乳類。因為是人類很熟悉的動物，在可愛的牠面前，人類實在無法抵抗。","貓咪","1","ㄧ","10018","ㄠ","1","1001800"
"帶有花紋的貓。","花貓","1","ㄠ","10018","ㄨㄚ","1","1001801"
"是指貓咪們。珠希會餵牠們吃飯，不過花費可不能小覷。","珠希的朋友","3","ㄧㄡ","10018","ㄨ","1","1001802"
"觀賞用的紅色小型魚類。在廟會時讓人不能不去撈的邪惡東西。","金魚","1","ㄩ","10019","ㄧㄣ","1","1001900"
"魚類一般的稱呼方式。傳說吃了會變聰明。","小魚","1","ㄩ","10019","ㄧㄠ","1","1001901"
"魚類一般的稱呼方式。據說年紀大後，比起肉會更想吃牠。","魚","1","ㄩ","10019","ㄩ","1","1001902"
"用於觀賞而非食用所飼養的魚。","觀賞魚","2","ㄩ","10019","ㄨㄢ","1","1001903"
"囓齒類的一種。","老鼠","1","ㄨ","10020","ㄠ","1","1002000"
"老鼠的叫聲，或是暱稱。","吱吱","1","ㄓ","10020","ㄓ","1","1002001"
"咬食性哺乳動物的總稱。","齧齒生物","2","ㄨ","10020","ㄧㄝ","1","1002002"
"由鳥類或爬蟲類等的雌性所產下，以殼包覆著的球狀物體。","蛋","1","ㄢ","10021","ㄢ","1","1002100"
"雌性生物的生殖細胞。","卵","2","ㄨㄢ","10021","ㄨㄢ","1","1002101"
"鳥類用樹枝築成的家，會在這裡産卵。","鳥巢","2","ㄠ","10021","ㄧㄠ","1","1002102"
"燕子所築的巢，中醫認為其有高度營養價值。","燕窩","2","ㄨㄛ","10021","ㄧㄢ","1","1002103"
"載著人或物在水上前進的交通工具。","船","1","ㄨㄢ","10022","ㄨㄢ","1","1002200"
"海軍使用的軍用船隻。","軍艦","1","ㄧㄢ","10022","ㄩㄣ","1","1002201"
"張帆後以風力前進的船。","帆船","2","ㄨㄢ","10022","ㄢ","1","1002202"
"以大型船隻航海。","航海","2","ㄞ","10022","ㄤ","1","1002203"
"十五世紀歐洲人開始開發遠程海上航線的時代。","大航海時代","2","ㄞ","10022","ㄚ","1","1002204"
"互通有無的大規模商業行為。","貿易","2","ㄧ","10022","ㄠ","1","1002205"
"牛所流出的乳汁。除了可以直接飲用，還能加工成起司或奶油，是很棒的東西。","牛奶","1","ㄞ","10023","ㄧㄡ","1","1002300"
"「牛奶」的別種說法。要說出口有點丟臉。","ㄋㄟㄋㄟ","2","ㄟ","10023","ㄟ","1","1002301"
"某些地區是這麼稱呼優酪乳的。","酸奶","2","ㄞ","10023","ㄨㄢ","1","1002302"
"伊麗莎白牧場裡的牛的名字，是真陽的夥伴。","伊麗莎白","3","ㄞ","10023","ㄧ","1","1002303"
"將可可豆加工後的點心。在2月14日會被人大量消耗。","巧克力","1","ㄧ","10024","ㄧㄠ","1","1002400"
"賭神愛吃的甜食。","朱古力","2","ㄧ","10024","ㄨ","1","1002401"
"味道是甜的，疲倦時會想吃。","甜食","2","ㄕ","10024","ㄧㄢ","1","1002402"
"一旦試過就再也無法放手。","哆啦喜歡的東西","3","ㄧ","10024","ㄨㄛ","1","1002403"
"堅硬樹木的果實。不適合人類食用，但會刺激小孩子的收集慾望，充滿魅力的樹木的果實。","橡果","1","ㄨㄛ","10025","ㄧㄤ","1","1002500"
"會長成樹木的果實。","果實","2","ㄕ","10025","ㄨㄛ","1","1002501"
"被硬殼包覆著食用的果實。可放入點心或是當成下酒菜，在各處受到重用。","堅果","2","ㄨㄛ","10025","ㄧㄢ","1","1002502"
"雖然不及紅豆麵包，但鈴好像也喜歡的樣子。對戰時丟向敵人能讓其暈眩。","鈴的點心","3","ㄧㄣ","10025","ㄧㄥ","1","1002503"
"小小的又酸酸甜甜的水果。一顆顆的會被以為是種子，其實是果實。","草莓","1","ㄟ","10026","ㄠ","1","1002600"
"在野外自由生長的莓果。","野莓","2","ㄟ","10026","ㄧㄝ","1","1002601"
"一種小的、果肉狀的且可經常食用的水果。","莓果","2","ㄨㄛ","10026","ㄟ","1","1002602"
"大型貓科猛獸，肉食動物。","老虎","1","ㄨ","10027","ㄠ","1","1002700"
"高攻擊性動物的俗稱，通常是肉食動物。","猛獸","2","ㄡ","10027","ㄥ","1","1002701"
"虎虎！","茉莉的憧憬","3","ㄧㄥ","10027","ㄛ","1","1002702"
"茉莉仰慕的正義英雄。不能吐嘈那名字。","無敵英雄虎虎","3","ㄨ","10027","ㄨ","1","1002703"
"有著長長耳朵和短短尾巴的可愛哺乳類。作為寵物也很受歡迎。","兔子","1","ㄗ","10028","ㄨ","1","1002800"
"將布縫合後裝入棉花，做成像人或動物的形狀的東西。","玩偶","1","ㄡ","10028","ㄨㄢ","1","1002801"
"仿造人或生物製作的東西。有各種材質，可當玩具或作觀賞用、祭祀用等有各種用途。","娃娃","2","ㄨㄚ","10028","ㄨㄚ","1","1002802"
"真步的一隻玩偶。名稱的意象來自亞瑟王和圓桌騎士。","亞瑟","3","ㄜ","10028","ㄧㄚ","1","1002803"
"爆發後會產生熱與衝擊，並破壞、殺傷對方的一種兵器。超危險。","炸彈","1","ㄢ","10029","ㄚ","1","1002900"
"可能會危及生物或環境的物質。操作時可能需要有證照。","危險物品","2","ㄧㄣ","10029","ㄨㄟ","1","1002901"
"指可以飛得很遠的攻擊型武器，會爆炸的東西還是丟的遠遠的比較好吧？","遠距離武器","2","ㄧ","10029","ㄩㄢ","1","1002902"
"還是好好地被罵一次比較好。","禊的惡作劇道具","3","ㄩ","10029","ㄧ","1","1002903"
"瓜科的大型果實。綠色條紋的外皮，紅色果肉與黑色種子令人印象深刻。","西瓜","1","ㄨㄚ","10030","ㄧ","1","1003000"
"用來表示夏天感覺的東西。除了西瓜，其他還有大海或煙火等。","夏天風情","2","ㄧㄥ","10030","ㄧㄚ","1","1003001"
"某些食物吃了會有消暑的感覺。","清涼退火","2","ㄨㄛ","10030","ㄧㄥ","1","1003002"
"馬科的大型哺乳類。由於力量強大，還能快速跑步，大家很常將其作為家畜或賽馬。","馬","1","ㄚ","10031","ㄚ","1","1003100"
"馬科的哺乳類。和馬比起來雖然小，但力量強大，作為勞動力很受人重視。","驢子","1","ㄗ","10031","ㄩ","1","1003101"
"用馬的種類將品種改良成競賽用的類型。","純種馬","2","ㄚ","10031","ㄨㄣ","1","1003102"
"戰隊競賽時登場的馬型魔物。","夢魘","3","ㄧㄢ","10031","ㄥ","1","1003103"
"為了坐下用的家具。也有顯示職位、地位的意義。","椅子","1","ㄗ","10032","ㄧ","1","1003200"
"放在室內，平時使用的道具總稱。","家具","2","ㄩ","10032","ㄧㄚ","1","1003201"
"小學生使用的課桌椅。","小學椅","2","ㄧ","10032","ㄧㄠ","1","1003202"
"放在公會小屋的家具或裝飾品。從豪華的設計到獨特的物品，其變化非常豐富。","公會小屋道具","3","ㄩ","10032","ㄨㄥ","1","1003203"
"在陸地之外的凹陷處會不斷蓄滿水的地方。","海","1","ㄞ","10033","ㄞ","1","1003300"
"陸地和大海相連的地方。","淺灘","1","ㄢ","10033","ㄧㄢ","1","1003301"
"受到月球引力影響，海水往陸地推移或遠離的現象。","潮汐","2","ㄧ","10033","ㄠ","1","1003302"
"海浪受岸邊地形影響被打散時所出現的四濺水花。","浪花","2","ㄨㄚ","10033","ㄤ","1","1003303"
"雖然是可以從蘭德索爾徒步到達的受歡迎海灘，但是常出現魔物，意外的很危險。","瑪爾傑海岸","3","ㄢ","10033","ㄚ","1","1003304"
"包覆在貝類外側的殼。掉在沙灘上會讓人不自覺想收集。","貝殼","1","ㄜ","10034","ㄟ","1","1003400"
"有著堅硬外骨骼的節肢動物。蝦、蟹，還有水蚤都算在內。","甲殼類","2","ㄟ","10034","ㄧㄚ","1","1003401"
"蘭德索爾的所到之處出現的魔物。外觀像鎧甲一樣堅硬，是難對付的敵人。","寄居蟹騎士","3","ㄕ","10034","ㄧ","1","1003402"
"一般是指木管樂器。分為直笛與橫笛。","笛","1","ㄧ","10035","ㄧ","1","1003500"
"木管樂器之一。不能用來玩擊劍遊戲。","直笛","1","ㄧ","10035","ㄓ","1","1003501"
"樂器分類中的一種。吹入氣息，震動管內的空氣來發出聲音。","管樂器","2","ㄧ","10035","ㄨㄢ","1","1003502"
"以直立方式吹奏的笛子。直笛或單簧管等。","豎笛","2","ㄧ","10035","ㄨ","1","1003503"
"在一疊紙上印刷文字或圖畫後裝訂成冊的東西。","書本","1","ㄣ","10036","ㄨ","1","1003600"
"寫下文字或圖畫用的文具。","筆記","1","ㄧ","10036","ㄧ","1","1003601"
"創作的故事。有戀愛、歷史、推理等，種類繁多。","小說","2","ㄨㄛ","10036","ㄧㄠ","1","1003602"
"是書嗎？還是魔杖？","凱留的魔導書","3","ㄨ","10036","ㄞ","1","1003603"
"魚類一般的稱呼方式。傳說吃了會變聰明。","魚","1","ㄩ","10037","ㄩ","1","1003700"
"魚類一般的稱呼方式。據說年紀大後，比起肉會更想吃牠。","小魚","1","ㄩ","10037","ㄧㄠ","1","1003701"
"魚的一種。又大又美味的高級魚。說到壽司就是這個。","鮪魚","2","ㄩ","10037","ㄨㄟ","1","1003702"
"生活在海洋中的生命體。","海洋生物","2","ㄨ","10037","ㄞ","1","1003703"
"是樹木。","樹","1","ㄨ","10038","ㄨ","1","1003800"
"用來當聖誕樹的針葉樹。大株的還會長到40公尺。","杉木","2","ㄨ","10038","ㄢ","1","1003801"
"雖然不清楚是何時開始及為什麼，但是聖誕老公公送禮的日子。","聖誕節","2","ㄧㄝ","10038","ㄥ","1","1003802"
"耶誕節時的標誌裝飾物，將燈飾、彩帶等飾品掛在樹上而成。","耶誕樹","2","ㄨ","10038","ㄧㄝ","1","1003803"
"聖誕節前一天的夜晚，也指聖誕節天亮前的深夜。","平安夜","2","ㄧㄝ","10038","ㄧㄥ","1","1003804"
"和千歌一起，在聖夜於咲戀育幼院發生的奇蹟故事。","忘却的頌歌","3","ㄜ","10038","ㄨㄤ","1","1003805"
"有棍子的糖果。","棒棒糖","1","ㄤ","10039","ㄤ","1","1003900"
"甜甜的很好吃，含在口中的感覺最棒了！","甜食","2","ㄕ","10039","ㄧㄢ","1","1003901"
"光是拿著，那畫面就像一幅畫。","克蘿依的點心","3","ㄧㄣ","10039","ㄜ","1","1003902"
"上面是柔軟的，用波浪管製成的玩具。被打到會發出滑稽的聲音。","玩具槌","1","ㄨㄟ","10040","ㄨㄢ","1","1004000"
"上面是由金屬製成的鈍器。被打到會很痛。","鐵鎚","2","ㄨㄟ","10040","ㄧㄝ","1","1004001"
"小槌子。搖晃它可能會出現各種東西，也可能不會出現。","小槌","2","ㄨㄟ","10040","ㄧㄠ","1","1004002"
"祈梨的武器。動作很可愛，但進行的攻擊很兇狠。","祈梨的武器","3","ㄧ","10040","ㄧ","1","1004003"
"在夜空發光的天體。","星星","1","ㄧㄥ","10041","ㄧㄥ","1","1004100"
"星形的海洋生物。不適合食用。","海星","2","ㄧㄥ","10041","ㄞ","1","1004101"
"發光模樣的一種表現。","亮晶晶","2","ㄧㄥ","10041","ㄧㄤ","1","1004102"
"初音的必殺技","流星","2","ㄧㄥ","10041","ㄧㄡ","1","1004103"
"不從空中看的話不會知道。","蘭德索爾的形狀","3","ㄨㄤ","10041","ㄢ","1","1004104"
"戴在頭上的飾品。","帽子","1","ㄗ","10042","ㄠ","1","1004200"
"謹守禮儀的男士，也可以指社經地位高的人士。","紳士","1","ㄕ","10042","ㄣ","1","1004201"
"「帽子」的種類之一。","禮帽","2","ㄠ","10042","ㄧ","1","1004202"
"裝飲料等的容器。","杯子","1","ㄗ","10043","ㄟ","1","1004300"
"以可可樹的果實製成的飲品。","可可","1","ㄜ","10043","ㄜ","1","1004301"
"「杯子」的種類之一。","馬克杯","2","ㄟ","10043","ㄚ","1","1004302"
"混合巧克力的咖啡。","摩卡","2","ㄚ","10043","ㄛ","1","1004303"
"會汪汪叫的動物。","狗","1","ㄡ","10044","ㄡ","1","1004400"
"「狗」的別種說法。","犬","1","ㄩㄢ","10044","ㄩㄢ","1","1004401"
"「狗」的同類。野生之力。","狼","2","ㄤ","10044","ㄤ","1","1004402"
"哈士奇的暱稱。","月月","2","ㄩㄝ","10044","ㄩㄝ","1","1004403"
"非常像狼的大型犬種，可以當作寵物，如果你可以接受牠許多讓人哭笑不得的行為。","哈士奇","2","ㄧ","10044","ㄚ","1","1004404"
"輕飄飄的布。","旗子","1","ㄗ","10045","ㄧ","1","1004500"
"軍隊在戰鬥時使用的旗子，用以分辨敵我，也可以當作下達指令的工具。","戰旗","2","ㄧ","10045","ㄢ","1","1004501"
"用來傳遞訊息的旗子，通常是透過暗號或旗語來運作。","信號旗","2","ㄧ","10045","ㄧㄣ","1","1004502"
"很棒的點心。甜甜的很好吃。","蛋糕","1","ㄠ","10046","ㄢ","1","1004600"
"很棒的食物。","點心","2","ㄧㄣ","10046","ㄧㄢ","1","1004601"
"準備好要唱生日快樂歌了嗎？","生日快樂","2","ㄜ","10046","ㄥ","1","1004602"
"羈絆的深遠不只是共同渡過的時間。卡路里也是羈絆的證明……","羈絆點數","3","ㄨ","10046","ㄧ","1","1004603"
"大家的最愛，就不說是什麼了，直接加上30羈絆值。","綜合莓果蛋糕","3","ㄠ","10046","ㄨㄥ","1","1004604"
"將聲音轉換成信號的裝置。","麥克風","1","ㄥ","10047","ㄞ","1","1004700"
"麥克風是唱歌的必需品！","唱歌","2","ㄜ","10047","ㄤ","1","1004701"
"在舞台上現場演奏。","演唱會","2","ㄨㄟ","10047","ㄧㄢ","1","1004702"
"要是沒有這個就無法開始。","偶像的必備物品","2","ㄧㄣ","10047","ㄡ","1","1004703"
"望的專用裝備。有慈樂之音的標誌！","閃耀麥克風","3","ㄥ","10047","ㄢ","1","1004704"
"能襯出嘴唇的化妝品。","口紅","1","ㄨㄥ","10048","ㄡ","1","1004800"
"抹在嘴唇上，用來保護嘴唇的保養品。","唇膏","1","ㄠ","10048","ㄨㄣ","1","1004801"
"為了美觀而塗抹在臉上的物品。","化妝品","2","ㄧㄣ","10048","ㄨㄚ","1","1004802"
"將穀物蒸煮後的東西。也是吉祥物。","年糕","1","ㄠ","10049","ㄧㄢ","1","1004900"
"「年糕」的別種說法。","麻糬","1","ㄨ","10049","ㄚ","1","1004901"
"新年時可以供奉神佛，一大一小相疊的糯米糕。","鏡餅","2","ㄧㄥ","10049","ㄧㄥ","1","1004902"
"年糕的主要營養素。小心不要吃太多。","碳水化合物","2","ㄨ","10049","ㄢ","1","1004903"
"以糯米製成的點心。","糯米糕","2","ㄠ","10049","ㄨㄛ","1","1004904"
"嬌小又長著翅膀的種族。","妖精","1","ㄧㄥ","10050","ㄧㄠ","1","1005000"
"住在公會小屋的惡作劇妖精。","涅比亞","3","ㄧㄚ","10050","ㄧㄝ","1","1005001"
"主要是避雨用的傘。","雨傘","1","ㄢ","10051","ㄩ","1","1005100"
"主要是遮陽用的傘。","遮陽傘","2","ㄢ","10051","ㄜ","1","1005101"
"主要是遮陽用的傘。","陽傘","2","ㄢ","10051","ㄧㄤ","1","1005102"
"盛夏時海灘公主的必需品！","貪吃佩可夏日","3","ㄖ","10051","ㄢ","1","1005103"
"為了產生亂數用的道具。","骰子","1","ㄗ","10052","ㄞ","1","1005200"
"賭博。骰子上的數字讓人一喜一憂。","賭博","2","ㄛ","10052","ㄨ","1","1005201"
"一般的骰子形狀。","六面體","2","ㄧ","10052","ㄧㄡ","1","1005202"
"使用骰子的桌遊。","大富翁","2","ㄨㄥ","10052","ㄚ","1","1005203"
"一種以骰子進行的賭博遊戲，許多香腸攤老闆都對這個遊戲有自己的見解。","洗八啦","2","ㄚ","10052","ㄧ","1","1005204"
"將無法言喻的心意化為文字。","信","1","ㄧㄣ","10053","ㄧㄣ","1","1005300"
"透過郵遞系統移動的書信或包裹。","郵件","2","ㄧㄢ","10053","ㄧㄡ","1","1005301"
"用來傳達愛意的信。","情書","2","ㄨ","10053","ㄧㄥ","1","1005302"
"用來傳遞訊息的文件。","書信","2","ㄧㄣ","10053","ㄨ","1","1005303"
"古代利用鴿子傳遞訊息的方法。","飛鴿傳書","2","ㄨ","10053","ㄟ","1","1005304"
"是一串的。旁邊的好像很酸。","葡萄","1","ㄠ","10054","ㄨ","1","1005400"
"紫色的葡萄，說到葡萄，還是紫色的最常見。","紫葡萄","1","ㄠ","10054","ㄗ","1","1005401"
"「葡萄」的種類之一。","巨峰","2","ㄥ","10054","ㄩ","1","1005402"
"有著鬆軟的毛。","綿羊","1","ㄧㄤ","10055","ㄧㄢ","1","1005500"
"對小孩子說羊的時候，有時候會這麼說。","羊咩咩","1","ㄧㄝ","10055","ㄧㄤ","1","1005501"
"白色的羊。","白羊","2","ㄧㄤ","10055","ㄞ","1","1005502"
"真可愛呀～♪","瑪莉有隻小綿羊","2","ㄧㄤ","10055","ㄚ","1","1005503"
"用豆子製成的東國料理。","豆腐","1","ㄨ","10056","ㄡ","1","1005600"
"「豆腐」的種類之一。野性的口感。","木綿豆腐","2","ㄨ","10056","ㄨ","1","1005601"
"代表性的豆腐料理。","涼拌豆腐","2","ㄨ","10056","ㄧㄤ","1","1005602"
"杏仁做成的形狀像豆腐的甜品。","杏仁豆腐","2","ㄨ","10056","ㄧㄥ","1","1005603"
"不會飛的鳥。會嗄嗄的叫。","鴨子","1","ㄗ","10057","ㄧㄚ","1","1005700"
"也有會飛的鳥。也有不會飛的鳥。","鳥類","2","ㄟ","10057","ㄧㄠ","1","1005701"
"依水而生的鳥類。","水鳥","2","ㄧㄠ","10057","ㄨㄟ","1","1005702"
"在空中飛的昆蟲。","蜻蜓","1","ㄧㄥ","10058","ㄧㄥ","1","1005800"
"「蜻蜓」的種類之一。","晏蜓","2","ㄧㄥ","10058","ㄧㄢ","1","1005801"
"六支腳的動物。","昆蟲","2","ㄨㄥ","10058","ㄨㄣ","1","1005802"
"「蜻蜓」的英文稱呼，直譯後的意思，很厲害吧。","飛龍","2","ㄨㄥ","10058","ㄟ","1","1005803"
"高等植物的營養器官。","葉子","1","ㄗ","10059","ㄧㄝ","1","1005900"
"樹木的葉子。","樹葉","1","ㄧㄝ","10059","ㄨ","1","1005901"
"綠色的葉子。","綠葉","2","ㄧㄝ","10059","ㄩ","1","1005902"
"碧可以毫無顧慮聊天的少數的朋友。是朋友。","碧的朋友","3","ㄧㄡ","10059","ㄧ","1","1005903"
"戴在手指上的飾品。","戒指","1","ㄓ","10060","ㄧㄝ","1","1006000"
"鑲有鑽石的戒指。","鑽戒","1","ㄧㄝ","10060","ㄨㄢ","1","1006001"
