69bcb0ed754c41f3c686b0a782bb05f254e86849cfbfd7899c7303a411d499d8,d42d50db2495dcf5f760061ade9d80e58bce834930a4115ead1fbfb450b01133,8db8c485abf3c915c310650f687348d101a7aa59c5a999c5977f36fd45afa924,975fa7512e62c4c003df5d75e950f8a0b1305d94ce81daeee61fe223261346a6,21b4e5ed46a14b225325bfbb8f6cb9246e36c2d941cec39677df94a7f3d02c99,eb300eacf24c57aa12f920c9dd9d66e290491612894609ec53db7ceb595be11d,a3472bc378c6c8ec61c649b98d9a7176ac8c19db1afa924881a2ea2314389bd8,4d3fd0310e420e80c652057a73ea464c7a83b89d0fd9aa88109c07990eb45cbc,8fc5e7a8d489a9a5365776ac0256346fe50a7717c63ccaa2aecb6d7b8347f050,7ad86a9057439dab8af0c5e030c732120048646718f8bac08b4010cd5ab1753c,af19795347366397c2cd684f4a7da96d452ecf6bfa5625ed28bf4cb10b940a6a
"1002501","","","1","100211","blb_run_01","0.3","1002501009","3","",""
"1002501","1.3","","-220","100211","90","","1002501010","2","","0"
"1002501","0","","0","bgm_M321","bgm_M321_2C","","1002501011","25","",""
"1002501","1.25","","1.25","0","0","0","1002501012","121","","0"
"1002501","0","","0","12","1","1","1002501013","32","","1"
"1002501","0","","0","se_common","se_sys_login_birthday_new_01","","1002501014","23","",""
"1002501","","","","1.3","","","1002501015","93","",""
"1002501","blb_idle","0.3","0","100211","blb_stop","0.05","1002501016","3","","0"
"1002501","0.25","","-220","100211","80","","1002501017","2","","0"
"1002501","","","","1.4","","","1002501018","93","",""
"1002501","1.4","","1.4","0","0","3","1002501019","121","","1"
"1002501","","","","1","","","1002501020","131","",""
"1002501","blb_idle","0.3","0","100211","blb_blowout_01","0.3","1002501021","3","","1"
"1002501","","","","0.7","","","1002501022","93","",""
"1002501","0","","0","12","0","1","1002501023","32","","1"
"1002501","0","","0","13","13","1","1002501024","31","","1"
"1002501","","","","0.2","","","1002501025","93","",""
"1002501","0","","0","se_common","se_sys_login_birthday_blow_candle","","1002501026","23","",""
"1002501","","","","1.2","","","1002501027","93","",""
"1002501","0","","0","se_adv_tickle_02","se_adv_tickle_02","","1002501028","23","",""
"1002501","0","","0","4","4","1","1002501029","31","","1"
"1002501","","","","1","","","1002501030","93","",""
"1002501","0","","0","se_common","se_sys_login_birthday_02","","1002501031","23","",""
"1002501","","","1","100211","blb_idle","0.3","1002501032","3","","0"
"1002501","","","","1.05","","","1002501033","93","",""
"1002501","0","","0","se_common","se_sys_login_birthday_cracker","","1002501034","23","",""
"1002501","0","","0","6","6","1","1002501035","31","","1"
"1002501","blb_wish_01","","0","100211","blb_joy_01","0","1002501036","3","","1"
"1002501","","","","2","","","1002501037","93","",""
"1002501","0","","0","vo_adv_1002501","vo_adv_1002501_000","","1002501038","21","",""
"1002501","","","","100211","870","","1002501039","13","",""
"1002501","1","0","7","100211","沒想到騎士先生\n會幫我過生日。\n我很高興喔。","0","1002501040","11","","1"
"1002501","","","","0","","","1002501041","91","",""
"1002501","0","","0","vo_adv_1002501","vo_adv_1002501_001","","1002501042","21","",""
"1002501","1","0","6","100211","咦？謝謝我平常的照顧……？","0","1002501043","11","","1"
"1002501","","","","0","","","1002501044","91","",""
"1002501","0","","0","vo_adv_1002501","vo_adv_1002501_002","","1002501045","21","",""
"1002501","1","0","6","100211","不，一直受到幫助的\n其實是我呀！\n我才要謝謝你平常的照顧。","0","1002501046","11","","1"
"1002501","","","","0","","","1002501047","91","",""
"1002501","0","","0","vo_adv_1002501","vo_adv_1002501_003","","1002501048","21","",""
"1002501","1","0","7","100211","我先把騎士先生送的禮物\n好好珍藏起來！","0","1002501049","11","","1"
"1002501","","","","0","","","1002501050","91","",""
"1002501","0","","0","vo_adv_1002501","vo_adv_1002501_004","","1002501051","21","",""
"1002501","1","0","6","100211","……啊，是喔！\n這是吃的，\n沒辦法珍藏……","0","1002501052","11","","1"
"1002501","","","","0","","","1002501053","91","",""
"1002501","0","","0","vo_adv_1002501","vo_adv_1002501_005","","1002501054","21","",""
"1002501","1","0","4","100211","……對了！\n反正很大份，那個，騎士先生……\n你要不要一起吃？","0","1002501055","11","","1"
"1002501","","","","0","","","1002501056","91","",""
"1002501","0","","0","vo_adv_1002501","vo_adv_1002501_006","","1002501057","21","",""
"1002501","1","0","6","100211","咦？可以嗎？\n謝謝！\n我好高興喔～～！","0","1002501058","11","","1"
"1002501","","","","0","","","1002501059","91","",""
"1002501","0","","0","9","9","1","1002501060","31","","1"
"1002501","","","","0","","","1002501061","131","",""
"1002501","0","","0","0","1","","1002501062","22","",""
"1002501","","","","","","","1002501063","111","",""
"1002501","","","","0","","","1002501064","91","",""
"1003501","400","1","850","1","100311","1.5","1003501001","1","cmn_talk_def_N","-220"
"1003501","0","","0","8","8","1","1003501002","31","","1"
"1003501","0","","0","7","7","1","1003501003","31","","1"
"1003501","0","","0","72","72","1","1003501004","31","","1"
"1003501","0","","0","3","3","1","1003501005","31","","1"
"1003501","0","","0","2","2","1","1003501006","31","","1"
"1003501","0","","0","1","1","1","1003501007","31","","1"
"1003501","0","","0","12","12","0","1003501008","31","","1"
"1003501","","","1","100311","blb_run_01","0.3","1003501009","3","",""
"1003501","1.3","","-220","100311","90","","1003501010","2","","0"
"1003501","0","","0","bgm_M321","bgm_M321_2C","","1003501011","25","",""
"1003501","1.25","","1.25","0","0","0","1003501012","121","","0"
"1003501","0","","0","12","1","1","1003501013","32","","1"
"1003501","0","","0","se_common","se_sys_login_birthday_new_01","","1003501014","23","",""
"1003501","","","","1.3","","","1003501015","93","",""
"1003501","blb_idle","0.3","0","100311","blb_stop","0.05","1003501016","3","","0"
"1003501","0.25","","-220","100311","80","","1003501017","2","","0"
"1003501","","","","1.4","","","1003501018","93","",""
"1003501","1.4","","1.4","0","0","3","1003501019","121","","1"
"1003501","","","","1","","","1003501020","131","",""
"1003501","blb_idle_02","0.3","0","100311","blb_blowout_03","0.3","1003501021","3","","1"
"1003501","","","","0.7","","","1003501022","93","",""
"1003501","0","","0","12","0","1","1003501023","32","","1"
"1003501","0","","0","13","13","1","1003501024","31","","1"
"1003501","","","","0.2","","","1003501025","93","",""
"1003501","0","","0","se_common","se_sys_login_birthday_blow_candle","","1003501026","23","",""
"1003501","","","","1.2","","","1003501027","93","",""
"1003501","0","","0","se_adv_tickle_02","se_adv_tickle_02","","1003501028","23","",""
"1003501","0","","0","4","4","1","1003501029","31","","1"
"1003501","","","","1","","","1003501030","93","",""
"1003501","0","","0","se_common","se_sys_login_birthday_02","","1003501031","23","",""
"1003501","","","1","100311","blb_idle_02","0.3","1003501032","3","","0"
"1003501","","","","1.05","","","1003501033","93","",""
"1003501","0","","0","se_common","se_sys_login_birthday_cracker","","1003501034","23","",""
"1003501","0","","0","6","6","1","1003501035","31","","1"
"1003501","blb_wish_04","","0","100311","blb_joy_04","0","1003501036","3","","1"
"1003501","","","","2","","","1003501037","93","",""
"1003501","0","","0","vo_adv_1003501","vo_adv_1003501_000","","1003501038","21","",""
"1003501","","","","100311","870","","1003501039","13","",""
"1003501","1","0","6","100311","呵呵，還想著你怎麼突然帶我過來，\n沒想到居然是準備了\n這麼令人開心的事在等著我呀。","0","1003501040","11","","1"
"1003501","","","","0","","","1003501041","91","",""
"1003501","0","","0","vo_adv_1003501","vo_adv_1003501_001","","1003501042","21","",""
"1003501","1","0","5","100311","不僅記住了我的生日，\n還準備了蛋糕……\n咦，這是你親手做的嗎！？","0","1003501043","11","","1"
"1003501","","","","0","","","1003501044","91","",""
"1003501","0","","0","vo_adv_1003501","vo_adv_1003501_002","","1003501045","21","",""
"1003501","1","0","6","100311","我本以為算是你的師傅，\n看來這種細緻貼心的部分\n還是你比較厲害……\n呵呵，甚至感到有點驕傲了。","0","1003501046","11","","1"
"1003501","","","","0","","","1003501047","91","",""
"1003501","0","","0","vo_adv_1003501","vo_adv_1003501_003","","1003501048","21","",""
"1003501","1","0","4","100311","從來不曾想過\n會在生日有這種心情啊。\n那接下來就一起慶祝吧？\n啊啊，看來會是歡快的一天……！","0","1003501049","11","","1"
"1003501","","","","0","","","1003501050","91","",""
"1003501","0","","0","9","9","1","1003501051","31","","1"
"1003501","","","","0","","","1003501052","131","",""
"1003501","0","","0","0","1","","1003501053","22","",""
"1003501","","","","","","","1003501054","111","",""
"1003501","","","","0","","","1003501055","91","",""
"1004501","400","1","850","1","100411","1.5","1004501001","1","cmn_talk_def_N","-220"
"1004501","0","","0","8","8","1","1004501002","31","","1"
"1004501","0","","0","7","7","1","1004501003","31","","1"
"1004501","0","","0","41","41","1","1004501004","31","","1"
"1004501","0","","0","3","3","1","1004501005","31","","1"
"1004501","0","","0","2","2","1","1004501006","31","","1"
"1004501","0","","0","1","1","1","1004501007","31","","1"
"1004501","0","","0","12","12","0","1004501008","31","","1"
"1004501","","","1","100411","blb_run_01","0.3","1004501009","3","",""
"1004501","1.3","","-220","100411","90","","1004501010","2","","0"
"1004501","0","","0","bgm_M321","bgm_M321_2C","","1004501011","25","",""
"1004501","1.25","","1.25","0","0","0","1004501012","121","","0"
"1004501","0","","0","12","1","1","1004501013","32","","1"
"1004501","0","","0","se_common","se_sys_login_birthday_new_01","","1004501014","23","",""
"1004501","","","","1.3","","","1004501015","93","",""
"1004501","blb_idle","0.3","0","100411","blb_stop","0.05","1004501016","3","","0"
"1004501","0.25","","-220","100411","80","","1004501017","2","","0"
"1004501","","","","1.4","","","1004501018","93","",""
"1004501","1.4","","1.4","0","0","3","1004501019","121","","1"
"1004501","","","","1","","","1004501020","131","",""
"1004501","blb_idle","0.3","0","100411","blb_blowout_02","0.3","1004501021","3","","1"
"1004501","","","","0.7","","","1004501022","93","",""
"1004501","0","","0","12","0","1","1004501023","32","","1"
"1004501","0","","0","13","13","1","1004501024","31","","1"
"1004501","","","","0.2","","","1004501025","93","",""
"1004501","0","","0","se_common","se_sys_login_birthday_blow_candle","","1004501026","23","",""
"1004501","","","","1.2","","","1004501027","93","",""
"1004501","0","","0","se_adv_tickle_02","se_adv_tickle_02","","1004501028","23","",""
"1004501","0","","0","4","4","1","1004501029","31","","1"
"1004501","","","","1","","","1004501030","93","",""
"1004501","0","","0","se_common","se_sys_login_birthday_02","","1004501031","23","",""
"1004501","","","1","100411","blb_idle","0.3","1004501032","3","","0"
"1004501","","","","1.05","","","1004501033","93","",""
"1004501","0","","0","se_common","se_sys_login_birthday_cracker","","1004501034","23","",""
"1004501","0","","0","6","6","1","1004501035","31","","1"
"1004501","blb_wish_02","","0","100411","blb_joy_02","0","1004501036","3","","1"
"1004501","","","","2","","","1004501037","93","",""
"1004501","0","","0","vo_adv_1004501","vo_adv_1004501_000","","1004501038","21","",""
"1004501","","","","100411","870","","1004501039","13","",""
"1004501","1","0","7","100411","謝謝你送我這麼大的蛋糕！\n這是哥哥特地給我做的吧？\n真有你的呢！","0","1004501040","11","","1"
"1004501","","","","0","","","1004501041","91","",""
"1004501","0","","0","vo_adv_1004501","vo_adv_1004501_001","","1004501042","21","",""
"1004501","1","0","7","100411","如果是禊做的蛋糕，\n禊會藏很多惡作劇在裡面……\n但這只是普通的好吃蛋糕對吧？","0","1004501043","11","","1"
"1004501","","","","0","","","1004501044","91","",""
"1004501","0","","0","vo_adv_1004501","vo_adv_1004501_002","","1004501045","21","",""
"1004501","1","0","6","100411","哥哥你太天真了啦──\n不過正因為哥哥是這樣的人，\n和你在一起就會很開心！\n今後也請多多關照喔！","0","1004501046","11","","1"
"1004501","","","","0","","","1004501047","91","",""
"1004501","0","","0","vo_adv_1004501","vo_adv_1004501_003","","1004501048","21","",""
"1004501","1","0","7","100411","哥哥生日的時候\n我會送有趣的蛋糕給你。\n你要好好期待喔！嘿嘿！","0","1004501049","11","","1"
"1004501","","","","0","","","1004501050","91","",""
"1004501","0","","0","9","9","1","1004501051","31","","1"
"1004501","","","","0","","","1004501052","131","",""
"1004501","0","","0","0","1","","1004501053","22","",""
"1004501","","","","","","","1004501054","111","",""
"1004501","","","","0","","","1004501055","91","",""
"1005501","400","1","850","1","100511","1.5","1005501001","1","cmn_talk_def_N","-220"
"1005501","0","","0","8","8","1","1005501002","31","","1"
"1005501","0","","0","7","7","1","1005501003","31","","1"
"1005501","0","","0","65","65","1","1005501004","31","","1"
"1005501","0","","0","3","3","1","1005501005","31","","1"
"1005501","0","","0","2","2","1","1005501006","31","","1"
"1005501","0","","0","1","1","1","1005501007","31","","1"
"1005501","0","","0","12","12","0","1005501008","31","","1"
"1005501","","","1","100511","blb_run_01","0.3","1005501009","3","",""
"1005501","1.3","","-220","100511","90","","1005501010","2","","0"
"1005501","","","","bgm_M321","bgm_M321_2C","","1005501011","25","",""
"1005501","1.25","","1.25","0","0","0","1005501012","121","","0"
"1005501","","","","12","1","","1005501013","32","",""
"1005501","","","0","se_common","se_sys_login_birthday_new_01","","1005501014","23","",""
"1005501","","","","1.3","","","1005501015","93","",""
"1005501","blb_idle","0.3","0","100511","blb_stop","0.05","1005501016","3","","0"
"1005501","0.25","","-220","100511","80","","1005501017","2","","0"
"1005501","","","","1.4","","","1005501018","93","",""
"1005501","1.4","","1.4","0","0","3","1005501019","121","","1"
"1005501","","","","1","","","1005501020","131","",""
"1005501","blb_idle","0.3","0","100511","blb_blowout_02","0.3","1005501021","3","","1"
"1005501","","","","0.7","","","1005501022","93","",""
"1005501","","","","12","0","","1005501023","32","",""
"1005501","0","","0","13","13","1","1005501024","31","","1"
"1005501","","","","0.2","","","1005501025","93","",""
"1005501","0","","0","se_common","se_sys_login_birthday_blow_candle","","1005501026","23","",""
"1005501","","","","1.2","","","1005501027","93","",""
"1005501","0","","0","se_adv_tickle_02","se_adv_tickle_02","","1005501028","23","",""
"1005501","0","","0","4","4","1","1005501029","31","","1"
"1005501","","","","1","","","1005501030","93","",""
"1005501","0","","0","se_common","se_sys_login_birthday_02","","1005501031","23","",""
"1005501","","","1","100511","blb_idle","0.3","1005501032","3","","0"
"1005501","","","","1.05","","","1005501033","93","",""
"1005501","0","","0","se_common","se_sys_login_birthday_cracker","","1005501034","23","",""
"1005501","0","","0","6","6","1","1005501035","31","","1"
"1005501","blb_wish_02","","0","100511","blb_joy_02","0","1005501036","3","","1"
"1005501","","","","2","","","1005501037","93","",""
"1005501","0","","0","vo_adv_1005501","vo_adv_1005501_000","","1005501038","21","",""
"1005501","","","","100511","870","","1005501039","13","",""
"1005501","1","0","6","100511","好大的蛋糕喔！\n這是你為我做的吧？\n你連蛋糕都會做，也太厲害了！","0","1005501040","11","","1"
"1005501","","","","0","","","1005501041","91","",""
"1005501","0","","0","vo_adv_1005501","vo_adv_1005501_001","","1005501042","21","",""
"1005501","1","0","6","100511","能如此被慶生，\n很令人開心呢。","0","1005501043","11","","1"
"1005501","","","","0","","","1005501044","91","",""
"1005501","0","","0","vo_adv_1005501","vo_adv_1005501_002","","1005501045","21","",""
"1005501","1","0","4","100511","雖然親手做蛋糕\n不是我的風格，\n但我若是做了……\n你會開心嗎？","0","1005501046","11","","1"
"1005501","","","","0","","","1005501047","91","",""
"1005501","0","","0","vo_adv_1005501","vo_adv_1005501_003","","1005501048","21","",""
"1005501","1","0","6","100511","你喜歡的話\n我會努力做的！\n敬請期待生日喔！","0","1005501049","11","","1"
"1005501","","","","0","","","1005501050","91","",""
"1005501","0","","0","9","9","1","1005501051","31","","1"
"1005501","","","","0","","","1005501052","131","",""
"1005501","0","","0","0","1","","1005501053","22","",""
"1005501","","","","","","","1005501054","111","",""
"1005501","","","","0","","","1005501055","91","",""
"1006501","400","1","850","1","102211","1.5","1006501001","1","cmn_talk_def_N","-220"
"1006501","520","1","860","1","100611","1.5","1006501002","1","cmn_talk_def_N","-220"
"1006501","0","","0","8","8","1","1006501003","31","","1"
"1006501","0","","0","7","7","1","1006501004","31","","1"
"1006501","0","","0","64","64","1","1006501005","31","","1"
"1006501","0","","0","3","3","1","1006501006","31","","1"
"1006501","0","","0","2","2","1","1006501007","31","","1"
"1006501","0","","0","1","1","1","1006501008","31","","1"
"1006501","0","","0","12","12","0","1006501009","31","","1"
"1006501","","","1","102211","blb_run_01","0.3","1006501010","3","",""
"1006501","","","1","100611","blb_run_01","0.3","1006501011","3","",""
"1006501","1.3","","-220","102211","80","","1006501012","2","","0"
"1006501","1.3","","-220","100611","200","","1006501013","2","","0"
"1006501","0","","0","bgm_M321","bgm_M321_2C","","1006501014","25","",""
"1006501","1.25","","1.25","0","0","0","1006501015","121","","0"
"1006501","","","","12","1","","1006501016","32","",""
"1006501","","","","se_common","se_sys_login_birthday_new_01","","1006501017","23","",""
"1006501","","","","1.3","","","1006501018","93","",""
"1006501","blb_idle","0.3","0","102211","blb_stop","0.05","1006501019","3","","0"
"1006501","blb_idle_yori","0.3","0","100611","blb_stop_yori","0.05","1006501020","3","","0"
"1006501","0.25","","-220","102211","70","","1006501021","2","","0"
"1006501","0.25","","-220","100611","190","","1006501022","2","","0"
"1006501","","","","1.4","","","1006501023","93","",""
"1006501","1.4","","1.4","0","0","3","1006501024","121","","1"
"1006501","","","","1","","","1006501025","131","",""
"1006501","blb_idle","0.3","0","102211","blb_blowout_01","0.3","1006501026","3","","1"
"1006501","blb_idle_yori_02","0.3","0","100611","blb_blowout_yori","0.3","1006501027","3","","1"
"1006501","","","","0.7","","","1006501028","93","",""
"1006501","","","","12","0","","1006501029","32","",""
"1006501","0","","0","13","13","1","1006501030","31","","1"
"1006501","0","","0","15","15","1","1006501031","31","","1"
"1006501","","","","0.2","","","1006501032","93","",""
"1006501","0","","0","se_common","se_sys_login_birthday_blow_candle","","1006501033","23","",""
"1006501","","","","1.2","","","1006501034","93","",""
"1006501","0","","0","se_adv_tickle_02","se_adv_tickle_02","","1006501035","23","",""
"1006501","0","","0","5","5","1","1006501036","31","","1"
"1006501","","","","1","","","1006501037","93","",""
"1006501","0","","0","se_common","se_sys_login_birthday_02","","1006501038","23","",""
"1006501","","","1","102211","blb_idle","0.3","1006501039","3","","0"
"1006501","","","1","100611","blb_idle_yori_02","0.3","1006501040","3","","0"
"1006501","","","","1.05","","","1006501041","93","",""
"1006501","0","","0","se_common","se_sys_login_birthday_cracker","","1006501042","23","",""
"1006501","0","","0","6","6","1","1006501043","31","","1"
"1006501","blb_wish_akari","","0","102211","blb_joy_akari","0","1006501044","3","","1"
"1006501","blb_wish_yori","","0","100611","blb_joy_yori","0","1006501045","3","","1"
"1006501","","","","2","","","1006501046","93","",""
"1006501","0","","0","vo_adv_1006501","vo_adv_1006501_000","","1006501047","21","",""
"1006501","","","","102211","870","","1006501048","13","",""
"1006501","","","","100611","870","","1006501049","13","",""
"1006501","1","0","6","100611","嘿嘿♪\n謝謝你幫我們慶生，\n哥哥♪","0","1006501050","11","","1"
"1006501","","","","0","","","1006501051","91","",""
"1006501","0","","0","vo_adv_1006501","vo_adv_1006501_001","","1006501052","21","",""
"1006501","1","0","5","102211","討厭，\n這種事你要先說啦。\n因為……\n我也是要有心理準備的啊。","0","1006501053","11","","1"
"1006501","","","","0","","","1006501054","91","",""
"1006501","0","","0","vo_adv_1006501","vo_adv_1006501_002","","1006501055","21","",""
"1006501","1","0","4","100611","呵呵，姊姊妳害羞啦？\n真可愛♪\n不過，這個蛋糕還真大……\n嗯……哇，超濃郁的♪","0","1006501056","11","","1"
"1006501","","","","0","","","1006501057","91","",""
"1006501","0","","0","vo_adv_1006501","vo_adv_1006501_003","","1006501058","21","",""
"1006501","1","0","4","102211","啊呣……啊，真的耶。\n好好吃喔！\n不、不對……","0","1006501059","11","","1"
"1006501","","","","0","","","1006501060","91","",""
"1006501","0","","0","vo_adv_1006501","vo_adv_1006501_004","","1006501061","21","",""
"1006501","1","0","3","102211","呃，那個……\n勞煩你為我們做蛋糕，\n真的很謝、謝……咦，茜里？\n喂，妳笑什麼啊？","0","1006501062","11","","1"
"1006501","","","","0","","","1006501063","91","",""
"1006501","0","","0","vo_adv_1006501","vo_adv_1006501_005","","1006501064","21","",""
"1006501","1","0","4","100611","呵呵，因為我最喜歡的姊姊跟\n哥哥就在身邊啊。\n我們3人今天要一起\n度過美好的一天喔♪","0","1006501065","11","","1"
"1006501","","","","0","","","1006501066","91","",""
"1006501","0","","0","9","9","1","1006501067","31","","1"
"1006501","","","","0","","","1006501068","131","",""
"1006501","0","","0","0","1","","1006501069","22","",""
"1006501","","","","","","","1006501070","111","",""
"1006501","","","","0","","","1006501071","91","",""
"1007501","400","1","850","1","100711","1.5","1007501001","1","blb_run_miyako","-220"
"1007501","0","","0","8","8","1","1007501002","31","","1"
"1007501","0","","0","7","7","1","1007501003","31","","1"
"1007501","0","","0","73","73","1","1007501004","31","","1"
"1007501","0","","0","3","3","1","1007501005","31","","1"
"1007501","0","","0","2","2","1","1007501006","31","","1"
"1007501","0","","0","1","1","1","1007501007","31","","1"
"1007501","0","","0","12","12","0","1007501008","31","","1"
"1007501","","","1","100711","blb_run_miyako","0.3","1007501009","3","",""
"1007501","1.3","","-220","100711","90","","1007501010","2","","0"
"1007501","0","","0","bgm_M321","bgm_M321_2C","","1007501011","25","",""
"1007501","1.25","","1.25","0","0","0","1007501012","121","","0"
"1007501","0","","0","12","1","1","1007501013","32","","1"
"1007501","0","","0","se_common","se_sys_login_birthday_new_01","","1007501014","23","",""
"1007501","","","","1.3","","","1007501015","93","",""
"1007501","blb_idle_miyako","0.3","0","100711","blb_stop_miyako","0.05","1007501016","3","","0"
"1007501","0.25","","-220","100711","80","","1007501017","2","","0"
"1007501","","","","1.4","","","1007501018","93","",""
"1007501","1.4","","1.4","0","0","3","1007501019","121","","1"
"1007501","","","","1","","","1007501020","131","",""
"1007501","blb_idle_miyako","0.3","0","100711","blb_blowout_miyako","0.3","1007501021","3","","1"
"1007501","","","","0.7","","","1007501022","93","",""
"1007501","0","","0","12","0","1","1007501023","32","","1"
"1007501","0","","0","13","13","1","1007501024","31","","1"
"1007501","","","","0.2","","","1007501025","93","",""
"1007501","0","","0","se_common","se_sys_login_birthday_blow_candle","","1007501026","23","",""
"1007501","","","","1.2","","","1007501027","93","",""
"1007501","0","","0","se_adv_tickle_02","se_adv_tickle_02","","1007501028","23","",""
"1007501","0","","0","4","4","1","1007501029","31","","1"
"1007501","","","","1","","","1007501030","93","",""
"1007501","0","","0","se_common","se_sys_login_birthday_02","","1007501031","23","",""
"1007501","","","1","100711","blb_idle_miyako","0.3","1007501032","3","","0"
"1007501","","","","1.05","","","1007501033","93","",""
"1007501","0","","0","se_common","se_sys_login_birthday_cracker","","1007501034","23","",""
"1007501","0","","0","6","6","1","1007501035","31","","1"
