7536c81fac2644f001dc5f7b115f79c0c1b7454153318dbdefe85fb09800e47b,b92f65d722777a5a46b47edcfacbd17bd209b587a5b5a6aacb01e9906909804d,5aa90016233c92224a700ec8bbee7db67d5f90e9f9f1d573ba763cb37b4445bd,197cc421259186504cf7000d233b512993a81165166f22b3d2b3165352f2b6e0,fd877cc3218b9218f94bf3025daa2e8119e89534141eb7bd466c98c98f07b617,6ea473da97cb22c2c08331d54bdbcbd0fb72acaa99a74771f0fab7d21187249f,9479d20b1212f4063a673a982e71fc0ad4e07cdfa31460f32fda9bab050005a9,0872fe8e66ec21216ff545a51dba6593ac8ff2aa664ea058e543e47d144bbd4f,b33f569876cffddce8930446bbde9b86615a62235daa2a1b62fbf2218fce8ecf,17cc51ff88cdb03467513554e24fb07b3c7b6c2d7bbe8279efcd3955c5c11ddb,c9a39488f044dfc81bb6d86c3046d8933c73ad5a00741f881864675b62b74826
"0.2","","0","122711","3","1","0","kids_jump_in","kids_jump_mid","61115","5152061"
"","","","4.1","93","","","0","","61116","5152061"
"","","","61107","91","","0","","0","61117","5152061"
"","","","2","37","","","finish","","61118","5152061"
"","","","se_10058300","23","","0","se_10058300_kids_finish","","61119","5152061"
"0","","","131911","3","","0","kids_jump_out","","61120","5152061"
"0","","","102311","3","","0","kids_jump_out","","61121","5152061"
"0","","","102111","3","","0","kids_jump_out","","61122","5152061"
"0","","","107711","3","","0","kids_jump_sideHair_out","","61123","5152061"
"0","","","122811","3","","0","kids_jump_out","","61124","5152061"
"0","","","122911","3","","0","kids_jump_out","","61125","5152061"
"0","","","122711","3","","0","kids_jump_sideHair_out","","61126","5152061"
"","","","vo_rag","21","","0","vo_rag_6009","0","61127","5152061"
"0","","","2","3","","0","1009_in","","61128","5152061"
"","","","0.4","93","","","1","","61129","5152061"
"0","","","2","3","","0","1009_mid","","61130","5152061"
"","","","","92","","","","","61131","5152061"
"0","","","2","3","","0","1009_out","","61132","5152061"
"","","","0.2","93","","","0","","61133","5152061"
"0","","0.2","131911","3","1","0","kids_jump_end","idle_normal","61134","5152061"
"0","","0.2","102311","3","1","0","kids_jump_end","joy_idle_normal","61135","5152061"
"0","","0.2","102111","3","1","0","kids_jump_end","wish_idle","61136","5152061"
"0","","0.2","107711","3","1","0","kids_jump_sideHair_end","idle_normal","61137","5152061"
"0","","0.2","122811","3","1","0","kids_jump_end","doya_idle","61138","5152061"
"0","","0.2","122911","3","1","0","kids_jump_end","idle_normal","61139","5152061"
"0","","0.2","122711","3","1","0","kids_jump_sideHair_end","idle_normal","61140","5152061"
"0","","1","bgm_MC173B","27","0","0.5","bgm_MC173B","0.5","61141","5152061"
"0","","0.2","110311","3","1","0","kids_jump_sideHair_end","talk_normal","61142","5152061"
"","","","vo_rag","21","","0","vo_rag_6010","0","61143","5152061"
"0","0","0","110311","11","1","6","好的，辛苦了。\n大家玩得開心嗎？","1","61144","5152061"
"","","","0","91","","0","","0","61145","5152061"
"0.2","","","110311","3","","1","idle_normal","","61146","5152061"
"0.2","","0","131911","3","1","0","gutsB_in","gutsB_talk","61147","5152061"
"0.2","","0","102311","3","1","0","surprise3_in_joy2","surprise3_loop_joy2","61148","5152061"
"0.2","","","102111","3","","1","memory_talk","","61149","5152061"
"0.2","","","107711","3","","1","wish_talk_joy_shy","","61150","5152061"
"0.2","","0","122811","3","1","0","eieio_in","eieio_loop","61151","5152061"
"0.2","","","122911","3","","1","anger_talk_joy","","61152","5152061"
"0.2","","","122711","3","","1","sad_talk_dere2","","61153","5152061"
"","","","vo_rag","21","","0","vo_rag_6011","0","61154","5152061"
"0","0","60","131911","11","1","7","嗯，非常開心！\n是很～新鮮的\n廣播體操呢！","1","61155","5152061"
"","","","0","91","","0","","0","61156","5152061"
"0.2","","","131911","3","","1","gutsB_idle","","61157","5152061"
"0.2","","","102111","3","","1","memory_talk","","61158","5152061"
"","","","vo_rag","21","","0","vo_rag_6012","0","61159","5152061"
"0","0","56","102111","11","1","8","既可愛又讓人充滿活力♪\n咲戀媽媽的體操好厲害♪","1","61160","5152061"
"","","","0","91","","0","","0","61161","5152061"
"0.2","","","102111","3","","1","memory_talk","","61162","5152061"
"","","","se_10058300","23","","0","se_10058300_emotion_laugh","","61163","5152061"
"","","","11","32","","","1","","61164","5152061"
"0.2","","","110311","3","","1","sad_talk_normal","","61165","5152061"
"","","","vo_rag","21","","0","vo_rag_6013","0","61166","5152061"
"0","0","0","110311","11","1","7","啊哈哈，\n看大家這麼開心，\n感覺不壞呢。","1","61167","5152061"
"","","","0","91","","0","","0","61168","5152061"
"","","","11","32","","","0","","61169","5152061"
"","","","0","22","","","0","","61170","5152061"
"","","","0.1","93","","","0","","61171","5152061"
"0.2","","","110311","3","","1","wish_talk_joy_shy","","61172","5152061"
"0.2","","0","131911","3","1","0","smile2_joy","sad_idle_joy","61173","5152061"
"0.2","","","102311","3","","1","joy_idle","","61174","5152061"
"0.2","","","102111","3","","1","memory_idle","","61175","5152061"
"0.2","","","107711","3","","1","wish_idle_dere","","61176","5152061"
"0.2","","","122811","3","","1","cool_talk_dere2","","61177","5152061"
"0.2","","","122911","3","","1","anger_idle_normal2","","61178","5152061"
"0.2","","","122711","3","","1","sad_idle_dere","","61179","5152061"
"","","","se_10058300","23","","0","se_10058300_emotion_kids","","61180","5152061"
"0","0","0","110311","12","0","2","9","0","61181","5152061"
"0","0","0","131911","12","0","2","7","0","61182","5152061"
"0","0","0","102311","12","0","2","10","0","61183","5152061"
"0","0","0","102111","12","0","2","6","0","61184","5152061"
"","","","2.5","93","","","0","","61185","5152061"
"","","","61187","101","","","","","61186","5152061"
"","","","bgm_MC173B","25","","","bgm_MC173B","","61187","5152061"
"","","","0","22","","","0","","61188","5152061"
"1.55","doya_idle","1","1","1","-280","110","107111","382","62001","5152062"
"1.5","idle_normal","0","1","1","-210","105","107611","145","62002","5152062"
"1.57","joy_idle_normal","0","1","1","-296","107","131911","-22","62003","5152062"
"1.57","wish_idle_joy","0","1","1","-311","109","107511","-217","62004","5152062"
"1.53","cool_idle","0","1","1","-255","108","107811","-440","62005","5152062"
"1.45","idle_normal","0","1","1","-136","103","131411","34","62006","5152062"
"1.45","riri_idle","0","1","1","-146","104","131311","-163","62007","5152062"
"1.45","sad_idle_surprise1","0","1","1","-166","105","131511","-350","62008","5152062"
"1.5","empty","1","5","5","-235","106","5","-13","62009","5152062"
"1.5","empty","0","1","5","-210","110","11","145","62010","5152062"
"1.57","empty","0","1","5","-296","110","12","-22","62011","5152062"
"1.57","empty","0","1","5","-311","110","13","-217","62012","5152062"
"1.53","empty","0","1","5","-255","110","14","-440","62013","5152062"
"1.45","empty","0","1","5","-136","107","15","34","62014","5152062"
"1.45","empty","0","1","5","-146","107","16","-163","62015","5152062"
"1.45","empty","0","1","5","-166","107","17","-350","62016","5152062"
"","","","107111","13","","","210","","62017","5152062"
"","","","131911","13","","","207","","62018","5152062"
"","","","107511","13","","","209","","62019","5152062"
"","","","107611","13","","","205","","62020","5152062"
"","","","107811","13","","","208","","62021","5152062"
"","","","131411","13","","","203","","62022","5152062"
"","","","131311","13","","","204","","62023","5152062"
"","","","131511","13","","","205","","62024","5152062"
"1.57","empty","0","1","5","-235","108","1","-13","62025","5152062"
"1","empty","0","2","5","11","210","2","382","62026","5152062"
"1","","","1","31","1","0","1","0","62027","5152062"
"0","","","2","31","1","0","2","0","62028","5152062"
"0","","","12","31","1","0","12","0","62029","5152062"
"1","","","3","31","1","0","3","0","62030","5152062"
"","","","0","91","","","","","62031","5152062"
"","","","3","37","","","telop_2","","62032","5152062"
"","","","0","102","","0","0","","62033","5152062"
"","","","1","93","","","0","","62034","5152062"
"0.2","","","107111","3","","1","doya_talk","","62035","5152062"
"","","","vo_rag","21","","0","vo_rag_2001","0","62036","5152062"
"0","0","35","107111","11","1","9","一大清早的，真虧妳們能聚集在此。","1","62037","5152062"
"","","","0","91","","0","","0","62038","5152062"
"0.2","","0","107111","3","1","0","cool_in_joy","cool_talk_joy","62039","5152062"
"","","","vo_rag","21","","0","vo_rag_2002","0","62040","5152062"
"0","0","35","107111","11","1","6","就來將我珍藏的體操\n傳授給妳們吧♪","1","62041","5152062"
"","","","0","91","","0","","0","62042","5152062"
"0.2","","","107111","3","","1","cool_idle","","62043","5152062"
"0.2","","","131311","3","","1","gutsB_talk_anger","","62044","5152062"
"","","","vo_rag","21","","0","vo_rag_2003","0","62045","5152062"
"0","0","0","131311","11","1","10","無論是何等激烈的體操……\n我都會努力跳完的……！","1","62046","5152062"
"","","","0","91","","0","","0","62047","5152062"
"0.2","","","131311","3","","1","riri_idle","","62048","5152062"
"","","","1","26","","","","","62049","5152062"
"0.2","","","107111","3","","1","joy_talk_normal","","62050","5152062"
"0.2","","","131911","3","","1","idle_normal","","62051","5152062"
"0.2","","","107511","3","","1","idle_normal","","62052","5152062"
"0.2","","","107611","3","","1","idle_normal","","62053","5152062"
"0.2","","","107811","3","","1","idle_normal","","62054","5152062"
"0.2","","","131411","3","","1","idle_normal","","62055","5152062"
"0.2","","","131311","3","","1","idle_normal","","62056","5152062"
"0.2","","","131511","3","","1","idle_normal","","62057","5152062"
"","","","vo_rag","21","","0","vo_rag_2004","0","62058","5152062"
"0","2","0","107111","11","0","8","那就開始囉。\n來，一二一二。\n手再高一點！","1","62059","5152062"
"","","","1.1","93","","0","0","0","62060","5152062"
"","","","bgm_MC175A","25","","","bgm_MC175A","","62061","5152062"
"","","","2","32","","","1","","62062","5152062"
"0.2","","0","107111","3","1","0","clapping_in","clapping_loop","62063","5152062"
"0.2","","","131911","3","","0","idol_before_dance","","62064","5152062"
"0.2","","","107511","3","","0","idol_before_dance","","62065","5152062"
"0.2","","","107611","3","","0","idol_before_dance","","62066","5152062"
"0.2","","","107811","3","","0","idol_before_dance","","62067","5152062"
"0.2","","","131411","3","","0","idol_before_dance","","62068","5152062"
"0.2","","","131311","3","","0","idol_before_dance","","62069","5152062"
"0.2","","","131511","3","","0","idol_before_dance","","62070","5152062"
"","","","0","91","","","","","62071","5152062"
"","","","12","32","","","1","","62072","5152062"
"0.2","","","131911","3","","1","idol_danceF","","62073","5152062"
"0.2","","","107511","3","","1","idol_danceF","","62074","5152062"
"0.2","","","107611","3","","1","idol_danceF","","62075","5152062"
"0.2","","","107811","3","","1","idol_danceF","","62076","5152062"
"0.2","","0","131411","3","1","0","idol_danceB_in","idol_danceB_loop","62077","5152062"
"0.2","","0","131311","3","1","0","idol_danceB_in","idol_danceB_loop","62078","5152062"
"0.2","","0","131511","3","1","0","idol_danceB_in","idol_danceB_loop","62079","5152062"
"0.2","","","12","3","","1","idol_danceF","","62080","5152062"
"0.2","","","13","3","","1","idol_danceF","","62081","5152062"
"0.2","","","11","3","","1","idol_danceF","","62082","5152062"
"0.2","","","14","3","","1","idol_danceF","","62083","5152062"
"0.2","","","15","3","","1","idol_danceB_loop","","62084","5152062"
"0.2","","","16","3","","1","idol_danceB_loop","","62085","5152062"
"0.2","","","17","3","","1","idol_danceB_loop","","62086","5152062"
"","","","2.8","93","","0","0","0","62087","5152062"
"","","","0.1","93","","0","0","0","62088","5152062"
"0.2","","0","107111","3","1","0","pointing_in_anger","pointing_loop_anger","62089","5152062"
"","","","0.5","93","","0","0","0","62090","5152062"
"","","","vo_rag","21","","0","vo_rag_2005","0","62091","5152062"
"0","","","2","3","","0","0204_in","","62092","5152062"
"","","","2.5","93","","","0","","62093","5152062"
"0","","","2","3","","0","0204_out","","62094","5152062"
"","","","0.2","93","","","0","","62095","5152062"
"0.2","","","107111","3","","1","angry_loop","","62096","5152062"
"","","","vo_rag","21","","0","vo_rag_2006","0","62097","5152062"
"0","","","2","3","","0","0205_in","","62098","5152062"
"","","","2.2","93","","","0","","62099","5152062"
"0","","","2","3","","0","0205_out","","62100","5152062"
"","","","0.3","93","","","0","","62101","5152062"
"0.2","","0","107111","3","1","0","clapping_in_talk2","clapping_loop_talk2","62102","5152062"
"","","","2.1","93","","","0","","62103","5152062"
"","","","12","37","","","out","","62104","5152062"
"0.1","","0","131911","3","1","0","idol_poseF_in","idol_poseF_loop","62105","5152062"
"0.1","","0","107511","3","1","0","idol_poseF_in","idol_poseF_loop","62106","5152062"
"0.1","","0","107611","3","1","0","idol_poseF_in","idol_poseF_loop","62107","5152062"
"0.1","","0","107811","3","1","0","idol_poseF_in","idol_poseF_loop","62108","5152062"
"0.1","","0","131411","3","1","0","idol_poseB_in","idol_poseB_loop","62109","5152062"
"0.1","","0","131311","3","1","0","idol_poseB_in","idol_poseB_loop","62110","5152062"
"0.1","","0","131511","3","1","0","idol_poseB_in","idol_poseB_loop","62111","5152062"
"0.2","","","12","3","","1","empty","","62112","5152062"
"0.2","","","13","3","","1","empty","","62113","5152062"
"0.2","","","11","3","","1","empty","","62114","5152062"
"0.2","","","14","3","","1","empty","","62115","5152062"
"0.2","","","15","3","","1","empty","","62116","5152062"
"0.2","","","16","3","","1","empty","","62117","5152062"
"0.2","","","17","3","","1","empty","","62118","5152062"
"","","","107611","2","11","-206","93","0.7","62119","5152062"
"","","","131911","2","11","-235","-13","0.7","62120","5152062"
"","","","107511","2","11","-248","-152","0.7","62121","5152062"
"","","","107811","2","11","-243","-277","0.7","62122","5152062"
"","","","131411","2","11","-151","8","0.7","62123","5152062"
"","","","131311","2","11","-154","-102","0.7","62124","5152062"
"","","","131511","2","11","-167","-222","0.7","62125","5152062"
"","","","1.6","93","","","0","","62126","5152062"
"","","","2","37","","","finish","","62127","5152062"
"","","","se_10058300","23","","0","se_10058300_idle_finish","","62128","5152062"
"0","","1","bgm_MC173B","27","0","0.5","bgm_MC173B","0.5","62129","5152062"
"","","","0","93","","","0","","62130","5152062"
"0.1","","","107111","3","","0","clapping_end","","62131","5152062"
"","","","2","93","","","0","","62132","5152062"
"0.2","","0","107111","3","1","0","armcrossed_in","armcrossed_talk","62133","5152062"
"","","","vo_rag","21","","0","vo_rag_2007","0","62134","5152062"
"0","0","35","107111","11","1","7","就樣就結束了！哼……漂亮☆\n偶像之路雖然艱辛，\n但是妳們想必能夠做到的吧。","1","62135","5152062"
"","","","0","91","","0","","0","62136","5152062"
"0.2","","","107111","3","","1","armcrossed_idle","","62137","5152062"
"0","","0","5","3","1","0","pack_in","pack_talk","62138","5152062"
"","","","se_10058300","23","","0","se_10058300_pack_appear","","62139","5152062"
"0.2","","0","131911","3","1","0","idol_poseF_end_emilia_in","idol_poseF_end_emilia_loop","62140","5152062"
"","","","1","93","","","0","","62141","5152062"
"","","","vo_rag","21","","0","vo_rag_2008","0","62142","5152062"
"5","0","24","5","11","1","7","我說，莉雅，\n這個算是廣播體操嗎？","1","62143","5152062"
"","","","0","91","","0","","0","62144","5152062"
"","","","0","22","","","0","","62145","5152062"
"0.2","","","131911","3","","1","idol_poseF_end_emilia_loop_nervous","","62146","5152062"
"0","","0","1","3","1","0","idol_poseF_end_emilia_nervous_in","idol_poseF_end_emilia_loop","62147","5152062"
"0.2","","","5","3","","1","pack_idle","","62148","5152062"
"0.2","","","107111","3","","1","chris_laugh","","62149","5152062"
"","","","se_10058300","23","","0","se_10058300_emotion_idol","","62150","5152062"
"5","0","5","5","12","0","2","5","0","62151","5152062"
"0","0","0","107111","12","0","2","10","0","62152","5152062"
"","","","2.5","93","","","0","","62153","5152062"
"","","","62155","101","","","","","62154","5152062"
"","","","bgm_MC173B","25","","","bgm_MC173B","","62155","5152062"
"","","","0","22","","","0","","62156","5152062"
"1.8","ames_sit_idle","1","1","1","-215","109","131711","124","63001","5152063"
"1.8","echidna_sit_thinking_idle","0","1","1","-215","108","132011","-119","63002","5152063"
"1.8","empty","0","1","5","-215","109","1","-119","63003","5152063"
"","","","131711","13","","","209","","63004","5152063"
"","","","132011","13","","","208","","63005","5152063"
"1","","","1","31","1.16","0","1","0","63006","5152063"
"1","","","10","31","1","0","10","0","63007","5152063"
"0","","","5","31","1","0","5","0","63008","5152063"
"1","","","3","31","1","0","3","0","63009","5152063"
"","","","0","91","","","0","","63010","5152063"
"","","","3","37","","","telop_3","","63011","5152063"
"","","","0","102","","0","0","","63012","5152063"
"","","","1","93","","","0","","63013","5152063"
"0.2","","","132011","3","","1","echidna_sit_thinking_talk","","63014","5152063"
"","","","vo_rag","21","","0","vo_rag_5001","0","63015","5152063"
"-20","0","50","132011","11","1","7","在這個世界上，\n似乎有著只在「偶像」\n這種族間流傳的傳統體操呢。","1","63016","5152063"
"","","","0","91","","0","","0","63017","5152063"
"0.2","","","132011","3","","1","echidna_sit_talk","","63018","5152063"
"","","","vo_rag","21","","0","vo_rag_5002","0","63019","5152063"
"-20","0","50","132011","11","1","8","妳是富有知識的存在吧？\n能不能把那些動作\n也教給我呢？","1","63020","5152063"
"","","","0","91","","0","","0","63021","5152063"
"0.2","","","132011","3","","1","echidna_sit_idle","","63022","5152063"
"0.2","","0","131711","3","1","0","ames_yareyare_in","ames_yareyare_talk","63023","5152063"
"","","","vo_rag","21","","0","vo_rag_5003","0","63024","5152063"
"20","0","50","131711","11","1","6","居然提出這麼麻煩的要求。","1","63025","5152063"
"","","","0","91","","0","","0","63026","5152063"
"0.2","","","131711","3","","1","ames_sit_talk","","63027","5152063"
"","","","vo_rag","21","","0","vo_rag_5004","0","63028","5152063"
"20","0","50","131711","11","1","7","雖然其中好像有很多誤解，\n不過就算了。","1","63029","5152063"
"","","","0","91","","0","","0","63030","5152063"
"","","","vo_rag","21","","0","vo_rag_5005","0","63031","5152063"
"20","0","50","131711","11","1","7","那麼，\n妳試著跟我做一樣的動作。","1","63032","5152063"
"","","","0","91","","0","","0","63033","5152063"
"0.2","","0","131711","3","1","0","ames_sit_out","idle_normal","63034","5152063"
"","","","0.1","93","","","0","","63035","5152063"
"0.2","","0","132011","3","1","0","echidna_sit_out","idle_normal","63036","5152063"
"","","","10","37","","","out","","63037","5152063"
"","","","1","93","","","0","","63038","5152063"
"","","","0","91","","0","","0","63039","5152063"
"","","","bgm_MC175A","25","","","bgm_MC175A","","63040","5152063"
"","","","5","32","","","1","","63041","5152063"
"0.2","","","131711","3","","1","isekai_dance","","63042","5152063"
"","","","0.1","93","","","0","","63043","5152063"
"0.2","","","132011","3","","1","isekai_dance","","63044","5152063"
"","","","vo_rag","21","","0","vo_rag_5006","0","63045","5152063"
"0","1.7","0","131711","11","0","7","來，一二一二、\n踏步踏步……","1","63046","5152063"
"","","","7","93","","","0","","63047","5152063"
"","","","0","91","","0","","0","63048","5152063"
"","","","vo_rag","21","","0","vo_rag_5007","0","63049","5152063"
"0","0","0","132011","11","1","9","一、二……一、二……\n呼、呼……\n今天就先、到此為止、吧……","1","63050","5152063"
"","","","3.4","93","","","0","","63051","5152063"
"0","","1","bgm_MC173B","27","0","0.5","bgm_MC173B","0.5","63052","5152063"
"","","","5","37","","","out","","63053","5152063"
"0","","0","1","3","1","0","tired_in","tired_talk","63054","5152063"
"0","","0","132011","3","1","0","echidna_tired_in","echidna_tired_talk","63055","5152063"
"","","","se_10058300","23","","0","se_10058300_isekai_breath","","63056","5152063"
"","","","7.6","93","","","0","","63057","5152063"
"","","","63050","91","","0","","0","63058","5152063"
"0.2","","","1","3","","1","tired_idle","","63059","5152063"
"0.2","","","132011","3","","1","echidna_tired_idle","","63060","5152063"
"0","","0","131711","3","1","0","shock_in","shock_talk","63061","5152063"
"","","","vo_rag","21","","0","vo_rag_5008","0","63062","5152063"
"0","0","0","131711","11","1","7","騙人的吧！才只做了\n一點點而已耶！","1","63063","5152063"
"","","","0","91","","0","","0","63064","5152063"
"0.2","","","131711","3","1","0","shock_to_surprise","surprise_idle","63065","5152063"
"0.2","","","1","3","","1","empty","","63066","5152063"
