474ef03d42812ea902ed36c88deaaf70426aabb6bdffd9bccbd416d6a4b88f32,021631736212a6d4edbaa40812196e33078d0ab1c02f3fd6b0ee1a7edb88a33d,847654285d93566ae4404c394bbaef630361988bed565bbf7cbfa6e0b5ec5129,833f407a7ca78d3e74b0411fd109e01315b10e551d6714f5dc379e075e219ee8,d1b84d50269c6faf44413e37ed0b7e3dfa26e62034909207477d528ecae8261e,1bc7354fd99ec1737ea9d0bf7beb44aeec313ad22f2f19b513d90d9caf489255,30190f8b85d6e8655016804ff7b0bd64026b627350ad123213a61d2a61d1ce32,5f1c9502d70e6f0d318c41283a2514dc04e7c0ff9dc146136875b9e49646d0f7
"102","bgm_M392","37.維娜湖畔道‧北部","37.維娜\n　　　　　湖畔道‧北部","bgm_M392","2030/12/17 14:59:59","2020/12/14 16:00:00","11037"
"102","bgm_M411","38.拉圖斯斷崖‧南部","38.拉圖斯\n　　　　　斷崖‧南部","bgm_M411","2030/12/17 14:59:59","2021/01/15 16:00:00","11038"
"102","bgm_M411","39.拉圖斯斷崖‧北部","39.拉圖斯\n　　　　　斷崖‧北部","bgm_M411","2030/12/17 14:59:59","2021/02/09 16:00:00","11039"
"102","bgm_M411","40.斯卡普山系‧西麓","40.斯卡普\n　　　　　山系‧西麓","bgm_M411_E40","2030/12/17 14:59:59","2021/03/15 16:00:00","11040"
"102","bgm_M411","41.斯卡普山系‧東麓","41.斯卡普\n　　　　　山系‧東麓","bgm_M411_E40","2030/12/17 14:59:59","2021/04/16 16:00:00","11041"
"102","bgm_M411","42.佩克托斯冰峰‧西壁","42.佩克托斯\n　　　　　冰峰‧西壁","bgm_M411_E40","2030/12/17 14:59:59","2021/05/17 16:00:00","11042"
"102","bgm_M411","43.佩克托斯冰峰‧東壁","43.佩克托斯\n　　　　　冰峰‧東壁","bgm_M411_E40","2030/12/17 14:59:59","2021/06/16 16:00:00","11043"
"102","bgm_M411","44.斯夸瑪冰脈‧西壁","44.斯夸瑪\n　　　　　冰脈‧西壁","bgm_M411_E40","2030/12/17 14:59:59","2021/07/16 16:00:00","11044"
"102","bgm_M411","45.斯夸瑪冰脈‧東壁","45.斯夸瑪\n　　　　　冰脈‧東壁","bgm_M411_E40","2030/12/17 14:59:59","2021/08/17 16:00:00","11045"
"102","bgm_M483","46.拉泰里山脈‧崖上","46.拉泰里\n　　　　　山脈‧崖上","bgm_M483_E46","2030/12/17 14:59:59","2021/09/16 16:00:00","11046"
"102","bgm_M483","47.拉泰里山脈‧崖下","47.拉泰里\n　　　　　山脈‧崖下","bgm_M483_E46","2030/12/17 14:59:59","2021/10/15 16:00:00","11047"
"102","bgm_M483","48.埃斯塔荒野‧南部","48.埃斯塔\n　　　　　荒野‧南部","bgm_M483_E46","2030/12/17 14:59:59","2021/11/15 16:00:00","11048"
"102","bgm_M483","49.埃斯塔荒野‧北部","49.埃斯塔\n　　　　　荒野‧北部","bgm_M483_E46","2030/12/17 14:59:59","2021/12/15 16:00:00","11049"
"102","bgm_M483","50.涅羅礁岩‧西部","50.涅羅\n　　　　　礁岩‧西部","bgm_M483_E50","2030/12/17 14:59:59","2015/12/17 15:00:00","11050"
"102","bgm_M483","51.涅羅礁岩‧東部","51.涅羅\n　　　　　礁岩‧東部","bgm_M483_E50","2030/12/17 14:59:59","2015/12/17 15:00:00","11051"
"102","bgm_M483","52.皮尼翁沿岸堤‧西岸","52.皮尼翁\n　　　　　沿岸堤‧西岸","bgm_M483_E50","2030/12/17 14:59:59","2015/12/17 15:00:00","11052"
"102","bgm_M483","53.皮尼翁沿岸堤‧東岸","53.皮尼翁\n　　　　　沿岸堤‧東岸","bgm_M483_E50","2030/12/17 14:59:59","2015/12/17 15:00:00","11053"
"102","bgm_M483","54.托塔提斯沙岸‧西部","54.托塔提斯沙岸\n　　　　　西部","bgm_M483_E50","2030/12/17 14:59:59","2015/12/17 15:00:00","11054"
"102","bgm_M483","55.托塔提斯沙岸‧東部","55.托塔提斯沙岸\n　　　　　東部","bgm_M483_E50","2030/12/17 14:59:59","2022/06/15 16:00:00","11055"
"102","bgm_M483","56.歐呂克斯沙島‧北部","56.歐呂克斯沙島\n　　　　　北部","bgm_M483_E50","2030/12/17 14:59:59","2022/07/15 16:00:00","11056"
"102","bgm_M571","57.歐呂克斯沙島‧南部","57.歐呂克斯沙島\n　　　　　南部","bgm_M571","2030/12/17 14:59:59","2022/08/15 16:00:00","11057"
"102","bgm_M599A","58.克魯斯密林‧東部","58.克魯斯\n　　　　　密林‧東部","bgm_M599A","2030/12/17 14:59:59","2022/09/15 16:00:00","11058"
"102","bgm_M599A","59.克魯斯密林‧西部","59.克魯斯\n　　　　　密林‧西部","bgm_M599A","2030/12/17 14:59:59","2022/11/15 16:00:00","11059"
"102","bgm_M599A","60.考達海灘‧北部","60.考達\n　　　　　海灘‧北部","bgm_M599A","2030/12/17 14:59:59","2023/01/16 16:00:00","11060"
"102","bgm_M599A","61.考達海灘‧南部","61.考達\n　　　　　海灘‧南部","bgm_M599A","2030/12/17 14:59:59","2023/03/15 16:00:00","11061"
"102","bgm_M599A","62.普洛庇那海角","62.普洛庇那海角","bgm_M599A","2030/12/17 14:59:59","2023/05/15 16:00:00","11062"
"103","bgm_MC001","63.阿帕雷尤街道‧西側","63.阿帕雷尤\n　　　　　街道‧西側","bgm_MC001","2030/12/17 14:59:59","2023/07/14 16:00:00","11063"
"103","bgm_MC001","64.阿帕雷尤街道‧東側","64.阿帕雷尤\n　　　　　街道‧東側","bgm_MC001","2030/12/17 14:59:59","2023/09/15 16:00:00","11064"
"103","bgm_MC001","65.芭菲之城　城鎮","65.芭菲之城\n　　　　　　城鎮","bgm_MC001","2030/12/17 14:59:59","2023/11/15 16:00:00","11065"
"103","bgm_MC001","66.拉摩利爾平原","66.拉摩利爾平原","bgm_MC001","2030/12/17 14:59:59","2015/12/17 15:00:00","11066"
"104","bgm_MC079","67.渦炎密林","67.渦炎密林","bgm_MC079","2030/12/17 14:59:59","2015/12/17 15:00:00","11067"
"104","bgm_MC079","68.思索樹海","68.思索樹海","bgm_MC079","2030/12/17 14:59:59","2015/12/17 15:00:00","11068"
"104","bgm_MC079","69.鬼的跟前","69.鬼的跟前","bgm_MC079","2030/12/17 14:59:59","2015/12/17 15:00:00","11069"
"104","bgm_MC079","70.炎繩河","70.炎繩河","bgm_MC079","2030/12/17 14:59:59","2015/12/17 15:00:00","11070"
"104","bgm_MC079","71.崩豹山巔","71.崩豹山巔","bgm_MC079","2030/12/17 14:59:59","2015/12/17 15:00:00","11071"
"104","bgm_MC079","72.怒錐山岳","72.怒錐山岳","bgm_MC079","2030/12/17 14:59:59","2015/12/17 15:00:00","11072"
"105","bgm_MC201","73.久遠冰河‧南端","73.久遠冰河‧南端","bgm_MC201","2030/12/17 14:59:59","2015/12/17 15:00:00","11073"
"105","bgm_MC201","74.幽魂濕地","74.幽魂濕地","bgm_MC201","2030/12/17 14:59:59","2015/12/17 15:00:00","11074"
"105","bgm_MC201","75.巨鯨城‧近郊","75.巨鯨城‧近郊","bgm_MC201","2030/12/17 14:59:59","2015/12/17 15:00:00","11075"
"101","bgm_M61","1.朱諾平原","1.朱諾平原","bgm_M61","2030/12/17 14:59:59","2015/12/17 15:00:00","12001"
"101","bgm_M61","2.帕拉斯高原","2.帕拉斯高原","bgm_M61_02","2030/12/17 14:59:59","2015/12/17 15:00:00","12002"
"101","bgm_M61","3.赫柏丘陵","3.赫柏丘陵","bgm_M61_03","2030/12/17 14:59:59","2015/12/17 15:00:00","12003"
"101","bgm_M61","4.維斯塔溪谷","4.維斯塔溪谷","bgm_M61_04","2030/12/17 14:59:59","2015/12/17 15:00:00","12004"
"101","bgm_M62","5.刻瑞斯森林","5.刻瑞斯森林","bgm_M62_01","2030/12/17 14:59:59","2015/12/17 15:00:00","12005"
"101","bgm_M62","6.佛洛拉湖畔","6.佛洛拉湖畔","bgm_M62_02","2030/12/17 14:59:59","2015/12/17 15:00:00","12006"
"101","bgm_M62","7.墨提斯大瀑布","7.墨提斯大瀑布","bgm_M62_03","2030/12/17 14:59:59","2015/12/17 15:00:00","12007"
"101","bgm_M42","8.伊麗絲樹海","8.伊麗絲樹海","bgm_M42_02","2030/12/17 14:59:59","2015/12/17 15:00:00","12008"
"101","bgm_M58","9.弗麗嘉雪原","9.弗麗嘉雪原","bgm_M58","2030/12/17 14:59:59","2015/12/17 15:00:00","12009"
"101","bgm_M101","10.洛麗泰海岸","10.洛麗泰海岸","bgm_M101","2030/12/17 14:59:59","2018/10/05 16:00:00","12010"
"101","bgm_M93","11.蓋奴亞荒漠","11.蓋奴亞荒漠","bgm_M93","2030/12/17 14:59:59","2018/11/07 16:00:00","12011"
"101","bgm_M94","12.波諾尼亞砂丘","12.波諾尼亞砂丘","bgm_M94","2030/12/17 14:59:59","2018/12/07 16:00:00","12012"
"101","bgm_M118","13.朵羅西亞溼地","13.朵羅西亞濕地","bgm_M118","2030/12/17 14:59:59","2019/01/03 16:00:00","12013"
"101","bgm_M95","14.尤金尼亞熱地","14.尤金尼亞熱地","bgm_M95","2030/12/17 14:59:59","2019/01/30 16:00:00","12014"
"101","bgm_M96","15.塔利亞火山","15.塔利亞火山","bgm_M96","2030/12/17 14:59:59","2019/02/18 16:00:00","12015"
"101","bgm_M140","16.泰美斯銀嶺","16.泰美斯銀嶺","bgm_M140","2030/12/17 14:59:59","2019/03/21 16:00:00","12016"
"101","bgm_M141","17.菲得斯冰原","17.菲得斯冰原","bgm_M141","2030/12/17 14:59:59","2019/04/19 16:00:00","12017"
"102","bgm_M179","18.法艾頓草原","18.法艾頓\n　　　　　草原‧北部","bgm_M179","2030/12/17 14:59:59","2019/05/21 16:00:00","12018"
"102","bgm_M179","19.法艾頓草原‧南部","19.法艾頓\n　　　　　草原‧南部","bgm_M179","2030/12/17 14:59:59","2019/06/17 16:00:00","12019"
"102","bgm_M180","20.卡斯塔利亞樹林‧西部","20.卡斯塔利亞\n　　　　　樹林‧西部","bgm_M180","2030/12/17 14:59:59","2019/08/15 16:00:00","12020"
"102","bgm_M180","21.卡斯塔利亞樹林‧東部","21.卡斯塔利亞\n　　　　　樹林‧東部","bgm_M180","2030/12/17 14:59:59","2019/08/15 16:00:00","12021"
"102","bgm_M232","22.馬提爾德岩峰‧南部","22.馬提爾德\n　　　　　岩峰‧南部","bgm_M232","2030/12/17 14:59:59","2019/09/17 16:00:00","12022"
"102","bgm_M232","23.馬提爾德岩峰‧北部","23.馬提爾德\n　　　　　岩峰‧北部","bgm_M232","2030/12/17 14:59:59","2019/09/17 16:00:00","12023"
"102","bgm_M233","24.雷蒂烏斯群峰‧西麓","24.雷蒂烏斯\n　　　　　群峰‧西麓","bgm_M233","2030/12/17 14:59:59","2019/10/15 16:00:00","12024"
"102","bgm_M233","25.雷蒂烏斯群峰‧東麓","25.雷蒂烏斯\n　　　　　群峰‧東麓","bgm_M233","2030/12/17 14:59:59","2019/11/15 16:00:00","12025"
"102","bgm_M260","26.佩特羅大森林‧西部","26.佩特羅大森林‧西部","bgm_M260","2030/12/17 14:59:59","2019/12/13 16:00:00","12026"
"102","bgm_M260","27.佩特羅大森林‧東部","27.佩特羅大森林‧東部","bgm_M260","2030/12/17 14:59:59","2020/01/10 16:00:00","12027"
"102","bgm_M278","28.迪茲塔爾河蝕岸‧北部","28.迪茲塔爾河\n　　　　　蝕岸‧北部","bgm_M278_E28","2030/12/17 14:59:59","2020/02/14 16:00:00","12028"
"102","bgm_M278","29.迪茲塔爾河蝕岸‧南部","29.迪茲塔爾河\n　　　　　蝕岸‧南部","bgm_M278_E29","2030/12/17 14:59:59","2020/03/13 16:00:00","12029"
"102","bgm_M293","30.弗泰拉斷崖‧北部","30.弗泰拉斷崖‧北部","bgm_M293","2030/12/17 14:59:59","2020/04/14 16:00:00","12030"
"102","bgm_M293","31.弗泰拉斷崖‧南部","31.弗泰拉斷崖‧南部","bgm_M293","2030/12/17 14:59:59","2020/05/15 16:00:00","12031"
"102","bgm_M339","32.法斯奇亞森林‧南部","32.法斯奇亞\n　　　　　　森林‧南部","bgm_M339","2030/12/17 14:59:59","2020/06/15 16:00:00","12032"
"102","bgm_M339","33.法斯奇亞森林‧東部","33.法斯奇亞\n　　　　　　森林‧東部","bgm_M339","2030/12/17 14:59:59","2020/07/13 16:00:00","12033"
"102","bgm_M374","34.迪克斯提亞岩崖‧西壁","34.迪克斯提亞\n　　　　　岩崖‧西壁","bgm_M374","2030/12/17 14:59:59","2020/08/17 16:00:00","12034"
"102","bgm_M374","35.迪克斯提亞岩崖‧東壁","35.迪克斯提亞\n　　　　　岩崖‧東壁","bgm_M374","2030/12/17 14:59:59","2015/12/17 15:00:00","12035"
"102","bgm_M392","36.維娜湖畔道‧南部","36.維娜\n　　　　　湖畔道‧南部","bgm_M392","2030/12/17 14:59:59","2020/11/13 16:00:00","12036"
"102","bgm_M392","37.維娜湖畔道‧北部","37.維娜\n　　　　　湖畔道‧北部","bgm_M392","2030/12/17 14:59:59","2020/12/14 16:00:00","12037"
"102","bgm_M411","38.拉圖斯斷崖‧南部","38.拉圖斯\n　　　　　斷崖‧南部","bgm_M411","2030/12/17 14:59:59","2021/01/15 16:00:00","12038"
"102","bgm_M411","39.拉圖斯斷崖‧北部","39.拉圖斯\n　　　　　斷崖‧北部","bgm_M411","2030/12/17 14:59:59","2021/02/09 16:00:00","12039"
"102","bgm_M411","40.斯卡普山系‧西麓","40.斯卡普\n　　　　　山系‧西麓","bgm_M411_E40","2030/12/17 14:59:59","2021/03/15 16:00:00","12040"
"102","bgm_M411","41.斯卡普山系‧東麓","41.斯卡普\n　　　　　山系‧東麓","bgm_M411_E40","2030/12/17 14:59:59","2021/04/16 16:00:00","12041"
"102","bgm_M411","42.佩克托斯冰峰‧西壁","42.佩克托斯\n　　　　　冰峰‧西壁","bgm_M411_E40","2030/12/17 14:59:59","2021/05/17 16:00:00","12042"
"102","bgm_M411","43.佩克托斯冰峰‧東壁","43.佩克托斯\n　　　　　冰峰‧東壁","bgm_M411_E40","2030/12/17 14:59:59","2021/06/16 16:00:00","12043"
"102","bgm_M411","44.斯夸瑪冰脈‧西壁","44.斯夸瑪\n　　　　　冰脈‧西壁","bgm_M411_E40","2030/12/17 14:59:59","2021/07/16 16:00:00","12044"
"102","bgm_M411","45.斯夸瑪冰脈‧東壁","45.斯夸瑪\n　　　　　冰脈‧東壁","bgm_M411_E40","2030/12/17 14:59:59","2021/08/17 16:00:00","12045"
"102","bgm_M483","46.拉泰里山脈‧崖上","46.拉泰里\n　　　　　山脈‧崖上","bgm_M483_E46","2030/12/17 14:59:59","2021/09/16 16:00:00","12046"
"102","bgm_M483","47.拉泰里山脈‧崖下","47.拉泰里\n　　　　　山脈‧崖下","bgm_M483_E46","2030/12/17 14:59:59","2021/10/15 16:00:00","12047"
"102","bgm_M483","48.埃斯塔荒野‧南部","48.埃斯塔\n　　　　　荒野‧南部","bgm_M483_E46","2030/12/17 14:59:59","2021/11/15 16:00:00","12048"
"102","bgm_M483","49.埃斯塔荒野‧北部","49.埃斯塔\n　　　　　荒野‧北部","bgm_M483_E46","2030/12/17 14:59:59","2021/12/15 16:00:00","12049"
"102","bgm_M483","50.涅羅礁岩‧西部","50.涅羅\n　　　　　礁岩‧西部","bgm_M483_E50","2030/12/17 14:59:59","2022/01/17 16:00:00","12050"
"102","bgm_M483","51.涅羅礁岩‧東部","51.涅羅\n　　　　　礁岩‧東部","bgm_M483_E50","2030/12/17 14:59:59","2022/04/15 16:00:00","12051"
"102","bgm_M483","52.皮尼翁沿岸堤‧西岸","52.皮尼翁\n　　　　　沿岸堤‧西岸","bgm_M483_E50","2030/12/17 14:59:59","2022/06/15 16:00:00","12052"
"102","bgm_M483","53.皮尼翁沿岸堤‧東岸","53.皮尼翁\n　　　　　沿岸堤‧東岸","bgm_M483_E50","2030/12/17 14:59:59","2022/08/15 16:00:00","12053"
"102","bgm_M483","54.托塔提斯沙岸‧西部","54.托塔提斯沙岸\n　　　　　西部","bgm_M483_E50","2030/12/17 14:59:59","2022/10/14 16:00:00","12054"
"102","bgm_M483","55.托塔提斯沙岸‧東部","55.托塔提斯沙岸\n　　　　　東部","bgm_M483_E50","2030/12/17 14:59:59","2022/12/15 16:00:00","12055"
"102","bgm_M483","56.歐呂克斯沙島‧北部","56.歐呂克斯沙島\n　　　　　北部","bgm_M483_E50","2030/12/17 14:59:59","2023/02/15 16:00:00","12056"
"102","bgm_M571","57.歐呂克斯沙島‧南部","57.歐呂克斯沙島\n　　　　　南部","bgm_M571","2030/12/17 14:59:59","2023/04/14 16:00:00","12057"
"102","bgm_M599A","58.克魯斯密林‧東部","58.克魯斯\n　　　　　密林‧東部","bgm_M599A","2030/12/17 14:59:59","2023/06/15 16:00:00","12058"
"103","bgm_MC001","63.阿帕雷尤街道‧西側","63.阿帕雷尤\n　　　　　街道‧西側","bgm_MC001","2030/12/17 14:59:59","2023/08/15 16:00:00","12063"
"103","bgm_MC001","64.阿帕雷尤街道‧東側","64.阿帕雷尤\n　　　　　街道‧東側","bgm_MC001","2030/12/17 14:59:59","2023/10/16 16:00:00","12064"
"103","bgm_MC001","65.芭菲之城　城鎮","65.芭菲之城\n　　　　　　城鎮","bgm_MC001","2030/12/17 14:59:59","2015/12/17 15:00:00","12065"
"103","bgm_MC001","66.拉摩利爾平原","66.拉摩利爾平原","bgm_MC001","2030/12/17 14:59:59","2015/12/17 15:00:00","12066"
"104","bgm_MC079","67.渦炎密林","67.渦炎密林","bgm_MC079","2030/12/17 14:59:59","2015/12/17 15:00:00","12067"
"104","bgm_MC079","68.思索樹海","68.思索樹海","bgm_MC079","2030/12/17 14:59:59","2015/12/17 15:00:00","12068"
"104","bgm_MC079","69.鬼的跟前","69.鬼的跟前","bgm_MC079","2030/12/17 14:59:59","2015/12/17 15:00:00","12069"
"104","bgm_MC079","70.炎繩河","70.炎繩河","bgm_MC079","2030/12/17 14:59:59","2015/12/17 15:00:00","12070"
"104","bgm_MC079","71.崩豹山巔","71.崩豹山巔","bgm_MC079","2030/12/17 14:59:59","2015/12/17 15:00:00","12071"
"104","bgm_MC079","72.怒錐山岳","72.怒錐山岳","bgm_MC079","2030/12/17 14:59:59","2015/12/17 15:00:00","12072"
"105","bgm_MC201","73.久遠冰河‧南端","73.久遠冰河‧南端","bgm_MC201","2030/12/17 14:59:59","2015/12/17 15:00:00","12073"
"105","bgm_MC201","74.幽魂濕地","74.幽魂濕地","bgm_MC201","2030/12/17 14:59:59","2015/12/17 15:00:00","12074"
"102","bgm_M179","18.法艾頓草原‧北部","18.法艾頓\n　　　　　草原‧北部","bgm_M179","2030/12/17 14:59:00","2020/01/02 16:00:00","13018"
"102","bgm_M179","19.法艾頓草原‧南部","19.法艾頓\n　　　　　草原‧南部","bgm_M179","2030/12/17 14:59:59","2020/02/04 16:00:00","13019"
"102","bgm_M180","20.卡斯塔利亞樹林‧西部","20.卡斯塔利亞\n　　　　　樹林‧西部","bgm_M180","2030/12/17 14:59:59","2020/05/05 16:00:00","13020"
"102","bgm_M180","21.卡斯塔利亞樹林‧東部","21.卡斯塔利亞\n　　　　　樹林‧東部","bgm_M180","2030/12/17 14:59:59","2020/07/02 16:00:00","13021"
"102","bgm_M232","22.馬提爾德岩峰‧南部","22.馬提爾德\n　　　　　岩峰‧南部","bgm_M232","2030/12/17 14:59:59","2020/09/04 16:00:00","13022"
"102","bgm_M232","23.馬提爾德岩峰‧北部","23.馬提爾德\n　　　　　岩峰‧北部","bgm_M232","2030/12/17 14:59:59","2015/12/17 15:00:00","13023"
"102","bgm_M233","24.雷蒂烏斯群峰‧西麓","24.雷蒂烏斯\n　　　　　群峰‧西麓","bgm_M233","2030/12/17 14:59:59","2021/02/09 16:00:00","13024"
"102","bgm_M233","25.雷蒂烏斯群峰‧東麓","25.雷蒂烏斯\n　　　　　群峰‧東麓","bgm_M233","2030/12/17 14:59:59","2021/05/11 16:00:00","13025"
"102","bgm_M260","26.佩特羅大森林‧西部","26.佩特羅大森林‧西部","bgm_M260","2030/12/17 14:59:59","2015/12/17 15:00:00","13026"
"102","bgm_M260","27.佩特羅大森林‧東部","27.佩特羅大森林‧東部","bgm_M260","2030/12/17 14:59:59","2015/12/17 15:00:00","13027"
"102","bgm_M278","28.迪茲塔爾河蝕岸‧北部","28.迪茲塔爾河\n　　　　　蝕岸‧北部","bgm_M278_E28","2030/12/17 14:59:59","2015/12/17 15:00:00","13028"
"102","bgm_M278","29.迪茲塔爾河蝕岸‧南部","29.迪茲塔爾河\n　　　　　蝕岸‧南部","bgm_M278_E29","2030/12/17 14:59:59","2015/12/17 15:00:00","13029"
"102","bgm_M293","30.弗泰拉斷崖‧北部","30.弗泰拉斷崖‧北部","bgm_M293","2030/12/17 14:59:59","2020/04/14 16:00:00","13030"
"102","bgm_M293","31.弗泰拉斷崖‧南部","31.弗泰拉斷崖‧南部","bgm_M293","2030/12/17 14:59:59","2022/07/11 16:00:00","13031"
"102","bgm_M339","32.法斯奇亞森林‧南部","32.法斯奇亞\n　　　　　　森林‧南部","bgm_M339","2030/12/17 14:59:59","2022/10/11 16:00:00","13032"
"102","bgm_M339","33.法斯奇亞森林‧東部","33.法斯奇亞\n　　　　　　森林‧東部","bgm_M339","2030/12/17 14:59:59","2023/01/10 16:00:00","13033"
