e9924f933fdcd0ef0ed2e70284657dd1fc0b362ffac1917ae835156202ed2570,74465ad4ba665e36e3cdf1e5e9869ed3011a7f2bd0c974dd3f54808ba0d989df,6da33f2ccf104c8b260d77238a90183ae1829333ab7e8ffcc69dc7807454a456,0cb16173a14d8981699beb8a50ff3796be22fab845f9cab9b88b7ce4361a3778,68d05f80ea8129199e7e461747264e315f5fa5f136693f34fdf403c98266b770,b685628cc93ddc128e96911bdbc2bf92833e1834effa8a64aab019d68a79ab59,bf7f3703793a3fbc44c542901b7c832e030a67905738a1bfc080aae81f9f02d6,0d0089594e2729186f778b0aa705e98a1dd0aa0f07191af9664564cebc1b273c,e7b2b4ecfe9e9c8c03ee6555b31235116144aa4eedef17278a57027f7c239ffc,356073ab5884bb904d9d750587f5a75d0f9a56df641a20e81f5ab3aa4dac0802,f8dcd58a4316b946b0918c1b85fd71e2dc17d0d83f3bf2951d9fee8949ef9a40,b0076207e6716bb9389f75de27993ee494cb170779d4269006f81ef98f2ddfa0,a9a989e2bc179bf7997e36717c6358e2f0fdb25df23d8d3144b1c707c5cb1324,4e0ed35ed3ee7cd3fd1d062c83f64cb1a4b4ae4ae0af241bbf23b261382b683f,a0f703f68fbff1563c9c2affa1208bb765ba7577deb89351653a6d5d265884ed,adaa4d07e622f77f7c40c3ca8cc89b0b270ef745ef82fd8dddbadd302e8c1860,a6bc18fa6776f0480b62fc0d6869b00915e66b6a847fd6892d9eeb6be23e7c55,36e9bf4ff4f28e1f02d6170b9d2124c757127665874d275f29dbbfdd8131baae,82c734d9b3670c7c6860fc4f619cda5b16849ea5cdf14746ab5369cadc6d2ff1,4178ca879cbcce70e19e9af17cb9da2a8c72cedb2d95f3d2689cb472fc53aa55,a85f1b51fb19665a710fbcc93644e191440a5a4e294c51b21d89c2b9fd32888c,9bbf120eba6e480f611fab2ec323d024920382c7145497161be001146c805897,72e58cce23e217d20d0c664363ef7a3a249c6fb0a542ebc630ada183703f224c,b470d54df62ffe1cf7633024b55c9442e4b9785af96e9cb959a9b2d609d68464,f1eacb25467b0cc0126f30242239e23cca7d340671a92919d111c1a2e1c146db,41db531b0582b13f9a6b26e9382de3e909984794bffc38dd2f4037f1ebefbc3a,9ef5a9f862a8fc9326688416771350f2d3e4b47ef2bc81b11cc21919bdc724a8,93210aac5974ad35c4626382b801a4b48d9e57a4a2be3e28bd11fd27801208ad,507625e6caa539350968cd5661f541ac8c3d9a72f70c5102eed657ac87ab079d,88e2d6d73dd593e412b6c01b5428b6e0bdd4689ad58842152759bafee9c3caa1,25f79fc292d18fa24dae8b11b196a4d364061d2ce2fbf629bcde39802ca3244f,2b489bb5b005f36e86826180e71f93258cb9dab0448e420d5bcdb90900d27a9f,932cb812af73bb78cead1a4ca6b4dedccc942f16c572e11ee3de0168a115eaa0,e20ce8d7832d60e97a1f2d88db9fb32d03931e09d691eea4ae04892729bcf4a6,9d0edafc96d02b5ac2feb6e6ec5956c8176d54f8e2ecbff26bd2db3bdab52c9c,086621f10e75327d75a708508b2d126110332ed52c16c47f627a6f60900a07f8,3dac38bd7c23aad946996393d634baeda3b82a855483c0e39f676e0b8cbc38d5,cbab38e9a780faead3e5c6822c13f411520a82eef141a435fe349c4ca3d9591c,d9531d583cb004e84895b9969585e9b7548d762c704ea587289f6d0b49ccc188,c2a9c0d8186f55f03a30e35eb23f482a99997b5ffd10674b8dfdd4b680eed3af,8ce28a9564a91a1e954354656e141c452ab385207dac4c9c13c8ccdce76fdcbb,d30e90439b7e3419d500aa5e268ea1554987a4dc99446557b493b03b9332df35,ebd8de27325a6a935b869499881427fd400536f302ded49d3d523c43f633bde6,87b5d5625a92b96a263391b3d290caf11d8650fd93693cefc94480294d180ff9
"0","50","8000000","50","0","317100","0","100","50","1","0","1","0","0","0","0","50","500","0","803100219","0","0","50","0","500","0","50","100","0","0","50","50","0","300000008","0","天塔帕斯","50","10","0","0","50","0","50","160"
"0","50","16000000","300","0","317100","0","300","300","1","0","1","0","0","0","0","300","10000","0","803100220","0","0","300","0","10000","0","300","300","0","0","300","300","0","300000008","0","天塔帕斯","300","30","0","0","300","0","300","360"
"0","50","24000000","500","0","317100","0","600","500","1","0","1","0","0","0","0","500","30000","0","803100221","0","0","500","0","30000","0","500","450","0","0","500","500","0","300000008","50","天塔帕斯","500","50","0","0","500","0","500","560"
"0","50","7000000","50","0","317200","0","50","50","1","0","1","0","0","0","0","50","250","0","803100222","0","0","50","0","250","0","50","50","0","0","50","50","0","300000008","0","豪紳","50","10","0","0","50","0","50","200"
"0","50","15000000","300","0","317200","0","200","300","1","0","1","0","0","0","0","300","2500","0","803100223","0","0","300","0","2500","0","300","200","0","0","300","300","0","300000008","0","豪紳","300","30","0","0","300","0","300","400"
"0","50","22000000","500","0","317200","0","300","500","1","0","1","0","0","0","0","500","10000","0","803100224","0","0","500","0","10000","0","500","300","0","0","500","500","0","300000008","25","豪紳","500","50","0","0","500","0","500","600"
"0","50","3250000","50","0","317300","0","20","50","1","0","1","0","0","0","0","50","200","0","803100225","0","0","50","0","200","0","50","80","0","0","50","50","0","300000008","0","阿爾瑪","50","10","0","0","50","0","50","180"
"0","50","3250000","50","0","317400","0","60","50","1","0","1","0","0","0","0","50","200","0","803100226","0","0","50","0","200","0","50","240","0","0","50","50","0","300000008","0","奧拉姆","50","10","0","0","50","0","50","180"
"0","50","6500000","300","0","317300","0","50","300","1","0","1","0","0","0","0","300","3000","0","803100227","0","0","300","0","3000","0","300","150","0","0","300","300","0","300000008","0","阿爾瑪","300","30","0","0","300","0","300","380"
"0","50","6500000","300","0","317400","0","150","300","1","0","1","0","0","0","0","300","3000","0","803100228","0","0","300","0","3000","0","300","450","0","0","300","300","0","300000008","0","奧拉姆","300","30","0","0","300","0","300","380"
"0","50","10000000","500","0","317300","0","150","500","1","0","1","0","0","0","0","500","4000","0","803100229","0","0","500","0","4000","0","500","200","0","0","500","500","0","300000008","25","阿爾瑪","500","50","0","0","500","0","500","580"
"0","50","10000000","500","0","317400","0","450","500","1","0","1","0","0","0","0","500","4000","0","803100230","0","0","500","0","4000","0","500","600","0","0","500","500","0","300000008","25","奧拉姆","500","50","0","0","500","0","500","580"
"0","50","4000000","50","0","317500","0","50","50","1","0","1","0","0","0","0","50","150","0","803100231","0","0","50","0","150","0","50","50","0","0","50","50","0","300000008","0","好朋友X","50","10","0","0","50","0","50","200"
"0","50","4000000","50","0","317600","0","50","50","1","0","1","0","0","0","0","0","150","0","803100232","0","0","50","0","150","0","50","50","0","0","50","50","0","300000008","50","無名的藝術","50","14","0","0","50","0","50","200"
"0","50","8000000","300","0","317500","0","200","300","1","0","1","0","0","0","0","300","2000","0","803100233","0","0","300","0","2000","0","300","200","0","0","300","300","0","300000008","0","好朋友X","300","25","0","0","300","0","300","400"
"0","50","8000000","300","0","317600","0","200","300","1","0","1","0","0","0","0","0","2000","0","803100234","0","0","300","0","2000","0","300","200","0","0","300","300","0","300000008","300","無名的藝術","300","35","0","0","300","0","300","400"
"0","50","12000000","500","0","317500","0","400","500","1","0","1","0","0","0","0","500","3000","0","803100235","0","0","500","0","3000","0","500","400","0","0","500","500","0","300000008","25","好朋友X","500","50","0","0","500","0","500","600"
"0","50","12000000","500","0","317600","0","400","500","1","0","1","0","0","0","0","25","3000","0","803100236","0","0","500","0","3000","0","500","400","0","0","500","500","0","300000008","500","無名的藝術","500","70","0","0","500","0","500","600"
"0","50","40000000","700","0","317700","0","500","700","1","0","1","0","0","0","0","50","3000","0","803100237","0","0","700","0","3000","0","700","500","0","0","700","700","0","300000008","700","彌勒","700","50","0","0","700","0","700","700"
"0","50","40000000","700","0","317800","0","200","700","1","0","1","0","0","0","0","25","3000","0","803100238","0","0","700","0","3000","0","700","200","0","0","700","700","0","300000008","700","彌勒","700","50","0","0","700","0","700","700"
"0","50","40000000","700","0","317900","0","200","700","1","0","1","0","0","0","0","700","10000","0","803100239","0","0","700","0","10000","0","700","200","0","0","700","700","0","300000008","700","彌勒","50","50","0","0","700","0","700","700"
"0","0","99999999","1000","0","214501","0","9999","1000","1","0","1","0","0","0","0","1000","1","0","803100251","0","0","1000","0","1","0","1000","9999","0","0","1000","1000","0","300000001","1000","爆裂敵人1","1000","0","0","0","1000","0","1000","700"
"0","0","99999999","1000","0","214502","0","9999","1000","1","0","1","0","0","0","0","1000","1","0","803100252","0","0","1000","0","1","0","1000","9999","0","0","1000","1000","0","300000001","1000","爆裂敵人2","1000","0","0","0","1000","0","1000","700"
"0","0","99999999","1000","0","214503","0","9999","1000","1","0","1","0","0","0","0","1000","1","0","803100253","0","0","1000","0","1","0","1000","9999","0","0","1000","1000","0","300000001","1000","爆裂敵人3","1000","0","0","0","1000","0","1000","700"
"0","0","99999999","1000","0","214504","0","9999","1000","1","0","1","0","0","0","0","1000","1","0","803100254","0","0","1000","0","1","0","1000","9999","0","0","1000","1000","0","300000001","1000","爆裂敵人4","1000","0","0","0","1000","0","1000","700"
"0","0","99999999","1000","0","214505","0","9999","1000","1","0","1","0","0","0","0","1000","1","0","803100255","0","0","1000","0","1","0","1000","9999","0","0","1000","1000","0","300000001","1000","爆裂敵人5","1000","0","0","0","1000","0","1000","700"
"0","0","99999999","1000","0","214506","0","9999","1000","1","0","1","0","0","0","0","1000","1","0","803100256","0","0","1000","0","1","0","1000","9999","0","0","1000","1000","0","300000001","1000","爆裂敵人6","1000","0","0","0","1000","0","1000","700"
"0","0","99999999","1000","0","214507","0","9999","1000","1","0","1","0","0","0","0","1000","1","0","803100257","0","0","1000","0","1","0","1000","9999","0","0","1000","1000","0","300000001","1000","爆裂敵人7","1000","0","0","0","1000","0","1000","700"
"0","0","99999999","1000","0","214508","0","9999","1000","1","0","1","0","0","0","0","1000","1","0","803100258","0","0","1000","0","1","0","1000","9999","0","0","1000","1000","0","300000001","1000","爆裂敵人8","1000","0","0","0","1000","0","1000","700"
"0","0","99999999","1000","0","214509","0","9999","1000","1","0","1","0","0","0","0","1000","1","0","803100259","0","0","1000","0","1","0","1000","9999","0","0","1000","1000","0","300000001","1000","爆裂敵人9","1000","0","0","0","1000","0","1000","700"
"0","0","99999999","1000","0","214601","0","9999","1000","1","0","1","0","0","0","0","1000","1","0","803100260","0","0","1000","0","1","0","1000","9999","0","0","1000","1000","0","300000001","1000","爆裂敵人10","1000","0","0","0","1000","0","1000","700"
"0","0","99999999","1000","0","214602","0","9999","1000","1","0","1","0","0","0","0","1000","1","0","803100261","0","0","1000","0","1","0","1000","9999","0","0","1000","1000","0","300000001","1000","爆裂敵人11","1000","0","0","0","1000","0","1000","700"
"0","0","99999999","1000","0","214603","0","9999","1000","1","0","1","0","0","0","0","1000","1","0","803100262","0","0","1000","0","1","0","1000","9999","0","0","1000","1000","0","300000001","1000","爆裂敵人12","1000","0","0","0","1000","0","1000","700"
"0","0","99999999","1000","0","214604","0","9999","1000","1","0","1","0","0","0","0","1000","1","0","803100263","0","0","1000","0","1","0","1000","9999","0","0","1000","1000","0","300000001","1000","爆裂敵人13","1000","0","0","0","1000","0","1000","700"
"0","0","99999999","1000","0","214605","0","9999","1000","1","0","1","0","0","0","0","1000","1","0","803100264","0","0","1000","0","1","0","1000","9999","0","0","1000","1000","0","300000001","1000","爆裂敵人14","1000","0","0","0","1000","0","1000","700"
"0","0","99999999","1000","0","214606","0","9999","1000","1","0","1","0","0","0","0","1000","1","0","803100265","0","0","1000","0","1","0","1000","9999","0","0","1000","1000","0","300000001","1000","爆裂敵人15","1000","0","0","0","1000","0","1000","700"
"0","0","99999999","1000","0","214607","0","9999","1000","1","0","1","0","0","0","0","1000","1","0","803100266","0","0","1000","0","1","0","1000","9999","0","0","1000","1000","0","300000001","1000","爆裂敵人16","1000","0","0","0","1000","0","1000","700"
"0","0","99999999","1000","0","214608","0","9999","1000","1","0","1","0","0","0","0","1000","1","0","803100267","0","0","1000","0","1","0","1000","9999","0","0","1000","1000","0","300000001","1000","爆裂敵人17","1000","0","0","0","1000","0","1000","700"
"0","0","99999999","1000","0","214609","0","9999","1000","1","0","1","0","0","0","0","1000","1","0","803100268","0","0","1000","0","1","0","1000","9999","0","0","1000","1000","0","300000001","1000","爆裂敵人18","1000","0","0","0","1000","0","1000","700"
"0","0","99999999","1000","0","214701","0","9999","1000","1","0","1","0","0","0","0","1000","1","0","803100269","0","0","1000","0","1","0","1000","9999","0","0","1000","1000","0","300000001","1000","爆裂敵人19","1000","0","0","0","1000","0","1000","700"
"0","0","99999999","1000","0","214702","0","9999","1000","1","0","1","0","0","0","0","1000","1","0","803100270","0","0","1000","0","1","0","1000","9999","0","0","1000","1000","0","300000001","1000","爆裂敵人20","1000","0","0","0","1000","0","1000","700"
"0","0","99999999","1000","0","214703","0","9999","1000","1","0","1","0","0","0","0","1000","1","0","803100271","0","0","1000","0","1","0","1000","9999","0","0","1000","1000","0","300000001","1000","爆裂敵人21","1000","0","0","0","1000","0","1000","700"
"0","0","99999999","1000","0","214704","0","9999","1000","1","0","1","0","0","0","0","1000","1","0","803100272","0","0","1000","0","1","0","1000","9999","0","0","1000","1000","0","300000001","1000","爆裂敵人22","1000","0","0","0","1000","0","1000","700"
