eab8d044e3ceb8a3694f056ee466f2bf15c5d5a54181483dcee26ec549387e15,f51f7671372c7bc7ac78046b6ab9c3438d82c343a00fcf03129acb225f9f4d34,b80092092f9373e6fa3ed52b4448c98bd61c1815e8f15717b0080cd4e7f1b49f,9b79c9fc1532036b18f4d8990dd04ebdd1a1bc75dc44cbf16a237ae49c4e5464,9d41a4523edcaf973f1a72f7f511d5a95a12ab637a083ca64472418c8c2ba51c,a51178a274bdd11b5c6a2b2ecf06f10a95b95e396b6fcfaf896c1bf494146230,74bbd29cdd1c412d391a1d36f7b07376e80e5f0d4cbeb8dc068df4f2c165eea8
"2023/07/18 05:00:00","2023/07/19 04:59:59","80008","9006002","0","84","3"
"2023/07/19 05:00:00","2023/07/20 04:59:59","80008","9006003","0","85","3"
"2023/07/20 05:00:00","2023/07/21 04:59:59","80008","9006004","0","86","3"
"2023/07/21 05:00:00","2023/07/22 04:59:59","80008","9006005","0","87","3"
"2023/07/22 05:00:00","2023/07/23 04:59:59","80008","9006006","0","88","3"
"2023/07/23 05:00:00","2023/07/24 04:59:59","80008","9006007","0","89","3"
"2023/07/24 05:00:00","2023/07/25 04:59:59","80008","9006008","0","90","3"
"2023/07/25 05:00:00","2023/07/26 04:59:59","80008","9006009","0","91","3"
"2023/07/26 05:00:00","2023/07/27 04:59:59","80008","9006010","0","92","3"
"2023/07/27 05:00:00","2023/07/28 04:59:59","80008","9006011","0","93","3"
"2023/07/28 05:00:00","2023/07/29 04:59:59","80008","9006012","0","94","3"
"2023/07/29 05:00:00","2023/07/30 04:59:59","80008","9006013","0","95","3"
"2023/07/30 05:00:00","2023/07/31 04:59:59","80008","9006014","0","96","3"
"2023/07/31 05:00:00","2023/08/01 04:59:59","80008","9006015","0","97","3"
"2023/08/01 05:00:00","2023/08/02 04:59:59","80008","9006016","1","98","3"
"2024/01/24 05:00:00","2024/01/25 04:59:59","80009","9007001","0","99","3"
"2024/01/25 05:00:00","2024/01/26 04:59:59","80009","9007002","0","100","3"
"2024/01/26 05:00:00","2024/01/27 04:59:59","80009","9007003","0","101","3"
"2024/01/27 05:00:00","2024/01/28 04:59:59","80009","9007004","0","102","3"
"2024/01/28 05:00:00","2024/01/29 04:59:59","80009","9007005","0","103","3"
"2024/01/29 05:00:00","2024/01/30 04:59:59","80009","9007006","0","104","3"
"2024/01/30 05:00:00","2024/01/31 04:59:59","80009","9007007","0","105","3"
"2024/01/31 05:00:00","2024/02/01 04:59:59","80009","9007008","0","106","3"
"2024/02/01 05:00:00","2024/02/02 04:59:59","80009","9007009","0","107","3"
"2024/02/02 05:00:00","2024/02/03 04:59:59","80009","9007010","0","108","3"
"2024/02/03 05:00:00","2024/02/04 04:59:59","80009","9007011","0","109","3"
"2024/02/04 05:00:00","2024/02/05 04:59:59","80009","9007012","0","110","3"
"2024/02/05 05:00:00","2024/02/06 04:59:59","80009","9007013","0","111","3"
"2024/02/06 05:00:00","2024/02/07 04:59:59","80009","9007014","0","112","3"
"2024/02/07 05:00:00","2024/02/08 04:59:59","80009","9007015","1","113","3"
"2024/04/04 05:00:00","2024/04/06 04:59:59","70010","400","0","114","0"
"2024/04/06 05:00:00","2024/04/08 04:59:59","70012","401","0","115","0"
"0","0","70011","440","0","116","1"
"2024/07/17 05:00:00","2024/07/18 04:59:59","80010","9008001","0","117","3"
"2024/07/18 05:00:00","2024/07/19 04:59:59","80010","9008002","0","118","3"
"2024/07/19 05:00:00","2024/07/20 04:59:59","80010","9008003","0","119","3"
"2024/07/20 05:00:00","2024/07/21 04:59:59","80010","9008004","0","120","3"
"2024/07/21 05:00:00","2024/07/22 04:59:59","80010","9008005","0","121","3"
"2024/07/22 05:00:00","2024/07/23 04:59:59","80010","9008006","0","122","3"
"2024/07/23 05:00:00","2024/07/24 04:59:59","80010","9008007","0","123","3"
"2024/07/24 05:00:00","2024/07/25 04:59:59","80010","9008008","0","124","3"
"2024/07/25 05:00:00","2024/07/26 04:59:59","80010","9008009","0","125","3"
"2024/07/26 05:00:00","2024/07/27 04:59:59","80010","9008010","0","126","3"
"2024/07/27 05:00:00","2024/07/28 04:59:59","80010","9008011","0","127","3"
"2024/07/28 05:00:00","2024/07/29 04:59:59","80010","9008012","1","128","3"
"2024/07/29 05:00:00","2024/07/30 04:59:59","80010","9008013","1","129","3"
"2024/07/30 05:00:00","2024/07/31 04:59:59","80010","9008014","1","130","3"
"2024/07/31 05:00:00","2024/08/01 04:59:59","80010","9008015","1","131","3"
"2024/08/01 05:00:00","2024/08/02 04:59:59","80010","9008016","1","132","3"
"2025/01/18 05:00:00","2025/01/19 04:59:59","80011","9009001","0","133","3"
"2025/01/19 05:00:00","2025/01/20 04:59:59","80011","9009002","0","134","3"
"2025/01/20 05:00:00","2025/01/21 04:59:59","80011","9009003","0","135","3"
"2025/01/21 05:00:00","2025/01/22 04:59:59","80011","9009004","0","136","3"
"2025/01/22 05:00:00","2025/01/23 04:59:59","80011","9009005","0","137","3"
"2025/01/23 05:00:00","2025/01/24 04:59:59","80011","9009006","0","138","3"
"2025/01/24 05:00:00","2025/01/25 04:59:59","80011","9009007","0","139","3"
"2025/01/25 05:00:00","2025/01/26 04:59:59","80011","9009008","0","140","3"
"2025/01/26 05:00:00","2025/01/27 04:59:59","80011","9009009","0","141","3"
"2025/01/27 05:00:00","2025/01/28 04:59:59","80011","9009010","0","142","3"
"2025/01/28 05:00:00","2025/01/29 04:59:59","80011","9009011","0","143","3"
"2025/01/29 05:00:00","2025/01/30 04:59:59","80011","9009012","0","144","3"
"2025/01/30 05:00:00","2025/01/31 04:59:59","80011","9009013","0","145","3"
"2025/01/31 05:00:00","2025/02/01 04:59:59","80011","9009014","0","146","3"
"2025/02/01 05:00:00","2025/02/02 04:59:59","80011","9009015","1","147","3"
"2025/04/03 05:00:00","2025/04/04 04:59:59","70014","400","0","148","0"
"2025/04/04 05:00:00","2025/04/05 04:59:59","70015","401","0","149","0"
"0","0","70013","441","0","150","1"
"2025/07/24 05:00:00","2025/07/25 04:59:59","80012","9010001","0","151","3"
"2025/07/25 05:00:00","2025/07/26 04:59:59","80012","9010002","0","152","3"
"2025/07/26 05:00:00","2025/07/27 04:59:59","80012","9010003","0","153","3"
"2025/07/27 05:00:00","2025/07/28 04:59:59","80012","9010004","0","154","3"
"2025/07/28 05:00:00","2025/07/29 04:59:59","80012","9010005","0","155","3"
"2025/07/29 05:00:00","2025/07/30 04:59:59","80012","9010006","0","156","3"
"2025/07/30 05:00:00","2025/07/31 04:59:59","80012","9010007","0","157","3"
"2025/07/31 05:00:00","2025/08/01 04:59:59","80012","9010008","0","158","3"
"2025/08/01 16:00:00","2025/08/24 04:59:59","70016","442","0","159","0"
"2026/01/30 05:00:00","2026/01/31 04:59:59","80014","9012001","0","160","3"
"2026/01/31 05:00:00","2026/02/01 04:59:59","80014","9012002","0","161","3"
"2026/02/01 05:00:00","2026/02/02 04:59:59","80014","9012003","0","162","3"
"2026/04/03 05:00:00","2026/04/04 04:59:59","70017","400","0","163","0"
"2026/04/04 05:00:00","2026/04/05 04:59:59","70018","401","0","164","0"
"0","0","70019","443","0","165","1"
"2026/07/29 05:00:00","2026/07/30 04:59:59","80016","9013001","0","166","3"
"2026/07/30 05:00:00","2026/07/31 04:59:59","80016","9013002","0","167","3"
"2026/07/31 05:00:00","2026/08/01 04:59:59","80016","9013003","0","168","3"
"2026/08/01 05:00:00","2026/08/02 04:59:59","80016","9013004","0","169","3"
