cf544cad2003cd07e35f1589f03f6e0a9dd29b03ccb3707582a1461a8cec1036,07d9d5aa03f75454651698b85ab0f0f361a74e2adaeb934aad3af46f1014b3f4,7db0792f972d8aeab0ad31e162c13f18e004601053ede8996b7cc40df3a89aef,2e13671a2f02708c16ca41b6bc0676c869afb10305082c866fbbf7ed3e612a6d,40fda239324c4122cb552503001615d41a4164f9a5b700ef5f52e4892debc2dc,d6f5f160615f9b735f58facf1fcc1ca8dd6db1427a9ee298b116e9a066551cd6,68c57b6f48480a1eb7596fff35d42990716203cfec4b908b5f2f01c1715591f4,fdbd2402b5e0cbdac951084f1b593776e98ff801dc531a1d33130ca2e9b38317,f2abab904f56a216f5642840b3b763fa1edc62166b6bab0e1f71ed687c02971e
"1002","6","100221","100221","1","1002","在EXTRA1難易度戰鬥1次","3","0"
"1003","6","100222","100222","1","1002","在EXTRA2難易度戰鬥1次","3","0"
"1004","6","100223","100223","1","1002","在EXTRA3難易度戰鬥1次","3","0"
"1001","7","100224","100224","1","1002","在EXTRA難易度取得20000分","3","20000"
"1001","7","100225","100225","1","1002","在EXTRA難易度取得40000分","3","40000"
"1001","7","100226","100226","1","1002","在EXTRA難易度取得60000分","3","60000"
"1001","0","100301","100301","1","1003","全難易度合計取得10000分","0","10000"
"1001","0","100302","100302","1","1003","全難易度合計取得30000分","0","30000"
"1001","0","100303","100303","1","1003","全難易度合計取得50000分","0","50000"
"1001","0","100304","100304","1","1003","全難易度合計取得70000分","0","70000"
"1001","1","100305","100305","1","1003","全難易度合計取得90000分","0","90000"
"1001","1","100306","100306","1","1003","全難易度合計取得105000分","0","105000"
"1001","1","100307","100307","1","1003","全難易度合計取得120000分","0","120000"
"1001","1","100308","100308","1","1003","全難易度合計取得135000分","0","135000"
"1002","2","100309","100309","1","1003","在NORMAL1難易度戰鬥1次","1","0"
"1003","2","100310","100310","1","1003","在NORMAL2難易度戰鬥1次","1","0"
"1004","2","100311","100311","1","1003","在NORMAL3難易度戰鬥1次","1","0"
"1001","3","100312","100312","1","1003","在NORMAL難易度取得10000分","1","10000"
"1001","3","100313","100313","1","1003","在NORMAL難易度取得20000分","1","20000"
"1001","3","100314","100314","1","1003","在NORMAL難易度取得30000分","1","30000"
"1002","4","100315","100315","1","1003","在HARD1難易度戰鬥1次","2","0"
"1003","4","100316","100316","1","1003","在HARD2難易度戰鬥1次","2","0"
"1004","4","100317","100317","1","1003","在HARD3難易度戰鬥1次","2","0"
"1001","5","100318","100318","1","1003","在HARD難易度取得15000分","2","15000"
"1001","5","100319","100319","1","1003","在HARD難易度取得30000分","2","30000"
"1001","5","100320","100320","1","1003","在HARD難易度取得45000分","2","45000"
"1002","6","100321","100321","1","1003","在EXTRA1難易度戰鬥1次","3","0"
"1003","6","100322","100322","1","1003","在EXTRA2難易度戰鬥1次","3","0"
"1004","6","100323","100323","1","1003","在EXTRA3難易度戰鬥1次","3","0"
"1001","7","100324","100324","1","1003","在EXTRA難易度取得20000分","3","20000"
"1001","7","100325","100325","1","1003","在EXTRA難易度取得40000分","3","40000"
"1001","7","100326","100326","1","1003","在EXTRA難易度取得60000分","3","60000"
"1001","0","100401","100401","1","1004","全難易度合計取得10000分","0","10000"
"1001","0","100402","100402","1","1004","全難易度合計取得30000分","0","30000"
"1001","0","100403","100403","1","1004","全難易度合計取得50000分","0","50000"
"1001","0","100404","100404","1","1004","全難易度合計取得70000分","0","70000"
"1001","1","100405","100405","1","1004","全難易度合計取得90000分","0","90000"
"1001","1","100406","100406","1","1004","全難易度合計取得105000分","0","105000"
"1001","1","100407","100407","1","1004","全難易度合計取得120000分","0","120000"
"1001","1","100408","100408","1","1004","全難易度合計取得135000分","0","135000"
"1002","2","100409","100409","1","1004","在NORMAL1難易度戰鬥1次","1","0"
"1003","2","100410","100410","1","1004","在NORMAL2難易度戰鬥1次","1","0"
"1004","2","100411","100411","1","1004","在NORMAL3難易度戰鬥1次","1","0"
"1001","3","100412","100412","1","1004","在NORMAL難易度取得10000分","1","10000"
"1001","3","100413","100413","1","1004","在NORMAL難易度取得20000分","1","20000"
"1001","3","100414","100414","1","1004","在NORMAL難易度取得30000分","1","30000"
"1002","4","100415","100415","1","1004","在HARD1難易度戰鬥1次","2","0"
"1003","4","100416","100416","1","1004","在HARD2難易度戰鬥1次","2","0"
"1004","4","100417","100417","1","1004","在HARD3難易度戰鬥1次","2","0"
"1001","5","100418","100418","1","1004","在HARD難易度取得15000分","2","15000"
"1001","5","100419","100419","1","1004","在HARD難易度取得30000分","2","30000"
"1001","5","100420","100420","1","1004","在HARD難易度取得45000分","2","45000"
"1002","6","100421","100421","1","1004","在EXTRA1難易度戰鬥1次","3","0"
"1003","6","100422","100422","1","1004","在EXTRA2難易度戰鬥1次","3","0"
"1004","6","100423","100423","1","1004","在EXTRA3難易度戰鬥1次","3","0"
"1001","7","100424","100424","1","1004","在EXTRA難易度取得20000分","3","20000"
"1001","7","100425","100425","1","1004","在EXTRA難易度取得40000分","3","40000"
"1001","7","100426","100426","1","1004","在EXTRA難易度取得60000分","3","60000"
"1001","0","100501","100501","1","1005","全難易度合計取得10000分","0","10000"
"1001","0","100502","100502","1","1005","全難易度合計取得30000分","0","30000"
"1001","0","100503","100503","1","1005","全難易度合計取得50000分","0","50000"
"1001","0","100504","100504","1","1005","全難易度合計取得70000分","0","70000"
"1001","1","100505","100505","1","1005","全難易度合計取得90000分","0","90000"
"1001","1","100506","100506","1","1005","全難易度合計取得105000分","0","105000"
"1001","1","100507","100507","1","1005","全難易度合計取得120000分","0","120000"
"1001","1","100508","100508","1","1005","全難易度合計取得135000分","0","135000"
"1002","2","100509","100509","1","1005","在NORMAL1難易度戰鬥1次","1","0"
"1003","2","100510","100510","1","1005","在NORMAL2難易度戰鬥1次","1","0"
"1004","2","100511","100511","1","1005","在NORMAL3難易度戰鬥1次","1","0"
"1001","3","100512","100512","1","1005","在NORMAL難易度取得10000分","1","10000"
"1001","3","100513","100513","1","1005","在NORMAL難易度取得20000分","1","20000"
"1001","3","100514","100514","1","1005","在NORMAL難易度取得30000分","1","30000"
"1002","4","100515","100515","1","1005","在HARD1難易度戰鬥1次","2","0"
"1003","4","100516","100516","1","1005","在HARD2難易度戰鬥1次","2","0"
"1004","4","100517","100517","1","1005","在HARD3難易度戰鬥1次","2","0"
"1001","5","100518","100518","1","1005","在HARD難易度取得15000分","2","15000"
"1001","5","100519","100519","1","1005","在HARD難易度取得30000分","2","30000"
"1001","5","100520","100520","1","1005","在HARD難易度取得45000分","2","45000"
"1002","6","100521","100521","1","1005","在EXTRA1難易度戰鬥1次","3","0"
"1003","6","100522","100522","1","1005","在EXTRA2難易度戰鬥1次","3","0"
"1004","6","100523","100523","1","1005","在EXTRA3難易度戰鬥1次","3","0"
"1001","7","100524","100524","1","1005","在EXTRA難易度取得20000分","3","20000"
"1001","7","100525","100525","1","1005","在EXTRA難易度取得40000分","3","40000"
"1001","7","100526","100526","1","1005","在EXTRA難易度取得60000分","3","60000"
"1001","0","100601","100601","1","1006","全難易度合計取得10000分","0","10000"
"1001","0","100602","100602","1","1006","全難易度合計取得30000分","0","30000"
"1001","0","100603","100603","1","1006","全難易度合計取得50000分","0","50000"
"1001","0","100604","100604","1","1006","全難易度合計取得70000分","0","70000"
"1001","1","100605","100605","1","1006","全難易度合計取得90000分","0","90000"
"1001","1","100606","100606","1","1006","全難易度合計取得105000分","0","105000"
"1001","1","100607","100607","1","1006","全難易度合計取得120000分","0","120000"
"1001","1","100608","100608","1","1006","全難易度合計取得135000分","0","135000"
"1002","2","100609","100609","1","1006","在NORMAL1難易度戰鬥1次","1","0"
"1003","2","100610","100610","1","1006","在NORMAL2難易度戰鬥1次","1","0"
"1004","2","100611","100611","1","1006","在NORMAL3難易度戰鬥1次","1","0"
"1001","3","100612","100612","1","1006","在NORMAL難易度取得10000分","1","10000"
"1001","3","100613","100613","1","1006","在NORMAL難易度取得20000分","1","20000"
"1001","3","100614","100614","1","1006","在NORMAL難易度取得30000分","1","30000"
"1002","4","100615","100615","1","1006","在HARD1難易度戰鬥1次","2","0"
"1003","4","100616","100616","1","1006","在HARD2難易度戰鬥1次","2","0"
"1004","4","100617","100617","1","1006","在HARD3難易度戰鬥1次","2","0"
"1001","5","100618","100618","1","1006","在HARD難易度取得15000分","2","15000"
"1001","5","100619","100619","1","1006","在HARD難易度取得30000分","2","30000"
"1001","5","100620","100620","1","1006","在HARD難易度取得45000分","2","45000"
"1002","6","100621","100621","1","1006","在EXTRA1難易度戰鬥1次","3","0"
"1003","6","100622","100622","1","1006","在EXTRA2難易度戰鬥1次","3","0"
"1004","6","100623","100623","1","1006","在EXTRA3難易度戰鬥1次","3","0"
"1001","7","100624","100624","1","1006","在EXTRA難易度取得20000分","3","20000"
"1001","7","100625","100625","1","1006","在EXTRA難易度取得40000分","3","40000"
"1001","7","100626","100626","1","1006","在EXTRA難易度取得60000分","3","60000"
"1001","0","100701","100701","1","1007","全難易度合計取得10000分","0","10000"
"1001","0","100702","100702","1","1007","全難易度合計取得30000分","0","30000"
"1001","0","100703","100703","1","1007","全難易度合計取得50000分","0","50000"
"1001","0","100704","100704","1","1007","全難易度合計取得70000分","0","70000"
"1001","1","100705","100705","1","1007","全難易度合計取得90000分","0","90000"
"1001","1","100706","100706","1","1007","全難易度合計取得105000分","0","105000"
"1001","1","100707","100707","1","1007","全難易度合計取得120000分","0","120000"
"1001","1","100708","100708","1","1007","全難易度合計取得135000分","0","135000"
"1002","2","100709","100709","1","1007","在NORMAL1難易度戰鬥1次","1","0"
"1003","2","100710","100710","1","1007","在NORMAL2難易度戰鬥1次","1","0"
"1004","2","100711","100711","1","1007","在NORMAL3難易度戰鬥1次","1","0"
"1001","3","100712","100712","1","1007","在NORMAL難易度取得10000分","1","10000"
"1001","3","100713","100713","1","1007","在NORMAL難易度取得20000分","1","20000"
"1001","3","100714","100714","1","1007","在NORMAL難易度取得30000分","1","30000"
"1002","4","100715","100715","1","1007","在HARD1難易度戰鬥1次","2","0"
"1003","4","100716","100716","1","1007","在HARD2難易度戰鬥1次","2","0"
"1004","4","100717","100717","1","1007","在HARD3難易度戰鬥1次","2","0"
"1001","5","100718","100718","1","1007","在HARD難易度取得15000分","2","15000"
"1001","5","100719","100719","1","1007","在HARD難易度取得30000分","2","30000"
"1001","5","100720","100720","1","1007","在HARD難易度取得45000分","2","45000"
"1002","6","100721","100721","1","1007","在EXTRA1難易度戰鬥1次","3","0"
"1003","6","100722","100722","1","1007","在EXTRA2難易度戰鬥1次","3","0"
"1004","6","100723","100723","1","1007","在EXTRA3難易度戰鬥1次","3","0"
"1001","7","100724","100724","1","1007","在EXTRA難易度取得20000分","3","20000"
"1001","7","100725","100725","1","1007","在EXTRA難易度取得40000分","3","40000"
"1001","7","100726","100726","1","1007","在EXTRA難易度取得60000分","3","60000"
"1001","0","100801","100801","1","1008","全難易度合計取得10000分","0","10000"
"1001","0","100802","100802","1","1008","全難易度合計取得30000分","0","30000"
"1001","0","100803","100803","1","1008","全難易度合計取得50000分","0","50000"
"1001","0","100804","100804","1","1008","全難易度合計取得70000分","0","70000"
"1001","1","100805","100805","1","1008","全難易度合計取得90000分","0","90000"
"1001","1","100806","100806","1","1008","全難易度合計取得105000分","0","105000"
"1001","1","100807","100807","1","1008","全難易度合計取得120000分","0","120000"
"1001","1","100808","100808","1","1008","全難易度合計取得135000分","0","135000"
"1002","2","100809","100809","1","1008","在NORMAL1難易度戰鬥1次","1","0"
"1003","2","100810","100810","1","1008","在NORMAL2難易度戰鬥1次","1","0"
"1004","2","100811","100811","1","1008","在NORMAL3難易度戰鬥1次","1","0"
"1001","3","100812","100812","1","1008","在NORMAL難易度取得10000分","1","10000"
"1001","3","100813","100813","1","1008","在NORMAL難易度取得20000分","1","20000"
"1001","3","100814","100814","1","1008","在NORMAL難易度取得30000分","1","30000"
"1002","4","100815","100815","1","1008","在HARD1難易度戰鬥1次","2","0"
"1003","4","100816","100816","1","1008","在HARD2難易度戰鬥1次","2","0"
"1004","4","100817","100817","1","1008","在HARD3難易度戰鬥1次","2","0"
"1001","5","100818","100818","1","1008","在HARD難易度取得15000分","2","15000"
"1001","5","100819","100819","1","1008","在HARD難易度取得30000分","2","30000"
"1001","5","100820","100820","1","1008","在HARD難易度取得45000分","2","45000"
"1002","6","100821","100821","1","1008","在EXTRA1難易度戰鬥1次","3","0"
"1003","6","100822","100822","1","1008","在EXTRA2難易度戰鬥1次","3","0"
"1004","6","100823","100823","1","1008","在EXTRA3難易度戰鬥1次","3","0"
"1001","7","100824","100824","1","1008","在EXTRA難易度取得20000分","3","20000"
"1001","7","100825","100825","1","1008","在EXTRA難易度取得40000分","3","40000"
"1001","7","100826","100826","1","1008","在EXTRA難易度取得60000分","3","60000"
"1001","0","100901","100901","1","1009","全難易度合計取得10000分","0","10000"
"1001","0","100902","100902","1","1009","全難易度合計取得30000分","0","30000"
"1001","0","100903","100903","1","1009","全難易度合計取得50000分","0","50000"
"1001","0","100904","100904","1","1009","全難易度合計取得70000分","0","70000"
"1001","1","100905","100905","1","1009","全難易度合計取得90000分","0","90000"
"1001","1","100906","100906","1","1009","全難易度合計取得105000分","0","105000"
"1001","1","100907","100907","1","1009","全難易度合計取得120000分","0","120000"
"1001","1","100908","100908","1","1009","全難易度合計取得135000分","0","135000"
"1002","2","100909","100909","1","1009","在NORMAL1難易度戰鬥1次","1","0"
"1003","2","100910","100910","1","1009","在NORMAL2難易度戰鬥1次","1","0"
"1004","2","100911","100911","1","1009","在NORMAL3難易度戰鬥1次","1","0"
"1001","3","100912","100912","1","1009","在NORMAL難易度取得10000分","1","10000"
"1001","3","100913","100913","1","1009","在NORMAL難易度取得20000分","1","20000"
"1001","3","100914","100914","1","1009","在NORMAL難易度取得30000分","1","30000"
"1002","4","100915","100915","1","1009","在HARD1難易度戰鬥1次","2","0"
"1003","4","100916","100916","1","1009","在HARD2難易度戰鬥1次","2","0"
"1004","4","100917","100917","1","1009","在HARD3難易度戰鬥1次","2","0"
"1001","5","100918","100918","1","1009","在HARD難易度取得15000分","2","15000"
"1001","5","100919","100919","1","1009","在HARD難易度取得30000分","2","30000"
"1001","5","100920","100920","1","1009","在HARD難易度取得45000分","2","45000"
"1002","6","100921","100921","1","1009","在EXTRA1難易度戰鬥1次","3","0"
"1003","6","100922","100922","1","1009","在EXTRA2難易度戰鬥1次","3","0"
"1004","6","100923","100923","1","1009","在EXTRA3難易度戰鬥1次","3","0"
"1001","7","100924","100924","1","1009","在EXTRA難易度取得20000分","3","20000"
"1001","7","100925","100925","1","1009","在EXTRA難易度取得40000分","3","40000"
"1001","7","100926","100926","1","1009","在EXTRA難易度取得60000分","3","60000"
