97a329ef253190542642c6302d1f299b9851bc385909e2eca8eff2f786521e1f,87c9a7ec205635cce3f5201cfd25ce24d4f406715685a36ea192c14744eaee4e,59158a9926933b2db821837f2f0dcd073bba16e2f775e0ca61021f46f48534c0,b47b5696ba90bc5a6dbe276b1d6303dfba1f93bea4def29a2d5e98d1c8b864fd,058c1908ab22ffd37e10dde729a692bc9bcb506e436fd2f26bc10e4a06d5afa3,997e362e2caa8bc4b1c571ed01a7015244507ffee53c828cc32176ec96b411ab,302677010ef0ac50c073e55514550c2aef24f463667126863b447c0dcaf7835d,6bfd3449e685d44c732cc5d064c11fdbcf96b2929f9c09bdc7200adc54707807,8c0f024d1007a05ace3fb2bcd6b6c99b9499c72ea3ff7e2106e079e4965bd209,4fd9c19c9051d4b31520b9e70c876f1c7dd602b8eddd5ae06d24ba6798e9140e,509fbc45f7ccdef44697f51d58d06cb1a61e855ed8763bced7ac7870241b6d21,d8871bf43259cbfec7a1f5698cb74b0913c1a16fa4faca4a9caf90eb488fdb57,4fa11903e9ebc2162eb9f6ab4fb286f8114678fc62c0a286e1e048476179913c
"2030/03/26 14:59:00","bgm_M215","0","bgm_M215","0","1","0","380000","2019/07/30 16:00:00","13","0","10013","380000"
"2030/03/26 14:59:00","bgm_M33","0","bgm_M33","0","1","0","380000","2019/08/15 16:00:00","14","0","10014","380000"
"2030/03/26 14:59:00","bgm_M223","0","bgm_M223","0","1","0","380000","2019/08/30 16:00:00","15","0","10015","380000"
"2030/03/26 14:59:00","bgm_M99","0","bgm_M99","0","1","0","380000","2019/09/15 16:00:00","16","0","10016","380000"
"2030/03/26 14:59:00","","0","","0","1","0","380000","2019/09/27 16:00:00","17","0","10017","380000"
"2030/03/26 14:59:00","bgm_M107","0","bgm_M107","0","1","0","380000","2019/10/15 16:00:00","18","0","10018","380000"
"2030/03/26 14:59:00","bgm_M237","0","bgm_M237","0","1","0","380000","2019/10/30 16:00:00","19","0","10019","380000"
"2030/03/26 14:59:00","bgm_M113","0","bgm_M113","0","1","0","380000","2019/11/15 16:00:00","20","0","10020","380000"
"2030/03/26 14:59:00","bgm_M245","0","bgm_M245","0","1","0","380000","2019/11/29 16:00:00","21","0","10021","380000"
"2030/03/26 14:59:00","bgm_M121","0","bgm_M121","0","1","0","380000","2019/12/15 16:00:00","22","0","10022","380000"
"2030/03/26 14:59:00","bgm_M254","0","bgm_M254","0","1","0","380000","2019/12/31 16:00:00","23","0","10023","380000"
"2030/03/26 14:59:00","bgm_M128","0","bgm_M128","0","1","0","380000","2020/01/14 16:00:00","24","0","10024","380000"
"2030/03/26 14:59:00","bgm_M265_Top","0","bgm_M265","0","1","0","380000","2020/01/31 16:00:00","25","0","10025","380000"
"2030/03/26 14:59:00","bgm_M135","0","bgm_M135","0","1","0","380000","2020/02/14 16:00:00","26","0","10026","380000"
"2030/03/26 14:59:00","bgm_M273","0","bgm_M273","0","1","0","380000","2020/02/27 16:00:00","27","0","10027","380000"
"2030/03/26 14:59:00","bgm_M162","0","bgm_M162","0","1","0","380000","2020/03/13 16:00:00","28","0","10028","380000"
"2030/03/26 14:59:00","bgm_M281","0","bgm_M281","0","1","0","380000","2020/03/30 16:00:00","29","0","10029","380000"
"2030/03/26 14:59:00","bgm_M171","0","bgm_M171","0","1","0","380000","2020/04/13 16:00:00","30","0","10030","380000"
"2030/03/26 14:59:00","bgm_M294","0","bgm_M294","0","1","0","380000","2020/04/30 16:00:00","31","0","10031","380000"
"2030/03/26 14:59:00","bgm_M182","0","bgm_M182","0","1","0","380000","2020/05/15 16:00:00","32","0","10032","380000"
"2030/03/26 14:59:00","bgm_M316","0","bgm_M316","0","1","0","380000","2020/06/01 16:00:00","33","0","10033","380000"
"2030/03/26 14:59:00","bgm_M189","0","bgm_M189","0","1","0","380000","2020/06/15 16:00:00","34","0","10034","380000"
"2030/03/26 14:59:00","bgm_M330","0","bgm_M330","0","1","0","380000","2020/09/28 16:00:00","35","0","10035","380000"
"2030/03/26 14:59:00","bgm_M330","0","bgm_M330","0","1","0","380000","2020/09/28 16:00:00","36","0","10036","380000"
"2030/03/26 14:59:00","bgm_M206","0","bgm_M206","0","1","0","380000","2020/08/14 16:00:00","37","0","10037","380000"
"2030/03/26 14:59:00","bgm_M343","0","bgm_M343","0","1","0","380000","2020/06/29 16:00:00","38","0","10038","380000"
"2030/03/26 14:59:00","bgm_M215","0","bgm_M215","0","1","0","380000","2020/07/13 16:00:00","39","0","10039","380000"
"2030/03/26 14:59:00","bgm_M351","0","bgm_M351","0","1","0","380000","2020/07/31 16:00:00","40","0","10040","380000"
"2030/03/26 14:59:00","bgm_M223","0","bgm_M223","0","1","0","380000","2020/09/18 16:00:00","41","0","10041","380000"
"2030/03/26 14:59:00","bgm_M375","0","bgm_M375","0","1","0","380000","2020/09/01 16:00:00","42","0","10042","380000"
"2030/03/26 14:59:00","bgm_M237","0","bgm_M237","0","1","0","380000","2020/10/19 18:00:00","43","0","10043","380000"
"2030/03/26 14:59:00","bgm_M380A","0","bgm_M380A","0","1","0","380000","2020/11/02 16:00:00","44","0","10044","380000"
"2030/03/26 14:59:00","bgm_M393","0","bgm_M393","0","1","0","380000","2020/12/04 16:00:00","45","0","10046","380000"
"2030/03/26 14:59:00","bgm_M254","0","bgm_M254","0","1","0","380000","2020/12/18 16:00:00","47","0","10047","380000"
"2030/03/26 14:59:00","bgm_M403","0","bgm_M403","0","1","0","380000","2020/12/28 16:00:00","48","0","10048","380000"
"2030/03/26 14:59:00","bgm_M265_Top","0","bgm_M265","0","1","0","380000","2021/01/18 16:00:00","49","0","10049","380000"
"2030/03/26 14:59:00","bgm_M413","0","bgm_M413","0","1","0","380000","2021/02/01 16:00:00","50","0","10050","380000"
"2030/03/26 14:59:00","bgm_M421","0","bgm_M421","0","1","0","380000","2021/03/02 16:00:00","52","0","10052","380000"
"2030/03/26 14:59:00","0","0","0","0","1","0","380000","2021/04/16 16:00:00","53","0","10053","380000"
"2030/03/26 14:59:00","bgm_M426","0","bgm_M426","0","1","0","380000","2021/04/01 16:00:00","54","0","10054","380000"
"2030/03/26 14:59:00","bgm_M435","0","bgm_M435","0","1","0","380000","2021/05/04 16:00:00","56","0","10056","380000"
"2030/03/26 14:59:00","bgm_M442A","0","bgm_M442A","0","1","0","380000","2021/06/02 16:00:00","58","0","10058","380000"
"2030/03/26 14:59:00","bgm_M442B","0","bgm_M442B","0","1","0","380000","2021/06/12 16:00:00","59","0","10059","380000"
"2030/03/26 14:59:00","bgm_M451","0","bgm_M451","0","1","0","380000","2021/07/05 16:00:00","61","0","10061","380000"
"2030/03/26 14:59:00","bgm_M457","0","bgm_M457","0","1","0","380000","2021/08/02 16:00:00","64","0","10064","380000"
"2030/03/26 14:59:00","bgm_M467","0","bgm_M467","0","1","0","380000","2021/09/01 16:00:00","66","0","10066","380000"
"2030/03/26 14:59:00","bgm_M478_Lofi","0","bgm_M478","0","1","0","380000","2021/10/01 16:00:00","68","0","10068","380000"
"2030/03/26 14:59:00","bgm_M486","0","bgm_M486","0","1","0","380000","2021/11/01 16:00:00","70","0","10070","380000"
"2030/03/26 14:59:00","bgm_M496","0","bgm_M496","0","1","0","380000","2021/12/02 16:00:00","72","0","10072","380000"
"2030/03/26 14:59:00","bgm_M508","0","bgm_M508","0","1","0","380000","2022/01/03 16:00:00","74","0","10074","380000"
"2030/03/26 14:59:00","bgm_M520","0","bgm_M520","0","1","0","380000","2022/02/01 16:00:00","76","0","10076","380000"
"2030/03/26 14:59:00","bgm_M527","0","bgm_M527","0","1","0","380000","2022/03/01 16:00:00","78","0","10078","380000"
"2030/03/26 14:59:00","bgm_M536","0","bgm_M536","0","1","0","380000","2022/04/01 16:00:00","80","0","10080","380000"
"2030/03/26 14:59:00","bgm_M543","0","bgm_M543","0","1","0","380000","2022/05/02 16:00:00","82","0","10082","380000"
"2030/03/26 14:59:00","bgm_M552","0","bgm_M552","0","1","0","380000","2022/06/01 16:00:00","84","0","10084","380000"
"2030/03/26 14:59:00","bgm_M553","0","bgm_M553","0","1","0","380000","2022/06/08 16:00:00","85","0","10085","380000"
"2030/03/26 14:59:00","bgm_M565","0","bgm_M565","0","1","0","380000","2022/07/01 16:00:00","88","0","10088","380000"
"2030/03/26 14:59:00","bgm_M574","0","bgm_M574","0","1","0","380000","2022/08/01 16:00:00","90","0","10090","380000"
"2030/03/26 14:59:00","bgm_M582","0","bgm_M582","0","1","0","380000","2022/09/01 16:00:00","92","0","10092","380000"
"2030/03/26 14:59:00","bgm_M595","0","bgm_M595","0","1","0","380000","2022/10/02 16:00:00","94","0","10094","380000"
"2030/03/26 14:59:00","bgm_M601","0","bgm_M601","0","1","0","380000","2022/10/30 16:00:00","96","0","10096","380000"
"2030/03/26 14:59:00","bgm_M608","0","bgm_M608","0","1","0","380000","2022/11/29 16:00:00","98","0","10098","380000"
"2030/03/26 14:59:00","bgm_M618","0","bgm_M618","0","1","0","380000","2022/12/30 16:00:00","100","0","10100","380000"
"2030/03/26 14:59:00","bgm_M623","0","bgm_M623","0","1","0","380000","2023/01/30 16:00:00","102","0","10102","380000"
"2030/03/26 14:59:00","bgm_M630","0","bgm_M630","0","1","0","380000","2023/02/26 16:00:00","104","0","10104","380000"
"2030/03/26 14:59:00","bgm_M638","0","bgm_M638","0","1","0","380000","2023/03/30 16:00:00","106","0","10106","380000"
"2030/03/26 14:59:00","bgm_M647","0","bgm_M647","0","1","0","380000","2023/04/28 16:00:00","108","0","10108","380000"
"2030/03/26 14:59:00","bgm_M659","0","bgm_M659","0","1","0","380000","2023/05/29 16:00:00","110","0","10110","380000"
"2030/03/26 14:59:00","bgm_M660","0","bgm_M660","0","1","0","380000","2023/05/29 16:00:00","111","0","10111","380000"
"2030/03/26 14:59:00","bgm_M668","0","bgm_M668","0","1","0","380000","2023/06/28 16:00:00","114","0","10114","380000"
"2030/03/26 14:59:00","bgm_MC017","0","bgm_MC017","0","1","0","380000","2023/07/29 16:00:00","116","0","10116","380000"
"2030/03/26 14:59:00","bgm_MC026","0","bgm_MC026","0","1","0","380000","2023/08/29 16:00:00","118","0","10118","380000"
"2030/03/26 14:59:00","bgm_MC036","0","bgm_MC036","0","1","0","380000","2023/09/28 16:00:00","120","0","10120","380000"
"2030/03/26 14:59:00","bgm_MC046","0","bgm_MC046","0","1","0","380000","2023/10/30 16:00:00","122","0","10122","380000"
"2030/03/26 14:59:00","bgm_MC056","0","bgm_MC056","0","1","0","380000","2023/11/29 16:00:00","124","0","10124","380000"
"2030/03/26 14:59:00","bgm_MC063","0","bgm_MC063","0","1","0","380000","2023/12/29 16:00:00","126","0","10126","380000"
"2030/03/26 14:59:00","bgm_MC075","0","bgm_MC075","0","1","0","380000","2024/01/29 16:00:00","128","0","10128","380000"
"2030/03/26 14:59:00","bgm_MC082","0","bgm_MC082","0","1","0","380000","2024/02/27 16:00:00","130","0","10130","380000"
"2030/03/26 14:59:00","bgm_MC091","0","bgm_MC091","0","1","0","380000","2024/03/30 16:00:00","132","0","10132","380000"
"2030/03/26 14:59:00","bgm_MC099","0","bgm_MC099","0","1","0","380000","2024/04/29 16:00:00","134","0","10134","380000"
"2030/03/26 14:59:00","bgm_MC110","0","bgm_MC110","0","1","0","380000","2024/05/29 16:00:00","136","0","10136","380000"
"2030/03/26 14:59:00","bgm_MC111","0","bgm_MC111","0","1","0","380000","2024/05/29 16:00:00","137","0","10137","380000"
"2030/03/26 14:59:00","bgm_MC124","0","bgm_MC124","0","1","0","380000","2024/06/28 16:00:00","140","0","10140","380000"
"2030/03/26 14:59:00","bgm_MC136","0","bgm_MC136","0","1","0","380000","2024/07/29 16:00:00","142","0","10142","380000"
"2030/03/26 14:59:00","bgm_MC143","0","bgm_MC143","0","1","0","380000","2024/08/29 16:00:00","144","0","10144","380000"
"2030/03/26 14:59:00","bgm_MC147","0","bgm_MC147","0","1","0","380000","2024/09/28 16:00:00","146","0","10146","380000"
"2030/03/26 14:59:00","bgm_MC156","0","bgm_MC156","0","1","0","380000","2024/10/29 16:00:00","148","0","10148","380000"
"2030/03/26 14:59:00","bgm_MC162","0","bgm_MC162","0","1","0","380000","2024/11/28 16:00:00","150","0","10150","380000"
"2030/03/26 14:59:00","bgm_MC172_TitleCall","0","bgm_MC172","0","1","0","380000","2024/12/27 16:00:00","152","0","10152","380000"
"2030/03/26 14:59:00","bgm_MC186","0","bgm_MC186","0","1","0","380000","2025/01/29 16:00:00","154","0","10154","380000"
"2030/03/26 14:59:00","bgm_MC194","0","bgm_MC194","0","1","0","380000","2025/02/26 16:00:00","156","0","10156","380000"
"2030/03/26 14:59:00","bgm_MC213","0","bgm_MC213","0","1","0","380000","2025/03/28 16:00:00","158","0","10158","380000"
"2030/03/26 14:59:00","bgm_MC215B","0","bgm_MC215B","0","1","0","380000","2025/04/28 16:00:00","160","0","10160","380000"
"2030/03/26 14:59:00","bgm_M33","0","bgm_M33","0","1","0","380000","2020/07/02 16:00:00","20001","0","20001","380000"
"2030/03/26 14:59:00","bgm_M99","0","bgm_M99","0","1","0","380000","2020/08/03 16:00:00","20002","0","20002","380000"
"2030/03/26 14:59:00","bgm_M107","0","bgm_M107","0","1","0","380000","2020/09/04 16:00:00","20003","0","20003","380000"
