ab088128b7cf7066a189b09446fc00858f58d1e42e7fe54b79bf465eb02fdfff,e56f58fbb190483ae479dbcd9b1554c62d2e4611b37c7876ea482a758ed6e2e2,62d2ac4bb316512fb8f6c6fc4188442fdf4bc9e0a4b70a8d76d1fe3cc9cb92e2,778b39e136c3e98461203857e35dfa8446cf27a4a0c804feb328ce27f463bd01,2a82b6063ae32f9cb5a296b494d5a8fe68a56abcefa479ced5c3ef9caf1dfdbb,c7a020746c1a0c46932e03d53dcc0602c64463602ccca06504af15dadea17d16,39394d0d5b01b3f03384bb4c2d437f15f7129d0b7703e83e566dfc5a6cf14ee1,763b640565664f19a4db078938f76f645df1a1cccee28f36fe8364952ac73688,6d19a67457a1e7c1a39a6fcc253d5aa2da89c690d378ec7e7ebe48fbddd6049d,627cac6f4d312e01f365bd05236e0610cfacfaeff6f872cc1f5f9d2aa7b7bc4a,9dab97ac0ed6af784b0f33790c5123cee0015b5b9144348af1824439911f44d3,ce8a13f3b204c212f468bcb67fc9037a5096b64feec8fe66808d11bf710d6f0f,5d87597fa8e9d4c2ed0d01a207587ac3f9635f17517926b11180eee71d87a0c6,effa94a6d5542627b98dbb7c49dcda4d901801a1d0a85d0eb40552366ab2ea6d,b40fc507ba470f84cb74b6de226dab567aa671041796cbfa65f5fba6271597dd,2a3870bf0f6b08862663328915af1a51a91a732c5dd28a1723eace64c81f16c0,fb48989cbf972341b9c3ba9dc6d3173d6a5b24d0cd9a4eddee4219d8bc69e7a3,cd876796fdc04641c988bf1658c0df0d242afd497363c2e9df3507209bbb035d,980e3ae6848e8f031cb6cf037f592cdb3cb599c751626f78036b6dcd5a53eef2,3d741dd874fd1239cef97a594ee34ecb9540408611bb0d56359418417ce5c31b,edba3b701ab4352e6f4254ee0d8c28d5d2640f2bafa61bdafef26a0c49b01f98,2feaed078520d8897783496e853b6d3b9eabeea97ed81be5cc617f0bbb562cff,2b8417e07a9ba1744e4c425b6667d753789198e2ff87eec549c302b94777462c,099962d6dcd7a1b34a6e2230af3321c7f03af9704b0584383d8fe72ba6b13052,16affafd3746d803f3bfe25fb54252c5a7d384ba3c9a2cd579c57b58c1a0c61b
"0","0","0","3","0","20","0","100601","0","3","0","0","270","0","0","0","15","0","0","25001","0","400000","10","0","0"
"0","0","0","4","0","25","0","100601","0","3","0","0","360","0","0","0","15","0","0","25001","0","500000","15","0","0"
"5","0","0","5","0","30","0","100601","1","3","0","0","450","0","0","0","15","0","0","25001","0","600000","20","0","0"
"0","0","4","1","0","50","0","100701","1","1","0","0","0","10","0","0","18","1500","0","32007","0","100000","0","0","0"
"0","0","5","1","0","50","0","100701","1","2","0","0","0","15","0","0","11","1000","0","31007","0","100000","0","0","0"
"0","0","2","1","0","10","0","100701","0","3","0","0","0","6","0","0","15","0","0","25001","0","100000","0","0","0"
"0","0","4","2","0","15","0","100701","0","3","0","0","0","12","0","0","15","0","0","25001","0","200000","0","0","0"
"0","0","6","3","0","20","0","100701","0","3","0","0","0","18","0","0","15","0","0","25001","0","400000","0","0","0"
"0","0","8","4","0","25","0","100701","0","3","0","0","0","24","0","0","15","0","0","25001","0","500000","0","0","0"
"0","0","10","5","0","30","0","100701","1","3","0","0","0","30","0","0","15","0","0","25001","0","600000","0","0","0"
"5","0","0","1","0","50","0","100801","1","1","0","0","240","0","0","0","18","0","0","32008","0","100000","0","0","0"
"3","0","0","1","0","50","0","100801","1","2","0","0","120","0","0","0","11","0","0","31008","0","100000","0","0","0"
"0","0","0","1","0","10","0","100801","0","3","0","0","130","0","0","0","15","0","0","25001","0","100000","5","0","0"
"0","0","0","2","0","15","0","100801","0","3","0","0","260","0","0","0","15","0","0","25001","0","200000","10","0","0"
"0","0","0","3","0","20","0","100801","0","3","0","0","390","0","0","0","15","0","0","25001","0","400000","15","0","0"
"0","0","0","4","0","25","0","100801","0","3","0","0","520","0","0","0","15","0","0","25001","0","500000","20","0","0"
"2","0","0","5","0","30","0","100801","1","3","0","0","650","0","0","0","15","0","0","25001","0","600000","25","1","0"
"5","0","0","1","0","50","0","100901","1","1","0","0","360","0","0","0","18","0","0","32009","0","100000","10","0","0"
"3","0","0","1","0","50","0","100901","1","2","0","0","180","0","0","0","11","0","0","31009","0","100000","10","0","0"
"0","0","0","1","0","10","0","100901","0","3","0","0","180","0","0","0","15","0","0","25001","0","100000","10","0","0"
"0","0","0","2","0","15","0","100901","0","3","0","0","360","0","0","0","15","0","0","25001","0","200000","20","0","0"
"0","0","0","3","0","20","0","100901","0","3","0","0","540","0","0","0","15","0","0","25001","0","400000","20","0","0"
"0","0","0","4","0","25","0","100901","0","3","0","0","720","0","0","0","15","0","0","25001","0","500000","30","0","0"
"2","0","0","5","0","30","0","100901","1","3","0","0","900","0","0","0","15","0","0","25001","0","600000","50","0","0"
"0","0","0","1","0","50","10","101001","1","1","0","0","100","0","0","0","18","0","0","32010","0","100000","0","0","0"
"0","0","0","1","0","50","10","101001","1","2","0","0","60","0","0","0","11","0","0","31010","0","100000","0","0","0"
"0","0","0","1","0","10","0","101001","0","3","0","0","20","2","0","0","15","0","0","25001","0","100000","0","0","0"
"0","0","0","2","0","15","0","101001","0","3","0","0","40","4","0","0","15","0","0","25001","0","200000","0","0","0"
"0","0","0","3","0","20","0","101001","0","3","0","0","60","6","0","0","15","0","0","25001","0","400000","0","0","0"
"0","0","0","4","0","25","0","101001","0","3","0","0","80","8","0","0","15","0","0","25001","0","500000","0","0","0"
"0","0","0","5","0","30","10","101001","1","3","0","0","100","10","0","0","15","0","0","25001","0","600000","0","0","0"
"5","0","0","1","0","50","0","101101","1","1","0","0","0","0","0","0","18","0","0","32011","0","100000","0","0","160"
"3","0","0","1","0","50","0","101101","1","2","0","0","0","0","0","0","11","0","0","31011","0","100000","0","0","80"
"0","0","0","1","0","10","0","101101","0","3","0","0","0","0","0","0","15","0","0","25001","0","100000","0","0","100"
"0","0","0","2","0","15","0","101101","0","3","10","0","0","0","0","0","15","0","0","25001","0","200000","0","0","200"
"0","0","0","3","0","20","0","101101","0","3","20","0","0","0","0","0","15","0","0","25001","0","400000","0","0","300"
"0","0","0","4","0","25","0","101101","0","3","30","0","0","0","0","0","15","0","0","25001","0","500000","0","0","400"
"2","0","0","5","0","30","0","101101","1","3","40","2","0","0","0","0","15","0","0","25001","0","600000","0","0","500"
"3","0","0","1","0","50","0","101201","1","1","0","0","160","0","0","0","18","0","0","32012","0","100000","10","0","0"
"2","0","0","1","0","50","0","101201","1","2","0","0","80","0","0","0","11","0","0","31012","0","100000","5","0","0"
"0","0","0","1","0","10","0","101201","0","3","0","0","100","0","0","0","15","0","0","25001","0","100000","5","0","0"
"0","0","0","2","0","15","0","101201","0","3","0","0","200","0","0","0","15","0","0","25001","0","200000","10","0","0"
"0","0","0","3","0","20","0","101201","0","3","0","0","300","0","0","0","15","0","0","25001","0","400000","15","0","0"
"0","0","0","4","0","25","0","101201","0","3","0","0","400","0","0","0","15","0","0","25001","0","500000","20","0","0"
"0","0","0","5","0","30","0","101201","1","3","0","2","500","0","0","0","15","0","0","25001","0","600000","25","0","0"
"3","0","0","1","0","50","0","101301","1","1","0","0","160","0","0","0","18","0","0","32013","0","100000","10","0","0"
"2","0","0","1","0","50","0","101301","1","2","0","0","80","0","0","0","11","0","0","31013","0","100000","5","0","0"
"0","0","0","1","0","10","0","101301","0","3","0","0","85","0","0","0","15","0","0","25001","0","100000","5","0","0"
"0","0","0","2","0","15","0","101301","0","3","0","0","170","0","0","0","15","0","0","25001","0","200000","10","0","0"
"0","0","0","3","0","20","0","101301","0","3","0","0","255","0","0","0","15","0","0","25001","0","400000","15","0","0"
"0","0","0","4","0","25","0","101301","0","3","0","0","340","0","0","0","15","0","0","25001","0","500000","20","0","0"
"5","0","0","5","0","30","0","101301","1","3","0","2","425","0","0","0","15","0","0","25001","0","600000","25","0","0"
"0","0","0","1","0","50","0","101401","1","1","0","0","240","25","0","0","18","0","0","32014","0","100000","0","0","0"
"0","0","0","1","0","50","0","101401","1","2","0","0","120","0","0","25","11","0","0","31014","0","100000","0","0","0"
"0","0","0","1","0","10","0","101401","0","3","0","0","130","4","0","4","15","0","0","25001","0","100000","0","0","0"
"0","0","0","2","0","15","0","101401","0","3","0","0","260","8","0","8","15","0","0","25001","0","200000","0","0","0"
"0","0","0","3","0","20","0","101401","0","3","0","0","390","12","0","12","15","0","0","25001","0","400000","0","0","0"
"0","0","0","4","0","25","0","101401","0","3","0","0","520","16","0","16","15","0","0","25001","0","500000","0","0","0"
"0","0","0","5","0","30","0","101401","1","3","0","0","650","18","0","18","15","0","0","25001","0","600000","0","0","0"
"5","0","0","1","0","50","0","101501","1","1","0","0","160","0","0","0","18","0","0","32015","0","100000","0","0","0"
"3","0","0","1","0","50","0","101501","1","2","0","0","80","0","0","0","11","0","0","31015","0","100000","0","0","0"
"0","0","0","1","0","10","0","101501","0","3","0","0","100","0","0","0","15","0","0","25001","0","100000","0","0","0"
"0","0","0","2","0","15","0","101501","0","3","0","0","220","0","0","0","15","0","0","25001","0","200000","0","0","0"
"0","0","0","3","0","20","0","101501","0","3","0","0","330","0","0","0","15","0","0","25001","0","400000","0","0","0"
"0","0","0","4","0","25","0","101501","0","3","0","0","440","0","0","0","15","0","0","25001","0","500000","0","0","0"
"2","0","0","5","0","30","0","101501","1","3","0","0","550","0","0","0","15","0","0","25001","0","600000","0","0","0"
"5","0","0","1","0","50","0","101601","1","1","0","0","0","0","0","0","18","0","0","32016","0","100000","0","0","160"
"3","0","0","1","0","50","0","101601","1","2","0","0","0","0","0","0","11","0","0","31016","0","100000","0","0","80"
"0","0","0","1","0","10","0","101601","0","3","0","0","0","0","0","0","15","0","0","25001","0","100000","0","0","100"
"0","0","0","2","0","15","0","101601","0","3","0","0","0","0","0","0","15","0","0","25001","0","200000","0","0","220"
"0","0","0","3","0","20","0","101601","0","3","0","0","0","0","0","0","15","0","0","25001","0","400000","0","0","330"
"0","0","0","4","0","25","0","101601","0","3","0","0","0","0","0","0","15","0","0","25001","0","500000","0","0","440"
"2","0","0","5","0","30","0","101601","1","3","0","0","0","0","0","0","15","0","0","25001","0","600000","0","0","550"
"5","0","0","1","0","50","0","101701","1","1","0","0","0","0","0","0","18","0","0","32017","0","100000","0","0","160"
"3","0","0","1","0","50","0","101701","1","2","0","0","0","0","0","0","11","0","0","31017","0","100000","0","0","80"
"0","0","0","1","0","10","0","101701","0","3","0","0","0","0","0","0","15","0","0","25001","0","100000","0","0","100"
"0","0","0","2","0","15","0","101701","0","3","0","0","0","0","0","0","15","0","0","25001","0","200000","0","0","220"
"0","0","0","3","0","20","0","101701","0","3","0","0","0","0","0","0","15","0","0","25001","0","400000","0","0","330"
"0","0","0","4","0","25","0","101701","0","3","0","0","0","0","0","0","15","0","0","25001","0","500000","0","0","440"
"2","0","0","5","0","30","0","101701","1","3","0","2","0","0","0","0","15","0","0","25001","0","600000","0","0","500"
"0","0","0","1","0","50","0","101801","1","1","0","0","100","5","0","5","18","0","0","32018","0","100000","0","0","0"
"0","0","0","1","0","50","0","101801","1","2","0","0","60","1","0","2","11","170","0","31018","0","100000","0","0","0"
"0","0","0","1","0","10","0","101801","0","3","0","0","20","1","0","1","15","0","0","25001","0","100000","0","0","0"
"0","0","0","2","0","15","0","101801","0","3","0","0","40","2","0","2","15","0","0","25001","0","200000","0","0","0"
"0","0","0","3","0","20","0","101801","0","3","0","0","60","3","0","3","15","0","0","25001","0","400000","0","0","0"
"0","0","0","4","0","25","0","101801","0","3","0","0","80","4","0","4","15","0","0","25001","0","500000","0","0","0"
"2","0","0","5","0","30","0","101801","1","3","0","0","100","6","0","7","15","0","0","25001","0","600000","0","0","0"
"0","0","0","0","0","0","0","101901","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","101901","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","101901","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5","0","0","1","0","50","0","102001","1","1","30","0","0","0","0","0","18","0","0","32020","0","100000","0","0","160"
"3","0","0","1","0","50","0","102001","1","2","15","0","0","0","0","0","11","0","0","31020","0","100000","0","0","120"
"0","0","0","1","0","10","0","102001","0","3","0","0","0","0","0","0","15","0","0","25001","0","100000","0","0","100"
"0","0","0","2","0","15","0","102001","0","3","10","0","0","0","0","0","15","0","0","25001","0","200000","0","0","200"
"0","0","0","3","0","20","0","102001","0","3","20","0","0","0","0","0","15","0","0","25001","0","400000","0","0","300"
"0","0","0","4","0","25","0","102001","0","3","30","0","0","0","0","0","15","0","0","25001","0","500000","0","0","400"
"2","0","0","5","0","30","0","102001","1","3","50","0","0","0","10","0","15","0","0","25001","0","600000","0","0","450"
"5","0","0","1","0","50","0","102101","1","1","0","0","0","0","0","0","18","0","0","32021","0","100000","0","0","95"
"5","0","0","1","0","50","0","102101","1","2","0","0","0","0","0","0","11","0","0","31021","0","100000","0","0","55"
"0","0","0","1","0","10","0","102101","0","3","0","0","0","4","0","3","15","0","0","25001","0","100000","0","0","0"
"0","0","0","2","0","15","0","102101","0","3","0","0","0","8","0","6","15","0","0","25001","0","200000","0","0","10"
"0","0","0","3","0","20","0","102101","0","3","0","0","0","12","0","9","15","0","0","25001","0","400000","0","0","20"
"0","0","0","4","0","25","0","102101","0","3","0","0","0","16","0","12","15","0","0","25001","0","500000","0","0","30"
"0","0","0","5","0","30","0","102101","1","3","0","0","0","20","15","15","15","0","0","25001","0","600000","0","0","40"
"3","0","0","1","0","50","0","102201","1","1","0","0","160","0","0","0","18","0","0","32022","0","100000","10","0","0"
"2","0","0","1","0","50","0","102201","1","2","0","0","80","0","0","0","11","0","0","31022","0","100000","5","0","0"
"0","0","0","1","0","10","0","102201","0","3","0","0","90","0","0","0","15","0","0","25001","0","100000","0","0","0"
"0","0","0","2","0","15","0","102201","0","3","0","0","180","0","0","0","15","0","0","25001","0","200000","5","0","0"
"0","0","0","3","0","20","0","102201","0","3","0","0","270","0","0","0","15","0","0","25001","0","400000","10","0","0"
"0","0","0","4","0","25","0","102201","0","3","0","0","360","0","0","0","15","0","0","25001","0","500000","15","0","0"
"5","0","0","5","0","30","0","102201","1","3","0","0","450","0","0","0","15","0","0","25001","0","600000","20","0","0"
"5","0","0","1","0","50","0","102301","1","1","0","0","0","0","0","5","18","0","0","32023","0","100000","0","0","100"
"5","0","0","1","0","50","0","102301","1","2","0","0","0","5","0","0","11","0","0","31023","0","100000","0","0","0"
"0","0","0","1","0","10","0","102301","0","3","0","0","0","5","0","5","15","0","0","25001","0","100000","0","0","0"
"0","0","0","2","0","15","0","102301","0","3","0","0","0","10","0","10","15","0","0","25001","0","200000","0","0","0"
"0","0","0","3","0","20","0","102301","0","3","0","0","0","15","0","15","15","0","0","25001","0","400000","0","0","0"
"0","0","0","4","0","25","0","102301","0","3","0","0","0","20","0","20","15","0","0","25001","0","500000","0","0","0"
"0","0","0","5","0","30","0","102301","1","3","0","0","0","25","0","25","15","0","0","25001","0","600000","0","0","0"
"0","0","0","0","0","0","0","102401","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","102401","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","102401","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","0","0","1","0","50","0","102501","1","1","0","0","160","0","0","0","18","0","0","32025","0","100000","10","0","0"
"2","0","0","1","0","50","0","102501","1","2","0","0","80","0","0","0","11","0","0","31025","0","100000","5","0","0"
"0","0","0","1","0","10","0","102501","0","3","0","0","100","0","0","0","15","0","0","25001","0","100000","5","0","0"
"0","0","0","2","0","15","0","102501","0","3","0","0","200","0","0","0","15","0","0","25001","0","200000","10","0","0"
"0","0","0","3","0","20","0","102501","0","3","0","0","300","0","0","0","15","0","0","25001","0","400000","15","0","0"
"0","0","0","4","0","25","0","102501","0","3","0","0","400","0","0","0","15","0","0","25001","0","500000","20","0","0"
"0","0","0","5","0","30","0","102501","1","3","0","2","500","0","0","0","15","0","0","25001","0","600000","25","0","0"
"5","0","0","1","0","50","10","102601","1","1","0","0","0","0","0","0","18","0","0","32026","0","100000","0","0","200"
"3","0","0","1","0","50","10","102601","1","2","0","0","0","0","0","0","11","0","0","31026","0","100000","0","0","100"
"0","0","0","1","0","10","0","102601","0","3","0","0","0","0","0","2","15","0","0","25001","0","100000","0","0","50"
"0","0","0","2","0","15","0","102601","0","3","0","0","0","0","0","4","15","0","0","25001","0","200000","0","0","100"
"0","0","0","3","0","20","0","102601","0","3","0","0","0","0","0","6","15","0","0","25001","0","400000","0","0","150"
"0","0","0","4","0","25","0","102601","0","3","0","0","0","0","0","8","15","0","0","25001","0","500000","0","0","200"
"2","0","0","5","0","30","10","102601","1","3","0","0","0","0","0","10","15","0","0","25001","0","600000","0","0","250"
"0","0","0","1","0","50","0","102701","1","1","100","0","0","0","0","0","18","0","0","32027","0","100000","0","0","200"
"3","0","0","1","0","50","0","102701","1","2","0","0","0","0","0","0","11","0","0","31027","0","100000","0","0","80"
"0","0","0","1","0","10","0","102701","0","3","0","0","0","0","0","0","15","0","0","25001","0","100000","0","0","100"
"0","0","0","2","0","15","0","102701","0","3","10","0","0","0","0","0","15","0","0","25001","0","200000","0","0","200"
"0","0","0","3","0","20","0","102701","0","3","20","0","0","0","0","0","15","0","0","25001","0","400000","0","0","300"
"0","0","0","4","0","25","0","102701","0","3","30","0","0","0","0","0","15","0","0","25001","0","500000","0","0","400"
"2","0","0","5","0","30","0","102701","1","3","40","2","0","0","0","0","15","0","0","25001","0","600000","0","0","500"
"5","0","0","1","0","50","0","102801","1","1","0","0","0","5","0","5","18","1500","0","32028","0","100000","0","0","0"
"0","0","0","1","0","50","0","102801","1","2","0","0","0","10","0","10","11","1000","0","31028","0","100000","0","0","0"
"0","0","0","1","0","10","0","102801","0","3","0","0","0","0","0","0","15","0","0","25001","0","100000","0","0","100"
"0","0","0","2","0","15","0","102801","0","3","0","0","0","0","0","0","15","0","0","25001","0","200000","0","0","200"
"0","0","0","3","0","20","0","102801","0","3","0","0","0","0","0","0","15","0","0","25001","0","400000","0","0","300"
"0","0","0","4","0","25","0","102801","0","3","0","0","0","0","0","0","15","0","0","25001","0","500000","0","0","400"
"5","0","0","5","0","30","0","102801","1","3","0","2","0","0","0","0","15","0","0","25001","0","600000","0","0","500"
"0","0","0","1","0","50","0","102901","1","1","0","0","0","7","0","7","18","1500","0","32029","0","100000","0","0","0"
"0","0","0","1","0","50","0","102901","1","2","0","0","0","10","0","10","11","1000","0","31029","0","100000","0","0","0"
"0","0","0","1","0","10","0","102901","0","3","0","0","0","4","0","4","15","0","0","25001","0","100000","0","0","0"
"0","0","0","2","0","15","0","102901","0","3","0","0","0","8","0","8","15","0","0","25001","0","200000","0","0","0"
"0","0","0","3","0","20","0","102901","0","3","0","0","0","12","0","12","15","0","0","25001","0","400000","0","0","0"
"0","0","0","4","0","25","0","102901","0","3","0","0","0","16","0","16","15","0","0","25001","0","500000","0","0","0"
"5","0","0","5","0","30","0","102901","1","3","0","0","0","20","20","20","15","0","0","25001","0","600000","0","0","0"
"5","0","0","1","0","50","0","103001","1","1","30","0","0","0","0","0","18","0","0","32030","0","100000","0","0","160"
"3","0","0","1","0","50","0","103001","1","2","15","0","0","0","0","0","11","0","0","31030","0","100000","0","0","120"
"0","0","0","1","0","10","0","103001","0","3","0","0","0","0","0","0","15","0","0","25001","0","100000","0","0","100"
"0","0","0","2","0","15","0","103001","0","3","10","0","0","0","0","0","15","0","0","25001","0","200000","0","0","200"
"0","0","0","3","0","20","0","103001","0","3","20","0","0","0","0","0","15","0","0","25001","0","400000","0","0","300"
"0","0","0","4","0","25","0","103001","0","3","30","0","0","0","0","0","15","0","0","25001","0","500000","0","0","400"
"2","0","0","5","0","30","0","103001","1","3","40","0","0","0","15","0","15","0","0","25001","0","600000","0","0","450"
"5","0","0","1","0","50","0","103101","1","1","0","0","0","5","0","5","18","1500","0","32031","0","100000","0","0","0"
"0","0","0","1","0","50","0","103101","1","2","0","0","0","10","0","10","11","1000","0","31031","0","100000","0","0","0"
"0","0","0","1","0","10","0","103101","0","3","0","0","0","0","0","0","15","0","0","25001","0","100000","0","0","100"
"0","0","0","2","0","15","0","103101","0","3","0","0","0","0","0","0","15","0","0","25001","0","200000","0","0","200"
"0","0","0","3","0","20","0","103101","0","3","0","0","0","0","0","0","15","0","0","25001","0","400000","0","0","300"
"0","0","0","4","0","25","0","103101","0","3","0","0","0","0","0","0","15","0","0","25001","0","500000","0","0","400"
"5","0","0","5","0","30","0","103101","1","3","0","2","0","0","0","0","15","0","0","25001","0","600000","0","0","500"
"0","0","0","1","0","50","0","103201","1","1","0","0","0","15","0","15","18","0","0","32032","0","100000","0","0","160"
"3","0","0","1","0","50","0","103201","1","2","0","0","0","10","0","10","11","0","0","31032","0","100000","0","0","80"
"0","0","0","1","0","10","0","103201","0","3","0","0","0","0","0","0","15","0","0","25001","0","100000","0","0","110"
"0","0","0","2","0","15","0","103201","0","3","0","0","0","0","0","0","15","0","0","25001","0","200000","0","0","220"
"0","0","0","3","0","20","0","103201","0","3","0","0","0","0","0","0","15","0","0","25001","0","400000","0","0","330"
