9da0b7493f7a9300b1919f9b886814e4968bdafab835118098487e037b009ec4,a8892347f77c18955ec2b50c4113edf899f2c8e40c3c3e8a70a665f68d392216,af2f74e8ed49ae7e66f4da42139c30532df4a4ef388b5542479d0e3d6b35fbe1,8fdcc5c324c01e0050c16242ca89bfd83d999bc595d1b89d7375fba19958fc3d,3de0c8dbdb4f26da49815961a103984306b7678a7af598339edff43a39ff8c1f,11d7d9f9fb4cb7c13801d621b82dd73e627c15b76b859f8b12354461a02c5894,a07ae0897b1a18a6f06550d14129c940429e9d48030c9166c01c3db98d21e563,24befdaf65dff1ba615fa9d5eba1955877afe5df7aa4da47c77d06ed2863c05f,6f2484f8a8f8b667de18be83f359d9f072e99925a74b00ea56f88a9138d474e8,4e64f5a3d7f09c460dd90b1782eef0ca46d347d8e88a056c595c707a373b55fa,a319dc0f6b77d7b446a7abfcaa6bd9e25d3ff4723ff91eb8fc5915f8abf80256,11167c2ae552841a5ddb53a2d36185206abb9fcf68ab0edbf3cfc12e350c380b,5532c774ae905bcc934a7daa5ccddab8ed9a7e8f663316a2fe6fdb01088c4702,a5ef8dde84b93125f146fdbc75c1f3a21c488390fef14e0cc3b8bb9e97d8ba3f
"10046","1","0","24","1","0","2020/07/31 12:00:00","192501","2030/12/17 14:59:59","贏了！","","24011","502","0"
"10046","1","0","24","1","0","2020/07/31 12:00:00","192501","2030/12/17 14:59:59","感覺不錯！","","24012","503","0"
"10046","6","0","24","2","5.33","2020/07/31 12:00:00","113501","2030/12/17 14:59:59","哎呀～該不會我\n不小心贏了嗎？\n可能是因為我有\n看著大家練習吧～","美里","24013","111","0"
"10046","1","0","24","2","6.85","2020/07/31 12:00:00","113501","2030/12/17 14:59:59","老師想幫上大家的忙，\n所以也努力試試看了～！\n看來似乎有順利丟出去，\n太好了～！","美里","24014","112","0"
"10046","1","0","24","2","3","2020/07/31 12:00:00","113501","2030/12/17 14:59:59","練習辛苦了～！\n老師也很高興\n能夠幫上忙喔～♪\n接下來也一起努力加油吧～！","美里","24015","113","0"
"10046","1","0","24","2","6.11","2020/07/31 12:00:00","192401","2030/12/17 14:59:59","看來練習得還不夠啊，\n我甚至沒有\n拿出真本事投呢，\n再練一次！","大地","24016","611","0"
"10046","1","0","24","2","6.75","2020/07/31 12:00:00","192401","2030/12/17 14:59:59","哼，這是理所當然的結果。\n我的球才不會讓任何人打到！\n要是還想繼續打，\n我就奉陪到底！","大地","24017","612","0"
"10046","2","0","24","2","0","2020/07/31 12:00:00","192401","2030/12/17 14:59:59","很好！\n就以這股氣勢，朝全國前進吧！\n看我用三振解決掉所有對手！","大地","24018","613","0"
"10046","2","0","24","1","4.52","2020/07/31 12:00:00","113401","2030/12/17 14:59:59","閃亮亮☆\n初音大勝利喲～！\n為了讓大家能更加進步，\n我也會繼續努力下去的！","初音","24019","211","0"
"10046","2","0","24","1","3.89","2020/07/31 12:00:00","113401","2030/12/17 14:59:59","好耶！我贏了！\n不管是啦啦隊還是投手，\n都交給我初音吧！","初音","24020","212","0"
"10046","1","0","24","2","13.49","2020/07/31 12:00:00","113401","2030/12/17 14:59:59","很好～就像這樣繼續\n努力吧……雖然是這麼想，\n但因為用了超能力……\n我開始想睡了……呼嚕……","初音","24021","213","0"
"10046","1","0","24","2","3.17","2020/07/31 12:00:00","106501","2030/12/17 14:59:59","真是場好比賽！\n我太熱血沸騰，\n不小心就用全力丟球了。","嘉夜","24022","311","0"
"10046","1","0","24","2","4.42","2020/07/31 12:00:00","106501","2030/12/17 14:59:59","如何？\n老娘的球很熾熱吧！\n不過，你們的鬥志\n也是挺不錯的喔。","嘉夜","24023","312","0"
"10046","6","0","24","1","2.89","2020/07/31 12:00:00","106501","2030/12/17 14:59:59","什麼嘛，就這點程度而已嗎？\n我還完全沒投個夠呢，\n再繼續比下去吧！","嘉夜","24024","313","0"
"10046","4","0","24","3","3.71","2020/07/31 12:00:00","102301","2030/12/17 14:59:59","差一點點了說～！\n下次我一定會跟噗吉一起\n贏給你們看的！","綾音","24025","421","0"
"10046","2","0","24","1","5.1","2020/07/31 12:00:00","192201","2030/12/17 14:59:59","真是一場好比賽呢！\n不過果然還是好不甘心……\n我會再多做練習，\n下次絕對會是我贏！","旭","24026","721","0"
"10046","1","0","24","3","4.34","2020/07/31 12:00:00","192301","2030/12/17 14:59:59","嘖……還差一步啊。\n下次我一定會贏的，\n做好心理準備吧。","社員3","24027","821","0"
"10046","1","0","24","1","0","2020/07/31 12:00:00","192501","2030/12/17 14:59:59","真是一場好比賽，\n下次再比一次吧。","","24028","521","0"
"10046","1","0","24","2","5.62","2020/07/31 12:00:00","113501","2030/12/17 14:59:59","做得非常好喔～♪\n看你這麼努力，老師很開心，\n今後也為了比賽，\n一起繼續練習下去吧～","美里","24029","101","-360"
"10046","1","0","24","2","9.58","2020/07/31 12:00:00","113501","2030/12/17 14:59:59","這是你努力的成果呢～！\n照這樣繼續練習下去，\n應該會獲得更棒的成績吧。\n我很期待喔～！","美里","24030","102","-360"
"10046","2","0","24","2","0","2020/07/31 12:00:00","113501","2030/12/17 14:59:59","好孩子，好孩子～♪\n你這麼認真努力，\n我要好～好誇獎一番。","美里","24031","103","-360"
"10046","2","0","24","1","9.13","2020/07/31 12:00:00","113501","2030/12/17 14:59:59","朝著夢想前進了一步呢。\n照這個步調，一起實現夢想吧。\n目標是全國大賽～！","美里","24032","104","-360"
"10046","1","0","24","2","8.27","2020/07/31 12:00:00","113501","2030/12/17 14:59:59","狀態很好呢～♪\n你比賽時一定也會\n大有活躍的。\n我很期待喔～！","美里","24033","105","-360"
