3c917e0b249e0ac73a6eb984a2d6feb236ab3f0b6a8c14a65ed136f4de743aa9,301a2091226176b3f0d5261acf5b97a3e6b9f80a0e17461af923adc155c9537b,70f46b9e284792d4fd5e998a4dfae08cad0ea6021098c093ccc511f121bca297,f7409afc6bf6cf095fe2cd2a855b144dddba51efd3f235667faf192842868c8f,d576353cf4480d86474c64beb170e56d2166933e44b6767bc3f11047799c1fd3,66022ad849a12ea755dc27479bfab8a2f014b9228a9be8aaa19ed9e699f03e49,082513fa8cc833be23315e8bd81168079a3a1d4097238ca9f2d8c020e435879f,77cf10bb1e360cfe2373e73cca46328f14fbf284b0af0d332d0c2973959017b1,4fb2c1d13467fb2debe0eef44f554df6da4fe1a98c70ef113d8b08a960e5630e,dbab07d31398b999fa864c26e6f2ea41cfa9c635ad278b4c427bfe44cba086c6,ecb73b3d39b42b139b7863eb682d336e3e5261c9d74b3170b81b63163cd27961,de6bf5ba9dddb88a88aaa3fe644bc9f2d9a3a9adb0482fcd4cf8039544b0ff67,ed78057bda63fb5c4838d8eb0072aef9ed38b32ef83be606441a84e98c744dd6
"-5","20012","0","0","402","0","0","2019/07/17 16:00:00","0","10012","2030/04/19 15:00:00","1","2021/06/25 16:00:00"
"-5","20013","0","0","22","0","0","2019/08/01 16:00:00","0","10013","2030/04/19 15:00:00","1,9","2021/07/26 16:00:00"
"-8","20014","0","0","2174","0","0","2019/09/03 16:00:00","0","10015","2030/04/19 15:00:00","1","2021/08/26 16:00:00"
"3","20015","0","0","2222","0","0","2019/11/01 16:00:00","0","10019","2030/04/19 15:00:00","1,10","2021/09/24 16:00:00"
"0","20016","0","0","6040","0","0","2019/12/02 16:00:00","0","10021","2030/04/19 15:00:00","1,11","2021/10/26 16:00:00"
"-4","20017","0","0","6481","0","0","2020/01/02 16:00:00","0","10023","2030/04/19 15:00:00","1","2021/11/25 15:00:00"
"0","20018","0","0","8134","0","0","2020/02/04 16:00:00","0","10025","2030/04/19 15:00:00","1,12","2021/12/24 16:00:00"
"-2","20019","0","0","3420","0","0","2020/03/02 16:00:00","0","10027","2030/04/19 15:00:00","1","2022/01/26 16:00:00"
"-5","20020","0","0","5283","0","0","2020/04/01 16:00:00","0","10029","2030/04/19 15:00:00","1,13","2022/02/22 16:00:00"
"-4","20021","0","0","1311","0","0","2020/05/05 16:00:00","0","10031","2030/04/19 15:00:00","1,14","2022/03/25 16:00:00"
"-7","20022","0","0","6055","0","0","2020/06/03 16:00:00","0","10033","2030/04/19 15:00:00","1,15","2022/04/25 16:00:00"
"-5","20023","0","0","2022","0","0","2020/07/02 16:00:00","0","10038","2030/04/19 15:00:00","1","2022/05/25 16:00:00"
"-10","20024","0","0","6011","0","0","2020/08/03 16:00:00","0","10040","2030/04/19 15:00:00","1","2022/06/24 16:00:00"
"-5","20025","0","0","5221","0","0","2020/09/04 16:00:00","0","10042","2030/04/19 15:00:00","1,16","2022/07/26 16:00:00"
"10","20026","0","0","3040","0","0","2020/11/02 16:00:00","0","10044","2030/04/19 15:00:00","1,17","2022/08/26 16:00:00"
"10","20027","0","0","6120","0","0","2020/12/04 16:00:00","0","10046","2030/04/19 15:00:00","1,18","2022/09/23 16:00:00"
"-5","20028","0","0","5033","0","0","2020/12/31 16:00:00","0","10048","2030/04/19 15:00:00","1","2022/10/26 16:00:00"
"0","20029","0","0","5151","0","0","2021/02/01 16:00:00","0","10050","2030/04/19 15:00:00","1,19","2022/11/25 16:00:00"
"-8","20030","0","0","6056","0","0","2021/03/02 16:00:00","0","10052","2030/04/19 15:00:00","1","2022/12/25 16:00:00"
"0","20031","0","0","3351","0","0","2021/04/01 16:00:00","0","10054","2030/04/19 15:00:00","1,20","2023/01/24 16:00:00"
"0","20032","0","0","2191","0","0","2021/05/04 16:00:00","0","10056","2030/04/19 15:00:00","1,21","2023/02/23 16:00:00"
"0","20033","0","0","1122","0","0","2021/06/02 16:00:00","0","10058","2030/04/19 15:00:00","1,22","2023/03/24 16:00:00"
"0","20034","0","0","1123","0","20033","2021/06/12 16:00:00","0","10059","2030/04/19 15:00:00","1,22","2023/03/24 16:00:00"
"12","20035","0","0","2194","0","0","2021/07/05 16:00:00","0","10061","2030/04/19 15:00:00","1,23","2023/04/25 16:00:00"
"0","20036","0","0","5010","0","0","2021/08/02 16:00:00","0","10064","2030/04/19 15:00:00","1","2023/05/26 16:00:00"
"0","20037","0","0","144","0","0","2021/09/01 16:00:00","0","10066","2030/04/19 15:00:00","1","2023/06/26 16:00:00"
"0","20038","0","0","121","0","0","2021/10/01 16:00:00","0","10068","2030/04/19 15:00:00","1,24","2023/07/26 16:00:00"
"0","20039","0","0","394","0","0","2021/11/01 16:00:00","0","10070","2030/04/19 15:00:00","1","2023/08/25 16:00:00"
"0","20040","0","0","1082","0","0","2021/12/02 16:00:00","0","10072","2030/04/19 15:00:00","1,25","2023/09/25 16:00:00"
"0","20041","0","0","181","0","0","2022/01/03 16:00:00","0","10074","2030/04/19 15:00:00","1","2023/10/25 16:00:00"
"0","20042","0","0","5084","0","0","2022/02/01 16:00:00","0","10076","2030/04/19 15:00:00","1,26","2023/11/24 16:00:00"
"0","20043","0","0","6054","0","0","2022/03/01 16:00:00","0","10078","2030/04/19 15:00:00","1","2023/12/26 16:00:00"
"0","20044","0","0","6381","0","0","2022/04/01 16:00:00","0","10080","2030/04/19 15:00:00","1,27","2024/01/26 16:00:00"
"0","20045","0","0","2193","0","0","2022/05/02 16:00:00","0","10082","2030/04/19 15:00:00","1,28","2024/02/23 16:00:00"
"0","20046","0","0","8163","0","0","2022/06/01 16:00:00","0","10084","2030/04/19 15:00:00","1","2024/03/26 16:00:00"
"0","20047","0","0","8164","0","20046","2022/06/08 16:00:00","0","10085","2030/04/19 15:00:00","1,29","2024/03/26 16:00:00"
"0","20048","0","0","2201","0","0","2022/07/01 16:00:00","0","10088","2030/04/19 15:00:00","1","2024/04/25 16:00:00"
"0","20049","0","0","430","0","0","2022/08/01 16:00:00","0","10090","2030/04/19 15:00:00","1","2024/05/26 16:00:00"
"0","20050","0","0","351","0","0","2022/09/01 16:00:00","0","10092","2030/04/19 15:00:00","1","2024/07/26 16:00:00"
"0","20051","0","0","392","0","0","2022/10/02 16:00:00","0","10094","2030/04/19 15:00:00","1,30","2024/08/26 16:00:00"
"0","20052","0","0","3402","0","0","2022/11/01 16:00:00","0","10096","2030/04/19 15:00:00","1,31","2024/10/26 16:00:00"
"0","20053","0","0","8132","0","0","2022/12/01 16:00:00","0","10098","2030/04/19 15:00:00","1,32","2024/11/26 16:00:00"
"0","20054","0","0","6057","0","0","2023/01/02 16:00:00","0","10100","2030/04/19 15:00:00","1","2024/12/26 16:00:00"
"0","20055","0","0","5200","0","0","2023/02/01 16:00:00","0","10102","2030/04/19 15:00:00","1,33","2025/01/26 16:00:00"
"0","20056","0","0","3479","0","0","2023/03/01 16:00:00","0","10104","2030/04/19 15:00:00","1","2025/02/26 16:00:00"
"0","20057","0","0","5033","0","0","2023/04/01 16:00:00","0","10106","2030/04/19 15:00:00","1,34","2025/03/26 16:00:00"
"-10","20058","0","0","7213","0","0","2023/05/01 16:00:00","0","10108","2030/04/19 15:00:00","1,35","2025/04/26 16:00:00"
"-10","20059","0","0","8153","0","0","2023/06/01 16:00:00","0","10110","2030/04/19 15:00:00","1,36","2025/05/26 16:00:00"
"-10","20060","0","0","8154","0","20059","2023/06/08 16:00:00","0","10111","2030/04/19 15:00:00","1,36","2025/05/26 16:00:00"
"-10","20061","0","0","4314","0","0","2023/07/02 16:00:00","0","10114","2030/04/19 15:00:00","1","2025/06/26 16:00:00"
"-10","20062","0","0","3301","0","0","2023/08/01 16:00:00","0","10116","2030/04/19 15:00:00","1","2025/07/26 16:00:00"
"10","20063","0","0","1443","0","0","2023/09/01 16:00:00","0","10118","2030/04/19 15:00:00","1,37","2025/08/26 16:00:00"
"0","20064","0","0","202","0","0","2023/10/01 16:00:00","0","10120","2030/04/19 15:00:00","1","2025/09/26 16:00:00"
