49f751236310f09eaa933c9cd2267c63292a7138e4d5f0d43ba2b5d7503aa79d,0643173c2e4620d1061c6ae4999654ef576a27fe898c441aa0800585b02d098a,8c964d5878deb4829c4ae729eb43a256eb7f2e607faff9c159385754293c5ba3,c988e547b0301acedfc020f79d535cfa9a9991bb996b740f554cce2ef1a21b6f,3069b105d0301224cbcd1ab5a524d5dbb93f32a88d66ff0bbcb7fbfffbf22a93,0848bfd382311b669c03d1f11cba1fe2047afe4a1748e47e5c9f24458a38327d,dfc61dfc82920db9eb46a1fea1c15f10e9550447841278f8026e7661ea265b5c,ae7cd25975d94b39159549bc24691eaac99812daf565cb3b577a809da185cfec
"2","嘿嘿～！是「{0}」！","sugoyomi_damage_055,sugoyomi_damage_056,sugoyomi_damage_057,sugoyomi_damage_058","ENEMY_SELECT_GREAT2","srt_dragon_react_1,srt_dragon_idle","","srt_kaya_select_1,srt_kaya_waiting","srt_inori_react_1,srt_inori_idle"
"-1","","","ENEMY_SELECT_WAIT","","","",""
"1","嘉夜夜，最後那是「鼻音」啊……","out_071","ENEMY_SELECT_N","","","srt_kaya_shock",""
"1","「{0}」嗎？\n接著是由「{1}」韻所開頭的詞呢。","","PLAYER_TURN1","srt_dragon_thinking","","srt_kaya_waiting","srt_inori_thinking"
"1","「{0}」嗎？\n嗯――，由「{1}」韻當開頭的詞有……","","PLAYER_TURN2","srt_dragon_thinking","","srt_kaya_waiting","srt_inori_thinking"
"1","原來如此，是「{0}」呢。\n唔呣，由「{1}」韻作為開頭的詞有……","","PLAYER_TURN3","srt_dragon_thinking","","srt_kaya_waiting","srt_inori_thinking"
"1","哎呀，是「{0}」嗎？\n「{1}」這個韻有點特別，只要是\n「ㄓ、ㄔ、ㄕ、ㄖ、ㄗ、ㄘ、ㄙ」這幾個單音，\n都可以用來接「{1}」韻所開頭的詞呢。","","PLAYER_TURN_TW1","srt_dragon_thinking","","srt_kaya_waiting","srt_inori_thinking"
"1","哇啊，是「{0}」嗎？\n如果是「{1}」這個韻的話，像是\n「ㄓ、ㄔ、ㄕ、ㄖ、ㄗ、ㄘ、ㄙ」這幾個單音，\n跟「{1}」這個韻也是可以接上的喔！所以……","","PLAYER_TURN_TW2","srt_dragon_thinking","","srt_kaya_waiting","srt_inori_thinking"
"1","原來是「{0}」嗎？\n「{1}」這個韻可以接其他的注音，例如\n「ㄓ、ㄔ、ㄕ、ㄖ、ㄗ、ㄘ、ㄙ」這幾個發音，\n唔呣，所以我要選的詞應該是……","","PLAYER_TURN_TW3","srt_dragon_thinking","","srt_kaya_waiting","srt_inori_thinking"
"1","","sugoyomi_cutin_049,sugoyomi_cutin_051,sugoyomi_cutin_053","PLAYER_CUTIN_GREAT","","","",""
"1","","sugoyomi_cutin_050,sugoyomi_cutin_052","PLAYER_CUTIN_PRICONNE","","","",""
"1","「{0}」！","correct_028-correct_029,correct_032/correct_033-boss_emote_067-correct_034,correct_037-correct_038","PLAYER_SELECT1","srt_dragon_select_1,srt_dragon_idle","","srt_kaya_react_1,srt_kaya_waiting","srt_inori_select_1,srt_inori_idle"
"1","是「{0}」呀！","correct_030-correct_031,correct_035-correct_036","PLAYER_SELECT2","srt_dragon_select_2,srt_dragon_idle","","srt_kaya_react_2,srt_kaya_waiting","srt_inori_select_2,srt_inori_idle"
"1","「{0}」這個詞如何！","correct_028-correct_029,correct_032/correct_033-boss_emote_067-correct_034,correct_037-correct_038","PLAYER_SELECT_GREAT1","srt_dragon_select_1,srt_dragon_idle","","srt_kaya_react_1,srt_kaya_waiting","srt_inori_select_1,srt_inori_idle"
"1","哼哼～♪「{0}」！","correct_030-correct_031,correct_035-correct_036","PLAYER_SELECT_GREAT2","srt_dragon_select_2,srt_dragon_idle","","srt_kaya_react_2,srt_kaya_waiting","srt_inori_select_2,srt_inori_idle"
"1","呵呵呵，那就是\n「{0}」了！","correct_028-correct_029,correct_032/correct_033-boss_emote_067-correct_034,correct_037-correct_038","PLAYER_SELECT_PRECONNE1","srt_dragon_select_1,srt_dragon_idle","","srt_kaya_react_1,srt_kaya_waiting","srt_inori_select_1,srt_inori_idle"
"1","腦中靈光一閃！\n是「{0}」呀！","correct_030-correct_031,correct_035-correct_036","PLAYER_SELECT_PRECONNE2","srt_dragon_select_2,srt_dragon_idle","","srt_kaya_react_2,srt_kaya_waiting","srt_inori_select_2,srt_inori_idle"
"-1","","","PLAYER_SELECT_WAIT","","","",""
"1","哇嗚！我、我搞錯了……","mistake_039-mistake_040,mistake_041-mistake_042,mistake_043-mistake_044,mistake_045-mistake_046","PLAYER_MISS","srt_dragon_miss,srt_dragon_thinking","","srt_kaya_react_3,srt_kaya_waiting","srt_inori_miss,srt_inori_thinking"
"2","喂喂，尾音是「鼻音」耶……","out_070","PLAYER_SELECT_N","","","srt_kaya_react_4","srt_inori_shock"
"1","我要積極進攻囉！","rush","INFEVER","srt_dragon_thinking","","srt_kaya_infever","srt_inori_thinking"
"1","「{0}」！","correct_028-correct_029,correct_037-correct_038","FEVER_SELECT1","srt_dragon_select_1","","","srt_inori_select_1"
"1","是「{0}」呀！","correct_030-correct_031,correct_035-correct_036","FEVER_SELECT2","srt_dragon_select_2","","","srt_inori_select_2"
"1","哇嗚！我、我搞錯了……","mistake_039-mistake_040,mistake_041-mistake_042,mistake_043-mistake_044,mistake_045-mistake_046,mistake_047-mistake_048","FEVER_MISS","srt_dragon_miss","","","srt_inori_miss"
"1","給我覺悟吧！","rush_attack","FEVER_DAMAGE","srt_dragon_fever_attack","","srt_kaya_fever_damage","srt_inori_fever_attack"
"1","是我贏了！！","win_005-win_006,win_012-win_013","WIN_HP","srt_dragon_win","","srt_kaya_lose","srt_inori_win_1"
"1","是我贏了！！","win_005-win_006,win_012-win_013","WIN_N","srt_dragon_win","","","srt_inori_win_1"
"1","嗚嗚……是我輸了……","lose_017,lose_019,lose_023","LOSE_MISS","srt_dragon_lose","","srt_kaya_win","srt_inori_lose"
"1","嗚嗚……是我輸了……","lose_017,lose_019,lose_023","LOSE_N","srt_dragon_miss","","",""
"1","時、時間到了嗎！？我太大意了…… ","lose_025/lose_026-boss_emote_068,lose_021","TIMEUP","srt_dragon_lose","","srt_kaya_win","srt_inori_lose"
"1","嗚嗚……是我輸了……\n沒想到還有「{0}」可以接……","lose_017,lose_019,lose_023","LOSE_MISS2","srt_dragon_lose","","srt_kaya_win","srt_inori_lose"
"1","嗚嗚……是我輸了……\n應該還有「{0}」這個詞可以用……","lose_017,lose_019,lose_023","LOSE_N2","srt_dragon_miss","","",""
"1","時、時間到了嗎！？我太大意了…… \n應該要選「{0}」這個詞才對……","lose_025/lose_026-boss_emote_068,lose_021","TIMEUP2","srt_dragon_lose","","srt_kaya_win","srt_inori_lose"
