0087e60eed01f94ec2652225b726432d2ac952ffdfc99659f8c75a9a0ebe47c7,74e49fc3cc20b55f632c94b7d2f6b128cf6bacd880c0e549f3b4b06baf8af6f6,d90dc916394388e331146cd624eb84f342bf5dab9f25fdb180bb9f5095aa40c8,02e8dc09f81d0abadaf9019db22abf43b188b864e7f8b49fc2e748979db58b23,e07fb443e2cca0bd44c4a1a19a2840c58f779dfd56dba2dd355860d2c51bd217,4ffb5f915a2afa35065e6dc294af032bc3d153cacd4d28ea523d1fbcbd2fc4c3
"1","10101041","對歐姆蛋附加<1>HP+41%","1","41","1"
"1","10101042","對歐姆蛋附加<1>HP+42%","1","42","1"
"1","10101043","對歐姆蛋附加<1>HP+43%","1","43","1"
"1","10101044","對歐姆蛋附加<1>HP+44%","1","44","1"
"1","10101045","對歐姆蛋附加<1>HP+45%","1","45","1"
"1","10101046","對歐姆蛋附加<1>HP+46%","1","46","1"
"1","10101047","對歐姆蛋附加<1>HP+47%","1","47","1"
"1","10101048","對歐姆蛋附加<1>HP+48%","1","48","1"
"1","10101049","對歐姆蛋附加<1>HP+49%","1","49","1"
"1","10101050","對歐姆蛋附加<1>HP+50%","1","50","1"
"1","10101051","對歐姆蛋附加<1>HP+51%","1","51","1"
"1","10101052","對歐姆蛋附加<1>HP+52%","1","52","1"
"1","10101053","對歐姆蛋附加<1>HP+53%","1","53","1"
"1","10101054","對歐姆蛋附加<1>HP+54%","1","54","1"
"1","10101055","對歐姆蛋附加<1>HP+55%","1","55","1"
"1","10101056","對歐姆蛋附加<1>HP+56%","1","56","1"
"1","10101057","對歐姆蛋附加<1>HP+57%","1","57","1"
"1","10101058","對歐姆蛋附加<1>HP+58%","1","58","1"
"1","10101059","對歐姆蛋附加<1>HP+59%","1","59","1"
"1","10101060","對歐姆蛋附加<1>HP+60%","1","60","1"
"1","10101061","對歐姆蛋附加<1>HP+61%","1","61","1"
"1","10101062","對歐姆蛋附加<1>HP+62%","1","62","1"
"1","10101063","對歐姆蛋附加<1>HP+63%","1","63","1"
"1","10101064","對歐姆蛋附加<1>HP+64%","1","64","1"
"1","10101065","對歐姆蛋附加<1>HP+65%","1","65","1"
"1","10101066","對歐姆蛋附加<1>HP+66%","1","66","1"
"1","10101067","對歐姆蛋附加<1>HP+67%","1","67","1"
"1","10101068","對歐姆蛋附加<1>HP+68%","1","68","1"
"1","10101069","對歐姆蛋附加<1>HP+69%","1","69","1"
"1","10101070","對歐姆蛋附加<1>HP+70%","1","70","1"
"1","10101071","對歐姆蛋附加<1>HP+71%","1","71","1"
"1","10101072","對歐姆蛋附加<1>HP+72%","1","72","1"
"1","10101073","對歐姆蛋附加<1>HP+73%","1","73","1"
"1","10101074","對歐姆蛋附加<1>HP+74%","1","74","1"
"1","10101075","對歐姆蛋附加<1>HP+75%","1","75","1"
"1","10101076","對歐姆蛋附加<1>HP+76%","1","76","1"
"1","10101077","對歐姆蛋附加<1>HP+77%","1","77","1"
"1","10101078","對歐姆蛋附加<1>HP+78%","1","78","1"
"1","10101079","對歐姆蛋附加<1>HP+79%","1","79","1"
"1","10101080","對歐姆蛋附加<1>HP+80%","1","80","1"
"1","10101081","對歐姆蛋附加<1>HP+81%","1","81","1"
"1","10101082","對歐姆蛋附加<1>HP+82%","1","82","1"
"1","10101083","對歐姆蛋附加<1>HP+83%","1","83","1"
"1","10101084","對歐姆蛋附加<1>HP+84%","1","84","1"
"1","10101085","對歐姆蛋附加<1>HP+85%","1","85","1"
"1","10101086","對歐姆蛋附加<1>HP+86%","1","86","1"
"1","10101087","對歐姆蛋附加<1>HP+87%","1","87","1"
"1","10101088","對歐姆蛋附加<1>HP+88%","1","88","1"
"1","10101089","對歐姆蛋附加<1>HP+89%","1","89","1"
"1","10101090","對歐姆蛋附加<1>HP+90%","1","90","1"
"1","10101091","對歐姆蛋附加<1>HP+91%","1","91","1"
"1","10101092","對歐姆蛋附加<1>HP+92%","1","92","1"
"1","10101093","對歐姆蛋附加<1>HP+93%","1","93","1"
"1","10101094","對歐姆蛋附加<1>HP+94%","1","94","1"
"1","10101095","對歐姆蛋附加<1>HP+95%","1","95","1"
"1","10101096","對歐姆蛋附加<1>HP+96%","1","96","1"
"1","10101097","對歐姆蛋附加<1>HP+97%","1","97","1"
"1","10101098","對歐姆蛋附加<1>HP+98%","1","98","1"
"1","10101099","對歐姆蛋附加<1>HP+99%","1","99","1"
"1","10101100","對歐姆蛋附加<1>HP+100%","1","100","1"
"1","10201010","對餃子附加<1>HP+10%","1","10","2"
"1","10201011","對餃子附加<1>HP+11%","1","11","2"
"1","10201012","對餃子附加<1>HP+12%","1","12","2"
"1","10201013","對餃子附加<1>HP+13%","1","13","2"
"1","10201014","對餃子附加<1>HP+14%","1","14","2"
"1","10201015","對餃子附加<1>HP+15%","1","15","2"
"1","10201016","對餃子附加<1>HP+16%","1","16","2"
"1","10201017","對餃子附加<1>HP+17%","1","17","2"
"1","10201018","對餃子附加<1>HP+18%","1","18","2"
"1","10201019","對餃子附加<1>HP+19%","1","19","2"
"1","10201020","對餃子附加<1>HP+20%","1","20","2"
"1","10201021","對餃子附加<1>HP+21%","1","21","2"
"1","10201022","對餃子附加<1>HP+22%","1","22","2"
"1","10201023","對餃子附加<1>HP+23%","1","23","2"
"1","10201024","對餃子附加<1>HP+24%","1","24","2"
"1","10201025","對餃子附加<1>HP+25%","1","25","2"
"1","10201026","對餃子附加<1>HP+26%","1","26","2"
"1","10201027","對餃子附加<1>HP+27%","1","27","2"
"1","10201028","對餃子附加<1>HP+28%","1","28","2"
"1","10201029","對餃子附加<1>HP+29%","1","29","2"
"1","10201030","對餃子附加<1>HP+30%","1","30","2"
"1","10201031","對餃子附加<1>HP+31%","1","31","2"
"1","10201032","對餃子附加<1>HP+32%","1","32","2"
"1","10201033","對餃子附加<1>HP+33%","1","33","2"
"1","10201034","對餃子附加<1>HP+34%","1","34","2"
"1","10201035","對餃子附加<1>HP+35%","1","35","2"
"1","10201036","對餃子附加<1>HP+36%","1","36","2"
"1","10201037","對餃子附加<1>HP+37%","1","37","2"
"1","10201038","對餃子附加<1>HP+38%","1","38","2"
"1","10201039","對餃子附加<1>HP+39%","1","39","2"
"1","10201040","對餃子附加<1>HP+40%","1","40","2"
"1","10201041","對餃子附加<1>HP+41%","1","41","2"
"1","10201042","對餃子附加<1>HP+42%","1","42","2"
"1","10201043","對餃子附加<1>HP+43%","1","43","2"
"1","10201044","對餃子附加<1>HP+44%","1","44","2"
"1","10201045","對餃子附加<1>HP+45%","1","45","2"
"1","10201046","對餃子附加<1>HP+46%","1","46","2"
"1","10201047","對餃子附加<1>HP+47%","1","47","2"
"1","10201048","對餃子附加<1>HP+48%","1","48","2"
"1","10201049","對餃子附加<1>HP+49%","1","49","2"
"1","10201050","對餃子附加<1>HP+50%","1","50","2"
"1","10201051","對餃子附加<1>HP+51%","1","51","2"
"1","10201052","對餃子附加<1>HP+52%","1","52","2"
"1","10201053","對餃子附加<1>HP+53%","1","53","2"
"1","10201054","對餃子附加<1>HP+54%","1","54","2"
"1","10201055","對餃子附加<1>HP+55%","1","55","2"
"1","10201056","對餃子附加<1>HP+56%","1","56","2"
"1","10201057","對餃子附加<1>HP+57%","1","57","2"
"1","10201058","對餃子附加<1>HP+58%","1","58","2"
"1","10201059","對餃子附加<1>HP+59%","1","59","2"
"1","10201060","對餃子附加<1>HP+60%","1","60","2"
"1","10201061","對餃子附加<1>HP+61%","1","61","2"
"1","10201062","對餃子附加<1>HP+62%","1","62","2"
"1","10201063","對餃子附加<1>HP+63%","1","63","2"
"1","10201064","對餃子附加<1>HP+64%","1","64","2"
"1","10201065","對餃子附加<1>HP+65%","1","65","2"
"1","10201066","對餃子附加<1>HP+66%","1","66","2"
"1","10201067","對餃子附加<1>HP+67%","1","67","2"
"1","10201068","對餃子附加<1>HP+68%","1","68","2"
"1","10201069","對餃子附加<1>HP+69%","1","69","2"
"1","10201070","對餃子附加<1>HP+70%","1","70","2"
"1","10201071","對餃子附加<1>HP+71%","1","71","2"
"1","10201072","對餃子附加<1>HP+72%","1","72","2"
"1","10201073","對餃子附加<1>HP+73%","1","73","2"
"1","10201074","對餃子附加<1>HP+74%","1","74","2"
"1","10201075","對餃子附加<1>HP+75%","1","75","2"
"1","10201076","對餃子附加<1>HP+76%","1","76","2"
"1","10201077","對餃子附加<1>HP+77%","1","77","2"
"1","10201078","對餃子附加<1>HP+78%","1","78","2"
"1","10201079","對餃子附加<1>HP+79%","1","79","2"
"1","10201080","對餃子附加<1>HP+80%","1","80","2"
"1","10201081","對餃子附加<1>HP+81%","1","81","2"
"1","10201082","對餃子附加<1>HP+82%","1","82","2"
"1","10201083","對餃子附加<1>HP+83%","1","83","2"
"1","10201084","對餃子附加<1>HP+84%","1","84","2"
"1","10201085","對餃子附加<1>HP+85%","1","85","2"
"1","10201086","對餃子附加<1>HP+86%","1","86","2"
"1","10201087","對餃子附加<1>HP+87%","1","87","2"
"1","10201088","對餃子附加<1>HP+88%","1","88","2"
"1","10201089","對餃子附加<1>HP+89%","1","89","2"
"1","10201090","對餃子附加<1>HP+90%","1","90","2"
"1","10201091","對餃子附加<1>HP+91%","1","91","2"
"1","10201092","對餃子附加<1>HP+92%","1","92","2"
"1","10201093","對餃子附加<1>HP+93%","1","93","2"
"1","10201094","對餃子附加<1>HP+94%","1","94","2"
"1","10201095","對餃子附加<1>HP+95%","1","95","2"
"1","10201096","對餃子附加<1>HP+96%","1","96","2"
"1","10201097","對餃子附加<1>HP+97%","1","97","2"
"1","10201098","對餃子附加<1>HP+98%","1","98","2"
"1","10201099","對餃子附加<1>HP+99%","1","99","2"
"1","10201100","對餃子附加<1>HP+100%","1","100","2"
"1","10301010","對章魚燒附加<1>HP+10%","1","10","3"
"1","10301011","對章魚燒附加<1>HP+11%","1","11","3"
"1","10301012","對章魚燒附加<1>HP+12%","1","12","3"
"1","10301013","對章魚燒附加<1>HP+13%","1","13","3"
"1","10301014","對章魚燒附加<1>HP+14%","1","14","3"
"1","10301015","對章魚燒附加<1>HP+15%","1","15","3"
"1","10301016","對章魚燒附加<1>HP+16%","1","16","3"
"1","10301017","對章魚燒附加<1>HP+17%","1","17","3"
"1","10301018","對章魚燒附加<1>HP+18%","1","18","3"
"1","10301019","對章魚燒附加<1>HP+19%","1","19","3"
"1","10301020","對章魚燒附加<1>HP+20%","1","20","3"
"1","10301021","對章魚燒附加<1>HP+21%","1","21","3"
"1","10301022","對章魚燒附加<1>HP+22%","1","22","3"
"1","10301023","對章魚燒附加<1>HP+23%","1","23","3"
"1","10301024","對章魚燒附加<1>HP+24%","1","24","3"
"1","10301025","對章魚燒附加<1>HP+25%","1","25","3"
"1","10301026","對章魚燒附加<1>HP+26%","1","26","3"
"1","10301027","對章魚燒附加<1>HP+27%","1","27","3"
"1","10301028","對章魚燒附加<1>HP+28%","1","28","3"
"1","10301029","對章魚燒附加<1>HP+29%","1","29","3"
"1","10301030","對章魚燒附加<1>HP+30%","1","30","3"
"1","10301031","對章魚燒附加<1>HP+31%","1","31","3"
"1","10301032","對章魚燒附加<1>HP+32%","1","32","3"
"1","10301033","對章魚燒附加<1>HP+33%","1","33","3"
"1","10301034","對章魚燒附加<1>HP+34%","1","34","3"
"1","10301035","對章魚燒附加<1>HP+35%","1","35","3"
"1","10301036","對章魚燒附加<1>HP+36%","1","36","3"
"1","10301037","對章魚燒附加<1>HP+37%","1","37","3"
"1","10301038","對章魚燒附加<1>HP+38%","1","38","3"
"1","10301039","對章魚燒附加<1>HP+39%","1","39","3"
"1","10301040","對章魚燒附加<1>HP+40%","1","40","3"
"1","10301041","對章魚燒附加<1>HP+41%","1","41","3"
"1","10301042","對章魚燒附加<1>HP+42%","1","42","3"
"1","10301043","對章魚燒附加<1>HP+43%","1","43","3"
"1","10301044","對章魚燒附加<1>HP+44%","1","44","3"
"1","10301045","對章魚燒附加<1>HP+45%","1","45","3"
"1","10301046","對章魚燒附加<1>HP+46%","1","46","3"
"1","10301047","對章魚燒附加<1>HP+47%","1","47","3"
"1","10301048","對章魚燒附加<1>HP+48%","1","48","3"
"1","10301049","對章魚燒附加<1>HP+49%","1","49","3"
"1","10301050","對章魚燒附加<1>HP+50%","1","50","3"
"1","10301051","對章魚燒附加<1>HP+51%","1","51","3"
"1","10301052","對章魚燒附加<1>HP+52%","1","52","3"
"1","10301053","對章魚燒附加<1>HP+53%","1","53","3"
"1","10301054","對章魚燒附加<1>HP+54%","1","54","3"
"1","10301055","對章魚燒附加<1>HP+55%","1","55","3"
"1","10301056","對章魚燒附加<1>HP+56%","1","56","3"
"1","10301057","對章魚燒附加<1>HP+57%","1","57","3"
"1","10301058","對章魚燒附加<1>HP+58%","1","58","3"
"1","10301059","對章魚燒附加<1>HP+59%","1","59","3"
"1","10301060","對章魚燒附加<1>HP+60%","1","60","3"
"1","10301061","對章魚燒附加<1>HP+61%","1","61","3"
"1","10301062","對章魚燒附加<1>HP+62%","1","62","3"
"1","10301063","對章魚燒附加<1>HP+63%","1","63","3"
"1","10301064","對章魚燒附加<1>HP+64%","1","64","3"
"1","10301065","對章魚燒附加<1>HP+65%","1","65","3"
"1","10301066","對章魚燒附加<1>HP+66%","1","66","3"
"1","10301067","對章魚燒附加<1>HP+67%","1","67","3"
"1","10301068","對章魚燒附加<1>HP+68%","1","68","3"
"1","10301069","對章魚燒附加<1>HP+69%","1","69","3"
"1","10301070","對章魚燒附加<1>HP+70%","1","70","3"
"1","10301071","對章魚燒附加<1>HP+71%","1","71","3"
"1","10301072","對章魚燒附加<1>HP+72%","1","72","3"
"1","10301073","對章魚燒附加<1>HP+73%","1","73","3"
"1","10301074","對章魚燒附加<1>HP+74%","1","74","3"
"1","10301075","對章魚燒附加<1>HP+75%","1","75","3"
"1","10301076","對章魚燒附加<1>HP+76%","1","76","3"
"1","10301077","對章魚燒附加<1>HP+77%","1","77","3"
"1","10301078","對章魚燒附加<1>HP+78%","1","78","3"
"1","10301079","對章魚燒附加<1>HP+79%","1","79","3"
"1","10301080","對章魚燒附加<1>HP+80%","1","80","3"
"1","10301081","對章魚燒附加<1>HP+81%","1","81","3"
"1","10301082","對章魚燒附加<1>HP+82%","1","82","3"
"1","10301083","對章魚燒附加<1>HP+83%","1","83","3"
"1","10301084","對章魚燒附加<1>HP+84%","1","84","3"
"1","10301085","對章魚燒附加<1>HP+85%","1","85","3"
"1","10301086","對章魚燒附加<1>HP+86%","1","86","3"
"1","10301087","對章魚燒附加<1>HP+87%","1","87","3"
"1","10301088","對章魚燒附加<1>HP+88%","1","88","3"
"1","10301089","對章魚燒附加<1>HP+89%","1","89","3"
"1","10301090","對章魚燒附加<1>HP+90%","1","90","3"
"1","10301091","對章魚燒附加<1>HP+91%","1","91","3"
"1","10301092","對章魚燒附加<1>HP+92%","1","92","3"
"1","10301093","對章魚燒附加<1>HP+93%","1","93","3"
"1","10301094","對章魚燒附加<1>HP+94%","1","94","3"
"1","10301095","對章魚燒附加<1>HP+95%","1","95","3"
"1","10301096","對章魚燒附加<1>HP+96%","1","96","3"
"1","10301097","對章魚燒附加<1>HP+97%","1","97","3"
"1","10301098","對章魚燒附加<1>HP+98%","1","98","3"
"1","10301099","對章魚燒附加<1>HP+99%","1","99","3"
"1","10301100","對章魚燒附加<1>HP+100%","1","100","3"
"1","10401010","對飯糰附加<1>HP+10%","1","10","4"
"1","10401011","對飯糰附加<1>HP+11%","1","11","4"
"1","10401012","對飯糰附加<1>HP+12%","1","12","4"
"1","10401013","對飯糰附加<1>HP+13%","1","13","4"
"1","10401014","對飯糰附加<1>HP+14%","1","14","4"
"1","10401015","對飯糰附加<1>HP+15%","1","15","4"
"1","10401016","對飯糰附加<1>HP+16%","1","16","4"
"1","10401017","對飯糰附加<1>HP+17%","1","17","4"
"1","10401018","對飯糰附加<1>HP+18%","1","18","4"
"1","10401019","對飯糰附加<1>HP+19%","1","19","4"
"1","10401020","對飯糰附加<1>HP+20%","1","20","4"
"1","10401021","對飯糰附加<1>HP+21%","1","21","4"
"1","10401022","對飯糰附加<1>HP+22%","1","22","4"
"1","10401023","對飯糰附加<1>HP+23%","1","23","4"
"1","10401024","對飯糰附加<1>HP+24%","1","24","4"
"1","10401025","對飯糰附加<1>HP+25%","1","25","4"
"1","10401026","對飯糰附加<1>HP+26%","1","26","4"
"1","10401027","對飯糰附加<1>HP+27%","1","27","4"
"1","10401028","對飯糰附加<1>HP+28%","1","28","4"
"1","10401029","對飯糰附加<1>HP+29%","1","29","4"
"1","10401030","對飯糰附加<1>HP+30%","1","30","4"
"1","10401031","對飯糰附加<1>HP+31%","1","31","4"
"1","10401032","對飯糰附加<1>HP+32%","1","32","4"
"1","10401033","對飯糰附加<1>HP+33%","1","33","4"
"1","10401034","對飯糰附加<1>HP+34%","1","34","4"
"1","10401035","對飯糰附加<1>HP+35%","1","35","4"
"1","10401036","對飯糰附加<1>HP+36%","1","36","4"
"1","10401037","對飯糰附加<1>HP+37%","1","37","4"
"1","10401038","對飯糰附加<1>HP+38%","1","38","4"
"1","10401039","對飯糰附加<1>HP+39%","1","39","4"
"1","10401040","對飯糰附加<1>HP+40%","1","40","4"
"1","10401041","對飯糰附加<1>HP+41%","1","41","4"
"1","10401042","對飯糰附加<1>HP+42%","1","42","4"
"1","10401043","對飯糰附加<1>HP+43%","1","43","4"
"1","10401044","對飯糰附加<1>HP+44%","1","44","4"
"1","10401045","對飯糰附加<1>HP+45%","1","45","4"
"1","10401046","對飯糰附加<1>HP+46%","1","46","4"
"1","10401047","對飯糰附加<1>HP+47%","1","47","4"
"1","10401048","對飯糰附加<1>HP+48%","1","48","4"
"1","10401049","對飯糰附加<1>HP+49%","1","49","4"
"1","10401050","對飯糰附加<1>HP+50%","1","50","4"
"1","10401051","對飯糰附加<1>HP+51%","1","51","4"
"1","10401052","對飯糰附加<1>HP+52%","1","52","4"
"1","10401053","對飯糰附加<1>HP+53%","1","53","4"
"1","10401054","對飯糰附加<1>HP+54%","1","54","4"
"1","10401055","對飯糰附加<1>HP+55%","1","55","4"
"1","10401056","對飯糰附加<1>HP+56%","1","56","4"
"1","10401057","對飯糰附加<1>HP+57%","1","57","4"
"1","10401058","對飯糰附加<1>HP+58%","1","58","4"
"1","10401059","對飯糰附加<1>HP+59%","1","59","4"
"1","10401060","對飯糰附加<1>HP+60%","1","60","4"
"1","10401061","對飯糰附加<1>HP+61%","1","61","4"
"1","10401062","對飯糰附加<1>HP+62%","1","62","4"
"1","10401063","對飯糰附加<1>HP+63%","1","63","4"
"1","10401064","對飯糰附加<1>HP+64%","1","64","4"
"1","10401065","對飯糰附加<1>HP+65%","1","65","4"
"1","10401066","對飯糰附加<1>HP+66%","1","66","4"
"1","10401067","對飯糰附加<1>HP+67%","1","67","4"
"1","10401068","對飯糰附加<1>HP+68%","1","68","4"
"1","10401069","對飯糰附加<1>HP+69%","1","69","4"
"1","10401070","對飯糰附加<1>HP+70%","1","70","4"
"1","10401071","對飯糰附加<1>HP+71%","1","71","4"
"1","10401072","對飯糰附加<1>HP+72%","1","72","4"
"1","10401073","對飯糰附加<1>HP+73%","1","73","4"
"1","10401074","對飯糰附加<1>HP+74%","1","74","4"
"1","10401075","對飯糰附加<1>HP+75%","1","75","4"
"1","10401076","對飯糰附加<1>HP+76%","1","76","4"
"1","10401077","對飯糰附加<1>HP+77%","1","77","4"
"1","10401078","對飯糰附加<1>HP+78%","1","78","4"
"1","10401079","對飯糰附加<1>HP+79%","1","79","4"
"1","10401080","對飯糰附加<1>HP+80%","1","80","4"
"1","10401081","對飯糰附加<1>HP+81%","1","81","4"
"1","10401082","對飯糰附加<1>HP+82%","1","82","4"
"1","10401083","對飯糰附加<1>HP+83%","1","83","4"
"1","10401084","對飯糰附加<1>HP+84%","1","84","4"
"1","10401085","對飯糰附加<1>HP+85%","1","85","4"
"1","10401086","對飯糰附加<1>HP+86%","1","86","4"
"1","10401087","對飯糰附加<1>HP+87%","1","87","4"
"1","10401088","對飯糰附加<1>HP+88%","1","88","4"
"1","10401089","對飯糰附加<1>HP+89%","1","89","4"
"1","10401090","對飯糰附加<1>HP+90%","1","90","4"
"1","10401091","對飯糰附加<1>HP+91%","1","91","4"
"1","10401092","對飯糰附加<1>HP+92%","1","92","4"
"1","10401093","對飯糰附加<1>HP+93%","1","93","4"
"1","10401094","對飯糰附加<1>HP+94%","1","94","4"
"1","10401095","對飯糰附加<1>HP+95%","1","95","4"
"1","10401096","對飯糰附加<1>HP+96%","1","96","4"
"1","10401097","對飯糰附加<1>HP+97%","1","97","4"
"1","10401098","對飯糰附加<1>HP+98%","1","98","4"
"1","10401099","對飯糰附加<1>HP+99%","1","99","4"
"1","10401100","對飯糰附加<1>HP+100%","1","100","4"
"1","10501010","對沙威瑪附加<1>HP+10%","1","10","5"
"1","10501011","對沙威瑪附加<1>HP+11%","1","11","5"
"1","10501012","對沙威瑪附加<1>HP+12%","1","12","5"
"1","10501013","對沙威瑪附加<1>HP+13%","1","13","5"
"1","10501014","對沙威瑪附加<1>HP+14%","1","14","5"
"1","10501015","對沙威瑪附加<1>HP+15%","1","15","5"
"1","10501016","對沙威瑪附加<1>HP+16%","1","16","5"
"1","10501017","對沙威瑪附加<1>HP+17%","1","17","5"
"1","10501018","對沙威瑪附加<1>HP+18%","1","18","5"
"1","10501019","對沙威瑪附加<1>HP+19%","1","19","5"
"1","10501020","對沙威瑪附加<1>HP+20%","1","20","5"
"1","10501021","對沙威瑪附加<1>HP+21%","1","21","5"
"1","10501022","對沙威瑪附加<1>HP+22%","1","22","5"
"1","10501023","對沙威瑪附加<1>HP+23%","1","23","5"
"1","10501024","對沙威瑪附加<1>HP+24%","1","24","5"
"1","10501025","對沙威瑪附加<1>HP+25%","1","25","5"
"1","10501026","對沙威瑪附加<1>HP+26%","1","26","5"
"1","10501027","對沙威瑪附加<1>HP+27%","1","27","5"
"1","10501028","對沙威瑪附加<1>HP+28%","1","28","5"
"1","10501029","對沙威瑪附加<1>HP+29%","1","29","5"
"1","10501030","對沙威瑪附加<1>HP+30%","1","30","5"
"1","10501031","對沙威瑪附加<1>HP+31%","1","31","5"
"1","10501032","對沙威瑪附加<1>HP+32%","1","32","5"
"1","10501033","對沙威瑪附加<1>HP+33%","1","33","5"
"1","10501034","對沙威瑪附加<1>HP+34%","1","34","5"
"1","10501035","對沙威瑪附加<1>HP+35%","1","35","5"
"1","10501036","對沙威瑪附加<1>HP+36%","1","36","5"
"1","10501037","對沙威瑪附加<1>HP+37%","1","37","5"
"1","10501038","對沙威瑪附加<1>HP+38%","1","38","5"
"1","10501039","對沙威瑪附加<1>HP+39%","1","39","5"
"1","10501040","對沙威瑪附加<1>HP+40%","1","40","5"
"1","10501041","對沙威瑪附加<1>HP+41%","1","41","5"
"1","10501042","對沙威瑪附加<1>HP+42%","1","42","5"
"1","10501043","對沙威瑪附加<1>HP+43%","1","43","5"
"1","10501044","對沙威瑪附加<1>HP+44%","1","44","5"
"1","10501045","對沙威瑪附加<1>HP+45%","1","45","5"
"1","10501046","對沙威瑪附加<1>HP+46%","1","46","5"
"1","10501047","對沙威瑪附加<1>HP+47%","1","47","5"
"1","10501048","對沙威瑪附加<1>HP+48%","1","48","5"
"1","10501049","對沙威瑪附加<1>HP+49%","1","49","5"
"1","10501050","對沙威瑪附加<1>HP+50%","1","50","5"
"1","10501051","對沙威瑪附加<1>HP+51%","1","51","5"
"1","10501052","對沙威瑪附加<1>HP+52%","1","52","5"
"1","10501053","對沙威瑪附加<1>HP+53%","1","53","5"
"1","10501054","對沙威瑪附加<1>HP+54%","1","54","5"
"1","10501055","對沙威瑪附加<1>HP+55%","1","55","5"
"1","10501056","對沙威瑪附加<1>HP+56%","1","56","5"
"1","10501057","對沙威瑪附加<1>HP+57%","1","57","5"
"1","10501058","對沙威瑪附加<1>HP+58%","1","58","5"
"1","10501059","對沙威瑪附加<1>HP+59%","1","59","5"
"1","10501060","對沙威瑪附加<1>HP+60%","1","60","5"
"1","10501061","對沙威瑪附加<1>HP+61%","1","61","5"
"1","10501062","對沙威瑪附加<1>HP+62%","1","62","5"
"1","10501063","對沙威瑪附加<1>HP+63%","1","63","5"
"1","10501064","對沙威瑪附加<1>HP+64%","1","64","5"
"1","10501065","對沙威瑪附加<1>HP+65%","1","65","5"
"1","10501066","對沙威瑪附加<1>HP+66%","1","66","5"
"1","10501067","對沙威瑪附加<1>HP+67%","1","67","5"
"1","10501068","對沙威瑪附加<1>HP+68%","1","68","5"
"1","10501069","對沙威瑪附加<1>HP+69%","1","69","5"
"1","10501070","對沙威瑪附加<1>HP+70%","1","70","5"
"1","10501071","對沙威瑪附加<1>HP+71%","1","71","5"
"1","10501072","對沙威瑪附加<1>HP+72%","1","72","5"
"1","10501073","對沙威瑪附加<1>HP+73%","1","73","5"
"1","10501074","對沙威瑪附加<1>HP+74%","1","74","5"
"1","10501075","對沙威瑪附加<1>HP+75%","1","75","5"
"1","10501076","對沙威瑪附加<1>HP+76%","1","76","5"
"1","10501077","對沙威瑪附加<1>HP+77%","1","77","5"
"1","10501078","對沙威瑪附加<1>HP+78%","1","78","5"
"1","10501079","對沙威瑪附加<1>HP+79%","1","79","5"
