0087e60eed01f94ec2652225b726432d2ac952ffdfc99659f8c75a9a0ebe47c7,74e49fc3cc20b55f632c94b7d2f6b128cf6bacd880c0e549f3b4b06baf8af6f6,02e8dc09f81d0abadaf9019db22abf43b188b864e7f8b49fc2e748979db58b23,d90dc916394388e331146cd624eb84f342bf5dab9f25fdb180bb9f5095aa40c8,e07fb443e2cca0bd44c4a1a19a2840c58f779dfd56dba2dd355860d2c51bd217,4ffb5f915a2afa35065e6dc294af032bc3d153cacd4d28ea523d1fbcbd2fc4c3
"1","10201034","1","對餃子附加<1>HP+34%","34","2"
"1","10201035","1","對餃子附加<1>HP+35%","35","2"
"1","10201036","1","對餃子附加<1>HP+36%","36","2"
"1","10201037","1","對餃子附加<1>HP+37%","37","2"
"1","10201038","1","對餃子附加<1>HP+38%","38","2"
"1","10201039","1","對餃子附加<1>HP+39%","39","2"
"1","10201040","1","對餃子附加<1>HP+40%","40","2"
"1","10201041","1","對餃子附加<1>HP+41%","41","2"
"1","10201042","1","對餃子附加<1>HP+42%","42","2"
"1","10201043","1","對餃子附加<1>HP+43%","43","2"
"1","10201044","1","對餃子附加<1>HP+44%","44","2"
"1","10201045","1","對餃子附加<1>HP+45%","45","2"
"1","10201046","1","對餃子附加<1>HP+46%","46","2"
"1","10201047","1","對餃子附加<1>HP+47%","47","2"
"1","10201048","1","對餃子附加<1>HP+48%","48","2"
"1","10201049","1","對餃子附加<1>HP+49%","49","2"
"1","10201050","1","對餃子附加<1>HP+50%","50","2"
"1","10201051","1","對餃子附加<1>HP+51%","51","2"
"1","10201052","1","對餃子附加<1>HP+52%","52","2"
"1","10201053","1","對餃子附加<1>HP+53%","53","2"
"1","10201054","1","對餃子附加<1>HP+54%","54","2"
"1","10201055","1","對餃子附加<1>HP+55%","55","2"
"1","10201056","1","對餃子附加<1>HP+56%","56","2"
"1","10201057","1","對餃子附加<1>HP+57%","57","2"
"1","10201058","1","對餃子附加<1>HP+58%","58","2"
"1","10201059","1","對餃子附加<1>HP+59%","59","2"
"1","10201060","1","對餃子附加<1>HP+60%","60","2"
"1","10201061","1","對餃子附加<1>HP+61%","61","2"
"1","10201062","1","對餃子附加<1>HP+62%","62","2"
"1","10201063","1","對餃子附加<1>HP+63%","63","2"
"1","10201064","1","對餃子附加<1>HP+64%","64","2"
"1","10201065","1","對餃子附加<1>HP+65%","65","2"
"1","10201066","1","對餃子附加<1>HP+66%","66","2"
"1","10201067","1","對餃子附加<1>HP+67%","67","2"
"1","10201068","1","對餃子附加<1>HP+68%","68","2"
"1","10201069","1","對餃子附加<1>HP+69%","69","2"
"1","10201070","1","對餃子附加<1>HP+70%","70","2"
"1","10201071","1","對餃子附加<1>HP+71%","71","2"
"1","10201072","1","對餃子附加<1>HP+72%","72","2"
"1","10201073","1","對餃子附加<1>HP+73%","73","2"
"1","10201074","1","對餃子附加<1>HP+74%","74","2"
"1","10201075","1","對餃子附加<1>HP+75%","75","2"
"1","10201076","1","對餃子附加<1>HP+76%","76","2"
"1","10201077","1","對餃子附加<1>HP+77%","77","2"
"1","10201078","1","對餃子附加<1>HP+78%","78","2"
"1","10201079","1","對餃子附加<1>HP+79%","79","2"
"1","10201080","1","對餃子附加<1>HP+80%","80","2"
"1","10201081","1","對餃子附加<1>HP+81%","81","2"
"1","10201082","1","對餃子附加<1>HP+82%","82","2"
"1","10201083","1","對餃子附加<1>HP+83%","83","2"
"1","10201084","1","對餃子附加<1>HP+84%","84","2"
"1","10201085","1","對餃子附加<1>HP+85%","85","2"
"1","10201086","1","對餃子附加<1>HP+86%","86","2"
"1","10201087","1","對餃子附加<1>HP+87%","87","2"
"1","10201088","1","對餃子附加<1>HP+88%","88","2"
"1","10201089","1","對餃子附加<1>HP+89%","89","2"
"1","10201090","1","對餃子附加<1>HP+90%","90","2"
"1","10201091","1","對餃子附加<1>HP+91%","91","2"
"1","10201092","1","對餃子附加<1>HP+92%","92","2"
"1","10201093","1","對餃子附加<1>HP+93%","93","2"
"1","10201094","1","對餃子附加<1>HP+94%","94","2"
"1","10201095","1","對餃子附加<1>HP+95%","95","2"
"1","10201096","1","對餃子附加<1>HP+96%","96","2"
"1","10201097","1","對餃子附加<1>HP+97%","97","2"
"1","10201098","1","對餃子附加<1>HP+98%","98","2"
"1","10201099","1","對餃子附加<1>HP+99%","99","2"
"1","10201100","1","對餃子附加<1>HP+100%","100","2"
"1","10301010","1","對章魚燒附加<1>HP+10%","10","3"
"1","10301011","1","對章魚燒附加<1>HP+11%","11","3"
"1","10301012","1","對章魚燒附加<1>HP+12%","12","3"
"1","10301013","1","對章魚燒附加<1>HP+13%","13","3"
"1","10301014","1","對章魚燒附加<1>HP+14%","14","3"
"1","10301015","1","對章魚燒附加<1>HP+15%","15","3"
"1","10301016","1","對章魚燒附加<1>HP+16%","16","3"
"1","10301017","1","對章魚燒附加<1>HP+17%","17","3"
"1","10301018","1","對章魚燒附加<1>HP+18%","18","3"
"1","10301019","1","對章魚燒附加<1>HP+19%","19","3"
"1","10301020","1","對章魚燒附加<1>HP+20%","20","3"
"1","10301021","1","對章魚燒附加<1>HP+21%","21","3"
"1","10301022","1","對章魚燒附加<1>HP+22%","22","3"
"1","10301023","1","對章魚燒附加<1>HP+23%","23","3"
"1","10301024","1","對章魚燒附加<1>HP+24%","24","3"
"1","10301025","1","對章魚燒附加<1>HP+25%","25","3"
"1","10301026","1","對章魚燒附加<1>HP+26%","26","3"
"1","10301027","1","對章魚燒附加<1>HP+27%","27","3"
"1","10301028","1","對章魚燒附加<1>HP+28%","28","3"
"1","10301029","1","對章魚燒附加<1>HP+29%","29","3"
"1","10301030","1","對章魚燒附加<1>HP+30%","30","3"
"1","10301031","1","對章魚燒附加<1>HP+31%","31","3"
"1","10301032","1","對章魚燒附加<1>HP+32%","32","3"
"1","10301033","1","對章魚燒附加<1>HP+33%","33","3"
"1","10301034","1","對章魚燒附加<1>HP+34%","34","3"
"1","10301035","1","對章魚燒附加<1>HP+35%","35","3"
"1","10301036","1","對章魚燒附加<1>HP+36%","36","3"
"1","10301037","1","對章魚燒附加<1>HP+37%","37","3"
"1","10301038","1","對章魚燒附加<1>HP+38%","38","3"
"1","10301039","1","對章魚燒附加<1>HP+39%","39","3"
"1","10301040","1","對章魚燒附加<1>HP+40%","40","3"
"1","10301041","1","對章魚燒附加<1>HP+41%","41","3"
"1","10301042","1","對章魚燒附加<1>HP+42%","42","3"
"1","10301043","1","對章魚燒附加<1>HP+43%","43","3"
"1","10301044","1","對章魚燒附加<1>HP+44%","44","3"
"1","10301045","1","對章魚燒附加<1>HP+45%","45","3"
"1","10301046","1","對章魚燒附加<1>HP+46%","46","3"
"1","10301047","1","對章魚燒附加<1>HP+47%","47","3"
"1","10301048","1","對章魚燒附加<1>HP+48%","48","3"
"1","10301049","1","對章魚燒附加<1>HP+49%","49","3"
"1","10301050","1","對章魚燒附加<1>HP+50%","50","3"
"1","10301051","1","對章魚燒附加<1>HP+51%","51","3"
"1","10301052","1","對章魚燒附加<1>HP+52%","52","3"
"1","10301053","1","對章魚燒附加<1>HP+53%","53","3"
"1","10301054","1","對章魚燒附加<1>HP+54%","54","3"
"1","10301055","1","對章魚燒附加<1>HP+55%","55","3"
"1","10301056","1","對章魚燒附加<1>HP+56%","56","3"
"1","10301057","1","對章魚燒附加<1>HP+57%","57","3"
"1","10301058","1","對章魚燒附加<1>HP+58%","58","3"
"1","10301059","1","對章魚燒附加<1>HP+59%","59","3"
"1","10301060","1","對章魚燒附加<1>HP+60%","60","3"
"1","10301061","1","對章魚燒附加<1>HP+61%","61","3"
"1","10301062","1","對章魚燒附加<1>HP+62%","62","3"
"1","10301063","1","對章魚燒附加<1>HP+63%","63","3"
"1","10301064","1","對章魚燒附加<1>HP+64%","64","3"
"1","10301065","1","對章魚燒附加<1>HP+65%","65","3"
"1","10301066","1","對章魚燒附加<1>HP+66%","66","3"
"1","10301067","1","對章魚燒附加<1>HP+67%","67","3"
"1","10301068","1","對章魚燒附加<1>HP+68%","68","3"
"1","10301069","1","對章魚燒附加<1>HP+69%","69","3"
"1","10301070","1","對章魚燒附加<1>HP+70%","70","3"
"1","10301071","1","對章魚燒附加<1>HP+71%","71","3"
"1","10301072","1","對章魚燒附加<1>HP+72%","72","3"
"1","10301073","1","對章魚燒附加<1>HP+73%","73","3"
"1","10301074","1","對章魚燒附加<1>HP+74%","74","3"
"1","10301075","1","對章魚燒附加<1>HP+75%","75","3"
"1","10301076","1","對章魚燒附加<1>HP+76%","76","3"
"1","10301077","1","對章魚燒附加<1>HP+77%","77","3"
"1","10301078","1","對章魚燒附加<1>HP+78%","78","3"
"1","10301079","1","對章魚燒附加<1>HP+79%","79","3"
"1","10301080","1","對章魚燒附加<1>HP+80%","80","3"
"1","10301081","1","對章魚燒附加<1>HP+81%","81","3"
"1","10301082","1","對章魚燒附加<1>HP+82%","82","3"
"1","10301083","1","對章魚燒附加<1>HP+83%","83","3"
"1","10301084","1","對章魚燒附加<1>HP+84%","84","3"
"1","10301085","1","對章魚燒附加<1>HP+85%","85","3"
"1","10301086","1","對章魚燒附加<1>HP+86%","86","3"
"1","10301087","1","對章魚燒附加<1>HP+87%","87","3"
"1","10301088","1","對章魚燒附加<1>HP+88%","88","3"
"1","10301089","1","對章魚燒附加<1>HP+89%","89","3"
"1","10301090","1","對章魚燒附加<1>HP+90%","90","3"
"1","10301091","1","對章魚燒附加<1>HP+91%","91","3"
"1","10301092","1","對章魚燒附加<1>HP+92%","92","3"
"1","10301093","1","對章魚燒附加<1>HP+93%","93","3"
"1","10301094","1","對章魚燒附加<1>HP+94%","94","3"
"1","10301095","1","對章魚燒附加<1>HP+95%","95","3"
"1","10301096","1","對章魚燒附加<1>HP+96%","96","3"
"1","10301097","1","對章魚燒附加<1>HP+97%","97","3"
"1","10301098","1","對章魚燒附加<1>HP+98%","98","3"
"1","10301099","1","對章魚燒附加<1>HP+99%","99","3"
"1","10301100","1","對章魚燒附加<1>HP+100%","100","3"
"1","10401010","1","對飯糰附加<1>HP+10%","10","4"
"1","10401011","1","對飯糰附加<1>HP+11%","11","4"
"1","10401012","1","對飯糰附加<1>HP+12%","12","4"
"1","10401013","1","對飯糰附加<1>HP+13%","13","4"
"1","10401014","1","對飯糰附加<1>HP+14%","14","4"
"1","10401015","1","對飯糰附加<1>HP+15%","15","4"
"1","10401016","1","對飯糰附加<1>HP+16%","16","4"
"1","10401017","1","對飯糰附加<1>HP+17%","17","4"
"1","10401018","1","對飯糰附加<1>HP+18%","18","4"
"1","10401019","1","對飯糰附加<1>HP+19%","19","4"
"1","10401020","1","對飯糰附加<1>HP+20%","20","4"
"1","10401021","1","對飯糰附加<1>HP+21%","21","4"
"1","10401022","1","對飯糰附加<1>HP+22%","22","4"
"1","10401023","1","對飯糰附加<1>HP+23%","23","4"
"1","10401024","1","對飯糰附加<1>HP+24%","24","4"
"1","10401025","1","對飯糰附加<1>HP+25%","25","4"
"1","10401026","1","對飯糰附加<1>HP+26%","26","4"
"1","10401027","1","對飯糰附加<1>HP+27%","27","4"
"1","10401028","1","對飯糰附加<1>HP+28%","28","4"
"1","10401029","1","對飯糰附加<1>HP+29%","29","4"
"1","10401030","1","對飯糰附加<1>HP+30%","30","4"
"1","10401031","1","對飯糰附加<1>HP+31%","31","4"
"1","10401032","1","對飯糰附加<1>HP+32%","32","4"
"1","10401033","1","對飯糰附加<1>HP+33%","33","4"
"1","10401034","1","對飯糰附加<1>HP+34%","34","4"
"1","10401035","1","對飯糰附加<1>HP+35%","35","4"
"1","10401036","1","對飯糰附加<1>HP+36%","36","4"
"1","10401037","1","對飯糰附加<1>HP+37%","37","4"
"1","10401038","1","對飯糰附加<1>HP+38%","38","4"
"1","10401039","1","對飯糰附加<1>HP+39%","39","4"
"1","10401040","1","對飯糰附加<1>HP+40%","40","4"
"1","10401041","1","對飯糰附加<1>HP+41%","41","4"
"1","10401042","1","對飯糰附加<1>HP+42%","42","4"
"1","10401043","1","對飯糰附加<1>HP+43%","43","4"
"1","10401044","1","對飯糰附加<1>HP+44%","44","4"
"1","10401045","1","對飯糰附加<1>HP+45%","45","4"
"1","10401046","1","對飯糰附加<1>HP+46%","46","4"
"1","10401047","1","對飯糰附加<1>HP+47%","47","4"
"1","10401048","1","對飯糰附加<1>HP+48%","48","4"
"1","10401049","1","對飯糰附加<1>HP+49%","49","4"
"1","10401050","1","對飯糰附加<1>HP+50%","50","4"
"1","10401051","1","對飯糰附加<1>HP+51%","51","4"
"1","10401052","1","對飯糰附加<1>HP+52%","52","4"
"1","10401053","1","對飯糰附加<1>HP+53%","53","4"
"1","10401054","1","對飯糰附加<1>HP+54%","54","4"
"1","10401055","1","對飯糰附加<1>HP+55%","55","4"
"1","10401056","1","對飯糰附加<1>HP+56%","56","4"
"1","10401057","1","對飯糰附加<1>HP+57%","57","4"
"1","10401058","1","對飯糰附加<1>HP+58%","58","4"
"1","10401059","1","對飯糰附加<1>HP+59%","59","4"
"1","10401060","1","對飯糰附加<1>HP+60%","60","4"
"1","10401061","1","對飯糰附加<1>HP+61%","61","4"
"1","10401062","1","對飯糰附加<1>HP+62%","62","4"
"1","10401063","1","對飯糰附加<1>HP+63%","63","4"
"1","10401064","1","對飯糰附加<1>HP+64%","64","4"
"1","10401065","1","對飯糰附加<1>HP+65%","65","4"
"1","10401066","1","對飯糰附加<1>HP+66%","66","4"
"1","10401067","1","對飯糰附加<1>HP+67%","67","4"
"1","10401068","1","對飯糰附加<1>HP+68%","68","4"
"1","10401069","1","對飯糰附加<1>HP+69%","69","4"
"1","10401070","1","對飯糰附加<1>HP+70%","70","4"
"1","10401071","1","對飯糰附加<1>HP+71%","71","4"
"1","10401072","1","對飯糰附加<1>HP+72%","72","4"
"1","10401073","1","對飯糰附加<1>HP+73%","73","4"
"1","10401074","1","對飯糰附加<1>HP+74%","74","4"
"1","10401075","1","對飯糰附加<1>HP+75%","75","4"
"1","10401076","1","對飯糰附加<1>HP+76%","76","4"
"1","10401077","1","對飯糰附加<1>HP+77%","77","4"
"1","10401078","1","對飯糰附加<1>HP+78%","78","4"
"1","10401079","1","對飯糰附加<1>HP+79%","79","4"
"1","10401080","1","對飯糰附加<1>HP+80%","80","4"
"1","10401081","1","對飯糰附加<1>HP+81%","81","4"
"1","10401082","1","對飯糰附加<1>HP+82%","82","4"
"1","10401083","1","對飯糰附加<1>HP+83%","83","4"
"1","10401084","1","對飯糰附加<1>HP+84%","84","4"
"1","10401085","1","對飯糰附加<1>HP+85%","85","4"
"1","10401086","1","對飯糰附加<1>HP+86%","86","4"
"1","10401087","1","對飯糰附加<1>HP+87%","87","4"
"1","10401088","1","對飯糰附加<1>HP+88%","88","4"
"1","10401089","1","對飯糰附加<1>HP+89%","89","4"
"1","10401090","1","對飯糰附加<1>HP+90%","90","4"
"1","10401091","1","對飯糰附加<1>HP+91%","91","4"
"1","10401092","1","對飯糰附加<1>HP+92%","92","4"
"1","10401093","1","對飯糰附加<1>HP+93%","93","4"
"1","10401094","1","對飯糰附加<1>HP+94%","94","4"
"1","10401095","1","對飯糰附加<1>HP+95%","95","4"
"1","10401096","1","對飯糰附加<1>HP+96%","96","4"
"1","10401097","1","對飯糰附加<1>HP+97%","97","4"
"1","10401098","1","對飯糰附加<1>HP+98%","98","4"
"1","10401099","1","對飯糰附加<1>HP+99%","99","4"
"1","10401100","1","對飯糰附加<1>HP+100%","100","4"
"1","10501010","1","對沙威瑪附加<1>HP+10%","10","5"
"1","10501011","1","對沙威瑪附加<1>HP+11%","11","5"
"1","10501012","1","對沙威瑪附加<1>HP+12%","12","5"
"1","10501013","1","對沙威瑪附加<1>HP+13%","13","5"
"1","10501014","1","對沙威瑪附加<1>HP+14%","14","5"
"1","10501015","1","對沙威瑪附加<1>HP+15%","15","5"
"1","10501016","1","對沙威瑪附加<1>HP+16%","16","5"
"1","10501017","1","對沙威瑪附加<1>HP+17%","17","5"
"1","10501018","1","對沙威瑪附加<1>HP+18%","18","5"
"1","10501019","1","對沙威瑪附加<1>HP+19%","19","5"
"1","10501020","1","對沙威瑪附加<1>HP+20%","20","5"
"1","10501021","1","對沙威瑪附加<1>HP+21%","21","5"
"1","10501022","1","對沙威瑪附加<1>HP+22%","22","5"
"1","10501023","1","對沙威瑪附加<1>HP+23%","23","5"
"1","10501024","1","對沙威瑪附加<1>HP+24%","24","5"
"1","10501025","1","對沙威瑪附加<1>HP+25%","25","5"
"1","10501026","1","對沙威瑪附加<1>HP+26%","26","5"
"1","10501027","1","對沙威瑪附加<1>HP+27%","27","5"
"1","10501028","1","對沙威瑪附加<1>HP+28%","28","5"
"1","10501029","1","對沙威瑪附加<1>HP+29%","29","5"
"1","10501030","1","對沙威瑪附加<1>HP+30%","30","5"
"1","10501031","1","對沙威瑪附加<1>HP+31%","31","5"
"1","10501032","1","對沙威瑪附加<1>HP+32%","32","5"
"1","10501033","1","對沙威瑪附加<1>HP+33%","33","5"
"1","10501034","1","對沙威瑪附加<1>HP+34%","34","5"
"1","10501035","1","對沙威瑪附加<1>HP+35%","35","5"
"1","10501036","1","對沙威瑪附加<1>HP+36%","36","5"
"1","10501037","1","對沙威瑪附加<1>HP+37%","37","5"
"1","10501038","1","對沙威瑪附加<1>HP+38%","38","5"
"1","10501039","1","對沙威瑪附加<1>HP+39%","39","5"
"1","10501040","1","對沙威瑪附加<1>HP+40%","40","5"
"1","10501041","1","對沙威瑪附加<1>HP+41%","41","5"
"1","10501042","1","對沙威瑪附加<1>HP+42%","42","5"
"1","10501043","1","對沙威瑪附加<1>HP+43%","43","5"
"1","10501044","1","對沙威瑪附加<1>HP+44%","44","5"
"1","10501045","1","對沙威瑪附加<1>HP+45%","45","5"
"1","10501046","1","對沙威瑪附加<1>HP+46%","46","5"
"1","10501047","1","對沙威瑪附加<1>HP+47%","47","5"
"1","10501048","1","對沙威瑪附加<1>HP+48%","48","5"
"1","10501049","1","對沙威瑪附加<1>HP+49%","49","5"
"1","10501050","1","對沙威瑪附加<1>HP+50%","50","5"
"1","10501051","1","對沙威瑪附加<1>HP+51%","51","5"
"1","10501052","1","對沙威瑪附加<1>HP+52%","52","5"
"1","10501053","1","對沙威瑪附加<1>HP+53%","53","5"
"1","10501054","1","對沙威瑪附加<1>HP+54%","54","5"
"1","10501055","1","對沙威瑪附加<1>HP+55%","55","5"
"1","10501056","1","對沙威瑪附加<1>HP+56%","56","5"
"1","10501057","1","對沙威瑪附加<1>HP+57%","57","5"
"1","10501058","1","對沙威瑪附加<1>HP+58%","58","5"
"1","10501059","1","對沙威瑪附加<1>HP+59%","59","5"
"1","10501060","1","對沙威瑪附加<1>HP+60%","60","5"
"1","10501061","1","對沙威瑪附加<1>HP+61%","61","5"
"1","10501062","1","對沙威瑪附加<1>HP+62%","62","5"
"1","10501063","1","對沙威瑪附加<1>HP+63%","63","5"
"1","10501064","1","對沙威瑪附加<1>HP+64%","64","5"
"1","10501065","1","對沙威瑪附加<1>HP+65%","65","5"
"1","10501066","1","對沙威瑪附加<1>HP+66%","66","5"
"1","10501067","1","對沙威瑪附加<1>HP+67%","67","5"
"1","10501068","1","對沙威瑪附加<1>HP+68%","68","5"
"1","10501069","1","對沙威瑪附加<1>HP+69%","69","5"
"1","10501070","1","對沙威瑪附加<1>HP+70%","70","5"
"1","10501071","1","對沙威瑪附加<1>HP+71%","71","5"
"1","10501072","1","對沙威瑪附加<1>HP+72%","72","5"
"1","10501073","1","對沙威瑪附加<1>HP+73%","73","5"
"1","10501074","1","對沙威瑪附加<1>HP+74%","74","5"
"1","10501075","1","對沙威瑪附加<1>HP+75%","75","5"
"1","10501076","1","對沙威瑪附加<1>HP+76%","76","5"
"1","10501077","1","對沙威瑪附加<1>HP+77%","77","5"
"1","10501078","1","對沙威瑪附加<1>HP+78%","78","5"
"1","10501079","1","對沙威瑪附加<1>HP+79%","79","5"
