c680f9850d2965458872b489a26c4774c7a80c669df8a887e147eb6d71b585c7,7d4d4a904c6c2016a25183fdf4e1c505cde2217a5d37ce06afb3ab88dccf1dea,5e75ec9a0aec3b935b377406308cf0e2cefb216c6d6a7dd36b57ad5e17c791de,157e40704259f315d11479012ed9bf5b1b46d74b96024edc630233c03a225fdc,f6131e3357273c13762293a9a69df6b6cdd20fd7108ef09fcd5fc66cb2af35bd,6cc542a958a9d8efcb9cd0307d492ed231f7f57f2a6721f965b39ce7a5794dbd,f98765940b2364bbbbd835653e4246874ea725fc770bfaaf6e802234996681da
"1","305205","1","81002806","1002802","0","0"
"1","309300","1","81002901","1002901","0","0"
"1","309300","1","81002902","1002902","0","0"
"1","305500","1","81003005","1003001","0","0"
"1","305500","1","81003006","1003002","0","0"
"1","310000","1","81003101","1003101","0","0"
"1","310000","1","81003102","1003102","0","0"
"1","306000","1","81003205","1003201","0","0"
"1","306000","1","81003206","1003202","0","0"
"1","310300","1","81000605","1003301","0","0"
"1","310300","1","81003301","1003302","0","0"
"1","306700","1","81001105","1003401","0","0"
"1","306700","1","81001106","1003402","0","0"
"2.5","310500","2.5","100021","1003501","0","0"
"2.5","310500","2.5","100531","1003502","0","0"
"0.4","310600","0.4","81003601","1003601","0","0"
"0.4","310600","0.4","81003602","1003602","0","0"
"1","306800","1","81001205","1003701","0","0"
"1","306800","1","81001206","1003702","0","0"
"1.2","310700","1.2","81003801","1003801","0","0"
"1.2","310700","1.2","81003802","1003802","0","0"
"1","307000","1","81001305","1003901","0","0"
"1","307000","1","81001306","1003902","0","0"
"1","310800","1","81004001","1004001","0","0"
"1","310800","1","81004002","1004002","0","0"
"1","307300","1","81001505","1004101","0","0"
"1","307300","1","81001506","1004102","0","0"
"1","311100","1","81004201","1004201","0","0"
"1","311100","1","81004202","1004202","0","0"
"1","307800","1","81001905","1004301","0","0"
"1","307800","1","81001906","1004302","0","0"
"1","311300","1","81004401","1004401","0","0"
"1","311300","1","81004402","1004402","0","0"
"1","308000","1","81002101","1004501","0","0"
"1","308000","1","81002102","1004502","0","0"
"1","311400","1","81004601","1004601","0","0"
"1","311400","1","81004602","1004602","0","0"
"1","308200","1","81002301","1004701","0","0"
"1","308200","1","81002302","1004702","0","0"
"1","311500","1","81002405","1004801","0","0"
"1","311500","1","81002406","1004802","0","0"
"1","308400","1","81002501","1004901","0","0"
"1","308400","1","81002502","1004902","0","0"
"1.4","311600","1.4","81005001","1005001","-28","0"
"1.4","311600","1.4","81005002","1005002","-28","0"
"1","308600","1","81002701","1005101","0","0"
"1","308600","1","81002702","1005102","0","0"
"1","312100","1","81000605","1005201","0","0"
"1","312100","1","81003301","1005202","0","0"
"1","307400","1","81001705","1005301","0","0"
"1","307400","1","81001706","1005302","0","0"
"1","312200","1","81003005","1005401","0","0"
"1","312200","1","81003006","1005402","0","0"
"1","309300","1","81002901","1005501","0","0"
"1","309300","1","81002902","1005502","0","0"
"1","312300","1","81005601","1005601","0","0"
"1","312302","1","81005602","1005602","0","0"
"1","310000","1","81003101","1005701","0","0"
"1","310000","1","81003102","1005702","0","0"
"1.75","312600","1.75","100021","1005801","0","0"
"1.75","312600","1.75","100531","1005802","0","0"
"1","312700","1","101821","1005901","0","0"
"1","312700","1","101841","1005902","0","0"
"1","310300","1","81000605","1006001","0","0"
"1","310300","1","81003301","1006002","0","0"
"0.65","312800","0.65","81006101","1006101","-27","0"
"0.65","312800","0.65","81006102","1006102","-27","0"
"2.5","310500","2.5","100021","1006201","0","0"
"2.5","310500","2.5","100531","1006202","0","0"
"0.4","310600","0.4","81003601","1006301","0","0"
"0.4","310600","0.4","81003602","1006302","0","0"
"1","313200","1","81006401","1006401","-30","0"
"1","313200","1","81006402","1006402","-30","0"
"1.2","310700","1.2","81003801","1006501","0","0"
"1.2","310700","1.2","81003802","1006502","0","0"
"0.7","313100","0.7","81006601","1006601","-25","0"
"0.7","313100","0.7","81006602","1006602","-25","0"
"1","310800","1","81004001","1006701","0","0"
"1","310800","1","81004002","1006702","0","0"
"1.25","313300","1.25","81006801","1006801","-26","0"
"1.25","313300","1.25","81006802","1006802","-26","0"
"1","311100","1","81004201","1006901","0","0"
"1","311100","1","81004202","1006902","0","0"
"1.25","314001","1.25","81007001","1007001","-30","0"
"1.25","314002","1.25","81007002","1007002","-30","0"
"1","311300","1","81004401","1007101","0","0"
"1","311300","1","81004402","1007102","0","0"
"0.77","314100","0.77","81007201","1007201","-27","0"
"0.77","314100","0.77","81007202","1007202","-27","0"
"1","311400","1","81004601","1007301","0","0"
"1","311400","1","81004602","1007302","0","0"
"1.33","314200","1.33","81007401","1007401","-33","0"
"1.33","314200","1.33","81007402","1007402","-33","0"
"1","311500","1","81002405","1007501","0","0"
"1","311500","1","81002406","1007502","0","0"
"1.7","314300","1.7","81007601","1007601","-20","0"
"1.7","314300","1.7","81007602","1007602","-20","0"
"1.4","311600","1.4","81005001","1007701","-28","0"
"1.4","311600","1.4","81005002","1007702","-28","0"
"1.25","314400","1.25","81007801","1007801","-33","0"
"1.25","314400","1.25","81007802","1007802","-33","0"
"1","312100","1","81000605","1007901","0","0"
"1","312100","1","81003301","1007902","0","0"
"1","314500","1","81003006","1008001","-20","0"
"1","314500","1","81008002","1008002","-20","0"
"1","312200","1","81003005","1008101","0","0"
"1","312200","1","81003006","1008102","0","0"
"1.6","314600","1.6","81003205","1008201","-25","0"
"1.6","314600","1.6","81003206","1008202","-25","0"
"1","312300","1","81005601","1008301","0","0"
"1","312302","1","81005602","1008302","0","0"
"1","314700","1","100111","1008401","0","0"
"1","314700","1","100431","1008402","0","0"
"0.9","314800","0.9","81008501","1008501","0","0"
"0.9","314800","0.9","81008504","1008502","0","0"
"1.75","312600","1.75","100021","1008601","0","0"
"1.75","312600","1.75","100531","1008602","0","0"
"1","312700","1","101821","1008701","0","0"
"1","312700","1","101841","1008702","0","0"
"0.8","315100","0.8","81008801","1008801","-20","0"
"0.8","315100","0.8","81008802","1008802","-20","0"
"0.65","312800","0.65","81006101","1008901","-27","0"
"0.65","312800","0.65","81006102","1008902","-27","0"
"0.85","315400","0.85","102994","1009001","-25","0"
"0.85","315400","0.85","102997","1009002","-25","0"
"1","313200","1","81006401","1009101","-30","0"
"1","313200","1","81006402","1009102","-30","0"
"0.95","316000","0.95","103021","1009201","-20","0"
"0.95","316000","0.95","103011","1009202","-20","0"
"0.7","313100","0.7","81006601","1009301","-25","0"
"0.7","313100","0.7","81006602","1009302","-25","0"
"1.5","316200","1.5","102091","1009401","-20","0"
"1.5","316200","1.5","102111","1009402","-20","0"
"1.25","313300","1.25","81006801","1009501","-26","0"
"1.25","313300","1.25","81006802","1009502","-26","0"
"0.77","316300","0.77","102591","1009601","-27","0"
"0.77","316300","0.77","102601","1009602","-27","0"
"1.25","314001","1.25","81007001","1009701","-30","0"
"1.25","314002","1.25","81007002","1009702","-30","0"
"0.8","316400","0.8","81000405","1009801","-27","0"
"0.8","316400","0.8","81000406","1009802","-27","0"
"0.77","314100","0.77","81007201","1009901","-27","0"
"0.77","314100","0.77","81007202","1009902","-27","0"
"0.95","316500","0.95","81010001","1010001","-20","0"
"0.95","316500","0.95","81010002","1010002","-20","0"
"1.33","314200","1.33","81007401","1010101","-33","0"
"1.33","314200","1.33","81007402","1010102","-33","0"
"0.8","316700","0.8","81010201","1010201","-27","0"
"0.8","316700","0.8","81010202","1010202","-27","0"
"1.7","314300","1.7","81007601","1010301","-20","0"
"1.7","314300","1.7","81007602","1010302","-20","0"
"1","318000","1","100091","1010401","-20","0"
"1","318000","1","100381","1010402","-20","0"
"1.25","314400","1.25","81007801","1010501","-33","0"
"1.25","314400","1.25","81007802","1010502","-33","0"
"1","318200","1","101361","1010601","-27","0"
"1","318200","1","102961","1010602","-27","0"
"1","314500","1","81003006","1010701","-20","0"
"1","314500","1","81008002","1010702","-20","0"
"1.1","318100","1.1","81001505","1010801","-17","0"
"1.1","318100","1.1","81010802","1010802","-17","0"
"1.6","314600","1.6","81003205","1010901","-25","0"
"1.6","314600","1.6","81003206","1010902","-25","0"
"0.7","318500","0.7","101581","1011001","-25","0"
"0.7","318500","0.7","103141","1011002","-25","0"
"0.92","318600","0.92","103151","1011101","-28","0"
"0.92","318600","0.92","103161","1011102","-28","0"
"1","314700","1","100111","1011201","0","0"
"1","314700","1","100431","1011202","0","0"
"0.9","314800","0.9","81008501","1011301","0","0"
"0.9","314800","0.9","81008504","1011302","0","0"
"1.1","318300","1.1","81011401","1011401","-27","0"
"1.1","318300","1.1","81011402","1011402","-27","0"
"0.8","315100","0.8","81008801","1011501","-20","0"
"0.8","315100","0.8","81008802","1011502","-20","0"
"1.18","318800","1.18","102091","1011601","0","0"
"1.18","318800","1.18","102111","1011602","0","0"
"0.85","315400","0.85","102994","1011701","-25","0"
"0.85","315400","0.85","102997","1011702","-25","0"
"1.1","319100","1.1","81011801","1011801","-25","0"
"1.1","319100","1.1","81011802","1011802","-25","0"
"0.95","316000","0.95","103021","1011901","-20","0"
"0.95","316000","0.95","103011","1011902","-20","0"
"1.1","318900","1.1","81012001","1012001","-17","0"
"1.1","318900","1.1","81012002","1012002","-17","0"
"1.5","316200","1.5","102091","1012101","-20","0"
"1.5","316200","1.5","102111","1012102","-20","0"
"1.4","319000","1.4","81012207","1012201","0","0"
"1.4","319000","1.4","81012208","1012202","0","0"
"0.77","316300","0.77","102591","1012301","-27","0"
"0.77","316300","0.77","102601","1012302","-27","0"
"0.77","319300","0.77","103051","1012401","-55","0"
"0.77","319300","0.77","102601","1012402","-55","0"
"0.8","316400","0.8","81000405","1012501","-27","0"
"0.8","316400","0.8","81000406","1012502","-27","0"
"1.18","319500","1.18","81012601","1012601","-30","0"
"1.18","319500","1.18","81012602","1012602","-30","0"
"0.95","316500","0.95","81010001","1012701","-20","0"
"0.95","316500","0.95","81010002","1012702","-20","0"
"1.5","320000","1.5","101111","1012801","0","0"
"1.5","320000","1.5","101131","1012802","0","0"
"0.8","316700","0.8","81010201","1012901","-27","0"
"0.8","316700","0.8","81010202","1012902","-27","0"
"1","313702","1","81011401","1013001","0","0"
"1","313702","1","81013002","1013002","0","0"
"1","318000","1","100091","1013101","-20","0"
"1","318000","1","100381","1013102","-20","0"
"0.7","320200","0.7","100941","1013201","-50","0"
"0.7","320200","0.7","100961","1013202","-50","0"
"0.7","320200","0.7","100961","1013203","-50","0"
"1","318200","1","101361","1013301","-27","0"
"1","318200","1","102961","1013302","-27","0"
"1","318200","1","102961","1013303","-27","0"
"1","320300","1","81013401","1013401","-50","-20"
"1","320300","1","81013402","1013402","-50","-20"
"1","320300","1","81013402","1013403","-50","-20"
"1.1","318100","1.1","81001505","1013501","-17","0"
"1.1","318100","1.1","81010802","1013502","-17","0"
"1.1","318100","1.1","81010802","1013503","-17","0"
"1","320400","1","81013601","1013601","0","0"
"1","320400","1","81013602","1013602","0","0"
"1","320400","1","81013602","1013603","0","0"
"0.65","320500","0.65","81013701","1013701","10","0"
"0.65","320500","0.65","81013702","1013702","10","0"
"0.65","320500","0.65","81013702","1013703","10","0"
"0.7","318500","0.7","101581","1013801","-25","0"
"0.7","318500","0.7","103141","1013802","-25","0"
"0.7","318500","0.7","103141","1013803","-25","0"
"0.9","318600","0.9","103151","1013901","0","0"
"0.9","318600","0.9","103161","1013902","0","0"
"0.9","318600","0.9","103161","1013903","0","0"
"1.2","320700","1.2","101951","1014001","-20","0"
"1.2","320700","1.2","101951","1014002","-20","0"
"1.2","320700","1.2","101951","1014003","-20","0"
"1.1","318300","1.1","81011401","1014101","-27","0"
"1.1","318300","1.1","81011402","1014102","-27","0"
"1.1","318300","1.1","81011402","1014103","-27","0"
"1","320900","1","100371","1014201","-10","0"
"1","320900","1","100381","1014202","-10","0"
"1","320900","1","100381","1014203","-10","0"
"1.18","318800","1.18","102091","1014301","0","0"
"1.18","318800","1.18","102111","1014302","0","0"
"1.18","318800","1.18","102111","1014303","0","0"
"0.75","321100","0.75","100021","1014401","-10","0"
"0.75","321100","0.75","100691","1014402","-10","0"
"0.75","321100","0.75","100691","1014403","-10","0"
"1.1","319100","1.1","81011801","1014501","-25","0"
"1.1","319100","1.1","81011802","1014502","-25","0"
"1.1","319100","1.1","81011802","1014503","-25","0"
"0.85","321200","0.85","81014601","1014601","-25","0"
"0.85","321200","0.85","81014602","1014602","-25","0"
"0.85","321200","0.85","81014602","1014603","-25","0"
"1.1","318900","1.1","81012001","1014701","-17","0"
"1.1","318900","1.1","81012002","1014702","-17","0"
"1.1","318900","1.1","81012002","1014703","-17","0"
"1.1","321300","1.1","81014801","1014801","-30","0"
"1.1","321300","1.1","81014802","1014802","-30","0"
"1.1","321300","1.1","81014802","1014803","-30","0"
"1.4","319000","1.4","81012207","1014901","0","0"
"1.4","319000","1.4","81012208","1014902","0","0"
"1.4","319000","1.4","81012208","1014903","0","0"
"0.91","321400","0.91","81015001","1015001","-10","0"
"0.91","321400","0.91","81015001","1015002","-10","0"
"0.91","321400","0.91","81015001","1015003","-10","0"
"0.77","319300","0.77","103051","1015101","-55","0"
"0.77","319300","0.77","102601","1015102","-55","0"
"0.77","319300","0.77","102601","1015103","-55","0"
"0.61","321700","0.61","81015201","1015201","0","-20"
"0.61","321700","0.61","81015202","1015202","0","-20"
"0.61","321700","0.61","81015202","1015203","0","-20"
"1","307400","1","81001705","1015301","0","0"
"1","307400","1","81001706","1015302","0","0"
"1","307400","1","81001706","1015303","0","0"
"1","321800","1","100051","1015401","-10","0"
"1","321800","1","100931","1015402","-10","0"
"1","321800","1","100931","1015403","-10","0"
"1.18","319500","1.18","103311","1015501","-30","0"
"1.18","319500","1.18","103321","1015502","-30","0"
"1.18","319500","1.18","103321","1015503","-30","0"
