9b2e5b80a2768acf480fd8812dc137d354bd0e44090cf4634bbe27d7af40a956,1e18566966ea0e79a2a3f310f39df57722b19901a6c1695b8f01fee7d4fc0e15,f2e09b194fe6140955b433b1fff97054b9995d27c5ee00eb1ed2c1656ced5056,3129689b02aed8b779829e5a99cf7d184a2db2e9b8ea3b7e028bf5d25a6f51da,782208283476f567a66589690bceca98810ed5d7888b0cf505b68285a6a16abc,21f1fbe555d4ea2278d3b30d7c4ab28ecdd9441f832da9cd1f94b96c01ced51c,44981d61d5e5c53b28613e455245791b819d3fb51ca2f57e70dbbcc0fe34f262,3335529298feac76a6a0b6bc6a771fff998c74df8b520c5a2b903b9aec927f30,3ee86f9ab55503f516affbb3a37517bcd48020d77dd95a02bdf7befa9fb9b5be,52f9cecd55aa06e018b84ec9a638f39c50fffe2dddd12cde247aae65f88f7ef5,369abc9f3ffc749ba5f1ed8f440ed4c46ff60432d72d6268584573566fd2814c,bd62ba456575b8e2c7ab90bb4b5f76d5a0626d320121575e19b94ce8beb34116,9416086d0e0902e4f909a985f535ed451ab390d3edf5c96f681a64f7a8ba9527
"1011","6","2019/07/24 04:59:59","1","bgm_M186","1010","2","2019/06/15 12:00:00","2019/06/19 11:59:00","2019/06/22 05:00:00","2019/06/20 11:59:00","1","1"
"1012","7","2019/08/23 04:59:59","1","bgm_M205","1011","2","2019/07/17 12:00:00","2019/07/21 11:59:00","2019/07/24 05:00:00","2019/07/22 11:59:00","2","1"
"1013","8","2019/09/23 04:59:59","1","bgm_M90","1012","2","2019/08/16 12:00:00","2019/08/20 11:59:00","2019/08/23 05:00:00","2019/08/21 11:59:00","1","1"
"1014","9","2019/10/24 04:59:59","1","bgm_M97","1013","2","2019/09/16 12:00:00","2019/09/20 11:59:00","2019/09/23 05:00:00","2019/09/21 11:59:00","2","1"
"1015","10","2019/11/23 04:59:59","1","bgm_M104","1014","2","2019/10/17 12:00:00","2019/10/21 11:59:00","2019/10/24 05:00:00","2019/10/22 11:59:00","1","1"
"1016","11","2019/12/23 04:59:59","1","bgm_M115","1015","2","2019/11/16 12:00:00","2019/11/20 11:59:00","2019/11/23 05:00:00","2019/11/21 11:59:00","2","1"
"1017","12","2020/01/23 04:59:59","1","bgm_M119","1016","2","2019/12/16 12:00:00","2019/12/20 11:59:00","2019/12/23 05:00:00","2019/12/21 11:59:00","1","1"
"1018","1","2020/02/24 04:59:59","1","bgm_M132","1017","2","2020/01/16 12:00:00","2020/01/20 11:59:00","2020/01/23 05:00:00","2020/01/21 11:59:00","2","1"
"1019","2","2020/03/25 04:59:59","1","bgm_M139","1018","2","2020/02/17 12:00:00","2020/02/21 11:59:00","2020/02/24 05:00:00","2020/02/22 11:59:00","1","1"
"1020","3","2020/04/24 04:59:59","1","bgm_M166","1019","2","2020/03/18 12:00:00","2020/03/22 11:59:00","2020/03/25 05:00:00","2020/03/23 11:59:00","2","1"
"1021","4","2020/05/25 04:59:59","1","bgm_M175","1020","2","2020/04/17 12:00:00","2020/04/21 11:59:00","2020/04/24 05:00:00","2020/04/22 11:59:00","1","1"
"1022","5","2020/06/24 04:59:59","1","bgm_M181","1021","2","2020/05/18 12:00:00","2020/05/22 11:59:00","2020/05/25 05:00:00","2020/05/23 11:59:00","2","1"
"1023","6","2020/07/25 04:59:59","1","bgm_M186","1022","2","2020/06/17 12:00:00","2020/06/21 11:59:00","2020/06/24 05:00:00","2020/06/22 11:59:00","1","1"
"1024","7","2020/08/25 04:59:59","1","bgm_M205","1023","2","2020/07/18 12:00:00","2020/07/22 11:59:00","2020/07/25 05:00:00","2020/07/23 11:59:00","2","1"
"1025","8","2020/09/25 04:59:59","1","bgm_M90","1024","2","2020/08/18 12:00:00","2020/08/22 11:59:00","2020/08/25 05:00:00","2020/08/23 11:59:00","1","1"
"1026","9","2020/10/26 04:59:59","1","bgm_M97","1025","2","2020/09/18 12:00:00","2020/09/22 11:59:00","2020/09/25 05:00:00","2020/09/23 11:59:00","2","1"
"1027","10","2020/11/26 04:59:59","1","bgm_M104","1026","2","2020/10/19 12:00:00","2020/10/23 11:59:00","2020/10/26 05:00:00","2020/10/24 11:59:00","1","1"
"1028","11","2020/12/26 04:59:59","1","bgm_M115","1027","2","2020/11/19 12:00:00","2020/11/23 11:59:00","2020/11/26 05:00:00","2020/11/24 11:59:00","2","1"
"1029","12","2021/01/26 04:59:59","1","bgm_M119","1028","2","2020/12/19 12:00:00","2020/12/23 11:59:00","2020/12/26 05:00:00","2020/12/24 11:59:00","1","1"
"1030","1","2021/02/24 04:59:59","1","bgm_M132","1029","2","2021/01/19 12:00:00","2021/01/23 11:59:00","2021/01/26 05:00:00","2021/01/24 11:59:00","2","1"
"1031","2","2021/03/26 04:59:59","1","bgm_M139","1030","2","2021/02/17 12:00:00","2021/02/21 11:59:00","2021/02/24 05:00:00","2021/02/22 11:59:00","1","1"
"1032","3","2021/04/26 04:59:59","1","bgm_M166","1031","2","2021/03/19 12:00:00","2021/03/23 11:59:00","2021/03/26 05:00:00","2021/03/24 11:59:00","2","1"
"1033","4","2021/05/27 04:59:59","1","bgm_M175","1032","2","2021/04/19 12:00:00","2021/04/23 11:59:00","2021/04/26 05:00:00","2021/04/24 11:59:00","1","1"
"1034","5","2021/06/26 04:59:59","1","bgm_M181","1033","2","2021/05/20 12:00:00","2021/05/24 11:59:00","2021/05/27 05:00:00","2021/05/25 11:59:00","2","1"
"1035","6","2021/07/27 04:59:59","1","bgm_M186","1034","2","2021/06/19 12:00:00","2021/06/23 11:59:00","2021/06/26 05:00:00","2021/06/24 11:59:00","1","1"
"1036","7","2021/08/27 04:59:59","1","bgm_M205","1035","2","2021/07/20 12:00:00","2021/07/24 11:59:00","2021/07/27 05:00:00","2021/07/25 11:59:00","2","1"
"1037","8","2021/09/26 04:59:59","1","bgm_M90","1036","2","2021/08/20 12:00:00","2021/08/24 11:59:00","2021/08/27 05:00:00","2021/08/25 11:59:00","1","1"
"1038","9","2021/10/27 04:59:59","1","bgm_M97","1037","2","2021/09/19 12:00:00","2021/09/23 11:59:00","2021/09/26 05:00:00","2021/09/24 11:59:00","2","1"
"1039","10","2021/11/26 04:59:59","1","bgm_M104","1038","2","2021/10/20 12:00:00","2021/10/24 11:59:00","2021/10/27 05:00:00","2021/10/25 11:59:00","1","1"
"1040","11","2021/12/27 04:59:59","1","bgm_M115","1039","2","2021/11/19 12:00:00","2021/11/23 11:59:00","2021/11/26 05:00:00","2021/11/24 11:59:00","2","1"
"1041","12","2022/01/27 04:59:59","1","bgm_M119","1040","2","2021/12/20 12:00:00","2021/12/24 11:59:00","2021/12/27 05:00:00","2021/12/25 11:59:00","1","1"
"1042","1","2022/02/24 04:59:59","1","bgm_M132","1041","2","2022/01/20 12:00:00","2022/01/24 11:59:00","2022/01/27 05:00:00","2022/01/25 11:59:00","2","1"
"1043","2","2022/03/27 04:59:59","1","bgm_M139","1042","2","2022/02/17 12:00:00","2022/02/21 11:59:00","2022/02/24 05:00:00","2022/02/22 11:59:00","1","1"
"1044","3","2022/04/26 04:59:59","1","bgm_M166","1043","2","2022/03/20 12:00:00","2022/03/24 11:59:00","2022/03/27 05:00:00","2022/03/25 11:59:00","2","1"
"1045","4","2022/05/27 04:59:59","1","bgm_M175","1044","2","2022/04/19 12:00:00","2022/04/23 11:59:00","2022/04/26 05:00:00","2022/04/24 11:59:00","1","1"
"1046","5","2022/06/26 04:59:59","1","bgm_M181","1045","2","2022/05/20 12:00:00","2022/05/24 11:59:00","2022/05/27 05:00:00","2022/05/25 11:59:00","2","1"
"1047","6","2022/07/27 04:59:59","1","bgm_M186","1046","2","2022/06/19 12:00:00","2022/06/23 11:59:00","2022/06/26 05:00:00","2022/06/24 11:59:00","1","1"
"1048","7","2022/08/27 04:59:59","1","bgm_M205","1047","2","2022/07/20 12:00:00","2022/07/24 11:59:00","2022/07/27 05:00:00","2022/07/25 11:59:00","2","1"
"1049","8","2022/09/26 04:59:59","1","bgm_M90","1048","2","2022/08/20 12:00:00","2022/08/24 11:59:00","2022/08/27 05:00:00","2022/08/25 11:59:00","1","1"
"1050","9","2022/10/27 04:59:59","1","bgm_M97","1049","2","2022/09/19 12:00:00","2022/09/23 11:59:00","2022/09/26 05:00:00","2022/09/24 11:59:00","2","1"
"1051","10","2022/11/26 04:59:59","1","bgm_M104","1050","2","2022/10/20 12:00:00","2022/10/24 11:59:00","2022/10/27 05:00:00","2022/10/25 11:59:00","1","1"
"1052","11","2022/12/26 04:59:59","1","bgm_M115","1051","2","2022/11/19 12:00:00","2022/11/23 11:59:00","2022/11/26 05:00:00","2022/11/24 11:59:00","2","1"
"1053","12","2023/01/27 04:59:59","1","bgm_M119","1052","2","2022/12/19 12:00:00","2022/12/23 11:59:00","2022/12/26 05:00:00","2022/12/24 11:59:00","1","1"
"1054","1","2023/02/24 04:59:59","1","bgm_M132","1053","2","2023/01/20 12:00:00","2023/01/24 11:59:00","2023/01/27 05:00:00","2023/01/25 11:59:00","2","1"
"1055","2","2023/03/27 04:59:59","1","bgm_M139","1054","2","2023/02/17 12:00:00","2023/02/21 11:59:00","2023/02/24 05:00:00","2023/02/22 11:59:00","1","1"
"1056","3","2023/04/26 04:59:59","1","bgm_M166","1055","2","2023/03/20 12:00:00","2023/03/24 11:59:00","2023/03/27 05:00:00","2023/03/25 11:59:00","2","1"
"1057","4","2023/05/27 04:59:59","1","bgm_M175","1056","2","2023/04/19 12:00:00","2023/04/23 11:59:00","2023/04/26 05:00:00","2023/04/24 11:59:00","1","1"
"1058","5","2023/06/26 04:59:59","1","bgm_M181","1057","2","2023/05/20 12:00:00","2023/05/24 11:59:00","2023/05/27 05:00:00","2023/05/25 11:59:00","2","1"
"1059","6","2023/07/27 04:59:59","1","bgm_M186","1058","2","2023/06/19 12:00:00","2023/06/23 11:59:00","2023/06/26 05:00:00","2023/06/24 11:59:00","1","1"
"1060","7","2023/08/27 04:59:59","1","bgm_M205","1059","2","2023/07/20 12:00:00","2023/07/24 11:59:00","2023/07/27 05:00:00","2023/07/25 11:59:00","2","1"
"1061","8","2023/09/26 04:59:59","1","bgm_M90","1060","2","2023/08/20 12:00:00","2023/08/24 11:59:00","2023/08/27 05:00:00","2023/08/25 11:59:00","1","1"
"1063","9","2023/10/27 04:59:59","1","bgm_M97","1061","2","2023/09/19 12:00:00","2023/09/23 11:59:00","2023/09/26 05:00:00","2023/09/24 11:59:00","2","1"
"1064","10","2023/11/26 04:59:59","1","bgm_M104","1063","2","2023/10/20 12:00:00","2023/10/24 11:59:00","2023/10/27 05:00:00","2023/10/25 11:59:00","1","1"
"1065","11","2023/12/26 04:59:59","1","bgm_M115","1064","2","2023/11/19 12:00:00","2023/11/23 11:59:00","2023/11/26 05:00:00","2023/11/24 11:59:00","2","1"
"1066","12","2024/01/27 04:59:59","1","bgm_M119","1065","2","2023/12/19 12:00:00","2023/12/23 11:59:00","2023/12/26 05:00:00","2023/12/24 11:59:00","1","1"
"1067","1","2024/02/25 04:59:59","1","bgm_M132","1066","2","2024/01/20 12:00:00","2024/01/24 11:59:00","2024/01/27 05:00:00","2024/01/25 11:59:00","2","1"
"1068","2","2024/03/27 04:59:59","1","bgm_M139","1067","2","2024/02/18 12:00:00","2024/02/22 11:59:00","2024/02/25 05:00:00","2024/02/23 11:59:00","1","1"
"1069","3","2024/04/26 04:59:59","1","bgm_M166","1068","2","2024/03/20 12:00:00","2024/03/24 11:59:00","2024/03/27 05:00:00","2024/03/25 11:59:00","2","1"
"1070","4","2024/05/27 04:59:59","1","bgm_M175","1069","2","2024/04/19 12:00:00","2024/04/23 11:59:00","2024/04/26 05:00:00","2024/04/24 11:59:00","1","1"
"1071","5","2024/06/26 04:59:59","1","bgm_M181","1070","2","2024/05/20 12:00:00","2024/05/24 11:59:00","2024/05/27 05:00:00","2024/05/25 11:59:00","2","1"
"1072","6","2024/07/27 04:59:59","1","bgm_M186","1071","2","2024/06/19 12:00:00","2024/06/23 11:59:00","2024/06/26 05:00:00","2024/06/24 11:59:00","1","1"
"1073","7","2024/08/27 04:59:59","1","bgm_M205","1072","2","2024/07/14 12:00:00","2024/07/18 11:59:59","2024/07/27 05:00:00","2024/07/19 11:59:59","2","1"
"1074","8","2024/09/26 04:59:59","1","bgm_M90","1073","2","2024/08/20 12:00:00","2024/08/24 11:59:59","2024/08/27 05:00:00","2024/08/25 11:59:59","1","1"
"1075","9","2024/10/27 04:59:59","1","bgm_M97","1074","2","2024/09/19 12:00:00","2024/09/23 11:59:59","2024/09/26 05:00:00","2024/09/24 11:59:59","2","1"
"1076","10","2024/11/26 04:59:59","1","bgm_M104","1075","2","2024/10/20 12:00:00","2024/10/24 11:59:59","2024/10/27 05:00:00","2024/10/25 11:59:59","1","1"
"1077","11","2024/12/27 04:59:59","1","bgm_M115","1076","2","2024/11/19 12:00:00","2024/11/23 11:59:59","2024/11/26 05:00:00","2024/11/24 11:59:59","2","1"
"1078","12","2025/01/27 04:59:59","1","bgm_M119","1077","2","2024/12/20 12:00:00","2024/12/24 11:59:59","2024/12/27 05:00:00","2024/12/25 11:59:59","1","1"
"1079","1","2025/02/24 04:59:59","1","bgm_M132","1078","2","2025/01/20 12:00:00","2025/01/24 11:59:59","2025/01/27 05:00:00","2025/01/25 11:59:59","2","1"
"1080","2","2025/03/27 04:59:59","1","bgm_M139","1079","2","2025/02/17 12:00:00","2025/02/21 11:59:59","2025/02/24 05:00:00","2025/02/22 11:59:59","1","1"
"1081","3","2025/04/26 04:59:59","1","bgm_M166","1080","2","2025/03/20 12:00:00","2025/03/24 11:59:59","2025/03/27 05:00:00","2025/03/25 11:59:59","2","1"
"1082","4","2025/05/27 04:59:59","1","bgm_M175","1081","2","2025/04/19 12:00:00","2025/04/23 11:59:59","2025/04/26 05:00:00","2025/04/24 11:59:59","1","1"
"1083","5","2025/06/26 04:59:59","1","bgm_M181","1082","2","2025/05/20 12:00:00","2025/05/24 11:59:59","2025/05/27 05:00:00","2025/05/25 11:59:59","2","1"
"1084","6","2025/07/27 04:59:59","1","bgm_M186","1083","2","2025/06/19 12:00:00","2025/06/23 11:59:59","2025/06/26 05:00:00","2025/06/24 11:59:59","1","1"
"1085","7","2025/08/27 04:59:59","1","bgm_M205","1084","2","2025/07/20 12:00:00","2025/07/24 11:59:59","2025/07/27 05:00:00","2025/07/25 11:59:59","2","1"
"1086","8","2025/09/26 04:59:59","1","bgm_M90","1085","2","2025/08/20 12:00:00","2025/08/24 11:59:59","2025/08/27 05:00:00","2025/08/25 11:59:59","1","1"
"1087","9","2025/10/27 04:59:59","1","bgm_M97","1086","2","2025/09/19 12:00:00","2025/09/23 11:59:59","2025/09/26 05:00:00","2025/09/24 11:59:59","2","1"
"1088","10","2025/11/26 04:59:59","1","bgm_M104","1087","2","2025/10/20 12:00:00","2025/10/24 11:59:59","2025/10/27 05:00:00","2025/10/25 11:59:59","1","1"
"1089","11","2025/12/26 04:59:59","1","bgm_M115","1088","2","2025/11/19 12:00:00","2025/11/23 11:59:59","2025/11/26 05:00:00","2025/11/24 11:59:59","2","1"
"1090","12","2026/01/27 04:59:59","1","bgm_M119","1089","2","2025/12/19 12:00:00","2025/12/23 11:59:59","2025/12/26 05:00:00","2025/12/24 11:59:59","1","1"
"1091","1","2026/02/24 04:59:59","1","bgm_M132","1090","2","2026/01/20 12:00:00","2026/01/24 11:59:59","2026/01/27 05:00:00","2026/01/25 11:59:59","2","1"
"1092","2","2026/03/27 04:59:59","1","bgm_M139","1091","2","2026/02/17 12:00:00","2026/02/21 11:59:59","2026/02/24 05:00:00","2026/02/22 11:59:59","1","1"
