a80518be564eae9b6cbee24eb47b4d5e3dcc41337c47056d9b5f5b7112338eb7,aa87ef3747f3c6c376c81110d18a2493bca57554e1b3e34cb9a7495c01cb72fc,43573ea043fca37aa0d4151ad63740918ee5b232698bfb14bdf424525bd3d74e,686c74160a2ce81b9ef747d655d2ed14c660e53367d8a02d8021bc5ea65e878d,fa5128e04d18ef7f438e91d41587166726dbf323b7b0a8430aaf534cc0ac29b9,f612ffd8bb891915c646acde93718609fa4329a283e5e48018435e30a62e73de,e642f83204e9184a1edcacc9141cb1754bcb1badaf30616f83c7b5b36bbdc116
"112301","[3C404E]討伐NORMAL BOSS解放！","討伐NORMAL BOSS解放！","[3C404E]進行活動、挑戰BOSS、\n討伐NORMAL BOSS可解放限定角色！！[-]","28","20022","72022021"
"113001","[3C404E]討伐NORMAL BOSS解放！","討伐NORMAL BOSS解放！","[3C404E]進行活動、挑戰BOSS、\n討伐NORMAL BOSS可解放限定角色！！[-]","29","20025","72025021"
"113201","[3C404E]討伐NORMAL BOSS解放！","討伐NORMAL BOSS解放！","[3C404E]進行活動、挑戰BOSS、\n討伐NORMAL BOSS可解放限定角色！！[-]","30","20026","72026021"
"113501","[3C404E]討伐NORMAL BOSS解放！","討伐NORMAL BOSS解放！","[3C404E]進行活動、挑戰BOSS、\n討伐NORMAL BOSS可解放限定角色！！[-]","31","20027","72027021"
"114101","[3C404E]討伐NORMAL BOSS解放！","討伐NORMAL BOSS解放！","[3C404E]進行活動、挑戰BOSS、\n討伐NORMAL BOSS可解放限定角色！！[-]","32","20029","72029021"
"114601","[3C404E]討伐NORMAL BOSS解放！","討伐NORMAL BOSS解放！","[3C404E]進行活動、挑戰BOSS、\n討伐NORMAL BOSS可解放限定角色！！[-]","33","20031","72031021"
"114701","[3C404E]討伐NORMAL BOSS解放！","討伐NORMAL BOSS解放！","[3C404E]進行活動、挑戰BOSS、\n討伐NORMAL BOSS可解放限定角色！！[-]","34","20032","72032021"
"115601","[3C404E]討伐NORMAL BOSS解放！","討伐NORMAL BOSS解放！","[3C404E]進行活動、挑戰BOSS、\n討伐NORMAL BOSS可解放限定角色！！[-]","35","20033","72033021"
"115801","[3C404E]討伐NORMAL BOSS解放！","討伐NORMAL BOSS解放！","[3C404E]進行活動、挑戰BOSS、\n討伐NORMAL BOSS可解放限定角色！！[-]","36","20035","72035021"
"116801","[3C404E]討伐NORMAL BOSS解放！","討伐NORMAL BOSS解放！","[3C404E]進行活動、挑戰BOSS、\n討伐NORMAL BOSS可解放限定角色！！[-]","37","20038","72038021"
"117401","[3C404E]討伐NORMAL BOSS解放！","討伐NORMAL BOSS解放！","[3C404E]進行活動、挑戰BOSS、\n討伐NORMAL BOSS可解放限定角色！！[-]","38","20040","72040021"
"117801","[3C404E]討伐NORMAL BOSS解放！","討伐NORMAL BOSS解放！","[3C404E]進行活動、挑戰BOSS、\n討伐NORMAL BOSS可解放限定角色！！[-]","39","20042","72042021"
"119201","[3C404E]討伐NORMAL BOSS解放！","討伐NORMAL BOSS解放！","[3C404E]進行活動、挑戰BOSS、\n討伐NORMAL BOSS可解放限定角色！！[-]","40","20044","72044021"
"120801","[3C404E]討伐NORMAL BOSS解放！","討伐NORMAL BOSS解放！","[3C404E]進行活動、挑戰BOSS、\n討伐NORMAL BOSS可解放限定角色！！[-]","41","20045","72045021"
"121201","[3C404E]討伐NORMAL BOSS解放！","討伐NORMAL BOSS解放！","[3C404E]進行活動、挑戰BOSS、\n討伐NORMAL BOSS可解放限定角色！！[-]","42","20047","72047021"
"122101","[3C404E]討伐NORMAL BOSS解放！","討伐NORMAL BOSS解放！","[3C404E]進行活動、挑戰BOSS、\n討伐NORMAL BOSS可解放限定角色！！[-]","43","20051","72051021"
"122401","[3C404E]討伐NORMAL BOSS解放！","討伐NORMAL BOSS解放！","[3C404E]進行活動、挑戰BOSS、\n討伐NORMAL BOSS可解放限定角色！！[-]","44","20052","72052021"
"122801","[3C404E]討伐NORMAL BOSS解放！","討伐NORMAL BOSS解放！","[3C404E]進行活動、挑戰BOSS、\n討伐NORMAL BOSS可解放限定角色！！[-]","45","20053","72053021"
"123501","[3C404E]討伐NORMAL BOSS解放！","討伐NORMAL BOSS解放！","[3C404E]進行活動、挑戰BOSS、\n討伐NORMAL BOSS可解放限定角色！！[-]","46","20055","72055021"
"124101","[3C404E]討伐NORMAL BOSS解放！","討伐NORMAL BOSS解放！","[3C404E]進行活動、挑戰BOSS、\n討伐NORMAL BOSS可解放限定角色！！[-]","47","20057","72057021"
"124701","[3C404E]討伐NORMAL BOSS解放！","討伐NORMAL BOSS解放！","[3C404E]進行活動、挑戰BOSS、\n討伐NORMAL BOSS可解放限定角色！！[-]","48","20058","72058021"
"124901","[3C404E]討伐NORMAL BOSS解放！","討伐NORMAL BOSS解放！","[3C404E]進行活動、挑戰BOSS、\n討伐NORMAL BOSS可解放限定角色！！[-]","49","20059","72059021"
"125701","[3C404E]討伐NORMAL BOSS解放！","討伐NORMAL BOSS解放！","[3C404E]進行活動、挑戰BOSS、\n討伐NORMAL BOSS可解放限定角色！！[-]","50","20063","72063021"
"126701","[3C404E]討伐NORMAL BOSS解放！","討伐NORMAL BOSS解放！","[3C404E]進行活動、挑戰BOSS、\n討伐NORMAL BOSS可解放限定角色！！[-]","51","20065","72065021"
"127001","[3C404E]討伐NORMAL BOSS解放！","討伐NORMAL BOSS解放！","[3C404E]進行活動、挑戰BOSS、\n討伐NORMAL BOSS可解放限定角色！！[-]","52","20066","72066021"
"128801","[3C404E]討伐NORMAL BOSS解放！","討伐NORMAL BOSS解放！","[3C404E]進行活動、挑戰BOSS、\n討伐NORMAL BOSS可解放限定角色！！[-]","53","20067","72067021"
"128301","[3C404E]討伐NORMAL BOSS解放！","討伐NORMAL BOSS解放！","[3C404E]進行活動、挑戰BOSS、\n討伐NORMAL BOSS可解放限定角色！！[-]","54","20073","72073016"
