830f99292543964ffa8d174b697afcb91a975dcd69f83dde35e58b8c84c716a7,254c6ed46ef9735e99cb4055ca9a44607d1580a4f5f6138b074c91a0114f9910,c2b8bba2b750eb3ea9a2516b086970c6a6d2d365dacea2ee478d21c2440d6454,5d667c08651ca79a965c9a49f99dc6cc006a4ffcb816e3c69da4825d9e974cef,85a16114ac076b37206dcced6ff964666f511b4e188a6ad4a99e2e0a9ac57f09,7f3f27b5fb4bc542be5bb503365581ace4be3e6f583e57e70628db9961b919aa,72ef213b8b71092042fb8facf31cca51ba9971fbfd924d5febdd4acf6e2fcafd,92da664257efc5c81a7023840bbbd37a2411548369204b82418363b07ab2bf7d,c459cb7483f870734be142d44b95c42185097b9f3f8c3ec57c6563aee34ba5c7,c9e741e25d643b6fc6cfda32356d914ea63b364caa008a688d2513dc40b2486e,24bd9fe1a65b93d78fa2af4c28998548e98d980cf31a8644e6ce4ed9b9c0ac51,ec6df20965c1aedfae4e17721500a8f579c0d05cc0db8991f0c0f6f674f7ef96,b78f9dca5462649a3b005d4fceb0451e8678187bc148ce58212ba9919c73dff0,d984186a87092a5e9a29350d735d1b2d6cf9193235dd4a978a802c44da162f16,ae1ce6acc22ab38a2b2cc36988351cf4eafbaf4307baf606730c519aa9e90bfb,0e5cd32a0e1107d5767ac641a699555c1af76c19e469e6190276b1433ed7bee6,a68a310739664818e4003f8f5965c904b0161a1d7d1ea02d61513098f50db680,7745fea846a15fab18328b1935641198d5db366757d724b686e424f4660fc944,cb11c916e42559d709d09a2dc5285ad048e9601453e7414e9b2be0161a40f602,2da448aa29a548e7c270903b6993a55ddf3b4b99ec8cb8bcdd66d799e030ae56,89c81b3e61063fd9111353a5b14f6787327c2f8c625811b33d5a8dc5739b4569,8a86c5164d310ebaaa486dd6b390669517949fa6c2114a3e952dfdb9813bf607,34c16430d76dc7cc059ebe337645f6d4ff3b03568ebde39ae603cfdf93840443,f692b00c5081f14204332a893bc5d54887a4082b9292ef73b900807470a8fd79,b6aa6d28da51a3203e356eae2783e715ad123db956027988394e1e8a03baff07,607a78669e81fe2c99b24ef11cdaa344f0afd1e352271d8ff58fc75f5b3adf22,eecb5eb1810179b595e9239303ac949eaf906403b1335bb21076259ff9732ed4,5230391ff39f23ecb2f4c4aacf4be8ed42bc025c8f6065654385eadfa3d76abf,167259671e1f8bd58148c310c5b24a2f8b170b97f382ae429db3a19fb6eb2e46,a2381fc0a62f4ad8a63251c5ca11a00db5aa65b3e0f47c5986039825a1124506,a198159117ce8e84ebd11844a22b691cbe2006ed1453ad7af4b9f7e0c7ae6b46,9d0066c9656f3ffa6fa292db90746dd6b22979d0ea74331731e660e8e6ef3629,e4f98e53e7884e75af44686881b888e1dccb7d06a538fcff851f3fd37c50fa44,0b3b5408b3d0656b91e75de9ea26782244e07dbcca81b34875916290fcf3c393
"11","0","1127","0","1128","0","0","1123","1033","1052","0","0","1807","0","1235","0","1038","0","1158","伊麗莎白牧場","1254","1026","0","位在山上的牧場公會。活動內容講白了就是牧場，飼育著牛及馬等等的動物。同時也是獸人們度過休假的野餐地及病人的靜養之地。","0","0","0","0","1192","0","0","0","1033","0"
"12","0","1079","0","1146","0","1268","1080","1032","1048","0","1267","1168","0","1809","0","1034","0","1144","墨丘利財團","1222","1046","0","手邊有著龐大的資金，對各式各樣的事業進行融資及買賣的公會。懲治使用惡劣手段賺取金錢的生意人，是其背地裡的活動目的。","0","0","0","0","1169","1251","0","0","1032","0"
"13","0","1090","0","1132","0","1247","1009","1056","1051","0","1237","1133","0","1175","0","1027","0","1131","暮光流星群","1208","1013","0","基於某個目的而組成，無論什麼危險的委託都會承攬下來的萬事屋公會。幾乎每個成員都擁有稱號，也傳聞是蘭德索爾最危險的公會。","0","0","0","1276","1170","1219","1299","0","1056","0"
"14","0","1101","0","1179","0","0","1100","1018","1050","0","0","1214","0","0","0","1016","0","1190","月光學院","0","1083","0","存在於蘭德索爾的學校之一。由公會管理協會所直營的公立教育機關。在學校裡，前來上學的學生的年齡、種族、學力都不盡相同。","0","0","0","0","1273","0","0","0","1018","0"
"15","0","1095","0","1096","0","1263","1055","1053","1008","0","1252","1142","0","1178","0","1030","0","1130","純白之翼 蘭德索爾分部","1191","1045","0","身為公會長的莫妮卡所組成的公會。總是因愚蠢的行動而招來許多危機，但成員都可憑己身之力華麗地解決。","0","0","0","1270","1176","1215","0","0","1053","0"
"16","0","1164","0","1293","0","0","1162","1110","1108","0","0","0","0","0","0","1109","0","1294","聖德蕾莎女子學院（好朋友社）","0","1163","0","以通過獎學金審查做為目的，而為了表現具有達成「高親和力共同體」的條件，所趁勢結成的新感覺社團風公會。","0","0","0","0","0","0","0","0","1110","0"
"17","0","1216","0","1245","0","0","1166","1067","1065","0","0","1283","0","0","0","1066","0","1249","龍族巢穴","0","1165","0","為了發現並且保護稀有的種族－龍人族為目的而成立。僅管在各地都有進行著探索的蹤跡，然而私底下卻進行著幫派活動的負面傳聞不曾停歇過的一個公會。","0","0","0","0","1318","0","0","0","1067","0"
"18","0","0","0","0","0","0","0","1180","1280","0","0","0","0","0","0","0","0","0","里士滿工商會","0","0","0","","0","0","0","0","0","0","0","0","1180","0"
"19","0","1182","0","0","0","0","1312","1181","1233","0","0","0","0","0","0","1269","0","0","憤怒‧軍團","0","1311","0","","0","0","0","0","0","0","0","0","1923","0"
"20","0","0","0","0","0","0","0","1258","1260","0","0","0","0","0","0","1261","0","0","幻變少女","0","1316","0","","0","0","0","0","0","0","0","0","1258","0"
"21","0","0","0","0","0","0","0","1302","1300","0","0","0","0","0","0","1301","0","0","蠻賊三姊妹","0","0","0","","0","0","0","0","0","0","0","0","1300","0"
"100","0","0","0","0","0","0","0","1124","1126","0","0","0","0","0","0","1125","0","0","new generations","0","0","0","","0","0","0","0","0","0","0","0","1124","0"
"500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","森林守衛、牧場（伊麗莎白牧場）","0","0","0","","0","0","0","0","0","0","0","0","0","0"
"501","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","墨丘利財團、咲戀育幼院","0","0","0","","0","0","0","0","0","0","0","0","0","0"
