5126c23b04597e1ebe286bd46c1c3f9b2bdf21ea59dae82f561aedf8e12d3b92,e648bba2eb039508d8a559742b1ee2033284a089dbe14267bac219cfbca0f91a,83fdb22558ea2ff899a18b769d1ad54f21a4d80b6a5df55445a23ef79e3fc813,c22179df1e01eb3297c11720cf84b648b45df83cffb10b197d021a9df47c06f2,093e0446801d2a5ac0e67d64388532cfbefb4f2be7832570fc4587062b19f840,1c765ea59714552d85f041e8c7b992b90ac9fbf352b7212e19703ee7850945da,36ea90eced12c026ed24d5da64eb35cabbe90e5ad3ea7ecfe187c6c48b5977a8,6feb94ffc8438ce0f184a1e926b072c966807c33686c0f331f917f31c170c89a,a7fafa80af80078443dc349297c4cd0c30bf3824de6258c6627efd7261e33349,8d64263fe0739a2080cc7600811c5ad27e6b8ba14f090d6a678122dcc0d3e12a,34317b4ff81be13b2946bfb8990bcaa265a1f6ea71567376dc5ba44ad9eee53e,870584003b10dca09904a2d9c79320a89f1897c8c5f9608158d6cb349ef86599,3386d21dcdd40e345ab2cdf5f81cb2e3629823e8c06e180c22d775790c500d19,983b1bb8d9acb11a1dc4fb3d4e87040dd43542c87293aa8a665d3723565c639d,765dc85f1ce3e98fd016b4cda8a9b821d2e7416ade0092cebaf040da36790581,47c90950497a56f182ef976faae2f47215ecdd7cc9be88f46f2dcd34b17a7aea,766c4e8c4877284b03060761e555b05e2f7bb5e5ac1a37049724d89f0509a739,71ab993d0af930867aae0827060e579e161c5af667b14bb30e0c8d6f199c4402,740436361f1402d26e4a2cb574f5485e990eaa6a86efca6dc1d67e71802e8e9a,9392f442995c612a813bdf87fccf492730f95d7e5d66f3fcb0ef8725a20287e0,78680a1b026b7194afe93bdbb6e6029e38466fc2ec0ae3645326398025edde8d,a7001cd37f2ad1e203708e06634088d16fa2d185b674351497cca3766b427dcc,0c320cb27ee4e3d127b644c833074d43f1485c064a0986fb963f134140e5c62c,2a6629b252fbb5662d6642d65072a1da936a373ea7b99f69c2c882ceb27ed4e7,95abd4f54d63fb9825234226bafeafe80e00bf74b4200cf4c9233be631b65e97,3d3bc3ec52139e4c180c5f2ac80f91b09d43fb2c48a9ac49231eedbe9c731281,0a95e841eec2be1518eb20b0d1ee6607dc6797184affae9ebccb1197021c5671,ea660a569963832c9fc67ddebf9524f37dee50f3c3180ccf8e25be63881a607f,b7597ae0446e66612af00fe79566b5c9eacc634505af664d11532256d54c0d54,b556eee5b44c6e4eb42047a059e392666b6f39a28bf91983b6db7f08ad6af897,349762c656f230734a69376f2383b96e099f3cf80797790358c53a2bfc007ff4,47618e4e4bc4b10e64bcc564d01b93b59110fc78bce016b4aa17d6c100a48405,b5464d7da46ff01730a0fa8ea028021ab6442b9a75d60849a5f040b643318e5f,a4c3094a61c8f6bec097d5e0d7f6768d444653cafac431eb2e9f49c9f856acdc,1218a8583c08b4ba20acc3619285fc2e5e6de7b090c87a5864f83a208536cd90,5316df7ea83d7f4a0cf4c164728028b3154b36ad6b5d68a91a4b285baf7c2dec,a1173c885f493f0079c45eeaadcfa06d41a9e736b6f0e39cbc8cf5e194f5b911,df250d7d44badaad2c6507d20b04d44622647c38208d05c67df39e0e5a8eb5ab,4d1d019a279afb660210bf18dd261b116d744299adcb79396b0ef9d7fb9670b8,274d1344a5aeb6b4542c8ab7b564172e6315d43927006373984603b72e661804,8025f2382e259a71e0263492949715ffefcc86766154229843f5034232eb601b,472cf1d4acaefcb2edf2514591531bf5938f6f343a3ed629972d849b65a6cd4a
"0","0","0.7","94002","140000","0.7","0.7","0","640","0","72430640","0","0","99","30","0","40001","-301","299","2200143","43","0","90005","724306401","90","-101","1","0","0.7","300","91002","0","101312","1","0","1520000","bgm_M126","0","-1","0","0","0"
"0","0","0.7","94002","140000","0.7","0.7","0","650","0","72440650","0","0","99","30","0","40001","-301","299","2200144","44","0","90005","724406501","90","-101","1","0","0.7","300","91002","0","101312","1","0","1600000","bgm_M126","0","-1","0","0","0"
"0","0","0.7","94002","140000","0.7","0.7","0","660","0","72450660","0","0","99","30","0","40001","-301","299","2200145","45","0","90005","724506601","90","-101","1","0","0.7","300","91002","0","102142","1","0","1600000","bgm_M126","0","-1","0","0","0"
"0","0","0.7","94002","140000","0.7","0.7","0","670","0","72460670","0","0","99","30","0","40001","-301","299","2200146","46","0","90005","724606701","90","-101","1","0","0.7","300","91002","0","102142","1","0","1680000","bgm_M126","0","-1","0","0","0"
"0","0","0.7","94002","140000","0.9","0.7","0","680","0","72470680","0","0","99","30","0","40001","-301","299","2200147","47","0","90005","724706801","90","-101","1","0","0.7","300","91002","0","102512","1","0","1680000","bgm_M126","0","-1","0","0","0"
"0","0","0.7","94002","140000","0.9","0.7","0","690","0","72480690","0","0","99","30","0","40001","-301","299","2200148","48","0","90005","724806901","90","-101","1","0","0.7","300","91002","0","102512","1","0","1760000","bgm_M126","0","-1","0","0","0"
"0","0","0.7","94002","140000","0.9","0.7","0","700","0","72490700","0","0","99","30","0","40001","-301","299","2200149","49","0","90005","724907001","90","-101","1","0","0.7","300","91002","0","101512","1","0","1760000","bgm_M126","0","-1","0","0","0"
"0","0","0.7","94002","140001","0.9","0.7","0","710","0","72500710","0","0","99","30","50003","40001","-301","299","2200150","50","10","90005","725007101","90","-101","15","0","0.7","300","91002","0","101512","1","0","1840000","bgm_M126","0","-1","0","0","0"
"0","0","0.7","94002","140001","0.9","0.7","0","720","0","72510720","0","0","99","30","50003","40001","-301","299","2200151","51","10","90005","725107201","90","-101","15","0","0.7","300","91002","0","102642","1","0","1840000","bgm_M126","0","-1","0","0","0"
"0","0","0.7","94002","140001","0.9","0.7","0","730","0","72520730","0","0","99","30","50003","40001","-301","299","2200152","52","10","90005","725207301","90","-101","15","0","0.7","300","91002","0","102642","1","0","1920000","bgm_M126","0","-1","0","0","0"
"0","0","0.7","94002","140001","0.9","0.7","0","740","0","72530740","0","0","99","30","50003","40001","-301","299","2200153","53","10","90005","725307401","90","-101","15","0","0.7","300","91002","0","101522","1","0","1920000","bgm_M126","0","-1","0","0","0"
"0","0","0.7","94002","140001","0.9","0.7","0","750","0","72540750","0","0","99","30","50003","40001","-301","299","2200154","54","10","90005","725407501","90","-101","15","0","0.7","300","91002","0","101522","1","0","2000000","bgm_M126","0","-1","0","0","0"
"0","0","0.7","94002","140001","0.9","0.7","0","760","0","72550760","0","0","99","30","50003","40001","-301","299","2200155","55","10","90005","725507601","90","-101","15","0","0.7","300","91002","0","101522","1","0","2000000","bgm_M126","0","-1","0","0","0"
