2308339032b06fe33484d13ffb83a8c7f82a1729a75bcf06923e3a49bd11a4bf,53d6803a602413e71b74850f22a0100d7b97ee536a50f0292bf8fb3db24e7054,adca7624e1d7f0a776e6488674f416f0c1bc61f8bd9e199987214f11030436bf,a7fbdc2a12b872fa89ad026d2a7351f382986fabf389834a6165c2f0de8691f9,5cd7eb107a751ca4d795e6b2bd7a21409339b6411fb682b61d449d0e1aabc5f6,2624d88d9f2a6755b2f2ef89b771a2e5a89e55754e91516df01dc61efba50451,f56b2e5c2f6d91aaa09679966235f9212908f29208c3359b192bcf21fe0b5054,11b65ffd7ce5df5f73879ffd59b5f84017b8ab145fa2e20c1d32d7b34e842466
"戰鬥開始90秒內，使我方的物理攻擊力提升。","100623","100623","36000","1006","1","提升物理攻擊90秒","2976000000000"
"戰鬥開始90秒內，每秒恢復我方的HP。","100624","100624","36000","1006","1","每秒HP恢復90秒","2604000000000"
"戰鬥開始90秒內，使敵人的魔法防禦力下降。","100625","100625","36000","1006","1","降低魔法防禦90秒","2232000000000"
"戰鬥開始時，我方的TP提升150。","100626","100626","36000","1006","1","TP提升150","1736000000000"
"戰鬥開始10秒內，我方進入無敵狀態。","100627","100627","36000","1006","1","無敵10秒","1364000000000"
"戰鬥開始90秒內，使我方的魔法攻擊力提升。","100628","100628","36000","1006","1","提升魔法攻擊90秒","992000000000"
"戰鬥開始90秒內，使我方的物理攻擊力提升。","100629","100629","36000","1006","1","提升物理攻擊90秒","496000000000"
"戰鬥開始90秒內，使敵人的魔法防禦力下降。","100630","100630","36000","1006","1","降低魔法防禦90秒","124000000000"
"戰鬥開始90秒內，每秒提升我方的TP。","100701","100701","36000","1007","1","每秒TP提升90秒","7469000000000"
"戰鬥開始時，我方的TP提升50。","100702","100702","36000","1007","1","TP提升50","7161000000000"
"戰鬥開始10秒內，敵人陷入火傷狀態。","100703","100703","36000","1007","1","火傷傷害10秒","6930000000000"
"戰鬥開始90秒內，使敵人的物理防禦力下降。","100704","100704","36000","1007","1","降低物理防禦90秒","6699000000000"
"戰鬥開始90秒內，使敵人的物理防禦力下降。","100705","100705","36000","1007","1","降低物理防禦90秒","6468000000000"
"戰鬥開始90秒內，使我方的物理攻擊力提升。","100706","100706","36000","1007","1","提升物理攻擊90秒","6160000000000"
"戰鬥開始90秒內，使我方的魔法攻擊力提升。","100707","100707","36000","1007","1","提升魔法攻擊90秒","5929000000000"
"戰鬥開始10秒內，敵人陷入火傷狀態。","100708","100708","36000","1007","1","火傷傷害10秒","5698000000000"
"戰鬥開始90秒內，使敵人的物理防禦力下降。","100709","100709","36000","1007","1","降低物理防禦90秒","5390000000000"
"戰鬥開始90秒內，使我方的物理攻擊力提升。","100710","100710","36000","1007","1","提升物理攻擊90秒","5159000000000"
"戰鬥開始90秒內，每秒提升我方的TP。","100711","100711","36000","1007","1","每秒TP提升90秒","4928000000000"
"戰鬥開始10秒內，敵人陷入火傷狀態。","100712","100712","36000","1007","1","火傷傷害10秒","4620000000000"
"戰鬥開始90秒內，使敵人的物理防禦力下降。","100713","100713","36000","1007","1","降低物理防禦90秒","4389000000000"
"戰鬥開始90秒內，使敵人的魔法防禦力下降。","100714","100714","36000","1007","1","降低魔法防禦90秒","4158000000000"
"戰鬥開始90秒內，使我方的魔法攻擊力提升。","100715","100715","36000","1007","1","提升魔法攻擊90秒","3927000000000"
"戰鬥開始90秒內，使我方的物理攻擊力提升。","100716","100716","36000","1007","1","提升物理攻擊90秒","3619000000000"
"戰鬥開始時，我方的TP提升100。","100717","100717","36000","1007","1","TP提升100","3388000000000"
"戰鬥開始90秒內，使敵人的物理防禦力下降。","100718","100718","36000","1007","1","降低物理防禦90秒","3157000000000"
"戰鬥開始90秒內，使敵人的魔法防禦力下降。","100719","100719","36000","1007","1","降低魔法防禦90秒","2849000000000"
"戰鬥開始90秒內，使我方的物理攻擊力提升。","100720","100720","36000","1007","1","提升物理攻擊90秒","2618000000000"
"戰鬥開始90秒內，每秒提升我方的TP。","100721","100721","36000","1007","1","每秒TP提升90秒","2387000000000"
"戰鬥開始時，我方的TP提升150。","100722","100722","36000","1007","1","TP提升150","2079000000000"
"戰鬥開始10秒內，敵人陷入火傷狀態。","100723","100723","36000","1007","1","火傷傷害10秒","1848000000000"
"戰鬥開始90秒內，使敵人的物理防禦力下降。","100724","100724","36000","1007","1","降低物理防禦90秒","1617000000000"
"戰鬥開始90秒內，使敵人的魔法防禦力下降。","100725","100725","36000","1007","1","降低魔法防禦90秒","1386000000000"
"戰鬥開始時，我方的TP提升150。","100726","100726","36000","1007","1","TP提升150","1078000000000"
"戰鬥開始10秒內，我方進入無敵狀態。","100727","100727","36000","1007","1","無敵10秒","847000000000"
"戰鬥開始10秒內，敵人陷入火傷狀態。","100728","100728","36000","1007","1","火傷傷害10秒","616000000000"
"戰鬥開始90秒內，使敵人的物理防禦力下降。","100729","100729","36000","1007","1","降低物理防禦90秒","308000000000"
"戰鬥開始90秒內，使敵人的魔法防禦力下降。","100730","100730","36000","1007","1","降低魔法防禦90秒","77000000000"
"戰鬥開始10秒內，敵人陷入中毒狀態。","100801","100801","36000","1008","1","毒傷害10秒","12028000000000"
"戰鬥開始90秒內，使敵人的物理攻擊力下降。","100802","100802","36000","1008","1","降低物理攻擊90秒","11532000000000"
"戰鬥開始90秒內，使敵人的物理攻擊力下降。","100803","100803","36000","1008","1","降低物理攻擊90秒","11160000000000"
"戰鬥開始90秒內，使敵人的物理防禦力下降。","100804","100804","36000","1008","1","降低物理防禦90秒","10788000000000"
"戰鬥開始90秒內，使敵人的物理防禦力下降。","100805","100805","36000","1008","1","降低物理防禦90秒","10416000000000"
"戰鬥開始90秒內，使敵人的物理攻擊力下降。","100806","100806","36000","1008","1","降低物理攻擊90秒","9920000000000"
"戰鬥開始90秒內，使敵人的物理攻擊力下降。","100807","100807","36000","1008","1","降低物理攻擊90秒","9548000000000"
"戰鬥開始90秒內，使敵人的物理防禦力下降。","100808","100808","36000","1008","1","降低物理防禦90秒","9176000000000"
"戰鬥開始90秒內，使敵人的物理防禦力下降。","100809","100809","36000","1008","1","降低物理防禦90秒","8680000000000"
"戰鬥開始90秒內，使敵人的魔法攻擊力下降。","100810","100810","36000","1008","1","降低魔法攻擊90秒","8308000000000"
"戰鬥開始10秒內，敵人陷入中毒狀態。","100811","100811","36000","1008","1","毒傷害10秒","7936000000000"
"戰鬥開始90秒內，使敵人的物理攻擊力下降。","100812","100812","36000","1008","1","降低物理攻擊90秒","7440000000000"
"戰鬥開始90秒內，使敵人的物理攻擊力下降。","100813","100813","36000","1008","1","降低物理攻擊90秒","7068000000000"
"戰鬥開始90秒內，使敵人的物理防禦力下降。","100814","100814","36000","1008","1","降低物理防禦90秒","6696000000000"
"戰鬥開始90秒內，使敵人的魔法防禦力下降。","100815","100815","36000","1008","1","降低魔法防禦90秒","6324000000000"
"戰鬥開始90秒內，使敵人的物理攻擊力下降。","100816","100816","36000","1008","1","降低物理攻擊90秒","5828000000000"
"戰鬥開始90秒內，使敵人的物理攻擊力下降。","100817","100817","36000","1008","1","降低物理攻擊90秒","5456000000000"
"戰鬥開始90秒內，使敵人的物理防禦力下降。","100818","100818","36000","1008","1","降低物理防禦90秒","5084000000000"
"戰鬥開始90秒內，使敵人的魔法防禦力下降。","100819","100819","36000","1008","1","降低魔法防禦90秒","4588000000000"
"戰鬥開始90秒內，使敵人的物理攻擊力下降。","100820","100820","36000","1008","1","降低物理攻擊90秒","4216000000000"
"戰鬥開始10秒內，敵人陷入中毒狀態。","100821","100821","36000","1008","1","毒傷害10秒","3844000000000"
"戰鬥開始90秒內，使敵人的物理攻擊力下降。","100822","100822","36000","1008","1","降低物理攻擊90秒","3348000000000"
"戰鬥開始90秒內，使敵人的物理攻擊力下降。","100823","100823","36000","1008","1","降低物理攻擊90秒","2976000000000"
"戰鬥開始90秒內，使敵人的物理防禦力下降。","100824","100824","36000","1008","1","降低物理防禦90秒","2604000000000"
"戰鬥開始90秒內，使敵人的物理防禦力下降。","100825","100825","36000","1008","1","降低物理防禦90秒","2232000000000"
"戰鬥開始時，我方的TP提升150。","100826","100826","36000","1008","1","TP提升150","1736000000000"
"戰鬥開始10秒內，我方進入無敵狀態。","100827","100827","36000","1008","1","無敵10秒","1364000000000"
"戰鬥開始90秒內，使敵人的物理防禦力下降。","100828","100828","36000","1008","1","降低物理防禦90秒","992000000000"
"戰鬥開始90秒內，使敵人的魔法防禦力下降。","100829","100829","36000","1008","1","降低魔法防禦90秒","496000000000"
"戰鬥開始10秒內，敵人陷入中毒狀態。","100830","100830","36000","1008","1","毒傷害10秒","124000000000"
