aa96ae597b828a3b62644fa39441bd12e0e67bb7195c5ef800e640f9e7d1dc5d,9dfd04bce60dfa388d46460ca27c616a2b610c53aad8f9a29acdcae7e2635ac6,46770f903b4e69147526ae5c697bdc087e91a3c25812c7e24dfc41f1d0e4d8a9,47c166d8d8106523284e303226658bd9e5100f2b4c22a094c279a839c1eb1a0c,1b98949e2f3654ae57b2ae065801ec43bfc6ed03c0ce15ad7b7a982ccaa7e9e1,a358a3b06a4bdd893ba2aa8258e8c6e42a02af788178d3c85c53691d397c562d
"90","15","10201066","56011066","1","1003"
"91","8","91002","56011066","50","0"
"92","15","10201067","56011067","1","1001"
"93","15","10201068","56011068","1","1002"
"94","15","10201069","56011069","1","1003"
"95","8","91002","56011069","50","0"
"96","15","10201070","56011070","1","1001"
"97","15","10201071","56011071","1","1002"
"98","15","10201072","56011072","1","1003"
"99","8","91002","56011072","50","0"
"100","15","10201073","56011073","1","1001"
"101","15","10201074","56011074","1","1002"
"102","15","10201075","56011075","1","1003"
"103","8","91002","56011075","50","0"
"104","15","10201076","56011076","1","1001"
"105","15","10201077","56011077","1","1002"
"106","15","10201078","56011078","1","1003"
"107","8","91002","56011078","50","0"
"108","15","10201079","56011079","1","1001"
"109","15","10201080","56011080","1","1002"
"110","15","10201081","56011081","1","1003"
"111","8","91002","56011081","50","0"
"112","15","10201082","56011082","1","1001"
"113","15","10201083","56011083","1","1002"
"114","15","10201084","56011084","1","1003"
"115","8","91002","56011084","50","0"
"116","15","10201085","56011085","1","1001"
"117","15","10201086","56011086","1","1002"
"118","15","10201087","56011087","1","1003"
"119","8","91002","56011087","50","0"
"120","15","10201088","56011088","1","1001"
"121","15","10201089","56011089","1","1002"
"122","15","10201090","56011090","1","1003"
"123","8","91002","56011090","50","0"
"124","15","10201091","56011091","1","1001"
"125","15","10201092","56011092","1","1002"
"126","15","10201093","56011093","1","1003"
"127","8","91002","56011093","50","0"
"128","15","10201094","56011094","1","1001"
"129","15","10201095","56011095","1","1002"
"130","15","10201096","56011096","1","1003"
"131","8","91002","56011096","50","0"
"132","15","10201097","56011097","1","1001"
"133","15","10201098","56011098","1","1002"
"134","15","10201099","56011099","1","1003"
"135","8","91002","56011099","50","0"
"136","15","10201100","56011100","1","1001"
"137","15","10201101","56011101","1","1002"
"138","15","10201102","56011102","1","1003"
"139","8","91002","56011102","50","0"
"140","15","10201103","56011103","1","1001"
"141","15","10201104","56011104","1","1002"
"142","15","10201105","56011105","1","1003"
"143","8","91002","56011105","50","0"
"144","15","10201106","56011106","1","1001"
"145","15","10201107","56011107","1","1002"
"146","15","10201108","56011108","1","1003"
"147","8","91002","56011108","50","0"
"148","15","10201109","56011109","1","1001"
"149","15","10201110","56011110","1","1002"
"150","15","10201111","56011111","1","1003"
"151","8","91002","56011111","50","0"
"152","15","10201112","56011112","1","1001"
"153","15","10201113","56011113","1","1002"
"154","15","10201114","56011114","1","1003"
"155","8","91002","56011114","50","0"
"156","15","10201115","56011115","1","1001"
"157","15","10201116","56011116","1","1002"
"158","15","10201117","56011117","1","1003"
"159","8","91002","56011117","50","0"
"160","15","10201118","56011118","1","1001"
"161","15","10201119","56011119","1","1002"
"162","15","10201120","56011120","1","1003"
"163","8","91002","56011120","50","0"
"164","15","10201121","56011121","1","1001"
"165","15","10201122","56011122","1","1002"
"166","15","10201123","56011123","1","1003"
"167","8","91002","56011123","50","0"
"168","15","10201124","56011124","1","1001"
"169","15","10201125","56011125","1","1002"
"170","15","10201126","56011126","1","1003"
"171","8","91002","56011126","50","0"
"172","15","10201127","56011127","1","1001"
"173","15","10201128","56011128","1","1002"
"174","15","10201129","56011129","1","1003"
"175","8","91002","56011129","50","0"
"176","15","10201130","56011130","1","1001"
"177","15","10201131","56011131","1","1002"
"178","15","10201132","56011132","1","1003"
"179","8","91002","56011132","50","0"
"180","15","10201133","56011133","1","1001"
"181","15","10201134","56011134","1","1002"
"182","15","10201135","56011135","1","1003"
"183","8","91002","56011135","50","0"
"184","15","10201136","56011136","1","1001"
"185","15","10201137","56011137","1","1002"
"186","15","10201138","56011138","1","1003"
"187","8","91002","56011138","50","0"
"188","15","10201139","56011139","1","1001"
"189","15","10201140","56011140","1","1002"
"190","15","10201141","56011141","1","1003"
"191","8","91002","56011141","50","0"
"192","15","10201142","56011142","1","1001"
"193","15","10201143","56011143","1","1002"
"194","15","10201144","56011144","1","1003"
"195","8","91002","56011144","50","0"
"196","15","10201145","56011145","1","1001"
"197","15","10201146","56011146","1","1002"
"198","15","10201147","56011147","1","1003"
"199","8","91002","56011147","50","0"
"200","15","10201148","56011148","1","1001"
"201","15","10201149","56011149","1","1002"
"202","15","10201150","56011150","1","1003"
"203","8","91002","56011150","50","0"
"204","15","10201151","56011151","1","1001"
"205","15","10201152","56011152","1","1002"
"206","15","10201153","56011153","1","1003"
"207","8","91002","56011153","50","0"
"208","15","10201154","56011154","1","1001"
"209","15","10201155","56011155","1","1002"
"210","15","10201156","56011156","1","1003"
"211","8","91002","56011156","50","0"
"212","15","10201157","56011157","1","1001"
"213","15","10201158","56011158","1","1002"
"214","15","10201159","56011159","1","1003"
"215","8","91002","56011159","50","0"
"216","15","10201160","56011160","1","1001"
"217","15","10201161","56011161","1","1002"
"218","15","10201162","56011162","1","1003"
"219","8","91002","56011162","50","0"
"220","15","10201163","56011163","1","1001"
"221","15","10201164","56011164","1","1002"
"222","15","10201165","56011165","1","1003"
"223","8","91002","56011165","50","0"
"224","15","10201166","56011166","1","1001"
"225","15","10201167","56011167","1","1002"
"226","15","10201168","56011168","1","1003"
"227","8","91002","56011168","50","0"
"228","15","10201169","56011169","1","1001"
"229","15","10201170","56011170","1","1002"
"230","15","10201171","56011171","1","1003"
"231","8","91002","56011171","50","0"
"232","15","10201172","56011172","1","1001"
"233","15","10201173","56011173","1","1002"
"234","15","10201174","56011174","1","1003"
"235","8","91002","56011174","50","0"
"236","15","10201175","56011175","1","1001"
"237","15","10201176","56011176","1","1002"
"238","15","10201177","56011177","1","1003"
"239","8","91002","56011177","50","0"
"240","15","10201178","56011178","1","1001"
"241","15","10201179","56011179","1","1002"
"242","15","10201180","56011180","1","1003"
"243","8","91002","56011180","50","0"
"244","15","10201181","56011181","1","1001"
"245","15","10201182","56011182","1","1002"
"246","15","10201183","56011183","1","1003"
"247","8","91002","56011183","50","0"
"248","15","10201184","56011184","1","1001"
"249","15","10201185","56011185","1","1002"
"250","15","10201186","56011186","1","1003"
"251","8","91002","56011186","50","0"
"252","15","10201187","56011187","1","1001"
"253","15","10201188","56011188","1","1002"
"254","15","10201189","56011189","1","1003"
"255","8","91002","56011189","50","0"
"256","15","10201190","56011190","1","1001"
"257","15","10201191","56011191","1","1002"
"258","15","10201192","56011192","1","1003"
"259","8","91002","56011192","50","0"
"260","15","10201193","56011193","1","1001"
"261","15","10201194","56011194","1","1002"
"262","15","10201195","56011195","1","1003"
"263","8","91002","56011195","50","0"
"264","15","10201196","56011196","1","1001"
"265","15","10201197","56011197","1","1002"
"266","15","10201198","56011198","1","1003"
"267","8","91002","56011198","50","0"
"268","15","10201199","56011199","1","1001"
"269","15","10201200","56011200","1","1002"
"270","15","10201201","56011201","1","1003"
"271","8","91002","56011201","50","0"
"272","15","10201202","56011202","1","1001"
"273","15","10201203","56011203","1","1002"
"274","15","10201204","56011204","1","1003"
"275","8","91002","56011204","50","0"
"276","15","10201205","56011205","1","1001"
"277","15","10201206","56011206","1","1002"
"278","15","10201207","56011207","1","1003"
"279","8","91002","56011207","50","0"
"280","15","10201208","56011208","1","1001"
"281","15","10201209","56011209","1","1002"
"282","15","10201210","56011210","1","1003"
"283","8","91002","56011210","50","0"
"284","15","10201211","56011211","1","1001"
"285","15","10201212","56011212","1","1002"
"286","15","10201213","56011213","1","1003"
"287","8","91002","56011213","50","0"
"288","15","10201214","56011214","1","1001"
"289","15","10201215","56011215","1","1002"
"290","15","10201216","56011216","1","1003"
"291","8","91002","56011216","50","0"
"292","15","10201217","56011217","1","1001"
"293","15","10201218","56011218","1","1002"
"294","15","10201219","56011219","1","1003"
"295","8","91002","56011219","50","0"
"296","15","10201220","56011220","1","1001"
"297","15","10201221","56011221","1","1002"
"298","15","10201222","56011222","1","1003"
"299","8","91002","56011222","50","0"
"300","15","10201223","56011223","1","1001"
"301","15","10201224","56011224","1","1002"
"302","15","10201225","56011225","1","1003"
"303","8","91002","56011225","50","0"
"304","15","10201226","56011226","1","1001"
"305","15","10201227","56011227","1","1002"
"306","15","10201228","56011228","1","1003"
"307","8","91002","56011228","50","0"
"308","15","10201229","56011229","1","1001"
"309","15","10201230","56011230","1","1002"
"310","15","10201231","56011231","1","1003"
"311","8","91002","56011231","50","0"
"312","15","10201232","56011232","1","1001"
"313","15","10201233","56011233","1","1002"
"314","15","10201234","56011234","1","1003"
"315","8","91002","56011234","50","0"
"316","15","10202001","56012001","1","1003"
"317","15","10202002","56012002","1","1003"
"318","15","10202003","56012003","1","1003"
"319","15","10202004","56012004","1","1003"
"320","15","10202005","56012005","1","1003"
"321","15","10202006","56012006","1","1003"
"322","15","10202007","56012007","1","1003"
"323","15","10202008","56012008","1","1003"
"324","15","10202009","56012009","1","1003"
"325","15","10202010","56012010","1","1003"
"326","15","10202011","56012011","1","1003"
"327","15","10202012","56012012","1","1003"
"328","15","10202013","56012013","1","1003"
"329","15","10202014","56012014","1","1003"
"330","15","10202015","56012015","1","1003"
"447","15","10501001","54002001","1","1001"
"448","8","91002","54002001","50","0"
"449","15","10501002","54002002","1","1002"
"450","8","91002","54002002","50","0"
"451","15","10501003","54002003","1","1003"
"452","8","91002","54002003","50","0"
"453","15","10502001","54004001","1","1001"
"454","8","91002","54004001","50","0"
"455","15","10502002","54004002","1","1002"
"456","8","91002","54004002","50","0"
"457","15","10502003","54004003","1","1003"
"458","8","91002","54004003","50","0"
"459","15","10601001","55006001","1","1001"
"460","8","91002","55006001","10","0"
"461","15","10601002","55006002","1","1002"
"462","8","91002","55006002","30","0"
"463","15","10601003","55006003","1","1003"
"464","8","91002","55006003","50","0"
"465","15","10201235","56011235","1","1001"
"466","15","10201236","56011236","1","1002"
"467","15","10201237","56011237","1","1003"
"468","8","91002","56011237","50","0"
"469","15","10201238","56011238","1","1001"
"470","15","10201239","56011239","1","1002"
"471","15","10201240","56011240","1","1003"
"472","8","91002","56011240","50","0"
"473","15","10201241","56011241","1","1001"
"474","15","10201242","56011242","1","1002"
"475","15","10201243","56011243","1","1003"
"476","8","91002","56011243","50","0"
"477","15","10201244","56011244","1","1001"
"478","15","10201245","56011245","1","1002"
"479","15","10201246","56011246","1","1003"
"480","8","91002","56011246","50","0"
"481","15","10201247","56011247","1","1001"
"482","15","10201248","56011248","1","1002"
"483","15","10201249","56011249","1","1003"
"484","8","91002","56011249","50","0"
"485","15","10201250","56011250","1","1001"
"486","15","10201251","56011251","1","1002"
"487","15","10201252","56011252","1","1003"
"488","8","91002","56011252","50","0"
"489","15","10201253","56011253","1","1001"
"490","15","10201254","56011254","1","1002"
"491","15","10201255","56011255","1","1003"
"492","8","91002","56011255","50","0"
"493","15","10201256","56011256","1","1001"
"494","15","10201257","56011257","1","1002"
"495","15","10201258","56011258","1","1003"
"496","8","91002","56011258","50","0"
"497","15","10201259","56011259","1","1001"
"498","15","10201260","56011260","1","1002"
"499","15","10201261","56011261","1","1003"
"500","8","91002","56011261","50","0"
"501","15","10201262","56011262","1","1001"
"502","15","10201263","56011263","1","1002"
"503","15","10201264","56011264","1","1003"
"504","8","91002","56011264","50","0"
"505","15","10201265","56011265","1","1001"
"506","15","10201266","56011266","1","1002"
"507","15","10201267","56011267","1","1003"
"508","8","91002","56011267","50","0"
"509","15","10201268","56011268","1","1001"
"510","15","10201269","56011269","1","1002"
"511","15","10201270","56011270","1","1003"
"512","8","91002","56011270","50","0"
"513","15","10201271","56011271","1","1003"
"514","8","91002","56011271","100","0"
"515","15","10201272","56011272","1","1003"
"516","8","91002","56011272","100","0"
"517","15","10201273","56011273","1","1003"
"518","8","91002","56011273","100","0"
"519","15","10201274","56011274","1","1001"
"520","15","10201275","56011275","1","1002"
"521","15","10201276","56011276","1","1003"
"522","8","91002","56011276","50","0"
"523","15","10201277","56011277","1","1001"
"524","15","10201278","56011278","1","1002"
"525","15","10201279","56011279","1","1003"
"526","8","91002","56011279","50","0"
"527","15","10201280","56011280","1","1001"
"528","15","10201281","56011281","1","1002"
"529","15","10201282","56011282","1","1003"
"530","8","91002","56011282","50","0"
"531","15","10201283","56011283","1","1001"
"532","15","10201284","56011284","1","1002"
"533","15","10201285","56011285","1","1003"
"534","8","91002","56011285","50","0"
"535","15","10201286","56011286","1","1003"
"536","8","91002","56011286","100","0"
"537","15","11101001","56014001","1","1001"
"538","8","91002","56014001","10","0"
"539","15","11101002","56014002","1","1002"
"540","8","91002","56014002","20","0"
"541","15","11101003","56014003","1","1003"
"542","8","91002","56014003","50","0"
"543","15","11201001","56015001","1","1001"
"544","8","91002","56015001","50","0"
"545","15","11201002","56015002","1","1002"
"546","8","91002","56015002","50","0"
"547","15","11201003","56015003","1","1003"
"548","8","91002","56015003","50","0"
"549","15","10201287","56011287","1","1001"
"550","15","10201288","56011288","1","1002"
"551","15","10201289","56011289","1","1003"
"552","8","91002","56011289","50","0"
"553","15","10201290","56011290","1","1001"
"554","15","10201291","56011291","1","1002"
"555","15","10201292","56011292","1","1003"
"556","8","91002","56011292","50","0"
"557","15","10201293","56011293","1","1003"
"558","8","91002","56011293","100","0"
"559","15","10201294","56011294","1","1001"
"560","15","10201295","56011295","1","1002"
"561","15","10201296","56011296","1","1003"
"562","8","91002","56011296","50","0"
"563","15","10201297","56011297","1","1001"
"564","15","10201298","56011298","1","1002"
"565","15","10201299","56011299","1","1003"
"566","8","91002","56011299","50","0"
"567","15","10201300","56011300","1","1001"
"568","15","10201301","56011301","1","1002"
"569","15","10201302","56011302","1","1003"
"570","8","91002","56011302","50","0"
"571","15","10201303","56011303","1","1003"
"572","8","91002","56011303","100","0"
"573","15","10201304","56011304","1","1001"
"574","15","10201305","56011305","1","1002"
"575","15","10201306","56011306","1","1003"
"576","8","91002","56011306","50","0"
"577","15","10301015","58008015","1","1003"
"578","8","91002","58008015","50","0"
"579","15","10201307","56011307","1","1001"
"580","15","10201308","56011308","1","1002"
"581","15","10201309","56011309","1","1003"
"582","8","91002","56011309","50","0"
"583","15","10201310","56011310","1","1001"
"584","15","10201311","56011311","1","1002"
"585","15","10201312","56011312","1","1003"
"586","8","91002","56011312","50","0"
"587","15","10201313","56011313","1","1003"
"588","8","91002","56011313","100","0"
"589","15","10201314","56011314","1","1001"
"590","15","10201315","56011315","1","1002"
"591","15","10201316","56011316","1","1003"
"592","8","91002","56011316","50","0"
"593","15","10201317","56011317","1","1001"
"594","15","10201318","56011318","1","1002"
"595","15","10201319","56011319","1","1003"
"596","8","91002","56011319","50","0"
"597","15","10201320","56011320","1","1001"
"598","15","10201321","56011321","1","1002"
"599","15","10201322","56011322","1","1003"
"600","8","91002","56011322","50","0"
"601","15","10201323","56011323","1","1003"
"602","8","91002","56011323","100","0"
"603","15","10201324","56011324","1","1001"
"604","15","10201325","56011325","1","1002"
"605","15","10201326","56011326","1","1003"
"606","8","91002","56011326","50","0"
"607","15","10201327","56011327","1","1001"
"608","15","10201328","56011328","1","1002"
"609","15","10201329","56011329","1","1003"
"610","8","91002","56011329","50","0"
"611","15","10201330","56011330","1","1001"
"612","15","10201331","56011331","1","1002"
"613","15","10201332","56011332","1","1003"
"614","8","91002","56011332","50","0"
"615","15","10201333","56011333","1","1003"
"616","8","91002","56011333","100","0"
"617","15","10201334","56011334","1","1003"
"618","8","91002","56011334","100","0"
"619","15","10201335","56011335","1","1003"
"620","8","91002","56011335","100","0"
"621","15","10202100","56012100","1","1003"
"622","15","10201336","56011336","1","1001"
"623","15","10201337","56011337","1","1002"
"624","15","10201338","56011338","1","1003"
"625","8","91002","56011338","50","0"
"626","15","10201339","56011339","1","1001"
"627","15","10201340","56011340","1","1002"
"628","15","10201341","56011341","1","1003"
"629","8","91002","56011341","50","0"
"630","15","10202016","56012016","1","1003"
"631","15","10201342","56011342","1","1003"
"632","8","91002","56011342","100","0"
"633","15","10201343","56011343","1","1001"
"634","15","10201344","56011344","1","1002"
"635","15","10201345","56011345","1","1003"
"636","8","91002","56011345","50","0"
"637","15","10201346","56011346","1","1001"
"638","15","10201347","56011347","1","1002"
"639","15","10201348","56011348","1","1003"
"640","8","91002","56011348","50","0"
"641","15","10201349","56011349","1","1003"
"642","8","91002","56011349","100","0"
"643","15","10603001","55008001","1","1001"
"644","8","91002","55008001","50","0"
"645","15","10603002","55008002","1","1001"
"646","8","91002","55008002","50","0"
"647","15","10603003","55008003","1","1002"
"648","8","91002","55008003","50","0"
"649","15","10603004","55008004","1","1002"
"650","8","91002","55008004","50","0"
"651","15","10603005","55008005","1","1003"
"652","8","91002","55008005","50","0"
"653","15","10603006","55008006","1","1003"
"654","8","91002","55008006","50","0"
"655","15","10201350","56011350","1","1001"
"656","15","10201351","56011351","1","1002"
"657","15","10201352","56011352","1","1003"
"658","8","91002","56011352","50","0"
"659","15","10201353","56011353","1","1001"
"660","15","10201354","56011354","1","1002"
"661","15","10201355","56011355","1","1003"
"662","8","91002","56011355","50","0"
"663","15","10201356","56011356","1","1001"
"664","15","10201357","56011357","1","1002"
"665","15","10201358","56011358","1","1003"
"666","8","91002","56011358","50","0"
"667","15","10201359","56011359","1","1003"
"668","8","91002","56011359","100","0"
"669","15","10201360","56011360","1","1001"
"670","15","10201361","56011361","1","1002"
"671","15","10201362","56011362","1","1003"
"672","8","91002","56011362","50","0"
"673","15","10201363","56011363","1","1001"
"674","15","10201364","56011364","1","1002"
"675","15","10201365","56011365","1","1003"
"676","8","91002","56011365","50","0"
"677","15","10202017","56012017","1","1003"
"678","15","10201366","56011366","1","1001"
"679","15","10201367","56011367","1","1002"
"680","15","10201368","56011368","1","1003"
"681","8","91002","56011368","50","0"
"682","15","10201369","56011369","1","1001"
"683","15","10201370","56011370","1","1002"
"684","15","10201371","56011371","1","1003"
"685","8","91002","56011371","50","0"
"686","15","10201372","56011372","1","1003"
"687","8","91002","56011372","100","0"
"688","15","10201373","56011373","1","1001"
"689","15","10201374","56011374","1","1002"
"690","15","10201375","56011375","1","1003"
"691","8","91002","56011375","50","0"
"692","15","10201376","56011376","1","1001"
"693","15","10201377","56011377","1","1002"
"694","15","10201378","56011378","1","1003"
"695","8","91002","56011378","50","0"
"696","15","10201379","56011379","1","1001"
"697","15","10201380","56011380","1","1002"
"698","15","10201381","56011381","1","1003"
"699","8","91002","56011381","50","0"
"700","15","10201382","56011382","1","1001"
"701","15","10201383","56011383","1","1002"
"702","15","10201384","56011384","1","1003"
"703","8","91002","56011384","50","0"
"704","15","10201385","56011385","1","1003"
"705","8","91002","56011385","100","0"
"706","15","10201386","56011386","1","1001"
"707","15","10201387","56011387","1","1002"
"708","15","10201388","56011388","1","1003"
"709","8","91002","56011388","50","0"
"710","15","10201389","56011389","1","1001"
"711","15","10201390","56011390","1","1002"
"712","15","10201391","56011391","1","1003"
"713","8","91002","56011391","50","0"
"714","15","10201392","56011392","1","1001"
"715","15","10201393","56011393","1","1002"
"716","15","10201394","56011394","1","1003"
"717","8","91002","56011394","50","0"
"718","15","10201395","56011395","1","1003"
"719","8","91002","56011395","100","0"
"720","15","10201396","56011396","1","1003"
"721","8","91002","56011396","100","0"
"722","15","10201397","56011397","1","1001"
"723","15","10201398","56011398","1","1002"
"724","15","10201399","56011399","1","1003"
"725","8","91002","56011399","50","0"
"726","15","10201400","56011400","1","1001"
"727","15","10201401","56011401","1","1002"
"728","15","10201402","56011402","1","1003"
"729","8","91002","56011402","50","0"
"730","15","10201403","56011403","1","1001"
"731","15","10201404","56011404","1","1002"
"732","15","10201405","56011405","1","1003"
"733","8","91002","56011405","50","0"
"734","15","10201406","56011406","1","1003"
"735","8","91002","56011406","100","0"
"736","15","10201407","56011407","1","1001"
"737","15","10201408","56011408","1","1002"
"738","15","10201409","56011409","1","1003"
"739","8","91002","56011409","50","0"
"740","15","10201410","56011410","1","1001"
"741","15","10201411","56011411","1","1002"
"742","15","10201412","56011412","1","1003"
"743","8","91002","56011412","50","0"
"744","15","10201413","56011413","1","1003"
"745","8","91002","56011413","100","0"
"746","15","10201414","56011414","1","1001"
"747","15","10201415","56011415","1","1002"
"748","15","10201416","56011416","1","1003"
"749","8","91002","56011416","50","0"
"750","15","10201417","56011417","1","1001"
"751","15","10201418","56011418","1","1002"
"752","15","10201419","56011419","1","1003"
"753","8","91002","56011419","50","0"
"754","15","10201420","56011420","1","1001"
"755","15","10201421","56011421","1","1002"
"756","15","10201422","56011422","1","1003"
"757","8","91002","56011422","50","0"
"758","15","10201423","56011423","1","1003"
"759","8","91002","56011423","100","0"
"760","15","10201424","56011424","1","1001"
"761","15","10201425","56011425","1","1002"
"762","15","10201426","56011426","1","1003"
"763","8","91002","56011426","50","0"
"764","15","10201427","56011427","1","1001"
"765","15","10201428","56011428","1","1002"
"766","15","10201429","56011429","1","1003"
"767","8","91002","56011429","50","0"
"768","15","10201430","56011430","1","1001"
"769","15","10201431","56011431","1","1002"
"770","15","10201432","56011432","1","1003"
"771","8","91002","56011432","50","0"
"772","15","10201433","56011433","1","1001"
"773","15","10201434","56011434","1","1002"
"774","15","10201435","56011435","1","1003"
"775","8","91002","56011435","50","0"
"776","15","10201436","56011436","1","1003"
"777","8","91002","56011436","100","0"
"778","15","10201437","56011437","1","1001"
"779","15","10201438","56011438","1","1002"
"780","15","10201439","56011439","1","1003"
"781","8","91002","56011439","50","0"
"782","15","10201440","56011440","1","1001"
"783","15","10201441","56011441","1","1002"
"784","15","10201442","56011442","1","1003"
"785","8","91002","56011442","50","0"
"786","15","10201443","56011443","1","1001"
"787","15","10201444","56011444","1","1002"
"788","15","10201445","56011445","1","1003"
"789","8","91002","56011445","50","0"
"790","15","10201446","56011446","1","1003"
"791","8","91002","56011446","100","0"
"792","15","10201447","56011447","1","1001"
"793","15","10201448","56011448","1","1002"
"794","15","10201449","56011449","1","1003"
"795","8","91002","56011449","50","0"
"796","15","10201450","56011450","1","1001"
"797","15","10201451","56011451","1","1002"
"798","15","10201452","56011452","1","1003"
"799","8","91002","56011452","50","0"
"800","15","10201453","56011453","1","1001"
"801","15","10201454","56011454","1","1002"
"802","15","10201455","56011455","1","1003"
"803","8","91002","56011455","50","0"
"804","15","10201456","56011456","1","1001"
"805","15","10201457","56011457","1","1002"
"806","15","10201458","56011458","1","1003"
"807","8","91002","56011458","50","0"
"808","15","10201459","56011459","1","1001"
"809","15","10201460","56011460","1","1002"
"810","15","10201461","56011461","1","1003"
"811","8","91002","56011461","50","0"
"812","15","10201462","56011462","1","1003"
"813","8","91002","56011462","100","0"
"814","15","10201463","56011463","1","1003"
"815","8","91002","56011463","100","0"
"816","15","10201464","56011464","1","1003"
"817","8","91002","56011464","100","0"
"818","15","10201465","56011465","1","1001"
"819","15","10201466","56011466","1","1002"
"820","15","10201467","56011467","1","1003"
"821","8","91002","56011467","50","0"
"822","15","10201468","56011468","1","1001"
"823","15","10201469","56011469","1","1002"
"824","15","10201470","56011470","1","1003"
"825","8","91002","56011470","50","0"
"826","15","10201471","56011471","1","1003"
"827","8","91002","56011471","100","0"
"828","15","10201472","56011472","1","1001"
"829","15","10201473","56011473","1","1002"
"830","15","10201474","56011474","1","1003"
"831","8","91002","56011474","50","0"
"832","15","10201475","56011475","1","1001"
"833","15","10201476","56011476","1","1002"
"834","15","10201477","56011477","1","1003"
"835","8","91002","56011477","50","0"
"836","15","10201484","56011484","1","1003"
"837","8","91002","56011484","100","0"
"838","15","10201485","56011485","1","1001"
"839","15","10201486","56011486","1","1002"
"840","15","10201487","56011487","1","1003"
"841","8","91002","56011487","50","0"
"842","15","10201488","56011488","1","1001"
"843","15","10201489","56011489","1","1002"
"844","15","10201490","56011490","1","1003"
"845","8","91002","56011490","50","0"
