f5ad5d8694e56387b0bfed3a775d9b8ab528e7051d4c7f0923036cbc17560def,bb87debb40cd375b163666f1556c58d88e96a43b58c077ce423ad0c7a2eac9e4,4d77cf5465ac6ac60dabeea0620f646f3db93f1b03bbccdc181d1e57e5e8e710,bc1f8850154376c793866f39dc783ad5e01ac8a1124a029eed331d69876dc6c6,758c0c882510fb78c502ee2d5e98b30e70b80861a7b3d7dad8e5f321b0e49e02,883a6e62eb606ac3bc746634f9789e7533a7f21839d21006f6904b7387b56a4c,329ccf73d3adba4246b8ea2f604c58b1452183e10247587a07c40b6ab49f3c7b,acc7ebe5b292388e814d408e96977597e0ed3bf9deaa4609b26f4b3217f1cd35,6c893f46f47b45c50fa9ce05aade70dcb0bc0f4c9f87b5caf1bf607912545144,0f988bc80b1c240b775d003be83cad452293848270e186e4a6fd5afbbc2caddb,15eb114888809a20db81a6c1d60c074fb607b298074e225cb8884bf49e1e0c83,d77f8327e87533c82bb20be88a81f64d252e4c5562092d82d25f565941d0f3bd,860788e0fc8e36915edd7bffd67fd545588dd875d8fabf6b06209e70844dc015,475320f8536d364df13b573c07bb2eb85f3e64449c870f1d376da054a0d3989a,8e4da3d4e2bfceda2584dd1beaa5bfb0ca301a533d953c16f3511ee2911a31e5,0e70e6fe303807dbc1cc8256c63bc569707fd1d85ae204ed8126e385eb918a52
"王城蘭德索爾","bgm_M128","2019/02/19 15:59:59","0","10006101","0","0","0","2019/02/01 12:00:00","0","0","10006","1","0","201","bgm_M128"
"王城蘭德索爾","bgm_M128","2019/02/19 15:59:59","0","10006201","0","0","0","2019/02/01 12:00:00","0","0","10006","1","0","201","bgm_M128"
"蘭德索爾郊外","bgm_M135","2019/03/25 15:59:59","0","10007101","0","0","0","2019/03/06 16:00:00","0","0","10007","1","1","201","bgm_M135"
"靈界","bgm_M29","2019/03/25 15:59:59","0","10007102","0","1","80","2019/03/06 16:00:00","202","208","10007","1","2","201","bgm_M29"
"蘭德索爾中央地區","bgm_M135","2019/03/25 15:59:59","1","10007103","0","1","0","2019/03/06 16:00:00","202","209","10007","1","3","201","bgm_M135"
"蘭德索爾郊外","bgm_M135","2019/03/25 15:59:59","1","10007201","0","0","0","2019/03/06 16:00:00","0","0","10007","1","1","201","bgm_M135"
"蘭德索爾近郊","bgm_M162","2019/04/17 15:59:59","0","10008101","35","0","0","2019/04/03 16:00:00","0","0","10008","1","0","201","bgm_M162"
"蘭德索爾近郊","bgm_M162","2019/04/17 15:59:59","0","10008201","0","0","0","2019/04/03 16:00:00","0","0","10008","1","0","201","bgm_M162"
"咲戀育幼院","bgm_M171","2019/05/16 15:59:59","11","10009101","110","0","0","2019/05/02 16:00:00","0","0","10009","1","1","201","bgm_M171"
"王城蘭德索爾","bgm_M171","2019/05/16 15:59:59","0","10009201","0","0","0","2019/05/02 16:00:00","0","0","10009","1","1","201","bgm_M171"
"往神殿的參道","bgm_M182","2019/06/17 15:59:59","0","10010101","1","0","180","2019/06/03 16:00:00","0","0","10010","1","1","201","bgm_M182"
"往神殿的參道","bgm_M182","2019/06/17 15:59:59","0","10010201","0","0","0","2019/06/03 16:00:00","0","0","10010","1","1","201","bgm_M182"
"王城蘭德索爾","bgm_M189","2019/07/15 15:59:59","0","10011101","0","0","0","2019/07/01 16:00:00","0","0","10011","1","1","201","bgm_M189"
"廚房競技場","bgm_M189","2019/07/15 15:59:59","0","10011102","110","0","0","2019/07/01 16:00:00","0","0","10011","1","2","201","bgm_M189"
"廚房競技場","bgm_M189","2019/07/15 15:59:59","0","10011201","0","0","0","2019/07/01 16:00:00","0","0","10011","1","1","201","bgm_M189"
"王城蘭德索爾","bgm_M206","2019/07/31 15:59:59","0","10012101","115","0","0","2019/07/17 16:00:00","0","0","10012","1","1","201","bgm_M206"
"王城蘭德索爾","bgm_M206","2019/07/31 15:59:59","0","10012201","0","0","0","2019/07/17 16:00:00","0","0","10012","1","1","201","bgm_M206"
"加托羅斯山","bgm_M215","2019/08/15 15:59:59","0","10013101","110","0","0","2019/08/01 16:00:00","0","0","10013","1","1","201","bgm_M215"
"光之裂縫","bgm_M215","2019/08/15 15:59:59","11","10013102","0","1","0","2019/08/01 16:00:00","202","208","10013","1","2","201","bgm_M215"
"光之裂縫","bgm_M215","2019/08/15 15:59:59","0","10013201","0","0","0","2019/08/01 16:00:00","0","0","10013","1","1","201","bgm_M215"
"塔爾格姆地區","bgm_M32","2019/08/23 15:59:59","0","10014101","0","0","0","2019/08/16 16:00:00","0","0","10014","1","1","201","bgm_M32"
"塔爾格姆地區","bgm_M32","2019/08/23 15:59:59","0","10014201","0","0","0","2019/08/16 16:00:00","0","0","10014","1","0","201","bgm_M32"
"大江戶大街","bgm_M223","2019/09/15 15:59:59","0","10015101","120","0","0","2019/09/03 16:00:00","0","0","10015","1","1","201","bgm_M223"
"大江戶大街","bgm_M223","2019/09/15 15:59:59","0","10015201","0","0","0","2019/09/03 16:00:00","0","0","10015","1","1","201","bgm_M223"
"馬席納地區","bgm_M98","2019/09/24 15:59:59","0","10016101","0","0","0","2019/09/17 16:00:00","0","0","10016","1","0","201","bgm_M98_2"
"馬席納地區","bgm_M98","2019/09/24 15:59:59","0","10016201","0","0","0","2019/09/17 16:00:00","0","0","10016","1","0","201","bgm_M98_2"
"蘭德索爾近郊","bgm_M228","2019/10/15 15:59:59","0","10017101","70","0","0","2019/10/01 16:00:00","0","0","10017","1","1","201","bgm_M228"
"郊外的村莊","bgm_M228","2019/10/15 15:59:59","0","10017102","0","0","0","2019/10/01 16:00:00","0","0","10017","1","2","201","bgm_M228"
"郊外的村莊","bgm_M228","2019/10/15 15:59:59","0","10017201","0","0","0","2019/10/01 16:00:00","0","0","10017","1","1","201","bgm_M228"
"蘭德索爾郊外","bgm_M106","2019/10/24 15:59:59","0","10018101","0","0","0","2019/10/17 16:00:00","0","0","10018","1","0","201","bgm_M106"
"蘭德索爾郊外","bgm_M106","2019/10/24 15:59:59","0","10018201","0","0","0","2019/10/17 16:00:00","0","0","10018","1","0","201","bgm_M106"
"晴雨海灘","bgm_M237","2019/11/15 15:59:59","12","10019101","100","0","0","2019/11/01 16:00:00","0","0","10019","1","1","201","bgm_M237"
"晴雨海灘","bgm_M237","2019/11/15 15:59:59","0","10019201","0","0","0","2019/11/01 16:00:00","0","0","10019","1","0","201","bgm_M237"
"塔帕斯海灘 周邊","bgm_M112","2019/11/24 15:59:59","0","10020101","0","0","0","2019/11/17 16:00:00","0","0","10020","1","0","201","bgm_M112"
"塔帕斯海灘 周邊","bgm_M112","2019/11/24 15:59:59","0","10020201","0","0","0","2019/11/17 16:00:00","0","0","10020","1","0","201","bgm_M112"
"真步真步王國避暑聖地？","bgm_M245","2019/12/15 15:59:59","0","10021101","150","0","0","2019/12/02 16:00:00","0","0","10021","1","0","201","bgm_M245_02"
"真步真步王國避暑聖地？","bgm_M245","2019/12/15 15:59:59","0","10021201","0","0","0","2019/12/02 16:00:00","0","0","10021","1","0","201","bgm_M245_02"
"伊爾席翁的孤島","bgm_M121","2019/12/24 15:59:59","0","10022101","0","0","0","2019/12/17 16:00:00","0","0","10022","1","0","201","bgm_M121"
"伊爾席翁的孤島","bgm_M121","2019/12/24 15:59:59","0","10022201","0","0","0","2019/12/17 16:00:00","0","0","10022","1","0","201","bgm_M121"
"聖德蕾莎女學院","bgm_M254","2020/01/16 15:59:59","0","10023101","70","0","0","2020/01/02 16:00:00","0","0","10023","1","1","201","bgm_M254"
"聖德蕾莎女學院","bgm_M254","2020/01/16 15:59:59","0","10023201","0","0","0","2020/01/02 16:00:00","0","0","10023","1","0","201","bgm_M254"
"王城蘭德索爾","bgm_M128","2020/01/23 15:59:59","0","10024101","0","0","0","2020/01/16 16:00:00","0","0","10024","1","0","201","bgm_M128"
"王城蘭德索爾","bgm_M128","2020/01/23 15:59:59","0","10024201","0","0","0","2020/01/16 16:00:00","0","0","10024","1","0","201","bgm_M128"
"鬼屋附近地區","bgm_M265","2020/02/18 15:59:59","0","10025101","0","0","0","2020/02/04 16:00:00","0","0","10025","1","1","201","bgm_M265_Top"
"鬼魂墓地","bgm_M265","2020/02/18 15:59:59","0","10025102","0","1","0","2020/02/04 16:00:00","202","0","10025","1","2","201","bgm_M265_Top"
"鬼魂墓地","bgm_M265","2020/02/18 15:59:59","0","10025201","0","0","0","2020/02/04 16:00:00","0","0","10025","1","1","201","bgm_M265_Top"
"蘭德索爾郊外","bgm_M135","2020/02/25 15:59:59","0","10026101","0","0","0","2020/02/18 16:00:00","0","0","10026","1","1","201","bgm_M135"
"靈界","bgm_M29","2020/02/25 15:59:59","0","10026102","0","1","80","2020/02/18 16:00:00","202","208","10026","1","2","201","bgm_M29"
"蘭德索爾中央地區","bgm_M135","2020/02/25 15:59:59","1","10026103","0","1","0","2020/02/18 16:00:00","202","209","10026","1","3","201","bgm_M135"
"蘭德索爾郊外","bgm_M135","2020/02/25 15:59:59","31","10026201","0","0","0","2020/02/18 16:00:00","0","0","10026","1","1","201","bgm_M135"
"艾爾皮斯島 開墾營地一帶","bgm_M273","2020/03/16 15:59:59","0","10027101","90","0","0","2020/03/02 16:00:00","0","0","10027","1","0","201","bgm_M273"
"艾爾皮斯島 開墾營地一帶","bgm_M273","2020/03/16 15:59:59","0","10027201","0","0","0","2020/03/02 16:00:00","0","0","10027","1","0","201","bgm_M273"
"蘭德索爾近郊","bgm_M162","2020/03/23 15:59:59","0","10028101","35","0","0","2020/03/16 16:00:00","0","0","10028","1","0","201","bgm_M162"
"蘭德索爾近郊","bgm_M162","2020/03/23 15:59:59","0","10028201","0","0","0","2020/03/16 16:00:00","0","0","10028","1","0","201","bgm_M162"
"王城蘭德索爾","bgm_M281","2020/04/15 15:59:59","0","10029101","0","0","0","2020/04/01 16:00:00","0","0","10029","1","1","201","bgm_M281"
"演唱會舞台廣場","bgm_M281","2020/04/15 15:59:59","11","10029102","0","0","0","2020/04/01 16:00:00","0","0","10029","1","2","201","bgm_M281"
"演唱會舞台廣場","bgm_M281","2020/04/15 15:59:59","0","10029201","0","0","0","2020/04/01 16:00:00","0","0","10029","1","1","201","bgm_M281"
"咲戀育幼院","bgm_M171","2020/04/22 15:59:59","11","10030101","110","0","0","2020/04/15 16:00:00","0","0","10030","1","1","201","bgm_M171"
"王城蘭德索爾","bgm_M171","2020/04/22 15:59:59","0","10030201","0","0","0","2020/04/15 16:00:00","0","0","10030","1","1","201","bgm_M171"
"公會競速賽　1區→2區","bgm_M294","2020/05/19 15:59:59","0","10031101","30","0","0","2020/05/05 16:00:00","0","0","10031","1","1","201","bgm_M294"
"公會競速賽　3區→4區","bgm_M294","2020/05/19 15:59:59","0","10031102","30","0","0","2020/05/05 16:00:00","0","0","10031","1","2","201","bgm_M294"
"公會競速賽　3區→4區","bgm_M294","2020/05/19 15:59:59","0","10031201","0","0","0","2020/05/05 16:00:00","0","0","10031","1","1","201","bgm_M294"
"往神殿的參道","bgm_M182","2020/05/26 15:59:59","0","10032101","1","0","180","2020/05/19 16:00:00","0","0","10032","1","1","201","bgm_M182"
"往神殿的參道","bgm_M182","2020/05/26 15:59:59","0","10032201","0","0","0","2020/05/19 16:00:00","0","0","10032","1","1","201","bgm_M182"
"王城蘭德索爾","bgm_M316","2020/06/17 15:59:59","0","10033101","90","0","0","2020/06/03 16:00:00","0","0","10033","1","1","201","bgm_M316"
"王城蘭德索爾","bgm_M316","2020/06/17 15:59:59","0","10033201","0","0","0","2020/06/03 16:00:00","0","0","10033","1","1","201","bgm_M316"
"王城蘭德索爾","bgm_M189","2020/06/24 15:59:59","0","10034101","0","0","0","2020/06/17 16:00:00","0","0","10034","1","1","201","bgm_M189"
"廚房競技場","bgm_M189","2020/06/24 15:59:59","0","10034102","110","0","0","2020/06/17 16:00:00","0","0","10034","1","2","201","bgm_M189"
"廚房競技場","bgm_M189","2020/06/24 15:59:59","0","10034201","0","0","0","2020/06/17 16:00:00","0","0","10034","1","1","201","bgm_M189"
"蘭德索爾近郊","bgm_M330","2020/10/21 15:59:59","0","10035101","70","0","0","2020/09/30 16:00:00","0","0","10035","1","1","201","bgm_M330"
"蘭德索爾近郊","bgm_M330","2020/10/21 15:59:59","0","10035201","0","0","0","2020/09/30 16:00:00","0","0","10035","1","0","201","bgm_M330"
"繆思小鎮","bgm_M341","2020/10/21 15:59:59","0","10036101","40","0","0","2020/10/12 16:00:00","0","0","10036","1","0","201","bgm_M341"
"繆思小鎮","bgm_M341","2020/10/21 15:59:59","0","10036201","0","0","0","2020/10/12 16:00:00","0","0","10036","1","0","201","bgm_M341"
"王城蘭德索爾","bgm_M206","2020/08/24 15:59:59","0","10037101","115","0","0","2020/08/17 16:00:00","0","0","10037","1","1","201","bgm_M206"
"王城蘭德索爾","bgm_M206","2020/08/24 15:59:59","0","10037201","0","0","0","2020/08/17 16:00:00","0","0","10037","1","1","201","bgm_M206"
"聖德蕾莎女子學院","bgm_M343","2020/07/16 15:59:59","0","10038101","45","0","0","2020/07/02 16:00:00","0","0","10038","1","1","201","bgm_M343"
"聖德蕾莎女子學院","bgm_M343","2020/07/16 15:59:59","0","10038201","0","0","0","2020/07/02 16:00:00","0","0","10038","1","0","201","bgm_M343"
"加托羅斯山","bgm_M215","2020/07/23 15:59:59","0","10039101","110","0","0","2020/07/16 16:00:00","0","0","10039","1","1","201","bgm_M215"
"光之裂縫","bgm_M215","2020/07/23 15:59:59","11","10039102","0","1","0","2020/07/16 16:00:00","202","208","10039","1","2","201","bgm_M215"
"光之裂縫","bgm_M215","2020/07/23 15:59:59","0","10039201","0","0","0","2020/07/16 16:00:00","0","0","10039","1","1","201","bgm_M215"
"伊麗莎白牧場","bgm_M351","2020/08/17 15:59:59","0","10040101","0","0","0","2020/08/03 16:00:00","0","0","10040","1","1","201","bgm_M351"
"王城蘭德索爾","bgm_M351","2020/08/17 15:59:59","0","10040102","0","0","0","2020/08/03 16:00:00","0","0","10040","1","2","201","bgm_M351"
"伊麗莎白牧場","bgm_M351","2020/08/17 15:59:59","0","10040103","0","0","0","2020/08/03 16:00:00","0","0","10040","1","3","201","bgm_M351"
"伊麗莎白牧場","bgm_M351","2020/08/17 15:59:59","0","10040201","0","0","0","2020/08/03 16:00:00","0","0","10040","1","1","201","bgm_M351"
"大江戶町","bgm_M223","2020/09/25 15:59:59","0","10041101","120","0","0","2020/09/18 16:00:00","0","0","10041","1","1","201","bgm_M223"
"大江戶町","bgm_M223","2020/09/25 15:59:59","0","10041201","0","0","0","2020/09/18 16:00:00","0","0","10041","1","1","201","bgm_M223"
"不可思議之國","bgm_M375","2020/09/18 15:59:59","0","10042101","200","0","0","2020/09/04 16:00:00","0","0","10042","1","0","201","bgm_M375"
"不可思議之國","bgm_M375","2020/09/18 15:59:59","0","10042201","100","0","0","2020/09/04 16:00:00","0","0","10042","1","0","201","bgm_M375"
"晴雨海灘","bgm_M237","2020/10/26 15:59:59","12","10043101","100","0","0","2020/10/19 16:00:00","0","0","10043","1","1","201","bgm_M237"
"晴雨海灘","bgm_M237","2020/10/26 15:59:59","0","10043201","0","0","0","2020/10/19 16:00:00","0","0","10043","1","0","201","bgm_M237"
"祈願海岸周圍","bgm_M380A","2020/11/16 15:59:59","0","10044101","90","0","0","2020/11/02 16:00:00","0","0","10044","1","1","201","bgm_M380A"
"繁星降臨的銀河","bgm_M380B","2020/11/16 15:59:59","0","10044102","0","0","0","2020/11/02 16:00:00","0","0","10044","1","2","201","bgm_M380B_02"
"繁星降臨的銀河","bgm_M380B","2020/11/16 15:59:59","0","10044201","0","0","0","2020/11/02 16:00:00","0","0","10044","1","0","201","bgm_M380B_02"
"真步真步王國避暑聖地？","bgm_M245","2020/11/24 15:59:59","0","10045101","150","0","0","2020/11/17 16:00:00","0","0","10045","1","0","201","bgm_M245_02"
"真步真步王國避暑聖地？","bgm_M245","2020/11/24 15:59:59","0","10045201","0","0","0","2020/11/17 16:00:00","0","0","10045","1","0","201","bgm_M245_02"
"海灘運動公園","bgm_M393","2020/12/18 15:59:59","0","10046101","122","0","0","2020/12/04 16:00:00","0","0","10046","1","0","201","bgm_M393"
"海灘運動公園","bgm_M393","2020/12/18 15:59:59","0","10046201","0","0","0","2020/12/04 16:00:00","0","0","10046","1","0","201","bgm_M393"
"聖德蕾莎女子學院","bgm_M254","2020/12/25 15:59:59","0","10047101","70","0","0","2020/12/18 16:00:00","0","0","10047","1","1","201","bgm_M254"
"聖德蕾莎女子學院","bgm_M254","2020/12/25 15:59:59","0","10047201","0","0","0","2020/12/18 16:00:00","0","0","10047","1","0","201","bgm_M254"
"王城蘭德索爾","bgm_M403","2021/01/14 15:59:59","0","10048101","80","0","0","2020/12/31 16:00:00","0","0","10048","1","1","201","bgm_M403"
"王城蘭德索爾","bgm_M403","2021/01/14 15:59:59","0","10048201","0","0","0","2020/12/31 16:00:00","0","0","10048","1","1","201","bgm_M403"
"鬼屋附近地區","bgm_M265","2021/01/25 15:59:59","0","10049101","0","0","0","2021/01/18 16:00:00","0","0","10049","1","1","201","bgm_M265_Top"
"鬼魂墓地","bgm_M265","2021/01/25 15:59:59","0","10049102","0","1","0","2021/01/18 16:00:00","202","0","10049","1","2","201","bgm_M265_Top"
"鬼魂墓地","bgm_M265","2021/01/25 15:59:59","0","10049201","0","0","0","2021/01/18 16:00:00","0","0","10049","1","1","201","bgm_M265_Top"
"萬聖節樂園","bgm_M413","2021/02/15 15:59:59","0","10050101","128","0","0","2021/02/01 16:00:00","0","0","10050","1","0","201","bgm_M413"
"萬聖節樂園","bgm_M413","2021/02/15 15:59:59","0","10050201","0","0","0","2021/02/01 16:00:00","0","0","10050","1","0","201","bgm_M413"
"艾爾皮斯島 開墾營地一帶","bgm_M273","2021/02/26 15:59:59","0","10051101","90","0","0","2021/02/19 16:00:00","0","0","10051","1","0","201","bgm_M273"
"艾爾皮斯島 開墾營地一帶","bgm_M273","2021/02/26 15:59:59","0","10051201","0","0","0","2021/02/19 16:00:00","0","0","10051","1","0","201","bgm_M273"
"王城蘭德索爾","bgm_M421","2021/03/16 15:59:59","0","10052101","90","0","0","2021/03/02 16:00:00","0","0","10052","1","1","201","bgm_M421"
"王城蘭德索爾","bgm_M421","2021/03/16 15:59:59","0","10052201","0","0","0","2021/03/02 16:00:00","0","0","10052","1","1","201","bgm_M421"
"蘭德索爾近郊","bgm_M228","2021/04/27 15:59:59","0","10053101","70","0","0","2021/04/16 16:00:00","0","0","10053","1","1","201","bgm_M228"
"郊外的村莊","bgm_M228","2021/04/27 15:59:59","0","10053102","0","0","0","2021/04/16 16:00:00","0","0","10053","1","2","201","bgm_M228"
"郊外的村莊","bgm_M228","2021/04/27 15:59:59","0","10053201","0","0","0","2021/04/16 16:00:00","0","0","10053","1","1","201","bgm_M228"
"名媛初登夢想秘境會場","bgm_M426","2021/04/15 15:59:59","0","10054101","60","0","0","2021/04/01 16:00:00","0","0","10054","1","1","201","bgm_M426"
"名媛初登夢想秘境會場","bgm_M426","2021/04/15 15:59:59","0","10054201","0","0","0","2021/04/01 16:00:00","0","0","10054","1","1","201","bgm_M426"
"王都蘭德索爾 郊外","bgm_M281","2021/03/24 15:59:59","0","10055101","0","0","0","2021/03/17 16:00:00","0","0","10055","1","1","201","bgm_M281"
"王都蘭德索爾 中央廣場","bgm_M281","2021/03/24 15:59:59","11","10055102","0","0","0","2021/03/17 16:00:00","0","0","10055","1","2","201","bgm_M281"
"王都蘭德索爾 中央廣場","bgm_M281","2021/03/24 15:59:59","0","10055201","0","0","0","2021/03/17 16:00:00","0","0","10055","1","1","201","bgm_M281"
"港小鎮‧大間","bgm_M435","2021/05/18 15:59:59","0","10056101","95","0","0","2021/05/04 16:00:00","0","0","10056","1","1","201","bgm_M435"
"港小鎮‧大間","bgm_M435","2021/05/18 15:59:59","0","10056201","0","0","0","2021/05/04 16:00:00","0","0","10056","1","1","201","bgm_M435"
"公會競速賽　1區→2區","bgm_M294","2021/05/26 15:59:59","0","10057101","30","0","0","2021/05/19 16:00:00","0","0","10057","1","1","201","bgm_M294"
"公會競速賽　3區→4區","bgm_M294","2021/05/26 15:59:59","0","10057102","30","0","0","2021/05/19 16:00:00","0","0","10057","1","2","201","bgm_M294"
"公會競速賽　3區→4區","bgm_M294","2021/05/26 15:59:59","0","10057201","0","0","0","2021/05/19 16:00:00","0","0","10057","1","1","201","bgm_M294"
"蘭德索爾近郊","bgm_M442A","2021/06/22 15:59:59","0","10058101","70","0","0","2021/06/02 16:00:00","0","0","10058","1","1","201","bgm_M442A"
"蘭德索爾近郊","bgm_M442A","2021/06/22 15:59:59","0","10058201","0","0","0","2021/06/02 16:00:00","0","0","10058","1","0","201","bgm_M442A"
"精靈族之村　純淨的森林","bgm_M442B","2021/06/22 15:59:59","0","10059101","25","0","0","2021/06/12 16:00:00","0","0","10059","1","0","201","bgm_M442B"
"精靈族之村　純淨的森林","bgm_M442B","2021/06/22 15:59:59","0","10059201","0","0","0","2021/06/12 16:00:00","0","0","10059","1","0","201","bgm_M442B"
"王城蘭德索爾","bgm_M316","2021/06/25 15:59:59","0","10060101","90","0","0","2021/06/18 16:00:00","0","0","10060","1","1","201","bgm_M316"
"王城蘭德索爾","bgm_M316","2021/06/25 15:59:59","0","10060201","0","0","0","2021/06/18 16:00:00","0","0","10060","1","1","201","bgm_M316"
"蘭德索爾近郊","bgm_M451","2021/07/19 15:59:59","0","10061101","0","0","0","2021/07/05 16:00:00","0","0","10061","1","1","201","bgm_M451"
"邊境之地","bgm_M451","2021/07/19 15:59:59","0","10061102","0","0","0","2021/07/05 16:00:00","0","0","10061","1","2","201","bgm_M451"
"邊境之地","bgm_M451","2021/07/19 15:59:59","0","10061201","0","0","0","2021/07/05 16:00:00","0","0","10061","1","0","201","bgm_M451"
"蘭德索爾近郊","bgm_M330","2021/08/25 15:59:59","0","10062101","70","0","0","2021/08/09 16:00:00","0","0","10062","1","1","201","bgm_M330"
"蘭德索爾近郊","bgm_M330","2021/08/25 15:59:59","0","10062201","0","0","0","2021/08/09 16:00:00","0","0","10062","1","0","201","bgm_M330"
"繆思小鎮","bgm_M341","2021/08/25 15:59:59","0","10063101","40","0","0","2021/08/17 16:00:00","0","0","10063","1","0","201","bgm_M341"
"繆思小鎮","bgm_M341","2021/08/25 15:59:59","0","10063201","0","0","0","2021/08/17 16:00:00","0","0","10063","1","0","201","bgm_M341"
"聖德蕾莎女子學院 聖學祭會場","bgm_M457","2021/08/16 15:59:59","0","10064101","91","0","0","2021/08/02 16:00:00","0","0","10064","1","1","201","bgm_M457"
"聖德蕾莎女子學院 聖學祭會場","bgm_M457","2021/08/16 15:59:59","0","10064201","0","0","0","2021/08/02 16:00:00","0","0","10064","1","0","201","bgm_M457"
"聖德蕾莎女子學院","bgm_M343","2021/07/26 15:59:59","0","10065101","45","0","0","2021/07/19 16:00:00","0","0","10065","1","1","201","bgm_M343"
"聖德蕾莎女子學院","bgm_M343","2021/07/26 15:59:59","0","10065201","0","0","0","2021/07/19 16:00:00","0","0","10065","1","0","201","bgm_M343"
"不同時間軸的蘭德索爾","bgm_M467","2021/09/15 15:59:59","0","10066101","90","0","0","2021/09/01 16:00:00","0","0","10066","1","1","201","bgm_M467"
"時光隧道","bgm_M467","2021/09/15 15:59:59","0","10066102","0","0","0","2021/09/01 16:00:00","0","0","10066","1","2","201","bgm_M467"
"時光隧道","bgm_M467","2021/09/15 15:59:59","0","10066201","0","0","0","2021/09/01 16:00:00","0","0","10066","1","0","201","bgm_M467"
"伊麗莎白牧場","bgm_M351","2021/09/24 15:59:59","0","10067101","0","0","0","2021/09/17 16:00:00","0","0","10067","1","1","201","bgm_M351"
"王城蘭德索爾","bgm_M351","2021/09/24 15:59:59","0","10067102","0","0","0","2021/09/17 16:00:00","0","0","10067","1","2","201","bgm_M351"
"伊麗莎白牧場","bgm_M351","2021/09/24 15:59:59","0","10067103","0","0","0","2021/09/17 16:00:00","0","0","10067","1","3","201","bgm_M351"
"伊麗莎白牧場","bgm_M351","2021/09/24 15:59:59","0","10067201","0","0","0","2021/09/17 16:00:00","0","0","10067","1","1","201","bgm_M351"
"玩具工廠","bgm_M478","2021/10/15 15:59:59","0","10068101","0","0","40","2021/10/01 16:00:00","0","0","10068","1","1","201","bgm_M478_Lofi"
"王城蘭德索爾","bgm_M478","2021/10/15 15:59:59","0","10068102","0","0","0","2021/10/01 16:00:00","0","0","10068","1","2","201","bgm_M478_Lofi"
"王城蘭德索爾","bgm_M478","2021/10/15 15:59:59","0","10068201","0","0","0","2021/10/01 16:00:00","0","0","10068","1","0","201","bgm_M478_Lofi"
"不可思議之國","bgm_M375","2021/10/25 15:59:59","0","10069101","200","0","0","2021/10/18 16:00:00","0","0","10069","1","0","201","bgm_M375"
"不可思議之國","bgm_M375","2021/10/25 15:59:59","0","10069201","100","0","0","2021/10/18 16:00:00","0","0","10069","1","0","201","bgm_M375"
