9e90d85588f5d62a6823de1552d6a724a3fb569e673470610349fb6b13ed3c75,2e63842ce507e5432ff1dde68503ade4a134945b56ac20f753dd075bf0d44b2f,79c43a8174dc547997fe129a2bb99599c10365473bd6ab6233122a6d99f3eaac,90ed42dcb4a2684ae4e7f60110d7a35edea700289a94dd6d899491d20200b77a,222914302dd1067dcd6987926ad1cbec07d57f382eac9eb4e5c75f2ac6b24c16,e3ceeb47eeee888e5038591faf73fd2731de4e50f43b4864d7e5b08dcdb30b63,4b91559812a06c78bf4d1c94a895ad0e8de0beffa22ffe6fe92d5574bf4edc4c,9037d88672933f9f68ee9c9ac0edfc7e411fd715287368f52824bfecca0106b9,0df9177b8759809c474fd79262b91d5cfcd0103fdf448077102d0e84147de1c1,37b4b42c319146292142eb64915d98520d7e2c608ac4cddd2d1c1fb485a81dbd,b4fde50b4e5ccd1d73ee42f4af0008adff068ae579cd5fe4b48b172de127f6b8,f423a2af2c7fb24e43f4b729ff191c382c7e2a26a2dd136c015eda5df9911962,c0546417cc2437eb8e27d805dc0d8080f9689eeb52990fde8042d2666470a030,857f4001f8252c2ac4f632c6926dfd1745d795c4206f486e492c3efc8d6f7864,e6c3312dfa84eeebb262e79c659a73c4e77e032596fd8ab261d337572b1a3818,f531e9b93e039e01456cc741c1a9b148f7bd98390c966e330fb637971ca27a94,b5ba0167618493a35f8422282231aeb888cb242281c3441da75b5e7a5fd4e0c7,e17432660ebc96a9306e3da8c5fe2d836a8925d930c9bbf502e3a4330212c942,b1a395425c8c3b8ac8904852a2a4e8887c5140505e8dd11952c832da014ca766,59c2d9bcf2cc680d2a8a1246125883f92ee2524dda6a9abc09802884f3dd8ff2,1f0cf132a89643808e729100622dcded7bbabe055dde55e2b758ead118e49fcc,590cae174307ee658dfb0d04c678c5b607ad065ef1971fc166014ea7ae7a6ec2,c69520f146652a6840cc304974d6085548af1fe8d1ee40f26ec1fc8a29c2f54f,e39da017882413d00285785171b849e9c1f7c56004d394c3e9aff49f62638800,406285a4ceaf7ffaa5b1cbccd3e05ca5a3f646db36901a89289bf995b336f666,2b887e881fbf5a4184272e2d4112fbc19ae090884e4b254449e4bc21bd207c00,9311e9434d417466b2a9db2e250e2188b3b7569f00fa5aff99d9cfb9880253dc,ef85bf0e6e11f062a99eba6f60a516361c079214eae750fb52f2f603bad1354a,d40aba42788cbdbb87524c823e27b958175cc0d455f4bff9823f6d81db915307,69aecbaae25b26d1df9903c875ac977d36f8c1b2611f16d742def3e72be5875b,59101c192848ac3d16108097ea82c210a32a91dd85a1293b455e1e43d0c6883a,18d76642554b7b081b6eec5d65ab9e33b501fd20613956dc3af9d0bec4fac8df,56ae3d51dba688e9685f21b38d33c7ca082d643449ef3595605240f8b27a4357,e842eba774d975629bec724a9c57528d8a47be6133b3291ee99be450037f324d,cb3b1bec8b50a661b84f441d77c827cc3eae3b84ab6a3fe8020675502b707a22,07a8a56fe854d9cc06be179e7b7a9a32c98dab97a0126765c9ae1b6d1edb7eee,23b6f12387c8c3627491be606b0a00e56e95cdbd7f75d3a0f0c5ead98470cf63,ffcf71b0511f7161ab950791f4f78cbfc9c14c0a548720bdf9b0d2cad85ba761,483015c1f5be48f18536c83e9fd60dcc72e8331cfa8d847eb5c1b6fb4d780235,3d25d78553a66e571fd6b2b44e07867275b3713d9494d7fc54d2db5aec30ea1e
"100","0","320010206","2","0","0","0","5","0","140001","1.2","100","-50","25001","1","3200105","1.2","0","0","102842","94002","1.2","1","0","1","90008","90","bgm_M126","50","32001","bgm_M126","40004","0","502001211","102842","1","6","0","90002","1.2"
"100","0","320010207","2","0","0","0","5","0","140001","1.2","100","-50","25001","1","3200105","1.2","0","0","102843","94002","1.2","1","0","1","90008","90","bgm_M126","50","32001","bgm_M126","40004","0","502001221","102843","1","7","0","90002","1.2"
"100","0","320010208","2","0","0","0","3","0","140001","1.2","100","-50","25001","1","3200105","1","0","0","102851","94002","0","1","0","0","90008","90","bgm_M64","50","32001","bgm_M64","40004","0","502001231","102851","0","8","0","90002","0"
"100","0","320010209","2","0","0","0","3","0","140001","1.2","100","-50","25001","1","3200105","1","0","0","102851","94002","0","1","0","0","90008","90","bgm_M64","50","32001","bgm_M64","40004","0","502001241","102851","0","9","0","90002","0"
"100","0","320010210","2","0","5.1","0","3","0","140001","0.5","100","-50","25001","1","3200105","1","0","1","102852","94002","0","1","0","0","90008","90","bgm_M63","50","32001","bgm_M63","40004","0","502001251","102852","0","10","0","90002","1"
"200","0","320010301","3","0","0","0","1","0","140001","1.2","600","-50","25001","0","3200101","0","0","0","102841","94002","0","0","0","0","90008","90","bgm_M06","20","32001","bgm_M06","40004","0","0","102841","0","1","0","90002","0"
"200","0","320010302","3","0","0","0","1","0","140001","1.2","800","-50","25001","0","3200101","0","0","0","102842","94002","0","0","0","0","90008","90","bgm_M06","20","32001","bgm_M06","40004","0","0","102842","0","2","0","90002","0"
"200","0","320010303","3","0","0","0","1","0","140001","1.2","800","-50","25001","0","3200102","0","0","0","102843","94002","0","0","0","0","90008","90","bgm_M06","20","32001","bgm_M06","40004","0","0","102843","0","3","0","90002","0"
"200","0","320010304","3","0","0","0","1","0","140001","1.2","1200","-50","25001","0","3200103","0","0","0","102842","94002","0","0","0","0","90008","90","bgm_M06","20","32001","bgm_M06","40004","0","0","102842","0","4","0","90002","0"
"200","0","320010305","3","0","0","0","1","0","140001","1.2","1200","-50","25001","0","3200104","0","0","0","102841","94002","0","0","90005","0","90008","90","bgm_M06","20","32001","bgm_M06","40004","0","0","102841","0","5","0","90002","0"
"200","0","320010306","3","0","0","0","5","0","140001","1.2","100","-50","25001","1","3200105","1.2","0","0","102842","94002","1.2","1","0","1","90008","90","bgm_M126","50","32001","bgm_M126","40004","0","502001311","102842","1","6","0","90002","1.2"
"200","0","320010307","3","0","0","0","5","0","140001","1.2","100","-50","25001","1","3200105","1.2","0","0","102843","94002","1.2","1","0","1","90008","90","bgm_M126","50","32001","bgm_M126","40004","0","502001321","102843","1","7","0","90002","1.2"
"200","0","320010308","3","0","0","0","3","0","140001","1.2","100","-50","25001","1","3200105","1","0","0","102851","94002","0","1","0","0","90008","90","bgm_M64","50","32001","bgm_M64","40004","0","502001331","102851","0","8","0","90002","0"
"200","0","320010309","3","0","0","0","3","0","140001","1.2","100","-50","25001","1","3200105","1","0","0","102851","94002","0","1","0","0","90008","90","bgm_M64","50","32001","bgm_M64","40004","0","502001341","102851","0","9","0","90002","0"
"200","0","320010310","3","0","5.1","0","3","0","140001","0.5","100","-50","25001","1","3200105","1","0","1","102852","94002","0","1","0","0","90008","90","bgm_M63","50","32001","bgm_M63","40004","0","502001351","102852","0","10","0","90002","1"
"300","0","320010401","4","0","0","0","1","0","140001","1.2","600","-50","25001","0","3200101","0","0","0","102841","94002","0","0","0","0","90008","90","bgm_M06","20","32001","bgm_M06","40004","0","0","102841","0","1","0","90002","0"
"300","0","320010402","4","0","0","0","1","0","140001","1.2","800","-50","25001","0","3200101","0","0","0","102842","94002","0","0","0","0","90008","90","bgm_M06","20","32001","bgm_M06","40004","0","0","102842","0","2","0","90002","0"
"300","0","320010403","4","0","0","0","1","0","140001","1.2","800","-50","25001","0","3200102","0","0","0","102843","94002","0","0","0","0","90008","90","bgm_M06","20","32001","bgm_M06","40004","0","0","102843","0","3","0","90002","0"
"300","0","320010404","4","0","0","0","1","0","140001","1.2","1200","-50","25001","0","3200103","0","0","0","102842","94002","0","0","0","0","90008","90","bgm_M06","20","32001","bgm_M06","40004","0","0","102842","0","4","0","90002","0"
"300","0","320010405","4","0","0","0","1","0","140001","1.2","1200","-50","25001","0","3200104","0","0","0","102841","94002","0","0","90005","0","90008","90","bgm_M06","20","32001","bgm_M06","40004","0","0","102841","0","5","0","90002","0"
"300","0","320010406","4","0","0","0","5","0","140001","1.2","100","-50","25001","1","3200105","1.2","0","0","102842","94002","1.2","1","0","1","90008","90","bgm_M126","50","32001","bgm_M126","40004","0","502001411","102842","1","6","0","90002","1.2"
"300","0","320010407","4","0","0","0","5","0","140001","1.2","100","-50","25001","1","3200105","1.2","0","0","102843","94002","1.2","1","0","1","90008","90","bgm_M126","50","32001","bgm_M126","40004","0","502001421","102843","1","7","0","90002","1.2"
"300","0","320010408","4","0","0","0","3","0","140001","1.2","100","-50","25001","1","3200105","1","0","0","102851","94002","0","1","0","0","90008","90","bgm_M64","50","32001","bgm_M64","40004","0","502001431","102851","0","8","0","90002","0"
"300","0","320010409","4","0","0","0","3","0","140001","1.2","100","-50","25001","1","3200105","1","0","0","102851","94002","0","1","0","0","90008","90","bgm_M64","50","32001","bgm_M64","40004","0","502001441","102851","0","9","0","90002","0"
"300","0","320010410","4","0","5.1","0","3","0","140001","0.5","100","-50","25001","1","3200105","1","0","1","102852","94002","0","1","0","0","90008","90","bgm_M63","50","32001","bgm_M63","40004","0","502001451","102852","0","10","0","90002","1"
"400","0","320010501","5","0","0","0","1","0","140001","1.2","600","-50","25001","0","3200101","0","0","0","102841","94002","0","0","0","0","90008","90","bgm_M06","20","32001","bgm_M06","40004","0","0","102841","0","1","0","90002","0"
"400","0","320010502","5","0","0","0","1","0","140001","1.2","800","-50","25001","0","3200101","0","0","0","102842","94002","0","0","0","0","90008","90","bgm_M06","20","32001","bgm_M06","40004","0","0","102842","0","2","0","90002","0"
"400","0","320010503","5","0","0","0","1","0","140001","1.2","800","-50","25001","0","3200102","0","0","0","102843","94002","0","0","0","0","90008","90","bgm_M06","20","32001","bgm_M06","40004","0","0","102843","0","3","0","90002","0"
"400","0","320010504","5","0","0","0","1","0","140001","1.2","1200","-50","25001","0","3200103","0","0","0","102842","94002","0","0","0","0","90008","90","bgm_M06","20","32001","bgm_M06","40004","0","0","102842","0","4","0","90002","0"
"400","0","320010505","5","0","0","0","1","0","140001","1.2","1200","-50","25001","0","3200104","0","0","0","102841","94002","0","0","90005","0","90008","90","bgm_M06","20","32001","bgm_M06","40004","0","0","102841","0","5","0","90002","0"
"400","0","320010506","5","0","0","0","5","0","140001","1.2","100","-50","25001","1","3200105","1.2","0","0","102842","94002","1.2","1","0","1","90008","90","bgm_M126","50","32001","bgm_M126","40004","0","502001511","102842","1","6","0","90002","1.2"
"400","0","320010507","5","0","0","0","5","0","140001","1.2","100","-50","25001","1","3200105","1.2","0","0","102843","94002","1.2","1","0","1","90008","90","bgm_M126","50","32001","bgm_M126","40004","0","502001521","102843","1","7","0","90002","1.2"
"400","0","320010508","5","0","0","0","3","0","140001","1.2","100","-50","25001","1","3200105","1","0","0","102851","94002","0","1","0","0","90008","90","bgm_M64","50","32001","bgm_M64","40004","0","502001531","102851","0","8","0","90002","0"
"400","0","320010509","5","0","0","0","3","0","140001","1.2","100","-50","25001","1","3200105","1","0","0","102851","94002","0","1","0","0","90008","90","bgm_M64","50","32001","bgm_M64","40004","0","502001541","102851","0","9","0","90002","0"
"400","0","320010510","5","0","5.1","0","3","0","140001","0.5","100","-50","25001","1","3200105","1","0","1","102852","94002","0","1","0","0","90008","90","bgm_M63","50","32001","bgm_M63","40004","0","502001551","102852","0","10","0","90002","1"
"0","0","320020101","1","0","0","0","1","0","140001","1.2","600","-50","25001","0","3200201","0","0","0","102841","94002","0","0","0","0","90008","90","bgm_M06","50","32002","bgm_M06","40004","0","0","102841","0","1","0","90002","0"
"0","0","320020102","1","0","0","0","1","0","140001","1.2","800","-50","25001","0","3200201","0","0","0","102842","94002","0","0","0","0","90008","90","bgm_M06","50","32002","bgm_M06","40004","0","0","102842","0","2","0","90002","0"
"0","0","320020103","1","0","0","0","1","0","140001","1.2","800","-50","25001","0","3200202","0","0","0","102843","94002","0","0","0","0","90008","90","bgm_M06","50","32002","bgm_M06","40004","0","0","102843","0","3","0","90002","0"
"0","0","320020104","1","0","0","0","1","0","140001","1.2","1200","-50","25001","0","3200203","0","0","0","102842","94002","0","0","0","0","90008","90","bgm_M06","50","32002","bgm_M06","40004","0","0","102842","0","4","0","90002","0"
"0","0","320020105","1","0","0","0","1","0","140001","1.2","1200","-50","25001","0","3200204","0","0","0","102841","94002","0","0","90005","0","90008","90","bgm_M06","50","32002","bgm_M06","40004","0","0","102841","0","5","0","90002","0"
"0","0","320020106","1","0","0","0","5","0","140001","1","100","-50","25001","1","3200205","1.2","0","0","102842","94002","1.2","1","0","1","90008","90","bgm_M126","50","32002","bgm_M126","40004","0","502002111","102842","1","6","0","90002","1.2"
"0","0","320020107","1","0","0","0","5","0","140001","1","100","-50","25001","1","3200205","1.2","0","0","102843","94002","1.2","1","0","1","90008","90","bgm_M126","50","32002","bgm_M126","40004","0","502002121","102843","1","7","0","90002","1.2"
"0","0","320020108","1","0","0","0","3","0","140001","1.2","100","-50","25001","1","3200205","1","0","0","102851","94002","0","1","0","0","90008","90","bgm_M64","50","32002","bgm_M64","40004","0","502002131","102851","0","8","0","90002","0"
"0","0","320020109","1","0","0","0","3","0","140001","1.2","100","-50","25001","1","3200205","1","0","0","102851","94002","0","1","0","0","90008","90","bgm_M64","50","32002","bgm_M64","40004","0","502002141","102851","0","9","0","90002","0"
"0","0","320020110","1","0","5.1","0","3","0","140001","0.5","100","-50","25001","1","3200205","1","0","1","102852","94002","0","1","0","0","90008","90","bgm_M63","50","32002","bgm_M63","40004","0","502002151","102852","0","10","0","90002","1"
"100","0","320020201","2","0","0","0","1","0","140001","1.2","600","-50","25001","0","3200201","0","0","0","102841","94002","0","0","0","0","90008","90","bgm_M06","50","32002","bgm_M06","40004","0","0","102841","0","1","0","90002","0"
"100","0","320020202","2","0","0","0","1","0","140001","1.2","800","-50","25001","0","3200201","0","0","0","102842","94002","0","0","0","0","90008","90","bgm_M06","50","32002","bgm_M06","40004","0","0","102842","0","2","0","90002","0"
"100","0","320020203","2","0","0","0","1","0","140001","1.2","800","-50","25001","0","3200202","0","0","0","102843","94002","0","0","0","0","90008","90","bgm_M06","50","32002","bgm_M06","40004","0","0","102843","0","3","0","90002","0"
"100","0","320020204","2","0","0","0","1","0","140001","1.2","1200","-50","25001","0","3200203","0","0","0","102842","94002","0","0","0","0","90008","90","bgm_M06","50","32002","bgm_M06","40004","0","0","102842","0","4","0","90002","0"
"100","0","320020205","2","0","0","0","1","0","140001","1.2","1200","-50","25001","0","3200204","0","0","0","102841","94002","0","0","90005","0","90008","90","bgm_M06","50","32002","bgm_M06","40004","0","0","102841","0","5","0","90002","0"
"100","0","320020206","2","0","0","0","5","0","140001","1","100","-50","25001","1","3200205","1.2","0","0","102842","94002","1.2","1","0","1","90008","90","bgm_M126","100","32002","bgm_M126","40004","0","502002211","102842","1","6","0","90002","1.2"
"100","0","320020207","2","0","0","0","5","0","140001","1","100","-50","25001","1","3200205","1.2","0","0","102843","94002","1.2","1","0","1","90008","90","bgm_M126","100","32002","bgm_M126","40004","0","502002221","102843","1","7","0","90002","1.2"
"100","0","320020208","2","0","0","0","3","0","140001","1.2","100","-50","25001","1","3200205","1","0","0","102851","94002","0","1","0","0","90008","90","bgm_M64","100","32002","bgm_M64","40004","0","502002231","102851","0","8","0","90002","0"
"100","0","320020209","2","0","0","0","3","0","140001","1.2","100","-50","25001","1","3200205","1","0","0","102851","94002","0","1","0","0","90008","90","bgm_M64","100","32002","bgm_M64","40004","0","502002241","102851","0","9","0","90002","0"
"100","0","320020210","2","0","5.1","0","3","0","140001","0.5","100","-50","25001","1","3200205","1","0","1","102852","94002","0","1","0","0","90008","90","bgm_M63","100","32002","bgm_M63","40004","0","502002251","102852","0","10","0","90002","1"
"200","0","320020301","3","0","0","0","1","0","140001","1.2","600","-50","25001","0","3200201","0","0","0","102841","94002","0","0","0","0","90008","90","bgm_M06","50","32002","bgm_M06","40004","0","0","102841","0","1","0","90002","0"
"200","0","320020302","3","0","0","0","1","0","140001","1.2","800","-50","25001","0","3200201","0","0","0","102842","94002","0","0","0","0","90008","90","bgm_M06","50","32002","bgm_M06","40004","0","0","102842","0","2","0","90002","0"
"200","0","320020303","3","0","0","0","1","0","140001","1.2","800","-50","25001","0","3200202","0","0","0","102843","94002","0","0","0","0","90008","90","bgm_M06","50","32002","bgm_M06","40004","0","0","102843","0","3","0","90002","0"
"200","0","320020304","3","0","0","0","1","0","140001","1.2","1200","-50","25001","0","3200203","0","0","0","102842","94002","0","0","0","0","90008","90","bgm_M06","50","32002","bgm_M06","40004","0","0","102842","0","4","0","90002","0"
"200","0","320020305","3","0","0","0","1","0","140001","1.2","1200","-50","25001","0","3200204","0","0","0","102841","94002","0","0","90005","0","90008","90","bgm_M06","50","32002","bgm_M06","40004","0","0","102841","0","5","0","90002","0"
"200","0","320020306","3","0","0","0","5","0","140001","1","100","-50","25001","1","3200205","1.2","0","0","102842","94002","1.2","1","0","1","90008","90","bgm_M126","100","32002","bgm_M126","40004","0","502002311","102842","1","6","0","90002","1.2"
"200","0","320020307","3","0","0","0","5","0","140001","1","100","-50","25001","1","3200205","1.2","0","0","102843","94002","1.2","1","0","1","90008","90","bgm_M126","100","32002","bgm_M126","40004","0","502002321","102843","1","7","0","90002","1.2"
"200","0","320020308","3","0","0","0","3","0","140001","1.2","100","-50","25001","1","3200205","1","0","0","102851","94002","0","1","0","0","90008","90","bgm_M64","100","32002","bgm_M64","40004","0","502002331","102851","0","8","0","90002","0"
"200","0","320020309","3","0","0","0","3","0","140001","1.2","100","-50","25001","1","3200205","1","0","0","102851","94002","0","1","0","0","90008","90","bgm_M64","100","32002","bgm_M64","40004","0","502002341","102851","0","9","0","90002","0"
"200","0","320020310","3","0","5.1","0","3","0","140001","0.5","100","-50","25001","1","3200205","1","0","1","102852","94002","0","1","0","0","90008","90","bgm_M63","100","32002","bgm_M63","40004","0","502002351","102852","0","10","0","90002","1"
"300","0","320020401","4","0","0","0","1","0","140001","1.2","600","-50","25001","0","3200201","0","0","0","102841","94002","0","0","0","0","90008","90","bgm_M06","50","32002","bgm_M06","40004","0","0","102841","0","1","0","90002","0"
"300","0","320020402","4","0","0","0","1","0","140001","1.2","800","-50","25001","0","3200201","0","0","0","102842","94002","0","0","0","0","90008","90","bgm_M06","50","32002","bgm_M06","40004","0","0","102842","0","2","0","90002","0"
"300","0","320020403","4","0","0","0","1","0","140001","1.2","800","-50","25001","0","3200202","0","0","0","102843","94002","0","0","0","0","90008","90","bgm_M06","50","32002","bgm_M06","40004","0","0","102843","0","3","0","90002","0"
"300","0","320020404","4","0","0","0","1","0","140001","1.2","1200","-50","25001","0","3200203","0","0","0","102842","94002","0","0","0","0","90008","90","bgm_M06","50","32002","bgm_M06","40004","0","0","102842","0","4","0","90002","0"
"300","0","320020405","4","0","0","0","1","0","140001","1.2","1200","-50","25001","0","3200204","0","0","0","102841","94002","0","0","90005","0","90008","90","bgm_M06","50","32002","bgm_M06","40004","0","0","102841","0","5","0","90002","0"
"300","0","320020406","4","0","0","0","5","0","140001","1","100","-50","25001","1","3200205","1.2","0","0","102842","94002","1.2","1","0","1","90008","90","bgm_M126","100","32002","bgm_M126","40004","0","502002411","102842","1","6","0","90002","1.2"
"300","0","320020407","4","0","0","0","5","0","140001","1","100","-50","25001","1","3200205","1.2","0","0","102843","94002","1.2","1","0","1","90008","90","bgm_M126","100","32002","bgm_M126","40004","0","502002421","102843","1","7","0","90002","1.2"
"300","0","320020408","4","0","0","0","3","0","140001","1.2","100","-50","25001","1","3200205","1","0","0","102851","94002","0","1","0","0","90008","90","bgm_M64","100","32002","bgm_M64","40004","0","502002431","102851","0","8","0","90002","0"
"300","0","320020409","4","0","0","0","3","0","140001","1.2","100","-50","25001","1","3200205","1","0","0","102851","94002","0","1","0","0","90008","90","bgm_M64","100","32002","bgm_M64","40004","0","502002441","102851","0","9","0","90002","0"
"300","0","320020410","4","0","5.1","0","3","0","140001","0.5","100","-50","25001","1","3200205","1","0","1","102852","94002","0","1","0","0","90008","90","bgm_M63","100","32002","bgm_M63","40004","0","502002451","102852","0","10","0","90002","1"
"400","0","320020501","5","0","0","0","1","0","140001","1.2","600","-50","25001","0","3200201","0","0","0","102841","94002","0","0","0","0","90008","90","bgm_M06","50","32002","bgm_M06","40004","0","0","102841","0","1","0","90002","0"
"400","0","320020502","5","0","0","0","1","0","140001","1.2","800","-50","25001","0","3200201","0","0","0","102842","94002","0","0","0","0","90008","90","bgm_M06","50","32002","bgm_M06","40004","0","0","102842","0","2","0","90002","0"
"400","0","320020503","5","0","0","0","1","0","140001","1.2","800","-50","25001","0","3200202","0","0","0","102843","94002","0","0","0","0","90008","90","bgm_M06","50","32002","bgm_M06","40004","0","0","102843","0","3","0","90002","0"
"400","0","320020504","5","0","0","0","1","0","140001","1.2","1200","-50","25001","0","3200203","0","0","0","102842","94002","0","0","0","0","90008","90","bgm_M06","50","32002","bgm_M06","40004","0","0","102842","0","4","0","90002","0"
"400","0","320020505","5","0","0","0","1","0","140001","1.2","1200","-50","25001","0","3200204","0","0","0","102841","94002","0","0","90005","0","90008","90","bgm_M06","50","32002","bgm_M06","40004","0","0","102841","0","5","0","90002","0"
"400","0","320020506","5","0","0","0","5","0","140001","1","100","-50","25001","1","3200205","1.2","0","0","102842","94002","1.2","1","0","1","90008","90","bgm_M126","100","32002","bgm_M126","40004","0","502002511","102842","1","6","0","90002","1.2"
