cee071957811791d936f8be3fba6772340ce485088069af307d1cb1af788299f,aa269bff0538b305e99d2098f8ef43cd8bb35883930ba2b80a13ee69ca66d9e5,f074d7f7f4654b7b3162607aafb3fd2fa720fa3a7f7c0c439096a1d40c0a345c,cd7caed4ed2cc03f287b4dd0693fc8277debab2b72446037ec858a1291bbc11d,72d57ce9b861e6da7773abdf6533d16390d465f4520f871d74619a853b67c2f6,be4f1a6317603832ebe046fc3eed8fe5538ec0d66071f26e61f555da4442519a,49af7d039d363b4f525a455c0a5efc23bf5a0b45fd2417f10edbbcdd126ceb4b,51ad96dd34f4c55384d592d5a2bc0e3f6fa62730ed3ffff01528d356c2232107,8cee329f09a3210fe3fe2adc3d677b102f045f479f9cf458751f0e4b0b00a77b,419f970c355a9874e4a55089e03da2324ca8f1723bf22c4d67c6ab49660f0dd2,53ecb0bcbd3011281a7e98b5857d274bcb93033684da9e7e03b72645fb3bad83,e72ac8f7bb9716757afce0529bb6023a3cf45ec1da6e2a4de54c89fa50bcb075,12c8ce234f79b951d560a08a2e3f447e65af51136ae5af25cab3da1d206154f7,530cfd9346c7990505ee322050edc91525e187f0e6028009462569ea8d6bdeeb,d692be7fc68bb21bf19b84d3b9eaaaabf9a63e8774b000640581e3bbb6a631b5,6edc27db3bb5e41f9149d0a17290b7690f9492f8fb67f76fbbda61da2872d7c2,717b08eee20aa136e7fe772286af00d1817ca3d73627c62053cd87be4d8a6f5a,9d17e615cf7c68c31df5ca5ec36e8a9de033f2eb38317e3aa6141608656e78eb,9c95a3ac3dd6f94f6d9e66602aa1eb9e679f5af07775407afed8bbe544f69987,6dbcea208cf43f7f96cc79c3a2576ae65d0d8e7376e67b25a259a8f0af60fd68,a58fbcec5df35df54b03a8928526234282fabbd0e256c5b1f4e3c16621e0ef49,40c82292b1dc216d93b1a68ddcb73a04319e99cabf260b0b7a57f232e8e32093,76c8f14ce2b6dd559c50868bd46672cbeff3f4105d981f1d38e705568f27378c,d90e7c3786a408ca1e4fb0656f69dbb3a7f0841568a1fc448f7de0a2426d5dac,ed17d4fb3a5c39ebdd9aa778ac51faf9b53c301c4b48229fa064eba45cc7d825,bd96f9c72be4d3f72170dd2fc9cef231113df43881bc88d1f88ba7eb95464603,012415764a8fad1df2edf71a11abff05b5bdf6bea2156ca5c05c98e2a1023d92,f0cde49edb15d070e36a99f68b9b6ac87ef7f10bc094d9cb38707a1a42c82cb5,91eb1f7a76b32afc2acf085f6e7b51617f38c58ef2cb5880af25134eafeb6649,9bc007d20048005799b6e959101fa9d33d4cd79376da9066c3361413e6899c07,a7b4329080c04ed50346251dd163b18bcece6bec0cff72366c000336f25aeda9,68b5851c0d07324e6829a49adea19acc9c30fe032fd10d7a66a8f76cba66f13c,26c8cd678498deb82043ec8a0cfa8701f42419ff2ab3153018d9f725174b064f,b11b6c32a9f5458db6c22de39d2286ef0f542a52eaebbbad81a89baa0deb2f3e,0f0df619a3462d67f2d79503ac3935c149fb4af12bce44d8cc04d3e8e164998e,0df7ceee9c9050dc63707fd408b8047301179129dba6d646ad1763afc9bdd0b2,6c04775ca93f6a1efedde84bd3bc9589f5854ab9f6e4c79d44a1d78d733b97e1,a6ccfff105fe4a4b08e987f1d8e651bd5d99591b3d148eb5475fbf4671f960da,e0dc96b29c55f6a9c1168123603f0cd346970994d9b71448a5d57a7c1531f121,5be666e89b7165f6ca15d80f15f80f25e524e24326ba3e2d88946abc23d83022,f521849c959312d79f7d0a55235c5e330dd559c9131f492d96c9004ff3b68595,7bef8542350ea82e69bc2be6b2655c34893c265ed01231c4153c8420dfd0ccc6,dd371440b5bb176ccae3fc274f37d0ec176e113a039f6cfbf0c372dafac430c8,a3f02a70d394bbe2f6121e44fae8555a0a83bb300ca855422d7ff036520b72df
"0","100","50","50","500","0","50","0","50","50","0","0","0","0","天塔帕斯","0","0","0","50","0","50","50","50","0","0","500","0","10","803100219","1","300000008","0","317100","100","50","8000000","50","160","0","0","0","0","0","1"
"0","300","300","300","10000","0","50","0","300","300","0","0","0","0","天塔帕斯","0","0","0","300","0","300","300","300","0","0","10000","0","30","803100220","1","300000008","0","317100","300","300","16000000","300","360","0","0","0","0","0","1"
"50","450","500","500","30000","0","50","0","500","500","0","0","0","0","天塔帕斯","0","0","0","500","0","500","500","500","0","0","30000","0","50","803100221","1","300000008","0","317100","600","500","24000000","500","560","0","0","0","0","0","1"
"0","50","50","50","250","0","50","0","50","50","0","0","0","0","豪紳","0","0","0","50","0","50","50","50","0","0","250","0","10","803100222","1","300000008","0","317200","50","50","7000000","50","200","0","0","0","0","0","1"
"0","200","300","300","2500","0","50","0","300","300","0","0","0","0","豪紳","0","0","0","300","0","300","300","300","0","0","2500","0","30","803100223","1","300000008","0","317200","200","300","15000000","300","400","0","0","0","0","0","1"
"25","300","500","500","10000","0","50","0","500","500","0","0","0","0","豪紳","0","0","0","500","0","500","500","500","0","0","10000","0","50","803100224","1","300000008","0","317200","300","500","22000000","500","600","0","0","0","0","0","1"
"0","80","50","50","200","0","50","0","50","50","0","0","0","0","阿爾瑪","0","0","0","50","0","50","50","50","0","0","200","0","10","803100225","1","300000008","0","317300","20","50","3250000","50","180","0","0","0","0","0","1"
"0","240","50","50","200","0","50","0","50","50","0","0","0","0","奧拉姆","0","0","0","50","0","50","50","50","0","0","200","0","10","803100226","1","300000008","0","317400","60","50","3250000","50","180","0","0","0","0","0","1"
"0","150","300","300","3000","0","50","0","300","300","0","0","0","0","阿爾瑪","0","0","0","300","0","300","300","300","0","0","3000","0","30","803100227","1","300000008","0","317300","50","300","6500000","300","380","0","0","0","0","0","1"
"0","450","300","300","3000","0","50","0","300","300","0","0","0","0","奧拉姆","0","0","0","300","0","300","300","300","0","0","3000","0","30","803100228","1","300000008","0","317400","150","300","6500000","300","380","0","0","0","0","0","1"
"25","200","500","500","4000","0","50","0","500","500","0","0","0","0","阿爾瑪","0","0","0","500","0","500","500","500","0","0","4000","0","50","803100229","1","300000008","0","317300","150","500","10000000","500","580","0","0","0","0","0","1"
"25","600","500","500","4000","0","50","0","500","500","0","0","0","0","奧拉姆","0","0","0","500","0","500","500","500","0","0","4000","0","50","803100230","1","300000008","0","317400","450","500","10000000","500","580","0","0","0","0","0","1"
"0","50","50","50","150","0","50","0","50","50","0","0","0","0","好朋友X","0","0","0","50","0","50","50","50","0","0","150","0","10","803100231","1","300000008","0","317500","50","50","4000000","50","200","0","0","0","0","0","1"
"50","50","50","50","150","0","50","0","50","50","0","0","0","0","無名的藝術","0","0","0","50","0","50","50","0","0","0","150","0","14","803100232","1","300000008","0","317600","50","50","4000000","50","200","0","0","0","0","0","1"
"0","200","300","300","2000","0","50","0","300","300","0","0","0","0","好朋友X","0","0","0","300","0","300","300","300","0","0","2000","0","25","803100233","1","300000008","0","317500","200","300","8000000","300","400","0","0","0","0","0","1"
"300","200","300","300","2000","0","50","0","300","300","0","0","0","0","無名的藝術","0","0","0","300","0","300","300","0","0","0","2000","0","35","803100234","1","300000008","0","317600","200","300","8000000","300","400","0","0","0","0","0","1"
"25","400","500","500","3000","0","50","0","500","500","0","0","0","0","好朋友X","0","0","0","500","0","500","500","500","0","0","3000","0","50","803100235","1","300000008","0","317500","400","500","12000000","500","600","0","0","0","0","0","1"
"500","400","500","500","3000","0","50","0","500","500","0","0","0","0","無名的藝術","0","0","0","500","0","500","500","25","0","0","3000","0","70","803100236","1","300000008","0","317600","400","500","12000000","500","600","0","0","0","0","0","1"
"700","500","700","700","3000","0","50","0","700","700","0","0","0","0","彌勒","0","0","0","700","0","700","700","50","0","0","3000","0","50","803100237","1","300000008","0","317700","500","700","40000000","700","700","0","0","0","0","0","1"
"700","200","700","700","3000","0","50","0","700","700","0","0","0","0","彌勒","0","0","0","700","0","700","700","25","0","0","3000","0","50","803100238","1","300000008","0","317800","200","700","40000000","700","700","0","0","0","0","0","1"
"700","200","700","700","10000","0","50","0","700","50","0","0","0","0","彌勒","0","0","0","700","0","700","700","700","0","0","10000","0","50","803100239","1","300000008","0","317900","200","700","40000000","700","700","0","0","0","0","0","1"
"1000","9999","1000","1000","1","0","0","0","1000","1000","0","0","0","0","爆裂敵人1","0","0","0","1000","0","1000","1000","1000","0","0","1","0","0","803100251","1","300000001","0","214501","9999","1000","99999999","1000","700","0","0","0","0","0","1"
"1000","9999","1000","1000","1","0","0","0","1000","1000","0","0","0","0","爆裂敵人2","0","0","0","1000","0","1000","1000","1000","0","0","1","0","0","803100252","1","300000001","0","214502","9999","1000","99999999","1000","700","0","0","0","0","0","1"
"1000","9999","1000","1000","1","0","0","0","1000","1000","0","0","0","0","爆裂敵人3","0","0","0","1000","0","1000","1000","1000","0","0","1","0","0","803100253","1","300000001","0","214503","9999","1000","99999999","1000","700","0","0","0","0","0","1"
"1000","9999","1000","1000","1","0","0","0","1000","1000","0","0","0","0","爆裂敵人4","0","0","0","1000","0","1000","1000","1000","0","0","1","0","0","803100254","1","300000001","0","214504","9999","1000","99999999","1000","700","0","0","0","0","0","1"
"1000","9999","1000","1000","1","0","0","0","1000","1000","0","0","0","0","爆裂敵人5","0","0","0","1000","0","1000","1000","1000","0","0","1","0","0","803100255","1","300000001","0","214505","9999","1000","99999999","1000","700","0","0","0","0","0","1"
"1000","9999","1000","1000","1","0","0","0","1000","1000","0","0","0","0","爆裂敵人6","0","0","0","1000","0","1000","1000","1000","0","0","1","0","0","803100256","1","300000001","0","214506","9999","1000","99999999","1000","700","0","0","0","0","0","1"
"1000","9999","1000","1000","1","0","0","0","1000","1000","0","0","0","0","爆裂敵人7","0","0","0","1000","0","1000","1000","1000","0","0","1","0","0","803100257","1","300000001","0","214507","9999","1000","99999999","1000","700","0","0","0","0","0","1"
"1000","9999","1000","1000","1","0","0","0","1000","1000","0","0","0","0","爆裂敵人8","0","0","0","1000","0","1000","1000","1000","0","0","1","0","0","803100258","1","300000001","0","214508","9999","1000","99999999","1000","700","0","0","0","0","0","1"
"1000","9999","1000","1000","1","0","0","0","1000","1000","0","0","0","0","爆裂敵人9","0","0","0","1000","0","1000","1000","1000","0","0","1","0","0","803100259","1","300000001","0","214509","9999","1000","99999999","1000","700","0","0","0","0","0","1"
"1000","9999","1000","1000","1","0","0","0","1000","1000","0","0","0","0","爆裂敵人10","0","0","0","1000","0","1000","1000","1000","0","0","1","0","0","803100260","1","300000001","0","214601","9999","1000","99999999","1000","700","0","0","0","0","0","1"
"1000","9999","1000","1000","1","0","0","0","1000","1000","0","0","0","0","爆裂敵人11","0","0","0","1000","0","1000","1000","1000","0","0","1","0","0","803100261","1","300000001","0","214602","9999","1000","99999999","1000","700","0","0","0","0","0","1"
"1000","9999","1000","1000","1","0","0","0","1000","1000","0","0","0","0","爆裂敵人12","0","0","0","1000","0","1000","1000","1000","0","0","1","0","0","803100262","1","300000001","0","214603","9999","1000","99999999","1000","700","0","0","0","0","0","1"
"1000","9999","1000","1000","1","0","0","0","1000","1000","0","0","0","0","爆裂敵人13","0","0","0","1000","0","1000","1000","1000","0","0","1","0","0","803100263","1","300000001","0","214604","9999","1000","99999999","1000","700","0","0","0","0","0","1"
"1000","9999","1000","1000","1","0","0","0","1000","1000","0","0","0","0","爆裂敵人14","0","0","0","1000","0","1000","1000","1000","0","0","1","0","0","803100264","1","300000001","0","214605","9999","1000","99999999","1000","700","0","0","0","0","0","1"
"1000","9999","1000","1000","1","0","0","0","1000","1000","0","0","0","0","爆裂敵人15","0","0","0","1000","0","1000","1000","1000","0","0","1","0","0","803100265","1","300000001","0","214606","9999","1000","99999999","1000","700","0","0","0","0","0","1"
"1000","9999","1000","1000","1","0","0","0","1000","1000","0","0","0","0","爆裂敵人16","0","0","0","1000","0","1000","1000","1000","0","0","1","0","0","803100266","1","300000001","0","214607","9999","1000","99999999","1000","700","0","0","0","0","0","1"
"1000","9999","1000","1000","1","0","0","0","1000","1000","0","0","0","0","爆裂敵人17","0","0","0","1000","0","1000","1000","1000","0","0","1","0","0","803100267","1","300000001","0","214608","9999","1000","99999999","1000","700","0","0","0","0","0","1"
"1000","9999","1000","1000","1","0","0","0","1000","1000","0","0","0","0","爆裂敵人18","0","0","0","1000","0","1000","1000","1000","0","0","1","0","0","803100268","1","300000001","0","214609","9999","1000","99999999","1000","700","0","0","0","0","0","1"
"1000","9999","1000","1000","1","0","0","0","1000","1000","0","0","0","0","爆裂敵人19","0","0","0","1000","0","1000","1000","1000","0","0","1","0","0","803100269","1","300000001","0","214701","9999","1000","99999999","1000","700","0","0","0","0","0","1"
"1000","9999","1000","1000","1","0","0","0","1000","1000","0","0","0","0","爆裂敵人20","0","0","0","1000","0","1000","1000","1000","0","0","1","0","0","803100270","1","300000001","0","214702","9999","1000","99999999","1000","700","0","0","0","0","0","1"
"1000","9999","1000","1000","1","0","0","0","1000","1000","0","0","0","0","爆裂敵人21","0","0","0","1000","0","1000","1000","1000","0","0","1","0","0","803100271","1","300000001","0","214703","9999","1000","99999999","1000","700","0","0","0","0","0","1"
"1000","9999","1000","1000","1","0","0","0","1000","1000","0","0","0","0","爆裂敵人22","0","0","0","1000","0","1000","1000","1000","0","0","1","0","0","803100272","1","300000001","0","214704","9999","1000","99999999","1000","700","0","0","0","0","0","1"
