8fda6c128b188510da189882d2ec4aab378d04b53a31d994f57ed83a0e3c8c7a,d26f1ace2bc70feb48dcf2743ddf5a66d21ec5cc6533fd4254db2e2bf98fc785,534b8cde0e84a2a306bb1878a1b50b68a159235e36501713f2dda1fb4536716b,bda224579b864c0826da6a2d8dd294b8a3358cb332819f289d424b3b0436d335,0b4e44bfe10aa0d71be6ebb84e733df4c490f3d3668d3f153bae9aaaa18fb18b,f8f82399085a2d15931e243d06d773daded1381e6ff9ab70d10497821171cda3,382cd4642e88de1750fdceee0ccec2bec9389bf829334ccf03fe11b5b1490d9a,94dadcecf38711eb7e030d1fb2bf410974ced0d501d1a61170e9cb3e0d351bc8,84f04c17d858e7d374f198d1a5b5f2f8f1d34a830d1d226033461bc53b408dbf,a9383c1a386933d109f7b68ad6d9ce4ca43e911cf0bcd954f9f77578f020e3a6,cd059c5a5db9d6ca746f40a4e6396ac2cc3acef96424e83988bfd634ef2d9910,f4f1795d053619ee67bc6c4894861f913de058cfdb91bd53b871337f191b55bd,025a97d1bb7f1fe7ad446025336ee1bf9a86fb04fc1ede0a084942a8cd18ecf1,fdc5f66a2606df745f40c3b91d051e2494ab479f1e70c924e5e2104e5d096e6a,0d0b0f649a6258339a257357f72b640c1210bdd75c54317e08645d1e5fa662c3,444b2469924e16a237573014f580b1e25d81da07b617080c617b0d92d79720a0,96e160e094b04ce0a8c1e49d9403d700c99cbc1d8c88fc43aa06d921f4c69e3d,e089bbff95921bf5f36940c9c07a20cec43a2619f0200a6678049527fa0b36f7,317ebaf7e72cba1b6e7667199bbde1e89991ae4a9bfb24ee2629f09e9f6296f5,2b4fe985112a8737158d639d7e56defca832dfbf2b66f9e08e9a5f7cb7df4888,d2d4121e67f09c620f7cd37b137b676136ac398f9eef97453ee79d42539a9262,8117fc91ce4acf5cc3f0407e4e9617978292164fc0d5493b075a0528b6a82866,f43d37b028dadc5b0d9717be5ddbc29f2adf2f2aa657041b679afe81449cb622,04d9f95bbbce9eb6419af8342beb60a6ed81937625bb501bde95d5f06220ca8c,acf3bb858f75ff9e2d1e28d89300030a04de189872cb9f954fb1beddf7a99a22,3d0ea416eb38fe6c0f97e79ba1f14e2491c21347ddf2375dc051efaba676698d,4fd29d775936db6dd9a138957f47d50b95107a2af005c7af2dc7d73d7229affd,6e799a7d43063b93369ced1f176b5b91eddcf922c53185b9adafec8451e560f5,c753607ee5a161520fa198e22827efe9b4ecf2500964b96f4e0725b7f8fc0cdc,cef816dc0e9253c99fa1d999c2b5f1cbcdb8656892a8715721a7a301c3a6a03a,f47abee32a25db9d14bc6f66deec2982dc530c26f995d1df77cb5cb17124deb8,6c606f0aa440f4e39c4b74180e4971d425541ba79b515f6a3cfa2718cf1be122,1fd6eed24432544358c76f5c21ab55b94c8cebcc37c4ed426d32fb00457eb0c5,a6aa175dc31fc17cb9c78fcf8ca0ff791d839dc67051d54d2cf944a058293ee7,d8cfcea59dba5605c0c3f48d021c474445ad9058d718e6fee6fec8d1240efb53,5c96128ac7da52e34f0a1e3b88aff344e8a4f01cfd69c9cf42b26bc130200362,0b6dba55d40c88078cbee5cf65c8d8c2c60e1be3aab55df574add4e1e48ca375,fe1adf19fd81e0c8c22780a1cf930790a5c9e2fd679c222864281b49be594c02,04198c56d1de85e015adc25567fb900305610017b9a2b572b985ce35033d9d4e,c83300da6c6f45cca9ca62f3d2411b8f9e0258ea06f15c9732e2b8d4c2aa025a,d03f941a1bd5ebf64dc6defb545e05ce6a322c3efcb0c90691139d50a0cfe06b,0ae637ccb8bb3f1f0e9a4074b99667c204eda059f514c4df9a649bc1db12683b,033b962deb2083fc3f6ac1cb1cb9577a13f1013734114f60fed818610acfd9dc,e0aecd7cca91f94aad4b7841d5296b84c274b7a25879df47a9c9b3138fa1da28
"100","300000008","0","0","750000602","500","0","0","0","0","0","0","0","150","100","0","1","0","0","100","0","0","0","爆裂敵人","9000","1000000","0","1","0","0","100","0","217300","0","0","250","0","0","0","0","0","0","0","0"
"60","300000008","0","110","750000701","368","0","0","10000","0","0","0","0","0","1000","0","1","0","0","10000","0","0","10000","蘭法","0","99000000","0","1","0","0","1000","0","313602","0","0","0","0","0","0","0","0","0","0","0"
"60","300000008","0","0","750000702","368","0","0","0","3200","0","0","0","0","0","0","1","0","0","0","66000","0","0","龍牙兵","0","3000000","0","1","0","0","0","0","313602","3200","0","0","0","0","0","0","0","0","0","0"
"60","300000008","0","0","750000703","368","0","0","0","600","0","0","0","0","0","0","1","0","0","0","0","0","0","蘭法","0","1000000","0","1","0","0","0","0","313602","600","0","0","0","0","0","0","0","0","0","0"
"100","300000008","0","0","750000704","500","0","0","0","0","0","0","0","150","100","0","1","0","0","100","0","0","0","爆裂敵人","9000","1000000","0","1","0","0","100","0","217300","0","0","250","0","0","0","0","0","0","0","0"
"60","300000022","0","110","750000801","371","0","0","5000","1200","10000","0","0","0","0","0","1","0","0","10000","0","0","10000","貪婪暴君‧賭場王","10000","122000000","0","1","0","0","10000","0","315407","1200","0","0","0","0","0","50000","0","0","0","0"
"100","300000008","0","0","750000802","500","0","0","0","0","0","0","0","150","100","0","1","0","0","100","0","0","0","爆裂敵人","9000","1000000","0","1","0","0","100","0","217300","0","0","250","0","0","0","0","0","0","0","0"
"100","300000008","0","30","760100101","450","0","0","38000","360","0","0","0","0","38000","0","1","0","0","38000","34000","0","38000","霸瞳皇帝","0","40000000","0","1","0","0","38000","0","309805","360","0","0","0","0","0","34000","0","0","0","0"
"100","300000009","0","0","760100102","500","0","0","0","0","0","0","0","150","200","0","1","0","0","200","0","0","0","爆裂敵人","9000","1000000","0","1","0","0","100","0","217300","0","0","250","0","0","0","0","0","0","0","0"
"100","300000008","0","30","760100201","453","0","0","41000","420","0","0","0","0","41000","0","1","0","0","41000","38000","0","41000","霸瞳皇帝","0","60000000","0","1","0","0","41000","0","309805","420","0","0","0","0","0","38000","0","0","0","0"
"100","300000009","0","0","760100202","500","0","0","0","0","0","0","0","150","200","0","1","0","0","200","0","0","0","爆裂敵人","9000","1000000","0","1","0","0","100","0","217300","0","0","250","0","0","0","0","0","0","0","0"
"100","300000008","0","30","760100301","456","0","0","44000","480","0","0","0","0","44000","0","1","0","0","44000","42000","0","44000","霸瞳皇帝","0","80000000","0","1","0","0","44000","0","309805","480","0","0","0","0","0","42000","0","0","0","0"
"100","300000009","0","0","760100302","500","0","0","0","0","0","0","0","150","200","0","1","0","0","200","0","0","0","爆裂敵人","9000","1000000","0","1","0","0","100","0","217300","0","0","250","0","0","0","0","0","0","0","0"
"100","300000008","0","30","760100401","459","0","0","47000","540","0","0","0","0","47000","0","1","0","0","47000","46000","0","47000","霸瞳皇帝","0","100000000","0","1","0","0","47000","0","309805","540","0","0","0","0","0","46000","0","0","0","0"
"100","300000009","0","0","760100402","500","0","0","0","0","0","0","0","150","200","0","1","0","0","200","0","0","0","爆裂敵人","9000","1000000","0","1","0","0","100","0","217300","0","0","250","0","0","0","0","0","0","0","0"
"100","300000008","0","30","760100501","462","0","0","50000","600","0","0","0","0","50000","0","1","0","0","50000","50000","0","50000","霸瞳皇帝","0","120000000","0","1","0","0","50000","0","309805","600","0","0","0","0","0","50000","0","0","0","0"
"100","300000009","0","0","760100502","500","0","0","0","0","0","0","0","150","200","0","1","0","0","200","0","0","0","爆裂敵人","9000","1000000","0","1","0","0","100","0","217300","0","0","250","0","0","0","0","0","0","0","0"
"100","300000008","0","60","760200101","450","0","0","38000","360","38000","0","0","0","38000","0","1","0","0","38000","0","0","38000","贊恩","38000","50000000","0","1","0","0","38000","0","313902","360","0","0","0","0","0","7000","0","0","0","0"
"100","300000009","0","0","760200102","500","0","0","0","0","0","0","0","150","150","0","1","0","0","150","0","0","0","爆裂敵人","9000","1000000","0","1","0","0","50","0","217300","0","0","250","0","0","0","0","0","0","0","0"
"100","300000008","0","60","760200201","453","0","0","41000","420","41000","0","0","0","41000","0","1","0","0","41000","0","0","41000","贊恩","41000","65000000","0","1","0","0","41000","0","313902","420","0","0","0","0","0","9000","0","0","0","0"
"100","300000009","0","0","760200202","500","0","0","0","0","0","0","0","150","150","0","1","0","0","150","0","0","0","爆裂敵人","9000","1000000","0","1","0","0","50","0","217300","0","0","250","0","0","0","0","0","0","0","0"
"100","300000008","0","60","760200301","456","0","0","44000","480","44000","0","0","0","44000","0","1","0","0","44000","0","0","44000","贊恩","44000","80000000","0","1","0","0","44000","0","313902","480","0","0","0","0","0","11000","0","0","0","0"
"100","300000009","0","0","760200302","500","0","0","0","0","0","0","0","150","150","0","1","0","0","150","0","0","0","爆裂敵人","9000","1000000","0","1","0","0","50","0","217300","0","0","250","0","0","0","0","0","0","0","0"
"100","300000008","0","60","760200401","459","0","0","47000","540","47000","0","0","0","47000","0","1","0","0","47000","0","0","47000","贊恩","47000","95000000","0","1","0","0","47000","0","313902","540","0","0","0","0","0","13000","0","0","0","0"
"100","300000009","0","0","760200402","500","0","0","0","0","0","0","0","150","150","0","1","0","0","150","0","0","0","爆裂敵人","9000","1000000","0","1","0","0","50","0","217300","0","0","250","0","0","0","0","0","0","0","0"
"100","300000008","0","60","760200501","462","0","0","50000","600","50000","0","0","0","50000","0","1","0","0","50000","0","0","50000","贊恩","50000","110000000","0","1","0","0","50000","0","313902","600","0","0","0","0","0","15000","0","0","0","0"
"100","300000009","0","0","760200502","500","0","0","0","0","0","0","0","150","150","0","1","0","0","150","0","0","0","爆裂敵人","9000","1000000","0","1","0","0","50","0","217300","0","0","250","0","0","0","0","0","0","0","0"
