c394a259807757dfbb6dc6d85b032884a2ff58e5e2df0a054c69955e3d754f22,bc8fa222c07e502f59a514ce664b92e7f8e9d7634760becae33840b7970bfc1c,5ec144713ad706f3bf85143b8f9604b3ed022d47bdc35a5dd1cc6162c36b8fc7,4265b00184ba17572caf3f3afb9f1d8f4543f31219b9d8217a4dbbbdaad2a7a2,9c8dc1e7f9ddf675cd39556dd5ea7c95092d2e5062112f00525fa982a811f4b8,2a62f559d6b01873a939728495c8cea77d0b9acac2c8c926f24ed7e0ac0e6540,5d4b98df73822c7dfb68684a2492d556708dce71ef4d444b91503d889f75a267
"81006401","313200","1","1","0","1009101","-30"
"81006402","313200","1","1","0","1009102","-30"
"103021","316000","0.95","0.95","0","1009201","-20"
"103011","316000","0.95","0.95","0","1009202","-20"
"81006601","313100","0.7","0.7","0","1009301","-25"
"81006602","313100","0.7","0.7","0","1009302","-25"
"102091","316200","1.5","1.5","0","1009401","-20"
"102111","316200","1.5","1.5","0","1009402","-20"
"81006801","313300","1.25","1.25","0","1009501","-26"
"81006802","313300","1.25","1.25","0","1009502","-26"
"102591","316300","0.77","0.77","0","1009601","-27"
"102601","316300","0.77","0.77","0","1009602","-27"
"81007001","314001","1.25","1.25","0","1009701","-30"
"81007002","314002","1.25","1.25","0","1009702","-30"
"81000405","316400","0.8","0.8","0","1009801","-27"
"81000406","316400","0.8","0.8","0","1009802","-27"
"81007201","314100","0.77","0.77","0","1009901","-27"
"81007202","314100","0.77","0.77","0","1009902","-27"
"81010001","316500","0.95","0.95","0","1010001","-20"
"81010002","316500","0.95","0.95","0","1010002","-20"
"81007401","314200","1.33","1.33","0","1010101","-33"
"81007402","314200","1.33","1.33","0","1010102","-33"
"81010201","316700","0.8","0.8","0","1010201","-27"
"81010202","316700","0.8","0.8","0","1010202","-27"
"81007601","314300","1.7","1.7","0","1010301","-20"
"81007602","314300","1.7","1.7","0","1010302","-20"
"100091","318000","1","1","0","1010401","-20"
"100381","318000","1","1","0","1010402","-20"
"81007801","314400","1.25","1.25","0","1010501","-33"
"81007802","314400","1.25","1.25","0","1010502","-33"
"101361","318200","1","1","0","1010601","-27"
"102961","318200","1","1","0","1010602","-27"
"81003006","314500","1","1","0","1010701","-20"
"81008002","314500","1","1","0","1010702","-20"
"81001505","318100","1.1","1.1","0","1010801","-17"
"81010802","318100","1.1","1.1","0","1010802","-17"
"81003205","314600","1.6","1.6","0","1010901","-25"
"81003206","314600","1.6","1.6","0","1010902","-25"
"101581","318500","0.7","0.7","0","1011001","-25"
"103141","318500","0.7","0.7","0","1011002","-25"
"103151","318600","0.92","0.92","0","1011101","-28"
"103161","318600","0.92","0.92","0","1011102","-28"
"100111","314700","1","1","0","1011201","0"
"100431","314700","1","1","0","1011202","0"
"81008501","314800","0.9","0.9","0","1011301","0"
"81008504","314800","0.9","0.9","0","1011302","0"
"81011401","318300","1.1","1.1","0","1011401","-27"
"81011402","318300","1.1","1.1","0","1011402","-27"
"81008801","315100","0.8","0.8","0","1011501","-20"
"81008802","315100","0.8","0.8","0","1011502","-20"
"102091","318800","1.18","1.18","0","1011601","0"
"102111","318800","1.18","1.18","0","1011602","0"
"102994","315400","0.85","0.85","0","1011701","-25"
"102997","315400","0.85","0.85","0","1011702","-25"
"81011801","319100","1.1","1.1","0","1011801","-25"
"81011802","319100","1.1","1.1","0","1011802","-25"
"103021","316000","0.95","0.95","0","1011901","-20"
"103011","316000","0.95","0.95","0","1011902","-20"
"81012001","318900","1.1","1.1","0","1012001","-17"
"81012002","318900","1.1","1.1","0","1012002","-17"
"102091","316200","1.5","1.5","0","1012101","-20"
"102111","316200","1.5","1.5","0","1012102","-20"
"81012207","319000","1.4","1.4","0","1012201","0"
"81012208","319000","1.4","1.4","0","1012202","0"
"102591","316300","0.77","0.77","0","1012301","-27"
"102601","316300","0.77","0.77","0","1012302","-27"
"103051","319300","0.77","0.77","0","1012401","-55"
"102601","319300","0.77","0.77","0","1012402","-55"
"81000405","316400","0.8","0.8","0","1012501","-27"
"81000406","316400","0.8","0.8","0","1012502","-27"
"81012601","319500","1.18","1.18","0","1012601","-30"
"81012602","319500","1.18","1.18","0","1012602","-30"
"81010001","316500","0.95","0.95","0","1012701","-20"
"81010002","316500","0.95","0.95","0","1012702","-20"
"101111","320000","1.5","1.5","0","1012801","0"
"101131","320000","1.5","1.5","0","1012802","0"
"81010201","316700","0.8","0.8","0","1012901","-27"
"81010202","316700","0.8","0.8","0","1012902","-27"
"81011401","313702","1","1","0","1013001","0"
"81013002","313702","1","1","0","1013002","0"
"100091","318000","1","1","0","1013101","-20"
"100381","318000","1","1","0","1013102","-20"
"100941","320200","0.7","0.7","0","1013201","-50"
"100961","320200","0.7","0.7","0","1013202","-50"
"100961","320200","0.7","0.7","0","1013203","-50"
"101361","318200","1","1","0","1013301","-27"
"102961","318200","1","1","0","1013302","-27"
"102961","318200","1","1","0","1013303","-27"
"81013401","320300","1","1","-20","1013401","-50"
"81013402","320300","1","1","-20","1013402","-50"
"81013402","320300","1","1","-20","1013403","-50"
"81001505","318100","1.1","1.1","0","1013501","-17"
"81010802","318100","1.1","1.1","0","1013502","-17"
"81010802","318100","1.1","1.1","0","1013503","-17"
"81013601","320400","1","1","0","1013601","0"
"81013602","320400","1","1","0","1013602","0"
"81013602","320400","1","1","0","1013603","0"
"81013701","320500","0.65","0.65","0","1013701","10"
"81013702","320500","0.65","0.65","0","1013702","10"
"81013702","320500","0.65","0.65","0","1013703","10"
"101581","318500","0.7","0.7","0","1013801","-25"
"103141","318500","0.7","0.7","0","1013802","-25"
"103141","318500","0.7","0.7","0","1013803","-25"
"103151","318600","0.9","0.9","0","1013901","0"
"103161","318600","0.9","0.9","0","1013902","0"
"103161","318600","0.9","0.9","0","1013903","0"
"101951","320700","1.2","1.2","0","1014001","-20"
"101951","320700","1.2","1.2","0","1014002","-20"
"101951","320700","1.2","1.2","0","1014003","-20"
"81011401","318300","1.1","1.1","0","1014101","-27"
"81011402","318300","1.1","1.1","0","1014102","-27"
"81011402","318300","1.1","1.1","0","1014103","-27"
"100371","320900","1","1","0","1014201","-10"
"100381","320900","1","1","0","1014202","-10"
"100381","320900","1","1","0","1014203","-10"
"102091","318800","1.18","1.18","0","1014301","0"
"102111","318800","1.18","1.18","0","1014302","0"
"102111","318800","1.18","1.18","0","1014303","0"
"100021","321100","0.75","0.75","0","1014401","-10"
"100691","321100","0.75","0.75","0","1014402","-10"
"100691","321100","0.75","0.75","0","1014403","-10"
"81011801","319100","1.1","1.1","0","1014501","-25"
"81011802","319100","1.1","1.1","0","1014502","-25"
"81011802","319100","1.1","1.1","0","1014503","-25"
"81014601","321200","0.85","0.85","0","1014601","-25"
"81014602","321200","0.85","0.85","0","1014602","-25"
"81014602","321200","0.85","0.85","0","1014603","-25"
"81012001","318900","1.1","1.1","0","1014701","-17"
"81012002","318900","1.1","1.1","0","1014702","-17"
"81012002","318900","1.1","1.1","0","1014703","-17"
"81014801","321300","1.1","1.1","0","1014801","-30"
"81014802","321300","1.1","1.1","0","1014802","-30"
"81014802","321300","1.1","1.1","0","1014803","-30"
"81012207","319000","1.4","1.4","0","1014901","0"
"81012208","319000","1.4","1.4","0","1014902","0"
"81012208","319000","1.4","1.4","0","1014903","0"
"81015001","321400","0.91","0.91","0","1015001","-10"
"81015001","321400","0.91","0.91","0","1015002","-10"
"81015001","321400","0.91","0.91","0","1015003","-10"
"103051","319300","0.77","0.77","0","1015101","-55"
"102601","319300","0.77","0.77","0","1015102","-55"
"102601","319300","0.77","0.77","0","1015103","-55"
"81015201","321700","0.61","0.61","-20","1015201","0"
"81015202","321700","0.61","0.61","-20","1015202","0"
"81015202","321700","0.61","0.61","-20","1015203","0"
"81001705","307400","1","1","0","1015301","0"
"81001706","307400","1","1","0","1015302","0"
"81001706","307400","1","1","0","1015303","0"
"100051","321800","1","1","0","1015401","-10"
"100931","321800","1","1","0","1015402","-10"
"100931","321800","1","1","0","1015403","-10"
"103311","319500","1.18","1.18","0","1015501","-30"
"103321","319500","1.18","1.18","0","1015502","-30"
"103321","319500","1.18","1.18","0","1015503","-30"
"81015601","322100","0.73","0.73","0","1015601","13"
"81015602","322100","0.73","0.73","0","1015602","13"
"81015602","322100","0.73","0.73","0","1015603","13"
"101111","320000","1.5","1.5","0","1015701","0"
"101131","320000","1.5","1.5","0","1015702","0"
"101131","320000","1.5","1.5","0","1015703","0"
