483edade33fc999331a13cb9a6545ce3fc8d0b7abf46ab17ee3d04fa2997984c,b21fa7159b9b39d5d1e691e63915f26371874082d60c145939e55344416b73d0,e55d5956dbf243e6f3f44f7a54040a3613e433f0f9ec057064becb2fd941cc76,62244faaebac8dabe07951d853439dda13bc65c98a4409f1b86a7025a40416f5,912d99880b1da7a5906613e1775c458b2bdbc316762dcb4895eb90b779273c2d,f513b4e04b548f56fe4a9f9c0dbff0384ea35cb7a345a91e67332a1bf9bf6cd9,b07d38e5d0c2252860b4f223574f377487d82b971786f74d8c2a720f6bbc6ff1,c2c088925f1b2c2ed4a49a4554b12ca73e3f9c61288ab355289f77da85f778d5,1c59b317bc98dea6b7f648545ef2ac2bb6373f993c0584709c40e98550b7b363,d1c1fc151d07ae73c425e3d0a06f05fffbcb5e06eec4423e2a2941175b995e41,3059bd984c5c3b0982c3983558fb7d3286756ea1a7f9a21f25070d92b230857f,5e0b016f7b67948db982d5344b31db7753fdffc2293711a028c6a2e3ec0ba369,bc0f35e05dad234b68c1c9dd7d08c6d638bf129947f76c950f7ae2577ceceeb1,97e35ef20ab2c95d66e982ae05d0ba2e284f316208e13c4cafc1ae231a2ad8bf,b28a24116d2da7d20fe042cb539cf9c72a851dfbfef1e8ea576f8986ec77a85b,a30f96082c6ff08eb537381e9b5abb062e87f3dce3e8fb17eee9ee611f64007f,57d94b54372b19b4f8a8d4ace52c5a1c6f783f8cd18c79017e04788bcb3255df,92f6492b098b2c1e6e79374ec5683b0606796d3d9cfce200ab3fbf40eaa0e748,8bc11e25781f9d5dcab410dc9c9b85ae82b84fa2e3ec9a47c47296e27e0c4894
"0","0","10","0","0","0","101001","0","0","33","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","2300","101101","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","101101","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","0","101201","0","0","32","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","0","101201","0","0","33","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","0","101301","0","0","32","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","0","101301","0","0","33","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","0","101401","0","0","32","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","0","101401","0","0","33","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","0","101501","0","0","32","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","0","101501","0","0","33","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","2300","101601","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","101601","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","101701","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","101701","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","0","101801","0","0","32","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","0","101801","0","0","33","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","2300","102001","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","102001","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","102101","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","102101","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","0","102201","0","0","32","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","0","102201","0","0","33","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","2300","102301","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","102301","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","0","102501","0","0","32","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","0","102501","0","0","33","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","2300","102601","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","102601","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","102701","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","102701","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","102801","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","102801","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","102901","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","102901","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","103001","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","103001","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","103101","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","103101","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","103201","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","103201","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","103301","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","103301","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","103401","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","103401","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","0","103601","0","0","32","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","0","103601","0","0","33","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","2300","103701","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","103701","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","103801","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","103801","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","104001","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","104001","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","0","104201","0","0","32","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","0","104201","0","0","33","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","2300","104301","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","104301","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","0","104401","0","0","32","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","0","104401","0","0","33","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","2300","104501","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","104501","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","104601","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","104601","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","104701","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","104701","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","104801","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","104801","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","104901","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","104901","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","0","105001","0","0","32","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","0","105001","0","0","33","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","2300","105101","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","105101","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","105201","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","105201","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","105301","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","105301","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","105401","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","105401","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","105501","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","105501","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","105601","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","105601","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","105701","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","105701","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","105801","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","105801","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","105901","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","105901","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","0","106001","0","0","32","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","0","106001","0","0","33","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","2300","106101","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","106101","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","106301","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","106301","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","106401","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","106401","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","106501","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","106501","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","106601","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","106601","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","0","106701","0","0","32","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","0","106701","0","0","33","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","2300","106801","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","106801","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","106901","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","106901","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","0","107001","0","0","32","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","0","107001","0","0","33","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","2300","107101","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","107101","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","107501","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","107501","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","107601","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","107601","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","0","107701","0","0","32","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","0","107701","0","0","33","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","0","107801","0","0","32","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","0","107801","0","0","33","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","2300","107901","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","107901","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","108001","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","108001","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","108101","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","108101","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","108201","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","108201","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","0","108301","0","0","32","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","0","108301","0","0","33","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","0","108401","0","0","32","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","0","108401","0","0","33","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","2300","108501","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","108501","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","108601","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","108601","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","108701","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","108701","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","0","108801","0","0","32","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","0","108801","0","0","33","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","2300","108901","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","108901","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","109001","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","109001","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","109101","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","109101","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","0","109201","0","0","32","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","0","109201","0","0","33","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","0","109301","0","0","32","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","0","109301","0","0","33","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","0","109401","0","0","32","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","0","109401","0","0","33","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","0","109501","0","0","32","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","0","109501","0","0","33","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","2300","109601","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","109601","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","109701","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","109701","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","0","109801","0","0","32","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","0","109801","0","0","33","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","0","109901","0","0","32","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","0","109901","0","0","33","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","2300","110001","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","110001","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","0","110101","0","0","32","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","0","110101","0","0","33","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","2300","110301","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","110301","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","110401","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","110401","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","110501","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","110501","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","0","110601","0","0","32","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","0","110601","0","0","33","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","2300","110701","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","110701","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","110801","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","110801","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","110901","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","110901","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","0","111001","0","0","32","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","0","111001","0","0","33","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","0","111101","0","0","32","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","0","111101","0","0","33","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","2300","111201","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","111201","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","111301","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","111301","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","0","111401","0","0","32","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","0","111401","0","0","33","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","2300","111501","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","111501","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","111601","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","111601","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","0","111701","0","0","32","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","0","111701","0","0","33","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","2300","111801","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","111801","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","111901","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","111901","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","0","112001","0","0","32","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","0","112001","0","0","33","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","0","112101","0","0","32","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","0","112101","0","0","33","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","0","112201","0","0","32","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","0","112201","0","0","33","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","2300","112301","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","112301","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","112401","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","112401","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","112501","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","112501","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","0","112601","0","0","32","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","0","112601","0","0","33","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","2300","112701","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","112701","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","112801","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","112801","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","112901","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","112901","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","113001","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","113001","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","113101","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","113101","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","0","113201","0","0","32","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","0","113201","0","0","33","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","0","113301","0","0","32","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","0","113301","0","0","33","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","0","113401","0","0","32","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","0","113401","0","0","33","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","0","113501","0","0","32","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","0","113501","0","0","33","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","2300","113601","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","113601","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","0","113701","0","0","32","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","0","113701","0","0","33","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","0","113801","0","0","32","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","0","113801","0","0","33","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","2300","113901","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","113901","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","114001","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","114001","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","114101","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","114101","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","114201","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","114201","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","114301","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","114301","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","114401","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","114401","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","114501","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","114501","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","114601","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","114601","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","114701","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","114701","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","0","115001","0","0","32","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","0","115001","0","0","33","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","2300","115501","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","115501","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","0","115601","0","0","32","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","0","115601","0","0","33","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","0","115701","0","0","32","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","0","115701","0","0","33","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","2300","115801","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","115801","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","115901","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","115901","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","0","116001","0","0","32","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","0","116001","0","0","33","0","0","0","0","0","0","2300","0","0"
"0","0","10","0","0","2300","116201","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","116201","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","116301","0","0","32","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","2300","116301","0","0","33","0","0","0","0","0","0","0","0","0"
"0","0","10","0","0","0","116401","0","0","32","0","0","0","0","0","0","2300","0","0"
