7d310ac3eb29323161686d12e91b9fb42a7637f6dd223843ee6d5bc31c9770fe,b8e6e6c9a43263b71a8c6459ef9527ada5fbeaa05402cbdfd384e6da03b9ab7e,eb22fa07f05e8d9d7e853f8d69b67610fb2dfde4ec1b58eef75e2d7f537e1c9f,fd9f52ae88c7cb08376c926daff09accaccd833361d9bdb83b160595ee019d37,ed380265c8877b5194bea5708742f533034aa7193a218271d6d8af9dd0696ace,1f28d380d6a9f94d4deaf80e1cb21f49783676c7c9fb531f5377669ccbac8424,6283f3c2a4bf4e8acc875c1b138a5d85b79cd5acdc31ededc8f53c0d688455a4,6199fb9e2864c7f82d597ab4e61cacf971b672625076de43f2d76570ab072bc4,88cb5dad797808254d32642fa1dfeeaae0daa8ea69460701309fc23873ab66fb,f066917f406dadc06f0b6e1149c157c2a8cd028cda489da359620afa3721d376,30a64dcaa735a2083a2d12b9ca21bd1719a5ada4f9b9111b956f370a3d4f8d18,e5b55e92a5ec8569e3297a05fda14fa3864d395b543c7abf2f3776a2f86d0d95,09cd7f5b50862613f43f97a036c2d8e45deac96bb1f03591e77aef5f346d0d41,07a8b06cdd3104987859bcf1b42859ad479ddc76aabe9e0c5fbe4da289f7615b,77f43e120d1235bf6f3f7523d6c5daacf92797220714be8db55ab06cc8341a53,214755188889a63f96fea371c4e1e76f3045c74ff69239ec415d553f2e59a61f,885160d862f7ce20fd37e58495d0ed629fe020a7a24390b4928e94ccee4f4880,d9ccc0934bb15b092d5fd42951fb9ca34349d2d8fa427805fe001eaf3b8bc209,d9036b5c495defef474370060a9ac0c485a51f258e3ce16a12bf0a2bae02e03c,2bcbca86c6aab0abab8f893065666c5c647e43f8453d9764ca1312bd1f6f1daa,c88934af47aa4527ec1a55a428b4478b76b9695260626cb0684cf72249158f06,9abe4b44a43ea57ba07008ca74f8114c4917a0f6de5dffe23269594afbd6d9fa
"94002","通過前篇Boss戰（SPECIAL+）的MODE1","601","0","6117","0","30501","305","0","10130501","500000","1","2025/06/01 16:00:00","3","12","0","101","0","1","1","0","9026"
"94002","通過前篇Boss戰（SPECIAL+）的MODE2","601","0","6117","0","30601","306","0","10130601","500000","1","2025/06/01 16:00:00","3","12","0","101","0","2","1","0","9026"
"140001","挑戰次數5次以內通過前篇Boss戰（SPECIAL+）","601","0","6117","0","30701","307","0","10130701","20","1","2025/06/01 16:00:00","3","4","12","101","94002","5","1","1000000","9027"
"91002","通過後篇Boss戰（SPECIAL）的MODE1","601","0","6116","0","30801","308","0","10130801","30","1","2025/06/07 16:00:00","3","8","2","101","62001","1","1","200","9029"
"91002","通過後篇Boss戰（SPECIAL）的MODE2","601","0","6116","0","30901","309","0","10130901","30","1","2025/06/07 16:00:00","3","8","2","101","62001","2","1","200","9029"
"91002","通過後篇Boss戰（SPECIAL）","601","0","6116","0","31001","310","0","10131001","30","1","2025/06/07 16:00:00","3","8","12","101","94002","3","1","120000","9029"
"91002","挑戰次數5次以內通過後篇Boss戰（SPECIAL）","601","0","6116","0","31101","311","0","10131101","100","1","2025/06/07 16:00:00","3","8","0","101","0","5","1","0","9030"
"94002","通過後篇Boss戰（SPECIAL+）的MODE1","601","0","6117","0","31201","312","0","10131201","500000","1","2025/06/07 16:00:00","3","12","0","101","0","1","1","0","9031"
"94002","通過後篇Boss戰（SPECIAL+）的MODE2","601","0","6117","0","31301","313","0","10131301","500000","1","2025/06/07 16:00:00","3","12","0","101","0","2","1","0","9031"
"140001","挑戰次數5次以內通過後篇Boss戰（SPECIAL+）","601","0","6117","0","31401","314","0","10131401","20","1","2025/06/07 16:00:00","3","4","12","101","94002","5","1","1000000","9032"
